Year,Geography,Violations,GeoCode,Value
2015,New Brunswick,"Sexual assault, level 3, aggravated",,0.13
2015,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",,0.66
2015,New Brunswick,"Sexual assault, level 1",,54.29
2015,New Brunswick,Total sexual violations against children,,18.84
2015,New Brunswick,"Assault, level 3, aggravated",,6.46
2015,New Brunswick,"Assault, level 2, weapon or bodily harm",,102.79
2015,New Brunswick,"Assault, level 1",,500.37
2015,New Brunswick,Total robbery,,20.16
2015,New Brunswick,Uttering threats,,273.84
2015,New Brunswick,Total other violent violations,,9.75
2015,Quebec,Total violent Criminal Code violations,,966.02
2015,Quebec,Homicide,,0.97
2015,Quebec,Total other violations causing death,,0.21
2015,Quebec,Attempted murder,,2.5
2015,Quebec,"Sexual assault, level 3, aggravated",,0.4
2015,Quebec,"Sexual assault, level 2, weapon or bodily harm",,1.11
2015,Quebec,"Sexual assault, level 1",,45.98
2015,Quebec,Total sexual violations against children,,20.88
2015,Quebec,"Assault, level 3, aggravated",,3.19
2015,Quebec,"Assault, level 2, weapon or bodily harm",,114.69
2015,Quebec,"Assault, level 1",,371.28
2015,Quebec,Total robbery,,49.37
2015,Quebec,Uttering threats,,189.31
2015,Quebec,Total other violent violations,,23.06
2015,Ontario,Total violent Criminal Code violations,,793.0
2015,Ontario,Homicide,,1.27
2015,Ontario,Total other violations causing death,,0.22
2015,Ontario,Attempted murder,,1.84
2015,Ontario,"Sexual assault, level 3, aggravated",,0.15
2015,Ontario,"Sexual assault, level 2, weapon or bodily harm",,0.98
2015,Ontario,"Sexual assault, level 1",,53.8
2015,Ontario,Total sexual violations against children,,8.12
2015,Ontario,"Assault, level 3, aggravated",,7.4
2015,Ontario,"Assault, level 2, weapon or bodily harm",,89.76
2015,Ontario,"Assault, level 1",,324.98
2015,Ontario,Total robbery,,55.77
2015,Ontario,Uttering threats,,109.27
2015,Ontario,Total other violent violations,,11.14
2015,Manitoba,Total violent Criminal Code violations,,1820.96
2015,Manitoba,Homicide,,3.64
2015,Manitoba,Total other violations causing death,,0.39
2015,Manitoba,Attempted murder,,2.4
2015,Manitoba,"Sexual assault, level 3, aggravated",,0.62
2015,Manitoba,"Sexual assault, level 2, weapon or bodily harm",,2.4
2015,Manitoba,"Sexual assault, level 1",,102.15
2015,Manitoba,Total sexual violations against children,,20.43
2015,Manitoba,"Assault, level 3, aggravated",,30.57
2015,Manitoba,"Assault, level 2, weapon or bodily harm",,314.42
2015,Manitoba,"Assault, level 1",,793.98
2015,Manitoba,Total robbery,,129.08
2015,Manitoba,Uttering threats,,248.56
2015,Manitoba,Total other violent violations,,11.92
2015,Saskatchewan,Total violent Criminal Code violations,,2054.74
2015,Saskatchewan,Homicide,,3.93
2015,Saskatchewan,Total other violations causing death,,0.54
2015,Saskatchewan,Attempted murder,,2.5
2015,Saskatchewan,"Sexual assault, level 3, aggravated",,0.62
2015,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",,1.43
2015,Saskatchewan,"Sexual assault, level 1",,97.06
2015,Saskatchewan,Total sexual violations against children,,29.62
2015,Saskatchewan,"Assault, level 3, aggravated",,32.56
2015,Saskatchewan,"Assault, level 2, weapon or bodily harm",,344.79
2015,Saskatchewan,"Assault, level 1",,939.28
2015,Saskatchewan,Total robbery,,87.6
2015,Saskatchewan,Uttering threats,,272.35
2015,Saskatchewan,Total other violent violations,,16.77
2015,Alberta,Total violent Criminal Code violations,,1316.33
2015,Alberta,Homicide,,3.21
2015,Alberta,Total other violations causing death,,0.12
2015,Alberta,Attempted murder,,1.64
2015,Alberta,"Sexual assault, level 3, aggravated",,0.17
2015,Alberta,"Sexual assault, level 2, weapon or bodily harm",,1.09
2015,Alberta,"Sexual assault, level 1",,67.54
2015,Alberta,Total sexual violations against children,,14.6
2015,Alberta,"Assault, level 3, aggravated",,16.7
2015,Alberta,"Assault, level 2, weapon or bodily harm",,180.12
2015,Alberta,"Assault, level 1",,558.26
2015,Alberta,Total robbery,,82.74
2015,Alberta,Uttering threats,,194.14
2015,Alberta,Total other violent violations,,11.34
2015,British Columbia,Total violent Criminal Code violations,,1191.76
2015,British Columbia,Homicide,,2.03
2015,British Columbia,Total other violations causing death,,0.38
2015,British Columbia,Attempted murder,,2.7
2015,British Columbia,"Sexual assault, level 3, aggravated",,0.4
2015,British Columbia,"Sexual assault, level 2, weapon or bodily harm",,0.84
2015,British Columbia,"Sexual assault, level 1",,46.69
2015,British Columbia,Total sexual violations against children,,13.71
2015,British Columbia,"Assault, level 3, aggravated",,6.93
2015,British Columbia,"Assault, level 2, weapon or bodily harm",,144.54
2015,British Columbia,"Assault, level 1",,466.75
2015,British Columbia,Total robbery,,76.31
2015,British Columbia,Uttering threats,,215.27
2015,British Columbia,Total other violent violations,,10.15
2015,Yukon,Total violent Criminal Code violations,,4083.31
2015,Yukon,Homicide,,2.65
2015,Yukon,Total other violations causing death,,0.0
2015,Yukon,Attempted murder,,10.61
2015,Yukon,"Sexual assault, level 3, aggravated",,0.0
2015,Yukon,"Sexual assault, level 2, weapon or bodily harm",,2.65
2015,Yukon,"Sexual assault, level 1",,204.3
2015,Yukon,Total sexual violations against children,,68.98
2015,Yukon,"Assault, level 3, aggravated",,58.37
2015,Yukon,"Assault, level 2, weapon or bodily harm",,419.21
2015,Yukon,"Assault, level 1",,2098.7
2015,Yukon,Total robbery,,58.37
2015,Yukon,Uttering threats,,697.8
2015,Yukon,Total other violent violations,,21.23
2015,Northwest Territories,Total violent Criminal Code violations,,7685.87
2015,Northwest Territories,Homicide,,11.3
2015,Northwest Territories,Total other violations causing death,,0.0
2015,Northwest Territories,Attempted murder,,6.78
2015,Northwest Territories,"Sexual assault, level 3, aggravated",,2.26
2015,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",,13.56
2015,Northwest Territories,"Sexual assault, level 1",,363.95
2015,Northwest Territories,Total sexual violations against children,,90.42
2015,Northwest Territories,"Assault, level 3, aggravated",,72.34
2015,Northwest Territories,"Assault, level 2, weapon or bodily harm",,849.97
2015,Northwest Territories,"Assault, level 1",,4265.66
2015,Northwest Territories,Total robbery,,61.03
2015,Northwest Territories,Uttering threats,,1118.97
2015,Northwest Territories,Total other violent violations,,36.17
2015,Nunavut,Total violent Criminal Code violations,,8054.7
2015,Nunavut,Homicide,,5.48
2015,Nunavut,Total other violations causing death,,0.0
2015,Nunavut,Attempted murder,,2.74
2015,Nunavut,"Sexual assault, level 3, aggravated",,2.74
2015,Nunavut,"Sexual assault, level 2, weapon or bodily harm",,5.48
2015,Nunavut,"Sexual assault, level 1",,441.24
2015,Nunavut,Total sexual violations against children,,134.29
2015,Nunavut,"Assault, level 3, aggravated",,65.78
2015,Nunavut,"Assault, level 2, weapon or bodily harm",,951.0
2015,Nunavut,"Assault, level 1",,4138.35
2015,Nunavut,Total robbery,,52.07
2015,Nunavut,Uttering threats,,1189.43
2015,Nunavut,Total other violent violations,,74.0
2016,,,,1076.07
2016,Canada,Homicide,,1.69
2016,Canada,Total other violations causing death,,0.3
2016,Canada,Attempted murder,,2.18
2016,Canada,"Sexual assault, level 3, aggravated",,0.31
2016,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.09
2016,Canada,"Sexual assault, level 1",,58.36
2016,Canada,Total sexual violations against children,,20.31
2016,Canada,"Assault, level 3, aggravated",,9.6
2016,Canada,"Assault, level 2, weapon or bodily harm",,138.32
2016,Canada,"Assault, level 1",,441.97
2016,Canada,Total robbery,,60.81
2016,Canada,Uttering threats,,168.68
2016,Canada,Total other violent violations,,14.56
2016,Newfoundland and Labrador,Total violent Criminal Code violations,,1327.29
2016,Newfoundland and Labrador,Homicide,,1.32
2016,Newfoundland and Labrador,Total other violations causing death,,0.38
2016,Newfoundland and Labrador,Attempted murder,,1.51
2016,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",,0.0
2016,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",,0.76
2016,Newfoundland and Labrador,"Sexual assault, level 1",,56.85
2016,Newfoundland and Labrador,Total sexual violations against children,,24.18
2016,Newfoundland and Labrador,"Assault, level 3, aggravated",,9.26
2016,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",,106.15
2016,Newfoundland and Labrador,"Assault, level 1",,577.8
2016,Newfoundland and Labrador,Total robbery,,42.12
2016,Newfoundland and Labrador,Uttering threats,,329.6
2016,Newfoundland and Labrador,Total other violent violations,,8.31
2016,Prince Edward Island,Total violent Criminal Code violations,,800.17
2016,Prince Edward Island,Homicide,,0.0
2016,Prince Edward Island,Total other violations causing death,,0.0
2016,Prince Edward Island,Attempted murder,,0.0
2016,Prince Edward Island,"Sexual assault, level 3, aggravated",,0.0
2016,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",,0.68
2016,Prince Edward Island,"Sexual assault, level 1",,48.31
2016,Prince Edward Island,Total sexual violations against children,,23.13
2016,Prince Edward Island,"Assault, level 3, aggravated",,4.08
2016,Prince Edward Island,"Assault, level 2, weapon or bodily harm",,66.0
2016,Prince Edward Island,"Assault, level 1",,335.44
2016,Prince Edward Island,Total robbery,,12.25
2016,Prince Edward Island,Uttering threats,,153.77
2016,Prince Edward Island,Total other violent violations,,4.08
2016,Nova Scotia,Total violent Criminal Code violations,,1164.31
2016,Nova Scotia,Homicide,,1.38
2016,Nova Scotia,Total other violations causing death,,0.32
2016,Nova Scotia,Attempted murder,,2.97
2016,Nova Scotia,"Sexual assault, level 3, aggravated",,0.42
2016,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",,0.74
2016,Nova Scotia,"Sexual assault, level 1",,66.08
2016,Nova Scotia,Total sexual violations against children,,23.23
2016,Nova Scotia,"Assault, level 3, aggravated",,9.12
2016,Nova Scotia,"Assault, level 2, weapon or bodily harm",,111.37
2016,Nova Scotia,"Assault, level 1",,446.23
2016,Nova Scotia,Total robbery,,28.74
2016,Nova Scotia,Uttering threats,,244.27
2016,Nova Scotia,Total other violent violations,,15.8
2016,New Brunswick,Total violent Criminal Code violations,,1188.18
2016,New Brunswick,Homicide,,1.44
2016,New Brunswick,Total other violations causing death,,0.39
2016,New Brunswick,Attempted murder,,0.92
2016,New Brunswick,"Sexual assault, level 3, aggravated",,0.13
2016,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",,0.92
2016,New Brunswick,"Sexual assault, level 1",,56.07
2016,New Brunswick,Total sexual violations against children,,23.97
2016,New Brunswick,"Assault, level 3, aggravated",,6.94
2016,New Brunswick,"Assault, level 2, weapon or bodily harm",,121.44
2016,New Brunswick,"Assault, level 1",,496.89
2016,New Brunswick,Total robbery,,30.26
2016,New Brunswick,Uttering threats,,256.5
2016,New Brunswick,Total other violent violations,,12.18
2016,Quebec,Total violent Criminal Code violations,,1013.59
2016,Quebec,Homicide,,0.81
2016,Quebec,Total other violations causing death,,0.3
2016,Quebec,Attempted murder,,2.3
2016,Quebec,"Sexual assault, level 3, aggravated",,0.22
2016,Quebec,"Sexual assault, level 2, weapon or bodily harm",,1.11
2016,Quebec,"Sexual assault, level 1",,52.7
2016,Quebec,Total sexual violations against children,,24.97
2016,Quebec,"Assault, level 3, aggravated",,3.57
2016,Quebec,"Assault, level 2, weapon or bodily harm",,122.77
2016,Quebec,"Assault, level 1",,399.1
2016,Quebec,Total robbery,,45.45
2016,Quebec,Uttering threats,,185.49
2016,Quebec,Total other violent violations,,24.61
2016,Ontario,Total violent Criminal Code violations,,805.89
2016,Ontario,Homicide,,1.48
2016,Ontario,Total other violations causing death,,0.26
2016,Ontario,Attempted murder,,1.88
2016,Ontario,"Sexual assault, level 3, aggravated",,0.25
2016,Ontario,"Sexual assault, level 2, weapon or bodily harm",,1.05
2016,Ontario,"Sexual assault, level 1",,53.58
2016,Ontario,Total sexual violations against children,,14.62
2016,Ontario,"Assault, level 3, aggravated",,7.71
2016,Ontario,"Assault, level 2, weapon or bodily harm",,96.16
2016,Ontario,"Assault, level 1",,327.93
2016,Ontario,Total robbery,,59.64
2016,Ontario,Uttering threats,,105.82
2016,Ontario,Total other violent violations,,11.27
2016,Manitoba,Total violent Criminal Code violations,,1949.18
2016,Manitoba,Homicide,,3.2
2016,Manitoba,Total other violations causing death,,0.38
2016,Manitoba,Attempted murder,,3.27
2016,Manitoba,"Sexual assault, level 3, aggravated",,0.53
2016,Manitoba,"Sexual assault, level 2, weapon or bodily harm",,2.28
2016,Manitoba,"Sexual assault, level 1",,105.62
2016,Manitoba,Total sexual violations against children,,37.9
2016,Manitoba,"Assault, level 3, aggravated",,35.16
2016,Manitoba,"Assault, level 2, weapon or bodily harm",,347.3
2016,Manitoba,"Assault, level 1",,834.08
2016,Manitoba,Total robbery,,156.91
2016,Manitoba,Uttering threats,,248.15
2016,Manitoba,Total other violent violations,,11.87
2016,Saskatchewan,Total violent Criminal Code violations,,2060.41
2016,Saskatchewan,Homicide,,4.75
2016,Saskatchewan,Total other violations causing death,,0.62
2016,Saskatchewan,Attempted murder,,5.72
2016,Saskatchewan,"Sexual assault, level 3, aggravated",,1.5
2016,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",,1.5
2016,Saskatchewan,"Sexual assault, level 1",,101.59
2016,Saskatchewan,Total sexual violations against children,,33.8
2016,Saskatchewan,"Assault, level 3, aggravated",,36.44
2016,Saskatchewan,"Assault, level 2, weapon or bodily harm",,340.58
2016,Saskatchewan,"Assault, level 1",,932.76
2016,Saskatchewan,Total robbery,,88.82
2016,Saskatchewan,Uttering threats,,270.07
2016,Saskatchewan,Total other violent violations,,16.02
2016,Alberta,Total violent Criminal Code violations,,1281.87
2016,Alberta,Homicide,,2.76
2016,Alberta,Total other violations causing death,,0.19
2016,Alberta,Attempted murder,,1.31
2016,Alberta,"Sexual assault, level 3, aggravated",,0.24
2016,Alberta,"Sexual assault, level 2, weapon or bodily harm",,1.22
2016,Alberta,"Sexual assault, level 1",,64.47
2016,Alberta,Total sexual violations against children,,19.54
2016,Alberta,"Assault, level 3, aggravated",,15.18
2016,Alberta,"Assault, level 2, weapon or bodily harm",,182.91
2016,Alberta,"Assault, level 1",,545.68
2016,Alberta,Total robbery,,73.81
2016,Alberta,Uttering threats,,183.7
2016,Alberta,Total other violent violations,,12.3
2016,British Columbia,Total violent Criminal Code violations,,1116.35
2016,British Columbia,Homicide,,1.81
2016,British Columbia,Total other violations causing death,,0.39
2016,British Columbia,Attempted murder,,2.45
2016,British Columbia,"Sexual assault, level 3, aggravated",,0.39
2016,British Columbia,"Sexual assault, level 2, weapon or bodily harm",,0.72
2016,British Columbia,"Sexual assault, level 1",,46.47
2016,British Columbia,Total sexual violations against children,,16.96
2016,British Columbia,"Assault, level 3, aggravated",,6.67
2016,British Columbia,"Assault, level 2, weapon or bodily harm",,139.9
2016,British Columbia,"Assault, level 1",,431.24
2016,British Columbia,Total robbery,,61.08
2016,British Columbia,Uttering threats,,195.44
2016,British Columbia,Total other violent violations,,9.88
2016,Yukon,Total violent Criminal Code violations,,4013.28
2016,Yukon,Homicide,,10.38
2016,Yukon,Total other violations causing death,,0.0
2016,Yukon,Attempted murder,,5.19
2016,Yukon,"Sexual assault, level 3, aggravated",,2.59
2016,Yukon,"Sexual assault, level 2, weapon or bodily harm",,0.0
2016,Yukon,"Sexual assault, level 1",,210.13
2016,Yukon,Total sexual violations against children,,54.48
2016,Yukon,"Assault, level 3, aggravated",,38.91
2016,Yukon,"Assault, level 2, weapon or bodily harm",,456.59
2016,Yukon,"Assault, level 1",,2049.45
2016,Yukon,Total robbery,,62.26
2016,Yukon,Uttering threats,,658.94
2016,Yukon,Total other violent violations,,28.54
2016,Northwest Territories,Total violent Criminal Code violations,,7805.33
2016,Northwest Territories,Homicide,,6.72
2016,Northwest Territories,Total other violations causing death,,0.0
2016,Northwest Territories,Attempted murder,,0.0
2016,Northwest Territories,"Sexual assault, level 3, aggravated",,2.24
2016,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",,15.68
2016,Northwest Territories,"Sexual assault, level 1",,293.4
2016,Northwest Territories,Total sexual violations against children,,85.11
2016,Northwest Territories,"Assault, level 3, aggravated",,49.27
2016,Northwest Territories,"Assault, level 2, weapon or bodily harm",,891.4
2016,Northwest Territories,"Assault, level 1",,4353.96
2016,Northwest Territories,Total robbery,,69.43
2016,Northwest Territories,Uttering threats,,1218.39
2016,Northwest Territories,Total other violent violations,,44.79
2016,Nunavut,Total violent Criminal Code violations,,8192.02
2016,Nunavut,Homicide,,2.7
2016,Nunavut,Total other violations causing death,,0.0
2016,Nunavut,Attempted murder,,24.34
2016,Nunavut,"Sexual assault, level 3, aggravated",,0.0
2016,Nunavut,"Sexual assault, level 2, weapon or bodily harm",,0.0
2016,Nunavut,"Sexual assault, level 1",,440.84
2016,Nunavut,Total sexual violations against children,,278.57
2016,Nunavut,"Assault, level 3, aggravated",,91.95
2016,Nunavut,"Assault, level 2, weapon or bodily harm",,1046.65
2016,Nunavut,"Assault, level 1",,4235.29
2016,Nunavut,Total robbery,,27.05
2016,Nunavut,Uttering threats,,1092.63
2016,Nunavut,Total other violent violations,,37.86
2017,,,,1112.66
2017,Canada,Homicide,,1.82
2017,Canada,Total other violations causing death,,0.27
2017,Canada,Attempted murder,,2.25
2017,Canada,"Sexual assault, level 3, aggravated",,0.44
2017,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.16
2017,Canada,"Sexual assault, level 1",,66.1
2017,Canada,Total sexual violations against children,,22.65
2017,Canada,"Assault, level 3, aggravated",,9.81
2017,Canada,"Assault, level 2, weapon or bodily harm",,142.67
2017,Canada,"Assault, level 1",,446.79
2017,Canada,Total robbery,,62.47
2017,Canada,Uttering threats,,173.19
2017,Canada,Total other violent violations,,17.31
2017,Newfoundland and Labrador,Total violent Criminal Code violations,,1319.26
2017,Newfoundland and Labrador,Homicide,,0.76
2017,Newfoundland and Labrador,Total other violations causing death,,0.19
2017,Newfoundland and Labrador,Attempted murder,,0.95
2017,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",,0.19
2017,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",,0.38
2017,Newfoundland and Labrador,"Sexual assault, level 1",,61.52
2017,Newfoundland and Labrador,Total sexual violations against children,,25.93
2017,Newfoundland and Labrador,"Assault, level 3, aggravated",,8.9
2017,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",,114.72
2017,Newfoundland and Labrador,"Assault, level 1",,567.54
2017,Newfoundland and Labrador,Total robbery,,35.02
2017,Newfoundland and Labrador,Uttering threats,,314.06
2017,Newfoundland and Labrador,Total other violent violations,,13.44
2017,Prince Edward Island,Total violent Criminal Code violations,,918.87
2017,Prince Edward Island,Homicide,,1.33
2017,Prince Edward Island,Total other violations causing death,,0.0
2017,Prince Edward Island,Attempted murder,,1.33
2017,Prince Edward Island,"Sexual assault, level 3, aggravated",,0.0
2017,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",,0.0
2017,Prince Edward Island,"Sexual assault, level 1",,45.88
2017,Prince Edward Island,Total sexual violations against children,,18.62
2017,Prince Edward Island,"Assault, level 3, aggravated",,4.65
2017,Prince Edward Island,"Assault, level 2, weapon or bodily harm",,79.79
2017,Prince Edward Island,"Assault, level 1",,383.64
2017,Prince Edward Island,Total robbery,,11.97
2017,Prince Edward Island,Uttering threats,,179.52
2017,Prince Edward Island,Total other violent violations,,4.65
2017,Nova Scotia,Total violent Criminal Code violations,,1261.75
2017,Nova Scotia,Homicide,,2.21
2017,Nova Scotia,Total other violations causing death,,0.21
2017,Nova Scotia,Attempted murder,,2.84
2017,Nova Scotia,"Sexual assault, level 3, aggravated",,0.42
2017,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",,0.95
2017,Nova Scotia,"Sexual assault, level 1",,78.1
2017,Nova Scotia,Total sexual violations against children,,26.73
2017,Nova Scotia,"Assault, level 3, aggravated",,8.95
2017,Nova Scotia,"Assault, level 2, weapon or bodily harm",,113.88
2017,Nova Scotia,"Assault, level 1",,482.79
2017,Nova Scotia,Total robbery,,32.52
2017,Nova Scotia,Uttering threats,,255.87
2017,Nova Scotia,Total other violent violations,,16.21
2017,New Brunswick,Total violent Criminal Code violations,,1264.9
2017,New Brunswick,Homicide,,1.3
2017,New Brunswick,Total other violations causing death,,0.0
2017,New Brunswick,Attempted murder,,0.78
2017,New Brunswick,"Sexual assault, level 3, aggravated",,0.0
2017,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",,0.39
2017,New Brunswick,"Sexual assault, level 1",,67.05
2017,New Brunswick,Total sexual violations against children,,23.22
2017,New Brunswick,"Assault, level 3, aggravated",,5.74
2017,New Brunswick,"Assault, level 2, weapon or bodily harm",,123.79
2017,New Brunswick,"Assault, level 1",,522.03
2017,New Brunswick,Total robbery,,27.52
2017,New Brunswick,Uttering threats,,274.06
2017,New Brunswick,Total other violent violations,,16.04
2017,Quebec,Total violent Criminal Code violations,,1063.55
2017,Quebec,Homicide,,1.12
2017,Quebec,Total other violations causing death,,0.35
2017,Quebec,Attempted murder,,2.78
2017,Quebec,"Sexual assault, level 3, aggravated",,0.41
2017,Quebec,"Sexual assault, level 2, weapon or bodily harm",,1.2
2017,Quebec,"Sexual assault, level 1",,62.0
2017,Quebec,Total sexual violations against children,,30.34
2017,Quebec,"Assault, level 3, aggravated",,3.66
2017,Quebec,"Assault, level 2, weapon or bodily harm",,122.29
2017,Quebec,"Assault, level 1",,403.54
2017,Quebec,Total robbery,,43.95
2017,Quebec,Uttering threats,,203.4
2017,Quebec,Total other violent violations,,27.97
2017,Ontario,Total violent Criminal Code violations,,854.06
2017,Ontario,Homicide,,1.4
2017,Ontario,Total other violations causing death,,0.21
2017,Ontario,Attempted murder,,2.04
2017,Ontario,"Sexual assault, level 3, aggravated",,0.41
2017,Ontario,"Sexual assault, level 2, weapon or bodily harm",,1.07
2017,Ontario,"Sexual assault, level 1",,62.42
2017,Ontario,Total sexual violations against children,,15.0
2017,Ontario,"Assault, level 3, aggravated",,7.67
2017,Ontario,"Assault, level 2, weapon or bodily harm",,101.45
2017,Ontario,"Assault, level 1",,337.51
2017,Ontario,Total robbery,,65.86
2017,Ontario,Uttering threats,,113.82
2017,Ontario,Total other violent violations,,14.61
2017,Manitoba,Total violent Criminal Code violations,,1987.13
2017,Manitoba,Homicide,,3.52
2017,Manitoba,Total other violations causing death,,0.45
2017,Manitoba,Attempted murder,,3.07
2017,Manitoba,"Sexual assault, level 3, aggravated",,1.05
2017,Manitoba,"Sexual assault, level 2, weapon or bodily harm",,1.95
2017,Manitoba,"Sexual assault, level 1",,103.76
2017,Manitoba,Total sexual violations against children,,39.41
2017,Manitoba,"Assault, level 3, aggravated",,36.19
2017,Manitoba,"Assault, level 2, weapon or bodily harm",,360.58
2017,Manitoba,"Assault, level 1",,840.81
2017,Manitoba,Total robbery,,176.81
2017,Manitoba,Uttering threats,,244.83
2017,Manitoba,Total other violent violations,,13.49
2017,Saskatchewan,Total violent Criminal Code violations,,2091.22
2017,Saskatchewan,Homicide,,3.3
2017,Saskatchewan,Total other violations causing death,,0.52
2017,Saskatchewan,Attempted murder,,3.65
2017,Saskatchewan,"Sexual assault, level 3, aggravated",,0.61
2017,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",,1.83
2017,Saskatchewan,"Sexual assault, level 1",,98.41
2017,Saskatchewan,Total sexual violations against children,,39.38
2017,Saskatchewan,"Assault, level 3, aggravated",,33.99
2017,Saskatchewan,"Assault, level 2, weapon or bodily harm",,349.64
2017,Saskatchewan,"Assault, level 1",,929.91
2017,Saskatchewan,Total robbery,,89.19
2017,Saskatchewan,Uttering threats,,271.66
2017,Saskatchewan,Total other violent violations,,20.43
2017,Alberta,Total violent Criminal Code violations,,1311.83
2017,Alberta,Homicide,,2.81
2017,Alberta,Total other violations causing death,,0.35
2017,Alberta,Attempted murder,,1.41
2017,Alberta,"Sexual assault, level 3, aggravated",,0.33
2017,Alberta,"Sexual assault, level 2, weapon or bodily harm",,1.74
2017,Alberta,"Sexual assault, level 1",,70.24
2017,Alberta,Total sexual violations against children,,21.95
2017,Alberta,"Assault, level 3, aggravated",,16.08
2017,Alberta,"Assault, level 2, weapon or bodily harm",,197.31
2017,Alberta,"Assault, level 1",,541.51
2017,Alberta,Total robbery,,76.94
2017,Alberta,Uttering threats,,180.05
2017,Alberta,Total other violent violations,,14.57
2017,British Columbia,Total violent Criminal Code violations,,1086.14
2017,British Columbia,Homicide,,2.41
2017,British Columbia,Total other violations causing death,,0.22
2017,British Columbia,Attempted murder,,2.33
