Year,Géographie,Actifs d'infrastructures publiques essentielles,Type de municipalité par taille de population,GeoCode,Value
2016,Canada,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population plus de 5 000 à 30 000",11124,19.2
2016,Canada,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population 30 000 et plus",11124,29.73
2016,Canada,"Installations culturelles, sportives et de loisirs",Toutes les municipalités rurales,11124,22.89
2016,Canada,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population moins de 5 000",11124,23.68
2016,Canada,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population 5 000 et plus",11124,20.25
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,Toutes les municipalités,10,50.0
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,Toutes les municipalités urbaines,10,50.0
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités urbaines, population moins de 5 000",10,
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités urbaines, population plus de 5 000 à 30 000",10,0.0
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,Toutes les municipalités rurales,10,
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités rurales, population moins de 5 000",10,
2016,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités rurales, population 5 000 et plus",10,
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,Toutes les municipalités,10,35.48
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,Toutes les municipalités urbaines,10,23.08
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités urbaines, population moins de 5 000",10,18.75
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités urbaines, population plus de 5 000 à 30 000",10,22.22
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,Toutes les municipalités rurales,10,44.44
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités rurales, population moins de 5 000",10,36.67
2016,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités rurales, population 5 000 et plus",10,83.33
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,Toutes les municipalités,10,71.43
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,Toutes les municipalités urbaines,10,66.67
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population moins de 5 000",10,64.29
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population plus de 5 000 à 30 000",10,66.67
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,Toutes les municipalités rurales,10,75.0
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population moins de 5 000",10,73.08
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population 5 000 et plus",10,83.33
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,Toutes les municipalités,10,41.94
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,Toutes les municipalités urbaines,10,33.33
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités urbaines, population moins de 5 000",10,35.71
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités urbaines, population plus de 5 000 à 30 000",10,22.22
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,Toutes les municipalités rurales,10,47.37
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités rurales, population moins de 5 000",10,43.75
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités rurales, population 5 000 et plus",10,66.67
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,Toutes les municipalités,10,18.92
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,Toutes les municipalités urbaines,10,25.0
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités urbaines, population moins de 5 000",10,25.0
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités urbaines, population plus de 5 000 à 30 000",10,14.29
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,Toutes les municipalités rurales,10,
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités rurales, population moins de 5 000",10,
2016,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités rurales, population 5 000 et plus",10,0.0
2016,Terre-Neuve-et-Labrador,Routes,Toutes les municipalités,10,72.6
2016,Terre-Neuve-et-Labrador,Routes,Toutes les municipalités urbaines,10,78.12
2016,Terre-Neuve-et-Labrador,Routes,"Municipalités urbaines, population moins de 5 000",10,81.82
2016,Terre-Neuve-et-Labrador,Routes,"Municipalités urbaines, population plus de 5 000 à 30 000",10,66.67
2016,Terre-Neuve-et-Labrador,Routes,"Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,Routes,Toutes les municipalités rurales,10,68.29
2016,Terre-Neuve-et-Labrador,Routes,"Municipalités rurales, population moins de 5 000",10,68.57
2016,Terre-Neuve-et-Labrador,Routes,"Municipalités rurales, population 5 000 et plus",10,66.67
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,Toutes les municipalités,10,56.25
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,Toutes les municipalités urbaines,10,53.33
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités urbaines, population moins de 5 000",10,62.5
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités urbaines, population plus de 5 000 à 30 000",10,33.33
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,Toutes les municipalités rurales,10,58.82
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités rurales, population moins de 5 000",10,57.14
2016,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités rurales, population 5 000 et plus",10,66.67
2016,Terre-Neuve-et-Labrador,Logement social et abordable,Toutes les municipalités,10,0.0
2016,Terre-Neuve-et-Labrador,Logement social et abordable,Toutes les municipalités urbaines,10,0.0
2016,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités urbaines, population moins de 5 000",10,
2016,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités urbaines, population plus de 5 000 à 30 000",10,
2016,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités urbaines, population 30 000 et plus",10,0.0
2016,Terre-Neuve-et-Labrador,Logement social et abordable,Toutes les municipalités rurales,10,
2016,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités rurales, population moins de 5 000",10,
2016,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités rurales, population 5 000 et plus",10,
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs",Toutes les municipalités,10,30.43
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs",Toutes les municipalités urbaines,10,23.33
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population moins de 5 000",10,10.0
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population plus de 5 000 à 30 000",10,44.44
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population 30 000 et plus",10,100.0
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs",Toutes les municipalités rurales,10,35.9
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population moins de 5 000",10,33.33
2016,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population 5 000 et plus",10,50.0
2016,Île-du-Prince-Édouard,Actifs de transport en commun,Toutes les municipalités,11,0.0
2016,Île-du-Prince-Édouard,Actifs de transport en commun,Toutes les municipalités urbaines,11,0.0
2016,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités urbaines, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités urbaines, population plus de 5 000 à 30 000",11,0.0
2016,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités urbaines, population 30 000 et plus",11,0.0
2016,Île-du-Prince-Édouard,Actifs de transport en commun,Toutes les municipalités rurales,11,
2016,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités rurales, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,Toutes les municipalités,11,28.57
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,Toutes les municipalités urbaines,11,50.0
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités urbaines, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités urbaines, population plus de 5 000 à 30 000",11,33.33
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités urbaines, population 30 000 et plus",11,100.0
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,Toutes les municipalités rurales,11,0.0
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités rurales, population moins de 5 000",11,0.0
2016,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,Toutes les municipalités,11,75.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,Toutes les municipalités urbaines,11,100.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population plus de 5 000 à 30 000",11,100.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population 30 000 et plus",11,100.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,Toutes les municipalités rurales,11,50.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population moins de 5 000",11,50.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,Toutes les municipalités,11,44.44
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,Toutes les municipalités urbaines,11,40.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités urbaines, population moins de 5 000",11,100.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités urbaines, population plus de 5 000 à 30 000",11,33.33
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités urbaines, population 30 000 et plus",11,0.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,Toutes les municipalités rurales,11,50.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités rurales, population moins de 5 000",11,50.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,Toutes les municipalités,11,0.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,Toutes les municipalités urbaines,11,0.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,"Municipalités urbaines, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,"Municipalités urbaines, population plus de 5 000 à 30 000",11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,"Municipalités urbaines, population 30 000 et plus",11,0.0
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,Toutes les municipalités rurales,11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,"Municipalités rurales, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,Routes,Toutes les municipalités,11,40.0
2016,Île-du-Prince-Édouard,Routes,Toutes les municipalités urbaines,11,50.0
2016,Île-du-Prince-Édouard,Routes,"Municipalités urbaines, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Routes,"Municipalités urbaines, population plus de 5 000 à 30 000",11,100.0
2016,Île-du-Prince-Édouard,Routes,"Municipalités urbaines, population 30 000 et plus",11,0.0
2016,Île-du-Prince-Édouard,Routes,Toutes les municipalités rurales,11,33.33
2016,Île-du-Prince-Édouard,Routes,"Municipalités rurales, population moins de 5 000",11,33.33
2016,Île-du-Prince-Édouard,Routes,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,Ponts et tunnels,Toutes les municipalités,11,0.0
2016,Île-du-Prince-Édouard,Ponts et tunnels,Toutes les municipalités urbaines,11,0.0
2016,Île-du-Prince-Édouard,Ponts et tunnels,"Municipalités urbaines, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Ponts et tunnels,"Municipalités urbaines, population plus de 5 000 à 30 000",11,0.0
2016,Île-du-Prince-Édouard,Ponts et tunnels,"Municipalités urbaines, population 30 000 et plus",11,0.0
2016,Île-du-Prince-Édouard,Ponts et tunnels,Toutes les municipalités rurales,11,
2016,Île-du-Prince-Édouard,Ponts et tunnels,"Municipalités rurales, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Ponts et tunnels,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,Logement social et abordable,Toutes les municipalités,11,
2016,Île-du-Prince-Édouard,Logement social et abordable,Toutes les municipalités urbaines,11,
2016,Île-du-Prince-Édouard,Logement social et abordable,"Municipalités urbaines, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Logement social et abordable,"Municipalités urbaines, population plus de 5 000 à 30 000",11,
2016,Île-du-Prince-Édouard,Logement social et abordable,"Municipalités urbaines, population 30 000 et plus",11,
2016,Île-du-Prince-Édouard,Logement social et abordable,Toutes les municipalités rurales,11,
2016,Île-du-Prince-Édouard,Logement social et abordable,"Municipalités rurales, population moins de 5 000",11,
2016,Île-du-Prince-Édouard,Logement social et abordable,"Municipalités rurales, population 5 000 et plus",11,
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs",Toutes les municipalités,11,33.33
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs",Toutes les municipalités urbaines,11,37.5
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population moins de 5 000",11,25.0
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population plus de 5 000 à 30 000",11,33.33
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population 30 000 et plus",11,100.0
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs",Toutes les municipalités rurales,11,25.0
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population moins de 5 000",11,25.0
2016,Île-du-Prince-Édouard,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population 5 000 et plus",11,
2016,Nouvelle-Écosse,Actifs de transport en commun,Toutes les municipalités,12,0.0
2016,Nouvelle-Écosse,Actifs de transport en commun,Toutes les municipalités urbaines,12,0.0
2016,Nouvelle-Écosse,Actifs de transport en commun,"Municipalités urbaines, population moins de 5 000",12,
2016,Nouvelle-Écosse,Actifs de transport en commun,"Municipalités urbaines, population plus de 5 000 à 30 000",12,
2016,Nouvelle-Écosse,Actifs de transport en commun,"Municipalités urbaines, population 30 000 et plus",12,0.0
2016,Nouvelle-Écosse,Actifs de transport en commun,Toutes les municipalités rurales,12,0.0
2016,Nouvelle-Écosse,Actifs de transport en commun,"Municipalités rurales, population moins de 5 000",12,0.0
2016,Nouvelle-Écosse,Actifs de transport en commun,"Municipalités rurales, population 5 000 et plus",12,0.0
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,Toutes les municipalités,12,56.67
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,Toutes les municipalités urbaines,12,55.56
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,"Municipalités urbaines, population moins de 5 000",12,33.33
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,"Municipalités urbaines, population plus de 5 000 à 30 000",12,50.0
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,"Municipalités urbaines, population 30 000 et plus",12,100.0
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,Toutes les municipalités rurales,12,57.14
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,"Municipalités rurales, population moins de 5 000",12,60.0
2016,Nouvelle-Écosse,Actifs relatifs à l'eau potable,"Municipalités rurales, population 5 000 et plus",12,50.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,Toutes les municipalités,12,80.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,Toutes les municipalités urbaines,12,90.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population moins de 5 000",12,100.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population plus de 5 000 à 30 000",12,80.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population 30 000 et plus",12,100.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,Toutes les municipalités rurales,12,75.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population moins de 5 000",12,69.23
2016,Nouvelle-Écosse,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population 5 000 et plus",12,85.71
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,Toutes les municipalités,12,68.42
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,Toutes les municipalités urbaines,12,70.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,"Municipalités urbaines, population moins de 5 000",12,33.33
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,"Municipalités urbaines, population plus de 5 000 à 30 000",12,80.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,"Municipalités urbaines, population 30 000 et plus",12,100.0
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,Toutes les municipalités rurales,12,67.86
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,"Municipalités rurales, population moins de 5 000",12,64.71
2016,Nouvelle-Écosse,Actifs relatifs aux eaux usées,"Municipalités rurales, population 5 000 et plus",12,72.73
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,Toutes les municipalités,12,11.11
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,Toutes les municipalités urbaines,12,0.0
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,"Municipalités urbaines, population moins de 5 000",12,
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,"Municipalités urbaines, population plus de 5 000 à 30 000",12,0.0
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,"Municipalités urbaines, population 30 000 et plus",12,0.0
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,Toutes les municipalités rurales,12,14.29
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,"Municipalités rurales, population moins de 5 000",12,0.0
2016,Nouvelle-Écosse,Actifs relatifs aux déchets solides,"Municipalités rurales, population 5 000 et plus",12,25.0
2016,Nouvelle-Écosse,Routes,Toutes les municipalités,12,47.22
2016,Nouvelle-Écosse,Routes,Toutes les municipalités urbaines,12,30.0
2016,Nouvelle-Écosse,Routes,"Municipalités urbaines, population moins de 5 000",12,33.33
2016,Nouvelle-Écosse,Routes,"Municipalités urbaines, population plus de 5 000 à 30 000",12,20.0
2016,Nouvelle-Écosse,Routes,"Municipalités urbaines, population 30 000 et plus",12,50.0
2016,Nouvelle-Écosse,Routes,Toutes les municipalités rurales,12,53.85
2016,Nouvelle-Écosse,Routes,"Municipalités rurales, population moins de 5 000",12,62.5
2016,Nouvelle-Écosse,Routes,"Municipalités rurales, population 5 000 et plus",12,40.0
2016,Nouvelle-Écosse,Ponts et tunnels,Toutes les municipalités,12,13.33
2016,Nouvelle-Écosse,Ponts et tunnels,Toutes les municipalités urbaines,12,0.0
2016,Nouvelle-Écosse,Ponts et tunnels,"Municipalités urbaines, population moins de 5 000",12,
2016,Nouvelle-Écosse,Ponts et tunnels,"Municipalités urbaines, population plus de 5 000 à 30 000",12,0.0
2016,Nouvelle-Écosse,Ponts et tunnels,"Municipalités urbaines, population 30 000 et plus",12,0.0
2016,Nouvelle-Écosse,Ponts et tunnels,Toutes les municipalités rurales,12,18.18
2016,Nouvelle-Écosse,Ponts et tunnels,"Municipalités rurales, population moins de 5 000",12,20.0
