Year,data.Geography,data.Index,GeoCode,Value
2015,data.Northwest Territories,data.Violent crime severity index,61,365.33
2015,data.Northwest Territories,data.Youth crime severity index,61,274.17
2015,data.Northwest Territories,data.Youth violent crime severity index,61,190.28
2015,data.Nunavut,data.Crime severity index,62,275.19
2015,data.Nunavut,data.Violent crime severity index,62,388.59
2015,data.Nunavut,data.Youth crime severity index,62,323.62
2015,data.Nunavut,data.Youth violent crime severity index,62,225.69
2016,data.Canada,data.Violent crime severity index,,76.88
2016,data.Canada,data.Youth crime severity index,,59.89
2016,data.Canada,data.Youth violent crime severity index,,70.93
2016,data.Newfoundland and Labrador,data.Crime severity index,10,69.55
2016,data.Newfoundland and Labrador,data.Violent crime severity index,10,73.58
2016,data.Newfoundland and Labrador,data.Youth crime severity index,10,60.66
2016,data.Newfoundland and Labrador,data.Youth violent crime severity index,10,52.31
2016,data.Prince Edward Island,data.Crime severity index,11,49.33
2016,data.Prince Edward Island,data.Violent crime severity index,11,36.85
2016,data.Prince Edward Island,data.Youth crime severity index,11,31.4
2016,data.Prince Edward Island,data.Youth violent crime severity index,11,27.16
2016,data.Nova Scotia,data.Crime severity index,12,62.32
2016,data.Nova Scotia,data.Violent crime severity index,12,71.11
2016,data.Nova Scotia,data.Youth crime severity index,12,80.77
2016,data.Nova Scotia,data.Youth violent crime severity index,12,89.0
2016,data.New Brunswick,data.Crime severity index,13,61.56
2016,data.New Brunswick,data.Violent crime severity index,13,65.89
2016,data.New Brunswick,data.Youth crime severity index,13,58.1
2016,data.New Brunswick,data.Youth violent crime severity index,13,54.72
2016,data.Quebec,data.Crime severity index,24,56.62
2016,data.Quebec,data.Violent crime severity index,24,67.85
2016,data.Quebec,data.Youth crime severity index,24,57.75
2016,data.Quebec,data.Youth violent crime severity index,24,77.76
2016,data.Ontario,data.Crime severity index,35,53.29
2016,data.Ontario,data.Violent crime severity index,35,64.6
2016,data.Ontario,data.Youth crime severity index,35,51.06
2016,data.Ontario,data.Youth violent crime severity index,35,66.85
2016,data.Manitoba,data.Crime severity index,46,115.38
2016,data.Manitoba,data.Violent crime severity index,46,153.38
2016,data.Manitoba,data.Youth crime severity index,46,113.24
2016,data.Manitoba,data.Youth violent crime severity index,46,126.73
2016,data.Saskatchewan,data.Crime severity index,47,151.37
2016,data.Saskatchewan,data.Violent crime severity index,47,150.52
2016,data.Saskatchewan,data.Youth crime severity index,47,172.77
2016,data.Saskatchewan,data.Youth violent crime severity index,47,164.2
2016,data.Alberta,data.Crime severity index,48,105.99
2016,data.Alberta,data.Violent crime severity index,48,92.89
2016,data.Alberta,data.Youth crime severity index,48,56.77
2016,data.Alberta,data.Youth violent crime severity index,48,60.89
2016,data.British Columbia,data.Crime severity index,59,91.73
2016,data.British Columbia,data.Violent crime severity index,59,73.54
2016,data.British Columbia,data.Youth crime severity index,59,35.97
2016,data.British Columbia,data.Youth violent crime severity index,59,37.02
2016,data.Yukon,data.Crime severity index,60,185.89
2016,data.Yukon,data.Violent crime severity index,60,236.25
2016,data.Yukon,data.Youth crime severity index,60,193.18
2016,data.Yukon,data.Youth violent crime severity index,60,196.48
2016,data.Northwest Territories,data.Crime severity index,61,297.36
2016,data.Northwest Territories,data.Violent crime severity index,61,336.14
2016,data.Northwest Territories,data.Youth crime severity index,61,246.93
2016,data.Northwest Territories,data.Youth violent crime severity index,61,139.48
2016,data.Nunavut,data.Crime severity index,62,294.87
2016,data.Nunavut,data.Violent crime severity index,62,433.18
2016,data.Nunavut,data.Youth crime severity index,62,292.3
2016,data.Nunavut,data.Youth violent crime severity index,62,198.21
2017,data.Canada,data.Violent crime severity index,,81.27
2017,data.Canada,data.Youth crime severity index,,62.68
2017,data.Canada,data.Youth violent crime severity index,,80.51
2017,data.Newfoundland and Labrador,data.Crime severity index,10,63.52
2017,data.Newfoundland and Labrador,data.Violent crime severity index,10,70.54
2017,data.Newfoundland and Labrador,data.Youth crime severity index,10,65.67
2017,data.Newfoundland and Labrador,data.Youth violent crime severity index,10,58.36
2017,data.Prince Edward Island,data.Crime severity index,11,45.89
2017,data.Prince Edward Island,data.Violent crime severity index,11,40.22
2017,data.Prince Edward Island,data.Youth crime severity index,11,29.24
2017,data.Prince Edward Island,data.Youth violent crime severity index,11,30.75
2017,data.Nova Scotia,data.Crime severity index,12,66.28
2017,data.Nova Scotia,data.Violent crime severity index,12,78.83
2017,data.Nova Scotia,data.Youth crime severity index,12,69.18
2017,data.Nova Scotia,data.Youth violent crime severity index,12,82.4
2017,data.New Brunswick,data.Crime severity index,13,68.76
2017,data.New Brunswick,data.Violent crime severity index,13,69.75
2017,data.New Brunswick,data.Youth crime severity index,13,51.85
2017,data.New Brunswick,data.Youth violent crime severity index,13,51.71
2017,data.Quebec,data.Crime severity index,24,57.8
2017,data.Quebec,data.Violent crime severity index,24,72.75
2017,data.Quebec,data.Youth crime severity index,24,58.5
2017,data.Quebec,data.Youth violent crime severity index,24,77.92
2017,data.Ontario,data.Crime severity index,35,56.35
2017,data.Ontario,data.Violent crime severity index,35,69.83
2017,data.Ontario,data.Youth crime severity index,35,57.34
2017,data.Ontario,data.Youth violent crime severity index,35,83.21
2017,data.Manitoba,data.Crime severity index,46,119.03
2017,data.Manitoba,data.Violent crime severity index,46,160.79
2017,data.Manitoba,data.Youth crime severity index,46,131.23
2017,data.Manitoba,data.Youth violent crime severity index,46,178.98
2017,data.Saskatchewan,data.Crime severity index,47,143.17
2017,data.Saskatchewan,data.Violent crime severity index,47,145.6
2017,data.Saskatchewan,data.Youth crime severity index,47,161.49
2017,data.Saskatchewan,data.Youth violent crime severity index,47,158.71
2017,data.Alberta,data.Crime severity index,48,112.06
2017,data.Alberta,data.Violent crime severity index,48,98.56
2017,data.Alberta,data.Youth crime severity index,48,56.2
2017,data.Alberta,data.Youth violent crime severity index,48,63.64
2017,data.British Columbia,data.Crime severity index,59,87.14
2017,data.British Columbia,data.Violent crime severity index,59,74.5
2017,data.British Columbia,data.Youth crime severity index,59,37.35
2017,data.British Columbia,data.Youth violent crime severity index,59,41.79
2017,data.Yukon,data.Crime severity index,60,183.93
2017,data.Yukon,data.Violent crime severity index,60,251.9
2017,data.Yukon,data.Youth crime severity index,60,172.79
2017,data.Yukon,data.Youth violent crime severity index,60,139.4
2017,data.Northwest Territories,data.Crime severity index,61,309.48
2017,data.Northwest Territories,data.Violent crime severity index,61,373.23
2017,data.Northwest Territories,data.Youth crime severity index,61,258.35
2017,data.Northwest Territories,data.Youth violent crime severity index,61,217.84
2017,data.Nunavut,data.Crime severity index,62,300.53
2017,data.Nunavut,data.Violent crime severity index,62,474.61
2017,data.Nunavut,data.Youth crime severity index,62,298.55
2017,data.Nunavut,data.Youth violent crime severity index,62,279.83
2018,data.Canada,data.Violent crime severity index,,83.55
2018,data.Canada,data.Youth crime severity index,,56.58
2018,data.Canada,data.Youth violent crime severity index,,77.04
2018,data.Newfoundland and Labrador,data.Crime severity index,10,64.85
2018,data.Newfoundland and Labrador,data.Violent crime severity index,10,71.74
2018,data.Newfoundland and Labrador,data.Youth crime severity index,10,55.64
2018,data.Newfoundland and Labrador,data.Youth violent crime severity index,10,57.78
2018,data.Prince Edward Island,data.Crime severity index,11,54.24
2018,data.Prince Edward Island,data.Violent crime severity index,11,49.05
2018,data.Prince Edward Island,data.Youth crime severity index,11,30.2
2018,data.Prince Edward Island,data.Youth violent crime severity index,11,34.87
2018,data.Nova Scotia,data.Crime severity index,12,65.58
2018,data.Nova Scotia,data.Violent crime severity index,12,79.05
2018,data.Nova Scotia,data.Youth crime severity index,12,58.63
2018,data.Nova Scotia,data.Youth violent crime severity index,12,73.68
2018,data.New Brunswick,data.Crime severity index,13,73.0
2018,data.New Brunswick,data.Violent crime severity index,13,76.87
2018,data.New Brunswick,data.Youth crime severity index,13,48.39
2018,data.New Brunswick,data.Youth violent crime severity index,13,53.56
2018,data.Quebec,data.Crime severity index,24,56.53
2018,data.Quebec,data.Violent crime severity index,24,71.67
2018,data.Quebec,data.Youth crime severity index,24,58.29
2018,data.Quebec,data.Youth violent crime severity index,24,81.41
2018,data.Ontario,data.Crime severity index,35,60.4
2018,data.Ontario,data.Violent crime severity index,35,74.51
2018,data.Ontario,data.Youth crime severity index,35,51.03
2018,data.Ontario,data.Youth violent crime severity index,35,77.42
2018,data.Manitoba,data.Crime severity index,46,126.15
2018,data.Manitoba,data.Violent crime severity index,46,170.49
2018,data.Manitoba,data.Youth crime severity index,46,108.88
2018,data.Manitoba,data.Youth violent crime severity index,46,144.24
2018,data.Saskatchewan,data.Crime severity index,47,140.74
2018,data.Saskatchewan,data.Violent crime severity index,47,141.3
2018,data.Saskatchewan,data.Youth crime severity index,47,117.1
2018,data.Saskatchewan,data.Youth violent crime severity index,47,125.6
2018,data.Alberta,data.Crime severity index,48,113.65
2018,data.Alberta,data.Violent crime severity index,48,99.5
2018,data.Alberta,data.Youth crime severity index,48,56.98
2018,data.Alberta,data.Youth violent crime severity index,48,76.17
2018,data.British Columbia,data.Crime severity index,59,88.84
2018,data.British Columbia,data.Violent crime severity index,59,75.17
2018,data.British Columbia,data.Youth crime severity index,59,33.89
2018,data.British Columbia,data.Youth violent crime severity index,59,38.61
2018,data.Yukon,data.Crime severity index,60,172.12
2018,data.Yukon,data.Violent crime severity index,60,214.42
2018,data.Yukon,data.Youth crime severity index,60,150.88
2018,data.Yukon,data.Youth violent crime severity index,60,123.43
2018,data.Northwest Territories,data.Crime severity index,61,325.31
2018,data.Northwest Territories,data.Violent crime severity index,61,426.29
2018,data.Northwest Territories,data.Youth crime severity index,61,214.2
2018,data.Northwest Territories,data.Youth violent crime severity index,61,170.84
2018,data.Nunavut,data.Crime severity index,62,325.47
2018,data.Nunavut,data.Violent crime severity index,62,562.55
2018,data.Nunavut,data.Youth crime severity index,62,210.13
2018,data.Nunavut,data.Youth violent crime severity index,62,179.26
2019,data.Canada,data.Violent crime severity index,,90.28
2019,data.Canada,data.Youth crime severity index,,55.1
2019,data.Canada,data.Youth violent crime severity index,,79.82
2019,data.Newfoundland and Labrador,data.Crime severity index,10,71.91
2019,data.Newfoundland and Labrador,data.Violent crime severity index,10,79.79
2019,data.Newfoundland and Labrador,data.Youth crime severity index,10,46.49
2019,data.Newfoundland and Labrador,data.Youth violent crime severity index,10,49.01
2019,data.Prince Edward Island,data.Crime severity index,11,64.27
2019,data.Prince Edward Island,data.Violent crime severity index,11,64.62
2019,data.Prince Edward Island,data.Youth crime severity index,11,31.27
2019,data.Prince Edward Island,data.Youth violent crime severity index,11,32.33
2019,data.Nova Scotia,data.Crime severity index,12,66.41
2019,data.Nova Scotia,data.Violent crime severity index,12,82.72
2019,data.Nova Scotia,data.Youth crime severity index,12,51.47
2019,data.Nova Scotia,data.Youth violent crime severity index,12,59.76
2019,data.New Brunswick,data.Crime severity index,13,80.24
2019,data.New Brunswick,data.Violent crime severity index,13,87.36
2019,data.New Brunswick,data.Youth crime severity index,13,48.15
2019,data.New Brunswick,data.Youth violent crime severity index,13,65.17
2019,data.Quebec,data.Crime severity index,24,55.78
2019,data.Quebec,data.Violent crime severity index,24,75.11
2019,data.Quebec,data.Youth crime severity index,24,58.74
2019,data.Quebec,data.Youth violent crime severity index,24,89.21
2019,data.Ontario,data.Crime severity index,35,60.99
2019,data.Ontario,data.Violent crime severity index,35,75.41
2019,data.Ontario,data.Youth crime severity index,35,48.3
2019,data.Ontario,data.Youth violent crime severity index,35,75.78
2019,data.Manitoba,data.Crime severity index,46,139.65
2019,data.Manitoba,data.Violent crime severity index,46,189.75
2019,data.Manitoba,data.Youth crime severity index,46,105.49
2019,data.Manitoba,data.Youth violent crime severity index,46,157.75
2019,data.Saskatchewan,data.Crime severity index,47,149.62
2019,data.Saskatchewan,data.Violent crime severity index,47,173.63
2019,data.Saskatchewan,data.Youth crime severity index,47,111.81
2019,data.Saskatchewan,data.Youth violent crime severity index,47,135.32
2019,data.Alberta,data.Crime severity index,48,120.14
2019,data.Alberta,data.Violent crime severity index,48,108.18
2019,data.Alberta,data.Youth crime severity index,48,53.14
2019,data.Alberta,data.Youth violent crime severity index,48,72.18
2019,data.British Columbia,data.Crime severity index,59,104.28
2019,data.British Columbia,data.Violent crime severity index,59,91.74
2019,data.British Columbia,data.Youth crime severity index,59,38.82
2019,data.British Columbia,data.Youth violent crime severity index,59,50.47
2019,data.Yukon,data.Crime severity index,60,212.69
2019,data.Yukon,data.Violent crime severity index,60,231.93
2019,data.Yukon,data.Youth crime severity index,60,103.79
2019,data.Yukon,data.Youth violent crime severity index,60,88.92
2019,data.Northwest Territories,data.Crime severity index,61,389.0
2019,data.Northwest Territories,data.Violent crime severity index,61,484.64
2019,data.Northwest Territories,data.Youth crime severity index,61,203.47
2019,data.Northwest Territories,data.Youth violent crime severity index,61,198.64
2019,data.Nunavut,data.Crime severity index,62,371.82
2019,data.Nunavut,data.Violent crime severity index,62,640.76
2019,data.Nunavut,data.Youth crime severity index,62,227.9
2019,data.Nunavut,data.Youth violent crime severity index,62,244.82
2020,data.Canada,data.Violent crime severity index,,88.04
2020,data.Canada,data.Youth crime severity index,,43.02
2020,data.Canada,data.Youth violent crime severity index,,66.92
2020,data.Newfoundland and Labrador,data.Crime severity index,10,69.56
2020,data.Newfoundland and Labrador,data.Violent crime severity index,10,81.78
2020,data.Newfoundland and Labrador,data.Youth crime severity index,10,36.92
2020,data.Newfoundland and Labrador,data.Youth violent crime severity index,10,50.65
2020,data.Prince Edward Island,data.Crime severity index,11,57.25
2020,data.Prince Edward Island,data.Violent crime severity index,11,56.4
2020,data.Prince Edward Island,data.Youth crime severity index,11,19.11
2020,data.Prince Edward Island,data.Youth violent crime severity index,11,22.66
2020,data.Nova Scotia,data.Crime severity index,12,72.17
2020,data.Nova Scotia,data.Violent crime severity index,12,100.22
2020,data.Nova Scotia,data.Youth crime severity index,12,34.94
2020,data.Nova Scotia,data.Youth violent crime severity index,12,48.48
2020,data.New Brunswick,data.Crime severity index,13,83.37
2020,data.New Brunswick,data.Violent crime severity index,13,84.39
2020,data.New Brunswick,data.Youth crime severity index,13,38.23
2020,data.New Brunswick,data.Youth violent crime severity index,13,47.07
2020,data.Quebec,data.Crime severity index,24,51.6
2020,data.Quebec,data.Violent crime severity index,24,74.36
2020,data.Quebec,data.Youth crime severity index,24,48.52
2020,data.Quebec,data.Youth violent crime severity index,24,76.56
2020,data.Ontario,data.Crime severity index,35,55.54
2020,data.Ontario,data.Violent crime severity index,35,69.67
2020,data.Ontario,data.Youth crime severity index,35,37.37
2020,data.Ontario,data.Youth violent crime severity index,35,62.59
2020,data.Manitoba,data.Crime severity index,46,125.91
2020,data.Manitoba,data.Violent crime severity index,46,171.1
2020,data.Manitoba,data.Youth crime severity index,46,83.41
2020,data.Manitoba,data.Youth violent crime severity index,46,128.82
2020,data.Saskatchewan,data.Crime severity index,47,142.7
2020,data.Saskatchewan,data.Violent crime severity index,47,179.41
2020,data.Saskatchewan,data.Youth crime severity index,47,93.43
2020,data.Saskatchewan,data.Youth violent crime severity index,47,129.44
2020,data.Alberta,data.Crime severity index,48,108.78
2020,data.Alberta,data.Violent crime severity index,48,109.8
2020,data.Alberta,data.Youth crime severity index,48,38.03
2020,data.Alberta,data.Youth violent crime severity index,48,59.3
2020,data.British Columbia,data.Crime severity index,59,97.41
2020,data.British Columbia,data.Violent crime severity index,59,91.28
2020,data.British Columbia,data.Youth crime severity index,59,29.41
2020,data.British Columbia,data.Youth violent crime severity index,59,40.33
2020,data.Yukon,data.Crime severity index,60,214.77
2020,data.Yukon,data.Violent crime severity index,60,255.33
2020,data.Yukon,data.Youth crime severity index,60,115.4
2020,data.Yukon,data.Youth violent crime severity index,60,129.95
2020,data.Northwest Territories,data.Crime severity index,61,414.29
2020,data.Northwest Territories,data.Violent crime severity index,61,517.6
2020,data.Northwest Territories,data.Youth crime severity index,61,141.99
2020,data.Northwest Territories,data.Youth violent crime severity index,61,152.13
2020,data.Nunavut,data.Crime severity index,62,377.99
2020,data.Nunavut,data.Violent crime severity index,62,655.94
2020,data.Nunavut,data.Youth crime severity index,62,136.0
2020,data.Nunavut,data.Youth violent crime severity index,62,176.79
2021,data.Canada,data.Violent crime severity index,,93.43
2021,data.Canada,data.Youth crime severity index,,41.61
2021,data.Canada,data.Youth violent crime severity index,,64.99
2021,data.Newfoundland and Labrador,data.Crime severity index,10,77.84
2021,data.Newfoundland and Labrador,data.Violent crime severity index,10,97.38
2021,data.Newfoundland and Labrador,data.Youth crime severity index,10,31.86
2021,data.Newfoundland and Labrador,data.Youth violent crime severity index,10,39.87
2021,data.Prince Edward Island,data.Crime severity index,11,56.22
2021,data.Prince Edward Island,data.Violent crime severity index,11,59.68
2021,data.Prince Edward Island,data.Youth crime severity index,11,21.72
2021,data.Prince Edward Island,data.Youth violent crime severity index,11,28.29
2021,data.Nova Scotia,data.Crime severity index,12,72.23
2021,data.Nova Scotia,data.Violent crime severity index,12,99.01
2021,data.Nova Scotia,data.Youth crime severity index,12,39.68
2021,data.Nova Scotia,data.Youth violent crime severity index,12,52.58
2021,data.New Brunswick,data.Crime severity index,13,87.49
2021,data.New Brunswick,data.Violent crime severity index,13,89.44
2021,data.New Brunswick,data.Youth crime severity index,13,31.35
2021,data.New Brunswick,data.Youth violent crime severity index,13,42.54
2021,data.Quebec,data.Crime severity index,24,56.59
2021,data.Quebec,data.Violent crime severity index,24,83.86
2021,data.Quebec,data.Youth crime severity index,24,57.15
2021,data.Quebec,data.Youth violent crime severity index,24,91.31
2021,data.Ontario,data.Crime severity index,35,56.17
2021,data.Ontario,data.Violent crime severity index,35,72.85
2021,data.Ontario,data.Youth crime severity index,35,31.84
2021,data.Ontario,data.Youth violent crime severity index,35,51.79
2021,data.Manitoba,data.Crime severity index,46,128.62
2021,data.Manitoba,data.Violent crime severity index,46,182.56
2021,data.Manitoba,data.Youth crime severity index,46,72.59
2021,data.Manitoba,data.Youth violent crime severity index,46,117.39
2021,data.Saskatchewan,data.Crime severity index,47,148.24
2021,data.Saskatchewan,data.Violent crime severity index,47,187.15
2021,data.Saskatchewan,data.Youth crime severity index,47,87.67
2021,data.Saskatchewan,data.Youth violent crime severity index,47,126.51
2021,data.Alberta,data.Crime severity index,48,101.27
2021,data.Alberta,data.Violent crime severity index,48,114.09
2021,data.Alberta,data.Youth crime severity index,48,36.11
2021,data.Alberta,data.Youth violent crime severity index,48,57.52
2021,data.British Columbia,data.Crime severity index,59,96.89
2021,data.British Columbia,data.Violent crime severity index,59,95.87
2021,data.British Columbia,data.Youth crime severity index,59,28.12
2021,data.British Columbia,data.Youth violent crime severity index,59,39.82
2021,data.Yukon,data.Crime severity index,60,218.19
2021,data.Yukon,data.Violent crime severity index,60,271.81
2021,data.Yukon,data.Youth crime severity index,60,120.51
2021,data.Yukon,data.Youth violent crime severity index,60,158.84
2021,data.Northwest Territories,data.Crime severity index,61,403.24
2021,data.Northwest Territories,data.Violent crime severity index,61,464.47
2021,data.Northwest Territories,data.Youth crime severity index,61,112.56
2021,data.Northwest Territories,data.Youth violent crime severity index,61,157.21
2021,data.Nunavut,data.Crime severity index,62,394.25
2021,data.Nunavut,data.Violent crime severity index,62,597.88
2021,data.Nunavut,data.Youth crime severity index,62,131.8
2021,data.Nunavut,data.Youth violent crime severity index,62,141.78
2022,data.Canada,data.Violent crime severity index,,97.74
2022,data.Canada,data.Youth crime severity index,,50.19
2022,data.Canada,data.Youth violent crime severity index,,82.77
2022,data.Newfoundland and Labrador,data.Crime severity index,10,82.16
2022,data.Newfoundland and Labrador,data.Violent crime severity index,10,95.81
2022,data.Newfoundland and Labrador,data.Youth crime severity index,10,28.18
2022,data.Newfoundland and Labrador,data.Youth violent crime severity index,10,41.13
2022,data.Prince Edward Island,data.Crime severity index,11,59.33
2022,data.Prince Edward Island,data.Violent crime severity index,11,62.96
2022,data.Prince Edward Island,data.Youth crime severity index,11,22.2
2022,data.Prince Edward Island,data.Youth violent crime severity index,11,33.89
2022,data.Nova Scotia,data.Crime severity index,12,74.67
2022,data.Nova Scotia,data.Violent crime severity index,12,99.24
2022,data.Nova Scotia,data.Youth crime severity index,12,43.81
2022,data.Nova Scotia,data.Youth violent crime severity index,12,66.33
2022,data.New Brunswick,data.Crime severity index,13,86.16
2022,data.New Brunswick,data.Violent crime severity index,13,96.54
2022,data.New Brunswick,data.Youth crime severity index,13,40.11
2022,data.New Brunswick,data.Youth violent crime severity index,13,65.54
2022,data.Quebec,data.Crime severity index,24,59.73
2022,data.Quebec,data.Violent crime severity index,24,88.0
2022,data.Quebec,data.Youth crime severity index,24,62.94
2022,data.Quebec,data.Youth violent crime severity index,24,98.36
2022,data.Ontario,data.Crime severity index,35,58.47
2022,data.Ontario,data.Violent crime severity index,35,77.71
2022,data.Ontario,data.Youth crime severity index,35,41.61
2022,data.Ontario,data.Youth violent crime severity index,35,73.48
2022,data.Manitoba,data.Crime severity index,46,146.49
2022,data.Manitoba,data.Violent crime severity index,46,210.93
2022,data.Manitoba,data.Youth crime severity index,46,111.05
2022,data.Manitoba,data.Youth violent crime severity index,46,198.08
2022,data.Saskatchewan,data.Crime severity index,47,152.46
2022,data.Saskatchewan,data.Violent crime severity index,47,190.31
2022,data.Saskatchewan,data.Youth crime severity index,47,100.86
2022,data.Saskatchewan,data.Youth violent crime severity index,47,162.74
2022,data.Alberta,data.Crime severity index,48,103.21
2022,data.Alberta,data.Violent crime severity index,48,110.43
2022,data.Alberta,data.Youth crime severity index,48,42.47
2022,data.Alberta,data.Youth violent crime severity index,48,70.31
2022,data.British Columbia,data.Crime severity index,59,100.37
2022,data.British Columbia,data.Violent crime severity index,59,100.78
2022,data.British Columbia,data.Youth crime severity index,59,31.15
2022,data.British Columbia,data.Youth violent crime severity index,59,45.17
2022,data.Yukon,data.Crime severity index,60,207.61
2022,data.Yukon,data.Violent crime severity index,60,264.14
2022,data.Yukon,data.Youth crime severity index,60,100.44
2022,data.Yukon,data.Youth violent crime severity index,60,133.39
2022,data.Northwest Territories,data.Crime severity index,61,436.79
2022,data.Northwest Territories,data.Violent crime severity index,61,532.5
2022,data.Northwest Territories,data.Youth crime severity index,61,149.98
2022,data.Northwest Territories,data.Youth violent crime severity index,61,198.24
2022,data.Nunavut,data.Crime severity index,62,379.68
2022,data.Nunavut,data.Violent crime severity index,62,579.24
2022,data.Nunavut,data.Youth crime severity index,62,119.4
2022,data.Nunavut,data.Youth violent crime severity index,62,128.59
