Year,Geography,Type of materials diverted,Sources of materials prepared for recycling,GeoCode,Value
2018,Saskatchewan,"data.Construction, renovation and demolition",All sources of diverted materials,47,3.431841324
2018,Saskatchewan,"data.Construction, renovation and demolition",Residential sources of diverted materials,47,
2018,Saskatchewan,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,47,
2018,Saskatchewan,Organics,All sources of diverted materials,47,28.45493115
2018,Saskatchewan,Organics,Residential sources of diverted materials,47,21.35109708
2018,Saskatchewan,Organics,Non-residential sources of diverted materials,47,7.103834073
2018,Saskatchewan,Other materials,All sources of diverted materials,47,1.161162264
2018,Saskatchewan,Other materials,Residential sources of diverted materials,47,0.721315031
2018,Saskatchewan,Other materials,Non-residential sources of diverted materials,47,0.439847233
2018,Alberta,All materials diverted,All sources of diverted materials,48,216.5664133
2018,Alberta,All materials diverted,Residential sources of diverted materials,48,
2018,Alberta,All materials diverted,Non-residential sources of diverted materials,48,
2018,Alberta,All paper fibres,All sources of diverted materials,48,59.3156557
2018,Alberta,All paper fibres,Residential sources of diverted materials,48,32.59377308
2018,Alberta,All paper fibres,Non-residential sources of diverted materials,48,26.72188262
2018,Alberta,Glass,All sources of diverted materials,48,16.0417842
2018,Alberta,Glass,Residential sources of diverted materials,48,14.68868325
2018,Alberta,Glass,Non-residential sources of diverted materials,48,1.353100953
2018,Alberta,Ferrous metals,All sources of diverted materials,48,9.331185185
2018,Alberta,Ferrous metals,Residential sources of diverted materials,48,1.28772589
2018,Alberta,Ferrous metals,Non-residential sources of diverted materials,48,8.043459295
2018,Alberta,Copper and aluminum,All sources of diverted materials,48,4.057208997
2018,Alberta,Copper and aluminum,Residential sources of diverted materials,48,3.011673288
2018,Alberta,Copper and aluminum,Non-residential sources of diverted materials,48,1.045535709
2018,Alberta,Mixed metals,All sources of diverted materials,48,3.066346383
2018,Alberta,Mixed metals,Residential sources of diverted materials,48,1.488271458
2018,Alberta,Mixed metals,Non-residential sources of diverted materials,48,1.578074925
2018,Alberta,White goods,All sources of diverted materials,48,3.220361657
2018,Alberta,White goods,Residential sources of diverted materials,48,2.295339409
2018,Alberta,White goods,Non-residential sources of diverted materials,48,0.925022247
2018,Alberta,Electronics,All sources of diverted materials,48,2.35233902
2018,Alberta,Electronics,Residential sources of diverted materials,48,
2018,Alberta,Electronics,Non-residential sources of diverted materials,48,
2018,Alberta,Plastics,All sources of diverted materials,48,8.62811244
2018,Alberta,Plastics,Residential sources of diverted materials,48,7.041429411
2018,Alberta,Plastics,Non-residential sources of diverted materials,48,1.58668303
2018,Alberta,Gable top and aseptic containers,All sources of diverted materials,48,
2018,Alberta,Gable top and aseptic containers,Residential sources of diverted materials,48,
2018,Alberta,Gable top and aseptic containers,Non-residential sources of diverted materials,48,
2018,Alberta,Textiles,All sources of diverted materials,48,
2018,Alberta,Textiles,Residential sources of diverted materials,48,
2018,Alberta,Textiles,Non-residential sources of diverted materials,48,
2018,Alberta,Tires,All sources of diverted materials,48,15.72979858
2018,Alberta,Tires,Residential sources of diverted materials,48,
2018,Alberta,Tires,Non-residential sources of diverted materials,48,
2018,Alberta,"data.Construction, renovation and demolition",All sources of diverted materials,48,16.52779313
2018,Alberta,"data.Construction, renovation and demolition",Residential sources of diverted materials,48,2.886739448
2018,Alberta,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,48,13.64105368
2018,Alberta,Organics,All sources of diverted materials,48,74.96449157
2018,Alberta,Organics,Residential sources of diverted materials,48,55.49854302
2018,Alberta,Organics,Non-residential sources of diverted materials,48,19.4661812
2018,Alberta,Other materials,All sources of diverted materials,48,0.876863393
2018,Alberta,Other materials,Residential sources of diverted materials,48,0.439013325
2018,Alberta,Other materials,Non-residential sources of diverted materials,48,0.437850068
2018,British Columbia,All materials diverted,All sources of diverted materials,59,347.8132617
2018,British Columbia,All materials diverted,Residential sources of diverted materials,59,
2018,British Columbia,All materials diverted,Non-residential sources of diverted materials,59,
2018,British Columbia,All paper fibres,All sources of diverted materials,59,110.4877062
2018,British Columbia,All paper fibres,Residential sources of diverted materials,59,23.94722577
2018,British Columbia,All paper fibres,Non-residential sources of diverted materials,59,86.54048039
2018,British Columbia,Glass,All sources of diverted materials,59,23.57241108
2018,British Columbia,Glass,Residential sources of diverted materials,59,14.51917942
2018,British Columbia,Glass,Non-residential sources of diverted materials,59,9.053231669
2018,British Columbia,Ferrous metals,All sources of diverted materials,59,13.82184048
2018,British Columbia,Ferrous metals,Residential sources of diverted materials,59,3.192710633
2018,British Columbia,Ferrous metals,Non-residential sources of diverted materials,59,10.62912985
2018,British Columbia,Copper and aluminum,All sources of diverted materials,59,4.963600265
2018,British Columbia,Copper and aluminum,Residential sources of diverted materials,59,0.689555244
2018,British Columbia,Copper and aluminum,Non-residential sources of diverted materials,59,4.274045021
2018,British Columbia,Mixed metals,All sources of diverted materials,59,10.87880672
2018,British Columbia,Mixed metals,Residential sources of diverted materials,59,6.446692889
2018,British Columbia,Mixed metals,Non-residential sources of diverted materials,59,4.432113835
2018,British Columbia,White goods,All sources of diverted materials,59,4.786571176
2018,British Columbia,White goods,Residential sources of diverted materials,59,2.14350892
2018,British Columbia,White goods,Non-residential sources of diverted materials,59,2.643062256
2018,British Columbia,Electronics,All sources of diverted materials,59,3.371535958
2018,British Columbia,Electronics,Residential sources of diverted materials,59,
2018,British Columbia,Electronics,Non-residential sources of diverted materials,59,
2018,British Columbia,Plastics,All sources of diverted materials,59,13.59890757
2018,British Columbia,Plastics,Residential sources of diverted materials,59,6.255094326
2018,British Columbia,Plastics,Non-residential sources of diverted materials,59,7.343813242
2018,British Columbia,Gable top and aseptic containers,All sources of diverted materials,59,0.058078314
2018,British Columbia,Gable top and aseptic containers,Residential sources of diverted materials,59,0.010577837
2018,British Columbia,Gable top and aseptic containers,Non-residential sources of diverted materials,59,0.047500477
2018,British Columbia,Textiles,All sources of diverted materials,59,0.253468932
2018,British Columbia,Textiles,Residential sources of diverted materials,59,0.253468932
2018,British Columbia,Textiles,Non-residential sources of diverted materials,59,0.0
2018,British Columbia,Tires,All sources of diverted materials,59,10.02499563
2018,British Columbia,Tires,Residential sources of diverted materials,59,
2018,British Columbia,Tires,Non-residential sources of diverted materials,59,
2018,British Columbia,"data.Construction, renovation and demolition",All sources of diverted materials,59,24.71641417
2018,British Columbia,"data.Construction, renovation and demolition",Residential sources of diverted materials,59,8.016603612
2018,British Columbia,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,59,16.69981056
2018,British Columbia,Organics,All sources of diverted materials,59,122.8791436
2018,British Columbia,Organics,Residential sources of diverted materials,59,77.56388814
2018,British Columbia,Organics,Non-residential sources of diverted materials,59,45.31525548
2018,British Columbia,Other materials,All sources of diverted materials,59,4.399781578
2018,British Columbia,Other materials,Residential sources of diverted materials,59,3.442587092
2018,British Columbia,Other materials,Non-residential sources of diverted materials,59,0.957194486
2018,Territories,All materials diverted,All sources of diverted materials,,237.1262425
2018,Territories,All materials diverted,Residential sources of diverted materials,,
2018,Territories,All materials diverted,Non-residential sources of diverted materials,,
2018,Territories,All paper fibres,All sources of diverted materials,,39.63022573
2018,Territories,All paper fibres,Residential sources of diverted materials,,17.21084089
2018,Territories,All paper fibres,Non-residential sources of diverted materials,,22.41938484
2018,Territories,Glass,All sources of diverted materials,,2.313111134
2018,Territories,Glass,Residential sources of diverted materials,,2.013862491
2018,Territories,Glass,Non-residential sources of diverted materials,,0.299248643
2018,Territories,Ferrous metals,All sources of diverted materials,,67.54931537
2018,Territories,Ferrous metals,Residential sources of diverted materials,,20.93122943
2018,Territories,Ferrous metals,Non-residential sources of diverted materials,,46.61808594
2018,Territories,Copper and aluminum,All sources of diverted materials,,2.199881918
2018,Territories,Copper and aluminum,Residential sources of diverted materials,,2.175618515
2018,Territories,Copper and aluminum,Non-residential sources of diverted materials,,0.024263404
2018,Territories,Mixed metals,All sources of diverted materials,,4.941646515
2018,Territories,Mixed metals,Residential sources of diverted materials,,0.881570327
2018,Territories,Mixed metals,Non-residential sources of diverted materials,,4.060076187
2018,Territories,White goods,All sources of diverted materials,,0.922009333
2018,Territories,White goods,Residential sources of diverted materials,,0.83304352
2018,Territories,White goods,Non-residential sources of diverted materials,,0.088965813
2018,Territories,Electronics,All sources of diverted materials,,2.102828304
2018,Territories,Electronics,Residential sources of diverted materials,,
2018,Territories,Electronics,Non-residential sources of diverted materials,,
2018,Territories,Plastics,All sources of diverted materials,,4.941646515
2018,Territories,Plastics,Residential sources of diverted materials,,4.051988386
2018,Territories,Plastics,Non-residential sources of diverted materials,,0.889658129
2018,Territories,Gable top and aseptic containers,All sources of diverted materials,,0.388214456
2018,Territories,Gable top and aseptic containers,Residential sources of diverted materials,,0.380126655
2018,Territories,Gable top and aseptic containers,Non-residential sources of diverted materials,,0.008087801
2018,Territories,Textiles,All sources of diverted materials,,0.452916865
2018,Territories,Textiles,Residential sources of diverted materials,,0.452916865
2018,Territories,Textiles,Non-residential sources of diverted materials,,0.0
2018,Territories,Tires,All sources of diverted materials,,8.467927824
2018,Territories,Tires,Residential sources of diverted materials,,
2018,Territories,Tires,Non-residential sources of diverted materials,,
2018,Territories,"data.Construction, renovation and demolition",All sources of diverted materials,,63.6024684
2018,Territories,"data.Construction, renovation and demolition",Residential sources of diverted materials,,15.9006171
2018,Territories,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,,47.7018513
2018,Territories,Organics,All sources of diverted materials,,37.21197318
2018,Territories,Organics,Residential sources of diverted materials,,15.77121228
2018,Territories,Organics,Non-residential sources of diverted materials,,21.4407609
2018,Territories,Other materials,All sources of diverted materials,,2.402076947
2018,Territories,Other materials,Residential sources of diverted materials,,2.402076947
2018,Territories,Other materials,Non-residential sources of diverted materials,,0.0
2020,Canada,All materials diverted,Residential sources of diverted materials,,
2020,Canada,All materials diverted,Non-residential sources of diverted materials,,
2020,Canada,All paper fibres,All sources of diverted materials,,92.15848927
2020,Canada,All paper fibres,Residential sources of diverted materials,,40.72989815
2020,Canada,All paper fibres,Non-residential sources of diverted materials,,51.42859112
2020,Canada,Glass,All sources of diverted materials,,11.14434578
2020,Canada,Glass,Residential sources of diverted materials,,7.992703271
2020,Canada,Glass,Non-residential sources of diverted materials,,3.151642509
2020,Canada,Ferrous metals,All sources of diverted materials,,19.00607375
2020,Canada,Ferrous metals,Residential sources of diverted materials,,3.326925244
2020,Canada,Ferrous metals,Non-residential sources of diverted materials,,15.67914851
2020,Canada,Copper and aluminum,All sources of diverted materials,,2.021908184
2020,Canada,Copper and aluminum,Residential sources of diverted materials,,1.216823164
2020,Canada,Copper and aluminum,Non-residential sources of diverted materials,,0.80508502
2020,Canada,Mixed metals,All sources of diverted materials,,3.487447604
2020,Canada,Mixed metals,Residential sources of diverted materials,,1.605618267
2020,Canada,Mixed metals,Non-residential sources of diverted materials,,1.881855648
2020,Canada,White goods,All sources of diverted materials,,1.66071314
2020,Canada,White goods,Residential sources of diverted materials,,1.100634549
2020,Canada,White goods,Non-residential sources of diverted materials,,0.560078591
2020,Canada,Electronics,All sources of diverted materials,,2.504159347
2020,Canada,Electronics,Residential sources of diverted materials,,
2020,Canada,Electronics,Non-residential sources of diverted materials,,
2020,Canada,Plastics,All sources of diverted materials,,9.691409246
2020,Canada,Plastics,Residential sources of diverted materials,,6.311283509
2020,Canada,Plastics,Non-residential sources of diverted materials,,3.380125737
2020,Canada,Gable top and aseptic containers,All sources of diverted materials,,0.533188925
2020,Canada,Gable top and aseptic containers,Residential sources of diverted materials,,0.469727209
2020,Canada,Gable top and aseptic containers,Non-residential sources of diverted materials,,0.063435406
2020,Canada,Textiles,All sources of diverted materials,,1.640822154
2020,Canada,Textiles,Residential sources of diverted materials,,1.627061591
2020,Canada,Textiles,Non-residential sources of diverted materials,,0.013760563
2020,Canada,Tires,All sources of diverted materials,,11.32594311
2020,Canada,Tires,Residential sources of diverted materials,,
2020,Canada,Tires,Non-residential sources of diverted materials,,
2020,Canada,"data.Construction, renovation and demolition",All sources of diverted materials,,19.74693404
2020,Canada,"data.Construction, renovation and demolition",Residential sources of diverted materials,,3.278671185
2020,Canada,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,,16.46826285
2020,Canada,Organics,All sources of diverted materials,,82.95209382
2020,Canada,Organics,Residential sources of diverted materials,,66.08501144
2020,Canada,Organics,Non-residential sources of diverted materials,,16.86708238
2020,Canada,Other materials,All sources of diverted materials,,2.683309774
2020,Canada,Other materials,Residential sources of diverted materials,,2.089053417
2020,Canada,Other materials,Non-residential sources of diverted materials,,0.594282668
2020,Newfoundland and Labrador,All materials diverted,All sources of diverted materials,10,90.69182655
2020,Newfoundland and Labrador,All materials diverted,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,All materials diverted,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,All paper fibres,All sources of diverted materials,10,53.39315136
2020,Newfoundland and Labrador,All paper fibres,Residential sources of diverted materials,10,27.59327066
2020,Newfoundland and Labrador,All paper fibres,Non-residential sources of diverted materials,10,25.7998807
2020,Newfoundland and Labrador,Glass,All sources of diverted materials,10,
2020,Newfoundland and Labrador,Glass,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Glass,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Ferrous metals,All sources of diverted materials,10,0.809423065
2020,Newfoundland and Labrador,Ferrous metals,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Ferrous metals,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Copper and aluminum,All sources of diverted materials,10,0.517877317
2020,Newfoundland and Labrador,Copper and aluminum,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Copper and aluminum,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Mixed metals,All sources of diverted materials,10,
2020,Newfoundland and Labrador,Mixed metals,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Mixed metals,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,White goods,All sources of diverted materials,10,
2020,Newfoundland and Labrador,White goods,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,White goods,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Electronics,All sources of diverted materials,10,1.212216534
2020,Newfoundland and Labrador,Electronics,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Electronics,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Plastics,All sources of diverted materials,10,2.460876287
2020,Newfoundland and Labrador,Plastics,Residential sources of diverted materials,10,2.10987055
2020,Newfoundland and Labrador,Plastics,Non-residential sources of diverted materials,10,0.351005737
2020,Newfoundland and Labrador,Gable top and aseptic containers,All sources of diverted materials,10,1.216052662
2020,Newfoundland and Labrador,Gable top and aseptic containers,Residential sources of diverted materials,10,1.064525596
2020,Newfoundland and Labrador,Gable top and aseptic containers,Non-residential sources of diverted materials,10,0.153445131
2020,Newfoundland and Labrador,Textiles,All sources of diverted materials,10,0.0
2020,Newfoundland and Labrador,Textiles,Residential sources of diverted materials,10,0.0
2020,Newfoundland and Labrador,Textiles,Non-residential sources of diverted materials,10,0.0
2020,Newfoundland and Labrador,Tires,All sources of diverted materials,10,12.85678391
2020,Newfoundland and Labrador,Tires,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Tires,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,"data.Construction, renovation and demolition",All sources of diverted materials,10,
2020,Newfoundland and Labrador,"data.Construction, renovation and demolition",Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Organics,All sources of diverted materials,10,1.755028685
2020,Newfoundland and Labrador,Organics,Residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Organics,Non-residential sources of diverted materials,10,
2020,Newfoundland and Labrador,Other materials,All sources of diverted materials,10,0.0
2020,Newfoundland and Labrador,Other materials,Residential sources of diverted materials,10,0.0
2020,Newfoundland and Labrador,Other materials,Non-residential sources of diverted materials,10,0.0
2020,Prince Edward Island,All materials diverted,All sources of diverted materials,11,357.9678249
2020,Prince Edward Island,All materials diverted,Residential sources of diverted materials,11,
2020,Prince Edward Island,All materials diverted,Non-residential sources of diverted materials,11,
2020,Prince Edward Island,All paper fibres,All sources of diverted materials,11,85.28563901
2020,Prince Edward Island,All paper fibres,Residential sources of diverted materials,11,32.41065063
2020,Prince Edward Island,All paper fibres,Non-residential sources of diverted materials,11,52.87498838
2020,Prince Edward Island,Glass,All sources of diverted materials,11,1.872229627
2020,Prince Edward Island,Glass,Residential sources of diverted materials,11,0.712935123
2020,Prince Edward Island,Glass,Non-residential sources of diverted materials,11,1.159294504
2020,Prince Edward Island,Ferrous metals,All sources of diverted materials,11,53.27795171
2020,Prince Edward Island,Ferrous metals,Residential sources of diverted materials,11,20.24735749
2020,Prince Edward Island,Ferrous metals,Non-residential sources of diverted materials,11,33.03059422
2020,Prince Edward Island,Copper and aluminum,All sources of diverted materials,11,9.24955829
2020,Prince Edward Island,Copper and aluminum,Residential sources of diverted materials,11,3.980037817
2020,Prince Edward Island,Copper and aluminum,Non-residential sources of diverted materials,11,5.269520474
2020,Prince Edward Island,Mixed metals,All sources of diverted materials,11,11.40076253
2020,Prince Edward Island,Mixed metals,Residential sources of diverted materials,11,4.33340566
2020,Prince Edward Island,Mixed metals,Non-residential sources of diverted materials,11,7.067356871
2020,Prince Edward Island,White goods,All sources of diverted materials,11,38.63488423
2020,Prince Edward Island,White goods,Residential sources of diverted materials,11,14.6802641
2020,Prince Edward Island,White goods,Non-residential sources of diverted materials,11,23.95462013
2020,Prince Edward Island,Electronics,All sources of diverted materials,11,2.58516475
2020,Prince Edward Island,Electronics,Residential sources of diverted materials,11,
2020,Prince Edward Island,Electronics,Non-residential sources of diverted materials,11,
2020,Prince Edward Island,Plastics,All sources of diverted materials,11,6.559003131
2020,Prince Edward Island,Plastics,Residential sources of diverted materials,11,2.492173212
2020,Prince Edward Island,Plastics,Non-residential sources of diverted materials,11,4.066829918
2020,Prince Edward Island,Gable top and aseptic containers,All sources of diverted materials,11,0.0
2020,Prince Edward Island,Gable top and aseptic containers,Residential sources of diverted materials,11,0.0
2020,Prince Edward Island,Gable top and aseptic containers,Non-residential sources of diverted materials,11,0.0
2020,Prince Edward Island,Textiles,All sources of diverted materials,11,0.0
2020,Prince Edward Island,Textiles,Residential sources of diverted materials,11,0.0
2020,Prince Edward Island,Textiles,Non-residential sources of diverted materials,11,0.0
2020,Prince Edward Island,Tires,All sources of diverted materials,11,15.2692105
2020,Prince Edward Island,Tires,Residential sources of diverted materials,11,
2020,Prince Edward Island,Tires,Non-residential sources of diverted materials,11,
2020,Prince Edward Island,"data.Construction, renovation and demolition",All sources of diverted materials,11,0.0
2020,Prince Edward Island,"data.Construction, renovation and demolition",Residential sources of diverted materials,11,0.0
2020,Prince Edward Island,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,11,0.0
2020,Prince Edward Island,Organics,All sources of diverted materials,11,133.8334212
2020,Prince Edward Island,Organics,Residential sources of diverted materials,11,108.8248969
2020,Prince Edward Island,Organics,Non-residential sources of diverted materials,11,25.00852422
2020,Prince Edward Island,Other materials,All sources of diverted materials,11,0.0
2020,Prince Edward Island,Other materials,Residential sources of diverted materials,11,0.0
2020,Prince Edward Island,Other materials,Non-residential sources of diverted materials,11,0.0
2020,Nova Scotia,All materials diverted,All sources of diverted materials,12,309.9865436
2020,Nova Scotia,All materials diverted,Residential sources of diverted materials,12,
2020,Nova Scotia,All materials diverted,Non-residential sources of diverted materials,12,
2020,Nova Scotia,All paper fibres,All sources of diverted materials,12,72.53606277
2020,Nova Scotia,All paper fibres,Residential sources of diverted materials,12,44.39075025
2020,Nova Scotia,All paper fibres,Non-residential sources of diverted materials,12,28.14531253
2020,Nova Scotia,Glass,All sources of diverted materials,12,4.354730766
2020,Nova Scotia,Glass,Residential sources of diverted materials,12,
2020,Nova Scotia,Glass,Non-residential sources of diverted materials,12,
2020,Nova Scotia,Ferrous metals,All sources of diverted materials,12,4.83858974
2020,Nova Scotia,Ferrous metals,Residential sources of diverted materials,12,4.668475111
2020,Nova Scotia,Ferrous metals,Non-residential sources of diverted materials,12,0.170114629
2020,Nova Scotia,Copper and aluminum,All sources of diverted materials,12,1.394532495
2020,Nova Scotia,Copper and aluminum,Residential sources of diverted materials,12,1.342581321
2020,Nova Scotia,Copper and aluminum,Non-residential sources of diverted materials,12,0.051951174
2020,Nova Scotia,Mixed metals,All sources of diverted materials,12,1.933398595
2020,Nova Scotia,Mixed metals,Residential sources of diverted materials,12,
2020,Nova Scotia,Mixed metals,Non-residential sources of diverted materials,12,
2020,Nova Scotia,White goods,All sources of diverted materials,12,1.107273063
2020,Nova Scotia,White goods,Residential sources of diverted materials,12,
2020,Nova Scotia,White goods,Non-residential sources of diverted materials,12,
2020,Nova Scotia,Electronics,All sources of diverted materials,12,2.628118216
2020,Nova Scotia,Electronics,Residential sources of diverted materials,12,
2020,Nova Scotia,Electronics,Non-residential sources of diverted materials,12,
2020,Nova Scotia,Plastics,All sources of diverted materials,12,13.85160911
2020,Nova Scotia,Plastics,Residential sources of diverted materials,12,10.24354914
2020,Nova Scotia,Plastics,Non-residential sources of diverted materials,12,3.60907862
2020,Nova Scotia,Gable top and aseptic containers,All sources of diverted materials,12,3.256625557
2020,Nova Scotia,Gable top and aseptic containers,Residential sources of diverted materials,12,3.194487879
2020,Nova Scotia,Gable top and aseptic containers,Non-residential sources of diverted materials,12,0.062137679
2020,Nova Scotia,Textiles,All sources of diverted materials,12,
2020,Nova Scotia,Textiles,Residential sources of diverted materials,12,
2020,Nova Scotia,Textiles,Non-residential sources of diverted materials,12,
2020,Nova Scotia,Tires,All sources of diverted materials,12,15.05259802
2020,Nova Scotia,Tires,Residential sources of diverted materials,12,
2020,Nova Scotia,Tires,Non-residential sources of diverted materials,12,
2020,Nova Scotia,"data.Construction, renovation and demolition",All sources of diverted materials,12,47.07081964
2020,Nova Scotia,"data.Construction, renovation and demolition",Residential sources of diverted materials,12,
2020,Nova Scotia,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,12,
2020,Nova Scotia,Organics,All sources of diverted materials,12,141.8440222
2020,Nova Scotia,Organics,Residential sources of diverted materials,12,89.08403968
2020,Nova Scotia,Organics,Non-residential sources of diverted materials,12,52.76100117
2020,Nova Scotia,Other materials,All sources of diverted materials,12,
2020,Nova Scotia,Other materials,Residential sources of diverted materials,12,
2020,Nova Scotia,Other materials,Non-residential sources of diverted materials,12,
2020,New Brunswick,All materials diverted,All sources of diverted materials,13,212.2348007
2020,New Brunswick,All materials diverted,Residential sources of diverted materials,13,
2020,New Brunswick,All materials diverted,Non-residential sources of diverted materials,13,
2020,New Brunswick,All paper fibres,All sources of diverted materials,13,45.31696203
2020,New Brunswick,All paper fibres,Residential sources of diverted materials,13,23.14060353
2020,New Brunswick,All paper fibres,Non-residential sources of diverted materials,13,22.1763585
2020,New Brunswick,Glass,All sources of diverted materials,13,
2020,New Brunswick,Glass,Residential sources of diverted materials,13,
2020,New Brunswick,Glass,Non-residential sources of diverted materials,13,
2020,New Brunswick,Ferrous metals,All sources of diverted materials,13,2.154544851
2020,New Brunswick,Ferrous metals,Residential sources of diverted materials,13,
2020,New Brunswick,Ferrous metals,Non-residential sources of diverted materials,13,
2020,New Brunswick,Copper and aluminum,All sources of diverted materials,13,
2020,New Brunswick,Copper and aluminum,Residential sources of diverted materials,13,
2020,New Brunswick,Copper and aluminum,Non-residential sources of diverted materials,13,
2020,New Brunswick,Mixed metals,All sources of diverted materials,13,1.191576968
2020,New Brunswick,Mixed metals,Residential sources of diverted materials,13,
2020,New Brunswick,Mixed metals,Non-residential sources of diverted materials,13,
2020,New Brunswick,White goods,All sources of diverted materials,13,
2020,New Brunswick,White goods,Residential sources of diverted materials,13,
2020,New Brunswick,White goods,Non-residential sources of diverted materials,13,
2020,New Brunswick,Electronics,All sources of diverted materials,13,1.201794134
2020,New Brunswick,Electronics,Residential sources of diverted materials,13,
2020,New Brunswick,Electronics,Non-residential sources of diverted materials,13,
2020,New Brunswick,Plastics,All sources of diverted materials,13,7.153293248
2020,New Brunswick,Plastics,Residential sources of diverted materials,13,
2020,New Brunswick,Plastics,Non-residential sources of diverted materials,13,
2020,New Brunswick,Gable top and aseptic containers,All sources of diverted materials,13,0.598981349
2020,New Brunswick,Gable top and aseptic containers,Residential sources of diverted materials,13,
2020,New Brunswick,Gable top and aseptic containers,Non-residential sources of diverted materials,13,
2020,New Brunswick,Textiles,All sources of diverted materials,13,0.0
2020,New Brunswick,Textiles,Residential sources of diverted materials,13,0.0
2020,New Brunswick,Textiles,Non-residential sources of diverted materials,13,0.0
2020,New Brunswick,Tires,All sources of diverted materials,13,15.14183981
2020,New Brunswick,Tires,Residential sources of diverted materials,13,
2020,New Brunswick,Tires,Non-residential sources of diverted materials,13,
2020,New Brunswick,"data.Construction, renovation and demolition",All sources of diverted materials,13,13.77273958
2020,New Brunswick,"data.Construction, renovation and demolition",Residential sources of diverted materials,13,3.876137298
2020,New Brunswick,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,13,9.896602281
2020,New Brunswick,Organics,All sources of diverted materials,13,108.5088557
2020,New Brunswick,Organics,Residential sources of diverted materials,13,34.22495134
2020,New Brunswick,Organics,Non-residential sources of diverted materials,13,74.28390439
2020,New Brunswick,Other materials,All sources of diverted materials,13,8.541550659
2020,New Brunswick,Other materials,Residential sources of diverted materials,13,8.541550659
2020,New Brunswick,Other materials,Non-residential sources of diverted materials,13,0.0
2020,Quebec,All materials diverted,All sources of diverted materials,24,305.0081064
2020,Quebec,All materials diverted,Residential sources of diverted materials,24,
2020,Quebec,All materials diverted,Non-residential sources of diverted materials,24,
2020,Quebec,All paper fibres,All sources of diverted materials,24,122.4817075
2020,Quebec,All paper fibres,Residential sources of diverted materials,24,59.55766828
2020,Quebec,All paper fibres,Non-residential sources of diverted materials,24,62.9240392
2020,Quebec,Glass,All sources of diverted materials,24,9.781504198
2020,Quebec,Glass,Residential sources of diverted materials,24,6.284895113
2020,Quebec,Glass,Non-residential sources of diverted materials,24,3.496609086
2020,Quebec,Ferrous metals,All sources of diverted materials,24,45.02008081
2020,Quebec,Ferrous metals,Residential sources of diverted materials,24,4.248655789
2020,Quebec,Ferrous metals,Non-residential sources of diverted materials,24,40.77142502
2020,Quebec,Copper and aluminum,All sources of diverted materials,24,0.260243138
2020,Quebec,Copper and aluminum,Residential sources of diverted materials,24,0.0
2020,Quebec,Copper and aluminum,Non-residential sources of diverted materials,24,0.260243138
2020,Quebec,Mixed metals,All sources of diverted materials,24,0.232143409
2020,Quebec,Mixed metals,Residential sources of diverted materials,24,0.0
2020,Quebec,Mixed metals,Non-residential sources of diverted materials,24,0.232143409
2020,Quebec,White goods,All sources of diverted materials,24,0.0
2020,Quebec,White goods,Residential sources of diverted materials,24,0.0
2020,Quebec,White goods,Non-residential sources of diverted materials,24,0.0
2020,Quebec,Electronics,All sources of diverted materials,24,2.03763848
2020,Quebec,Electronics,Residential sources of diverted materials,24,
2020,Quebec,Electronics,Non-residential sources of diverted materials,24,
2020,Quebec,Plastics,All sources of diverted materials,24,13.16443181
2020,Quebec,Plastics,Residential sources of diverted materials,24,6.762590515
2020,Quebec,Plastics,Non-residential sources of diverted materials,24,6.40184129
2020,Quebec,Gable top and aseptic containers,All sources of diverted materials,24,0.0
2020,Quebec,Gable top and aseptic containers,Residential sources of diverted materials,24,0.0
2020,Quebec,Gable top and aseptic containers,Non-residential sources of diverted materials,24,0.0
2020,Quebec,Textiles,All sources of diverted materials,24,6.777631449
2020,Quebec,Textiles,Residential sources of diverted materials,24,6.777631449
2020,Quebec,Textiles,Non-residential sources of diverted materials,24,0.0
