Year,Géographie,Groupe d'âge,Sexe,Revenu du ménage,Plus haut niveau de scolarité,GeoCode,Value
2015,Nouveau-Brunswick,18 à 34 ans,Femmes,,,13,28.9
2015,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,13,19.4
2015,Nouveau-Brunswick,35 à 49 ans,Hommes,,,13,22.6
2015,Nouveau-Brunswick,35 à 49 ans,Femmes,,,13,16.4
2015,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,13,18.8
2015,Nouveau-Brunswick,50 à 64 ans,Hommes,,,13,14.6
2015,Nouveau-Brunswick,50 à 64 ans,Femmes,,,13,22.9
2015,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,13,9.9
2015,Nouveau-Brunswick,65 ans et plus,Hommes,,,13,8.1
2015,Nouveau-Brunswick,65 ans et plus,Femmes,,,13,11.5
2015,Québec,"Total, 18 ans et plus",Les deux sexes,,,24,19.6
2015,Québec,"Total, 18 ans et plus",Hommes,,,24,22.7
2015,Québec,"Total, 18 ans et plus",Femmes,,,24,16.6
2015,Québec,18 à 34 ans,Les deux sexes,,,24,23.8
2015,Québec,18 à 34 ans,Hommes,,,24,28.1
2015,Québec,18 à 34 ans,Femmes,,,24,19.4
2015,Québec,35 à 49 ans,Les deux sexes,,,24,21.8
2015,Québec,35 à 49 ans,Hommes,,,24,24.3
2015,Québec,35 à 49 ans,Femmes,,,24,19.3
2015,Québec,50 à 64 ans,Les deux sexes,,,24,20.1
2015,Québec,50 à 64 ans,Hommes,,,24,21.9
2015,Québec,50 à 64 ans,Femmes,,,24,18.2
2015,Québec,65 ans et plus,Les deux sexes,,,24,11.0
2015,Québec,65 ans et plus,Hommes,,,24,14.0
2015,Québec,65 ans et plus,Femmes,,,24,8.4
2015,Ontario,"Total, 18 ans et plus",Les deux sexes,,,35,18.5
2015,Ontario,"Total, 18 ans et plus",Hommes,,,35,21.9
2015,Ontario,"Total, 18 ans et plus",Femmes,,,35,15.3
2015,Ontario,18 à 34 ans,Les deux sexes,,,35,22.4
2015,Ontario,18 à 34 ans,Hommes,,,35,27.9
2015,Ontario,18 à 34 ans,Femmes,,,35,16.9
2015,Ontario,35 à 49 ans,Les deux sexes,,,35,17.5
2015,Ontario,35 à 49 ans,Hommes,,,35,21.5
2015,Ontario,35 à 49 ans,Femmes,,,35,13.7
2015,Ontario,50 à 64 ans,Les deux sexes,,,35,22.0
2015,Ontario,50 à 64 ans,Hommes,,,35,24.1
2015,Ontario,50 à 64 ans,Femmes,,,35,20.0
2015,Ontario,65 ans et plus,Les deux sexes,,,35,9.2
2015,Ontario,65 ans et plus,Hommes,,,35,9.3
2015,Ontario,65 ans et plus,Femmes,,,35,9.2
2015,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,46,20.8
2015,Manitoba,"Total, 18 ans et plus",Hommes,,,46,23.6
2015,Manitoba,"Total, 18 ans et plus",Femmes,,,46,18.0
2015,Manitoba,18 à 34 ans,Les deux sexes,,,46,19.9
2015,Manitoba,18 à 34 ans,Hommes,,,46,23.3
2015,Manitoba,18 à 34 ans,Femmes,,,46,16.5
2015,Manitoba,35 à 49 ans,Les deux sexes,,,46,23.4
2015,Manitoba,35 à 49 ans,Hommes,,,46,25.1
2015,Manitoba,35 à 49 ans,Femmes,,,46,21.8
2015,Manitoba,50 à 64 ans,Les deux sexes,,,46,27.8
2015,Manitoba,50 à 64 ans,Hommes,,,46,30.3
2015,Manitoba,50 à 64 ans,Femmes,,,46,25.1
2015,Manitoba,65 ans et plus,Les deux sexes,,,46,9.1
2015,Manitoba,65 ans et plus,Hommes,,,46,11.8
2015,Manitoba,65 ans et plus,Femmes,,,46,6.8
2015,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,47,23.3
2015,Saskatchewan,"Total, 18 ans et plus",Hommes,,,47,25.0
2015,Saskatchewan,"Total, 18 ans et plus",Femmes,,,47,21.6
2015,Saskatchewan,18 à 34 ans,Les deux sexes,,,47,24.0
2015,Saskatchewan,18 à 34 ans,Hommes,,,47,26.3
2015,Saskatchewan,18 à 34 ans,Femmes,,,47,21.5
2015,Saskatchewan,35 à 49 ans,Les deux sexes,,,47,27.6
2015,Saskatchewan,35 à 49 ans,Hommes,,,47,30.9
2015,Saskatchewan,35 à 49 ans,Femmes,,,47,24.1
2015,Saskatchewan,50 à 64 ans,Les deux sexes,,,47,25.1
2015,Saskatchewan,50 à 64 ans,Hommes,,,47,26.5
2015,Saskatchewan,50 à 64 ans,Femmes,,,47,23.7
2015,Saskatchewan,65 ans et plus,Les deux sexes,,,47,14.0
2015,Saskatchewan,65 ans et plus,Hommes,,,47,11.6
2015,Saskatchewan,65 ans et plus,Femmes,,,47,16.1
2015,Alberta,"Total, 18 ans et plus",Les deux sexes,,,48,19.7
2015,Alberta,"Total, 18 ans et plus",Hommes,,,48,22.7
2015,Alberta,"Total, 18 ans et plus",Femmes,,,48,16.6
2015,Alberta,18 à 34 ans,Les deux sexes,,,48,20.5
2015,Alberta,18 à 34 ans,Hommes,,,48,23.3
2015,Alberta,18 à 34 ans,Femmes,,,48,17.6
2015,Alberta,35 à 49 ans,Les deux sexes,,,48,21.7
2015,Alberta,35 à 49 ans,Hommes,,,48,25.9
2015,Alberta,35 à 49 ans,Femmes,,,48,17.2
2015,Alberta,50 à 64 ans,Les deux sexes,,,48,21.2
2015,Alberta,50 à 64 ans,Hommes,,,48,25.3
2015,Alberta,50 à 64 ans,Femmes,,,48,17.0
2015,Alberta,65 ans et plus,Les deux sexes,,,48,11.3
2015,Alberta,65 ans et plus,Hommes,,,48,9.5
2015,Alberta,65 ans et plus,Femmes,,,48,12.9
2015,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,59,14.7
2015,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,59,17.2
2015,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,59,12.3
2015,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,59,19.4
2015,Colombie-Britannique,18 à 34 ans,Hommes,,,59,22.9
2015,Colombie-Britannique,18 à 34 ans,Femmes,,,59,15.8
2015,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,59,13.4
2015,Colombie-Britannique,35 à 49 ans,Hommes,,,59,15.5
2015,Colombie-Britannique,35 à 49 ans,Femmes,,,59,11.5
2015,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,59,17.1
2015,Colombie-Britannique,50 à 64 ans,Hommes,,,59,20.0
2015,Colombie-Britannique,50 à 64 ans,Femmes,,,59,14.2
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,,,59,6.8
2015,Colombie-Britannique,65 ans et plus,Hommes,,,59,7.2
2015,Colombie-Britannique,65 ans et plus,Femmes,,,59,6.4
2016,Canada,"Total, 18 ans et plus",Hommes,,,,20.7
2016,Canada,"Total, 18 ans et plus",Femmes,,,,15.3
2016,Canada,18 à 34 ans,Les deux sexes,,,,21.1
2016,Canada,18 à 34 ans,Hommes,,,,24.6
2016,Canada,18 à 34 ans,Femmes,,,,17.6
2016,Canada,35 à 49 ans,Les deux sexes,,,,18.9
2016,Canada,35 à 49 ans,Hommes,,,,21.4
2016,Canada,35 à 49 ans,Femmes,,,,16.4
2016,Canada,50 à 64 ans,Les deux sexes,,,,20.1
2016,Canada,50 à 64 ans,Hommes,,,,22.4
2016,Canada,50 à 64 ans,Femmes,,,,17.7
2016,Canada,65 ans et plus,Les deux sexes,,,,9.5
2016,Canada,65 ans et plus,Hommes,,,,11.0
2016,Canada,65 ans et plus,Femmes,,,,8.1
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,10,20.1
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,10,22.7
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,10,17.7
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,10,24.2
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,10,23.9
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,10,24.5
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,10,22.7
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,10,27.5
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,10,18.2
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,10,21.6
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,10,23.8
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,10,19.4
2016,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,10,11.3
2016,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,10,14.4
2016,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,10,8.5
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,11,16.0
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,11,18.6
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,11,13.5
2016,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,11,23.3
2016,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,11,28.0
2016,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,11,18.6
2016,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,11,14.4
2016,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,11,12.4
2016,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,11,16.3
2016,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,11,18.8
2016,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,11,22.4
2016,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,11,15.3
2016,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,11,6.2
2016,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,11,9.4
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,12,20.6
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,12,22.3
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,12,19.0
2016,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,12,20.6
2016,Nouvelle-Écosse,18 à 34 ans,Hommes,,,12,23.9
2016,Nouvelle-Écosse,18 à 34 ans,Femmes,,,12,17.3
2016,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,12,22.5
2016,Nouvelle-Écosse,35 à 49 ans,Hommes,,,12,20.8
2016,Nouvelle-Écosse,35 à 49 ans,Femmes,,,12,24.0
2016,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,12,27.5
2016,Nouvelle-Écosse,50 à 64 ans,Hommes,,,12,31.7
2016,Nouvelle-Écosse,50 à 64 ans,Femmes,,,12,23.5
2016,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,12,10.1
2016,Nouvelle-Écosse,65 ans et plus,Hommes,,,12,9.4
2016,Nouvelle-Écosse,65 ans et plus,Femmes,,,12,10.7
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,,,13,20.0
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,,,13,22.5
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,,,13,17.7
2016,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,,,13,30.5
2016,Nouveau-Brunswick,18 à 34 ans,Hommes,,,13,39.1
2016,Nouveau-Brunswick,18 à 34 ans,Femmes,,,13,21.7
2016,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,13,23.4
2016,Nouveau-Brunswick,35 à 49 ans,Hommes,,,13,26.4
2016,Nouveau-Brunswick,35 à 49 ans,Femmes,,,13,20.6
2016,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,13,16.4
2016,Nouveau-Brunswick,50 à 64 ans,Hommes,,,13,13.0
2016,Nouveau-Brunswick,50 à 64 ans,Femmes,,,13,19.7
2016,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,13,10.4
2016,Nouveau-Brunswick,65 ans et plus,Hommes,,,13,12.5
2016,Nouveau-Brunswick,65 ans et plus,Femmes,,,13,8.6
2016,Québec,"Total, 18 ans et plus",Les deux sexes,,,24,19.0
2016,Québec,"Total, 18 ans et plus",Hommes,,,24,19.8
2016,Québec,"Total, 18 ans et plus",Femmes,,,24,18.3
2016,Québec,18 à 34 ans,Les deux sexes,,,24,23.6
2016,Québec,18 à 34 ans,Hommes,,,24,23.0
2016,Québec,18 à 34 ans,Femmes,,,24,24.2
2016,Québec,35 à 49 ans,Les deux sexes,,,24,19.4
2016,Québec,35 à 49 ans,Hommes,,,24,20.8
2016,Québec,35 à 49 ans,Femmes,,,24,18.1
2016,Québec,50 à 64 ans,Les deux sexes,,,24,21.1
2016,Québec,50 à 64 ans,Hommes,,,24,21.8
2016,Québec,50 à 64 ans,Femmes,,,24,20.4
2016,Québec,65 ans et plus,Les deux sexes,,,24,10.2
2016,Québec,65 ans et plus,Hommes,,,24,11.3
2016,Québec,65 ans et plus,Femmes,,,24,9.3
2016,Ontario,"Total, 18 ans et plus",Les deux sexes,,,35,17.2
2016,Ontario,"Total, 18 ans et plus",Hommes,,,35,20.6
2016,Ontario,"Total, 18 ans et plus",Femmes,,,35,13.9
2016,Ontario,18 à 34 ans,Les deux sexes,,,35,19.1
2016,Ontario,18 à 34 ans,Hommes,,,35,23.4
2016,Ontario,18 à 34 ans,Femmes,,,35,14.9
2016,Ontario,35 à 49 ans,Les deux sexes,,,35,18.9
2016,Ontario,35 à 49 ans,Hommes,,,35,22.0
2016,Ontario,35 à 49 ans,Femmes,,,35,16.0
2016,Ontario,50 à 64 ans,Les deux sexes,,,35,20.1
2016,Ontario,50 à 64 ans,Hommes,,,35,23.5
2016,Ontario,50 à 64 ans,Femmes,,,35,16.7
2016,Ontario,65 ans et plus,Les deux sexes,,,35,8.3
2016,Ontario,65 ans et plus,Hommes,,,35,10.1
2016,Ontario,65 ans et plus,Femmes,,,35,6.7
2016,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,46,19.4
2016,Manitoba,"Total, 18 ans et plus",Hommes,,,46,21.5
2016,Manitoba,"Total, 18 ans et plus",Femmes,,,46,17.2
2016,Manitoba,18 à 34 ans,Les deux sexes,,,46,20.1
2016,Manitoba,18 à 34 ans,Hommes,,,46,21.7
2016,Manitoba,18 à 34 ans,Femmes,,,46,18.3
2016,Manitoba,35 à 49 ans,Les deux sexes,,,46,23.8
2016,Manitoba,35 à 49 ans,Hommes,,,46,26.3
2016,Manitoba,35 à 49 ans,Femmes,,,46,21.5
2016,Manitoba,50 à 64 ans,Les deux sexes,,,46,21.2
2016,Manitoba,50 à 64 ans,Hommes,,,46,25.0
2016,Manitoba,50 à 64 ans,Femmes,,,46,17.3
2016,Manitoba,65 ans et plus,Les deux sexes,,,46,10.1
2016,Manitoba,65 ans et plus,Hommes,,,46,9.5
2016,Manitoba,65 ans et plus,Femmes,,,46,10.5
2016,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,47,18.9
2016,Saskatchewan,"Total, 18 ans et plus",Hommes,,,47,23.2
2016,Saskatchewan,"Total, 18 ans et plus",Femmes,,,47,14.6
2016,Saskatchewan,18 à 34 ans,Les deux sexes,,,47,19.9
2016,Saskatchewan,18 à 34 ans,Hommes,,,47,22.2
2016,Saskatchewan,18 à 34 ans,Femmes,,,47,17.4
2016,Saskatchewan,35 à 49 ans,Les deux sexes,,,47,19.4
2016,Saskatchewan,35 à 49 ans,Hommes,,,47,22.6
2016,Saskatchewan,35 à 49 ans,Femmes,,,47,16.0
2016,Saskatchewan,50 à 64 ans,Les deux sexes,,,47,21.3
2016,Saskatchewan,50 à 64 ans,Hommes,,,47,31.7
2016,Saskatchewan,50 à 64 ans,Femmes,,,47,10.5
2016,Saskatchewan,65 ans et plus,Les deux sexes,,,47,13.4
2016,Saskatchewan,65 ans et plus,Hommes,,,47,12.8
2016,Saskatchewan,65 ans et plus,Femmes,,,47,13.9
2016,Alberta,"Total, 18 ans et plus",Les deux sexes,,,48,19.4
2016,Alberta,"Total, 18 ans et plus",Hommes,,,48,22.0
2016,Alberta,"Total, 18 ans et plus",Femmes,,,48,16.6
2016,Alberta,18 à 34 ans,Les deux sexes,,,48,23.4
2016,Alberta,18 à 34 ans,Hommes,,,48,28.6
2016,Alberta,18 à 34 ans,Femmes,,,48,18.1
2016,Alberta,35 à 49 ans,Les deux sexes,,,48,16.6
2016,Alberta,35 à 49 ans,Hommes,,,48,20.2
2016,Alberta,35 à 49 ans,Femmes,,,48,12.8
2016,Alberta,50 à 64 ans,Les deux sexes,,,48,22.2
2016,Alberta,50 à 64 ans,Hommes,,,48,20.8
2016,Alberta,50 à 64 ans,Femmes,,,48,23.8
2016,Alberta,65 ans et plus,Les deux sexes,,,48,10.7
2016,Alberta,65 ans et plus,Hommes,,,48,12.1
2016,Alberta,65 ans et plus,Femmes,,,48,9.5
2016,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,59,15.4
2016,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,59,19.6
2016,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,59,11.4
2016,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,59,19.5
2016,Colombie-Britannique,18 à 34 ans,Hommes,,,59,25.9
2016,Colombie-Britannique,18 à 34 ans,Femmes,,,59,13.1
2016,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,59,16.7
2016,Colombie-Britannique,35 à 49 ans,Hommes,,,59,19.3
2016,Colombie-Britannique,35 à 49 ans,Femmes,,,59,14.1
2016,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,59,14.9
2016,Colombie-Britannique,50 à 64 ans,Hommes,,,59,18.7
2016,Colombie-Britannique,50 à 64 ans,Femmes,,,59,11.2
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,,,59,9.3
2016,Colombie-Britannique,65 ans et plus,Hommes,,,59,12.1
2016,Colombie-Britannique,65 ans et plus,Femmes,,,59,6.8
2017,Canada,"Total, 18 ans et plus",Hommes,,,,20.5
2017,Canada,"Total, 18 ans et plus",Femmes,,,,14.0
2017,Canada,18 à 34 ans,Les deux sexes,,,,19.2
2017,Canada,18 à 34 ans,Hommes,,,,22.9
2017,Canada,18 à 34 ans,Femmes,,,,15.5
2017,Canada,35 à 49 ans,Les deux sexes,,,,18.6
2017,Canada,35 à 49 ans,Hommes,,,,23.2
2017,Canada,35 à 49 ans,Femmes,,,,14.0
2017,Canada,50 à 64 ans,Les deux sexes,,,,19.5
2017,Canada,50 à 64 ans,Hommes,,,,22.5
2017,Canada,50 à 64 ans,Femmes,,,,16.6
2017,Canada,65 ans et plus,Les deux sexes,,,,9.8
2017,Canada,65 ans et plus,Hommes,,,,10.5
2017,Canada,65 ans et plus,Femmes,,,,9.2
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,10,24.8
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,10,29.6
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,10,20.3
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,10,24.6
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,10,27.9
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,10,21.2
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,10,32.4
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,10,44.9
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,10,20.8
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,10,30.9
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,10,32.5
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,10,29.3
2017,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,10,9.7
2017,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,10,11.5
2017,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,10,8.1
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,11,17.9
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,11,21.5
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,11,14.5
2017,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,11,16.7
2017,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,11,19.2
2017,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,11,14.2
2017,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,11,18.9
2017,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,11,26.4
2017,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,11,12.0
2017,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,11,23.3
2017,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,11,25.8
2017,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,11,21.0
2017,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,11,11.5
2017,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,11,13.5
2017,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,11,9.7
2017,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,12,18.7
2017,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,12,22.0
2017,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,12,15.6
2017,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,12,24.2
2017,Nouvelle-Écosse,18 à 34 ans,Hommes,,,12,27.3
2017,Nouvelle-Écosse,18 à 34 ans,Femmes,,,12,21.0
2017,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,12,16.8
2017,Nouvelle-Écosse,35 à 49 ans,Hommes,,,12,21.1
2017,Nouvelle-Écosse,35 à 49 ans,Femmes,,,12,12.8
2017,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,12,23.5
2017,Nouvelle-Écosse,50 à 64 ans,Hommes,,,12,26.2
2017,Nouvelle-Écosse,50 à 64 ans,Femmes,,,12,21.1
2017,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,12,8.9
2017,Nouvelle-Écosse,65 ans et plus,Hommes,,,12,11.5
2017,Nouvelle-Écosse,65 ans et plus,Femmes,,,12,6.6
