Year,Géographie,Type de production d'électricité,GeoCode,Value
2020,Québec,Solaire,,0.000684666
2015,Québec,Autres types de production électrique,,
2016,Québec,Autres types de production électrique,,
2017,Québec,Autres types de production électrique,,
2018,Québec,Autres types de production électrique,,
2019,Québec,Autres types de production électrique,,
2020,Québec,Autres types de production électrique,,
2015,Ontario,"Total, tous les genres de production d'électricité",35,30.31094146
2016,Ontario,"Total, tous les genres de production d'électricité",35,31.19869238
2017,Ontario,"Total, tous les genres de production d'électricité",35,34.35508232
2018,Ontario,"Total, tous les genres de production d'électricité",35,33.51142284
2019,Ontario,"Total, tous les genres de production d'électricité",35,33.2076946
2020,Ontario,"Total, tous les genres de production d'électricité",35,34.52407298
2015,Ontario,Turbine à hydraulique,,22.19200511
2016,Ontario,Turbine à hydraulique,,23.22617632
2017,Ontario,Turbine à hydraulique,,26.19666537
2018,Ontario,Turbine à hydraulique,,24.49619045
2019,Ontario,Turbine à hydraulique,,24.65159526
2020,Ontario,Turbine à hydraulique,,25.54779608
2015,Ontario,Turbine éolienne,,7.216387197
2016,Ontario,Turbine éolienne,,6.843060866
2017,Ontario,Turbine éolienne,,6.850229921
2018,Ontario,Turbine éolienne,,7.629049231
2019,Ontario,Turbine éolienne,,7.157591939
2020,Ontario,Turbine éolienne,,7.601883544
2015,Ontario,Solaire,,0.902549154
2016,Ontario,Solaire,,1.129455196
2017,Ontario,Solaire,,1.308187035
2018,Ontario,Solaire,,1.38428969
2019,Ontario,Solaire,,1.394721793
2020,Ontario,Solaire,,1.367463202
2015,Ontario,Autres types de production électrique,,
2016,Ontario,Autres types de production électrique,,
2017,Ontario,Autres types de production électrique,,
2018,Ontario,Autres types de production électrique,,0.001893478
2019,Ontario,Autres types de production électrique,,0.003785605
2020,Ontario,Autres types de production électrique,,0.006930151
2015,Manitoba,"Total, tous les genres de production d'électricité",46,99.25058978
2016,Manitoba,"Total, tous les genres de production d'électricité",46,99.60595004
2017,Manitoba,"Total, tous les genres de production d'électricité",46,99.57126006
2018,Manitoba,"Total, tous les genres de production d'électricité",46,99.67079991
2019,Manitoba,"Total, tous les genres de production d'électricité",46,99.63686289
2020,Manitoba,"Total, tous les genres de production d'électricité",46,99.65211772
2015,Manitoba,Turbine à hydraulique,,96.737234
2016,Manitoba,Turbine à hydraulique,,97.04406713
2017,Manitoba,Turbine à hydraulique,,97.07207521
2018,Manitoba,Turbine à hydraulique,,96.91762965
2019,Manitoba,Turbine à hydraulique,,97.0328473
2020,Manitoba,Turbine à hydraulique,,97.07912724
2015,Manitoba,Turbine éolienne,,2.513355778
2016,Manitoba,Turbine éolienne,,2.561882904
2017,Manitoba,Turbine éolienne,,2.499184852
2018,Manitoba,Turbine éolienne,,2.753170255
2019,Manitoba,Turbine éolienne,,2.604003812
2020,Manitoba,Turbine éolienne,,2.572544886
2018,Manitoba,Solaire,,
2019,Manitoba,Solaire,,
2020,Manitoba,Solaire,,0.000445593
2015,Saskatchewan,"Total, tous les genres de production d'électricité",47,17.27368517
2016,Saskatchewan,"Total, tous les genres de production d'électricité",47,16.37183021
2017,Saskatchewan,"Total, tous les genres de production d'électricité",47,17.97613984
2018,Saskatchewan,"Total, tous les genres de production d'électricité",47,18.262828
2019,Saskatchewan,"Total, tous les genres de production d'électricité",47,18.23545433
2020,Saskatchewan,"Total, tous les genres de production d'électricité",47,21.54649167
2015,Saskatchewan,Turbine à hydraulique,,14.62705714
2016,Saskatchewan,Turbine à hydraulique,,13.34209953
2017,Saskatchewan,Turbine à hydraulique,,15.08375503
2018,Saskatchewan,Turbine à hydraulique,,14.87949866
2019,Saskatchewan,Turbine à hydraulique,,14.91682117
2020,Saskatchewan,Turbine à hydraulique,,18.14982001
2015,Saskatchewan,Turbine éolienne,,2.646628027
2016,Saskatchewan,Turbine éolienne,,3.029730685
2017,Saskatchewan,Turbine éolienne,,2.892384814
2018,Saskatchewan,Turbine éolienne,,2.875528729
2019,Saskatchewan,Turbine éolienne,,2.875882643
2020,Saskatchewan,Turbine éolienne,,3.047904636
2019,Saskatchewan,Solaire,,
2020,Saskatchewan,Solaire,,0.001391014
2015,Saskatchewan,Autres types de production électrique,,
2016,Saskatchewan,Autres types de production électrique,,
2017,Saskatchewan,Autres types de production électrique,,
2018,Saskatchewan,Autres types de production électrique,,0.507800619
2019,Saskatchewan,Autres types de production électrique,,0.442750524
2020,Saskatchewan,Autres types de production électrique,,0.34737601
2015,Alberta,"Total, tous les genres de production d'électricité",48,7.668512104
2016,Alberta,"Total, tous les genres de production d'électricité",48,8.550145101
2017,Alberta,"Total, tous les genres de production d'électricité",48,8.566537765
2018,Alberta,"Total, tous les genres de production d'électricité",48,8.197060461
2019,Alberta,"Total, tous les genres de production d'électricité",48,7.982985099
2020,Alberta,"Total, tous les genres de production d'électricité",48,10.9734656
2015,Alberta,Turbine à hydraulique,,2.443391045
2016,Alberta,Turbine à hydraulique,,2.50153513
2017,Alberta,Turbine à hydraulique,,2.559545565
2018,Alberta,Turbine à hydraulique,,2.623869688
2019,Alberta,Turbine à hydraulique,,2.683677331
2020,Alberta,Turbine à hydraulique,,2.832692773
2015,Alberta,Turbine éolienne,,5.052849548
2016,Alberta,Turbine éolienne,,5.820688307
2017,Alberta,Turbine éolienne,,5.752837456
2018,Alberta,Turbine éolienne,,5.428015513
2019,Alberta,Turbine éolienne,,5.198663663
2020,Alberta,Turbine éolienne,,7.824454245
2015,Alberta,Solaire,,
2016,Alberta,Solaire,,0.002267921
2017,Alberta,Solaire,,0.00231649
2018,Alberta,Solaire,,0.032861938
2019,Alberta,Solaire,,0.030259553
2020,Alberta,Solaire,,0.03454945
2015,Alberta,Autres types de production électrique,,0.172271511
2016,Alberta,Autres types de production électrique,,0.225653743
2017,Alberta,Autres types de production électrique,,0.251838255
2018,Alberta,Autres types de production électrique,,0.112313321
2019,Alberta,Autres types de production électrique,,0.070384552
2020,Alberta,Autres types de production électrique,,0.281769137
2015,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,91.77399859
2016,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,90.47358065
2017,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,91.4854574
2018,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,90.83621725
2019,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,89.16241668
2020,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,91.68505339
2015,Colombie-Britannique,Turbine à hydraulique,,90.56473447
2016,Colombie-Britannique,Turbine à hydraulique,,88.71929239
2017,Colombie-Britannique,Turbine à hydraulique,,89.29525784
2018,Colombie-Britannique,Turbine à hydraulique,,88.36897445
2019,Colombie-Britannique,Turbine à hydraulique,,86.5488314
2020,Colombie-Britannique,Turbine à hydraulique,,89.13503135
2015,Colombie-Britannique,Turbine éolienne,,1.209264117
2016,Colombie-Britannique,Turbine éolienne,,1.754288258
2017,Colombie-Britannique,Turbine éolienne,,2.190199558
2018,Colombie-Britannique,Turbine éolienne,,2.465014662
2019,Colombie-Britannique,Turbine éolienne,,2.610919765
2020,Colombie-Britannique,Turbine éolienne,,2.546033045
2015,Colombie-Britannique,Solaire,,
2016,Colombie-Britannique,Solaire,,
2017,Colombie-Britannique,Solaire,,
2018,Colombie-Britannique,Solaire,,0.002228133
2019,Colombie-Britannique,Solaire,,0.002665507
2020,Colombie-Britannique,Solaire,,0.003988993
2015,Colombie-Britannique,Autres types de production électrique,,
2016,Colombie-Britannique,Autres types de production électrique,,
2017,Colombie-Britannique,Autres types de production électrique,,
2018,Colombie-Britannique,Autres types de production électrique,,
2019,Colombie-Britannique,Autres types de production électrique,,
2020,Colombie-Britannique,Autres types de production électrique,,
2015,Yukon,"Total, tous les genres de production d'électricité",60,94.2991299
2016,Yukon,"Total, tous les genres de production d'électricité",60,93.95344051
2017,Yukon,"Total, tous les genres de production d'électricité",60,92.4437624
2018,Yukon,"Total, tous les genres de production d'électricité",60,87.58187716
2019,Yukon,"Total, tous les genres de production d'électricité",60,80.3580135
2020,Yukon,"Total, tous les genres de production d'électricité",60,82.80364909
2015,Yukon,Turbine à hydraulique,,94.15400142
2016,Yukon,Turbine à hydraulique,,93.83956975
2017,Yukon,Turbine à hydraulique,,92.43695572
2018,Yukon,Turbine à hydraulique,,87.58187716
2019,Yukon,Turbine à hydraulique,,80.3580135
2020,Yukon,Turbine à hydraulique,,82.80364909
2015,Yukon,Turbine éolienne,,0.145128483
2016,Yukon,Turbine éolienne,,0.113870756
2017,Yukon,Turbine éolienne,,0.006806678
2018,Yukon,Turbine éolienne,,
2019,Yukon,Turbine éolienne,,
2020,Yukon,Turbine éolienne,,
2015,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,25.01030903
2016,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,31.85196353
2017,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,35.61878423
2018,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,35.74835938
2019,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,39.58718431
2020,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,40.96623697
2015,Territoires du Nord-Ouest,Turbine à hydraulique,,22.18191749
2016,Territoires du Nord-Ouest,Turbine à hydraulique,,30.05316322
2017,Territoires du Nord-Ouest,Turbine à hydraulique,,33.28537125
2018,Territoires du Nord-Ouest,Turbine à hydraulique,,33.33618849
2019,Territoires du Nord-Ouest,Turbine à hydraulique,,37.13434257
2020,Territoires du Nord-Ouest,Turbine à hydraulique,,38.10179642
2015,Territoires du Nord-Ouest,Turbine éolienne,,2.809733885
2016,Territoires du Nord-Ouest,Turbine éolienne,,1.7669172
2017,Territoires du Nord-Ouest,Turbine éolienne,,2.294838649
2018,Territoires du Nord-Ouest,Turbine éolienne,,2.373823894
2019,Territoires du Nord-Ouest,Turbine éolienne,,2.411780099
2020,Territoires du Nord-Ouest,Turbine éolienne,,2.820579175
2015,Territoires du Nord-Ouest,Solaire,,0.01865765
2016,Territoires du Nord-Ouest,Solaire,,0.031883105
2017,Territoires du Nord-Ouest,Solaire,,0.038574325
2018,Territoires du Nord-Ouest,Solaire,,0.038346994
2019,Territoires du Nord-Ouest,Solaire,,0.041061645
2020,Territoires du Nord-Ouest,Solaire,,0.04386138
2018,Territoires du Nord-Ouest,Autres types de production électrique,,
2019,Territoires du Nord-Ouest,Autres types de production électrique,,
2020,Territoires du Nord-Ouest,Autres types de production électrique,,
2015,Nunavut,"Total, tous les genres de production d'électricité",62,
2016,Nunavut,"Total, tous les genres de production d'électricité",62,
2017,Nunavut,"Total, tous les genres de production d'électricité",62,
2018,Nunavut,"Total, tous les genres de production d'électricité",62,
2019,Nunavut,"Total, tous les genres de production d'électricité",62,
2020,Nunavut,"Total, tous les genres de production d'électricité",62,
