Year,Géographie,Groupe d'âge,Sexe,Revenu du ménage,Plus haut niveau de scolarité,Minorité visible,Statut d'immigration,GeoCode,Value
2015,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,,,11,77.4
2015,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,,,11,70.6
2015,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,,,11,72.5
2015,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,,,11,68.7
2015,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,,,11,74.4
2015,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,,,11,68.8
2015,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,,,11,79.8
2015,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,,,11,74.2
2015,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,,,11,83.0
2015,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,,,11,67.0
2015,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,,,12,68.2
2015,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,,,12,69.0
2015,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,,,12,67.5
2015,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,,,12,65.0
2015,Nouvelle-Écosse,18 à 34 ans,Hommes,,,,,12,64.6
2015,Nouvelle-Écosse,18 à 34 ans,Femmes,,,,,12,65.3
2015,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,,,12,68.6
2015,Nouvelle-Écosse,35 à 49 ans,Hommes,,,,,12,71.0
2015,Nouvelle-Écosse,35 à 49 ans,Femmes,,,,,12,66.4
2015,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,,,12,69.2
2015,Nouvelle-Écosse,50 à 64 ans,Hommes,,,,,12,71.1
2015,Nouvelle-Écosse,50 à 64 ans,Femmes,,,,,12,67.4
2015,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,,,12,70.2
2015,Nouvelle-Écosse,65 ans et plus,Hommes,,,,,12,69.3
2015,Nouvelle-Écosse,65 ans et plus,Femmes,,,,,12,70.9
2015,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,,,,,13,63.9
2015,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,,,,,13,65.3
2015,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,,,,,13,62.7
2015,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,,,,,13,72.0
2015,Nouveau-Brunswick,18 à 34 ans,Hommes,,,,,13,74.4
2015,Nouveau-Brunswick,18 à 34 ans,Femmes,,,,,13,69.5
2015,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,,,13,70.9
2015,Nouveau-Brunswick,35 à 49 ans,Hommes,,,,,13,69.6
2015,Nouveau-Brunswick,35 à 49 ans,Femmes,,,,,13,72.0
2015,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,,,13,54.0
2015,Nouveau-Brunswick,50 à 64 ans,Hommes,,,,,13,54.7
2015,Nouveau-Brunswick,50 à 64 ans,Femmes,,,,,13,53.3
2015,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,,,13,60.9
2015,Nouveau-Brunswick,65 ans et plus,Hommes,,,,,13,64.8
2015,Nouveau-Brunswick,65 ans et plus,Femmes,,,,,13,57.9
2015,Québec,"Total, 18 ans et plus",Les deux sexes,,,,,24,75.0
2015,Québec,"Total, 18 ans et plus",Hommes,,,,,24,77.4
2015,Québec,"Total, 18 ans et plus",Femmes,,,,,24,72.6
2015,Québec,18 à 34 ans,Les deux sexes,,,,,24,75.3
2015,Québec,18 à 34 ans,Hommes,,,,,24,78.4
2015,Québec,18 à 34 ans,Femmes,,,,,24,72.2
2015,Québec,35 à 49 ans,Les deux sexes,,,,,24,73.1
2015,Québec,35 à 49 ans,Hommes,,,,,24,75.4
2015,Québec,35 à 49 ans,Femmes,,,,,24,70.7
2015,Québec,50 à 64 ans,Les deux sexes,,,,,24,75.6
2015,Québec,50 à 64 ans,Hommes,,,,,24,78.1
2015,Québec,50 à 64 ans,Femmes,,,,,24,73.0
2015,Québec,65 ans et plus,Les deux sexes,,,,,24,76.1
2015,Québec,65 ans et plus,Hommes,,,,,24,77.8
2015,Québec,65 ans et plus,Femmes,,,,,24,74.6
2015,Ontario,"Total, 18 ans et plus",Les deux sexes,,,,,35,72.0
2015,Ontario,"Total, 18 ans et plus",Hommes,,,,,35,73.5
2015,Ontario,"Total, 18 ans et plus",Femmes,,,,,35,70.5
2015,Ontario,18 à 34 ans,Les deux sexes,,,,,35,72.6
2015,Ontario,18 à 34 ans,Hommes,,,,,35,74.7
2015,Ontario,18 à 34 ans,Femmes,,,,,35,70.6
2015,Ontario,35 à 49 ans,Les deux sexes,,,,,35,74.0
2015,Ontario,35 à 49 ans,Hommes,,,,,35,75.6
2015,Ontario,35 à 49 ans,Femmes,,,,,35,72.5
2015,Ontario,50 à 64 ans,Les deux sexes,,,,,35,70.1
2015,Ontario,50 à 64 ans,Hommes,,,,,35,71.8
2015,Ontario,50 à 64 ans,Femmes,,,,,35,68.4
2015,Ontario,65 ans et plus,Les deux sexes,,,,,35,70.7
2015,Ontario,65 ans et plus,Hommes,,,,,35,70.5
2015,Ontario,65 ans et plus,Femmes,,,,,35,70.8
2015,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,,,46,70.6
2015,Manitoba,"Total, 18 ans et plus",Hommes,,,,,46,74.2
2015,Manitoba,"Total, 18 ans et plus",Femmes,,,,,46,67.0
2015,Manitoba,18 à 34 ans,Les deux sexes,,,,,46,71.0
2015,Manitoba,18 à 34 ans,Hommes,,,,,46,72.2
2015,Manitoba,18 à 34 ans,Femmes,,,,,46,69.8
2015,Manitoba,35 à 49 ans,Les deux sexes,,,,,46,71.5
2015,Manitoba,35 à 49 ans,Hommes,,,,,46,73.3
2015,Manitoba,35 à 49 ans,Femmes,,,,,46,69.8
2015,Manitoba,50 à 64 ans,Les deux sexes,,,,,46,74.9
2015,Manitoba,50 à 64 ans,Hommes,,,,,46,78.3
2015,Manitoba,50 à 64 ans,Femmes,,,,,46,71.5
2015,Manitoba,65 ans et plus,Les deux sexes,,,,,46,62.2
2015,Manitoba,65 ans et plus,Hommes,,,,,46,72.8
2015,Manitoba,65 ans et plus,Femmes,,,,,46,53.9
2015,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,,,47,69.1
2015,Saskatchewan,"Total, 18 ans et plus",Hommes,,,,,47,72.9
2015,Saskatchewan,"Total, 18 ans et plus",Femmes,,,,,47,65.4
2015,Saskatchewan,18 à 34 ans,Les deux sexes,,,,,47,75.2
2015,Saskatchewan,18 à 34 ans,Hommes,,,,,47,79.5
2015,Saskatchewan,18 à 34 ans,Femmes,,,,,47,70.8
2015,Saskatchewan,35 à 49 ans,Les deux sexes,,,,,47,68.0
2015,Saskatchewan,35 à 49 ans,Hommes,,,,,47,70.3
2015,Saskatchewan,35 à 49 ans,Femmes,,,,,47,65.6
2015,Saskatchewan,50 à 64 ans,Les deux sexes,,,,,47,70.1
2015,Saskatchewan,50 à 64 ans,Hommes,,,,,47,73.0
2015,Saskatchewan,50 à 64 ans,Femmes,,,,,47,67.1
2015,Saskatchewan,65 ans et plus,Les deux sexes,,,,,47,58.2
2015,Saskatchewan,65 ans et plus,Hommes,,,,,47,62.8
2015,Saskatchewan,65 ans et plus,Femmes,,,,,47,54.5
2015,Alberta,"Total, 18 ans et plus",Les deux sexes,,,,,48,74.3
2015,Alberta,"Total, 18 ans et plus",Hommes,,,,,48,75.1
2015,Alberta,"Total, 18 ans et plus",Femmes,,,,,48,73.5
2015,Alberta,18 à 34 ans,Les deux sexes,,,,,48,72.9
2015,Alberta,18 à 34 ans,Hommes,,,,,48,77.4
2015,Alberta,18 à 34 ans,Femmes,,,,,48,68.2
2015,Alberta,35 à 49 ans,Les deux sexes,,,,,48,73.5
2015,Alberta,35 à 49 ans,Hommes,,,,,48,71.4
2015,Alberta,35 à 49 ans,Femmes,,,,,48,75.8
2015,Alberta,50 à 64 ans,Les deux sexes,,,,,48,77.9
2015,Alberta,50 à 64 ans,Hommes,,,,,48,75.6
2015,Alberta,50 à 64 ans,Femmes,,,,,48,80.3
2015,Alberta,65 ans et plus,Les deux sexes,,,,,48,72.8
2015,Alberta,65 ans et plus,Hommes,,,,,48,75.8
2015,Alberta,65 ans et plus,Femmes,,,,,48,70.3
2015,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,,,59,67.8
2015,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,,,59,71.0
2015,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,,,59,64.8
2015,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,,,59,68.4
2015,Colombie-Britannique,18 à 34 ans,Hommes,,,,,59,72.1
2015,Colombie-Britannique,18 à 34 ans,Femmes,,,,,59,64.6
2015,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,,,59,67.4
2015,Colombie-Britannique,35 à 49 ans,Hommes,,,,,59,73.1
2015,Colombie-Britannique,35 à 49 ans,Femmes,,,,,59,62.1
2015,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,,,59,69.6
2015,Colombie-Britannique,50 à 64 ans,Hommes,,,,,59,71.5
2015,Colombie-Britannique,50 à 64 ans,Femmes,,,,,59,67.6
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,,,,,59,64.9
2015,Colombie-Britannique,65 ans et plus,Hommes,,,,,59,65.4
2015,Colombie-Britannique,65 ans et plus,Femmes,,,,,59,64.4
2016,Canada,"Total, 18 ans et plus",Hommes,,,,,,72.4
2016,Canada,"Total, 18 ans et plus",Femmes,,,,,,68.4
2016,Canada,18 à 34 ans,Les deux sexes,,,,,,69.8
2016,Canada,18 à 34 ans,Hommes,,,,,,72.3
2016,Canada,18 à 34 ans,Femmes,,,,,,67.1
2016,Canada,35 à 49 ans,Les deux sexes,,,,,,71.1
2016,Canada,35 à 49 ans,Hommes,,,,,,74.5
2016,Canada,35 à 49 ans,Femmes,,,,,,67.8
2016,Canada,50 à 64 ans,Les deux sexes,,,,,,70.4
2016,Canada,50 à 64 ans,Hommes,,,,,,71.4
2016,Canada,50 à 64 ans,Femmes,,,,,,69.5
2016,Canada,65 ans et plus,Les deux sexes,,,,,,70.3
2016,Canada,65 ans et plus,Hommes,,,,,,71.2
2016,Canada,65 ans et plus,Femmes,,,,,,69.5
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,,,10,70.2
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,,,10,70.3
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,,,10,70.2
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,,,10,69.5
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,,,10,78.4
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,,,10,60.4
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,,,10,69.7
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,,,10,65.9
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,,,10,73.3
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,,,10,73.3
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,,,10,71.6
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,,,10,74.9
2016,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,,,10,67.4
2016,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,,,10,63.7
2016,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,,,10,70.5
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,,,11,70.7
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,,,11,69.6
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,,,11,71.7
2016,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,,,11,70.9
2016,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,,,11,77.8
2016,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,,,11,64.4
2016,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,,,11,74.4
2016,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,,,11,70.8
2016,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,,,11,77.7
2016,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,,,11,65.1
2016,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,,,11,62.3
2016,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,,,11,67.8
2016,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,,,11,73.8
2016,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,,,11,68.5
2016,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,,,11,78.0
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,,,12,66.3
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,,,12,65.9
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,,,12,66.6
2016,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,,,12,63.2
2016,Nouvelle-Écosse,18 à 34 ans,Hommes,,,,,12,67.4
2016,Nouvelle-Écosse,18 à 34 ans,Femmes,,,,,12,58.9
2016,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,,,12,70.6
2016,Nouvelle-Écosse,35 à 49 ans,Hommes,,,,,12,68.6
2016,Nouvelle-Écosse,35 à 49 ans,Femmes,,,,,12,72.5
2016,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,,,12,64.7
2016,Nouvelle-Écosse,50 à 64 ans,Hommes,,,,,12,64.2
2016,Nouvelle-Écosse,50 à 64 ans,Femmes,,,,,12,65.2
2016,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,,,12,67.5
2016,Nouvelle-Écosse,65 ans et plus,Hommes,,,,,12,63.3
2016,Nouvelle-Écosse,65 ans et plus,Femmes,,,,,12,70.9
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,,,,,13,67.3
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,,,,,13,68.3
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,,,,,13,66.4
2016,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,,,,,13,67.3
2016,Nouveau-Brunswick,18 à 34 ans,Hommes,,,,,13,73.1
2016,Nouveau-Brunswick,18 à 34 ans,Femmes,,,,,13,61.5
2016,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,,,13,70.6
2016,Nouveau-Brunswick,35 à 49 ans,Hommes,,,,,13,70.4
2016,Nouveau-Brunswick,35 à 49 ans,Femmes,,,,,13,70.8
2016,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,,,13,66.6
2016,Nouveau-Brunswick,50 à 64 ans,Hommes,,,,,13,68.3
2016,Nouveau-Brunswick,50 à 64 ans,Femmes,,,,,13,65.0
2016,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,,,13,64.7
2016,Nouveau-Brunswick,65 ans et plus,Hommes,,,,,13,59.7
2016,Nouveau-Brunswick,65 ans et plus,Femmes,,,,,13,68.5
2016,Québec,"Total, 18 ans et plus",Les deux sexes,,,,,24,72.8
2016,Québec,"Total, 18 ans et plus",Hommes,,,,,24,74.7
2016,Québec,"Total, 18 ans et plus",Femmes,,,,,24,70.9
2016,Québec,18 à 34 ans,Les deux sexes,,,,,24,73.3
2016,Québec,18 à 34 ans,Hommes,,,,,24,75.4
2016,Québec,18 à 34 ans,Femmes,,,,,24,71.2
2016,Québec,35 à 49 ans,Les deux sexes,,,,,24,68.7
2016,Québec,35 à 49 ans,Hommes,,,,,24,71.6
2016,Québec,35 à 49 ans,Femmes,,,,,24,65.7
2016,Québec,50 à 64 ans,Les deux sexes,,,,,24,73.9
2016,Québec,50 à 64 ans,Hommes,,,,,24,75.2
2016,Québec,50 à 64 ans,Femmes,,,,,24,72.5
2016,Québec,65 ans et plus,Les deux sexes,,,,,24,75.6
2016,Québec,65 ans et plus,Hommes,,,,,24,77.1
2016,Québec,65 ans et plus,Femmes,,,,,24,74.3
2016,Ontario,"Total, 18 ans et plus",Les deux sexes,,,,,35,69.4
2016,Ontario,"Total, 18 ans et plus",Hommes,,,,,35,72.1
2016,Ontario,"Total, 18 ans et plus",Femmes,,,,,35,66.9
2016,Ontario,18 à 34 ans,Les deux sexes,,,,,35,67.0
2016,Ontario,18 à 34 ans,Hommes,,,,,35,69.2
2016,Ontario,18 à 34 ans,Femmes,,,,,35,64.9
2016,Ontario,35 à 49 ans,Les deux sexes,,,,,35,72.1
2016,Ontario,35 à 49 ans,Hommes,,,,,35,76.6
2016,Ontario,35 à 49 ans,Femmes,,,,,35,67.9
2016,Ontario,50 à 64 ans,Les deux sexes,,,,,35,69.7
2016,Ontario,50 à 64 ans,Hommes,,,,,35,71.3
2016,Ontario,50 à 64 ans,Femmes,,,,,35,68.2
2016,Ontario,65 ans et plus,Les deux sexes,,,,,35,69.2
2016,Ontario,65 ans et plus,Hommes,,,,,35,71.8
2016,Ontario,65 ans et plus,Femmes,,,,,35,67.1
2016,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,,,46,67.7
2016,Manitoba,"Total, 18 ans et plus",Hommes,,,,,46,68.1
2016,Manitoba,"Total, 18 ans et plus",Femmes,,,,,46,67.3
2016,Manitoba,18 à 34 ans,Les deux sexes,,,,,46,65.8
2016,Manitoba,18 à 34 ans,Hommes,,,,,46,68.1
2016,Manitoba,18 à 34 ans,Femmes,,,,,46,63.5
2016,Manitoba,35 à 49 ans,Les deux sexes,,,,,46,70.5
2016,Manitoba,35 à 49 ans,Hommes,,,,,46,71.1
2016,Manitoba,35 à 49 ans,Femmes,,,,,46,70.0
2016,Manitoba,50 à 64 ans,Les deux sexes,,,,,46,69.0
2016,Manitoba,50 à 64 ans,Hommes,,,,,46,69.3
2016,Manitoba,50 à 64 ans,Femmes,,,,,46,68.6
2016,Manitoba,65 ans et plus,Les deux sexes,,,,,46,65.0
2016,Manitoba,65 ans et plus,Hommes,,,,,46,61.3
2016,Manitoba,65 ans et plus,Femmes,,,,,46,68.0
2016,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,,,47,70.4
2016,Saskatchewan,"Total, 18 ans et plus",Hommes,,,,,47,73.7
2016,Saskatchewan,"Total, 18 ans et plus",Femmes,,,,,47,67.1
2016,Saskatchewan,18 à 34 ans,Les deux sexes,,,,,47,74.9
2016,Saskatchewan,18 à 34 ans,Hommes,,,,,47,78.1
2016,Saskatchewan,18 à 34 ans,Femmes,,,,,47,71.5
2016,Saskatchewan,35 à 49 ans,Les deux sexes,,,,,47,68.5
2016,Saskatchewan,35 à 49 ans,Hommes,,,,,47,68.9
2016,Saskatchewan,35 à 49 ans,Femmes,,,,,47,68.0
2016,Saskatchewan,50 à 64 ans,Les deux sexes,,,,,47,69.2
2016,Saskatchewan,50 à 64 ans,Hommes,,,,,47,73.7
2016,Saskatchewan,50 à 64 ans,Femmes,,,,,47,64.6
2016,Saskatchewan,65 ans et plus,Les deux sexes,,,,,47,66.9
2016,Saskatchewan,65 ans et plus,Hommes,,,,,47,72.2
2016,Saskatchewan,65 ans et plus,Femmes,,,,,47,62.3
2016,Alberta,"Total, 18 ans et plus",Les deux sexes,,,,,48,72.2
2016,Alberta,"Total, 18 ans et plus",Hommes,,,,,48,75.0
2016,Alberta,"Total, 18 ans et plus",Femmes,,,,,48,69.3
2016,Alberta,18 à 34 ans,Les deux sexes,,,,,48,71.4
2016,Alberta,18 à 34 ans,Hommes,,,,,48,75.2
2016,Alberta,18 à 34 ans,Femmes,,,,,48,67.4
2016,Alberta,35 à 49 ans,Les deux sexes,,,,,48,74.6
2016,Alberta,35 à 49 ans,Hommes,,,,,48,78.9
2016,Alberta,35 à 49 ans,Femmes,,,,,48,70.0
2016,Alberta,50 à 64 ans,Les deux sexes,,,,,48,70.9
2016,Alberta,50 à 64 ans,Hommes,,,,,48,71.7
2016,Alberta,50 à 64 ans,Femmes,,,,,48,70.1
2016,Alberta,65 ans et plus,Les deux sexes,,,,,48,71.6
2016,Alberta,65 ans et plus,Hommes,,,,,48,72.2
2016,Alberta,65 ans et plus,Femmes,,,,,48,71.1
2016,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,,,59,69.3
2016,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,,,59,70.2
2016,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,,,59,68.4
2016,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,,,59,71.7
2016,Colombie-Britannique,18 à 34 ans,Hommes,,,,,59,73.5
2016,Colombie-Britannique,18 à 34 ans,Femmes,,,,,59,69.9
2016,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,,,59,70.2
2016,Colombie-Britannique,35 à 49 ans,Hommes,,,,,59,74.5
2016,Colombie-Britannique,35 à 49 ans,Femmes,,,,,59,66.1
2016,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,,,59,68.2
2016,Colombie-Britannique,50 à 64 ans,Hommes,,,,,59,66.4
2016,Colombie-Britannique,50 à 64 ans,Femmes,,,,,59,69.8
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,,,,,59,66.3
2016,Colombie-Britannique,65 ans et plus,Hommes,,,,,59,64.9
2016,Colombie-Britannique,65 ans et plus,Femmes,,,,,59,67.5
2017,Canada,"Total, 18 ans et plus",Hommes,,,,,,72.2
2017,Canada,"Total, 18 ans et plus",Femmes,,,,,,67.7
2017,Canada,18 à 34 ans,Les deux sexes,,,,,,68.7
2017,Canada,18 à 34 ans,Hommes,,,,,,73.2
2017,Canada,18 à 34 ans,Femmes,,,,,,64.2
2017,Canada,35 à 49 ans,Les deux sexes,,,,,,69.9
2017,Canada,35 à 49 ans,Hommes,,,,,,71.5
2017,Canada,35 à 49 ans,Femmes,,,,,,68.2
2017,Canada,50 à 64 ans,Les deux sexes,,,,,,70.0
2017,Canada,50 à 64 ans,Hommes,,,,,,71.5
2017,Canada,50 à 64 ans,Femmes,,,,,,68.5
2017,Canada,65 ans et plus,Les deux sexes,,,,,,71.4
2017,Canada,65 ans et plus,Hommes,,,,,,72.3
2017,Canada,65 ans et plus,Femmes,,,,,,70.6
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,,,10,69.0
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,,,10,70.5
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,,,10,67.5
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,,,10,66.3
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,,,10,72.8
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,,,10,59.5
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,,,10,68.3
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,,,10,71.2
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,,,10,65.4
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,,,10,70.6
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,,,10,70.0
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,,,10,71.2
2017,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,,,10,70.3
2017,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,,,10,67.8
2017,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,,,10,72.4
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,,,11,68.9
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,,,11,70.0
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,,,11,67.9
2017,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,,,11,62.3
2017,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,,,11,72.2
2017,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,,,11,52.8
2017,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,,,11,72.8
2017,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,,,11,69.9
2017,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,,,11,75.5
