Year,Units,Géographie,Type d'événement,GeoCode,Value
2016,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,23.2
2016,Nombre,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,264.0
2016,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,9.4
2016,Nombre,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,123.0
2016,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux opioïdes,35,13.5
2016,Nombre,Ontario,Hospitalisations pour intoxication aux opioïdes,35,1875.0
2016,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2016,Nombre,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2016,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,16.9
2016,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,129.0
2016,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,10.7
2016,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,101.0
2016,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,15.0
2016,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,22.0
2016,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,10.6
2016,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,56.0
2016,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux opioïdes,,25.8
2016,Nombre,Territoires,Hospitalisations pour intoxication aux opioïdes,,31.0
2016,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux stimulants,,6.8
2016,Nombre,Canada,Hospitalisations pour intoxication aux stimulants,,1885.0
2016,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,9.9
2016,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,480.0
2016,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux stimulants,48,8.8
2016,Nombre,Alberta,Hospitalisations pour intoxication aux stimulants,48,370.0
2016,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,10.6
2016,Nombre,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,120.0
2016,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux stimulants,46,5.0
2016,Nombre,Manitoba,Hospitalisations pour intoxication aux stimulants,46,66.0
2016,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux stimulants,35,5.2
2016,Nombre,Ontario,Hospitalisations pour intoxication aux stimulants,35,722.0
2016,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux stimulants,24,
2016,Nombre,Québec,Hospitalisations pour intoxication aux stimulants,24,
2016,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,6.7
2016,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,51.0
2016,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,3.4
2016,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,32.0
2016,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,3.4
2016,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,5.0
2016,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,5.3
2016,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,28.0
2016,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux stimulants,,9.2
2016,Nombre,Territoires,Hospitalisations pour intoxication aux stimulants,,11.0
2017,Taux par 100 000 personnes,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,10.7
2017,Nombre,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,3924.0
2017,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,26.3
2017,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,1296.0
2017,Taux par 100 000 personnes,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,17.5
2017,Nombre,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,744.0
2017,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,7.4
2017,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,85.0
2017,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,7.9
2017,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,106.0
2017,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,9.0
2017,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,1265.0
2017,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,3.4
2017,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,280.0
2017,Taux par 100 000 personnes,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,5.0
2017,Nombre,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,38.0
2017,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,6.7
2017,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,64.0
2017,Taux par 100 000 personnes,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,3.3
2017,Nombre,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,5.0
2017,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,6.2
2017,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,33.0
2017,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,17.7
2017,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,7.0
2017,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,2.2
2017,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,1.0
2017,Taux par 100 000 personnes,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2017,Nombre,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2017,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux opioïdes,,18.4
2017,Nombre,Canada,Hospitalisations pour intoxication aux opioïdes,,5203.0
2017,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,28.5
2017,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,1407.0
2017,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux opioïdes,48,22.3
2017,Nombre,Alberta,Hospitalisations pour intoxication aux opioïdes,48,947.0
2017,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,21.2
2017,Nombre,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,244.0
2017,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,12.1
2017,Nombre,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,161.0
2017,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux opioïdes,35,15.1
2017,Nombre,Ontario,Hospitalisations pour intoxication aux opioïdes,35,2124.0
2017,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2017,Nombre,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2017,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,13.2
2017,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,101.0
2017,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,8.7
2017,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,83.0
2017,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,10.6
2017,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,16.0
2017,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,17.0
2017,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,90.0
2017,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux opioïdes,,24.6
2017,Nombre,Territoires,Hospitalisations pour intoxication aux opioïdes,,30.0
2017,Nombre,Colombie-Britannique,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,59,12961.0
2017,Nombre,Alberta,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,48,2643.0
2017,Nombre,Winnipeg Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,1520.0
2017,Nombre,Régions rurales et du nord du Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,32.0
2017,Nombre,Nouveau-Brunswick,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,13,152.0
2017,Nombre,Terre-Neuve-et-Labrador,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,10,46.0
2017,Nombre,Whitehorse Yukon,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,59.0
2017,Nombre,Yellowknife Territoires du Nord-Ouest,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,
2017,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux stimulants,,7.9
2017,Nombre,Canada,Hospitalisations pour intoxication aux stimulants,,2235.0
2017,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,11.8
2017,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,583.0
2017,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux stimulants,48,9.5
2017,Nombre,Alberta,Hospitalisations pour intoxication aux stimulants,48,401.0
2017,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,9.4
2017,Nombre,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,108.0
2017,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux stimulants,46,6.1
2017,Nombre,Manitoba,Hospitalisations pour intoxication aux stimulants,46,82.0
2017,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux stimulants,35,6.5
2017,Nombre,Ontario,Hospitalisations pour intoxication aux stimulants,35,916.0
2017,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux stimulants,24,
2017,Nombre,Québec,Hospitalisations pour intoxication aux stimulants,24,
2017,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,7.0
2017,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,54.0
2017,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,3.9
2017,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,37.0
2017,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,6.0
2017,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,9.0
2017,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,6.2
2017,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,33.0
2017,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux stimulants,,9.8
2017,Nombre,Territoires,Hospitalisations pour intoxication aux stimulants,,12.0
2018,Taux par 100 000 personnes,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,11.3
2018,Nombre,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,4201.0
2018,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,26.9
2018,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,1348.0
2018,Taux par 100 000 personnes,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,18.7
2018,Nombre,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,805.0
2018,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,10.8
2018,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,126.0
2018,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,6.9
2018,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,93.0
2018,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,10.5
2018,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,1507.0
2018,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,2.5
2018,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,211.0
2018,Taux par 100 000 personnes,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,3.9
2018,Nombre,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,30.0
2018,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,5.6
2018,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,54.0
2018,Taux par 100 000 personnes,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,5.2
2018,Nombre,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,8.0
2018,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,2.3
2018,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,12.0
2018,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,12.3
2018,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,5.0
2018,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,4.4
2018,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,2.0
2018,Taux par 100 000 personnes,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2018,Nombre,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2018,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux opioïdes,,17.6
2018,Nombre,Canada,Hospitalisations pour intoxication aux opioïdes,,5052.0
2018,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,28.3
2018,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,1418.0
2018,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux opioïdes,48,21.5
2018,Nombre,Alberta,Hospitalisations pour intoxication aux opioïdes,48,922.0
2018,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,19.7
2018,Nombre,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,229.0
2018,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,8.0
2018,Nombre,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,108.0
2018,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux opioïdes,35,14.6
2018,Nombre,Ontario,Hospitalisations pour intoxication aux opioïdes,35,2095.0
2018,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2018,Nombre,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2018,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,11.3
2018,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,87.0
2018,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,8.3
2018,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,80.0
2018,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,13.0
2018,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,20.0
2018,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,12.7
2018,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,67.0
2018,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux opioïdes,,21.0
2018,Nombre,Territoires,Hospitalisations pour intoxication aux opioïdes,,26.0
2018,Nombre,Colombie-Britannique,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,59,13365.0
2018,Nombre,Alberta,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,48,4206.0
2018,Nombre,Saskatchewan,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,47,196.0
2018,Nombre,Winnipeg Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,1095.0
2018,Nombre,Régions rurales et du nord du Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,21.0
2018,Nombre,Ontario,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,35,1804.0
2018,Nombre,Nouveau-Brunswick,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,13,110.0
2018,Nombre,Nouvelle-Écosse,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,12,111.0
2018,Nombre,Terre-Neuve-et-Labrador,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,10,
2018,Nombre,Whitehorse Yukon,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,78.0
2018,Nombre,Yellowknife Territoires du Nord-Ouest,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,
2018,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,21.2
2018,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,1063.0
2018,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,7.2
2018,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,84.0
2018,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,
2018,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,
2018,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,6.4
2018,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,916.0
2018,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,1.9
2018,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,163.0
2018,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,2.6
2018,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,25.0
2018,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,
2018,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,
2018,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,
2018,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,
2018,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,
2018,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,
2018,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux stimulants,,8.3
2018,Nombre,Canada,Hospitalisations pour intoxication aux stimulants,,2373.0
2018,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,10.9
2018,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,548.0
2018,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux stimulants,48,9.3
2018,Nombre,Alberta,Hospitalisations pour intoxication aux stimulants,48,399.0
2018,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,10.8
2018,Nombre,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,126.0
2018,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux stimulants,46,4.7
2018,Nombre,Manitoba,Hospitalisations pour intoxication aux stimulants,46,64.0
2018,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux stimulants,35,7.7
2018,Nombre,Ontario,Hospitalisations pour intoxication aux stimulants,35,1107.0
2018,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux stimulants,24,
2018,Nombre,Québec,Hospitalisations pour intoxication aux stimulants,24,
2018,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,6.9
2018,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,53.0
2018,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,2.8
2018,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,27.0
2018,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,3.9
2018,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,6.0
2018,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,5.9
2018,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,31.0
2018,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux stimulants,,9.7
2018,Nombre,Territoires,Hospitalisations pour intoxication aux stimulants,,12.0
2019,Taux par 100 000 personnes,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,9.9
2019,Nombre,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,3711.0
2019,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,20.0
2019,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,1020.0
2019,Taux par 100 000 personnes,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,14.3
2019,Nombre,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,626.0
2019,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,10.0
2019,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,117.0
2019,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,4.5
2019,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,62.0
2019,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,10.7
2019,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,1558.0
2019,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,2.4
2019,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,208.0
2019,Taux par 100 000 personnes,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,4.5
2019,Nombre,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,35.0
