Year,Géographie,Infractions,GeoCode,Value
2015,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,21.14
2015,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,9.5
2015,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,112.44
2015,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,461.17
2015,Nouvelle-Écosse,Total des vols qualifiés,12,34.28
2015,Nouvelle-Écosse,Menaces,12,260.11
2015,Nouvelle-Écosse,Total des autres infractions avec violence,12,16.23
2015,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1175.34
2015,Nouveau-Brunswick,Homicide,13,1.45
2015,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.13
2015,Nouveau-Brunswick,Tentative de meurtre,13,2.24
2015,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.13
2015,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,0.66
2015,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,54.29
2015,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,18.84
2015,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,6.46
2015,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,102.79
2015,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,500.37
2015,Nouveau-Brunswick,Total des vols qualifiés,13,20.16
2015,Nouveau-Brunswick,Menaces,13,273.84
2015,Nouveau-Brunswick,Total des autres infractions avec violence,13,9.75
2015,Québec,Total des infractions de violence prévues au Code criminel,24,966.02
2015,Québec,Homicide,24,0.97
2015,Québec,Total des autres infractions entraînant la mort,24,0.21
2015,Québec,Tentative de meurtre,24,2.5
2015,Québec,Agression sexuelle grave (niveau 3),24,0.4
2015,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.11
2015,Québec,Agression sexuelle de niveau 1,24,45.98
2015,Québec,Total des infractions sexuelles contre les enfants,24,20.88
2015,Québec,Voies de fait graves (niveau 3),24,3.19
2015,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,114.69
2015,Québec,Voies de fait simples (niveau 1),24,371.28
2015,Québec,Total des vols qualifiés,24,49.37
2015,Québec,Menaces,24,189.31
2015,Québec,Total des autres infractions avec violence,24,23.06
2015,Ontario,Total des infractions de violence prévues au Code criminel,35,793.0
2015,Ontario,Homicide,35,1.27
2015,Ontario,Total des autres infractions entraînant la mort,35,0.22
2015,Ontario,Tentative de meurtre,35,1.84
2015,Ontario,Agression sexuelle grave (niveau 3),35,0.15
2015,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,0.98
2015,Ontario,Agression sexuelle de niveau 1,35,53.8
2015,Ontario,Total des infractions sexuelles contre les enfants,35,8.12
2015,Ontario,Voies de fait graves (niveau 3),35,7.4
2015,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,89.76
2015,Ontario,Voies de fait simples (niveau 1),35,324.98
2015,Ontario,Total des vols qualifiés,35,55.77
2015,Ontario,Menaces,35,109.27
2015,Ontario,Total des autres infractions avec violence,35,11.14
2015,Manitoba,Total des infractions de violence prévues au Code criminel,46,1820.96
2015,Manitoba,Homicide,46,3.64
2015,Manitoba,Total des autres infractions entraînant la mort,46,0.39
2015,Manitoba,Tentative de meurtre,46,2.4
2015,Manitoba,Agression sexuelle grave (niveau 3),46,0.62
2015,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,2.4
2015,Manitoba,Agression sexuelle de niveau 1,46,102.15
2015,Manitoba,Total des infractions sexuelles contre les enfants,46,20.43
2015,Manitoba,Voies de fait graves (niveau 3),46,30.57
2015,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,314.42
2015,Manitoba,Voies de fait simples (niveau 1),46,793.98
2015,Manitoba,Total des vols qualifiés,46,129.08
2015,Manitoba,Menaces,46,248.56
2015,Manitoba,Total des autres infractions avec violence,46,11.92
2015,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2054.74
2015,Saskatchewan,Homicide,47,3.93
2015,Saskatchewan,Total des autres infractions entraînant la mort,47,0.54
2015,Saskatchewan,Tentative de meurtre,47,2.5
2015,Saskatchewan,Agression sexuelle grave (niveau 3),47,0.62
2015,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,1.43
2015,Saskatchewan,Agression sexuelle de niveau 1,47,97.06
2015,Saskatchewan,Total des infractions sexuelles contre les enfants,47,29.62
2015,Saskatchewan,Voies de fait graves (niveau 3),47,32.56
2015,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,344.79
2015,Saskatchewan,Voies de fait simples (niveau 1),47,939.28
2015,Saskatchewan,Total des vols qualifiés,47,87.6
2015,Saskatchewan,Menaces,47,272.35
2015,Saskatchewan,Total des autres infractions avec violence,47,16.77
2015,Alberta,Total des infractions de violence prévues au Code criminel,48,1316.33
2015,Alberta,Homicide,48,3.21
2015,Alberta,Total des autres infractions entraînant la mort,48,0.12
2015,Alberta,Tentative de meurtre,48,1.64
2015,Alberta,Agression sexuelle grave (niveau 3),48,0.17
2015,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,1.09
2015,Alberta,Agression sexuelle de niveau 1,48,67.54
2015,Alberta,Total des infractions sexuelles contre les enfants,48,14.6
2015,Alberta,Voies de fait graves (niveau 3),48,16.7
2015,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,180.12
2015,Alberta,Voies de fait simples (niveau 1),48,558.26
2015,Alberta,Total des vols qualifiés,48,82.74
2015,Alberta,Menaces,48,194.14
2015,Alberta,Total des autres infractions avec violence,48,11.34
2015,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1191.76
2015,Colombie-Britannique,Homicide,59,2.03
2015,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.38
2015,Colombie-Britannique,Tentative de meurtre,59,2.7
2015,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.4
2015,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,0.84
2015,Colombie-Britannique,Agression sexuelle de niveau 1,59,46.69
2015,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,13.71
2015,Colombie-Britannique,Voies de fait graves (niveau 3),59,6.93
2015,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,144.54
2015,Colombie-Britannique,Voies de fait simples (niveau 1),59,466.75
2015,Colombie-Britannique,Total des vols qualifiés,59,76.31
2015,Colombie-Britannique,Menaces,59,215.27
2015,Colombie-Britannique,Total des autres infractions avec violence,59,10.15
2015,Yukon,Total des infractions de violence prévues au Code criminel,60,4083.31
2015,Yukon,Homicide,60,2.65
2015,Yukon,Total des autres infractions entraînant la mort,60,0.0
2015,Yukon,Tentative de meurtre,60,10.61
2015,Yukon,Agression sexuelle grave (niveau 3),60,0.0
2015,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,2.65
2015,Yukon,Agression sexuelle de niveau 1,60,204.3
2015,Yukon,Total des infractions sexuelles contre les enfants,60,68.98
2015,Yukon,Voies de fait graves (niveau 3),60,58.37
2015,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,419.21
2015,Yukon,Voies de fait simples (niveau 1),60,2098.7
2015,Yukon,Total des vols qualifiés,60,58.37
2015,Yukon,Menaces,60,697.8
2015,Yukon,Total des autres infractions avec violence,60,21.23
2015,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,7685.87
2015,Territoires du Nord-Ouest,Homicide,61,11.3
2015,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2015,Territoires du Nord-Ouest,Tentative de meurtre,61,6.78
2015,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,2.26
2015,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,13.56
2015,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,363.95
2015,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,90.42
2015,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,72.34
2015,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,849.97
2015,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,4265.66
2015,Territoires du Nord-Ouest,Total des vols qualifiés,61,61.03
2015,Territoires du Nord-Ouest,Menaces,61,1118.97
2015,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,36.17
2015,Nunavut,Total des infractions de violence prévues au Code criminel,62,8054.7
2015,Nunavut,Homicide,62,5.48
2015,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2015,Nunavut,Tentative de meurtre,62,2.74
2015,Nunavut,Agression sexuelle grave (niveau 3),62,2.74
2015,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,5.48
2015,Nunavut,Agression sexuelle de niveau 1,62,441.24
2015,Nunavut,Total des infractions sexuelles contre les enfants,62,134.29
2015,Nunavut,Voies de fait graves (niveau 3),62,65.78
2015,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,951.0
2015,Nunavut,Voies de fait simples (niveau 1),62,4138.35
2015,Nunavut,Total des vols qualifiés,62,52.07
2015,Nunavut,Menaces,62,1189.43
2015,Nunavut,Total des autres infractions avec violence,62,74.0
2016,Canada,Homicide,,1.69
2016,Canada,Total des autres infractions entraînant la mort,,0.3
2016,Canada,Tentative de meurtre,,2.18
2016,Canada,Agression sexuelle grave (niveau 3),,0.31
2016,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,1.09
2016,Canada,Agression sexuelle de niveau 1,,58.36
2016,Canada,Total des infractions sexuelles contre les enfants,,20.31
2016,Canada,Voies de fait graves (niveau 3),,9.6
2016,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,138.32
2016,Canada,Voies de fait simples (niveau 1),,441.97
2016,Canada,Total des vols qualifiés,,60.81
2016,Canada,Menaces,,168.68
2016,Canada,Total des autres infractions avec violence,,14.56
2016,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1327.29
2016,Terre-Neuve-et-Labrador,Homicide,10,1.32
2016,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.38
2016,Terre-Neuve-et-Labrador,Tentative de meurtre,10,1.51
2016,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.0
2016,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,0.76
2016,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,56.85
2016,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,24.18
2016,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,9.26
2016,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,106.15
2016,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,577.8
2016,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,42.12
2016,Terre-Neuve-et-Labrador,Menaces,10,329.6
2016,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,8.31
2016,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,800.17
2016,Île-du-Prince-Édouard,Homicide,11,0.0
2016,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.0
2016,Île-du-Prince-Édouard,Tentative de meurtre,11,0.0
2016,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.0
2016,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,0.68
2016,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,48.31
2016,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,23.13
2016,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,4.08
2016,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,66.0
2016,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,335.44
2016,Île-du-Prince-Édouard,Total des vols qualifiés,11,12.25
2016,Île-du-Prince-Édouard,Menaces,11,153.77
2016,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,4.08
2016,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1164.31
2016,Nouvelle-Écosse,Homicide,12,1.38
2016,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.32
2016,Nouvelle-Écosse,Tentative de meurtre,12,2.97
2016,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.42
2016,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,0.74
2016,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,66.08
2016,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,23.23
2016,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,9.12
2016,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,111.37
2016,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,446.23
2016,Nouvelle-Écosse,Total des vols qualifiés,12,28.74
2016,Nouvelle-Écosse,Menaces,12,244.27
2016,Nouvelle-Écosse,Total des autres infractions avec violence,12,15.8
2016,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1188.18
2016,Nouveau-Brunswick,Homicide,13,1.44
2016,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.39
2016,Nouveau-Brunswick,Tentative de meurtre,13,0.92
2016,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.13
2016,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,0.92
2016,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,56.07
2016,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,23.97
2016,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,6.94
2016,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,121.44
2016,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,496.89
2016,Nouveau-Brunswick,Total des vols qualifiés,13,30.26
2016,Nouveau-Brunswick,Menaces,13,256.5
2016,Nouveau-Brunswick,Total des autres infractions avec violence,13,12.18
2016,Québec,Total des infractions de violence prévues au Code criminel,24,1013.59
2016,Québec,Homicide,24,0.81
2016,Québec,Total des autres infractions entraînant la mort,24,0.3
2016,Québec,Tentative de meurtre,24,2.3
2016,Québec,Agression sexuelle grave (niveau 3),24,0.22
2016,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.11
2016,Québec,Agression sexuelle de niveau 1,24,52.7
2016,Québec,Total des infractions sexuelles contre les enfants,24,24.97
2016,Québec,Voies de fait graves (niveau 3),24,3.57
2016,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,122.77
2016,Québec,Voies de fait simples (niveau 1),24,399.1
2016,Québec,Total des vols qualifiés,24,45.45
2016,Québec,Menaces,24,185.49
2016,Québec,Total des autres infractions avec violence,24,24.61
2016,Ontario,Total des infractions de violence prévues au Code criminel,35,805.89
2016,Ontario,Homicide,35,1.48
2016,Ontario,Total des autres infractions entraînant la mort,35,0.26
2016,Ontario,Tentative de meurtre,35,1.88
2016,Ontario,Agression sexuelle grave (niveau 3),35,0.25
2016,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,1.05
2016,Ontario,Agression sexuelle de niveau 1,35,53.58
2016,Ontario,Total des infractions sexuelles contre les enfants,35,14.62
2016,Ontario,Voies de fait graves (niveau 3),35,7.71
2016,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,96.16
2016,Ontario,Voies de fait simples (niveau 1),35,327.93
2016,Ontario,Total des vols qualifiés,35,59.64
2016,Ontario,Menaces,35,105.82
2016,Ontario,Total des autres infractions avec violence,35,11.27
2016,Manitoba,Total des infractions de violence prévues au Code criminel,46,1949.18
2016,Manitoba,Homicide,46,3.2
2016,Manitoba,Total des autres infractions entraînant la mort,46,0.38
2016,Manitoba,Tentative de meurtre,46,3.27
2016,Manitoba,Agression sexuelle grave (niveau 3),46,0.53
2016,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,2.28
2016,Manitoba,Agression sexuelle de niveau 1,46,105.62
2016,Manitoba,Total des infractions sexuelles contre les enfants,46,37.9
2016,Manitoba,Voies de fait graves (niveau 3),46,35.16
2016,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,347.3
2016,Manitoba,Voies de fait simples (niveau 1),46,834.08
2016,Manitoba,Total des vols qualifiés,46,156.91
2016,Manitoba,Menaces,46,248.15
2016,Manitoba,Total des autres infractions avec violence,46,11.87
2016,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2060.41
2016,Saskatchewan,Homicide,47,4.75
2016,Saskatchewan,Total des autres infractions entraînant la mort,47,0.62
2016,Saskatchewan,Tentative de meurtre,47,5.72
2016,Saskatchewan,Agression sexuelle grave (niveau 3),47,1.5
2016,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,1.5
2016,Saskatchewan,Agression sexuelle de niveau 1,47,101.59
2016,Saskatchewan,Total des infractions sexuelles contre les enfants,47,33.8
2016,Saskatchewan,Voies de fait graves (niveau 3),47,36.44
2016,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,340.58
2016,Saskatchewan,Voies de fait simples (niveau 1),47,932.76
2016,Saskatchewan,Total des vols qualifiés,47,88.82
2016,Saskatchewan,Menaces,47,270.07
2016,Saskatchewan,Total des autres infractions avec violence,47,16.02
2016,Alberta,Total des infractions de violence prévues au Code criminel,48,1281.87
2016,Alberta,Homicide,48,2.76
2016,Alberta,Total des autres infractions entraînant la mort,48,0.19
2016,Alberta,Tentative de meurtre,48,1.31
2016,Alberta,Agression sexuelle grave (niveau 3),48,0.24
2016,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,1.22
2016,Alberta,Agression sexuelle de niveau 1,48,64.47
2016,Alberta,Total des infractions sexuelles contre les enfants,48,19.54
2016,Alberta,Voies de fait graves (niveau 3),48,15.18
2016,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,182.91
2016,Alberta,Voies de fait simples (niveau 1),48,545.68
2016,Alberta,Total des vols qualifiés,48,73.81
2016,Alberta,Menaces,48,183.7
2016,Alberta,Total des autres infractions avec violence,48,12.3
2016,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1116.35
2016,Colombie-Britannique,Homicide,59,1.81
2016,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.39
2016,Colombie-Britannique,Tentative de meurtre,59,2.45
2016,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.39
2016,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,0.72
2016,Colombie-Britannique,Agression sexuelle de niveau 1,59,46.47
2016,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,16.96
2016,Colombie-Britannique,Voies de fait graves (niveau 3),59,6.67
2016,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,139.9
2016,Colombie-Britannique,Voies de fait simples (niveau 1),59,431.24
2016,Colombie-Britannique,Total des vols qualifiés,59,61.08
2016,Colombie-Britannique,Menaces,59,195.44
2016,Colombie-Britannique,Total des autres infractions avec violence,59,9.88
2016,Yukon,Total des infractions de violence prévues au Code criminel,60,4013.28
2016,Yukon,Homicide,60,10.38
2016,Yukon,Total des autres infractions entraînant la mort,60,0.0
2016,Yukon,Tentative de meurtre,60,5.19
2016,Yukon,Agression sexuelle grave (niveau 3),60,2.59
2016,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,0.0
2016,Yukon,Agression sexuelle de niveau 1,60,210.13
2016,Yukon,Total des infractions sexuelles contre les enfants,60,54.48
2016,Yukon,Voies de fait graves (niveau 3),60,38.91
2016,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,456.59
2016,Yukon,Voies de fait simples (niveau 1),60,2049.45
2016,Yukon,Total des vols qualifiés,60,62.26
2016,Yukon,Menaces,60,658.94
2016,Yukon,Total des autres infractions avec violence,60,28.54
2016,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,7805.33
2016,Territoires du Nord-Ouest,Homicide,61,6.72
2016,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2016,Territoires du Nord-Ouest,Tentative de meurtre,61,0.0
2016,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,2.24
2016,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,15.68
2016,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,293.4
2016,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,85.11
2016,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,49.27
2016,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,891.4
2016,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,4353.96
2016,Territoires du Nord-Ouest,Total des vols qualifiés,61,69.43
2016,Territoires du Nord-Ouest,Menaces,61,1218.39
2016,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,44.79
2016,Nunavut,Total des infractions de violence prévues au Code criminel,62,8192.02
2016,Nunavut,Homicide,62,2.7
2016,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2016,Nunavut,Tentative de meurtre,62,24.34
2016,Nunavut,Agression sexuelle grave (niveau 3),62,0.0
2016,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,0.0
2016,Nunavut,Agression sexuelle de niveau 1,62,440.84
2016,Nunavut,Total des infractions sexuelles contre les enfants,62,278.57
2016,Nunavut,Voies de fait graves (niveau 3),62,91.95
2016,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,1046.65
2016,Nunavut,Voies de fait simples (niveau 1),62,4235.29
2016,Nunavut,Total des vols qualifiés,62,27.05
2016,Nunavut,Menaces,62,1092.63
2016,Nunavut,Total des autres infractions avec violence,62,37.86
2017,Canada,Homicide,,1.82
2017,Canada,Total des autres infractions entraînant la mort,,0.27
2017,Canada,Tentative de meurtre,,2.25
2017,Canada,Agression sexuelle grave (niveau 3),,0.44
2017,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,1.16
2017,Canada,Agression sexuelle de niveau 1,,66.1
2017,Canada,Total des infractions sexuelles contre les enfants,,22.65
2017,Canada,Voies de fait graves (niveau 3),,9.81
2017,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,142.67
2017,Canada,Voies de fait simples (niveau 1),,446.79
2017,Canada,Total des vols qualifiés,,62.47
2017,Canada,Menaces,,173.19
2017,Canada,Total des autres infractions avec violence,,17.31
2017,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1319.26
2017,Terre-Neuve-et-Labrador,Homicide,10,0.76
2017,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.19
2017,Terre-Neuve-et-Labrador,Tentative de meurtre,10,0.95
2017,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.19
2017,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,0.38
2017,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,61.52
2017,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,25.93
2017,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,8.9
2017,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,114.72
2017,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,567.54
2017,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,35.02
2017,Terre-Neuve-et-Labrador,Menaces,10,314.06
2017,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,13.44
