Year,Geography,Selected diseases,Target population,Gender,GeoCode,Value
2017,Canada,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,11124,90.0
2017,Canada,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,11124,74.1
2017,Canada,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,11124,82.9
2017,Canada,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,11124,87.6
2017,Canada,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,11124,81.4
2017,Canada,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,11124,78.8
2017,Canada,Diphtheria,Recommended vaccines for 7-year-old children,Total - Gender,11124,80.5
2017,Canada,Pertussis (whooping cough),Recommended vaccines for 7-year-old children,Total - Gender,11124,80.5
2017,Canada,Tetanus,Recommended vaccines for 7-year-old children,Total - Gender,11124,80.5
2017,Canada,Polio,Recommended vaccines for 7-year-old children,Total - Gender,11124,92.3
2017,Canada,Haemophilus influenzae type B (Hib),Recommended vaccines for 7-year-old children,Total - Gender,11124,83.9
2017,Canada,Measles,Recommended vaccines for 7-year-old children,Total - Gender,11124,87.0
2017,Canada,Mumps,Recommended vaccines for 7-year-old children,Total - Gender,11124,86.4
2017,Canada,Rubella,Recommended vaccines for 7-year-old children,Total - Gender,11124,94.5
2017,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Total - Gender,11124,83.1
2017,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Men+,11124,82.1
2017,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Women+,11124,84.1
2017,Canada,Human Papillomavirus (HPV),Recommended vaccines for 14-year-old children,Women+,11124,83.0
2017,Canada,"Diphtheria, Tetanus, acellular Pertussis (Tdap) booster",Recommended vaccines for 17-year-old children,Total - Gender,11124,89.3
2017,Newfoundland and Labrador,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,10,88.9
2017,Newfoundland and Labrador,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,10,88.9
2017,Newfoundland and Labrador,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,10,88.9
2017,Newfoundland and Labrador,Polio,Recommended vaccines for 2-year-old children,Total - Gender,10,96.9
2017,Newfoundland and Labrador,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,10,87.7
2017,Newfoundland and Labrador,Measles,Recommended vaccines for 2-year-old children,Total - Gender,10,96.9
2017,Newfoundland and Labrador,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,10,96.9
2017,Newfoundland and Labrador,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,10,96.9
2017,Newfoundland and Labrador,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,10,95.1
2017,Newfoundland and Labrador,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,10,93.2
2017,Newfoundland and Labrador,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,10,90.2
2017,Prince Edward Island,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,11,81.2
2017,Prince Edward Island,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,11,81.2
2017,Prince Edward Island,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,11,81.2
2017,Prince Edward Island,Polio,Recommended vaccines for 2-year-old children,Total - Gender,11,93.9
2017,Prince Edward Island,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,11,79.8
2017,Prince Edward Island,Measles,Recommended vaccines for 2-year-old children,Total - Gender,11,93.2
2017,Prince Edward Island,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,11,92.6
2017,Prince Edward Island,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,11,92.6
2017,Prince Edward Island,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,11,86.7
2017,Prince Edward Island,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,11,92.0
2017,Prince Edward Island,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,11,92.7
2017,Prince Edward Island,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,11,89.5
2017,Prince Edward Island,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,11,85.9
2017,Nova Scotia,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,12,73.8
2017,Nova Scotia,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,12,73.8
2017,Nova Scotia,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,12,73.8
2017,Nova Scotia,Polio,Recommended vaccines for 2-year-old children,Total - Gender,12,93.5
2017,Nova Scotia,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,12,68.5
2017,Nova Scotia,Measles,Recommended vaccines for 2-year-old children,Total - Gender,12,87.1
2017,Nova Scotia,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,12,86.8
2017,Nova Scotia,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,12,86.8
2017,Nova Scotia,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,12,84.8
2017,Nova Scotia,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,12,81.8
2017,Nova Scotia,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,12,80.4
2017,New Brunswick,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,13,75.5
2017,New Brunswick,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,13,75.5
2017,New Brunswick,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,13,75.5
2017,New Brunswick,Polio,Recommended vaccines for 2-year-old children,Total - Gender,13,90.1
2017,New Brunswick,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,13,74.7
2017,New Brunswick,Measles,Recommended vaccines for 2-year-old children,Total - Gender,13,92.0
2017,New Brunswick,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,13,92.0
2017,New Brunswick,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,13,92.0
2017,New Brunswick,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,13,81.0
2017,New Brunswick,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,13,90.9
2017,New Brunswick,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,13,88.3
2017,New Brunswick,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,13,82.2
2017,Ontario,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,35,75.7
2017,Ontario,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,35,75.7
2017,Ontario,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,35,75.7
2017,Ontario,Polio,Recommended vaccines for 2-year-old children,Total - Gender,35,91.0
2017,Ontario,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,35,72.9
2017,Ontario,Measles,Recommended vaccines for 2-year-old children,Total - Gender,35,90.9
2017,Ontario,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,35,90.5
2017,Ontario,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,35,90.5
2017,Ontario,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,35,84.3
2017,Ontario,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,35,85.7
2017,Ontario,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,35,80.5
2017,Ontario,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,35,77.7
2017,Quebec,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,24,73.7
2017,Quebec,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,24,73.7
2017,Quebec,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,24,73.7
2017,Quebec,Polio,Recommended vaccines for 2-year-old children,Total - Gender,24,90.9
2017,Quebec,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,24,71.3
2017,Quebec,Measles,Recommended vaccines for 2-year-old children,Total - Gender,24,91.0
2017,Quebec,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,24,90.5
2017,Quebec,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,24,90.5
2017,Quebec,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,24,75.7
2017,Quebec,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,24,76.1
2017,Quebec,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,24,89.9
2017,Quebec,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,24,83.3
2017,Quebec,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,24,81.0
2017,Manitoba,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,46,67.5
2017,Manitoba,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,46,67.5
2017,Manitoba,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,46,67.5
2017,Manitoba,Polio,Recommended vaccines for 2-year-old children,Total - Gender,46,85.6
2017,Manitoba,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,46,62.2
2017,Manitoba,Measles,Recommended vaccines for 2-year-old children,Total - Gender,46,86.1
2017,Manitoba,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,46,85.9
2017,Manitoba,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,46,86.2
2017,Manitoba,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,46,81.6
2017,Manitoba,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,46,82.2
2017,Manitoba,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,46,74.6
2017,Manitoba,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,46,68.4
2017,Saskatchewan,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,47,78.6
2017,Saskatchewan,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,47,78.6
2017,Saskatchewan,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,47,78.6
2017,Saskatchewan,Polio,Recommended vaccines for 2-year-old children,Total - Gender,47,90.0
2017,Saskatchewan,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,47,75.1
2017,Saskatchewan,Measles,Recommended vaccines for 2-year-old children,Total - Gender,47,89.5
2017,Saskatchewan,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,47,89.5
2017,Saskatchewan,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,47,89.5
2017,Saskatchewan,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,47,84.8
2017,Saskatchewan,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,47,81.1
2017,Saskatchewan,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,47,83.7
2017,Saskatchewan,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,47,84.0
2017,Alberta,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,48,79.9
2017,Alberta,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,48,79.9
2017,Alberta,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,48,79.9
2017,Alberta,Polio,Recommended vaccines for 2-year-old children,Total - Gender,48,93.0
2017,Alberta,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,48,79.1
2017,Alberta,Measles,Recommended vaccines for 2-year-old children,Total - Gender,48,91.7
2017,Alberta,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,48,91.4
2017,Alberta,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,48,91.4
2017,Alberta,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,48,86.7
2017,Alberta,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,48,91.0
2017,Alberta,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,48,82.6
2017,British Columbia,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,59,76.6
2017,British Columbia,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,59,76.6
2017,British Columbia,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,59,76.6
2017,British Columbia,Polio,Recommended vaccines for 2-year-old children,Total - Gender,59,87.5
2017,British Columbia,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,59,74.4
2017,British Columbia,Measles,Recommended vaccines for 2-year-old children,Total - Gender,59,86.1
2017,British Columbia,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,59,86.1
2017,British Columbia,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,59,86.1
2017,British Columbia,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,59,69.7
2017,British Columbia,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,59,83.7
2017,British Columbia,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,59,89.3
2017,British Columbia,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,59,80.3
2017,British Columbia,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,59,80.2
2017,Yukon,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,60,70.7
2017,Yukon,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,60,70.7
2017,Yukon,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,60,70.7
2017,Yukon,Polio,Recommended vaccines for 2-year-old children,Total - Gender,60,93.7
2017,Yukon,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,60,69.3
2017,Yukon,Measles,Recommended vaccines for 2-year-old children,Total - Gender,60,91.0
2017,Yukon,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,60,91.0
2017,Yukon,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,60,91.0
2017,Yukon,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,60,62.8
2017,Yukon,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,60,85.5
2017,Yukon,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,60,93.7
2017,Yukon,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,60,83.2
2017,Yukon,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,60,76.6
2017,Northwest Territories,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,61,76.7
2017,Northwest Territories,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,61,76.7
2017,Northwest Territories,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,61,76.7
2017,Northwest Territories,Polio,Recommended vaccines for 2-year-old children,Total - Gender,61,91.1
2017,Northwest Territories,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,61,75.5
2017,Northwest Territories,Measles,Recommended vaccines for 2-year-old children,Total - Gender,61,91.8
2017,Northwest Territories,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,61,91.8
2017,Northwest Territories,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,61,91.8
2017,Northwest Territories,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,61,80.5
2017,Northwest Territories,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,61,88.9
2017,Northwest Territories,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,61,95.2
2017,Northwest Territories,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,61,63.8
2017,Northwest Territories,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,61,66.3
2017,Nunavut,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,62,63.8
2017,Nunavut,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,62,63.8
2017,Nunavut,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,62,63.8
2017,Nunavut,Polio,Recommended vaccines for 2-year-old children,Total - Gender,62,82.1
2017,Nunavut,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,62,57.2
2017,Nunavut,Measles,Recommended vaccines for 2-year-old children,Total - Gender,62,88.7
2017,Nunavut,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,62,88.7
2017,Nunavut,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,62,88.7
2017,Nunavut,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,62,70.8
2017,Nunavut,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,62,82.1
2017,Nunavut,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,62,80.1
2017,Nunavut,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,62,62.4
2019,Canada,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,11124,77.5
2019,Canada,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,11124,77.5
2019,Canada,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,11124,77.5
2019,Canada,Polio,Recommended vaccines for 2-year-old children,Total - Gender,11124,91.9
2019,Canada,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,11124,74.4
2019,Canada,Measles,Recommended vaccines for 2-year-old children,Total - Gender,11124,90.2
2019,Canada,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,11124,89.2
2019,Canada,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,11124,89.4
2019,Canada,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,11124,83.6
2019,Canada,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,11124,82.7
2019,Canada,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,11124,91.1
2019,Canada,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,11124,84.4
2019,Canada,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,11124,84.5
2019,Canada,Diphtheria,Recommended vaccines for 7-year-old children,Total - Gender,11124,78.1
2019,Canada,Pertussis (whooping cough),Recommended vaccines for 7-year-old children,Total - Gender,11124,78.1
2019,Canada,Tetanus,Recommended vaccines for 7-year-old children,Total - Gender,11124,78.1
2019,Canada,Polio,Recommended vaccines for 7-year-old children,Total - Gender,11124,89.3
2019,Canada,Haemophilus influenzae type B (Hib),Recommended vaccines for 7-year-old children,Total - Gender,11124,80.0
2019,Canada,Measles,Recommended vaccines for 7-year-old children,Total - Gender,11124,83.3
2019,Canada,Mumps,Recommended vaccines for 7-year-old children,Total - Gender,11124,83.1
2019,Canada,Rubella,Recommended vaccines for 7-year-old children,Total - Gender,11124,95.9
2019,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Total - Gender,11124,84.5
2019,Canada,Human Papillomavirus (HPV),Recommended vaccines for 14-year-old children,Total - Gender,11124,80.2
2019,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Men+,11124,83.0
2019,Canada,Human Papillomavirus (HPV),Recommended vaccines for 14-year-old children,Men+,11124,73.0
2019,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Women+,11124,86.0
2019,Canada,Human Papillomavirus (HPV),Recommended vaccines for 14-year-old children,Women+,11124,87.1
2019,Canada,Meningococcal type C,Recommended vaccines for 17-year-old children,Total - Gender,11124,89.3
2019,Canada,"Diphtheria, Tetanus, acellular Pertussis (Tdap) booster",Recommended vaccines for 17-year-old children,Total - Gender,11124,95.3
2021,Canada,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,11124,77.1
2021,Canada,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,11124,77.1
2021,Canada,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,11124,77.1
2021,Canada,Polio,Recommended vaccines for 2-year-old children,Total - Gender,11124,91.8
2021,Canada,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,11124,75.3
2021,Canada,Measles,Recommended vaccines for 2-year-old children,Total - Gender,11124,91.6
2021,Canada,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,11124,91.5
2021,Canada,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,11124,91.5
2021,Canada,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,11124,82.6
2021,Canada,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,11124,87.5
2021,Canada,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,11124,90.5
2021,Canada,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,11124,85.1
2021,Canada,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,11124,85.6
2021,Canada,Diphtheria,Recommended vaccines for 7-year-old children,Total - Gender,11124,71.9
2021,Canada,Pertussis (whooping cough),Recommended vaccines for 7-year-old children,Total - Gender,11124,71.9
2021,Canada,Tetanus,Recommended vaccines for 7-year-old children,Total - Gender,11124,71.9
2021,Canada,Polio,Recommended vaccines for 7-year-old children,Total - Gender,11124,87.3
2021,Canada,Haemophilus influenzae type B (Hib),Recommended vaccines for 7-year-old children,Total - Gender,11124,78.5
2021,Canada,Measles,Recommended vaccines for 7-year-old children,Total - Gender,11124,79.2
2021,Canada,Mumps,Recommended vaccines for 7-year-old children,Total - Gender,11124,79.5
2021,Canada,Rubella,Recommended vaccines for 7-year-old children,Total - Gender,11124,94.0
2021,Canada,Hepatitis B,Recommended vaccines for 7-year-old children,Total - Gender,11124,78.4
2021,Canada,Varicella,Recommended vaccines for 7-year-old children,Total - Gender,11124,90.7
2021,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Total - Gender,11124,89.0
2021,Canada,Human Papillomavirus (HPV),Recommended vaccines for 14-year-old children,Total - Gender,11124,84.0
2021,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Men+,11124,86.5
2021,Canada,Human Papillomavirus (HPV),Recommended vaccines for 14-year-old children,Men+,11124,81.5
2021,Canada,Hepatitis B,Recommended vaccines for 14-year-old children,Women+,11124,91.5
2021,Canada,Human Papillomavirus (HPV),Recommended vaccines for 14-year-old children,Women+,11124,86.4
2021,Canada,Meningococcal type C,Recommended vaccines for 17-year-old children,Total - Gender,11124,89.0
2021,Canada,"Diphtheria, Tetanus, acellular Pertussis (Tdap) booster",Recommended vaccines for 17-year-old children,Total - Gender,11124,92.8
2021,Newfoundland and Labrador,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,10,80.0
2021,Newfoundland and Labrador,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,10,80.0
2021,Newfoundland and Labrador,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,10,80.0
2021,Newfoundland and Labrador,Polio,Recommended vaccines for 2-year-old children,Total - Gender,10,95.4
2021,Newfoundland and Labrador,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,10,76.8
2021,Newfoundland and Labrador,Measles,Recommended vaccines for 2-year-old children,Total - Gender,10,97.0
2021,Newfoundland and Labrador,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,10,97.0
2021,Newfoundland and Labrador,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,10,97.0
2021,Newfoundland and Labrador,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,10,96.4
2021,Newfoundland and Labrador,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,10,93.6
2021,Newfoundland and Labrador,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,10,87.8
2021,Newfoundland and Labrador,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,10,93.3
2021,Prince Edward Island,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,11,95.8
2021,Prince Edward Island,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,11,95.8
2021,Prince Edward Island,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,11,95.8
2021,Prince Edward Island,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,11,95.8
2021,Prince Edward Island,Measles,Recommended vaccines for 2-year-old children,Total - Gender,11,98.0
2021,Prince Edward Island,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,11,98.0
2021,Prince Edward Island,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,11,98.0
2021,Prince Edward Island,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,11,97.7
