Year,Geography,Age group,Sex,GeoCode,Value
2015,Nova Scotia,50 to 64 years,Both sexes,12,69.2
2015,Nova Scotia,50 to 64 years,Males,12,71.1
2015,Nova Scotia,50 to 64 years,Females,12,67.4
2015,Nova Scotia,65 years and over,Both sexes,12,70.2
2015,Nova Scotia,65 years and over,Males,12,69.3
2015,Nova Scotia,65 years and over,Females,12,70.9
2015,New Brunswick,"Total, 12 years and over",Both sexes,13,64.7
2015,New Brunswick,"Total, 12 years and over",Males,13,66.2
2015,New Brunswick,"Total, 12 years and over",Females,13,63.4
2015,New Brunswick,12 to 17 years,Both sexes,13,75.5
2015,New Brunswick,12 to 17 years,Males,13,77.5
2015,New Brunswick,12 to 17 years,Females,13,73.4
2015,New Brunswick,18 to 34 years,Both sexes,13,72.0
2015,New Brunswick,18 to 34 years,Males,13,74.4
2015,New Brunswick,18 to 34 years,Females,13,69.5
2015,New Brunswick,35 to 49 years,Both sexes,13,70.9
2015,New Brunswick,35 to 49 years,Males,13,69.6
2015,New Brunswick,35 to 49 years,Females,13,72.0
2015,New Brunswick,50 to 64 years,Both sexes,13,54.0
2015,New Brunswick,50 to 64 years,Males,13,54.7
2015,New Brunswick,50 to 64 years,Females,13,53.3
2015,New Brunswick,65 years and over,Both sexes,13,60.9
2015,New Brunswick,65 years and over,Males,13,64.8
2015,New Brunswick,65 years and over,Females,13,57.9
2015,Quebec,"Total, 12 years and over",Both sexes,24,75.3
2015,Quebec,"Total, 12 years and over",Males,24,77.7
2015,Quebec,"Total, 12 years and over",Females,24,73.0
2015,Quebec,12 to 17 years,Both sexes,24,79.9
2015,Quebec,12 to 17 years,Males,24,80.9
2015,Quebec,12 to 17 years,Females,24,78.8
2015,Quebec,18 to 34 years,Both sexes,24,75.3
2015,Quebec,18 to 34 years,Males,24,78.4
2015,Quebec,18 to 34 years,Females,24,72.2
2015,Quebec,35 to 49 years,Both sexes,24,73.1
2015,Quebec,35 to 49 years,Males,24,75.4
2015,Quebec,35 to 49 years,Females,24,70.7
2015,Quebec,50 to 64 years,Both sexes,24,75.6
2015,Quebec,50 to 64 years,Males,24,78.1
2015,Quebec,50 to 64 years,Females,24,73.0
2015,Quebec,65 years and over,Both sexes,24,76.1
2015,Quebec,65 years and over,Males,24,77.8
2015,Quebec,65 years and over,Females,24,74.6
2015,Ontario,"Total, 12 years and over",Both sexes,35,72.3
2015,Ontario,"Total, 12 years and over",Males,35,74.0
2015,Ontario,"Total, 12 years and over",Females,35,70.7
2015,Ontario,12 to 17 years,Both sexes,35,76.6
2015,Ontario,12 to 17 years,Males,35,79.9
2015,Ontario,12 to 17 years,Females,35,73.2
2015,Ontario,18 to 34 years,Both sexes,35,72.6
2015,Ontario,18 to 34 years,Males,35,74.7
2015,Ontario,18 to 34 years,Females,35,70.6
2015,Ontario,35 to 49 years,Both sexes,35,74.0
2015,Ontario,35 to 49 years,Males,35,75.6
2015,Ontario,35 to 49 years,Females,35,72.5
2015,Ontario,50 to 64 years,Both sexes,35,70.1
2015,Ontario,50 to 64 years,Males,35,71.8
2015,Ontario,50 to 64 years,Females,35,68.4
2015,Ontario,65 years and over,Both sexes,35,70.7
2015,Ontario,65 years and over,Males,35,70.5
2015,Ontario,65 years and over,Females,35,70.8
2015,Manitoba,"Total, 12 years and over",Both sexes,46,70.9
2015,Manitoba,"Total, 12 years and over",Males,46,74.5
2015,Manitoba,"Total, 12 years and over",Females,46,67.5
2015,Manitoba,12 to 17 years,Both sexes,46,75.0
2015,Manitoba,12 to 17 years,Males,46,77.0
2015,Manitoba,12 to 17 years,Females,46,73.0
2015,Manitoba,18 to 34 years,Both sexes,46,71.0
2015,Manitoba,18 to 34 years,Males,46,72.2
2015,Manitoba,18 to 34 years,Females,46,69.8
2015,Manitoba,35 to 49 years,Both sexes,46,71.5
2015,Manitoba,35 to 49 years,Males,46,73.3
2015,Manitoba,35 to 49 years,Females,46,69.8
2015,Manitoba,50 to 64 years,Both sexes,46,74.9
2015,Manitoba,50 to 64 years,Males,46,78.3
2015,Manitoba,50 to 64 years,Females,46,71.5
2015,Manitoba,65 years and over,Both sexes,46,62.2
2015,Manitoba,65 years and over,Males,46,72.8
2015,Manitoba,65 years and over,Females,46,53.9
2015,Saskatchewan,"Total, 12 years and over",Both sexes,47,69.7
2015,Saskatchewan,"Total, 12 years and over",Males,47,73.3
2015,Saskatchewan,"Total, 12 years and over",Females,47,66.2
2015,Saskatchewan,12 to 17 years,Both sexes,47,76.5
2015,Saskatchewan,12 to 17 years,Males,47,78.0
2015,Saskatchewan,12 to 17 years,Females,47,75.0
2015,Saskatchewan,18 to 34 years,Both sexes,47,75.2
2015,Saskatchewan,18 to 34 years,Males,47,79.5
2015,Saskatchewan,18 to 34 years,Females,47,70.8
2015,Saskatchewan,35 to 49 years,Both sexes,47,68.0
2015,Saskatchewan,35 to 49 years,Males,47,70.3
2015,Saskatchewan,35 to 49 years,Females,47,65.6
2015,Saskatchewan,50 to 64 years,Both sexes,47,70.1
2015,Saskatchewan,50 to 64 years,Males,47,73.0
2015,Saskatchewan,50 to 64 years,Females,47,67.1
2015,Saskatchewan,65 years and over,Both sexes,47,58.2
2015,Saskatchewan,65 years and over,Males,47,62.8
2015,Saskatchewan,65 years and over,Females,47,54.5
2015,Alberta,"Total, 12 years and over",Both sexes,48,74.7
2015,Alberta,"Total, 12 years and over",Males,48,75.7
2015,Alberta,"Total, 12 years and over",Females,48,73.6
2015,Alberta,12 to 17 years,Both sexes,48,78.8
2015,Alberta,12 to 17 years,Males,48,83.0
2015,Alberta,12 to 17 years,Females,48,74.4
2015,Alberta,18 to 34 years,Both sexes,48,72.9
2015,Alberta,18 to 34 years,Males,48,77.4
2015,Alberta,18 to 34 years,Females,48,68.2
2015,Alberta,35 to 49 years,Both sexes,48,73.5
2015,Alberta,35 to 49 years,Males,48,71.4
2015,Alberta,35 to 49 years,Females,48,75.8
2015,Alberta,50 to 64 years,Both sexes,48,77.9
2015,Alberta,50 to 64 years,Males,48,75.6
2015,Alberta,50 to 64 years,Females,48,80.3
2015,Alberta,65 years and over,Both sexes,48,72.8
2015,Alberta,65 years and over,Males,48,75.8
2015,Alberta,65 years and over,Females,48,70.3
2015,British Columbia,"Total, 12 years and over",Both sexes,59,68.6
2015,British Columbia,"Total, 12 years and over",Males,59,71.4
2015,British Columbia,"Total, 12 years and over",Females,59,65.9
2015,British Columbia,12 to 17 years,Both sexes,59,79.1
2015,British Columbia,12 to 17 years,Males,59,77.2
2015,British Columbia,12 to 17 years,Females,59,80.9
2015,British Columbia,18 to 34 years,Both sexes,59,68.4
2015,British Columbia,18 to 34 years,Males,59,72.1
2015,British Columbia,18 to 34 years,Females,59,64.6
2015,British Columbia,35 to 49 years,Both sexes,59,67.4
2015,British Columbia,35 to 49 years,Males,59,73.1
2015,British Columbia,35 to 49 years,Females,59,62.1
2015,British Columbia,50 to 64 years,Both sexes,59,69.6
2015,British Columbia,50 to 64 years,Males,59,71.5
2015,British Columbia,50 to 64 years,Females,59,67.6
2015,British Columbia,65 years and over,Both sexes,59,64.9
2015,British Columbia,65 years and over,Males,59,65.4
2015,British Columbia,65 years and over,Females,59,64.4
2016,Canada,"Total, 12 years and over",Males,,72.9
2016,Canada,"Total, 12 years and over",Females,,68.9
2016,Canada,12 to 17 years,Both sexes,,77.4
2016,Canada,12 to 17 years,Males,,79.1
2016,Canada,12 to 17 years,Females,,75.5
2016,Canada,18 to 34 years,Both sexes,,69.8
2016,Canada,18 to 34 years,Males,,72.3
2016,Canada,18 to 34 years,Females,,67.1
2016,Canada,35 to 49 years,Both sexes,,71.1
2016,Canada,35 to 49 years,Males,,74.5
2016,Canada,35 to 49 years,Females,,67.8
2016,Canada,50 to 64 years,Both sexes,,70.4
2016,Canada,50 to 64 years,Males,,71.4
2016,Canada,50 to 64 years,Females,,69.5
2016,Canada,65 years and over,Both sexes,,70.3
2016,Canada,65 years and over,Males,,71.2
2016,Canada,65 years and over,Females,,69.5
2016,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,70.3
2016,Newfoundland and Labrador,"Total, 12 years and over",Males,10,71.0
2016,Newfoundland and Labrador,"Total, 12 years and over",Females,10,69.6
2016,Newfoundland and Labrador,12 to 17 years,Both sexes,10,70.8
2016,Newfoundland and Labrador,12 to 17 years,Males,10,80.7
2016,Newfoundland and Labrador,12 to 17 years,Females,10,60.9
2016,Newfoundland and Labrador,18 to 34 years,Both sexes,10,69.5
2016,Newfoundland and Labrador,18 to 34 years,Males,10,78.4
2016,Newfoundland and Labrador,18 to 34 years,Females,10,60.4
2016,Newfoundland and Labrador,35 to 49 years,Both sexes,10,69.7
2016,Newfoundland and Labrador,35 to 49 years,Males,10,65.9
2016,Newfoundland and Labrador,35 to 49 years,Females,10,73.3
2016,Newfoundland and Labrador,50 to 64 years,Both sexes,10,73.3
2016,Newfoundland and Labrador,50 to 64 years,Males,10,71.6
2016,Newfoundland and Labrador,50 to 64 years,Females,10,74.9
2016,Newfoundland and Labrador,65 years and over,Both sexes,10,67.4
2016,Newfoundland and Labrador,65 years and over,Males,10,63.7
2016,Newfoundland and Labrador,65 years and over,Females,10,70.5
2016,Prince Edward Island,"Total, 12 years and over",Both sexes,11,71.8
2016,Prince Edward Island,"Total, 12 years and over",Males,11,70.8
2016,Prince Edward Island,"Total, 12 years and over",Females,11,72.7
2016,Prince Edward Island,12 to 17 years,Both sexes,11,84.8
2016,Prince Edward Island,12 to 17 years,Males,11,84.7
2016,Prince Edward Island,12 to 17 years,Females,11,84.9
2016,Prince Edward Island,18 to 34 years,Both sexes,11,70.9
2016,Prince Edward Island,18 to 34 years,Males,11,77.8
2016,Prince Edward Island,18 to 34 years,Females,11,64.4
2016,Prince Edward Island,35 to 49 years,Both sexes,11,74.4
2016,Prince Edward Island,35 to 49 years,Males,11,70.8
2016,Prince Edward Island,35 to 49 years,Females,11,77.7
2016,Prince Edward Island,50 to 64 years,Both sexes,11,65.1
2016,Prince Edward Island,50 to 64 years,Males,11,62.3
2016,Prince Edward Island,50 to 64 years,Females,11,67.8
2016,Prince Edward Island,65 years and over,Both sexes,11,73.8
2016,Prince Edward Island,65 years and over,Males,11,68.5
2016,Prince Edward Island,65 years and over,Females,11,78.0
2016,Nova Scotia,"Total, 12 years and over",Both sexes,12,66.7
2016,Nova Scotia,"Total, 12 years and over",Males,12,66.8
2016,Nova Scotia,"Total, 12 years and over",Females,12,66.7
2016,Nova Scotia,12 to 17 years,Both sexes,12,72.5
2016,Nova Scotia,12 to 17 years,Males,12,77.7
2016,Nova Scotia,12 to 17 years,Females,12,67.1
2016,Nova Scotia,18 to 34 years,Both sexes,12,63.2
2016,Nova Scotia,18 to 34 years,Males,12,67.4
2016,Nova Scotia,18 to 34 years,Females,12,58.9
2016,Nova Scotia,35 to 49 years,Both sexes,12,70.6
2016,Nova Scotia,35 to 49 years,Males,12,68.6
2016,Nova Scotia,35 to 49 years,Females,12,72.5
2016,Nova Scotia,50 to 64 years,Both sexes,12,64.7
2016,Nova Scotia,50 to 64 years,Males,12,64.2
2016,Nova Scotia,50 to 64 years,Females,12,65.2
2016,Nova Scotia,65 years and over,Both sexes,12,67.5
2016,Nova Scotia,65 years and over,Males,12,63.3
2016,Nova Scotia,65 years and over,Females,12,70.9
2016,New Brunswick,"Total, 12 years and over",Both sexes,13,68.1
2016,New Brunswick,"Total, 12 years and over",Males,13,69.5
2016,New Brunswick,"Total, 12 years and over",Females,13,66.8
2016,New Brunswick,12 to 17 years,Both sexes,13,78.2
2016,New Brunswick,12 to 17 years,Males,13,83.6
2016,New Brunswick,12 to 17 years,Females,13,72.6
2016,New Brunswick,18 to 34 years,Both sexes,13,67.3
2016,New Brunswick,18 to 34 years,Males,13,73.1
2016,New Brunswick,18 to 34 years,Females,13,61.5
2016,New Brunswick,35 to 49 years,Both sexes,13,70.6
2016,New Brunswick,35 to 49 years,Males,13,70.4
2016,New Brunswick,35 to 49 years,Females,13,70.8
2016,New Brunswick,50 to 64 years,Both sexes,13,66.6
2016,New Brunswick,50 to 64 years,Males,13,68.3
2016,New Brunswick,50 to 64 years,Females,13,65.0
2016,New Brunswick,65 years and over,Both sexes,13,64.7
2016,New Brunswick,65 years and over,Males,13,59.7
2016,New Brunswick,65 years and over,Females,13,68.5
2016,Quebec,"Total, 12 years and over",Both sexes,24,73.2
2016,Quebec,"Total, 12 years and over",Males,24,74.9
2016,Quebec,"Total, 12 years and over",Females,24,71.4
2016,Quebec,12 to 17 years,Both sexes,24,78.6
2016,Quebec,12 to 17 years,Males,24,77.9
2016,Quebec,12 to 17 years,Females,24,79.3
2016,Quebec,18 to 34 years,Both sexes,24,73.3
2016,Quebec,18 to 34 years,Males,24,75.4
2016,Quebec,18 to 34 years,Females,24,71.2
2016,Quebec,35 to 49 years,Both sexes,24,68.7
2016,Quebec,35 to 49 years,Males,24,71.6
2016,Quebec,35 to 49 years,Females,24,65.7
2016,Quebec,50 to 64 years,Both sexes,24,73.9
2016,Quebec,50 to 64 years,Males,24,75.2
2016,Quebec,50 to 64 years,Females,24,72.5
2016,Quebec,65 years and over,Both sexes,24,75.6
2016,Quebec,65 years and over,Males,24,77.1
2016,Quebec,65 years and over,Females,24,74.3
2016,Ontario,"Total, 12 years and over",Both sexes,35,70.0
2016,Ontario,"Total, 12 years and over",Males,35,72.6
2016,Ontario,"Total, 12 years and over",Females,35,67.5
2016,Ontario,12 to 17 years,Both sexes,35,76.5
2016,Ontario,12 to 17 years,Males,35,78.3
2016,Ontario,12 to 17 years,Females,35,74.7
2016,Ontario,18 to 34 years,Both sexes,35,67.0
2016,Ontario,18 to 34 years,Males,35,69.2
2016,Ontario,18 to 34 years,Females,35,64.9
2016,Ontario,35 to 49 years,Both sexes,35,72.1
2016,Ontario,35 to 49 years,Males,35,76.6
2016,Ontario,35 to 49 years,Females,35,67.9
2016,Ontario,50 to 64 years,Both sexes,35,69.7
2016,Ontario,50 to 64 years,Males,35,71.3
2016,Ontario,50 to 64 years,Females,35,68.2
2016,Ontario,65 years and over,Both sexes,35,69.2
2016,Ontario,65 years and over,Males,35,71.8
2016,Ontario,65 years and over,Females,35,67.1
2016,Manitoba,"Total, 12 years and over",Both sexes,46,68.2
2016,Manitoba,"Total, 12 years and over",Males,46,68.8
2016,Manitoba,"Total, 12 years and over",Females,46,67.5
2016,Manitoba,12 to 17 years,Both sexes,46,73.4
2016,Manitoba,12 to 17 years,Males,46,76.6
2016,Manitoba,12 to 17 years,Females,46,70.0
2016,Manitoba,18 to 34 years,Both sexes,46,65.8
2016,Manitoba,18 to 34 years,Males,46,68.1
2016,Manitoba,18 to 34 years,Females,46,63.5
2016,Manitoba,35 to 49 years,Both sexes,46,70.5
2016,Manitoba,35 to 49 years,Males,46,71.1
2016,Manitoba,35 to 49 years,Females,46,70.0
2016,Manitoba,50 to 64 years,Both sexes,46,69.0
2016,Manitoba,50 to 64 years,Males,46,69.3
2016,Manitoba,50 to 64 years,Females,46,68.6
2016,Manitoba,65 years and over,Both sexes,46,65.0
2016,Manitoba,65 years and over,Males,46,61.3
2016,Manitoba,65 years and over,Females,46,68.0
2016,Saskatchewan,"Total, 12 years and over",Both sexes,47,70.8
2016,Saskatchewan,"Total, 12 years and over",Males,47,74.3
2016,Saskatchewan,"Total, 12 years and over",Females,47,67.3
2016,Saskatchewan,12 to 17 years,Both sexes,47,75.1
2016,Saskatchewan,12 to 17 years,Males,47,80.4
2016,Saskatchewan,12 to 17 years,Females,47,69.2
2016,Saskatchewan,18 to 34 years,Both sexes,47,74.9
2016,Saskatchewan,18 to 34 years,Males,47,78.1
2016,Saskatchewan,18 to 34 years,Females,47,71.5
2016,Saskatchewan,35 to 49 years,Both sexes,47,68.5
2016,Saskatchewan,35 to 49 years,Males,47,68.9
2016,Saskatchewan,35 to 49 years,Females,47,68.0
2016,Saskatchewan,50 to 64 years,Both sexes,47,69.2
2016,Saskatchewan,50 to 64 years,Males,47,73.7
2016,Saskatchewan,50 to 64 years,Females,47,64.6
2016,Saskatchewan,65 years and over,Both sexes,47,66.9
2016,Saskatchewan,65 years and over,Males,47,72.2
2016,Saskatchewan,65 years and over,Females,47,62.3
2016,Alberta,"Total, 12 years and over",Both sexes,48,72.7
2016,Alberta,"Total, 12 years and over",Males,48,75.4
2016,Alberta,"Total, 12 years and over",Females,48,70.0
2016,Alberta,12 to 17 years,Both sexes,48,79.3
2016,Alberta,12 to 17 years,Males,48,80.2
2016,Alberta,12 to 17 years,Females,48,78.4
2016,Alberta,18 to 34 years,Both sexes,48,71.4
2016,Alberta,18 to 34 years,Males,48,75.2
2016,Alberta,18 to 34 years,Females,48,67.4
2016,Alberta,35 to 49 years,Both sexes,48,74.6
2016,Alberta,35 to 49 years,Males,48,78.9
2016,Alberta,35 to 49 years,Females,48,70.0
2016,Alberta,50 to 64 years,Both sexes,48,70.9
2016,Alberta,50 to 64 years,Males,48,71.7
2016,Alberta,50 to 64 years,Females,48,70.1
2016,Alberta,65 years and over,Both sexes,48,71.6
2016,Alberta,65 years and over,Males,48,72.2
2016,Alberta,65 years and over,Females,48,71.1
2016,British Columbia,"Total, 12 years and over",Both sexes,59,70.0
2016,British Columbia,"Total, 12 years and over",Males,59,71.1
2016,British Columbia,"Total, 12 years and over",Females,59,68.9
2016,British Columbia,12 to 17 years,Both sexes,59,79.3
2016,British Columbia,12 to 17 years,Males,59,82.7
2016,British Columbia,12 to 17 years,Females,59,76.0
2016,British Columbia,18 to 34 years,Both sexes,59,71.7
2016,British Columbia,18 to 34 years,Males,59,73.5
2016,British Columbia,18 to 34 years,Females,59,69.9
2016,British Columbia,35 to 49 years,Both sexes,59,70.2
2016,British Columbia,35 to 49 years,Males,59,74.5
2016,British Columbia,35 to 49 years,Females,59,66.1
2016,British Columbia,50 to 64 years,Both sexes,59,68.2
2016,British Columbia,50 to 64 years,Males,59,66.4
2016,British Columbia,50 to 64 years,Females,59,69.8
2016,British Columbia,65 years and over,Both sexes,59,66.3
2016,British Columbia,65 years and over,Males,59,64.9
2016,British Columbia,65 years and over,Females,59,67.5
2017,Canada,"Total, 12 years and over",Males,,72.7
2017,Canada,"Total, 12 years and over",Females,,68.0
2017,Canada,12 to 17 years,Both sexes,,76.0
2017,Canada,12 to 17 years,Males,,79.6
2017,Canada,12 to 17 years,Females,,72.2
2017,Canada,18 to 34 years,Both sexes,,68.7
2017,Canada,18 to 34 years,Males,,73.2
2017,Canada,18 to 34 years,Females,,64.2
2017,Canada,35 to 49 years,Both sexes,,69.9
2017,Canada,35 to 49 years,Males,,71.5
2017,Canada,35 to 49 years,Females,,68.2
2017,Canada,50 to 64 years,Both sexes,,70.0
2017,Canada,50 to 64 years,Males,,71.5
2017,Canada,50 to 64 years,Females,,68.5
2017,Canada,65 years and over,Both sexes,,71.4
2017,Canada,65 years and over,Males,,72.3
2017,Canada,65 years and over,Females,,70.6
2017,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,69.1
2017,Newfoundland and Labrador,"Total, 12 years and over",Males,10,70.5
2017,Newfoundland and Labrador,"Total, 12 years and over",Females,10,67.8
2017,Newfoundland and Labrador,12 to 17 years,Both sexes,10,71.4
2017,Newfoundland and Labrador,12 to 17 years,Males,10,70.3
2017,Newfoundland and Labrador,12 to 17 years,Females,10,72.5
2017,Newfoundland and Labrador,18 to 34 years,Both sexes,10,66.3
2017,Newfoundland and Labrador,18 to 34 years,Males,10,72.8
2017,Newfoundland and Labrador,18 to 34 years,Females,10,59.5
2017,Newfoundland and Labrador,35 to 49 years,Both sexes,10,68.3
2017,Newfoundland and Labrador,35 to 49 years,Males,10,71.2
2017,Newfoundland and Labrador,35 to 49 years,Females,10,65.4
2017,Newfoundland and Labrador,50 to 64 years,Both sexes,10,70.6
2017,Newfoundland and Labrador,50 to 64 years,Males,10,70.0
2017,Newfoundland and Labrador,50 to 64 years,Females,10,71.2
2017,Newfoundland and Labrador,65 years and over,Both sexes,10,70.3
2017,Newfoundland and Labrador,65 years and over,Males,10,67.8
2017,Newfoundland and Labrador,65 years and over,Females,10,72.4
2017,Prince Edward Island,"Total, 12 years and over",Both sexes,11,69.3
2017,Prince Edward Island,"Total, 12 years and over",Males,11,70.4
2017,Prince Edward Island,"Total, 12 years and over",Females,11,68.3
2017,Prince Edward Island,12 to 17 years,Both sexes,11,74.8
2017,Prince Edward Island,12 to 17 years,Males,11,75.1
2017,Prince Edward Island,12 to 17 years,Females,11,74.4
2017,Prince Edward Island,18 to 34 years,Both sexes,11,62.3
2017,Prince Edward Island,18 to 34 years,Males,11,72.2
2017,Prince Edward Island,18 to 34 years,Females,11,52.8
2017,Prince Edward Island,35 to 49 years,Both sexes,11,72.8
2017,Prince Edward Island,35 to 49 years,Males,11,69.9
2017,Prince Edward Island,35 to 49 years,Females,11,75.5
2017,Prince Edward Island,50 to 64 years,Both sexes,11,64.7
2017,Prince Edward Island,50 to 64 years,Males,11,60.8
2017,Prince Edward Island,50 to 64 years,Females,11,68.3
2017,Prince Edward Island,65 years and over,Both sexes,11,77.5
2017,Prince Edward Island,65 years and over,Males,11,79.7
2017,Prince Edward Island,65 years and over,Females,11,75.6
2017,Nova Scotia,"Total, 12 years and over",Both sexes,12,66.0
2017,Nova Scotia,"Total, 12 years and over",Males,12,67.4
2017,Nova Scotia,"Total, 12 years and over",Females,12,64.7
2017,Nova Scotia,12 to 17 years,Both sexes,12,74.4
2017,Nova Scotia,12 to 17 years,Males,12,80.4
2017,Nova Scotia,12 to 17 years,Females,12,68.3
2017,Nova Scotia,18 to 34 years,Both sexes,12,63.1
2017,Nova Scotia,18 to 34 years,Males,12,72.0
2017,Nova Scotia,18 to 34 years,Females,12,54.1
2017,Nova Scotia,35 to 49 years,Both sexes,12,62.1
2017,Nova Scotia,35 to 49 years,Males,12,60.3
2017,Nova Scotia,35 to 49 years,Females,12,63.8
2017,Nova Scotia,50 to 64 years,Both sexes,12,66.2
2017,Nova Scotia,50 to 64 years,Males,12,65.4
2017,Nova Scotia,50 to 64 years,Females,12,67.0
2017,Nova Scotia,65 years and over,Both sexes,12,70.4
2017,Nova Scotia,65 years and over,Males,12,67.3
2017,Nova Scotia,65 years and over,Females,12,72.9
2017,New Brunswick,"Total, 12 years and over",Both sexes,13,66.9
2017,New Brunswick,"Total, 12 years and over",Males,13,65.8
2017,New Brunswick,"Total, 12 years and over",Females,13,67.9
2017,New Brunswick,12 to 17 years,Both sexes,13,77.5
2017,New Brunswick,12 to 17 years,Males,13,68.3
2017,New Brunswick,12 to 17 years,Females,13,87.0
2017,New Brunswick,18 to 34 years,Both sexes,13,67.6
2017,New Brunswick,18 to 34 years,Males,13,66.1
2017,New Brunswick,18 to 34 years,Females,13,69.1
2017,New Brunswick,35 to 49 years,Both sexes,13,65.7
2017,New Brunswick,35 to 49 years,Males,13,66.1
2017,New Brunswick,35 to 49 years,Females,13,65.4
2017,New Brunswick,50 to 64 years,Both sexes,13,65.1
2017,New Brunswick,50 to 64 years,Males,13,62.4
2017,New Brunswick,50 to 64 years,Females,13,67.7
2017,New Brunswick,65 years and over,Both sexes,13,66.4
2017,New Brunswick,65 years and over,Males,13,69.0
2017,New Brunswick,65 years and over,Females,13,64.3
2017,Quebec,"Total, 12 years and over",Both sexes,24,73.8
2017,Quebec,"Total, 12 years and over",Males,24,76.2
2017,Quebec,"Total, 12 years and over",Females,24,71.4
2017,Quebec,12 to 17 years,Both sexes,24,77.6
2017,Quebec,12 to 17 years,Males,24,79.0
2017,Quebec,12 to 17 years,Females,24,76.1
2017,Quebec,18 to 34 years,Both sexes,24,72.4
2017,Quebec,18 to 34 years,Males,24,75.3
2017,Quebec,18 to 34 years,Females,24,69.4
2017,Quebec,35 to 49 years,Both sexes,24,72.3
2017,Quebec,35 to 49 years,Males,24,74.7
