Year,data.Geography,data.Age group,data.Sex,Value
2019,data.Canada,data.65 years and over,data.Both sexes,7.6
2020,data.Canada,data.65 years and over,data.Both sexes,7.4
2015,data.Canada,data.65 years and over,data.Males,9.8
2016,data.Canada,data.65 years and over,data.Males,10.5
2017,data.Canada,data.65 years and over,data.Males,11.1
2018,data.Canada,data.65 years and over,data.Males,10.6
2019,data.Canada,data.65 years and over,data.Males,10.7
2020,data.Canada,data.65 years and over,data.Males,10.4
2015,data.Canada,data.65 years and over,data.Females,4.0
2016,data.Canada,data.65 years and over,data.Females,4.3
2017,data.Canada,data.65 years and over,data.Females,4.9
2018,data.Canada,data.65 years and over,data.Females,4.6
2019,data.Canada,data.65 years and over,data.Females,4.9
2020,data.Canada,data.65 years and over,data.Females,4.7
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,25.6
2016,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,25.8
2017,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,25.7
2018,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,27.7
2019,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,23.6
2020,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,21.0
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,36.4
2016,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,33.5
2017,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,34.0
2018,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,35.5
2019,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,28.6
2020,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,28.1
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,15.1
2016,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,18.5
2017,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,17.8
2018,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,19.9
2019,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,18.7
2020,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,14.2
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,
2016,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,
2017,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,
2018,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,
2019,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,
2020,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,
2016,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,
2017,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,
2018,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,
2019,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,
2020,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,
2016,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,
2017,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,
2018,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,
2019,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,
2020,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,40.0
2016,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,33.4
2017,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,36.2
2018,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,40.5
2019,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,33.5
2020,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,27.2
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,48.6
2016,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,37.3
2017,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,41.7
2018,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,47.0
2019,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,34.8
2020,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,34.9
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,31.2
2016,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,29.3
2017,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,30.6
2018,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,33.3
2019,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,32.1
2020,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,31.3
2016,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,38.4
2017,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,35.3
2018,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,33.8
2019,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,30.4
2020,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,28.3
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,46.7
2016,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,47.3
2017,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,41.8
2018,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,45.5
2019,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,38.7
2020,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,32.0
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,16.8
2016,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,29.9
2017,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,29.2
2018,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,23.1
2019,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,22.4
2020,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,24.8
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,22.9
2016,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,27.2
2017,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,28.5
2018,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,33.1
2019,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,28.2
2020,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,24.3
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,35.1
2016,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,40.2
2017,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,42.4
2018,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,41.0
2019,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,32.7
2020,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,35.3
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,11.0
2016,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,14.9
2017,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,15.1
2018,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,25.1
2019,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,23.8
2020,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,13.8
2015,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,12.9
2016,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,9.8
2017,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,9.1
2018,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,11.2
2019,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,9.1
2020,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,10.5
2015,data.Newfoundland and Labrador,data.65 years and over,data.Males,23.0
2016,data.Newfoundland and Labrador,data.65 years and over,data.Males,15.6
2017,data.Newfoundland and Labrador,data.65 years and over,data.Males,16.8
2018,data.Newfoundland and Labrador,data.65 years and over,data.Males,18.4
2019,data.Newfoundland and Labrador,data.65 years and over,data.Males,15.7
2020,data.Newfoundland and Labrador,data.65 years and over,data.Males,18.2
2015,data.Newfoundland and Labrador,data.65 years and over,data.Females,
2016,data.Newfoundland and Labrador,data.65 years and over,data.Females,
2017,data.Newfoundland and Labrador,data.65 years and over,data.Females,
2018,data.Newfoundland and Labrador,data.65 years and over,data.Females,4.9
2019,data.Newfoundland and Labrador,data.65 years and over,data.Females,3.3
2020,data.Newfoundland and Labrador,data.65 years and over,data.Females,3.4
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,18.8
2016,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,20.1
2017,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,16.7
2018,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,17.5
2019,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,20.8
2020,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,19.4
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,25.0
2016,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,22.7
2017,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,22.4
2018,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,25.5
2019,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,28.2
2020,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,27.7
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,12.9
2016,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,17.6
2017,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,11.3
2018,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,9.8
2019,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,13.6
2020,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,11.3
2015,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,
2016,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,
2017,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,
2018,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,
2019,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,
2020,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,
2015,data.Prince Edward Island,data.12 to 17 years,data.Males,
2016,data.Prince Edward Island,data.12 to 17 years,data.Males,
2017,data.Prince Edward Island,data.12 to 17 years,data.Males,
2018,data.Prince Edward Island,data.12 to 17 years,data.Males,
2019,data.Prince Edward Island,data.12 to 17 years,data.Males,
2020,data.Prince Edward Island,data.12 to 17 years,data.Males,
2015,data.Prince Edward Island,data.12 to 17 years,data.Females,
2016,data.Prince Edward Island,data.12 to 17 years,data.Females,
2017,data.Prince Edward Island,data.12 to 17 years,data.Females,
2018,data.Prince Edward Island,data.12 to 17 years,data.Females,
2019,data.Prince Edward Island,data.12 to 17 years,data.Females,
2020,data.Prince Edward Island,data.12 to 17 years,data.Females,
2015,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,31.4
2016,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,35.7
2017,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,30.7
2018,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,29.9
2019,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,35.5
2020,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,30.9
2015,data.Prince Edward Island,data.18 to 34 years,data.Males,34.8
2016,data.Prince Edward Island,data.18 to 34 years,data.Males,33.6
2017,data.Prince Edward Island,data.18 to 34 years,data.Males,40.2
2018,data.Prince Edward Island,data.18 to 34 years,data.Males,42.1
2019,data.Prince Edward Island,data.18 to 34 years,data.Males,50.1
2020,data.Prince Edward Island,data.18 to 34 years,data.Males,
2015,data.Prince Edward Island,data.18 to 34 years,data.Females,28.2
2016,data.Prince Edward Island,data.18 to 34 years,data.Females,37.7
2017,data.Prince Edward Island,data.18 to 34 years,data.Females,21.1
2018,data.Prince Edward Island,data.18 to 34 years,data.Females,17.3
2019,data.Prince Edward Island,data.18 to 34 years,data.Females,20.0
2020,data.Prince Edward Island,data.18 to 34 years,data.Females,
2015,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,23.2
2016,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,24.9
2017,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,16.8
2018,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,15.6
2019,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,26.2
2020,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,20.1
2015,data.Prince Edward Island,data.35 to 49 years,data.Males,36.3
2016,data.Prince Edward Island,data.35 to 49 years,data.Males,25.4
2017,data.Prince Edward Island,data.35 to 49 years,data.Males,22.5
2018,data.Prince Edward Island,data.35 to 49 years,data.Males,23.0
2019,data.Prince Edward Island,data.35 to 49 years,data.Males,28.2
2020,data.Prince Edward Island,data.35 to 49 years,data.Males,
2015,data.Prince Edward Island,data.35 to 49 years,data.Females,10.9
2016,data.Prince Edward Island,data.35 to 49 years,data.Females,24.4
2017,data.Prince Edward Island,data.35 to 49 years,data.Females,11.7
2018,data.Prince Edward Island,data.35 to 49 years,data.Females,8.6
2019,data.Prince Edward Island,data.35 to 49 years,data.Females,24.4
2020,data.Prince Edward Island,data.35 to 49 years,data.Females,
2015,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,17.1
2016,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,19.5
2017,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,13.7
2018,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,19.6
2019,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,16.6
2020,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,22.7
2015,data.Prince Edward Island,data.50 to 64 years,data.Males,22.5
2016,data.Prince Edward Island,data.50 to 64 years,data.Males,31.3
2017,data.Prince Edward Island,data.50 to 64 years,data.Males,17.5
2018,data.Prince Edward Island,data.50 to 64 years,data.Males,27.3
2019,data.Prince Edward Island,data.50 to 64 years,data.Males,25.8
2020,data.Prince Edward Island,data.50 to 64 years,data.Males,39.0
2015,data.Prince Edward Island,data.50 to 64 years,data.Females,11.9
2016,data.Prince Edward Island,data.50 to 64 years,data.Females,8.3
2017,data.Prince Edward Island,data.50 to 64 years,data.Females,
2018,data.Prince Edward Island,data.50 to 64 years,data.Females,12.3
2019,data.Prince Edward Island,data.50 to 64 years,data.Females,7.7
2020,data.Prince Edward Island,data.50 to 64 years,data.Females,
2015,data.Prince Edward Island,data.65 years and over,data.Both sexes,6.6
2016,data.Prince Edward Island,data.65 years and over,data.Both sexes,4.0
2017,data.Prince Edward Island,data.65 years and over,data.Both sexes,9.8
2018,data.Prince Edward Island,data.65 years and over,data.Both sexes,7.8
2019,data.Prince Edward Island,data.65 years and over,data.Both sexes,8.3
2020,data.Prince Edward Island,data.65 years and over,data.Both sexes,7.9
2015,data.Prince Edward Island,data.65 years and over,data.Males,
2016,data.Prince Edward Island,data.65 years and over,data.Males,
2017,data.Prince Edward Island,data.65 years and over,data.Males,15.7
2018,data.Prince Edward Island,data.65 years and over,data.Males,15.0
2019,data.Prince Edward Island,data.65 years and over,data.Males,13.1
2020,data.Prince Edward Island,data.65 years and over,data.Males,11.1
2015,data.Prince Edward Island,data.65 years and over,data.Females,
2016,data.Prince Edward Island,data.65 years and over,data.Females,
2017,data.Prince Edward Island,data.65 years and over,data.Females,
2018,data.Prince Edward Island,data.65 years and over,data.Females,
2019,data.Prince Edward Island,data.65 years and over,data.Females,4.2
2020,data.Prince Edward Island,data.65 years and over,data.Females,5.2
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,20.6
2016,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,21.1
2017,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,22.3
2018,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,19.2
2019,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,22.0
2020,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,18.6
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Males,24.1
2016,data.Nova Scotia,"data.Total, 12 years and over",data.Males,27.4
2017,data.Nova Scotia,"data.Total, 12 years and over",data.Males,28.4
2018,data.Nova Scotia,"data.Total, 12 years and over",data.Males,25.5
2019,data.Nova Scotia,"data.Total, 12 years and over",data.Males,27.7
2020,data.Nova Scotia,"data.Total, 12 years and over",data.Males,19.8
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Females,17.3
2016,data.Nova Scotia,"data.Total, 12 years and over",data.Females,15.1
2017,data.Nova Scotia,"data.Total, 12 years and over",data.Females,16.7
2018,data.Nova Scotia,"data.Total, 12 years and over",data.Females,13.3
2019,data.Nova Scotia,"data.Total, 12 years and over",data.Females,16.6
2020,data.Nova Scotia,"data.Total, 12 years and over",data.Females,17.5
2015,data.Nova Scotia,data.12 to 17 years,data.Both sexes,5.8
2016,data.Nova Scotia,data.12 to 17 years,data.Both sexes,
2017,data.Nova Scotia,data.12 to 17 years,data.Both sexes,
2018,data.Nova Scotia,data.12 to 17 years,data.Both sexes,
2019,data.Nova Scotia,data.12 to 17 years,data.Both sexes,
2020,data.Nova Scotia,data.12 to 17 years,data.Both sexes,
2015,data.Nova Scotia,data.12 to 17 years,data.Males,
2016,data.Nova Scotia,data.12 to 17 years,data.Males,
2017,data.Nova Scotia,data.12 to 17 years,data.Males,
2018,data.Nova Scotia,data.12 to 17 years,data.Males,
2019,data.Nova Scotia,data.12 to 17 years,data.Males,
2020,data.Nova Scotia,data.12 to 17 years,data.Males,
2015,data.Nova Scotia,data.12 to 17 years,data.Females,
2016,data.Nova Scotia,data.12 to 17 years,data.Females,
2017,data.Nova Scotia,data.12 to 17 years,data.Females,
2018,data.Nova Scotia,data.12 to 17 years,data.Females,
2019,data.Nova Scotia,data.12 to 17 years,data.Females,
2020,data.Nova Scotia,data.12 to 17 years,data.Females,
2015,data.Nova Scotia,data.18 to 34 years,data.Both sexes,31.1
2016,data.Nova Scotia,data.18 to 34 years,data.Both sexes,37.0
2017,data.Nova Scotia,data.18 to 34 years,data.Both sexes,33.0
2018,data.Nova Scotia,data.18 to 34 years,data.Both sexes,29.1
2019,data.Nova Scotia,data.18 to 34 years,data.Both sexes,38.2
2020,data.Nova Scotia,data.18 to 34 years,data.Both sexes,23.2
2015,data.Nova Scotia,data.18 to 34 years,data.Males,35.1
2016,data.Nova Scotia,data.18 to 34 years,data.Males,45.3
2017,data.Nova Scotia,data.18 to 34 years,data.Males,40.5
2018,data.Nova Scotia,data.18 to 34 years,data.Males,36.0
2019,data.Nova Scotia,data.18 to 34 years,data.Males,41.4
2020,data.Nova Scotia,data.18 to 34 years,data.Males,
2015,data.Nova Scotia,data.18 to 34 years,data.Females,27.0
2016,data.Nova Scotia,data.18 to 34 years,data.Females,28.6
2017,data.Nova Scotia,data.18 to 34 years,data.Females,25.5
2018,data.Nova Scotia,data.18 to 34 years,data.Females,22.4
2019,data.Nova Scotia,data.18 to 34 years,data.Females,34.9
2020,data.Nova Scotia,data.18 to 34 years,data.Females,29.7
2015,data.Nova Scotia,data.35 to 49 years,data.Both sexes,24.2
2016,data.Nova Scotia,data.35 to 49 years,data.Both sexes,24.2
2017,data.Nova Scotia,data.35 to 49 years,data.Both sexes,31.6
2018,data.Nova Scotia,data.35 to 49 years,data.Both sexes,20.8
2019,data.Nova Scotia,data.35 to 49 years,data.Both sexes,23.4
2020,data.Nova Scotia,data.35 to 49 years,data.Both sexes,21.9
2015,data.Nova Scotia,data.35 to 49 years,data.Males,30.1
2016,data.Nova Scotia,data.35 to 49 years,data.Males,31.4
2017,data.Nova Scotia,data.35 to 49 years,data.Males,34.8
2018,data.Nova Scotia,data.35 to 49 years,data.Males,26.8
2019,data.Nova Scotia,data.35 to 49 years,data.Males,32.7
2020,data.Nova Scotia,data.35 to 49 years,data.Males,23.0
2015,data.Nova Scotia,data.35 to 49 years,data.Females,18.6
2016,data.Nova Scotia,data.35 to 49 years,data.Females,17.4
2017,data.Nova Scotia,data.35 to 49 years,data.Females,28.6
2018,data.Nova Scotia,data.35 to 49 years,data.Females,15.2
2019,data.Nova Scotia,data.35 to 49 years,data.Females,14.6
2020,data.Nova Scotia,data.35 to 49 years,data.Females,21.0
2015,data.Nova Scotia,data.50 to 64 years,data.Both sexes,23.2
2016,data.Nova Scotia,data.50 to 64 years,data.Both sexes,19.8
2017,data.Nova Scotia,data.50 to 64 years,data.Both sexes,21.6
2018,data.Nova Scotia,data.50 to 64 years,data.Both sexes,22.5
2019,data.Nova Scotia,data.50 to 64 years,data.Both sexes,21.8
2020,data.Nova Scotia,data.50 to 64 years,data.Both sexes,24.4
2015,data.Nova Scotia,data.50 to 64 years,data.Males,24.2
2016,data.Nova Scotia,data.50 to 64 years,data.Males,26.4
2017,data.Nova Scotia,data.50 to 64 years,data.Males,29.6
2018,data.Nova Scotia,data.50 to 64 years,data.Males,29.8
2019,data.Nova Scotia,data.50 to 64 years,data.Males,28.6
2020,data.Nova Scotia,data.50 to 64 years,data.Males,30.1
2015,data.Nova Scotia,data.50 to 64 years,data.Females,22.4
2016,data.Nova Scotia,data.50 to 64 years,data.Females,13.7
2017,data.Nova Scotia,data.50 to 64 years,data.Females,14.2
2018,data.Nova Scotia,data.50 to 64 years,data.Females,15.6
2019,data.Nova Scotia,data.50 to 64 years,data.Females,15.4
2020,data.Nova Scotia,data.50 to 64 years,data.Females,19.0
2015,data.Nova Scotia,data.65 years and over,data.Both sexes,6.5
2016,data.Nova Scotia,data.65 years and over,data.Both sexes,7.5
2017,data.Nova Scotia,data.65 years and over,data.Both sexes,9.0
2018,data.Nova Scotia,data.65 years and over,data.Both sexes,8.5
2019,data.Nova Scotia,data.65 years and over,data.Both sexes,9.8
2020,data.Nova Scotia,data.65 years and over,data.Both sexes,8.7
2015,data.Nova Scotia,data.65 years and over,data.Males,10.0
2016,data.Nova Scotia,data.65 years and over,data.Males,12.0
2017,data.Nova Scotia,data.65 years and over,data.Males,14.4
2018,data.Nova Scotia,data.65 years and over,data.Males,14.5
2019,data.Nova Scotia,data.65 years and over,data.Males,14.0
2020,data.Nova Scotia,data.65 years and over,data.Males,12.3
2015,data.Nova Scotia,data.65 years and over,data.Females,3.5
