Year,Geography,GeoCode,Value
2016,"Victoria, British Columbia",59935,142.0
2016,Yukon,60,88.0
2016,Northwest Territories,61,69.7
2016,Nunavut,62,45.8
2017,,,81.7
2017,Total Non-Census metropolitan area,,83.6
2017,Total Census metropolitan area,,81.0
2017,Newfoundland and Labrador,10,53.2
2017,"St. John's, Newfoundland and Labrador",10001,21.2
2017,Prince Edward Island,11,70.5
2017,Nova Scotia,12,177.7
2017,"Halifax, Nova Scotia",12205,121.6
2017,New Brunswick,13,116.1
2017,"Moncton, New Brunswick",13305,92.9
2017,Quebec,24,42.2
2017,"Gatineau, Quebec",24505,146.0
2017,"Montréal, Quebec",24462,32.3
2017,"Québec, Quebec",24421,72.5
2017,"Saguenay, Quebec",24408,29.1
2017,"Sherbrooke, Quebec",24433,72.8
2017,"Trois-Rivières, Quebec",24442,38.4
2017,Ontario,35,80.7
2017,"Barrie, Ontario",35568,42.1
2017,"Belleville, Ontario",35522,34.1
2017,"Brantford, Ontario",35543,200.2
2017,"Greater Sudbury, Ontario",35580,352.4
2017,"Guelph, Ontario",35550,198.3
2017,"Hamilton, Ontario",35537,56.5
2017,"Kingston, Ontario",35521,73.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",35541,197.0
2017,"London, Ontario",35555,64.7
2017,"Ottawa, Ontario",35505,123.8
2017,"Peterborough, Ontario",35529,114.4
2017,"St. Catharines-Niagara, Ontario",35539,111.9
2017,"Thunder Bay, Ontario",35595,84.2
2017,"Toronto, Ontario",35535,50.6
2017,"Windsor, Ontario",35559,53.0
2017,Manitoba,46,54.9
2017,"Winnipeg, Manitoba",46602,56.7
2017,Saskatchewan,47,78.7
2017,"Regina, Saskatchewan",47705,41.1
2017,"Saskatoon, Saskatchewan",47725,63.8
2017,Alberta,48,109.7
2017,"Calgary, Alberta",48825,115.9
2017,"Edmonton, Alberta",48835,117.7
2017,"Lethbridge, Alberta",48810,175.0
2017,British Columbia,59,113.7
2017,"Abbotsford-Mission, British Columbia",59932,124.2
2017,"Kelowna, British Columbia",59915,103.3
2017,"Vancouver, British Columbia",59933,129.2
2017,"Victoria, British Columbia",59935,133.1
2017,Yukon,60,101.0
2017,Northwest Territories,61,75.7
2017,Nunavut,62,53.3
2018,,,91.9
2018,Total Non-Census metropolitan area,,90.1
2018,Total Census metropolitan area,,92.6
2018,Newfoundland and Labrador,10,79.9
2018,"St. John's, Newfoundland and Labrador",10001,31.8
2018,Prince Edward Island,11,78.9
2018,Nova Scotia,12,236.1
2018,"Halifax, Nova Scotia",12205,211.2
2018,New Brunswick,13,133.6
2018,"Moncton, New Brunswick",13305,136.5
2018,Quebec,24,48.0
2018,"Gatineau, Quebec",24505,127.7
2018,"Montréal, Quebec",24462,36.5
2018,"Québec, Quebec",24421,98.0
2018,"Saguenay, Quebec",24408,27.3
2018,"Sherbrooke, Quebec",24433,68.3
2018,"Trois-Rivières, Quebec",24442,49.6
2018,Ontario,35,74.6
2018,"Barrie, Ontario",35568,52.6
2018,"Belleville, Ontario",35522,51.3
2018,"Brantford, Ontario",35543,192.7
2018,"Greater Sudbury, Ontario",35580,180.2
2018,"Guelph, Ontario",35550,161.8
2018,"Hamilton, Ontario",35537,39.0
2018,"Kingston, Ontario",35521,63.5
2018,"Kitchener-Cambridge-Waterloo, Ontario",35541,203.7
2018,"London, Ontario",35555,58.9
2018,"Ottawa, Ontario",35505,133.3
2018,"Peterborough, Ontario",35529,102.9
2018,"St. Catharines-Niagara, Ontario",35539,128.1
2018,"Thunder Bay, Ontario",35595,48.9
2018,"Toronto, Ontario",35535,47.9
2018,"Windsor, Ontario",35559,51.5
2018,Manitoba,46,65.7
2018,"Winnipeg, Manitoba",46602,68.1
2018,Saskatchewan,47,107.4
2018,"Regina, Saskatchewan",47705,67.2
2018,"Saskatoon, Saskatchewan",47725,95.9
2018,Alberta,48,140.2
2018,"Calgary, Alberta",48825,164.1
2018,"Edmonton, Alberta",48835,144.5
2018,"Lethbridge, Alberta",48810,312.5
2018,British Columbia,59,144.2
2018,"Abbotsford-Mission, British Columbia",59932,205.7
2018,"Kelowna, British Columbia",59915,121.8
2018,"Vancouver, British Columbia",59933,162.1
2018,"Victoria, British Columbia",59935,166.3
2018,Yukon,60,120.9
2018,Northwest Territories,61,124.5
2018,Nunavut,62,52.4
2019,,,129.3
2019,Total Non-Census metropolitan area,,110.3
2019,Total Census metropolitan area,,136.7
2019,Newfoundland and Labrador,10,119.0
2019,"St. John's, Newfoundland and Labrador",10001,41.1
2019,Prince Edward Island,11,101.6
2019,Nova Scotia,12,296.6
2019,"Halifax, Nova Scotia",12205,314.7
2019,New Brunswick,13,150.2
2019,"Moncton, New Brunswick",13305,145.3
2019,Quebec,24,57.9
2019,"Gatineau, Quebec",24505,149.8
2019,"Montréal, Quebec",24462,41.5
2019,"Québec, Quebec",24421,124.3
2019,"Saguenay, Quebec",24408,33.7
2019,"Sherbrooke, Quebec",24433,72.2
2019,"Trois-Rivières, Quebec",24442,78.0
2019,Ontario,35,129.7
2019,"Barrie, Ontario",35568,74.8
2019,"Belleville, Ontario",35522,61.2
2019,"Brantford, Ontario",35543,212.9
2019,"Greater Sudbury, Ontario",35580,202.9
2019,"Guelph, Ontario",35550,204.6
2019,"Hamilton, Ontario",35537,51.9
2019,"Kingston, Ontario",35521,95.1
2019,"Kitchener-Cambridge-Waterloo, Ontario",35541,262.2
2019,"London, Ontario",35555,80.5
2019,"Ottawa, Ontario",35505,155.5
2019,"Peterborough, Ontario",35529,178.3
2019,"St. Catharines-Niagara, Ontario",35539,229.2
2019,"Thunder Bay, Ontario",35595,75.6
2019,"Toronto, Ontario",35535,149.8
2019,"Windsor, Ontario",35559,66.0
2019,Manitoba,46,106.5
2019,"Winnipeg, Manitoba",46602,125.0
2019,Saskatchewan,47,92.1
2019,"Regina, Saskatchewan",47705,61.5
2019,"Saskatoon, Saskatchewan",47725,102.2
2019,Alberta,48,165.8
2019,"Calgary, Alberta",48825,166.8
2019,"Edmonton, Alberta",48835,197.4
2019,"Lethbridge, Alberta",48810,336.0
2019,British Columbia,59,196.4
2019,"Abbotsford-Mission, British Columbia",59932,200.7
2019,"Kelowna, British Columbia",59915,181.1
2019,"Vancouver, British Columbia",59933,222.0
2019,"Victoria, British Columbia",59935,182.4
2019,Yukon,60,152.3
2019,Northwest Territories,61,130.9
2019,Nunavut,62,77.7
2020,,,172.0
2020,Total Non-Census metropolitan area,,135.0
2020,Total Census metropolitan area,,186.3
2020,Newfoundland and Labrador,10,145.7
2020,"St. John's, Newfoundland and Labrador",10001,61.6
2020,Prince Edward Island,11,126.5
2020,Nova Scotia,12,303.4
2020,"Halifax, Nova Scotia",12205,309.2
2020,New Brunswick,13,189.8
2020,"Moncton, New Brunswick",13305,171.1
2020,"Saint John, New Brunswick",13310,136.0
2020,Quebec,24,79.0
2020,"Gatineau, Quebec",24505,256.0
2020,"Montréal, Quebec",24462,60.8
2020,"Québec, Quebec",24421,92.8
2020,"Saguenay, Quebec",24408,54.7
2020,"Sherbrooke, Quebec",24433,141.1
2020,"Trois-Rivières, Quebec",24442,175.4
2020,Ontario,35,181.6
2020,"Barrie, Ontario",35568,110.1
2020,"Belleville, Ontario",35522,71.7
2020,"Brantford, Ontario",35543,269.6
2020,"Greater Sudbury, Ontario",35580,364.6
2020,"Guelph, Ontario",35550,252.3
2020,"Hamilton, Ontario",35537,68.6
2020,"Kingston, Ontario",35521,250.0
2020,"Kitchener-Cambridge-Waterloo, Ontario",35541,416.4
2020,"London, Ontario",35555,47.2
2020,"Ottawa, Ontario",35505,208.6
2020,"Peterborough, Ontario",35529,231.6
2020,"St. Catharines-Niagara, Ontario",35539,430.1
2020,"Thunder Bay, Ontario",35595,84.3
2020,"Toronto, Ontario",35535,206.9
2020,"Windsor, Ontario",35559,106.8
2020,Manitoba,46,144.2
2020,"Winnipeg, Manitoba",46602,182.2
2020,Saskatchewan,47,126.5
2020,"Regina, Saskatchewan",47705,61.4
2020,"Saskatoon, Saskatchewan",47725,200.8
2020,Alberta,48,177.9
2020,"Calgary, Alberta",48825,185.3
2020,"Edmonton, Alberta",48835,219.4
2020,"Lethbridge, Alberta",48810,340.9
2020,British Columbia,59,286.4
2020,"Abbotsford-Mission, British Columbia",59932,352.5
2020,"Kelowna, British Columbia",59915,249.1
2020,"Vancouver, British Columbia",59933,321.6
2020,"Victoria, British Columbia",59935,299.8
2020,Yukon,60,191.9
2020,Northwest Territories,61,198.5
2020,Nunavut,62,140.5
2021,,,188.2
2021,Total Non-Census metropolitan area,,153.0
2021,Total Census metropolitan area,,201.9
2021,Newfoundland and Labrador,10,141.9
2021,"St. John's, Newfoundland and Labrador",10001,70.1
2021,Prince Edward Island,11,136.6
2021,Nova Scotia,12,295.6
2021,"Halifax, Nova Scotia",12205,300.1
2021,New Brunswick,13,195.8
2021,"Moncton, New Brunswick",13305,190.1
2021,"Saint John, New Brunswick",13310,107.2
2021,Quebec,24,97.3
2021,"Gatineau, Quebec",24505,277.5
2021,"Montréal, Quebec",24462,73.7
2021,"Québec, Quebec",24421,135.2
2021,"Saguenay, Quebec",24408,49.8
2021,"Sherbrooke, Quebec",24433,134.0
2021,"Trois-Rivières, Quebec",24442,265.3
2021,Ontario,35,197.4
2021,"Barrie, Ontario",35568,154.7
2021,"Belleville, Ontario",35522,117.0
2021,"Brantford, Ontario",35543,323.6
2021,"Greater Sudbury, Ontario",35580,446.4
2021,"Guelph, Ontario",35550,264.7
2021,"Hamilton, Ontario",35537,123.1
2021,"Kingston, Ontario",35521,252.8
2021,"Kitchener-Cambridge-Waterloo, Ontario",35541,542.1
2021,"London, Ontario",35555,51.8
2021,"Ottawa, Ontario",35505,240.1
2021,"Peterborough, Ontario",35529,159.7
2021,"St. Catharines-Niagara, Ontario",35539,528.8
2021,"Thunder Bay, Ontario",35595,151.9
2021,"Toronto, Ontario",35535,194.3
2021,"Windsor, Ontario",35559,165.6
2021,Manitoba,46,156.8
2021,"Winnipeg, Manitoba",46602,185.1
2021,Saskatchewan,47,161.9
2021,"Regina, Saskatchewan",47705,85.3
2021,"Saskatoon, Saskatchewan",47725,248.2
2021,Alberta,48,194.3
2021,"Calgary, Alberta",48825,200.7
2021,"Edmonton, Alberta",48835,237.0
2021,"Lethbridge, Alberta",48810,392.5
2021,British Columbia,59,304.1
2021,"Abbotsford-Mission, British Columbia",59932,442.4
2021,"Kelowna, British Columbia",59915,325.6
2021,"Vancouver, British Columbia",59933,319.5
2021,"Victoria, British Columbia",59935,335.6
2021,Yukon,60,215.3
2021,Northwest Territories,61,223.7
2021,Nunavut,62,148.6
2022,,,191.0
2022,Total Non-Census metropolitan area,,160.0
2022,Total Census metropolitan area,,202.8
2022,Newfoundland and Labrador,10,167.4
2022,"St. John's, Newfoundland and Labrador",10001,84.8
2022,Prince Edward Island,11,126.0
2022,Nova Scotia,12,308.1
2022,"Halifax, Nova Scotia",12205,326.1
2022,New Brunswick,13,196.9
2022,"Moncton, New Brunswick",13305,197.9
2022,"Saint John, New Brunswick",13310,102.8
2022,Quebec,24,93.0
2022,"Gatineau, Quebec",24505,302.7
2022,"Montréal, Quebec",24462,63.8
2022,"Québec, Quebec",24421,124.0
2022,"Saguenay, Quebec",24408,42.4
2022,"Sherbrooke, Quebec",24433,131.6
2022,"Trois-Rivières, Quebec",24442,173.1
2022,Ontario,35,186.7
2022,"Barrie, Ontario",35568,92.7
2022,"Belleville, Ontario",35522,85.4
2022,"Brantford, Ontario",35543,308.8
2022,"Greater Sudbury, Ontario",35580,401.9
2022,"Guelph, Ontario",35550,226.1
2022,"Hamilton, Ontario",35537,167.7
2022,"Kingston, Ontario",35521,208.7
2022,"Kitchener-Cambridge-Waterloo, Ontario",35541,588.8
2022,"London, Ontario",35555,102.3
2022,"Ottawa, Ontario",35505,215.3
2022,"Peterborough, Ontario",35529,194.5
2022,"St. Catharines-Niagara, Ontario",35539,401.2
2022,"Thunder Bay, Ontario",35595,288.3
2022,"Toronto, Ontario",35535,169.7
2022,"Windsor, Ontario",35559,260.8
2022,Manitoba,46,165.2
2022,"Winnipeg, Manitoba",46602,194.3
2022,Saskatchewan,47,159.9
2022,"Regina, Saskatchewan",47705,87.4
2022,"Saskatoon, Saskatchewan",47725,265.4
2022,Alberta,48,207.2
2022,"Calgary, Alberta",48825,197.6
2022,"Edmonton, Alberta",48835,266.7
2022,"Lethbridge, Alberta",48810,484.7
2022,British Columbia,59,343.1
2022,"Abbotsford-Mission, British Columbia",59932,490.3
2022,"Kelowna, British Columbia",59915,365.5
2022,"Vancouver, British Columbia",59933,356.7
2022,"Victoria, British Columbia",59935,429.0
2022,Yukon,60,186.5
2022,Northwest Territories,61,144.7
2022,Nunavut,62,153.0
