Year,Geography,Age group,Sex,GeoCode,Value
2016,Canada,"Total, 12 years and over",Females,,36.9
2016,Canada,12 to 17 years,Both sexes,,29.1
2016,Canada,12 to 17 years,Males,,27.7
2016,Canada,12 to 17 years,Females,,30.5
2016,Canada,18 to 34 years,Both sexes,,30.4
2016,Canada,18 to 34 years,Males,,24.4
2016,Canada,18 to 34 years,Females,,36.4
2016,Canada,35 to 49 years,Both sexes,,32.1
2016,Canada,35 to 49 years,Males,,23.5
2016,Canada,35 to 49 years,Females,,40.4
2016,Canada,50 to 64 years,Both sexes,,28.4
2016,Canada,50 to 64 years,Males,,20.3
2016,Canada,50 to 64 years,Females,,36.3
2016,Canada,65 years and over,Both sexes,,29.5
2016,Canada,65 years and over,Males,,21.3
2016,Canada,65 years and over,Females,,36.3
2016,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,18.3
2016,Newfoundland and Labrador,"Total, 12 years and over",Males,10,13.9
2016,Newfoundland and Labrador,"Total, 12 years and over",Females,10,22.5
2016,Newfoundland and Labrador,12 to 17 years,Both sexes,10,22.3
2016,Newfoundland and Labrador,12 to 17 years,Males,10,16.8
2016,Newfoundland and Labrador,12 to 17 years,Females,10,27.9
2016,Newfoundland and Labrador,18 to 34 years,Both sexes,10,16.7
2016,Newfoundland and Labrador,18 to 34 years,Males,10,15.0
2016,Newfoundland and Labrador,18 to 34 years,Females,10,18.3
2016,Newfoundland and Labrador,35 to 49 years,Both sexes,10,21.0
2016,Newfoundland and Labrador,35 to 49 years,Males,10,9.4
2016,Newfoundland and Labrador,35 to 49 years,Females,10,31.9
2016,Newfoundland and Labrador,50 to 64 years,Both sexes,10,18.0
2016,Newfoundland and Labrador,50 to 64 years,Males,10,20.2
2016,Newfoundland and Labrador,50 to 64 years,Females,10,15.9
2016,Newfoundland and Labrador,65 years and over,Both sexes,10,16.0
2016,Newfoundland and Labrador,65 years and over,Males,10,7.7
2016,Newfoundland and Labrador,65 years and over,Females,10,23.1
2016,Prince Edward Island,"Total, 12 years and over",Both sexes,11,30.3
2016,Prince Edward Island,"Total, 12 years and over",Males,11,25.8
2016,Prince Edward Island,"Total, 12 years and over",Females,11,34.4
2016,Prince Edward Island,12 to 17 years,Both sexes,11,30.6
2016,Prince Edward Island,12 to 17 years,Males,11,21.5
2016,Prince Edward Island,12 to 17 years,Females,11,39.5
2016,Prince Edward Island,18 to 34 years,Both sexes,11,30.0
2016,Prince Edward Island,18 to 34 years,Males,11,30.5
2016,Prince Edward Island,18 to 34 years,Females,11,29.5
2016,Prince Edward Island,35 to 49 years,Both sexes,11,30.1
2016,Prince Edward Island,35 to 49 years,Males,11,29.1
2016,Prince Edward Island,35 to 49 years,Females,11,31.0
2016,Prince Edward Island,50 to 64 years,Both sexes,11,35.0
2016,Prince Edward Island,50 to 64 years,Males,11,23.0
2016,Prince Edward Island,50 to 64 years,Females,11,45.5
2016,Prince Edward Island,65 years and over,Both sexes,11,24.7
2016,Prince Edward Island,65 years and over,Males,11,21.3
2016,Prince Edward Island,65 years and over,Females,11,27.4
2016,Nova Scotia,"Total, 12 years and over",Both sexes,12,22.9
2016,Nova Scotia,"Total, 12 years and over",Males,12,16.8
2016,Nova Scotia,"Total, 12 years and over",Females,12,28.4
2016,Nova Scotia,12 to 17 years,Both sexes,12,21.7
2016,Nova Scotia,12 to 17 years,Males,12,25.1
2016,Nova Scotia,12 to 17 years,Females,12,18.1
2016,Nova Scotia,18 to 34 years,Both sexes,12,20.2
2016,Nova Scotia,18 to 34 years,Males,12,16.8
2016,Nova Scotia,18 to 34 years,Females,12,23.6
2016,Nova Scotia,35 to 49 years,Both sexes,12,27.0
2016,Nova Scotia,35 to 49 years,Males,12,16.3
2016,Nova Scotia,35 to 49 years,Females,12,36.9
2016,Nova Scotia,50 to 64 years,Both sexes,12,22.5
2016,Nova Scotia,50 to 64 years,Males,12,15.4
2016,Nova Scotia,50 to 64 years,Females,12,29.1
2016,Nova Scotia,65 years and over,Both sexes,12,22.4
2016,Nova Scotia,65 years and over,Males,12,16.6
2016,Nova Scotia,65 years and over,Females,12,27.0
2016,New Brunswick,"Total, 12 years and over",Both sexes,13,25.1
2016,New Brunswick,"Total, 12 years and over",Males,13,16.9
2016,New Brunswick,"Total, 12 years and over",Females,13,32.5
2016,New Brunswick,12 to 17 years,Both sexes,13,30.0
2016,New Brunswick,12 to 17 years,Males,13,23.3
2016,New Brunswick,12 to 17 years,Females,13,36.9
2016,New Brunswick,18 to 34 years,Both sexes,13,30.2
2016,New Brunswick,18 to 34 years,Males,13,23.8
2016,New Brunswick,18 to 34 years,Females,13,36.4
2016,New Brunswick,35 to 49 years,Both sexes,13,28.4
2016,New Brunswick,35 to 49 years,Males,13,18.1
2016,New Brunswick,35 to 49 years,Females,13,37.9
2016,New Brunswick,50 to 64 years,Both sexes,13,20.3
2016,New Brunswick,50 to 64 years,Males,13,10.6
2016,New Brunswick,50 to 64 years,Females,13,29.0
2016,New Brunswick,65 years and over,Both sexes,13,20.1
2016,New Brunswick,65 years and over,Males,13,13.6
2016,New Brunswick,65 years and over,Females,13,25.4
2016,Quebec,"Total, 12 years and over",Both sexes,24,38.4
2016,Quebec,"Total, 12 years and over",Males,24,29.6
2016,Quebec,"Total, 12 years and over",Females,24,46.9
2016,Quebec,12 to 17 years,Both sexes,24,42.2
2016,Quebec,12 to 17 years,Males,24,40.6
2016,Quebec,12 to 17 years,Females,24,43.7
2016,Quebec,18 to 34 years,Both sexes,24,40.5
2016,Quebec,18 to 34 years,Males,24,32.3
2016,Quebec,18 to 34 years,Females,24,48.4
2016,Quebec,35 to 49 years,Both sexes,24,41.7
2016,Quebec,35 to 49 years,Males,24,31.7
2016,Quebec,35 to 49 years,Females,24,51.9
2016,Quebec,50 to 64 years,Both sexes,24,34.4
2016,Quebec,50 to 64 years,Males,24,26.9
2016,Quebec,50 to 64 years,Females,24,42.0
2016,Quebec,65 years and over,Both sexes,24,35.7
2016,Quebec,65 years and over,Males,24,22.8
2016,Quebec,65 years and over,Females,24,46.4
2016,Ontario,"Total, 12 years and over",Both sexes,35,26.9
2016,Ontario,"Total, 12 years and over",Males,35,20.5
2016,Ontario,"Total, 12 years and over",Females,35,32.8
2016,Ontario,12 to 17 years,Both sexes,35,25.2
2016,Ontario,12 to 17 years,Males,35,24.9
2016,Ontario,12 to 17 years,Females,35,25.5
2016,Ontario,18 to 34 years,Both sexes,35,24.9
2016,Ontario,18 to 34 years,Males,35,19.5
2016,Ontario,18 to 34 years,Females,35,30.1
2016,Ontario,35 to 49 years,Both sexes,35,29.7
2016,Ontario,35 to 49 years,Males,35,21.8
2016,Ontario,35 to 49 years,Females,35,36.9
2016,Ontario,50 to 64 years,Both sexes,35,27.0
2016,Ontario,50 to 64 years,Males,35,18.6
2016,Ontario,50 to 64 years,Females,35,35.0
2016,Ontario,65 years and over,Both sexes,35,26.7
2016,Ontario,65 years and over,Males,35,21.2
2016,Ontario,65 years and over,Females,35,31.2
2016,Manitoba,"Total, 12 years and over",Both sexes,46,25.0
2016,Manitoba,"Total, 12 years and over",Males,46,16.7
2016,Manitoba,"Total, 12 years and over",Females,46,32.8
2016,Manitoba,12 to 17 years,Both sexes,46,19.8
2016,Manitoba,12 to 17 years,Males,46,15.8
2016,Manitoba,12 to 17 years,Females,46,24.0
2016,Manitoba,18 to 34 years,Both sexes,46,26.9
2016,Manitoba,18 to 34 years,Males,46,19.0
2016,Manitoba,18 to 34 years,Females,46,34.7
2016,Manitoba,35 to 49 years,Both sexes,46,27.6
2016,Manitoba,35 to 49 years,Males,46,17.8
2016,Manitoba,35 to 49 years,Females,46,37.0
2016,Manitoba,50 to 64 years,Both sexes,46,22.2
2016,Manitoba,50 to 64 years,Males,46,13.2
2016,Manitoba,50 to 64 years,Females,46,31.0
2016,Manitoba,65 years and over,Both sexes,46,24.7
2016,Manitoba,65 years and over,Males,46,17.0
2016,Manitoba,65 years and over,Females,46,30.7
2016,Saskatchewan,"Total, 12 years and over",Both sexes,47,26.7
2016,Saskatchewan,"Total, 12 years and over",Males,47,18.2
2016,Saskatchewan,"Total, 12 years and over",Females,47,35.4
2016,Saskatchewan,12 to 17 years,Both sexes,47,24.4
2016,Saskatchewan,12 to 17 years,Males,47,16.0
2016,Saskatchewan,12 to 17 years,Females,47,32.9
2016,Saskatchewan,18 to 34 years,Both sexes,47,27.9
2016,Saskatchewan,18 to 34 years,Males,47,22.4
2016,Saskatchewan,18 to 34 years,Females,47,33.9
2016,Saskatchewan,35 to 49 years,Both sexes,47,23.0
2016,Saskatchewan,35 to 49 years,Males,47,15.8
2016,Saskatchewan,35 to 49 years,Females,47,30.4
2016,Saskatchewan,50 to 64 years,Both sexes,47,26.7
2016,Saskatchewan,50 to 64 years,Males,47,14.4
2016,Saskatchewan,50 to 64 years,Females,47,39.5
2016,Saskatchewan,65 years and over,Both sexes,47,30.8
2016,Saskatchewan,65 years and over,Males,47,20.8
2016,Saskatchewan,65 years and over,Females,47,39.8
2016,Alberta,"Total, 12 years and over",Both sexes,48,27.9
2016,Alberta,"Total, 12 years and over",Males,48,19.8
2016,Alberta,"Total, 12 years and over",Females,48,36.1
2016,Alberta,12 to 17 years,Both sexes,48,27.3
2016,Alberta,12 to 17 years,Males,48,22.4
2016,Alberta,12 to 17 years,Females,48,31.8
2016,Alberta,18 to 34 years,Both sexes,48,28.8
2016,Alberta,18 to 34 years,Males,48,21.7
2016,Alberta,18 to 34 years,Females,48,36.2
2016,Alberta,35 to 49 years,Both sexes,48,29.2
2016,Alberta,35 to 49 years,Males,48,20.7
2016,Alberta,35 to 49 years,Females,48,38.3
2016,Alberta,50 to 64 years,Both sexes,48,24.2
2016,Alberta,50 to 64 years,Males,48,15.4
2016,Alberta,50 to 64 years,Females,48,33.5
2016,Alberta,65 years and over,Both sexes,48,29.9
2016,Alberta,65 years and over,Males,48,20.3
2016,Alberta,65 years and over,Females,48,38.4
2016,British Columbia,"Total, 12 years and over",Both sexes,59,31.7
2016,British Columbia,"Total, 12 years and over",Males,59,25.9
2016,British Columbia,"Total, 12 years and over",Females,59,37.4
2016,British Columbia,12 to 17 years,Both sexes,59,26.8
2016,British Columbia,12 to 17 years,Males,59,28.8
2016,British Columbia,12 to 17 years,Females,59,24.9
2016,British Columbia,18 to 34 years,Both sexes,59,36.2
2016,British Columbia,18 to 34 years,Males,59,31.9
2016,British Columbia,18 to 34 years,Females,59,40.5
2016,British Columbia,35 to 49 years,Both sexes,59,30.5
2016,British Columbia,35 to 49 years,Males,59,23.0
2016,British Columbia,35 to 49 years,Females,59,37.9
2016,British Columbia,50 to 64 years,Both sexes,59,30.4
2016,British Columbia,50 to 64 years,Males,59,22.5
2016,British Columbia,50 to 64 years,Females,59,37.9
2016,British Columbia,65 years and over,Both sexes,59,30.3
2016,British Columbia,65 years and over,Males,59,24.1
2016,British Columbia,65 years and over,Females,59,35.9
2017,Canada,"Total, 12 years and over",Males,,22.3
2017,Canada,"Total, 12 years and over",Females,,34.7
2017,Canada,12 to 17 years,Both sexes,,27.5
2017,Canada,12 to 17 years,Males,,24.4
2017,Canada,12 to 17 years,Females,,30.7
2017,Canada,18 to 34 years,Both sexes,,27.1
2017,Canada,18 to 34 years,Males,,21.8
2017,Canada,18 to 34 years,Females,,32.4
2017,Canada,35 to 49 years,Both sexes,,30.1
2017,Canada,35 to 49 years,Males,,23.3
2017,Canada,35 to 49 years,Females,,36.7
2017,Canada,50 to 64 years,Both sexes,,27.8
2017,Canada,50 to 64 years,Males,,20.7
2017,Canada,50 to 64 years,Females,,34.7
2017,Canada,65 years and over,Both sexes,,30.6
2017,Canada,65 years and over,Males,,23.3
2017,Canada,65 years and over,Females,,36.7
2017,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,18.3
2017,Newfoundland and Labrador,"Total, 12 years and over",Males,10,13.5
2017,Newfoundland and Labrador,"Total, 12 years and over",Females,10,22.8
2017,Newfoundland and Labrador,12 to 17 years,Both sexes,10,15.0
2017,Newfoundland and Labrador,12 to 17 years,Males,10,
2017,Newfoundland and Labrador,12 to 17 years,Females,10,15.5
2017,Newfoundland and Labrador,18 to 34 years,Both sexes,10,19.9
2017,Newfoundland and Labrador,18 to 34 years,Males,10,14.6
2017,Newfoundland and Labrador,18 to 34 years,Females,10,25.3
2017,Newfoundland and Labrador,35 to 49 years,Both sexes,10,18.6
2017,Newfoundland and Labrador,35 to 49 years,Males,10,11.2
2017,Newfoundland and Labrador,35 to 49 years,Females,10,25.9
2017,Newfoundland and Labrador,50 to 64 years,Both sexes,10,16.8
2017,Newfoundland and Labrador,50 to 64 years,Males,10,17.3
2017,Newfoundland and Labrador,50 to 64 years,Females,10,16.3
2017,Newfoundland and Labrador,65 years and over,Both sexes,10,19.4
2017,Newfoundland and Labrador,65 years and over,Males,10,9.6
2017,Newfoundland and Labrador,65 years and over,Females,10,27.7
2017,Prince Edward Island,"Total, 12 years and over",Both sexes,11,25.9
2017,Prince Edward Island,"Total, 12 years and over",Males,11,17.0
2017,Prince Edward Island,"Total, 12 years and over",Females,11,34.3
2017,Prince Edward Island,12 to 17 years,Both sexes,11,22.6
2017,Prince Edward Island,12 to 17 years,Males,11,
2017,Prince Edward Island,12 to 17 years,Females,11,28.3
2017,Prince Edward Island,18 to 34 years,Both sexes,11,28.3
2017,Prince Edward Island,18 to 34 years,Males,11,18.8
2017,Prince Edward Island,18 to 34 years,Females,11,36.9
2017,Prince Edward Island,35 to 49 years,Both sexes,11,33.1
2017,Prince Edward Island,35 to 49 years,Males,11,22.7
2017,Prince Edward Island,35 to 49 years,Females,11,43.0
2017,Prince Edward Island,50 to 64 years,Both sexes,11,23.2
2017,Prince Edward Island,50 to 64 years,Males,11,15.5
2017,Prince Edward Island,50 to 64 years,Females,11,30.6
2017,Prince Edward Island,65 years and over,Both sexes,11,19.8
2017,Prince Edward Island,65 years and over,Males,11,10.0
2017,Prince Edward Island,65 years and over,Females,11,28.3
2017,Nova Scotia,"Total, 12 years and over",Both sexes,12,25.5
2017,Nova Scotia,"Total, 12 years and over",Males,12,21.1
2017,Nova Scotia,"Total, 12 years and over",Females,12,29.5
2017,Nova Scotia,12 to 17 years,Both sexes,12,27.3
2017,Nova Scotia,12 to 17 years,Males,12,26.0
2017,Nova Scotia,12 to 17 years,Females,12,28.7
2017,Nova Scotia,18 to 34 years,Both sexes,12,22.7
2017,Nova Scotia,18 to 34 years,Males,12,16.0
2017,Nova Scotia,18 to 34 years,Females,12,29.2
2017,Nova Scotia,35 to 49 years,Both sexes,12,31.5
2017,Nova Scotia,35 to 49 years,Males,12,31.0
2017,Nova Scotia,35 to 49 years,Females,12,31.9
2017,Nova Scotia,50 to 64 years,Both sexes,12,23.8
2017,Nova Scotia,50 to 64 years,Males,12,17.1
2017,Nova Scotia,50 to 64 years,Females,12,30.1
2017,Nova Scotia,65 years and over,Both sexes,12,24.3
2017,Nova Scotia,65 years and over,Males,12,21.0
2017,Nova Scotia,65 years and over,Females,12,26.9
2017,New Brunswick,"Total, 12 years and over",Both sexes,13,25.3
2017,New Brunswick,"Total, 12 years and over",Males,13,17.6
2017,New Brunswick,"Total, 12 years and over",Females,13,32.4
2017,New Brunswick,12 to 17 years,Both sexes,13,28.5
2017,New Brunswick,12 to 17 years,Males,13,30.1
2017,New Brunswick,12 to 17 years,Females,13,26.9
2017,New Brunswick,18 to 34 years,Both sexes,13,22.7
2017,New Brunswick,18 to 34 years,Males,13,11.9
2017,New Brunswick,18 to 34 years,Females,13,33.0
2017,New Brunswick,35 to 49 years,Both sexes,13,23.3
2017,New Brunswick,35 to 49 years,Males,13,16.1
2017,New Brunswick,35 to 49 years,Females,13,29.6
2017,New Brunswick,50 to 64 years,Both sexes,13,26.7
2017,New Brunswick,50 to 64 years,Males,13,17.0
2017,New Brunswick,50 to 64 years,Females,13,35.8
2017,New Brunswick,65 years and over,Both sexes,13,27.5
2017,New Brunswick,65 years and over,Males,13,22.6
2017,New Brunswick,65 years and over,Females,13,31.8
2017,Quebec,"Total, 12 years and over",Both sexes,24,34.5
2017,Quebec,"Total, 12 years and over",Males,24,27.1
2017,Quebec,"Total, 12 years and over",Females,24,41.8
2017,Quebec,12 to 17 years,Both sexes,24,38.7
2017,Quebec,12 to 17 years,Males,24,35.4
2017,Quebec,12 to 17 years,Females,24,41.9
2017,Quebec,18 to 34 years,Both sexes,24,32.5
2017,Quebec,18 to 34 years,Males,24,28.2
2017,Quebec,18 to 34 years,Females,24,36.8
2017,Quebec,35 to 49 years,Both sexes,24,36.1
2017,Quebec,35 to 49 years,Males,24,26.4
