Year,Geography,Asset,GeoCode,Value
2015,Manitoba,Electric power infrastructure,46,0.3565
2015,Manitoba,Oil and gas engineering construction,46,0.4515
2015,Manitoba,Other engineering construction,46,0.3806
2015,Manitoba,Other machinery and equipment,46,0.5947
2015,Manitoba,Transportation machinery and equipment,46,0.5414
2015,Saskatchewan,Total assets,47,0.3805
2015,Saskatchewan,Commercial buildings,47,0.3535
2015,Saskatchewan,Institutional buildings,47,0.3535
2015,Saskatchewan,Marine engineering infrastructure,47,0.417
2015,Saskatchewan,Transportation engineering infrastructure,47,0.3683
2015,Saskatchewan,Waterworks infrastructure,47,0.417
2015,Saskatchewan,Sewage infrastructure,47,0.417
2015,Saskatchewan,Communications networks,47,0.3673
2015,Saskatchewan,Electric power infrastructure,47,0.3599
2015,Saskatchewan,Oil and gas engineering construction,47,0.4808
2015,Saskatchewan,Other engineering construction,47,0.417
2015,Saskatchewan,Other machinery and equipment,47,0.548
2015,Saskatchewan,Transportation machinery and equipment,47,0.6062
2015,Alberta,Total assets,48,0.3776
2015,Alberta,Commercial buildings,48,0.376
2015,Alberta,Institutional buildings,48,0.376
2015,Alberta,Marine engineering infrastructure,48,0.3736
2015,Alberta,Transportation engineering infrastructure,48,0.3739
2015,Alberta,Waterworks infrastructure,48,0.3736
2015,Alberta,Sewage infrastructure,48,0.3736
2015,Alberta,Communications networks,48,0.3567
2015,Alberta,Electric power infrastructure,48,0.3459
2015,Alberta,Oil and gas engineering construction,48,0.3937
2015,Alberta,Other engineering construction,48,0.3736
2015,Alberta,Other machinery and equipment,48,0.5876
2015,Alberta,Transportation machinery and equipment,48,0.5569
2015,British Columbia,Total assets,59,0.3555
2015,British Columbia,Commercial buildings,59,0.3464
2015,British Columbia,Institutional buildings,59,0.3464
2015,British Columbia,Marine engineering infrastructure,59,0.359
2015,British Columbia,Transportation engineering infrastructure,59,0.3464
2015,British Columbia,Waterworks infrastructure,59,0.359
2015,British Columbia,Sewage infrastructure,59,0.359
2015,British Columbia,Communications networks,59,0.3419
2015,British Columbia,Electric power infrastructure,59,0.3414
2015,British Columbia,Oil and gas engineering construction,59,0.4416
2015,British Columbia,Other engineering construction,59,0.359
2015,British Columbia,Other machinery and equipment,59,0.5436
2015,British Columbia,Transportation machinery and equipment,59,0.6088
2015,Yukon,Total assets,60,0.3605
2015,Yukon,Commercial buildings,60,0.3299
2015,Yukon,Institutional buildings,60,0.3299
2015,Yukon,Marine engineering infrastructure,60,0.4647
2015,Yukon,Transportation engineering infrastructure,60,0.3131
2015,Yukon,Waterworks infrastructure,60,0.4647
2015,Yukon,Sewage infrastructure,60,0.4647
2015,Yukon,Communications networks,60,0.296
2015,Yukon,Electric power infrastructure,60,0.3161
2015,Yukon,Oil and gas engineering construction,60,0.4085
2015,Yukon,Other engineering construction,60,0.4647
2015,Yukon,Other machinery and equipment,60,0.554
2015,Yukon,Transportation machinery and equipment,60,0.5772
2015,Northwest Territories,Total assets,61,0.4158
2015,Northwest Territories,Commercial buildings,61,0.3828
2015,Northwest Territories,Institutional buildings,61,0.3828
2015,Northwest Territories,Marine engineering infrastructure,61,0.4399
2015,Northwest Territories,Transportation engineering infrastructure,61,0.3291
2015,Northwest Territories,Waterworks infrastructure,61,0.4399
2015,Northwest Territories,Sewage infrastructure,61,0.4399
2015,Northwest Territories,Communications networks,61,0.3405
2015,Northwest Territories,Electric power infrastructure,61,0.3423
2015,Northwest Territories,Oil and gas engineering construction,61,0.3518
2015,Northwest Territories,Other engineering construction,61,0.4399
2015,Northwest Territories,Other machinery and equipment,61,0.5593
2015,Northwest Territories,Transportation machinery and equipment,61,0.5688
2015,Nunavut,Total assets,62,0.3683
2015,Nunavut,Commercial buildings,62,0.3749
2015,Nunavut,Institutional buildings,62,0.3749
2015,Nunavut,Marine engineering infrastructure,62,0.4081
2015,Nunavut,Transportation engineering infrastructure,62,0.3465
2015,Nunavut,Waterworks infrastructure,62,0.4081
2015,Nunavut,Sewage infrastructure,62,0.4081
2015,Nunavut,Communications networks,62,0.3389
2015,Nunavut,Electric power infrastructure,62,0.3159
2015,Nunavut,Oil and gas engineering construction,62,0.4085
2015,Nunavut,Other engineering construction,62,0.4081
2015,Nunavut,Other machinery and equipment,62,0.5291
2015,Nunavut,Transportation machinery and equipment,62,0.6059
2016,Canada,Commercial buildings,,0.3519
2016,Canada,Institutional buildings,,0.3488
2016,Canada,Marine engineering infrastructure,,0.3767
2016,Canada,Transportation engineering infrastructure,,0.3525
2016,Canada,Waterworks infrastructure,,0.379
2016,Canada,Sewage infrastructure,,0.3774
2016,Canada,Communications networks,,0.3354
2016,Canada,Electric power infrastructure,,0.3355
2016,Canada,Oil and gas engineering construction,,0.3895
2016,Canada,Other engineering construction,,0.3768
2016,Canada,Other machinery and equipment,,0.5678
2016,Canada,Transportation machinery and equipment,,0.5725
2016,Newfoundland and Labrador,Total assets,10,0.338
2016,Newfoundland and Labrador,Commercial buildings,10,0.3565
2016,Newfoundland and Labrador,Institutional buildings,10,0.3565
2016,Newfoundland and Labrador,Marine engineering infrastructure,10,0.3864
2016,Newfoundland and Labrador,Transportation engineering infrastructure,10,0.3315
2016,Newfoundland and Labrador,Waterworks infrastructure,10,0.3864
2016,Newfoundland and Labrador,Sewage infrastructure,10,0.3864
2016,Newfoundland and Labrador,Communications networks,10,0.319
2016,Newfoundland and Labrador,Electric power infrastructure,10,0.3304
2016,Newfoundland and Labrador,Oil and gas engineering construction,10,0.3895
2016,Newfoundland and Labrador,Other engineering construction,10,0.3864
2016,Newfoundland and Labrador,Other machinery and equipment,10,0.573
2016,Newfoundland and Labrador,Transportation machinery and equipment,10,0.5732
2016,Prince Edward Island,Total assets,11,0.3655
2016,Prince Edward Island,Commercial buildings,11,0.3504
2016,Prince Edward Island,Institutional buildings,11,0.3504
2016,Prince Edward Island,Marine engineering infrastructure,11,0.34
2016,Prince Edward Island,Transportation engineering infrastructure,11,0.4007
2016,Prince Edward Island,Waterworks infrastructure,11,0.34
2016,Prince Edward Island,Sewage infrastructure,11,0.34
2016,Prince Edward Island,Communications networks,11,0.3297
2016,Prince Edward Island,Electric power infrastructure,11,0.3346
2016,Prince Edward Island,Oil and gas engineering construction,11,0.3895
2016,Prince Edward Island,Other engineering construction,11,0.34
2016,Prince Edward Island,Other machinery and equipment,11,0.595
2016,Prince Edward Island,Transportation machinery and equipment,11,0.4433
2016,Nova Scotia,Total assets,12,0.3443
2016,Nova Scotia,Commercial buildings,12,0.3578
2016,Nova Scotia,Institutional buildings,12,0.3578
2016,Nova Scotia,Marine engineering infrastructure,12,0.316
2016,Nova Scotia,Transportation engineering infrastructure,12,0.342
2016,Nova Scotia,Waterworks infrastructure,12,0.316
2016,Nova Scotia,Sewage infrastructure,12,0.316
2016,Nova Scotia,Communications networks,12,0.3181
2016,Nova Scotia,Electric power infrastructure,12,0.3447
2016,Nova Scotia,Oil and gas engineering construction,12,0.3126
2016,Nova Scotia,Other engineering construction,12,0.316
2016,Nova Scotia,Other machinery and equipment,12,0.5139
2016,Nova Scotia,Transportation machinery and equipment,12,0.5573
2016,New Brunswick,Total assets,13,0.336
2016,New Brunswick,Commercial buildings,13,0.3429
2016,New Brunswick,Institutional buildings,13,0.3429
2016,New Brunswick,Marine engineering infrastructure,13,0.3754
2016,New Brunswick,Transportation engineering infrastructure,13,0.3286
2016,New Brunswick,Waterworks infrastructure,13,0.3754
2016,New Brunswick,Sewage infrastructure,13,0.3754
2016,New Brunswick,Communications networks,13,0.3228
2016,New Brunswick,Electric power infrastructure,13,0.3239
2016,New Brunswick,Oil and gas engineering construction,13,0.2989
2016,New Brunswick,Other engineering construction,13,0.3754
2016,New Brunswick,Other machinery and equipment,13,0.5447
2016,New Brunswick,Transportation machinery and equipment,13,0.5341
2016,Quebec,Total assets,24,0.3463
2016,Quebec,Commercial buildings,24,0.3478
2016,Quebec,Institutional buildings,24,0.3478
2016,Quebec,Marine engineering infrastructure,24,0.3722
2016,Quebec,Transportation engineering infrastructure,24,0.3394
2016,Quebec,Waterworks infrastructure,24,0.3722
2016,Quebec,Sewage infrastructure,24,0.3722
2016,Quebec,Communications networks,24,0.3333
2016,Quebec,Electric power infrastructure,24,0.323
2016,Quebec,Oil and gas engineering construction,24,0.3131
2016,Quebec,Other engineering construction,24,0.3722
2016,Quebec,Other machinery and equipment,24,0.594
2016,Quebec,Transportation machinery and equipment,24,0.5499
2016,Ontario,Total assets,35,0.3623
2016,Ontario,Commercial buildings,35,0.34
2016,Ontario,Institutional buildings,35,0.34
2016,Ontario,Marine engineering infrastructure,35,0.372
2016,Ontario,Transportation engineering infrastructure,35,0.3605
2016,Ontario,Waterworks infrastructure,35,0.372
2016,Ontario,Sewage infrastructure,35,0.372
2016,Ontario,Communications networks,35,0.3362
2016,Ontario,Electric power infrastructure,35,0.3365
2016,Ontario,Oil and gas engineering construction,35,0.3188
2016,Ontario,Other engineering construction,35,0.372
2016,Ontario,Other machinery and equipment,35,0.5637
2016,Ontario,Transportation machinery and equipment,35,0.5875
2016,Manitoba,Total assets,46,0.3649
2016,Manitoba,Commercial buildings,46,0.3544
2016,Manitoba,Institutional buildings,46,0.3544
2016,Manitoba,Marine engineering infrastructure,46,0.3831
2016,Manitoba,Transportation engineering infrastructure,46,0.3539
2016,Manitoba,Waterworks infrastructure,46,0.3831
2016,Manitoba,Sewage infrastructure,46,0.3831
2016,Manitoba,Communications networks,46,0.3385
2016,Manitoba,Electric power infrastructure,46,0.349
2016,Manitoba,Oil and gas engineering construction,46,0.4387
2016,Manitoba,Other engineering construction,46,0.3831
2016,Manitoba,Other machinery and equipment,46,0.5867
2016,Manitoba,Transportation machinery and equipment,46,0.5225
2016,Saskatchewan,Total assets,47,0.374
2016,Saskatchewan,Commercial buildings,47,0.3468
2016,Saskatchewan,Institutional buildings,47,0.3468
2016,Saskatchewan,Marine engineering infrastructure,47,0.4183
2016,Saskatchewan,Transportation engineering infrastructure,47,0.3565
2016,Saskatchewan,Waterworks infrastructure,47,0.4183
2016,Saskatchewan,Sewage infrastructure,47,0.4183
2016,Saskatchewan,Communications networks,47,0.3492
2016,Saskatchewan,Electric power infrastructure,47,0.3524
2016,Saskatchewan,Oil and gas engineering construction,47,0.4669
2016,Saskatchewan,Other engineering construction,47,0.4183
2016,Saskatchewan,Other machinery and equipment,47,0.5891
2016,Saskatchewan,Transportation machinery and equipment,47,0.5916
2016,Alberta,Total assets,48,0.3658
2016,Alberta,Commercial buildings,48,0.3671
2016,Alberta,Institutional buildings,48,0.3671
2016,Alberta,Marine engineering infrastructure,48,0.3661
2016,Alberta,Transportation engineering infrastructure,48,0.3621
2016,Alberta,Waterworks infrastructure,48,0.3661
2016,Alberta,Sewage infrastructure,48,0.3661
2016,Alberta,Communications networks,48,0.3459
2016,Alberta,Electric power infrastructure,48,0.3429
2016,Alberta,Oil and gas engineering construction,48,0.3775
2016,Alberta,Other engineering construction,48,0.3661
2016,Alberta,Other machinery and equipment,48,0.5591
2016,Alberta,Transportation machinery and equipment,48,0.5342
2016,British Columbia,Total assets,59,0.357
2016,British Columbia,Commercial buildings,59,0.345
2016,British Columbia,Institutional buildings,59,0.345
2016,British Columbia,Marine engineering infrastructure,59,0.414
2016,British Columbia,Transportation engineering infrastructure,59,0.3437
2016,British Columbia,Waterworks infrastructure,59,0.414
2016,British Columbia,Sewage infrastructure,59,0.414
2016,British Columbia,Communications networks,59,0.3365
2016,British Columbia,Electric power infrastructure,59,0.3384
2016,British Columbia,Oil and gas engineering construction,59,0.4463
2016,British Columbia,Other engineering construction,59,0.414
2016,British Columbia,Other machinery and equipment,59,0.5399
2016,British Columbia,Transportation machinery and equipment,59,0.5714
2016,Yukon,Total assets,60,0.3423
2016,Yukon,Commercial buildings,60,0.3331
2016,Yukon,Institutional buildings,60,0.3331
2016,Yukon,Marine engineering infrastructure,60,0.4763
2016,Yukon,Transportation engineering infrastructure,60,0.311
2016,Yukon,Waterworks infrastructure,60,0.4763
2016,Yukon,Sewage infrastructure,60,0.4763
2016,Yukon,Communications networks,60,0.2853
2016,Yukon,Electric power infrastructure,60,0.3156
2016,Yukon,Oil and gas engineering construction,60,0.3895
2016,Yukon,Other engineering construction,60,0.4763
2016,Yukon,Other machinery and equipment,60,0.5567
2016,Yukon,Transportation machinery and equipment,60,0.5582
2016,Northwest Territories,Total assets,61,0.3722
2016,Northwest Territories,Commercial buildings,61,0.3739
2016,Northwest Territories,Institutional buildings,61,0.3739
2016,Northwest Territories,Marine engineering infrastructure,61,0.4545
2016,Northwest Territories,Transportation engineering infrastructure,61,0.3227
2016,Northwest Territories,Waterworks infrastructure,61,0.4545
2016,Northwest Territories,Sewage infrastructure,61,0.4545
2016,Northwest Territories,Communications networks,61,0.3293
2016,Northwest Territories,Electric power infrastructure,61,0.3363
2016,Northwest Territories,Oil and gas engineering construction,61,0.3478
2016,Northwest Territories,Other engineering construction,61,0.4545
2016,Northwest Territories,Other machinery and equipment,61,0.5538
2016,Northwest Territories,Transportation machinery and equipment,61,0.5598
2016,Nunavut,Total assets,62,0.3657
2016,Nunavut,Commercial buildings,62,0.3665
2016,Nunavut,Institutional buildings,62,0.3665
2016,Nunavut,Marine engineering infrastructure,62,0.4297
2016,Nunavut,Transportation engineering infrastructure,62,0.3379
2016,Nunavut,Waterworks infrastructure,62,0.4297
2016,Nunavut,Sewage infrastructure,62,0.4297
2016,Nunavut,Communications networks,62,0.3274
2016,Nunavut,Electric power infrastructure,62,0.3156
2016,Nunavut,Oil and gas engineering construction,62,0.3895
2016,Nunavut,Other engineering construction,62,0.4297
2016,Nunavut,Other machinery and equipment,62,0.5956
2016,Nunavut,Transportation machinery and equipment,62,0.4394
2017,Canada,Commercial buildings,,0.3315
2017,Canada,Institutional buildings,,0.3292
2017,Canada,Marine engineering infrastructure,,0.3578
2017,Canada,Transportation engineering infrastructure,,0.3334
2017,Canada,Waterworks infrastructure,,0.3562
2017,Canada,Sewage infrastructure,,0.3542
2017,Canada,Communications networks,,0.3196
2017,Canada,Electric power infrastructure,,0.3183
2017,Canada,Oil and gas engineering construction,,0.3718
2017,Canada,Other engineering construction,,0.3551
2017,Canada,Other machinery and equipment,,0.5336
2017,Canada,Transportation machinery and equipment,,0.5411
2017,Newfoundland and Labrador,Total assets,10,0.3205
2017,Newfoundland and Labrador,Commercial buildings,10,0.3298
2017,Newfoundland and Labrador,Institutional buildings,10,0.3298
2017,Newfoundland and Labrador,Marine engineering infrastructure,10,0.3561
2017,Newfoundland and Labrador,Transportation engineering infrastructure,10,0.3175
2017,Newfoundland and Labrador,Waterworks infrastructure,10,0.3561
2017,Newfoundland and Labrador,Sewage infrastructure,10,0.3561
2017,Newfoundland and Labrador,Communications networks,10,0.3043
2017,Newfoundland and Labrador,Electric power infrastructure,10,0.3137
2017,Newfoundland and Labrador,Oil and gas engineering construction,10,0.3718
2017,Newfoundland and Labrador,Other engineering construction,10,0.3561
2017,Newfoundland and Labrador,Other machinery and equipment,10,0.5402
2017,Newfoundland and Labrador,Transportation machinery and equipment,10,0.5383
2017,Prince Edward Island,Total assets,11,0.3498
2017,Prince Edward Island,Commercial buildings,11,0.3346
2017,Prince Edward Island,Institutional buildings,11,0.3346
2017,Prince Edward Island,Marine engineering infrastructure,11,0.3208
2017,Prince Edward Island,Transportation engineering infrastructure,11,0.3766
2017,Prince Edward Island,Waterworks infrastructure,11,0.3208
2017,Prince Edward Island,Sewage infrastructure,11,0.3208
2017,Prince Edward Island,Communications networks,11,0.3128
2017,Prince Edward Island,Electric power infrastructure,11,0.318
2017,Prince Edward Island,Oil and gas engineering construction,11,0.3718
2017,Prince Edward Island,Other engineering construction,11,0.3208
2017,Prince Edward Island,Other machinery and equipment,11,0.5439
2017,Prince Edward Island,Transportation machinery and equipment,11,0.5335
2017,Nova Scotia,Total assets,12,0.3228
2017,Nova Scotia,Commercial buildings,12,0.3364
2017,Nova Scotia,Institutional buildings,12,0.3364
2017,Nova Scotia,Marine engineering infrastructure,12,0.3001
2017,Nova Scotia,Transportation engineering infrastructure,12,0.3225
2017,Nova Scotia,Waterworks infrastructure,12,0.3001
2017,Nova Scotia,Sewage infrastructure,12,0.3001
2017,Nova Scotia,Communications networks,12,0.2981
2017,Nova Scotia,Electric power infrastructure,12,0.3249
2017,Nova Scotia,Oil and gas engineering construction,12,0.2946
2017,Nova Scotia,Other engineering construction,12,0.3001
2017,Nova Scotia,Other machinery and equipment,12,0.5232
2017,Nova Scotia,Transportation machinery and equipment,12,0.5181
2017,New Brunswick,Total assets,13,0.3223
2017,New Brunswick,Commercial buildings,13,0.3272
2017,New Brunswick,Institutional buildings,13,0.3272
2017,New Brunswick,Marine engineering infrastructure,13,0.3493
2017,New Brunswick,Transportation engineering infrastructure,13,0.3121
2017,New Brunswick,Waterworks infrastructure,13,0.3493
2017,New Brunswick,Sewage infrastructure,13,0.3493
2017,New Brunswick,Communications networks,13,0.3092
2017,New Brunswick,Electric power infrastructure,13,0.3083
2017,New Brunswick,Oil and gas engineering construction,13,0.2824
2017,New Brunswick,Other engineering construction,13,0.3493
2017,New Brunswick,Other machinery and equipment,13,0.5192
2017,New Brunswick,Transportation machinery and equipment,13,0.4639
2017,Quebec,Total assets,24,0.3289
2017,Quebec,Commercial buildings,24,0.3308
2017,Quebec,Institutional buildings,24,0.3308
2017,Quebec,Marine engineering infrastructure,24,0.35
2017,Quebec,Transportation engineering infrastructure,24,0.3211
2017,Quebec,Waterworks infrastructure,24,0.35
2017,Quebec,Sewage infrastructure,24,0.35
2017,Quebec,Communications networks,24,0.318
2017,Quebec,Electric power infrastructure,24,0.3075
2017,Quebec,Oil and gas engineering construction,24,0.2937
2017,Quebec,Other engineering construction,24,0.35
2017,Quebec,Other machinery and equipment,24,0.5229
2017,Quebec,Transportation machinery and equipment,24,0.5374
2017,Ontario,Total assets,35,0.3411
2017,Ontario,Commercial buildings,35,0.3208
2017,Ontario,Institutional buildings,35,0.3208
2017,Ontario,Marine engineering infrastructure,35,0.3461
2017,Ontario,Transportation engineering infrastructure,35,0.3404
2017,Ontario,Waterworks infrastructure,35,0.3461
2017,Ontario,Sewage infrastructure,35,0.3461
2017,Ontario,Communications networks,35,0.3195
2017,Ontario,Electric power infrastructure,35,0.3196
2017,Ontario,Oil and gas engineering construction,35,0.3006
2017,Ontario,Other engineering construction,35,0.3461
2017,Ontario,Other machinery and equipment,35,0.5364
2017,Ontario,Transportation machinery and equipment,35,0.5468
2017,Manitoba,Total assets,46,0.3408
2017,Manitoba,Commercial buildings,46,0.3314
2017,Manitoba,Institutional buildings,46,0.3314
2017,Manitoba,Marine engineering infrastructure,46,0.3478
2017,Manitoba,Transportation engineering infrastructure,46,0.3306
2017,Manitoba,Waterworks infrastructure,46,0.3478
2017,Manitoba,Sewage infrastructure,46,0.3478
2017,Manitoba,Communications networks,46,0.3231
2017,Manitoba,Electric power infrastructure,46,0.3303
2017,Manitoba,Oil and gas engineering construction,46,0.4106
2017,Manitoba,Other engineering construction,46,0.3478
2017,Manitoba,Other machinery and equipment,46,0.5457
2017,Manitoba,Transportation machinery and equipment,46,0.4943
2017,Saskatchewan,Total assets,47,0.3625
2017,Saskatchewan,Commercial buildings,47,0.3297
2017,Saskatchewan,Institutional buildings,47,0.3297
2017,Saskatchewan,Marine engineering infrastructure,47,0.4008
2017,Saskatchewan,Transportation engineering infrastructure,47,0.3402
2017,Saskatchewan,Waterworks infrastructure,47,0.4008
2017,Saskatchewan,Sewage infrastructure,47,0.4008
2017,Saskatchewan,Communications networks,47,0.3386
2017,Saskatchewan,Electric power infrastructure,47,0.3342
2017,Saskatchewan,Oil and gas engineering construction,47,0.4295
2017,Saskatchewan,Other engineering construction,47,0.4008
2017,Saskatchewan,Other machinery and equipment,47,0.5317
2017,Saskatchewan,Transportation machinery and equipment,47,0.5469
2017,Alberta,Total assets,48,0.3431
2017,Alberta,Commercial buildings,48,0.3464
2017,Alberta,Institutional buildings,48,0.3464
2017,Alberta,Marine engineering infrastructure,48,0.3473
2017,Alberta,Transportation engineering infrastructure,48,0.3431
2017,Alberta,Waterworks infrastructure,48,0.3473
2017,Alberta,Sewage infrastructure,48,0.3473
2017,Alberta,Communications networks,48,0.3285
2017,Alberta,Electric power infrastructure,48,0.325
2017,Alberta,Oil and gas engineering construction,48,0.3531
2017,Alberta,Other engineering construction,48,0.3473
2017,Alberta,Other machinery and equipment,48,0.4677
2017,Alberta,Transportation machinery and equipment,48,0.5114
2017,British Columbia,Total assets,59,0.3406
2017,British Columbia,Commercial buildings,59,0.3289
2017,British Columbia,Institutional buildings,59,0.3289
2017,British Columbia,Marine engineering infrastructure,59,0.3853
2017,British Columbia,Transportation engineering infrastructure,59,0.328
2017,British Columbia,Waterworks infrastructure,59,0.3853
2017,British Columbia,Sewage infrastructure,59,0.3853
2017,British Columbia,Communications networks,59,0.3185
2017,British Columbia,Electric power infrastructure,59,0.3197
2017,British Columbia,Oil and gas engineering construction,59,0.4145
2017,British Columbia,Other engineering construction,59,0.3853
2017,British Columbia,Other machinery and equipment,59,0.531
2017,British Columbia,Transportation machinery and equipment,59,0.5226
2017,Yukon,Total assets,60,0.3147
2017,Yukon,Commercial buildings,60,0.3162
2017,Yukon,Institutional buildings,60,0.3162
2017,Yukon,Marine engineering infrastructure,60,0.4277
2017,Yukon,Transportation engineering infrastructure,60,0.2993
2017,Yukon,Waterworks infrastructure,60,0.4277
2017,Yukon,Sewage infrastructure,60,0.4277
2017,Yukon,Communications networks,60,0.2711
2017,Yukon,Electric power infrastructure,60,0.3008
2017,Yukon,Oil and gas engineering construction,60,0.3718
2017,Yukon,Other engineering construction,60,0.4277
2017,Yukon,Other machinery and equipment,60,0.5169
2017,Yukon,Transportation machinery and equipment,60,0.4947
2017,Northwest Territories,Total assets,61,0.3431
2017,Northwest Territories,Commercial buildings,61,0.3513
2017,Northwest Territories,Institutional buildings,61,0.3513
2017,Northwest Territories,Marine engineering infrastructure,61,0.3578
2017,Northwest Territories,Transportation engineering infrastructure,61,0.308
2017,Northwest Territories,Waterworks infrastructure,61,0.412
2017,Northwest Territories,Sewage infrastructure,61,0.412
2017,Northwest Territories,Communications networks,61,0.3143
2017,Northwest Territories,Electric power infrastructure,61,0.3143
2017,Northwest Territories,Oil and gas engineering construction,61,0.3357
2017,Northwest Territories,Other engineering construction,61,0.412
2017,Northwest Territories,Other machinery and equipment,61,0.5636
2017,Northwest Territories,Transportation machinery and equipment,61,0.5327
