Year,Geography,Sex,Age group,Value
2015,Canada,Both sexes,55 to 64 years,24.31
2015,Canada,Both sexes,55 years and over,18.56
2015,Canada,Both sexes,65 years and over,8.59
2015,Canada,Females,15 to 24 years,18.59
2015,Canada,Females,15 years and over,25.45
2015,Canada,Females,25 to 44 years,32.93
2015,Canada,Females,25 to 54 years,33.05
2015,Canada,Females,25 years and over,28.53
2015,Canada,Females,45 years and over,24.92
2015,Canada,Females,55 to 64 years,22.64
2015,Canada,Females,55 years and over,18.38
2015,Canada,Females,65 years and over,5.32
2015,Canada,Males,15 to 24 years,20.23
2015,Canada,Males,15 years and over,27.92
2015,Canada,Males,25 to 44 years,46.6
2015,Canada,Males,25 to 54 years,47.07
2015,Canada,Males,25 years and over,34.02
2015,Canada,Males,45 years and over,26.54
2015,Canada,Males,55 to 64 years,28.15
2015,Canada,Males,55 years and over,18.79
2015,Canada,Males,65 years and over,8.48
2015,Manitoba,Both sexes,15 to 24 years,20.99
2015,Manitoba,Both sexes,15 years and over,24.32
2015,Manitoba,Both sexes,25 to 44 years,32.17
2015,Manitoba,Both sexes,25 to 54 years,32.46
2015,Manitoba,Both sexes,25 years and over,26.11
2015,Manitoba,Both sexes,45 years and over,21.32
2015,Manitoba,Both sexes,55 to 64 years,18.48
2015,Manitoba,Both sexes,55 years and over,14.29
2015,Manitoba,Both sexes,65 years and over,0.0
2015,Manitoba,Females,15 to 24 years,19.43
2015,Manitoba,Females,15 years and over,22.56
2015,Manitoba,Females,25 to 44 years,28.2
2015,Manitoba,Females,25 to 54 years,28.87
2015,Manitoba,Females,25 years and over,24.29
2015,Manitoba,Females,45 years and over,20.47
2015,Manitoba,Females,55 to 64 years,12.2
2015,Manitoba,Females,55 years and over,9.66
2015,Manitoba,Females,65 years and over,0.0
2015,Manitoba,Males,15 to 24 years,23.73
2015,Manitoba,Males,15 years and over,27.89
2015,Manitoba,Males,25 to 44 years,36.71
2015,Manitoba,Males,25 to 54 years,45.05
2015,Manitoba,Males,25 years and over,31.22
2015,Manitoba,Males,45 years and over,18.18
2015,Manitoba,Males,55 to 64 years,16.39
2015,Manitoba,Males,55 years and over,10.81
2015,Manitoba,Males,65 years and over,0.0
2015,New Brunswick,Both sexes,15 to 24 years,20.88
2015,New Brunswick,Both sexes,15 years and over,30.22
2015,New Brunswick,Both sexes,25 to 44 years,48.48
2015,New Brunswick,Both sexes,25 to 54 years,45.32
2015,New Brunswick,Both sexes,25 years and over,35.03
2015,New Brunswick,Both sexes,45 years and over,26.91
2015,New Brunswick,Both sexes,55 to 64 years,15.56
2015,New Brunswick,Both sexes,55 years and over,15.23
2015,New Brunswick,Both sexes,65 years and over,8.2
2015,New Brunswick,Females,15 to 24 years,9.26
2015,New Brunswick,Females,15 years and over,30.42
2015,New Brunswick,Females,25 to 44 years,45.92
2015,New Brunswick,Females,25 to 54 years,42.86
2015,New Brunswick,Females,25 years and over,35.63
2015,New Brunswick,Females,45 years and over,28.67
2015,New Brunswick,Females,55 to 64 years,15.62
2015,New Brunswick,Females,55 years and over,13.98
2015,New Brunswick,Females,65 years and over,0.0
2015,New Brunswick,Males,15 to 24 years,10.81
2015,New Brunswick,Males,15 years and over,29.83
2015,New Brunswick,Males,25 to 44 years,38.24
2015,New Brunswick,Males,25 to 54 years,38.78
2015,New Brunswick,Males,25 years and over,34.58
2015,New Brunswick,Males,45 years and over,12.33
2015,New Brunswick,Males,55 to 64 years,0.0
2015,New Brunswick,Males,55 years and over,10.34
2015,New Brunswick,Males,65 years and over,0.0
2015,Newfoundland and Labrador,Both sexes,15 to 24 years,17.42
2015,Newfoundland and Labrador,Both sexes,15 years and over,34.1
2015,Newfoundland and Labrador,Both sexes,25 to 44 years,46.24
2015,Newfoundland and Labrador,Both sexes,25 to 54 years,51.52
2015,Newfoundland and Labrador,Both sexes,25 years and over,42.99
2015,Newfoundland and Labrador,Both sexes,45 years and over,32.23
2015,Newfoundland and Labrador,Both sexes,55 to 64 years,23.21
2015,Newfoundland and Labrador,Both sexes,55 years and over,18.29
2015,Newfoundland and Labrador,Both sexes,65 years and over,0.0
2015,Newfoundland and Labrador,Females,15 to 24 years,18.07
2015,Newfoundland and Labrador,Females,15 years and over,36.63
2015,Newfoundland and Labrador,Females,25 to 44 years,38.24
2015,Newfoundland and Labrador,Females,25 to 54 years,50.98
2015,Newfoundland and Labrador,Females,25 years and over,44.1
2015,Newfoundland and Labrador,Females,45 years and over,33.7
2015,Newfoundland and Labrador,Females,55 to 64 years,22.73
2015,Newfoundland and Labrador,Females,55 years and over,20.34
2015,Newfoundland and Labrador,Females,65 years and over,0.0
2015,Newfoundland and Labrador,Males,15 to 24 years,0.0
2015,Newfoundland and Labrador,Males,15 years and over,24.51
2015,Newfoundland and Labrador,Males,25 to 44 years,29.17
2015,Newfoundland and Labrador,Males,25 to 54 years,46.67
2015,Newfoundland and Labrador,Males,25 years and over,32.08
2015,Newfoundland and Labrador,Males,45 years and over,0.0
2015,Newfoundland and Labrador,Males,55 to 64 years,0.0
2015,Newfoundland and Labrador,Males,55 years and over,0.0
2015,Newfoundland and Labrador,Males,65 years and over,0.0
2015,Nova Scotia,Both sexes,15 to 24 years,23.16
2015,Nova Scotia,Both sexes,15 years and over,30.53
2015,Nova Scotia,Both sexes,25 to 44 years,40.43
2015,Nova Scotia,Both sexes,25 to 54 years,41.18
2015,Nova Scotia,Both sexes,25 years and over,34.44
2015,Nova Scotia,Both sexes,45 years and over,31.29
2015,Nova Scotia,Both sexes,55 to 64 years,29.55
2015,Nova Scotia,Both sexes,55 years and over,23.56
2015,Nova Scotia,Both sexes,65 years and over,8.0
2015,Nova Scotia,Females,15 to 24 years,16.56
2015,Nova Scotia,Females,15 years and over,30.27
2015,Nova Scotia,Females,25 to 44 years,35.42
2015,Nova Scotia,Females,25 to 54 years,38.7
2015,Nova Scotia,Females,25 years and over,34.54
2015,Nova Scotia,Females,45 years and over,32.24
2015,Nova Scotia,Females,55 to 64 years,26.37
2015,Nova Scotia,Females,55 years and over,25.78
2015,Nova Scotia,Females,65 years and over,0.0
2015,Nova Scotia,Males,15 to 24 years,23.85
2015,Nova Scotia,Males,15 years and over,31.44
2015,Nova Scotia,Males,25 to 44 years,43.18
2015,Nova Scotia,Males,25 to 54 years,43.42
2015,Nova Scotia,Males,25 years and over,30.32
2015,Nova Scotia,Males,45 years and over,25.23
2015,Nova Scotia,Males,55 to 64 years,19.05
2015,Nova Scotia,Males,55 years and over,12.66
2015,Nova Scotia,Males,65 years and over,0.0
2015,Ontario,Both sexes,15 to 24 years,22.09
2015,Ontario,Both sexes,15 years and over,29.96
2015,Ontario,Both sexes,25 to 44 years,42.59
2015,Ontario,Both sexes,25 to 54 years,41.99
2015,Ontario,Both sexes,25 years and over,34.54
2015,Ontario,Both sexes,45 years and over,28.78
2015,Ontario,Both sexes,55 to 64 years,27.26
2015,Ontario,Both sexes,55 years and over,21.05
2015,Ontario,Both sexes,65 years and over,10.79
2015,Ontario,Females,15 to 24 years,22.16
2015,Ontario,Females,15 years and over,29.98
2015,Ontario,Females,25 to 44 years,40.18
2015,Ontario,Females,25 to 54 years,39.49
2015,Ontario,Females,25 years and over,33.71
2015,Ontario,Females,45 years and over,28.71
2015,Ontario,Females,55 to 64 years,26.0
2015,Ontario,Females,55 years and over,21.04
2015,Ontario,Females,65 years and over,6.59
2015,Ontario,Males,15 to 24 years,22.11
2015,Ontario,Males,15 years and over,29.99
2015,Ontario,Males,25 to 44 years,49.44
2015,Ontario,Males,25 to 54 years,49.47
2015,Ontario,Males,25 years and over,36.47
2015,Ontario,Males,45 years and over,28.99
2015,Ontario,Males,55 to 64 years,28.11
2015,Ontario,Males,55 years and over,21.16
2015,Ontario,Males,65 years and over,9.3
2015,Prince Edward Island,Both sexes,15 to 24 years,22.22
2015,Prince Edward Island,Both sexes,15 years and over,31.97
2015,Prince Edward Island,Both sexes,25 to 44 years,48.15
2015,Prince Edward Island,Both sexes,25 to 54 years,45.45
2015,Prince Edward Island,Both sexes,25 years and over,38.96
2015,Prince Edward Island,Both sexes,45 years and over,28.0
2015,Prince Edward Island,Both sexes,55 to 64 years,20.0
2015,Prince Edward Island,Both sexes,55 years and over,15.15
2015,Prince Edward Island,Both sexes,65 years and over,0.0
2015,Prince Edward Island,Females,15 to 24 years,19.23
2015,Prince Edward Island,Females,15 years and over,33.33
2015,Prince Edward Island,Females,25 to 44 years,36.84
2015,Prince Edward Island,Females,25 to 54 years,45.16
2015,Prince Edward Island,Females,25 years and over,34.62
2015,Prince Edward Island,Females,45 years and over,27.27
2015,Prince Edward Island,Females,55 to 64 years,20.0
2015,Prince Edward Island,Females,55 years and over,19.05
2015,Prince Edward Island,Females,65 years and over,0.0
2015,Prince Edward Island,Males,15 to 24 years,10.53
2015,Prince Edward Island,Males,15 years and over,27.27
2015,Prince Edward Island,Males,25 to 44 years,50.0
2015,Prince Edward Island,Males,25 to 54 years,50.0
2015,Prince Edward Island,Males,25 years and over,28.0
2015,Prince Edward Island,Males,45 years and over,17.65
2015,Prince Edward Island,Males,55 to 64 years,0.0
2015,Prince Edward Island,Males,55 years and over,0.0
2015,Prince Edward Island,Males,65 years and over,0.0
2015,Quebec,Both sexes,15 to 24 years,14.57
2015,Quebec,Both sexes,15 years and over,24.44
2015,Quebec,Both sexes,25 to 44 years,38.4
2015,Quebec,Both sexes,25 to 54 years,37.53
2015,Quebec,Both sexes,25 years and over,30.68
2015,Quebec,Both sexes,45 years and over,24.68
2015,Quebec,Both sexes,55 to 64 years,24.26
2015,Quebec,Both sexes,55 years and over,18.35
2015,Quebec,Both sexes,65 years and over,3.09
2015,Quebec,Females,15 to 24 years,12.81
2015,Quebec,Females,15 years and over,23.66
2015,Quebec,Females,25 to 44 years,35.8
2015,Quebec,Females,25 to 54 years,34.64
2015,Quebec,Females,25 years and over,29.55
2015,Quebec,Females,45 years and over,24.45
2015,Quebec,Females,55 to 64 years,21.84
2015,Quebec,Females,55 years and over,18.31
2015,Quebec,Females,65 years and over,0.0
2015,Quebec,Males,15 to 24 years,17.03
2015,Quebec,Males,15 years and over,25.85
2015,Quebec,Males,25 to 44 years,44.41
2015,Quebec,Males,25 to 54 years,44.99
2015,Quebec,Males,25 years and over,33.04
2015,Quebec,Males,45 years and over,25.27
2015,Quebec,Males,55 to 64 years,23.72
2015,Quebec,Males,55 years and over,15.24
2015,Quebec,Males,65 years and over,0.0
2015,Saskatchewan,Both sexes,15 to 24 years,13.44
2015,Saskatchewan,Both sexes,15 years and over,20.0
2015,Saskatchewan,Both sexes,25 to 44 years,29.18
2015,Saskatchewan,Both sexes,25 to 54 years,28.29
2015,Saskatchewan,Both sexes,25 years and over,22.39
2015,Saskatchewan,Both sexes,45 years and over,16.71
2015,Saskatchewan,Both sexes,55 to 64 years,15.06
2015,Saskatchewan,Both sexes,55 years and over,11.61
2015,Saskatchewan,Both sexes,65 years and over,4.95
2015,Saskatchewan,Females,15 to 24 years,12.5
2015,Saskatchewan,Females,15 years and over,18.61
2015,Saskatchewan,Females,25 to 44 years,22.97
2015,Saskatchewan,Females,25 to 54 years,22.88
2015,Saskatchewan,Females,25 years and over,19.47
2015,Saskatchewan,Females,45 years and over,15.5
2015,Saskatchewan,Females,55 to 64 years,10.74
2015,Saskatchewan,Females,55 years and over,8.05
2015,Saskatchewan,Females,65 years and over,0.0
2015,Saskatchewan,Males,15 to 24 years,8.09
2015,Saskatchewan,Males,15 years and over,21.09
2015,Saskatchewan,Males,25 to 44 years,45.76
2015,Saskatchewan,Males,25 to 54 years,41.67
2015,Saskatchewan,Males,25 years and over,27.12
2015,Saskatchewan,Males,45 years and over,18.64
2015,Saskatchewan,Males,55 to 64 years,15.22
2015,Saskatchewan,Males,55 years and over,11.96
2015,Saskatchewan,Males,65 years and over,0.0
2016,Alberta,Both sexes,15 to 24 years,19.58
2016,Alberta,Both sexes,15 years and over,26.72
2016,Alberta,Both sexes,25 to 44 years,32.71
2016,Alberta,Both sexes,25 to 54 years,33.95
2016,Alberta,Both sexes,25 years and over,29.82
2016,Alberta,Both sexes,45 years and over,27.4
2016,Alberta,Both sexes,55 to 64 years,26.01
2016,Alberta,Both sexes,55 years and over,21.93
2016,Alberta,Both sexes,65 years and over,8.08
2016,Alberta,Females,15 to 24 years,18.0
2016,Alberta,Females,15 years and over,23.33
2016,Alberta,Females,25 to 44 years,27.0
2016,Alberta,Females,25 to 54 years,27.72
2016,Alberta,Females,25 years and over,25.15
2016,Alberta,Females,45 years and over,23.38
2016,Alberta,Females,55 to 64 years,14.29
2016,Alberta,Females,55 years and over,12.59
2016,Alberta,Females,65 years and over,8.98
2016,Alberta,Males,15 to 24 years,21.61
2016,Alberta,Males,15 years and over,33.6
2016,Alberta,Males,25 to 44 years,48.65
2016,Alberta,Males,25 to 54 years,55.56
2016,Alberta,Males,25 years and over,41.8
2016,Alberta,Males,45 years and over,33.4
2016,Alberta,Males,55 to 64 years,32.43
2016,Alberta,Males,55 years and over,22.68
2016,Alberta,Males,65 years and over,0.0
2016,British Columbia,Both sexes,15 to 24 years,16.98
2016,British Columbia,Both sexes,15 years and over,21.66
2016,British Columbia,Both sexes,25 to 44 years,26.14
2016,British Columbia,Both sexes,25 to 54 years,27.67
2016,British Columbia,Both sexes,25 years and over,23.65
2016,British Columbia,Both sexes,45 years and over,21.89
2016,British Columbia,Both sexes,55 to 64 years,22.26
2016,British Columbia,Both sexes,55 years and over,16.53
2016,British Columbia,Both sexes,65 years and over,4.88
2016,British Columbia,Females,15 to 24 years,16.96
2016,British Columbia,Females,15 years and over,19.93
2016,British Columbia,Females,25 to 44 years,22.18
2016,British Columbia,Females,25 to 54 years,24.02
2016,British Columbia,Females,25 years and over,20.94
2016,British Columbia,Females,45 years and over,19.89
2016,British Columbia,Females,55 to 64 years,17.14
2016,British Columbia,Females,55 years and over,13.28
2016,British Columbia,Females,65 years and over,0.0
2016,British Columbia,Males,15 to 24 years,15.4
2016,British Columbia,Males,15 years and over,25.19
2016,British Columbia,Males,25 to 44 years,33.85
2016,British Columbia,Males,25 to 54 years,38.63
2016,British Columbia,Males,25 years and over,30.25
2016,British Columbia,Males,45 years and over,26.07
2016,British Columbia,Males,55 to 64 years,17.89
2016,British Columbia,Males,55 years and over,15.22
2016,British Columbia,Males,65 years and over,0.0
2016,Canada,Both sexes,15 to 24 years,18.04
2016,Canada,Both sexes,25 to 44 years,34.1
2016,Canada,Both sexes,25 to 54 years,34.73
2016,Canada,Both sexes,25 years and over,28.58
2016,Canada,Both sexes,45 years and over,24.59
2016,Canada,Both sexes,55 to 64 years,24.17
2016,Canada,Both sexes,55 years and over,18.2
2016,Canada,Both sexes,65 years and over,7.86
2016,Canada,Females,15 to 24 years,17.37
2016,Canada,Females,15 years and over,23.73
2016,Canada,Females,25 to 44 years,30.06
2016,Canada,Females,25 to 54 years,30.86
2016,Canada,Females,25 years and over,26.49
2016,Canada,Females,45 years and over,23.6
2016,Canada,Females,55 to 64 years,22.13
2016,Canada,Females,55 years and over,17.48
2016,Canada,Females,65 years and over,4.92
2016,Canada,Males,15 to 24 years,18.92
2016,Canada,Males,15 years and over,27.24
2016,Canada,Males,25 to 44 years,45.65
2016,Canada,Males,25 to 54 years,45.98
2016,Canada,Males,25 years and over,33.33
2016,Canada,Males,45 years and over,26.51
2016,Canada,Males,55 to 64 years,28.4
2016,Canada,Males,55 years and over,19.28
2016,Canada,Males,65 years and over,7.87
2016,Manitoba,Both sexes,15 to 24 years,22.4
2016,Manitoba,Both sexes,15 years and over,23.55
2016,Manitoba,Both sexes,25 to 44 years,31.12
2016,Manitoba,Both sexes,25 to 54 years,30.68
2016,Manitoba,Both sexes,25 years and over,24.18
2016,Manitoba,Both sexes,45 years and over,18.57
2016,Manitoba,Both sexes,55 to 64 years,10.61
2016,Manitoba,Both sexes,55 years and over,9.93
2016,Manitoba,Both sexes,65 years and over,0.0
2016,Manitoba,Females,15 to 24 years,20.93
2016,Manitoba,Females,15 years and over,22.18
2016,Manitoba,Females,25 to 44 years,28.4
2016,Manitoba,Females,25 to 54 years,27.97
2016,Manitoba,Females,25 years and over,22.77
2016,Manitoba,Females,45 years and over,18.09
2016,Manitoba,Females,55 to 64 years,10.0
2016,Manitoba,Females,55 years and over,7.6
2016,Manitoba,Females,65 years and over,0.0
2016,Manitoba,Males,15 to 24 years,22.29
2016,Manitoba,Males,15 years and over,25.95
2016,Manitoba,Males,25 to 44 years,35.56
2016,Manitoba,Males,25 to 54 years,39.84
2016,Manitoba,Males,25 years and over,26.53
2016,Manitoba,Males,45 years and over,14.84
2016,Manitoba,Males,55 to 64 years,11.86
2016,Manitoba,Males,55 years and over,8.2
2016,Manitoba,Males,65 years and over,0.0
2016,New Brunswick,Both sexes,15 to 24 years,19.89
2016,New Brunswick,Both sexes,15 years and over,26.32
2016,New Brunswick,Both sexes,25 to 44 years,38.58
2016,New Brunswick,Both sexes,25 to 54 years,37.14
2016,New Brunswick,Both sexes,25 years and over,29.86
2016,New Brunswick,Both sexes,45 years and over,24.79
2016,New Brunswick,Both sexes,55 to 64 years,14.29
2016,New Brunswick,Both sexes,55 years and over,15.48
2016,New Brunswick,Both sexes,65 years and over,8.77
2016,New Brunswick,Females,15 to 24 years,14.68
2016,New Brunswick,Females,15 years and over,25.27
2016,New Brunswick,Females,25 to 44 years,35.11
2016,New Brunswick,Females,25 to 54 years,33.33
2016,New Brunswick,Females,25 years and over,28.19
2016,New Brunswick,Females,45 years and over,21.21
2016,New Brunswick,Females,55 to 64 years,13.24
2016,New Brunswick,Females,55 years and over,11.46
2016,New Brunswick,Females,65 years and over,0.0
2016,New Brunswick,Males,15 to 24 years,9.09
2016,New Brunswick,Males,15 years and over,28.57
2016,New Brunswick,Males,25 to 44 years,27.27
2016,New Brunswick,Males,25 to 54 years,38.3
2016,New Brunswick,Males,25 years and over,30.19
2016,New Brunswick,Males,45 years and over,16.44
2016,New Brunswick,Males,55 to 64 years,16.13
2016,New Brunswick,Males,55 years and over,13.56
2016,New Brunswick,Males,65 years and over,0.0
2016,Newfoundland and Labrador,Both sexes,15 to 24 years,19.85
2016,Newfoundland and Labrador,Both sexes,15 years and over,33.69
2016,Newfoundland and Labrador,Both sexes,25 to 44 years,43.14
2016,Newfoundland and Labrador,Both sexes,25 to 54 years,46.54
2016,Newfoundland and Labrador,Both sexes,25 years and over,40.08
2016,Newfoundland and Labrador,Both sexes,45 years and over,35.71
2016,Newfoundland and Labrador,Both sexes,55 to 64 years,18.64
2016,Newfoundland and Labrador,Both sexes,55 years and over,15.66
2016,Newfoundland and Labrador,Both sexes,65 years and over,0.0
2016,Newfoundland and Labrador,Females,15 to 24 years,12.0
2016,Newfoundland and Labrador,Females,15 years and over,35.57
2016,Newfoundland and Labrador,Females,25 to 44 years,44.16
2016,Newfoundland and Labrador,Females,25 to 54 years,45.6
2016,Newfoundland and Labrador,Females,25 years and over,41.57
2016,Newfoundland and Labrador,Females,45 years and over,29.7
2016,Newfoundland and Labrador,Females,55 to 64 years,19.51
2016,Newfoundland and Labrador,Females,55 years and over,18.87
2016,Newfoundland and Labrador,Females,65 years and over,0.0
2016,Newfoundland and Labrador,Males,15 to 24 years,11.48
2016,Newfoundland and Labrador,Males,15 years and over,27.2
2016,Newfoundland and Labrador,Males,25 to 44 years,24.0
2016,Newfoundland and Labrador,Males,25 to 54 years,38.24
2016,Newfoundland and Labrador,Males,25 years and over,28.12
2016,Newfoundland and Labrador,Males,45 years and over,15.38
2016,Newfoundland and Labrador,Males,55 to 64 years,0.0
2016,Newfoundland and Labrador,Males,55 years and over,0.0
2016,Newfoundland and Labrador,Males,65 years and over,0.0
2016,Nova Scotia,Both sexes,15 to 24 years,25.19
2016,Nova Scotia,Both sexes,15 years and over,27.73
2016,Nova Scotia,Both sexes,25 to 44 years,34.91
2016,Nova Scotia,Both sexes,25 to 54 years,36.01
2016,Nova Scotia,Both sexes,25 years and over,28.99
2016,Nova Scotia,Both sexes,45 years and over,25.23
2016,Nova Scotia,Both sexes,55 to 64 years,18.66
2016,Nova Scotia,Both sexes,55 years and over,15.31
2016,Nova Scotia,Both sexes,65 years and over,8.0
2016,Nova Scotia,Females,15 to 24 years,21.48
2016,Nova Scotia,Females,15 years and over,26.58
2016,Nova Scotia,Females,25 to 44 years,31.71
2016,Nova Scotia,Females,25 to 54 years,31.92
2016,Nova Scotia,Females,25 years and over,27.44
2016,Nova Scotia,Females,45 years and over,24.34
2016,Nova Scotia,Females,55 to 64 years,13.19
2016,Nova Scotia,Females,55 years and over,12.31
2016,Nova Scotia,Females,65 years and over,0.0
2016,Nova Scotia,Males,15 to 24 years,24.59
2016,Nova Scotia,Males,15 years and over,30.69
2016,Nova Scotia,Males,25 to 44 years,35.42
2016,Nova Scotia,Males,25 to 54 years,46.05
2016,Nova Scotia,Males,25 years and over,34.19
2016,Nova Scotia,Males,45 years and over,23.36
2016,Nova Scotia,Males,55 to 64 years,16.28
2016,Nova Scotia,Males,55 years and over,12.66
2016,Nova Scotia,Males,65 years and over,0.0
2016,Ontario,Both sexes,15 to 24 years,19.95
2016,Ontario,Both sexes,15 years and over,27.4
2016,Ontario,Both sexes,25 to 44 years,38.41
2016,Ontario,Both sexes,25 to 54 years,38.79
2016,Ontario,Both sexes,25 years and over,31.48
2016,Ontario,Both sexes,45 years and over,26.64
2016,Ontario,Both sexes,55 to 64 years,26.19
2016,Ontario,Both sexes,55 years and over,19.53
2016,Ontario,Both sexes,65 years and over,7.52
2016,Ontario,Females,15 to 24 years,19.53
2016,Ontario,Females,15 years and over,26.96
2016,Ontario,Females,25 to 44 years,34.79
2016,Ontario,Females,25 to 54 years,35.71
2016,Ontario,Females,25 years and over,30.29
2016,Ontario,Females,45 years and over,26.77
2016,Ontario,Females,55 to 64 years,25.39
2016,Ontario,Females,55 years and over,19.62
2016,Ontario,Females,65 years and over,5.32
2016,Ontario,Males,15 to 24 years,20.51
2016,Ontario,Males,15 years and over,28.22
2016,Ontario,Males,25 to 44 years,48.42
2016,Ontario,Males,25 to 54 years,47.43
2016,Ontario,Males,25 years and over,34.08
2016,Ontario,Males,45 years and over,26.39
2016,Ontario,Males,55 to 64 years,27.89
2016,Ontario,Males,55 years and over,19.31
2016,Ontario,Males,65 years and over,7.13
2016,Prince Edward Island,Both sexes,15 to 24 years,19.57
2016,Prince Edward Island,Both sexes,15 years and over,28.46
2016,Prince Edward Island,Both sexes,25 to 44 years,34.48
2016,Prince Edward Island,Both sexes,25 to 54 years,36.36
2016,Prince Edward Island,Both sexes,25 years and over,30.26
2016,Prince Edward Island,Both sexes,45 years and over,25.0
2016,Prince Edward Island,Both sexes,55 to 64 years,26.32
2016,Prince Edward Island,Both sexes,55 years and over,18.75
2016,Prince Edward Island,Both sexes,65 years and over,0.0
2016,Prince Edward Island,Females,15 to 24 years,17.86
2016,Prince Edward Island,Females,15 years and over,26.25
2016,Prince Edward Island,Females,25 to 44 years,25.0
2016,Prince Edward Island,Females,25 to 54 years,34.38
2016,Prince Edward Island,Females,25 years and over,28.85
2016,Prince Edward Island,Females,45 years and over,25.81
2016,Prince Edward Island,Females,55 to 64 years,15.38
2016,Prince Edward Island,Females,55 years and over,10.0
2016,Prince Edward Island,Females,65 years and over,0.0
2016,Prince Edward Island,Males,15 to 24 years,11.11
2016,Prince Edward Island,Males,15 years and over,30.95
2016,Prince Edward Island,Males,25 to 44 years,25.0
2016,Prince Edward Island,Males,25 to 54 years,41.67
2016,Prince Edward Island,Males,25 years and over,29.17
2016,Prince Edward Island,Males,45 years and over,18.75
2016,Prince Edward Island,Males,55 to 64 years,0.0
2016,Prince Edward Island,Males,55 years and over,16.67
2016,Prince Edward Island,Males,65 years and over,0.0
2016,Quebec,Both sexes,15 to 24 years,13.36
2016,Quebec,Both sexes,15 years and over,22.0
2016,Quebec,Both sexes,25 to 44 years,33.7
2016,Quebec,Both sexes,25 to 54 years,33.94
2016,Quebec,Both sexes,25 years and over,27.34
2016,Quebec,Both sexes,45 years and over,22.75
2016,Quebec,Both sexes,55 to 64 years,21.53
2016,Quebec,Both sexes,55 years and over,16.31
2016,Quebec,Both sexes,65 years and over,3.83
2016,Quebec,Females,15 to 24 years,12.72
2016,Quebec,Females,15 years and over,21.0
2016,Quebec,Females,25 to 44 years,29.97
2016,Quebec,Females,25 to 54 years,30.23
2016,Quebec,Females,25 years and over,25.59
2016,Quebec,Females,45 years and over,22.04
2016,Quebec,Females,55 to 64 years,18.22
2016,Quebec,Females,55 years and over,16.07
2016,Quebec,Females,65 years and over,0.0
2016,Quebec,Males,15 to 24 years,14.36
2016,Quebec,Males,15 years and over,23.72
2016,Quebec,Males,25 to 44 years,42.98
2016,Quebec,Males,25 to 54 years,43.41
2016,Quebec,Males,25 years and over,31.02
2016,Quebec,Males,45 years and over,24.01
2016,Quebec,Males,55 to 64 years,19.41
