Year,Geography,Source,GeoCode,Value
2016,Canada,"Light Manufacturing, Construction and Forest Resources",,20.82055667
2017,Canada,"Light Manufacturing, Construction and Forest Resources",,21.5188945
2018,Canada,"Light Manufacturing, Construction and Forest Resources",,21.9376328
2019,Canada,"Light Manufacturing, Construction and Forest Resources",,21.82669598
2020,Canada,"Light Manufacturing, Construction and Forest Resources",,20.35490249
1990,Newfoundland and Labrador,Provincial Inventory Total,10,9.589508556
1991,Newfoundland and Labrador,Provincial Inventory Total,10,8.527310314
1992,Newfoundland and Labrador,Provincial Inventory Total,10,8.441184237
1993,Newfoundland and Labrador,Provincial Inventory Total,10,8.58229487
1994,Newfoundland and Labrador,Provincial Inventory Total,10,7.652087166
1995,Newfoundland and Labrador,Provincial Inventory Total,10,8.615845269
1996,Newfoundland and Labrador,Provincial Inventory Total,10,8.724139228
1997,Newfoundland and Labrador,Provincial Inventory Total,10,9.273344229
1998,Newfoundland and Labrador,Provincial Inventory Total,10,10.59674414
1999,Newfoundland and Labrador,Provincial Inventory Total,10,9.632635907
2000,Newfoundland and Labrador,Provincial Inventory Total,10,9.192132041
2001,Newfoundland and Labrador,Provincial Inventory Total,10,9.899129798
2002,Newfoundland and Labrador,Provincial Inventory Total,10,11.92875739
2003,Newfoundland and Labrador,Provincial Inventory Total,10,11.75862626
2004,Newfoundland and Labrador,Provincial Inventory Total,10,11.04119023
2005,Newfoundland and Labrador,Provincial Inventory Total,10,10.45289761
2006,Newfoundland and Labrador,Provincial Inventory Total,10,10.06041207
2007,Newfoundland and Labrador,Provincial Inventory Total,10,11.03111036
2008,Newfoundland and Labrador,Provincial Inventory Total,10,10.56750251
2009,Newfoundland and Labrador,Provincial Inventory Total,10,10.01652801
2010,Newfoundland and Labrador,Provincial Inventory Total,10,9.949175154
2011,Newfoundland and Labrador,Provincial Inventory Total,10,10.26579316
2012,Newfoundland and Labrador,Provincial Inventory Total,10,9.809434052
2013,Newfoundland and Labrador,Provincial Inventory Total,10,9.928194542
2014,Newfoundland and Labrador,Provincial Inventory Total,10,10.91420861
2015,Newfoundland and Labrador,Provincial Inventory Total,10,10.99737827
2016,Newfoundland and Labrador,Provincial Inventory Total,10,11.21016971
2017,Newfoundland and Labrador,Provincial Inventory Total,10,11.1250512
2018,Newfoundland and Labrador,Provincial Inventory Total,10,10.931764
2019,Newfoundland and Labrador,Provincial Inventory Total,10,11.13796966
2020,Newfoundland and Labrador,Provincial Inventory Total,10,9.500844894
1990,Newfoundland and Labrador,Oil and Gas,10,1.074096253
1991,Newfoundland and Labrador,Oil and Gas,10,1.04164553
1992,Newfoundland and Labrador,Oil and Gas,10,0.875095197
1993,Newfoundland and Labrador,Oil and Gas,10,1.058225123
1994,Newfoundland and Labrador,Oil and Gas,10,0.473245012
1995,Newfoundland and Labrador,Oil and Gas,10,0.968590293
1996,Newfoundland and Labrador,Oil and Gas,10,1.1362167
1997,Newfoundland and Labrador,Oil and Gas,10,1.291707436
1998,Newfoundland and Labrador,Oil and Gas,10,3.194127566
1999,Newfoundland and Labrador,Oil and Gas,10,2.626767354
2000,Newfoundland and Labrador,Oil and Gas,10,1.846352692
2001,Newfoundland and Labrador,Oil and Gas,10,1.741691257
2002,Newfoundland and Labrador,Oil and Gas,10,3.382902396
2003,Newfoundland and Labrador,Oil and Gas,10,2.917021092
2004,Newfoundland and Labrador,Oil and Gas,10,2.702773679
2005,Newfoundland and Labrador,Oil and Gas,10,2.63626345
2006,Newfoundland and Labrador,Oil and Gas,10,2.943808826
2007,Newfoundland and Labrador,Oil and Gas,10,3.112460841
2008,Newfoundland and Labrador,Oil and Gas,10,2.648284644
2009,Newfoundland and Labrador,Oil and Gas,10,2.717661241
2010,Newfoundland and Labrador,Oil and Gas,10,2.625072622
2011,Newfoundland and Labrador,Oil and Gas,10,2.360323713
2012,Newfoundland and Labrador,Oil and Gas,10,2.320632574
2013,Newfoundland and Labrador,Oil and Gas,10,2.512095953
2014,Newfoundland and Labrador,Oil and Gas,10,2.640600898
2015,Newfoundland and Labrador,Oil and Gas,10,2.564546731
2016,Newfoundland and Labrador,Oil and Gas,10,2.849333556
2017,Newfoundland and Labrador,Oil and Gas,10,2.771487902
2018,Newfoundland and Labrador,Oil and Gas,10,2.826095134
2019,Newfoundland and Labrador,Oil and Gas,10,2.855973565
2020,Newfoundland and Labrador,Oil and Gas,10,2.09147597
1990,Newfoundland and Labrador,Electricity,10,1.642123454
1991,Newfoundland and Labrador,Electricity,10,1.301597985
1992,Newfoundland and Labrador,Electricity,10,1.505085194
1993,Newfoundland and Labrador,Electricity,10,1.365953272
1994,Newfoundland and Labrador,Electricity,10,0.727827915
1995,Newfoundland and Labrador,Electricity,10,1.276526168
1996,Newfoundland and Labrador,Electricity,10,1.186410248
1997,Newfoundland and Labrador,Electricity,10,1.243315053
1998,Newfoundland and Labrador,Electricity,10,1.051138044
1999,Newfoundland and Labrador,Electricity,10,0.828781031
2000,Newfoundland and Labrador,Electricity,10,0.822639115
2001,Newfoundland and Labrador,Electricity,10,1.712051464
2002,Newfoundland and Labrador,Electricity,10,1.898404658
2003,Newfoundland and Labrador,Electricity,10,1.589398687
2004,Newfoundland and Labrador,Electricity,10,1.290092807
2005,Newfoundland and Labrador,Electricity,10,0.819745595
2006,Newfoundland and Labrador,Electricity,10,0.640465602
2007,Newfoundland and Labrador,Electricity,10,1.041207059
2008,Newfoundland and Labrador,Electricity,10,0.876721967
2009,Newfoundland and Labrador,Electricity,10,0.777807396
2010,Newfoundland and Labrador,Electricity,10,0.690960436
2011,Newfoundland and Labrador,Electricity,10,0.791244018
2012,Newfoundland and Labrador,Electricity,10,0.769604717
2013,Newfoundland and Labrador,Electricity,10,0.867985009
2014,Newfoundland and Labrador,Electricity,10,1.206883535
2015,Newfoundland and Labrador,Electricity,10,1.343026875
2016,Newfoundland and Labrador,Electricity,10,1.526892522
2017,Newfoundland and Labrador,Electricity,10,1.530967549
2018,Newfoundland and Labrador,Electricity,10,1.129083584
2019,Newfoundland and Labrador,Electricity,10,1.141552712
2020,Newfoundland and Labrador,Electricity,10,0.955248666
1990,Newfoundland and Labrador,Transport,10,3.001473731
1991,Newfoundland and Labrador,Transport,10,2.87571142
1992,Newfoundland and Labrador,Transport,10,2.843436952
1993,Newfoundland and Labrador,Transport,10,2.895114121
1994,Newfoundland and Labrador,Transport,10,2.899538241
1995,Newfoundland and Labrador,Transport,10,2.845699321
1996,Newfoundland and Labrador,Transport,10,2.911491762
1997,Newfoundland and Labrador,Transport,10,2.968566044
1998,Newfoundland and Labrador,Transport,10,3.045317279
1999,Newfoundland and Labrador,Transport,10,3.166652018
2000,Newfoundland and Labrador,Transport,10,3.295512404
2001,Newfoundland and Labrador,Transport,10,3.346573527
2002,Newfoundland and Labrador,Transport,10,3.461956906
2003,Newfoundland and Labrador,Transport,10,3.706822685
2004,Newfoundland and Labrador,Transport,10,3.519484662
2005,Newfoundland and Labrador,Transport,10,3.663352586
2006,Newfoundland and Labrador,Transport,10,3.526595031
2007,Newfoundland and Labrador,Transport,10,3.795136948
2008,Newfoundland and Labrador,Transport,10,3.931912371
2009,Newfoundland and Labrador,Transport,10,3.712270549
2010,Newfoundland and Labrador,Transport,10,3.746411282
2011,Newfoundland and Labrador,Transport,10,4.109268639
2012,Newfoundland and Labrador,Transport,10,4.111818144
2013,Newfoundland and Labrador,Transport,10,3.814773864
2014,Newfoundland and Labrador,Transport,10,4.143067466
2015,Newfoundland and Labrador,Transport,10,4.256269813
2016,Newfoundland and Labrador,Transport,10,4.252582927
2017,Newfoundland and Labrador,Transport,10,4.173248833
2018,Newfoundland and Labrador,Transport,10,4.257285364
2019,Newfoundland and Labrador,Transport,10,4.315607541
2020,Newfoundland and Labrador,Transport,10,3.886085706
1990,Newfoundland and Labrador,Heavy Industry,10,1.812104889
1991,Newfoundland and Labrador,Heavy Industry,10,1.296472878
1992,Newfoundland and Labrador,Heavy Industry,10,1.18555366
1993,Newfoundland and Labrador,Heavy Industry,10,1.188247471
1994,Newfoundland and Labrador,Heavy Industry,10,1.497798206
1995,Newfoundland and Labrador,Heavy Industry,10,1.510918445
1996,Newfoundland and Labrador,Heavy Industry,10,1.510321745
1997,Newfoundland and Labrador,Heavy Industry,10,1.68193846
1998,Newfoundland and Labrador,Heavy Industry,10,1.403065608
1999,Newfoundland and Labrador,Heavy Industry,10,1.1685924
2000,Newfoundland and Labrador,Heavy Industry,10,1.366189534
2001,Newfoundland and Labrador,Heavy Industry,10,1.192298395
2002,Newfoundland and Labrador,Heavy Industry,10,1.202379431
2003,Newfoundland and Labrador,Heavy Industry,10,1.469233012
2004,Newfoundland and Labrador,Heavy Industry,10,1.431597231
2005,Newfoundland and Labrador,Heavy Industry,10,1.583154355
2006,Newfoundland and Labrador,Heavy Industry,10,1.318072268
2007,Newfoundland and Labrador,Heavy Industry,10,1.210754607
2008,Newfoundland and Labrador,Heavy Industry,10,1.25383872
2009,Newfoundland and Labrador,Heavy Industry,10,1.198180536
2010,Newfoundland and Labrador,Heavy Industry,10,1.140656499
2011,Newfoundland and Labrador,Heavy Industry,10,1.036945404
2012,Newfoundland and Labrador,Heavy Industry,10,0.883413378
2013,Newfoundland and Labrador,Heavy Industry,10,0.82505568
2014,Newfoundland and Labrador,Heavy Industry,10,0.855083569
2015,Newfoundland and Labrador,Heavy Industry,10,0.786753167
2016,Newfoundland and Labrador,Heavy Industry,10,0.472933265
2017,Newfoundland and Labrador,Heavy Industry,10,0.585154523
2018,Newfoundland and Labrador,Heavy Industry,10,0.74240906
2019,Newfoundland and Labrador,Heavy Industry,10,0.867432433
2020,Newfoundland and Labrador,Heavy Industry,10,0.735728647
1990,Newfoundland and Labrador,Buildings,10,1.057190534
1991,Newfoundland and Labrador,Buildings,10,1.011634792
1992,Newfoundland and Labrador,Buildings,10,1.022892984
1993,Newfoundland and Labrador,Buildings,10,1.044378984
1994,Newfoundland and Labrador,Buildings,10,0.997434003
1995,Newfoundland and Labrador,Buildings,10,0.958502167
1996,Newfoundland and Labrador,Buildings,10,0.916972917
1997,Newfoundland and Labrador,Buildings,10,1.0002578
1998,Newfoundland and Labrador,Buildings,10,0.850497861
1999,Newfoundland and Labrador,Buildings,10,0.826409986
2000,Newfoundland and Labrador,Buildings,10,0.862000458
2001,Newfoundland and Labrador,Buildings,10,0.933723741
2002,Newfoundland and Labrador,Buildings,10,1.015814948
2003,Newfoundland and Labrador,Buildings,10,1.088118143
2004,Newfoundland and Labrador,Buildings,10,1.117809732
2005,Newfoundland and Labrador,Buildings,10,0.801247659
2006,Newfoundland and Labrador,Buildings,10,0.697449677
2007,Newfoundland and Labrador,Buildings,10,0.908300635
2008,Newfoundland and Labrador,Buildings,10,0.909651797
2009,Newfoundland and Labrador,Buildings,10,0.755683206
2010,Newfoundland and Labrador,Buildings,10,0.807379676
2011,Newfoundland and Labrador,Buildings,10,0.916243651
2012,Newfoundland and Labrador,Buildings,10,0.715679093
2013,Newfoundland and Labrador,Buildings,10,0.980161545
2014,Newfoundland and Labrador,Buildings,10,1.115680615
2015,Newfoundland and Labrador,Buildings,10,1.015318816
2016,Newfoundland and Labrador,Buildings,10,1.040700608
2017,Newfoundland and Labrador,Buildings,10,1.056766475
2018,Newfoundland and Labrador,Buildings,10,0.89470663
2019,Newfoundland and Labrador,Buildings,10,0.912736116
2020,Newfoundland and Labrador,Buildings,10,0.832131815
1990,Newfoundland and Labrador,Agriculture,10,0.080343119
1991,Newfoundland and Labrador,Agriculture,10,0.092841161
1992,Newfoundland and Labrador,Agriculture,10,0.114676307
1993,Newfoundland and Labrador,Agriculture,10,0.109779295
1994,Newfoundland and Labrador,Agriculture,10,0.111125328
1995,Newfoundland and Labrador,Agriculture,10,0.114156044
1996,Newfoundland and Labrador,Agriculture,10,0.113778695
1997,Newfoundland and Labrador,Agriculture,10,0.130347124
1998,Newfoundland and Labrador,Agriculture,10,0.138891937
1999,Newfoundland and Labrador,Agriculture,10,0.125846425
2000,Newfoundland and Labrador,Agriculture,10,0.114590162
2001,Newfoundland and Labrador,Agriculture,10,0.068323397
2002,Newfoundland and Labrador,Agriculture,10,0.071195622
2003,Newfoundland and Labrador,Agriculture,10,0.09693377
2004,Newfoundland and Labrador,Agriculture,10,0.082535136
2005,Newfoundland and Labrador,Agriculture,10,0.077350601
2006,Newfoundland and Labrador,Agriculture,10,0.079834593
2007,Newfoundland and Labrador,Agriculture,10,0.082087388
2008,Newfoundland and Labrador,Agriculture,10,0.085481431
2009,Newfoundland and Labrador,Agriculture,10,0.085047448
2010,Newfoundland and Labrador,Agriculture,10,0.103883905
2011,Newfoundland and Labrador,Agriculture,10,0.12618711
2012,Newfoundland and Labrador,Agriculture,10,0.148082743
2013,Newfoundland and Labrador,Agriculture,10,0.105344209
2014,Newfoundland and Labrador,Agriculture,10,0.105272344
2015,Newfoundland and Labrador,Agriculture,10,0.096303476
2016,Newfoundland and Labrador,Agriculture,10,0.096634413
2017,Newfoundland and Labrador,Agriculture,10,0.088374269
2018,Newfoundland and Labrador,Agriculture,10,0.089115585
2019,Newfoundland and Labrador,Agriculture,10,0.09326092
2020,Newfoundland and Labrador,Agriculture,10,0.093033236
1990,Newfoundland and Labrador,Waste,10,0.715025221
1991,Newfoundland and Labrador,Waste,10,0.72627925
1992,Newfoundland and Labrador,Waste,10,0.738281518
1993,Newfoundland and Labrador,Waste,10,0.749932358
1994,Newfoundland and Labrador,Waste,10,0.761737983
1995,Newfoundland and Labrador,Waste,10,0.771996575
1996,Newfoundland and Labrador,Waste,10,0.773323375
1997,Newfoundland and Labrador,Waste,10,0.763494016
1998,Newfoundland and Labrador,Waste,10,0.754276386
1999,Newfoundland and Labrador,Waste,10,0.745567577
2000,Newfoundland and Labrador,Waste,10,0.740102945
2001,Newfoundland and Labrador,Waste,10,0.737391293
2002,Newfoundland and Labrador,Waste,10,0.734212604
2003,Newfoundland and Labrador,Waste,10,0.724195313
2004,Newfoundland and Labrador,Waste,10,0.712695894
2005,Newfoundland and Labrador,Waste,10,0.702190054
2006,Newfoundland and Labrador,Waste,10,0.70071716
2007,Newfoundland and Labrador,Waste,10,0.699486493
2008,Newfoundland and Labrador,Waste,10,0.695909131
2009,Newfoundland and Labrador,Waste,10,0.615577332
2010,Newfoundland and Labrador,Waste,10,0.607623158
2011,Newfoundland and Labrador,Waste,10,0.606653283
2012,Newfoundland and Labrador,Waste,10,0.623549384
2013,Newfoundland and Labrador,Waste,10,0.626245415
2014,Newfoundland and Labrador,Waste,10,0.631729213
2015,Newfoundland and Labrador,Waste,10,0.632949661
2016,Newfoundland and Labrador,Waste,10,0.65311896
2017,Newfoundland and Labrador,Waste,10,0.655981614
2018,Newfoundland and Labrador,Waste,10,0.653953216
2019,Newfoundland and Labrador,Waste,10,0.651253158
2020,Newfoundland and Labrador,Waste,10,0.655606204
1990,Newfoundland and Labrador,Coal Production,10,0.0
1991,Newfoundland and Labrador,Coal Production,10,0.0
1992,Newfoundland and Labrador,Coal Production,10,0.0
1993,Newfoundland and Labrador,Coal Production,10,0.0
1994,Newfoundland and Labrador,Coal Production,10,0.0
1995,Newfoundland and Labrador,Coal Production,10,0.0
1996,Newfoundland and Labrador,Coal Production,10,0.0
1997,Newfoundland and Labrador,Coal Production,10,0.0
1998,Newfoundland and Labrador,Coal Production,10,0.0
1999,Newfoundland and Labrador,Coal Production,10,0.0
2000,Newfoundland and Labrador,Coal Production,10,0.0
2001,Newfoundland and Labrador,Coal Production,10,0.0
