Year,Géographie,Groupe d'âge,Sexe,Revenu du ménage,Plus haut niveau de scolarité,GeoCode,Value
2015,Nouveau-Brunswick,18 à 34 ans,Hommes,,,13,29.9
2015,Nouveau-Brunswick,18 à 34 ans,Femmes,,,13,45.5
2015,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,13,26.2
2015,Nouveau-Brunswick,35 à 49 ans,Hommes,,,13,18.4
2015,Nouveau-Brunswick,35 à 49 ans,Femmes,,,13,33.0
2015,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,13,23.8
2015,Nouveau-Brunswick,50 à 64 ans,Hommes,,,13,23.3
2015,Nouveau-Brunswick,50 à 64 ans,Femmes,,,13,24.3
2015,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,13,27.4
2015,Nouveau-Brunswick,65 ans et plus,Hommes,,,13,18.5
2015,Nouveau-Brunswick,65 ans et plus,Femmes,,,13,34.3
2015,Québec,"Total, 18 ans et plus",Les deux sexes,,,24,38.4
2015,Québec,"Total, 18 ans et plus",Hommes,,,24,29.9
2015,Québec,"Total, 18 ans et plus",Femmes,,,24,46.9
2015,Québec,18 à 34 ans,Les deux sexes,,,24,39.2
2015,Québec,18 à 34 ans,Hommes,,,24,37.0
2015,Québec,18 à 34 ans,Femmes,,,24,41.5
2015,Québec,35 à 49 ans,Les deux sexes,,,24,40.3
2015,Québec,35 à 49 ans,Hommes,,,24,30.8
2015,Québec,35 à 49 ans,Femmes,,,24,50.1
2015,Québec,50 à 64 ans,Les deux sexes,,,24,35.9
2015,Québec,50 à 64 ans,Hommes,,,24,23.4
2015,Québec,50 à 64 ans,Femmes,,,24,48.8
2015,Québec,65 ans et plus,Les deux sexes,,,24,38.5
2015,Québec,65 ans et plus,Hommes,,,24,27.6
2015,Québec,65 ans et plus,Femmes,,,24,47.7
2015,Ontario,"Total, 18 ans et plus",Les deux sexes,,,35,29.0
2015,Ontario,"Total, 18 ans et plus",Hommes,,,35,22.8
2015,Ontario,"Total, 18 ans et plus",Femmes,,,35,34.8
2015,Ontario,18 à 34 ans,Les deux sexes,,,35,28.4
2015,Ontario,18 à 34 ans,Hommes,,,35,22.5
2015,Ontario,18 à 34 ans,Femmes,,,35,34.2
2015,Ontario,35 à 49 ans,Les deux sexes,,,35,30.3
2015,Ontario,35 à 49 ans,Hommes,,,35,23.7
2015,Ontario,35 à 49 ans,Femmes,,,35,36.5
2015,Ontario,50 à 64 ans,Les deux sexes,,,35,28.2
2015,Ontario,50 à 64 ans,Hommes,,,35,20.7
2015,Ontario,50 à 64 ans,Femmes,,,35,35.5
2015,Ontario,65 ans et plus,Les deux sexes,,,35,29.5
2015,Ontario,65 ans et plus,Hommes,,,35,25.6
2015,Ontario,65 ans et plus,Femmes,,,35,32.6
2015,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,46,28.6
2015,Manitoba,"Total, 18 ans et plus",Hommes,,,46,21.0
2015,Manitoba,"Total, 18 ans et plus",Femmes,,,46,35.8
2015,Manitoba,18 à 34 ans,Les deux sexes,,,46,33.6
2015,Manitoba,18 à 34 ans,Hommes,,,46,25.4
2015,Manitoba,18 à 34 ans,Femmes,,,46,41.7
2015,Manitoba,35 à 49 ans,Les deux sexes,,,46,30.0
2015,Manitoba,35 à 49 ans,Hommes,,,46,22.8
2015,Manitoba,35 à 49 ans,Femmes,,,46,37.0
2015,Manitoba,50 à 64 ans,Les deux sexes,,,46,23.9
2015,Manitoba,50 à 64 ans,Hommes,,,46,16.0
2015,Manitoba,50 à 64 ans,Femmes,,,46,31.8
2015,Manitoba,65 ans et plus,Les deux sexes,,,46,25.1
2015,Manitoba,65 ans et plus,Hommes,,,46,18.4
2015,Manitoba,65 ans et plus,Femmes,,,46,30.6
2015,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,47,29.7
2015,Saskatchewan,"Total, 18 ans et plus",Hommes,,,47,21.5
2015,Saskatchewan,"Total, 18 ans et plus",Femmes,,,47,38.0
2015,Saskatchewan,18 à 34 ans,Les deux sexes,,,47,29.3
2015,Saskatchewan,18 à 34 ans,Hommes,,,47,21.8
2015,Saskatchewan,18 à 34 ans,Femmes,,,47,37.0
2015,Saskatchewan,35 à 49 ans,Les deux sexes,,,47,28.3
2015,Saskatchewan,35 à 49 ans,Hommes,,,47,20.3
2015,Saskatchewan,35 à 49 ans,Femmes,,,47,36.5
2015,Saskatchewan,50 à 64 ans,Les deux sexes,,,47,30.2
2015,Saskatchewan,50 à 64 ans,Hommes,,,47,19.2
2015,Saskatchewan,50 à 64 ans,Femmes,,,47,41.9
2015,Saskatchewan,65 ans et plus,Les deux sexes,,,47,31.5
2015,Saskatchewan,65 ans et plus,Hommes,,,47,26.4
2015,Saskatchewan,65 ans et plus,Femmes,,,47,36.1
2015,Alberta,"Total, 18 ans et plus",Les deux sexes,,,48,32.0
2015,Alberta,"Total, 18 ans et plus",Hommes,,,48,25.1
2015,Alberta,"Total, 18 ans et plus",Femmes,,,48,39.1
2015,Alberta,18 à 34 ans,Les deux sexes,,,48,29.6
2015,Alberta,18 à 34 ans,Hommes,,,48,21.8
2015,Alberta,18 à 34 ans,Femmes,,,48,37.9
2015,Alberta,35 à 49 ans,Les deux sexes,,,48,33.0
2015,Alberta,35 à 49 ans,Hommes,,,48,28.4
2015,Alberta,35 à 49 ans,Femmes,,,48,37.9
2015,Alberta,50 à 64 ans,Les deux sexes,,,48,35.2
2015,Alberta,50 à 64 ans,Hommes,,,48,26.9
2015,Alberta,50 à 64 ans,Femmes,,,48,43.8
2015,Alberta,65 ans et plus,Les deux sexes,,,48,30.0
2015,Alberta,65 ans et plus,Hommes,,,48,23.2
2015,Alberta,65 ans et plus,Femmes,,,48,35.9
2015,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,59,30.0
2015,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,59,22.0
2015,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,59,37.6
2015,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,59,29.1
2015,Colombie-Britannique,18 à 34 ans,Hommes,,,59,22.8
2015,Colombie-Britannique,18 à 34 ans,Femmes,,,59,35.5
2015,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,59,31.6
2015,Colombie-Britannique,35 à 49 ans,Hommes,,,59,21.7
2015,Colombie-Britannique,35 à 49 ans,Femmes,,,59,40.4
2015,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,59,29.5
2015,Colombie-Britannique,50 à 64 ans,Hommes,,,59,20.5
2015,Colombie-Britannique,50 à 64 ans,Femmes,,,59,38.6
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,,,59,29.7
2015,Colombie-Britannique,65 ans et plus,Hommes,,,59,23.1
2015,Colombie-Britannique,65 ans et plus,Femmes,,,59,35.4
2016,Canada,"Total, 18 ans et plus",Hommes,,,,22.5
2016,Canada,"Total, 18 ans et plus",Femmes,,,,37.4
2016,Canada,18 à 34 ans,Les deux sexes,,,,30.4
2016,Canada,18 à 34 ans,Hommes,,,,24.4
2016,Canada,18 à 34 ans,Femmes,,,,36.4
2016,Canada,35 à 49 ans,Les deux sexes,,,,32.1
2016,Canada,35 à 49 ans,Hommes,,,,23.5
2016,Canada,35 à 49 ans,Femmes,,,,40.4
2016,Canada,50 à 64 ans,Les deux sexes,,,,28.4
2016,Canada,50 à 64 ans,Hommes,,,,20.3
2016,Canada,50 à 64 ans,Femmes,,,,36.3
2016,Canada,65 ans et plus,Les deux sexes,,,,29.5
2016,Canada,65 ans et plus,Hommes,,,,21.3
2016,Canada,65 ans et plus,Femmes,,,,36.3
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,10,18.0
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,10,13.7
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,10,22.1
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,10,16.7
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,10,15.0
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,10,18.3
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,10,21.0
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,10,9.4
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,10,31.9
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,10,18.0
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,10,20.2
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,10,15.9
2016,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,10,16.0
2016,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,10,7.7
2016,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,10,23.1
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,11,30.3
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,11,26.2
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,11,34.0
2016,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,11,30.0
2016,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,11,30.5
2016,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,11,29.5
2016,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,11,30.1
2016,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,11,29.1
2016,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,11,31.0
2016,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,11,35.0
2016,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,11,23.0
2016,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,11,45.5
2016,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,11,24.7
2016,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,11,21.3
2016,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,11,27.4
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,12,23.0
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,12,16.2
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,12,29.1
2016,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,12,20.2
2016,Nouvelle-Écosse,18 à 34 ans,Hommes,,,12,16.8
2016,Nouvelle-Écosse,18 à 34 ans,Femmes,,,12,23.6
2016,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,12,27.0
2016,Nouvelle-Écosse,35 à 49 ans,Hommes,,,12,16.3
2016,Nouvelle-Écosse,35 à 49 ans,Femmes,,,12,36.9
2016,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,12,22.5
2016,Nouvelle-Écosse,50 à 64 ans,Hommes,,,12,15.4
2016,Nouvelle-Écosse,50 à 64 ans,Femmes,,,12,29.1
2016,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,12,22.4
2016,Nouvelle-Écosse,65 ans et plus,Hommes,,,12,16.6
2016,Nouvelle-Écosse,65 ans et plus,Femmes,,,12,27.0
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,,,13,24.7
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,,,13,16.4
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,,,13,32.2
2016,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,,,13,30.2
2016,Nouveau-Brunswick,18 à 34 ans,Hommes,,,13,23.8
2016,Nouveau-Brunswick,18 à 34 ans,Femmes,,,13,36.4
2016,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,13,28.4
2016,Nouveau-Brunswick,35 à 49 ans,Hommes,,,13,18.1
2016,Nouveau-Brunswick,35 à 49 ans,Femmes,,,13,37.9
2016,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,13,20.3
2016,Nouveau-Brunswick,50 à 64 ans,Hommes,,,13,10.6
2016,Nouveau-Brunswick,50 à 64 ans,Femmes,,,13,29.0
2016,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,13,20.1
2016,Nouveau-Brunswick,65 ans et plus,Hommes,,,13,13.6
2016,Nouveau-Brunswick,65 ans et plus,Femmes,,,13,25.4
2016,Québec,"Total, 18 ans et plus",Les deux sexes,,,24,38.1
2016,Québec,"Total, 18 ans et plus",Hommes,,,24,28.8
2016,Québec,"Total, 18 ans et plus",Femmes,,,24,47.1
2016,Québec,18 à 34 ans,Les deux sexes,,,24,40.5
2016,Québec,18 à 34 ans,Hommes,,,24,32.3
2016,Québec,18 à 34 ans,Femmes,,,24,48.4
2016,Québec,35 à 49 ans,Les deux sexes,,,24,41.7
2016,Québec,35 à 49 ans,Hommes,,,24,31.7
2016,Québec,35 à 49 ans,Femmes,,,24,51.9
2016,Québec,50 à 64 ans,Les deux sexes,,,24,34.4
2016,Québec,50 à 64 ans,Hommes,,,24,26.9
2016,Québec,50 à 64 ans,Femmes,,,24,42.0
2016,Québec,65 ans et plus,Les deux sexes,,,24,35.7
2016,Québec,65 ans et plus,Hommes,,,24,22.8
2016,Québec,65 ans et plus,Femmes,,,24,46.4
2016,Ontario,"Total, 18 ans et plus",Les deux sexes,,,35,27.0
2016,Ontario,"Total, 18 ans et plus",Hommes,,,35,20.1
2016,Ontario,"Total, 18 ans et plus",Femmes,,,35,33.4
2016,Ontario,18 à 34 ans,Les deux sexes,,,35,24.9
2016,Ontario,18 à 34 ans,Hommes,,,35,19.5
2016,Ontario,18 à 34 ans,Femmes,,,35,30.1
2016,Ontario,35 à 49 ans,Les deux sexes,,,35,29.7
2016,Ontario,35 à 49 ans,Hommes,,,35,21.8
2016,Ontario,35 à 49 ans,Femmes,,,35,36.9
2016,Ontario,50 à 64 ans,Les deux sexes,,,35,27.0
2016,Ontario,50 à 64 ans,Hommes,,,35,18.6
2016,Ontario,50 à 64 ans,Femmes,,,35,35.0
2016,Ontario,65 ans et plus,Les deux sexes,,,35,26.7
2016,Ontario,65 ans et plus,Hommes,,,35,21.2
2016,Ontario,65 ans et plus,Femmes,,,35,31.2
2016,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,46,25.4
2016,Manitoba,"Total, 18 ans et plus",Hommes,,,46,16.8
2016,Manitoba,"Total, 18 ans et plus",Femmes,,,46,33.6
2016,Manitoba,18 à 34 ans,Les deux sexes,,,46,26.9
2016,Manitoba,18 à 34 ans,Hommes,,,46,19.0
2016,Manitoba,18 à 34 ans,Femmes,,,46,34.7
2016,Manitoba,35 à 49 ans,Les deux sexes,,,46,27.6
2016,Manitoba,35 à 49 ans,Hommes,,,46,17.8
2016,Manitoba,35 à 49 ans,Femmes,,,46,37.0
2016,Manitoba,50 à 64 ans,Les deux sexes,,,46,22.2
2016,Manitoba,50 à 64 ans,Hommes,,,46,13.2
2016,Manitoba,50 à 64 ans,Femmes,,,46,31.0
2016,Manitoba,65 ans et plus,Les deux sexes,,,46,24.7
2016,Manitoba,65 ans et plus,Hommes,,,46,17.0
2016,Manitoba,65 ans et plus,Femmes,,,46,30.7
2016,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,47,26.9
2016,Saskatchewan,"Total, 18 ans et plus",Hommes,,,47,18.4
2016,Saskatchewan,"Total, 18 ans et plus",Femmes,,,47,35.6
2016,Saskatchewan,18 à 34 ans,Les deux sexes,,,47,27.9
2016,Saskatchewan,18 à 34 ans,Hommes,,,47,22.4
2016,Saskatchewan,18 à 34 ans,Femmes,,,47,33.9
2016,Saskatchewan,35 à 49 ans,Les deux sexes,,,47,23.0
2016,Saskatchewan,35 à 49 ans,Hommes,,,47,15.8
2016,Saskatchewan,35 à 49 ans,Femmes,,,47,30.4
2016,Saskatchewan,50 à 64 ans,Les deux sexes,,,47,26.7
2016,Saskatchewan,50 à 64 ans,Hommes,,,47,14.4
2016,Saskatchewan,50 à 64 ans,Femmes,,,47,39.5
2016,Saskatchewan,65 ans et plus,Les deux sexes,,,47,30.8
2016,Saskatchewan,65 ans et plus,Hommes,,,47,20.8
2016,Saskatchewan,65 ans et plus,Femmes,,,47,39.8
2016,Alberta,"Total, 18 ans et plus",Les deux sexes,,,48,27.9
2016,Alberta,"Total, 18 ans et plus",Hommes,,,48,19.7
2016,Alberta,"Total, 18 ans et plus",Femmes,,,48,36.4
2016,Alberta,18 à 34 ans,Les deux sexes,,,48,28.8
2016,Alberta,18 à 34 ans,Hommes,,,48,21.7
2016,Alberta,18 à 34 ans,Femmes,,,48,36.2
2016,Alberta,35 à 49 ans,Les deux sexes,,,48,29.2
2016,Alberta,35 à 49 ans,Hommes,,,48,20.7
2016,Alberta,35 à 49 ans,Femmes,,,48,38.3
2016,Alberta,50 à 64 ans,Les deux sexes,,,48,24.2
2016,Alberta,50 à 64 ans,Hommes,,,48,15.4
2016,Alberta,50 à 64 ans,Femmes,,,48,33.5
2016,Alberta,65 ans et plus,Les deux sexes,,,48,29.9
2016,Alberta,65 ans et plus,Hommes,,,48,20.3
2016,Alberta,65 ans et plus,Femmes,,,48,38.4
2016,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,59,32.1
2016,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,59,25.7
2016,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,59,38.2
2016,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,59,36.2
2016,Colombie-Britannique,18 à 34 ans,Hommes,,,59,31.9
2016,Colombie-Britannique,18 à 34 ans,Femmes,,,59,40.5
2016,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,59,30.5
2016,Colombie-Britannique,35 à 49 ans,Hommes,,,59,23.0
2016,Colombie-Britannique,35 à 49 ans,Femmes,,,59,37.9
2016,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,59,30.4
2016,Colombie-Britannique,50 à 64 ans,Hommes,,,59,22.5
2016,Colombie-Britannique,50 à 64 ans,Femmes,,,59,37.9
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,,,59,30.3
2016,Colombie-Britannique,65 ans et plus,Hommes,,,59,24.1
2016,Colombie-Britannique,65 ans et plus,Femmes,,,59,35.9
2017,Canada,"Total, 18 ans et plus",Hommes,,,,22.2
2017,Canada,"Total, 18 ans et plus",Femmes,,,,34.9
2017,Canada,18 à 34 ans,Les deux sexes,,,,27.1
2017,Canada,18 à 34 ans,Hommes,,,,21.8
2017,Canada,18 à 34 ans,Femmes,,,,32.4
2017,Canada,35 à 49 ans,Les deux sexes,,,,30.1
2017,Canada,35 à 49 ans,Hommes,,,,23.3
2017,Canada,35 à 49 ans,Femmes,,,,36.7
2017,Canada,50 à 64 ans,Les deux sexes,,,,27.8
2017,Canada,50 à 64 ans,Hommes,,,,20.7
2017,Canada,50 à 64 ans,Femmes,,,,34.7
2017,Canada,65 ans et plus,Les deux sexes,,,,30.6
2017,Canada,65 ans et plus,Hommes,,,,23.3
2017,Canada,65 ans et plus,Femmes,,,,36.7
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,10,18.5
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,10,13.4
2017,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,10,23.3
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,10,19.9
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,10,14.6
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,10,25.3
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,10,18.6
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,10,11.2
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,10,25.9
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,10,16.8
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,10,17.3
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,10,16.3
2017,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,10,19.4
2017,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,10,9.6
2017,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,10,27.7
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,11,26.1
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,11,17.0
2017,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,11,34.7
2017,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,11,28.3
2017,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,11,18.8
2017,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,11,36.9
2017,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,11,33.1
2017,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,11,22.7
2017,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,11,43.0
2017,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,11,23.2
2017,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,11,15.5
2017,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,11,30.6
2017,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,11,19.8
2017,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,11,10.0
2017,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,11,28.3
2017,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,12,25.4
2017,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,12,20.8
2017,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,12,29.6
2017,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,12,22.7
2017,Nouvelle-Écosse,18 à 34 ans,Hommes,,,12,16.0
2017,Nouvelle-Écosse,18 à 34 ans,Femmes,,,12,29.2
2017,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,12,31.5
2017,Nouvelle-Écosse,35 à 49 ans,Hommes,,,12,31.0
2017,Nouvelle-Écosse,35 à 49 ans,Femmes,,,12,31.9
2017,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,12,23.8
2017,Nouvelle-Écosse,50 à 64 ans,Hommes,,,12,17.1
2017,Nouvelle-Écosse,50 à 64 ans,Femmes,,,12,30.1
2017,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,12,24.3
2017,Nouvelle-Écosse,65 ans et plus,Hommes,,,12,21.0
2017,Nouvelle-Écosse,65 ans et plus,Femmes,,,12,26.9
