Year,Âge,Génération,Type de ménage,Statut de propriété,Quintile de revenu,Source principale de revenu du ménage,Value
2015 Q4,,,,Locataire,,,57.3
2016 Q4,,,,Propriétaire,,,221.5
2016 Q4,,,,Propriétaire avec hypothèque,,,314.9
2016 Q4,,,,Propriétaire sans hypothèque,,,87.4
2016 Q4,,,,Locataire,,,57.2
2017 Q4,,,,Propriétaire,,,222.2
2017 Q4,,,,Propriétaire avec hypothèque,,,315.9
2017 Q4,,,,Propriétaire sans hypothèque,,,87.5
2017 Q4,,,,Locataire,,,56.5
2018 Q4,,,,Propriétaire,,,222.5
2018 Q4,,,,Propriétaire avec hypothèque,,,321.7
2018 Q4,,,,Propriétaire sans hypothèque,,,82.0
2018 Q4,,,,Locataire,,,62.6
2019 Q4,,,,Propriétaire,,,220.3
2019 Q4,,,,Propriétaire avec hypothèque,,,324.3
2019 Q4,,,,Propriétaire sans hypothèque,,,75.5
2019 Q4,,,,Locataire,,,66.0
2020 Q4,,,,Propriétaire,,,207.3
2020 Q4,,,,Propriétaire avec hypothèque,,,303.7
2020 Q4,,,,Propriétaire sans hypothèque,,,68.3
2020 Q4,,,,Locataire,,,59.6
2021 Q4,,,,Propriétaire,,,213.9
2021 Q4,,,,Propriétaire avec hypothèque,,,308.9
2021 Q4,,,,Propriétaire sans hypothèque,,,70.5
2021 Q4,,,,Locataire,,,60.4
2022 Q4,,,,Propriétaire,,,210.7
2022 Q4,,,,Propriétaire avec hypothèque,,,312.3
2022 Q4,,,,Propriétaire sans hypothèque,,,66.1
2022 Q4,,,,Locataire,,,57.6
2023 Q4,,,,Propriétaire,,,205.2
2023 Q4,,,,Propriétaire avec hypothèque,,,305.7
2023 Q4,,,,Propriétaire sans hypothèque,,,63.9
2023 Q4,,,,Locataire,,,58.1
2015 Q4,,,,,Quintile de revenu inférieur,,276.9
2015 Q4,,,,,Deuxième quintile de revenu,,200.3
2015 Q4,,,,,Troisième quintile de revenu,,203.4
2015 Q4,,,,,Quatrième quintile de revenu,,184.8
2015 Q4,,,,,Quintile de revenu supérieur,,142.9
2015 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,250.8
2015 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,394.5
2015 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,449.6
2015 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,324.3
2015 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,94.9
2015 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,221.3
2015 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,250.5
2015 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,291.7
2015 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,213.7
2015 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,63.8
2015 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,237.8
2015 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,273.5
2015 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,236.1
2015 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,203.4
2015 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,57.9
2015 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,201.2
2015 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,251.8
2015 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,183.3
2015 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,177.6
2015 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,85.8
2015 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,164.9
2015 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,203.7
2015 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,157.4
2015 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,128.1
2015 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,64.3
2016 Q4,,,,,Quintile de revenu inférieur,,270.7
2016 Q4,,,,,Deuxième quintile de revenu,,200.1
2016 Q4,,,,,Troisième quintile de revenu,,213.6
2016 Q4,,,,,Quatrième quintile de revenu,,195.6
2016 Q4,,,,,Quintile de revenu supérieur,,153.1
2016 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,259.9
2016 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,339.1
2016 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,447.1
2016 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,338.3
2016 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,92.1
2016 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,217.8
2016 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,218.8
2016 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,323.1
2016 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,235.1
2016 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,61.6
2016 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,254.8
2016 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,298.8
2016 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,248.9
2016 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,206.9
2016 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,54.6
2016 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,204.4
2016 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,254.6
2016 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,200.2
2016 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,194.1
2016 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,103.0
2016 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,165.8
2016 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,219.5
2016 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,171.5
2016 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,142.1
2016 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,70.7
2017 Q4,,,,,Quintile de revenu inférieur,,264.6
2017 Q4,,,,,Deuxième quintile de revenu,,207.2
2017 Q4,,,,,Troisième quintile de revenu,,220.2
2017 Q4,,,,,Quatrième quintile de revenu,,193.0
2017 Q4,,,,,Quintile de revenu supérieur,,151.7
2017 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,263.9
2017 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,303.9
2017 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,431.4
2017 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,368.4
2017 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,91.8
2017 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,211.4
2017 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,234.8
2017 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,346.9
2017 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,262.4
2017 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,61.9
2017 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,257.5
2017 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,315.6
2017 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,254.6
2017 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,210.8
2017 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,65.7
2017 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,200.9
2017 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,246.4
2017 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,196.5
2017 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,193.7
2017 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,102.5
2017 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,163.8
2017 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,200.8
2017 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,178.8
2017 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,142.3
2017 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,70.5
2018 Q4,,,,,Quintile de revenu inférieur,,281.8
2018 Q4,,,,,Deuxième quintile de revenu,,207.3
2018 Q4,,,,,Troisième quintile de revenu,,220.8
2018 Q4,,,,,Quatrième quintile de revenu,,195.4
2018 Q4,,,,,Quintile de revenu supérieur,,150.4
2018 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,243.9
2018 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,370.8
2018 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,570.8
2018 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,333.5
2018 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,88.5
2018 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,202.1
2018 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,270.5
2018 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,339.7
2018 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,255.2
2018 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,57.3
2018 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,253.7
2018 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,324.1
2018 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,268.2
2018 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,194.0
2018 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,66.2
2018 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,206.1
2018 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,237.5
2018 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,215.4
2018 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,190.8
2018 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,99.6
2018 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,158.1
2018 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,201.9
2018 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,181.2
2018 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,137.9
2018 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,70.8
2019 Q4,,,,,Quintile de revenu inférieur,,284.0
2019 Q4,,,,,Deuxième quintile de revenu,,208.6
2019 Q4,,,,,Troisième quintile de revenu,,221.0
2019 Q4,,,,,Quatrième quintile de revenu,,193.1
2019 Q4,,,,,Quintile de revenu supérieur,,148.9
2019 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,225.8
2019 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,431.4
2019 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,574.6
2019 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,311.8
2019 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,83.6
2019 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,203.7
2019 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,296.5
2019 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,321.3
2019 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,252.6
2019 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,53.8
2019 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,249.7
2019 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,323.1
2019 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,262.2
2019 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,194.0
2019 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,83.7
2019 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,220.4
2019 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,238.5
2019 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,223.0
2019 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,175.2
2019 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,83.0
2019 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,147.0
2019 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,199.0
2019 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,197.2
2019 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,131.2
2019 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,63.6
2020 Q4,,,,,Quintile de revenu inférieur,,271.1
2020 Q4,,,,,Deuxième quintile de revenu,,196.9
2020 Q4,,,,,Troisième quintile de revenu,,205.7
2020 Q4,,,,,Quatrième quintile de revenu,,179.2
2020 Q4,,,,,Quintile de revenu supérieur,,138.5
2020 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,223.2
2020 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,432.8
2020 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,650.5
2020 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,282.2
2020 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,69.8
2020 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,190.9
2020 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,296.8
2020 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,312.9
2020 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,242.6
2020 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,47.0
2020 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,225.8
2020 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,300.0
2020 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,233.5
2020 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,181.5
2020 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,84.7
2020 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,216.8
2020 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,206.6
2020 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,199.9
2020 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,168.5
2020 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,79.7
2020 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,124.1
2020 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,178.5
2020 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,179.7
2020 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,121.6
2020 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,69.3
2021 Q4,,,,,Quintile de revenu inférieur,,279.0
2021 Q4,,,,,Deuxième quintile de revenu,,198.7
2021 Q4,,,,,Troisième quintile de revenu,,209.6
2021 Q4,,,,,Quatrième quintile de revenu,,185.0
2021 Q4,,,,,Quintile de revenu supérieur,,145.0
2021 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,212.1
2021 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,467.6
2021 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,796.1
2021 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,312.0
2021 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,66.2
2021 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,189.6
2021 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,292.4
2021 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,308.6
2021 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,240.3
2021 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,48.9
2021 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,220.6
2021 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,310.0
2021 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,232.1
2021 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,169.6
2021 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,94.1
2021 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,236.4
2021 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,215.5
2021 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,189.0
2021 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,175.0
2021 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,84.2
2021 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,120.7
2021 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,187.2
2021 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,195.5
2021 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,125.0
2021 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,75.3
2022 Q4,,,,,Quintile de revenu inférieur,,260.9
2022 Q4,,,,,Deuxième quintile de revenu,,194.5
2022 Q4,,,,,Troisième quintile de revenu,,209.6
2022 Q4,,,,,Quatrième quintile de revenu,,180.8
2022 Q4,,,,,Quintile de revenu supérieur,,142.4
2022 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,194.7
2022 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,459.0
2022 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,628.9
2022 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,246.1
2022 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,68.0
2022 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,182.1
2022 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,297.7
2022 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,313.3
2022 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,238.1
2022 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,44.9
2022 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,224.8
2022 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,311.5
2022 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,237.3
2022 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,166.7
2022 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,89.9
2022 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,219.3
2022 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,211.4
2022 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,192.1
2022 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,171.1
2022 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,81.5
2022 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,117.5
2022 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,188.5
2022 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,188.5
2022 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,125.0
2022 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,71.6
2023 Q4,,,,,Quintile de revenu inférieur,,288.1
2023 Q4,,,,,Deuxième quintile de revenu,,197.2
2023 Q4,,,,,Troisième quintile de revenu,,205.3
2023 Q4,,,,,Quatrième quintile de revenu,,176.7
2023 Q4,,,,,Quintile de revenu supérieur,,136.5
2023 Q4,,,,,"Quintile de revenu inférieur, moins de 35 ans",,194.5
2023 Q4,,,,,"Quintile de revenu inférieur, 35 à 44 ans",,513.2
2023 Q4,,,,,"Quintile de revenu inférieur, 45 à 54 ans",,618.2
2023 Q4,,,,,"Quintile de revenu inférieur, 55 à 64 ans",,335.3
2023 Q4,,,,,"Quintile de revenu inférieur, 65 ans et plus",,77.8
2023 Q4,,,,,"Deuxième quintile de revenu, moins de 35 ans",,162.2
2023 Q4,,,,,"Deuxième quintile de revenu, 35 à 44 ans",,305.9
2023 Q4,,,,,"Deuxième quintile de revenu, 45 à 54 ans",,313.6
2023 Q4,,,,,"Deuxième quintile de revenu, 55 à 64 ans",,242.4
2023 Q4,,,,,"Deuxième quintile de revenu, 65 ans et plus",,50.6
2023 Q4,,,,,"Troisième quintile de revenu, moins de 35 ans",,196.0
2023 Q4,,,,,"Troisième quintile de revenu, 35 à 44 ans",,293.5
2023 Q4,,,,,"Troisième quintile de revenu, 45 à 54 ans",,242.5
2023 Q4,,,,,"Troisième quintile de revenu, 55 à 64 ans",,182.6
2023 Q4,,,,,"Troisième quintile de revenu, 65 ans et plus",,93.1
2023 Q4,,,,,"Quatrième quintile de revenu, moins de 35 ans",,182.8
2023 Q4,,,,,"Quatrième quintile de revenu, 35 à 44 ans",,204.3
2023 Q4,,,,,"Quatrième quintile de revenu, 45 à 54 ans",,211.0
2023 Q4,,,,,"Quatrième quintile de revenu, 55 à 64 ans",,175.4
2023 Q4,,,,,"Quatrième quintile de revenu, 65 ans et plus",,81.6
2023 Q4,,,,,"Quintile de revenu supérieur, moins de 35 ans",,117.6
2023 Q4,,,,,"Quintile de revenu supérieur, 35 à 44 ans",,196.7
2023 Q4,,,,,"Quintile de revenu supérieur, 45 à 54 ans",,178.3
2023 Q4,,,,,"Quintile de revenu supérieur, 55 à 64 ans",,121.7
2023 Q4,,,,,"Quintile de revenu supérieur, 65 ans et plus",,60.8
2015 Q4,,,,,,Salaires et traitements,202.7
2015 Q4,,,,,,Revenu de travail autonome,296.0
2015 Q4,,,,,,Revenu net de la propriété,100.5
2015 Q4,,,,,,Transferts courants reçus - prestations de retraite,76.6
2015 Q4,,,,,,Transferts courants reçus - autres,161.4
2016 Q4,,,,,,Salaires et traitements,215.3
2016 Q4,,,,,,Revenu de travail autonome,305.0
2016 Q4,,,,,,Revenu net de la propriété,114.5
