Year,data.Geography,data.Economic family type,GeoCode,Value
2015,data.Ontario,data.Elderly males not in an economic family,35,38000.0
2015,data.Ontario,data.Elderly females not in an economic family,35,32800.0
2015,data.Ontario,data.Non-elderly persons not in an economic family,35,34400.0
2015,data.Ontario,data.Non-elderly males not in an economic family,35,41100.0
2015,data.Ontario,data.Non-elderly females not in an economic family,35,30000.0
2015,data.Prairie provinces,data.Economic families and persons not in an economic family,,80000.0
2015,data.Prairie provinces,data.Economic families,,107100.0
2015,data.Prairie provinces,data.Elderly families,,75700.0
2015,data.Prairie provinces,data.Elderly couples,,74000.0
2015,data.Prairie provinces,data.Other elderly families,,85700.0
2015,data.Prairie provinces,data.Non-elderly families,,113600.0
2015,data.Prairie provinces,data.Couples,,106900.0
2015,data.Prairie provinces,data.Couples with children,,120500.0
2015,data.Prairie provinces,data.Couples with other relatives,,158700.0
2015,data.Prairie provinces,data.Lone-parent families,,55800.0
2015,data.Prairie provinces,data.Male lone-parent families,,85700.0
2015,data.Prairie provinces,data.Female lone-parent families,,50300.0
2015,data.Prairie provinces,data.Other non-elderly families,,97500.0
2015,data.Prairie provinces,data.Persons not in an economic family,,42800.0
2015,data.Prairie provinces,data.Elderly persons not in an economic family,,35800.0
2015,data.Prairie provinces,data.Elderly males not in an economic family,,40700.0
2015,data.Prairie provinces,data.Elderly females not in an economic family,,34300.0
2015,data.Prairie provinces,data.Non-elderly persons not in an economic family,,45800.0
2015,data.Prairie provinces,data.Non-elderly males not in an economic family,,49400.0
2015,data.Prairie provinces,data.Non-elderly females not in an economic family,,41400.0
2015,data.Manitoba,data.Economic families and persons not in an economic family,46,66400.0
2015,data.Manitoba,data.Economic families,46,87500.0
2015,data.Manitoba,data.Elderly families,46,72100.0
2015,data.Manitoba,data.Elderly couples,46,70600.0
2015,data.Manitoba,data.Other elderly families,46,91500.0
2015,data.Manitoba,data.Non-elderly families,46,91600.0
2015,data.Manitoba,data.Couples,46,87800.0
2015,data.Manitoba,data.Couples with children,46,100200.0
2015,data.Manitoba,data.Couples with other relatives,46,134600.0
2015,data.Manitoba,data.Lone-parent families,46,45400.0
2015,data.Manitoba,data.Male lone-parent families,46,
2015,data.Manitoba,data.Female lone-parent families,46,44400.0
2015,data.Manitoba,data.Other non-elderly families,46,74700.0
2015,data.Manitoba,data.Persons not in an economic family,46,37800.0
2015,data.Manitoba,data.Elderly persons not in an economic family,46,33500.0
2015,data.Manitoba,data.Elderly males not in an economic family,46,39100.0
2015,data.Manitoba,data.Elderly females not in an economic family,46,31300.0
2015,data.Manitoba,data.Non-elderly persons not in an economic family,46,39600.0
2015,data.Manitoba,data.Non-elderly males not in an economic family,46,41700.0
2015,data.Manitoba,data.Non-elderly females not in an economic family,46,36700.0
2015,data.Saskatchewan,data.Economic families and persons not in an economic family,47,72900.0
2015,data.Saskatchewan,data.Economic families,47,100400.0
2015,data.Saskatchewan,data.Elderly families,47,71700.0
2015,data.Saskatchewan,data.Elderly couples,47,70200.0
2015,data.Saskatchewan,data.Other elderly families,47,90200.0
2015,data.Saskatchewan,data.Non-elderly families,47,106500.0
2015,data.Saskatchewan,data.Couples,47,94600.0
2015,data.Saskatchewan,data.Couples with children,47,115600.0
2015,data.Saskatchewan,data.Couples with other relatives,47,146700.0
2015,data.Saskatchewan,data.Lone-parent families,47,53800.0
2015,data.Saskatchewan,data.Male lone-parent families,47,
2015,data.Saskatchewan,data.Female lone-parent families,47,51300.0
2015,data.Saskatchewan,data.Other non-elderly families,47,97400.0
2015,data.Saskatchewan,data.Persons not in an economic family,47,40500.0
2015,data.Saskatchewan,data.Elderly persons not in an economic family,47,35200.0
2015,data.Saskatchewan,data.Elderly males not in an economic family,47,39700.0
2015,data.Saskatchewan,data.Elderly females not in an economic family,47,34300.0
2015,data.Saskatchewan,data.Non-elderly persons not in an economic family,47,43200.0
2015,data.Saskatchewan,data.Non-elderly males not in an economic family,47,46000.0
2015,data.Saskatchewan,data.Non-elderly females not in an economic family,47,38400.0
2015,data.Alberta,data.Economic families and persons not in an economic family,48,87500.0
2015,data.Alberta,data.Economic families,48,115400.0
2015,data.Alberta,data.Elderly families,48,78800.0
2015,data.Alberta,data.Elderly couples,48,76200.0
2015,data.Alberta,data.Other elderly families,48,85700.0
2015,data.Alberta,data.Non-elderly families,48,120800.0
2015,data.Alberta,data.Couples,48,119000.0
2015,data.Alberta,data.Couples with children,48,127000.0
2015,data.Alberta,data.Couples with other relatives,48,163900.0
2015,data.Alberta,data.Lone-parent families,48,65200.0
2015,data.Alberta,data.Male lone-parent families,48,90000.0
2015,data.Alberta,data.Female lone-parent families,48,54600.0
2015,data.Alberta,data.Other non-elderly families,48,101200.0
2015,data.Alberta,data.Persons not in an economic family,48,45800.0
2015,data.Alberta,data.Elderly persons not in an economic family,48,38200.0
2015,data.Alberta,data.Elderly males not in an economic family,48,41800.0
2015,data.Alberta,data.Elderly females not in an economic family,48,35300.0
2015,data.Alberta,data.Non-elderly persons not in an economic family,48,49400.0
2015,data.Alberta,data.Non-elderly males not in an economic family,48,53600.0
2015,data.Alberta,data.Non-elderly females not in an economic family,48,43300.0
2015,data.British Columbia,data.Economic families and persons not in an economic family,59,63600.0
2015,data.British Columbia,data.Economic families,59,95100.0
2015,data.British Columbia,data.Elderly families,59,70000.0
2015,data.British Columbia,data.Elderly couples,59,69900.0
2015,data.British Columbia,data.Other elderly families,59,70000.0
2015,data.British Columbia,data.Non-elderly families,59,106500.0
2015,data.British Columbia,data.Couples,59,98400.0
2015,data.British Columbia,data.Couples with children,59,115200.0
2015,data.British Columbia,data.Couples with other relatives,59,143700.0
2015,data.British Columbia,data.Lone-parent families,59,61600.0
2015,data.British Columbia,data.Male lone-parent families,59,72500.0
2015,data.British Columbia,data.Female lone-parent families,59,57100.0
2015,data.British Columbia,data.Other non-elderly families,59,71400.0
2015,data.British Columbia,data.Persons not in an economic family,59,28600.0
2015,data.British Columbia,data.Elderly persons not in an economic family,59,29300.0
2015,data.British Columbia,data.Elderly males not in an economic family,59,27000.0
2015,data.British Columbia,data.Elderly females not in an economic family,59,29600.0
2015,data.British Columbia,data.Non-elderly persons not in an economic family,59,28200.0
2015,data.British Columbia,data.Non-elderly males not in an economic family,59,28600.0
2015,data.British Columbia,data.Non-elderly females not in an economic family,59,28100.0
2015,"data.Québec, Quebec",data.Economic families and persons not in an economic family,,56700.0
2015,"data.Québec, Quebec",data.Economic families,,86300.0
2015,"data.Québec, Quebec",data.Elderly families,,69300.0
2015,"data.Québec, Quebec",data.Elderly couples,,68500.0
2015,"data.Québec, Quebec",data.Other elderly families,,
2015,"data.Québec, Quebec",data.Non-elderly families,,96600.0
2015,"data.Québec, Quebec",data.Couples,,88700.0
2015,"data.Québec, Quebec",data.Couples with children,,118300.0
2015,"data.Québec, Quebec",data.Couples with other relatives,,
2015,"data.Québec, Quebec",data.Lone-parent families,,71500.0
2015,"data.Québec, Quebec",data.Male lone-parent families,,
2015,"data.Québec, Quebec",data.Female lone-parent families,,
2015,"data.Québec, Quebec",data.Other non-elderly families,,
2015,"data.Québec, Quebec",data.Persons not in an economic family,,33700.0
2015,"data.Québec, Quebec",data.Elderly persons not in an economic family,,29700.0
2015,"data.Québec, Quebec",data.Elderly males not in an economic family,,
2015,"data.Québec, Quebec",data.Elderly females not in an economic family,,30900.0
2015,"data.Québec, Quebec",data.Non-elderly persons not in an economic family,,37700.0
2015,"data.Québec, Quebec",data.Non-elderly males not in an economic family,,33700.0
2015,"data.Québec, Quebec",data.Non-elderly females not in an economic family,,41400.0
2015,"data.Montréal, Quebec",data.Economic families and persons not in an economic family,,59700.0
2015,"data.Montréal, Quebec",data.Economic families,,84100.0
2015,"data.Montréal, Quebec",data.Elderly families,,62400.0
2015,"data.Montréal, Quebec",data.Elderly couples,,61100.0
2015,"data.Montréal, Quebec",data.Other elderly families,,
2015,"data.Montréal, Quebec",data.Non-elderly families,,88600.0
2015,"data.Montréal, Quebec",data.Couples,,83700.0
2015,"data.Montréal, Quebec",data.Couples with children,,98500.0
2015,"data.Montréal, Quebec",data.Couples with other relatives,,108100.0
2015,"data.Montréal, Quebec",data.Lone-parent families,,66300.0
2015,"data.Montréal, Quebec",data.Male lone-parent families,,
2015,"data.Montréal, Quebec",data.Female lone-parent families,,59400.0
2015,"data.Montréal, Quebec",data.Other non-elderly families,,80900.0
2015,"data.Montréal, Quebec",data.Persons not in an economic family,,33600.0
2015,"data.Montréal, Quebec",data.Elderly persons not in an economic family,,32300.0
2015,"data.Montréal, Quebec",data.Elderly males not in an economic family,,31000.0
2015,"data.Montréal, Quebec",data.Elderly females not in an economic family,,33800.0
2015,"data.Montréal, Quebec",data.Non-elderly persons not in an economic family,,34100.0
2015,"data.Montréal, Quebec",data.Non-elderly males not in an economic family,,38600.0
2015,"data.Montréal, Quebec",data.Non-elderly females not in an economic family,,30100.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Economic families and persons not in an economic family,,71000.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Economic families,,108400.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly families,,92900.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly couples,,87500.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Other elderly families,,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly families,,114700.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Couples,,104600.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Couples with children,,134900.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Couples with other relatives,,168000.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Lone-parent families,,58000.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Male lone-parent families,,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Female lone-parent families,,43200.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Other non-elderly families,,63500.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons not in an economic family,,37100.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons not in an economic family,,37200.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly males not in an economic family,,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly females not in an economic family,,41300.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly persons not in an economic family,,36400.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly males not in an economic family,,40600.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly females not in an economic family,,30400.0
2015,"data.Toronto, Ontario",data.Economic families and persons not in an economic family,,69600.0
2015,"data.Toronto, Ontario",data.Economic families,,98800.0
2015,"data.Toronto, Ontario",data.Elderly families,,76200.0
2015,"data.Toronto, Ontario",data.Elderly couples,,73200.0
2015,"data.Toronto, Ontario",data.Other elderly families,,96900.0
2015,"data.Toronto, Ontario",data.Non-elderly families,,102400.0
2015,"data.Toronto, Ontario",data.Couples,,85400.0
2015,"data.Toronto, Ontario",data.Couples with children,,111500.0
2015,"data.Toronto, Ontario",data.Couples with other relatives,,150800.0
2015,"data.Toronto, Ontario",data.Lone-parent families,,51300.0
2015,"data.Toronto, Ontario",data.Male lone-parent families,,
2015,"data.Toronto, Ontario",data.Female lone-parent families,,50000.0
2015,"data.Toronto, Ontario",data.Other non-elderly families,,84100.0
2015,"data.Toronto, Ontario",data.Persons not in an economic family,,32400.0
2015,"data.Toronto, Ontario",data.Elderly persons not in an economic family,,32600.0
2015,"data.Toronto, Ontario",data.Elderly males not in an economic family,,37200.0
2015,"data.Toronto, Ontario",data.Elderly females not in an economic family,,32400.0
2015,"data.Toronto, Ontario",data.Non-elderly persons not in an economic family,,31200.0
2015,"data.Toronto, Ontario",data.Non-elderly males not in an economic family,,40600.0
2015,"data.Toronto, Ontario",data.Non-elderly females not in an economic family,,29800.0
2015,"data.Winnipeg, Manitoba",data.Economic families and persons not in an economic family,,66500.0
2015,"data.Winnipeg, Manitoba",data.Economic families,,91300.0
2015,"data.Winnipeg, Manitoba",data.Elderly families,,78600.0
2015,"data.Winnipeg, Manitoba",data.Elderly couples,,74400.0
2015,"data.Winnipeg, Manitoba",data.Other elderly families,,91500.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly families,,96000.0
2015,"data.Winnipeg, Manitoba",data.Couples,,87900.0
2015,"data.Winnipeg, Manitoba",data.Couples with children,,103500.0
2015,"data.Winnipeg, Manitoba",data.Couples with other relatives,,141000.0
2015,"data.Winnipeg, Manitoba",data.Lone-parent families,,47500.0
2015,"data.Winnipeg, Manitoba",data.Male lone-parent families,,
2015,"data.Winnipeg, Manitoba",data.Female lone-parent families,,44800.0
2015,"data.Winnipeg, Manitoba",data.Other non-elderly families,,77300.0
2015,"data.Winnipeg, Manitoba",data.Persons not in an economic family,,36700.0
2015,"data.Winnipeg, Manitoba",data.Elderly persons not in an economic family,,34900.0
2015,"data.Winnipeg, Manitoba",data.Elderly males not in an economic family,,41400.0
2015,"data.Winnipeg, Manitoba",data.Elderly females not in an economic family,,31300.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly persons not in an economic family,,37400.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly males not in an economic family,,39200.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly females not in an economic family,,36100.0
2015,"data.Calgary, Alberta",data.Economic families and persons not in an economic family,,85400.0
2015,"data.Calgary, Alberta",data.Economic families,,116900.0
2015,"data.Calgary, Alberta",data.Elderly families,,88200.0
2015,"data.Calgary, Alberta",data.Elderly couples,,87900.0
2015,"data.Calgary, Alberta",data.Other elderly families,,
2015,"data.Calgary, Alberta",data.Non-elderly families,,119400.0
2015,"data.Calgary, Alberta",data.Couples,,129000.0
2015,"data.Calgary, Alberta",data.Couples with children,,130000.0
2015,"data.Calgary, Alberta",data.Couples with other relatives,,156700.0
2015,"data.Calgary, Alberta",data.Lone-parent families,,77800.0
2015,"data.Calgary, Alberta",data.Male lone-parent families,,
2015,"data.Calgary, Alberta",data.Female lone-parent families,,77800.0
2015,"data.Calgary, Alberta",data.Other non-elderly families,,80100.0
2015,"data.Calgary, Alberta",data.Persons not in an economic family,,46100.0
2015,"data.Calgary, Alberta",data.Elderly persons not in an economic family,,39300.0
2015,"data.Calgary, Alberta",data.Elderly males not in an economic family,,
2015,"data.Calgary, Alberta",data.Elderly females not in an economic family,,34300.0
2015,"data.Calgary, Alberta",data.Non-elderly persons not in an economic family,,47100.0
2015,"data.Calgary, Alberta",data.Non-elderly males not in an economic family,,51800.0
2015,"data.Calgary, Alberta",data.Non-elderly females not in an economic family,,41500.0
2015,"data.Edmonton, Alberta",data.Economic families and persons not in an economic family,,91100.0
2015,"data.Edmonton, Alberta",data.Economic families,,120200.0
2015,"data.Edmonton, Alberta",data.Elderly families,,85600.0
2015,"data.Edmonton, Alberta",data.Elderly couples,,82800.0
2015,"data.Edmonton, Alberta",data.Other elderly families,,
2015,"data.Edmonton, Alberta",data.Non-elderly families,,124300.0
2015,"data.Edmonton, Alberta",data.Couples,,119200.0
2015,"data.Edmonton, Alberta",data.Couples with children,,121400.0
2015,"data.Edmonton, Alberta",data.Couples with other relatives,,188100.0
2015,"data.Edmonton, Alberta",data.Lone-parent families,,54600.0
2015,"data.Edmonton, Alberta",data.Male lone-parent families,,
2015,"data.Edmonton, Alberta",data.Female lone-parent families,,
2015,"data.Edmonton, Alberta",data.Other non-elderly families,,115700.0
2015,"data.Edmonton, Alberta",data.Persons not in an economic family,,47500.0
2015,"data.Edmonton, Alberta",data.Elderly persons not in an economic family,,41800.0
2015,"data.Edmonton, Alberta",data.Elderly males not in an economic family,,
2015,"data.Edmonton, Alberta",data.Elderly females not in an economic family,,41000.0
2015,"data.Edmonton, Alberta",data.Non-elderly persons not in an economic family,,50500.0
2015,"data.Edmonton, Alberta",data.Non-elderly males not in an economic family,,52100.0
2015,"data.Edmonton, Alberta",data.Non-elderly females not in an economic family,,45800.0
2015,"data.Vancouver, British Columbia",data.Economic families and persons not in an economic family,,70800.0
2015,"data.Vancouver, British Columbia",data.Economic families,,106500.0
2015,"data.Vancouver, British Columbia",data.Elderly families,,75500.0
2015,"data.Vancouver, British Columbia",data.Elderly couples,,76700.0
2015,"data.Vancouver, British Columbia",data.Other elderly families,,
2015,"data.Vancouver, British Columbia",data.Non-elderly families,,111400.0
2015,"data.Vancouver, British Columbia",data.Couples,,107500.0
2015,"data.Vancouver, British Columbia",data.Couples with children,,122300.0
2015,"data.Vancouver, British Columbia",data.Couples with other relatives,,144700.0
2015,"data.Vancouver, British Columbia",data.Lone-parent families,,76100.0
2015,"data.Vancouver, British Columbia",data.Male lone-parent families,,
2015,"data.Vancouver, British Columbia",data.Female lone-parent families,,62800.0
2015,"data.Vancouver, British Columbia",data.Other non-elderly families,,73200.0
2015,"data.Vancouver, British Columbia",data.Persons not in an economic family,,29600.0
2015,"data.Vancouver, British Columbia",data.Elderly persons not in an economic family,,28800.0
2015,"data.Vancouver, British Columbia",data.Elderly males not in an economic family,,24700.0
2015,"data.Vancouver, British Columbia",data.Elderly females not in an economic family,,29700.0
2015,"data.Vancouver, British Columbia",data.Non-elderly persons not in an economic family,,30100.0
2015,"data.Vancouver, British Columbia",data.Non-elderly males not in an economic family,,30900.0
2015,"data.Vancouver, British Columbia",data.Non-elderly females not in an economic family,,30100.0
2016,data.Canada,data.Economic families,,92900.0
2016,data.Canada,data.Elderly families,,68300.0
2016,data.Canada,data.Elderly couples,,67100.0
2016,data.Canada,data.Other elderly families,,74900.0
2016,data.Canada,data.Non-elderly families,,100400.0
2016,data.Canada,data.Couples,,89800.0
2016,data.Canada,data.Couples with children,,111500.0
2016,data.Canada,data.Couples with other relatives,,137500.0
2016,data.Canada,data.Lone-parent families,,53200.0
2016,data.Canada,data.Male lone-parent families,,64400.0
2016,data.Canada,data.Female lone-parent families,,48800.0
2016,data.Canada,data.Other non-elderly families,,82700.0
2016,data.Canada,data.Persons not in an economic family,,34100.0
2016,data.Canada,data.Elderly persons not in an economic family,,31000.0
2016,data.Canada,data.Elderly males not in an economic family,,32400.0
