Year,data.Geography,data.Type of materials diverted,data.Sources of materials prepared for recycling,GeoCode,Value
2020,data.Territories,data.Electronics,data.Residential sources of diverted materials,,
2020,data.Territories,data.Electronics,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.Plastics,data.All sources of diverted materials,,4.468444571
2020,data.Territories,data.Plastics,data.Residential sources of diverted materials,,
2020,data.Territories,data.Plastics,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.Gable top and aseptic containers,data.All sources of diverted materials,,
2020,data.Territories,data.Gable top and aseptic containers,data.Residential sources of diverted materials,,
2020,data.Territories,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.Textiles,data.All sources of diverted materials,,
2020,data.Territories,data.Textiles,data.Residential sources of diverted materials,,
2020,data.Territories,data.Textiles,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.Tires,data.All sources of diverted materials,,7.113195333
2020,data.Territories,data.Tires,data.Residential sources of diverted materials,,
2020,data.Territories,data.Tires,data.Non-residential sources of diverted materials,,
2020,data.Territories,"data.Construction, renovation and demolition",data.All sources of diverted materials,,59.02925805
2020,data.Territories,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,,8.478991995
2020,data.Territories,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,,50.55026605
2020,data.Territories,data.Organics,data.All sources of diverted materials,,36.11861115
2020,data.Territories,data.Organics,data.Residential sources of diverted materials,,
2020,data.Territories,data.Organics,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.Other materials,data.All sources of diverted materials,,0.789477839
2020,data.Territories,data.Other materials,data.Residential sources of diverted materials,,0.552634488
2020,data.Territories,data.Other materials,data.Non-residential sources of diverted materials,,0.236843352
