Year,data.Geography,GeoCode,Value
2011,data.Quebec,24,2.4
2011,data.Ontario,35,2.2
2011,data.Manitoba,46,1.2
2011,data.Saskatchewan,47,0.8
2011,data.Alberta,48,1.1
2011,data.British Columbia,59,1.4
2012,data.Newfoundland and Labrador,10,1.2
2012,data.Prince Edward Island,11,1.4
2012,data.Nova Scotia,12,1.3
2012,data.New Brunswick,13,0.9
2012,data.Quebec,24,2.3
2012,data.Ontario,35,2.1
2012,data.Manitoba,46,1.2
2012,data.Saskatchewan,47,0.8
2012,data.Alberta,48,1.2
2012,data.British Columbia,59,1.4
2013,data.Newfoundland and Labrador,10,0.9
2013,data.Prince Edward Island,11,1.3
2013,data.Nova Scotia,12,1.4
2013,data.New Brunswick,13,0.9
2013,data.Quebec,24,2.3
2013,data.Ontario,35,2.0
2013,data.Manitoba,46,1.1
2013,data.Saskatchewan,47,0.9
2013,data.Alberta,48,1.1
2013,data.British Columbia,59,1.4
2014,data.Newfoundland and Labrador,10,1.0
2014,data.Prince Edward Island,11,1.1
2014,data.Nova Scotia,12,1.5
2014,data.New Brunswick,13,0.9
2014,data.Quebec,24,2.4
2014,data.Ontario,35,2.1
2014,data.Manitoba,46,1.2
2014,data.Saskatchewan,47,0.8
2014,data.Alberta,48,1.0
2014,data.British Columbia,59,1.3
2015,data.Newfoundland and Labrador,10,1.2
2015,data.Prince Edward Island,11,1.3
2015,data.Nova Scotia,12,1.5
2015,data.New Brunswick,13,0.9
2015,data.Quebec,24,2.3
2015,data.Ontario,35,1.9
2015,data.Manitoba,46,1.2
2015,data.Saskatchewan,47,1.0
2015,data.Alberta,48,1.1
2015,data.British Columbia,59,1.4
2016,data.Newfoundland and Labrador,10,1.2
2016,data.Prince Edward Island,11,1.3
2016,data.Nova Scotia,12,1.5
2016,data.New Brunswick,13,1.1
2016,data.Quebec,24,2.2
2016,data.Ontario,35,2.0
2016,data.Manitoba,46,1.2
2016,data.Saskatchewan,47,0.9
2016,data.Alberta,48,1.1
2016,data.British Columbia,59,1.6
2017,data.Newfoundland and Labrador,10,1.2
2017,data.Prince Edward Island,11,1.3
2017,data.Nova Scotia,12,1.5
2017,data.New Brunswick,13,0.9
2017,data.Quebec,24,2.3
2017,data.Ontario,35,1.9
2017,data.Manitoba,46,1.2
2017,data.Saskatchewan,47,0.8
2017,data.Alberta,48,1.0
2017,data.British Columbia,59,1.5
2018,data.Newfoundland and Labrador,10,1.5
2018,data.Prince Edward Island,11,1.2
2018,data.Nova Scotia,12,1.5
2018,data.New Brunswick,13,1.0
2018,data.Quebec,24,2.3
2018,data.Ontario,35,2.0
2018,data.Manitoba,46,1.1
2018,data.Saskatchewan,47,0.9
2018,data.Alberta,48,1.1
2018,data.British Columbia,59,1.6
2019,data.Newfoundland and Labrador,10,1.6
2019,data.Prince Edward Island,11,1.1
2019,data.Nova Scotia,12,1.6
2019,data.New Brunswick,13,1.0
2019,data.Quebec,24,2.2
2019,data.Ontario,35,2.0
2019,data.Manitoba,46,1.2
2019,data.Saskatchewan,47,0.9
2019,data.Alberta,48,1.1
2019,data.British Columbia,59,1.6
2020,data.Newfoundland and Labrador,10,1.7
2020,data.Prince Edward Island,11,1.1
2020,data.Nova Scotia,12,1.5
2020,data.New Brunswick,13,0.9
2020,data.Quebec,24,2.4
2020,data.Ontario,35,2.3
2020,data.Manitoba,46,1.2
2020,data.Saskatchewan,47,1.0
2020,data.Alberta,48,1.2
2020,data.British Columbia,59,1.8
2021,data.Newfoundland and Labrador,10,1.4
2021,data.Prince Edward Island,11,1.0
2021,data.Nova Scotia,12,1.6
2021,data.New Brunswick,13,1.0
2021,data.Quebec,24,2.3
2021,data.Ontario,35,2.2
2021,data.Manitoba,46,1.2
2021,data.Saskatchewan,47,0.9
2021,data.Alberta,48,1.1
2021,data.British Columbia,59,1.7
2022,data.Newfoundland and Labrador,10,1.1
2022,data.Prince Edward Island,11,1.1
2022,data.Nova Scotia,12,1.7
2022,data.New Brunswick,13,1.0
2022,data.Quebec,24,2.3
2022,data.Ontario,35,2.2
2022,data.Manitoba,46,1.1
2022,data.Saskatchewan,47,0.8
2022,data.Alberta,48,1.0
2022,data.British Columbia,59,1.7
