Year,data.Geography,data.Age group,data.Gender,GeoCode,Value
2015,data.Nova Scotia,"data.Total, 15 to 29 years",data.Total - Gender,12,13.0
2015,data.Nova Scotia,"data.Total, 15 to 29 years",data.Men+,12,14.0
2015,data.Nova Scotia,"data.Total, 15 to 29 years",data.Women+,12,12.0
2015,data.Nova Scotia,data.15 to 19 years,data.Total - Gender,12,9.0
2015,data.Nova Scotia,data.15 to 19 years,data.Men+,12,11.0
2015,data.Nova Scotia,data.15 to 19 years,data.Women+,12,6.0
2015,data.Nova Scotia,data.15 to 24 years,data.Total - Gender,12,11.0
2015,data.Nova Scotia,data.15 to 24 years,data.Men+,12,13.0
2015,data.Nova Scotia,data.15 to 24 years,data.Women+,12,10.0
2015,data.Nova Scotia,data.18 to 24 years,data.Total - Gender,12,15.0
2015,data.Nova Scotia,data.18 to 24 years,data.Men+,12,16.0
2015,data.Nova Scotia,data.18 to 24 years,data.Women+,12,13.0
2015,data.Nova Scotia,data.20 to 24 years,data.Total - Gender,12,14.0
2015,data.Nova Scotia,data.20 to 24 years,data.Men+,12,14.0
2015,data.Nova Scotia,data.20 to 24 years,data.Women+,12,13.0
2015,data.Nova Scotia,data.25 to 29 years,data.Total - Gender,12,17.0
2015,data.Nova Scotia,data.25 to 29 years,data.Men+,12,17.0
2015,data.Nova Scotia,data.25 to 29 years,data.Women+,12,17.0
2015,data.New Brunswick,"data.Total, 15 to 29 years",data.Total - Gender,13,16.0
2015,data.New Brunswick,"data.Total, 15 to 29 years",data.Men+,13,18.0
2015,data.New Brunswick,"data.Total, 15 to 29 years",data.Women+,13,13.0
2015,data.New Brunswick,data.15 to 19 years,data.Total - Gender,13,8.0
2015,data.New Brunswick,data.15 to 19 years,data.Men+,13,10.0
2015,data.New Brunswick,data.15 to 19 years,data.Women+,13,6.0
2015,data.New Brunswick,data.15 to 24 years,data.Total - Gender,13,14.0
2015,data.New Brunswick,data.15 to 24 years,data.Men+,13,17.0
2015,data.New Brunswick,data.15 to 24 years,data.Women+,13,10.0
2015,data.New Brunswick,data.18 to 24 years,data.Total - Gender,13,18.0
2015,data.New Brunswick,data.18 to 24 years,data.Men+,13,23.0
2015,data.New Brunswick,data.18 to 24 years,data.Women+,13,13.0
2015,data.New Brunswick,data.20 to 24 years,data.Total - Gender,13,19.0
2015,data.New Brunswick,data.20 to 24 years,data.Men+,13,24.0
2015,data.New Brunswick,data.20 to 24 years,data.Women+,13,14.0
2015,data.New Brunswick,data.25 to 29 years,data.Total - Gender,13,19.0
2015,data.New Brunswick,data.25 to 29 years,data.Men+,13,20.0
2015,data.New Brunswick,data.25 to 29 years,data.Women+,13,19.0
2015,data.Quebec,"data.Total, 15 to 29 years",data.Total - Gender,24,13.0
2015,data.Quebec,"data.Total, 15 to 29 years",data.Men+,24,15.0
2015,data.Quebec,"data.Total, 15 to 29 years",data.Women+,24,11.0
2015,data.Quebec,data.15 to 19 years,data.Total - Gender,24,7.0
2015,data.Quebec,data.15 to 19 years,data.Men+,24,9.0
2015,data.Quebec,data.15 to 19 years,data.Women+,24,5.0
2015,data.Quebec,data.15 to 24 years,data.Total - Gender,24,11.0
2015,data.Quebec,data.15 to 24 years,data.Men+,24,13.0
2015,data.Quebec,data.15 to 24 years,data.Women+,24,9.0
2015,data.Quebec,data.18 to 24 years,data.Total - Gender,24,13.0
2015,data.Quebec,data.18 to 24 years,data.Men+,24,16.0
2015,data.Quebec,data.18 to 24 years,data.Women+,24,11.0
2015,data.Quebec,data.20 to 24 years,data.Total - Gender,24,14.0
2015,data.Quebec,data.20 to 24 years,data.Men+,24,17.0
2015,data.Quebec,data.20 to 24 years,data.Women+,24,11.0
2015,data.Quebec,data.25 to 29 years,data.Total - Gender,24,17.0
2015,data.Quebec,data.25 to 29 years,data.Men+,24,18.0
2015,data.Quebec,data.25 to 29 years,data.Women+,24,16.0
2015,data.Ontario,"data.Total, 15 to 29 years",data.Total - Gender,35,13.0
2015,data.Ontario,"data.Total, 15 to 29 years",data.Men+,35,13.0
2015,data.Ontario,"data.Total, 15 to 29 years",data.Women+,35,12.0
2015,data.Ontario,data.15 to 19 years,data.Total - Gender,35,6.0
2015,data.Ontario,data.15 to 19 years,data.Men+,35,6.0
2015,data.Ontario,data.15 to 19 years,data.Women+,35,5.0
2015,data.Ontario,data.15 to 24 years,data.Total - Gender,35,10.0
2015,data.Ontario,data.15 to 24 years,data.Men+,35,11.0
2015,data.Ontario,data.15 to 24 years,data.Women+,35,9.0
2015,data.Ontario,data.18 to 24 years,data.Total - Gender,35,12.0
2015,data.Ontario,data.18 to 24 years,data.Men+,35,14.0
2015,data.Ontario,data.18 to 24 years,data.Women+,35,10.0
2015,data.Ontario,data.20 to 24 years,data.Total - Gender,35,14.0
2015,data.Ontario,data.20 to 24 years,data.Men+,35,16.0
2015,data.Ontario,data.20 to 24 years,data.Women+,35,11.0
2015,data.Ontario,data.25 to 29 years,data.Total - Gender,35,17.0
2015,data.Ontario,data.25 to 29 years,data.Men+,35,17.0
2015,data.Ontario,data.25 to 29 years,data.Women+,35,18.0
2015,data.Manitoba,"data.Total, 15 to 29 years",data.Total - Gender,46,12.0
2015,data.Manitoba,"data.Total, 15 to 29 years",data.Men+,46,10.0
2015,data.Manitoba,"data.Total, 15 to 29 years",data.Women+,46,14.0
2015,data.Manitoba,data.15 to 19 years,data.Total - Gender,46,6.0
2015,data.Manitoba,data.15 to 19 years,data.Men+,46,6.0
2015,data.Manitoba,data.15 to 19 years,data.Women+,46,6.0
2015,data.Manitoba,data.15 to 24 years,data.Total - Gender,46,10.0
2015,data.Manitoba,data.15 to 24 years,data.Men+,46,9.0
2015,data.Manitoba,data.15 to 24 years,data.Women+,46,12.0
2015,data.Manitoba,data.18 to 24 years,data.Total - Gender,46,14.0
2015,data.Manitoba,data.18 to 24 years,data.Men+,46,12.0
2015,data.Manitoba,data.18 to 24 years,data.Women+,46,15.0
2015,data.Manitoba,data.20 to 24 years,data.Total - Gender,46,14.0
2015,data.Manitoba,data.20 to 24 years,data.Men+,46,12.0
2015,data.Manitoba,data.20 to 24 years,data.Women+,46,17.0
2015,data.Manitoba,data.25 to 29 years,data.Total - Gender,46,14.0
2015,data.Manitoba,data.25 to 29 years,data.Men+,46,10.0
2015,data.Manitoba,data.25 to 29 years,data.Women+,46,18.0
2015,data.Saskatchewan,"data.Total, 15 to 29 years",data.Total - Gender,47,13.0
2015,data.Saskatchewan,"data.Total, 15 to 29 years",data.Men+,47,11.0
2015,data.Saskatchewan,"data.Total, 15 to 29 years",data.Women+,47,15.0
2015,data.Saskatchewan,data.15 to 19 years,data.Total - Gender,47,6.0
2015,data.Saskatchewan,data.15 to 19 years,data.Men+,47,5.0
2015,data.Saskatchewan,data.15 to 19 years,data.Women+,47,7.0
2015,data.Saskatchewan,data.15 to 24 years,data.Total - Gender,47,11.0
2015,data.Saskatchewan,data.15 to 24 years,data.Men+,47,10.0
2015,data.Saskatchewan,data.15 to 24 years,data.Women+,47,13.0
2015,data.Saskatchewan,data.18 to 24 years,data.Total - Gender,47,14.0
2015,data.Saskatchewan,data.18 to 24 years,data.Men+,47,13.0
2015,data.Saskatchewan,data.18 to 24 years,data.Women+,47,15.0
2015,data.Saskatchewan,data.20 to 24 years,data.Total - Gender,47,16.0
2015,data.Saskatchewan,data.20 to 24 years,data.Men+,47,14.0
2015,data.Saskatchewan,data.20 to 24 years,data.Women+,47,17.0
2015,data.Saskatchewan,data.25 to 29 years,data.Total - Gender,47,16.0
2015,data.Saskatchewan,data.25 to 29 years,data.Men+,47,12.0
2015,data.Saskatchewan,data.25 to 29 years,data.Women+,47,20.0
2015,data.Alberta,"data.Total, 15 to 29 years",data.Total - Gender,48,11.0
2015,data.Alberta,"data.Total, 15 to 29 years",data.Men+,48,9.0
2015,data.Alberta,"data.Total, 15 to 29 years",data.Women+,48,14.0
2015,data.Alberta,data.15 to 19 years,data.Total - Gender,48,6.0
2015,data.Alberta,data.15 to 19 years,data.Men+,48,5.0
2015,data.Alberta,data.15 to 19 years,data.Women+,48,6.0
2015,data.Alberta,data.15 to 24 years,data.Total - Gender,48,9.0
2015,data.Alberta,data.15 to 24 years,data.Men+,48,8.0
2015,data.Alberta,data.15 to 24 years,data.Women+,48,11.0
2015,data.Alberta,data.18 to 24 years,data.Total - Gender,48,12.0
2015,data.Alberta,data.18 to 24 years,data.Men+,48,10.0
2015,data.Alberta,data.18 to 24 years,data.Women+,48,13.0
2015,data.Alberta,data.20 to 24 years,data.Total - Gender,48,13.0
2015,data.Alberta,data.20 to 24 years,data.Men+,48,11.0
2015,data.Alberta,data.20 to 24 years,data.Women+,48,15.0
2015,data.Alberta,data.25 to 29 years,data.Total - Gender,48,15.0
2015,data.Alberta,data.25 to 29 years,data.Men+,48,11.0
2015,data.Alberta,data.25 to 29 years,data.Women+,48,19.0
2015,data.British Columbia,"data.Total, 15 to 29 years",data.Total - Gender,59,13.0
2015,data.British Columbia,"data.Total, 15 to 29 years",data.Men+,59,12.0
2015,data.British Columbia,"data.Total, 15 to 29 years",data.Women+,59,14.0
2015,data.British Columbia,data.15 to 19 years,data.Total - Gender,59,9.0
2015,data.British Columbia,data.15 to 19 years,data.Men+,59,8.0
2015,data.British Columbia,data.15 to 19 years,data.Women+,59,9.0
2015,data.British Columbia,data.15 to 24 years,data.Total - Gender,59,11.0
2015,data.British Columbia,data.15 to 24 years,data.Men+,59,11.0
2015,data.British Columbia,data.15 to 24 years,data.Women+,59,11.0
2015,data.British Columbia,data.18 to 24 years,data.Total - Gender,59,13.0
2015,data.British Columbia,data.18 to 24 years,data.Men+,59,13.0
2015,data.British Columbia,data.18 to 24 years,data.Women+,59,13.0
2015,data.British Columbia,data.20 to 24 years,data.Total - Gender,59,13.0
2015,data.British Columbia,data.20 to 24 years,data.Men+,59,14.0
2015,data.British Columbia,data.20 to 24 years,data.Women+,59,13.0
2015,data.British Columbia,data.25 to 29 years,data.Total - Gender,59,17.0
2015,data.British Columbia,data.25 to 29 years,data.Men+,59,15.0
2015,data.British Columbia,data.25 to 29 years,data.Women+,59,20.0
2015,data.Yukon,"data.Total, 15 to 29 years",data.Total - Gender,60,11.0
2015,data.Yukon,"data.Total, 15 to 29 years",data.Men+,60,10.0
2015,data.Yukon,"data.Total, 15 to 29 years",data.Women+,60,12.0
2015,data.Yukon,data.15 to 19 years,data.Total - Gender,60,
2015,data.Yukon,data.15 to 19 years,data.Men+,60,
2015,data.Yukon,data.15 to 19 years,data.Women+,60,
2015,data.Yukon,data.15 to 24 years,data.Total - Gender,60,11.0
2015,data.Yukon,data.15 to 24 years,data.Men+,60,12.0
2015,data.Yukon,data.15 to 24 years,data.Women+,60,
2015,data.Yukon,data.18 to 24 years,data.Total - Gender,60,14.0
2015,data.Yukon,data.18 to 24 years,data.Men+,60,14.0
2015,data.Yukon,data.18 to 24 years,data.Women+,60,
2015,data.Yukon,data.20 to 24 years,data.Total - Gender,60,14.0
2015,data.Yukon,data.20 to 24 years,data.Men+,60,
2015,data.Yukon,data.20 to 24 years,data.Women+,60,
2015,data.Yukon,data.25 to 29 years,data.Total - Gender,60,11.0
2015,data.Yukon,data.25 to 29 years,data.Men+,60,
2015,data.Yukon,data.25 to 29 years,data.Women+,60,
2015,data.Northwest Territories,"data.Total, 15 to 29 years",data.Total - Gender,61,19.0
2015,data.Northwest Territories,"data.Total, 15 to 29 years",data.Men+,61,22.0
2015,data.Northwest Territories,"data.Total, 15 to 29 years",data.Women+,61,16.0
2015,data.Northwest Territories,data.15 to 19 years,data.Total - Gender,61,13.0
2015,data.Northwest Territories,data.15 to 19 years,data.Men+,61,18.0
2015,data.Northwest Territories,data.15 to 19 years,data.Women+,61,
2015,data.Northwest Territories,data.15 to 24 years,data.Total - Gender,61,17.0
2015,data.Northwest Territories,data.15 to 24 years,data.Men+,61,22.0
2015,data.Northwest Territories,data.15 to 24 years,data.Women+,61,12.0
2015,data.Northwest Territories,data.18 to 24 years,data.Total - Gender,61,22.0
2015,data.Northwest Territories,data.18 to 24 years,data.Men+,61,28.0
2015,data.Northwest Territories,data.18 to 24 years,data.Women+,61,15.0
2015,data.Northwest Territories,data.20 to 24 years,data.Total - Gender,61,21.0
2015,data.Northwest Territories,data.20 to 24 years,data.Men+,61,26.0
2015,data.Northwest Territories,data.20 to 24 years,data.Women+,61,16.0
2015,data.Northwest Territories,data.25 to 29 years,data.Total - Gender,61,22.0
2015,data.Northwest Territories,data.25 to 29 years,data.Men+,61,21.0
2015,data.Northwest Territories,data.25 to 29 years,data.Women+,61,22.0
2015,data.Nunavut,"data.Total, 15 to 29 years",data.Total - Gender,62,41.0
2015,data.Nunavut,"data.Total, 15 to 29 years",data.Men+,62,45.0
2015,data.Nunavut,"data.Total, 15 to 29 years",data.Women+,62,36.0
2015,data.Nunavut,data.15 to 19 years,data.Total - Gender,62,29.0
2015,data.Nunavut,data.15 to 19 years,data.Men+,62,
2015,data.Nunavut,data.15 to 19 years,data.Women+,62,25.0
2015,data.Nunavut,data.15 to 24 years,data.Total - Gender,62,38.0
2015,data.Nunavut,data.15 to 24 years,data.Men+,62,43.0
2015,data.Nunavut,data.15 to 24 years,data.Women+,62,33.0
2015,data.Nunavut,data.18 to 24 years,data.Total - Gender,62,48.0
2015,data.Nunavut,data.18 to 24 years,data.Men+,62,53.0
2015,data.Nunavut,data.18 to 24 years,data.Women+,62,43.0
2015,data.Nunavut,data.20 to 24 years,data.Total - Gender,62,50.0
2015,data.Nunavut,data.20 to 24 years,data.Men+,62,54.0
2015,data.Nunavut,data.20 to 24 years,data.Women+,62,45.0
2015,data.Nunavut,data.25 to 29 years,data.Total - Gender,62,46.0
2015,data.Nunavut,data.25 to 29 years,data.Men+,62,47.0
2015,data.Nunavut,data.25 to 29 years,data.Women+,62,45.0
2016,data.Canada,"data.Total, 15 to 29 years",data.Men+,,13.0
2016,data.Canada,"data.Total, 15 to 29 years",data.Women+,,12.0
2016,data.Canada,data.15 to 19 years,data.Total - Gender,,6.0
2016,data.Canada,data.15 to 19 years,data.Men+,,7.0
2016,data.Canada,data.15 to 19 years,data.Women+,,5.0
2016,data.Canada,data.15 to 24 years,data.Total - Gender,,11.0
2016,data.Canada,data.15 to 24 years,data.Men+,,12.0
2016,data.Canada,data.15 to 24 years,data.Women+,,9.0
2016,data.Canada,data.18 to 24 years,data.Total - Gender,,13.0
2016,data.Canada,data.18 to 24 years,data.Men+,,15.0
2016,data.Canada,data.18 to 24 years,data.Women+,,11.0
2016,data.Canada,data.20 to 24 years,data.Total - Gender,,14.0
2016,data.Canada,data.20 to 24 years,data.Men+,,16.0
2016,data.Canada,data.20 to 24 years,data.Women+,,12.0
2016,data.Canada,data.25 to 29 years,data.Total - Gender,,17.0
2016,data.Canada,data.25 to 29 years,data.Men+,,16.0
2016,data.Canada,data.25 to 29 years,data.Women+,,17.0
2016,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Total - Gender,10,18.0
2016,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Men+,10,21.0
2016,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Women+,10,14.0
2016,data.Newfoundland and Labrador,data.15 to 19 years,data.Total - Gender,10,6.0
2016,data.Newfoundland and Labrador,data.15 to 19 years,data.Men+,10,7.0
2016,data.Newfoundland and Labrador,data.15 to 19 years,data.Women+,10,
2016,data.Newfoundland and Labrador,data.15 to 24 years,data.Total - Gender,10,14.0
2016,data.Newfoundland and Labrador,data.15 to 24 years,data.Men+,10,18.0
2016,data.Newfoundland and Labrador,data.15 to 24 years,data.Women+,10,10.0
2016,data.Newfoundland and Labrador,data.18 to 24 years,data.Total - Gender,10,20.0
2016,data.Newfoundland and Labrador,data.18 to 24 years,data.Men+,10,26.0
2016,data.Newfoundland and Labrador,data.18 to 24 years,data.Women+,10,14.0
2016,data.Newfoundland and Labrador,data.20 to 24 years,data.Total - Gender,10,23.0
2016,data.Newfoundland and Labrador,data.20 to 24 years,data.Men+,10,29.0
2016,data.Newfoundland and Labrador,data.20 to 24 years,data.Women+,10,16.0
2016,data.Newfoundland and Labrador,data.25 to 29 years,data.Total - Gender,10,24.0
2016,data.Newfoundland and Labrador,data.25 to 29 years,data.Men+,10,28.0
2016,data.Newfoundland and Labrador,data.25 to 29 years,data.Women+,10,21.0
2016,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Total - Gender,11,14.0
2016,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Men+,11,18.0
2016,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Women+,11,11.0
2016,data.Prince Edward Island,data.15 to 19 years,data.Total - Gender,11,6.0
2016,data.Prince Edward Island,data.15 to 19 years,data.Men+,11,9.0
2016,data.Prince Edward Island,data.15 to 19 years,data.Women+,11,
2016,data.Prince Edward Island,data.15 to 24 years,data.Total - Gender,11,13.0
2016,data.Prince Edward Island,data.15 to 24 years,data.Men+,11,16.0
2016,data.Prince Edward Island,data.15 to 24 years,data.Women+,11,9.0
2016,data.Prince Edward Island,data.18 to 24 years,data.Total - Gender,11,17.0
2016,data.Prince Edward Island,data.18 to 24 years,data.Men+,11,21.0
2016,data.Prince Edward Island,data.18 to 24 years,data.Women+,11,13.0
2016,data.Prince Edward Island,data.20 to 24 years,data.Total - Gender,11,19.0
2016,data.Prince Edward Island,data.20 to 24 years,data.Men+,11,23.0
2016,data.Prince Edward Island,data.20 to 24 years,data.Women+,11,16.0
2016,data.Prince Edward Island,data.25 to 29 years,data.Total - Gender,11,18.0
2016,data.Prince Edward Island,data.25 to 29 years,data.Men+,11,21.0
2016,data.Prince Edward Island,data.25 to 29 years,data.Women+,11,15.0
2016,data.Nova Scotia,"data.Total, 15 to 29 years",data.Total - Gender,12,14.0
2016,data.Nova Scotia,"data.Total, 15 to 29 years",data.Men+,12,16.0
2016,data.Nova Scotia,"data.Total, 15 to 29 years",data.Women+,12,11.0
2016,data.Nova Scotia,data.15 to 19 years,data.Total - Gender,12,8.0
2016,data.Nova Scotia,data.15 to 19 years,data.Men+,12,9.0
2016,data.Nova Scotia,data.15 to 19 years,data.Women+,12,7.0
2016,data.Nova Scotia,data.15 to 24 years,data.Total - Gender,12,11.0
2016,data.Nova Scotia,data.15 to 24 years,data.Men+,12,13.0
2016,data.Nova Scotia,data.15 to 24 years,data.Women+,12,10.0
2016,data.Nova Scotia,data.18 to 24 years,data.Total - Gender,12,13.0
2016,data.Nova Scotia,data.18 to 24 years,data.Men+,12,15.0
2016,data.Nova Scotia,data.18 to 24 years,data.Women+,12,12.0
2016,data.Nova Scotia,data.20 to 24 years,data.Total - Gender,12,14.0
2016,data.Nova Scotia,data.20 to 24 years,data.Men+,12,16.0
2016,data.Nova Scotia,data.20 to 24 years,data.Women+,12,12.0
2016,data.Nova Scotia,data.25 to 29 years,data.Total - Gender,12,18.0
2016,data.Nova Scotia,data.25 to 29 years,data.Men+,12,22.0
2016,data.Nova Scotia,data.25 to 29 years,data.Women+,12,14.0
2016,data.New Brunswick,"data.Total, 15 to 29 years",data.Total - Gender,13,16.0
2016,data.New Brunswick,"data.Total, 15 to 29 years",data.Men+,13,17.0
2016,data.New Brunswick,"data.Total, 15 to 29 years",data.Women+,13,16.0
2016,data.New Brunswick,data.15 to 19 years,data.Total - Gender,13,7.0
2016,data.New Brunswick,data.15 to 19 years,data.Men+,13,8.0
2016,data.New Brunswick,data.15 to 19 years,data.Women+,13,6.0
2016,data.New Brunswick,data.15 to 24 years,data.Total - Gender,13,15.0
2016,data.New Brunswick,data.15 to 24 years,data.Men+,13,16.0
2016,data.New Brunswick,data.15 to 24 years,data.Women+,13,14.0
2016,data.New Brunswick,data.18 to 24 years,data.Total - Gender,13,20.0
2016,data.New Brunswick,data.18 to 24 years,data.Men+,13,22.0
2016,data.New Brunswick,data.18 to 24 years,data.Women+,13,19.0
2016,data.New Brunswick,data.20 to 24 years,data.Total - Gender,13,23.0
2016,data.New Brunswick,data.20 to 24 years,data.Men+,13,24.0
2016,data.New Brunswick,data.20 to 24 years,data.Women+,13,22.0
2016,data.New Brunswick,data.25 to 29 years,data.Total - Gender,13,19.0
2016,data.New Brunswick,data.25 to 29 years,data.Men+,13,19.0
2016,data.New Brunswick,data.25 to 29 years,data.Women+,13,18.0
2016,data.Quebec,"data.Total, 15 to 29 years",data.Total - Gender,24,13.0
2016,data.Quebec,"data.Total, 15 to 29 years",data.Men+,24,15.0
2016,data.Quebec,"data.Total, 15 to 29 years",data.Women+,24,11.0
2016,data.Quebec,data.15 to 19 years,data.Total - Gender,24,7.0
2016,data.Quebec,data.15 to 19 years,data.Men+,24,8.0
2016,data.Quebec,data.15 to 19 years,data.Women+,24,6.0
2016,data.Quebec,data.15 to 24 years,data.Total - Gender,24,11.0
2016,data.Quebec,data.15 to 24 years,data.Men+,24,14.0
2016,data.Quebec,data.15 to 24 years,data.Women+,24,8.0
2016,data.Quebec,data.18 to 24 years,data.Total - Gender,24,13.0
2016,data.Quebec,data.18 to 24 years,data.Men+,24,17.0
2016,data.Quebec,data.18 to 24 years,data.Women+,24,9.0
2016,data.Quebec,data.20 to 24 years,data.Total - Gender,24,14.0
2016,data.Quebec,data.20 to 24 years,data.Men+,24,19.0
2016,data.Quebec,data.20 to 24 years,data.Women+,24,9.0
2016,data.Quebec,data.25 to 29 years,data.Total - Gender,24,17.0
2016,data.Quebec,data.25 to 29 years,data.Men+,24,17.0
2016,data.Quebec,data.25 to 29 years,data.Women+,24,17.0
2016,data.Ontario,"data.Total, 15 to 29 years",data.Total - Gender,35,12.0
2016,data.Ontario,"data.Total, 15 to 29 years",data.Men+,35,13.0
2016,data.Ontario,"data.Total, 15 to 29 years",data.Women+,35,11.0
2016,data.Ontario,data.15 to 19 years,data.Total - Gender,35,5.0
2016,data.Ontario,data.15 to 19 years,data.Men+,35,6.0
2016,data.Ontario,data.15 to 19 years,data.Women+,35,4.0
2016,data.Ontario,data.15 to 24 years,data.Total - Gender,35,10.0
2016,data.Ontario,data.15 to 24 years,data.Men+,35,11.0
2016,data.Ontario,data.15 to 24 years,data.Women+,35,9.0
2016,data.Ontario,data.18 to 24 years,data.Total - Gender,35,13.0
2016,data.Ontario,data.18 to 24 years,data.Men+,35,14.0
2016,data.Ontario,data.18 to 24 years,data.Women+,35,11.0
2016,data.Ontario,data.20 to 24 years,data.Total - Gender,35,14.0
2016,data.Ontario,data.20 to 24 years,data.Men+,35,15.0
2016,data.Ontario,data.20 to 24 years,data.Women+,35,13.0
2016,data.Ontario,data.25 to 29 years,data.Total - Gender,35,16.0
2016,data.Ontario,data.25 to 29 years,data.Men+,35,16.0
2016,data.Ontario,data.25 to 29 years,data.Women+,35,16.0
2016,data.Manitoba,"data.Total, 15 to 29 years",data.Total - Gender,46,13.0
2016,data.Manitoba,"data.Total, 15 to 29 years",data.Men+,46,13.0
2016,data.Manitoba,"data.Total, 15 to 29 years",data.Women+,46,14.0
2016,data.Manitoba,data.15 to 19 years,data.Total - Gender,46,7.0
2016,data.Manitoba,data.15 to 19 years,data.Men+,46,7.0
2016,data.Manitoba,data.15 to 19 years,data.Women+,46,6.0
2016,data.Manitoba,data.15 to 24 years,data.Total - Gender,46,11.0
2016,data.Manitoba,data.15 to 24 years,data.Men+,46,11.0
2016,data.Manitoba,data.15 to 24 years,data.Women+,46,11.0
2016,data.Manitoba,data.18 to 24 years,data.Total - Gender,46,15.0
2016,data.Manitoba,data.18 to 24 years,data.Men+,46,15.0
2016,data.Manitoba,data.18 to 24 years,data.Women+,46,14.0
2016,data.Manitoba,data.20 to 24 years,data.Total - Gender,46,16.0
