Year,data.Geography,data.Population centres,GeoCode,Value
2019,data.Northwest Territories,data.First Nations reserves,61,
2020,data.Northwest Territories,data.First Nations reserves,61,74.89
2021,data.Northwest Territories,data.First Nations reserves,61,74.89
2022,data.Northwest Territories,data.First Nations reserves,61,73.59
2016,data.Yukon,data.First Nations reserves,60,
2017,data.Yukon,data.First Nations reserves,60,
2018,data.Yukon,data.First Nations reserves,60,
2019,data.Yukon,data.First Nations reserves,60,
2020,data.Yukon,data.First Nations reserves,60,
2021,data.Yukon,data.First Nations reserves,60,0.0
2022,data.Yukon,data.First Nations reserves,60,
2016,data.Nunavut,data.First Nations reserves,62,
2017,data.Nunavut,data.First Nations reserves,62,
2018,data.Nunavut,data.First Nations reserves,62,
2019,data.Nunavut,data.First Nations reserves,62,
2020,data.Nunavut,data.First Nations reserves,62,
2021,data.Nunavut,data.First Nations reserves,62,
2022,data.Nunavut,data.First Nations reserves,62,
2016,data.British Columbia,data.First Nations reserves Rural areas,59,27.91
2017,data.British Columbia,data.First Nations reserves Rural areas,59,31.7
2018,data.British Columbia,data.First Nations reserves Rural areas,59,39.41
2019,data.British Columbia,data.First Nations reserves Rural areas,59,41.88
2020,data.British Columbia,data.First Nations reserves Rural areas,59,46.1
2021,data.British Columbia,data.First Nations reserves Rural areas,59,48.15
2022,data.British Columbia,data.First Nations reserves Rural areas,59,49.76
2016,data.Alberta,data.First Nations reserves Rural areas,48,1.13
2017,data.Alberta,data.First Nations reserves Rural areas,48,0.3
2018,data.Alberta,data.First Nations reserves Rural areas,48,12.02
2019,data.Alberta,data.First Nations reserves Rural areas,48,19.6
2020,data.Alberta,data.First Nations reserves Rural areas,48,17.13
2021,data.Alberta,data.First Nations reserves Rural areas,48,26.91
2022,data.Alberta,data.First Nations reserves Rural areas,48,29.74
2016,data.Saskatchewan,data.First Nations reserves Rural areas,47,
2017,data.Saskatchewan,data.First Nations reserves Rural areas,47,
2018,data.Saskatchewan,data.First Nations reserves Rural areas,47,
2019,data.Saskatchewan,data.First Nations reserves Rural areas,47,1.8
2020,data.Saskatchewan,data.First Nations reserves Rural areas,47,3.82
2021,data.Saskatchewan,data.First Nations reserves Rural areas,47,10.36
2022,data.Saskatchewan,data.First Nations reserves Rural areas,47,8.83
2016,data.Manitoba,data.First Nations reserves Rural areas,46,2.08
2017,data.Manitoba,data.First Nations reserves Rural areas,46,1.53
2018,data.Manitoba,data.First Nations reserves Rural areas,46,1.91
2019,data.Manitoba,data.First Nations reserves Rural areas,46,2.12
2020,data.Manitoba,data.First Nations reserves Rural areas,46,4.46
2021,data.Manitoba,data.First Nations reserves Rural areas,46,15.3
2022,data.Manitoba,data.First Nations reserves Rural areas,46,25.77
2016,data.Ontario,data.First Nations reserves Rural areas,35,18.79
2017,data.Ontario,data.First Nations reserves Rural areas,35,15.35
2018,data.Ontario,data.First Nations reserves Rural areas,35,17.67
2019,data.Ontario,data.First Nations reserves Rural areas,35,16.76
2020,data.Ontario,data.First Nations reserves Rural areas,35,26.89
2021,data.Ontario,data.First Nations reserves Rural areas,35,35.13
2022,data.Ontario,data.First Nations reserves Rural areas,35,38.01
2016,data.Quebec,data.First Nations reserves Rural areas,24,14.45
2017,data.Quebec,data.First Nations reserves Rural areas,24,26.93
2018,data.Quebec,data.First Nations reserves Rural areas,24,30.83
2019,data.Quebec,data.First Nations reserves Rural areas,24,46.76
2020,data.Quebec,data.First Nations reserves Rural areas,24,52.44
2021,data.Quebec,data.First Nations reserves Rural areas,24,50.45
2022,data.Quebec,data.First Nations reserves Rural areas,24,80.18
2016,data.New Brunswick,data.First Nations reserves Rural areas,13,83.99
2017,data.New Brunswick,data.First Nations reserves Rural areas,13,83.18
2018,data.New Brunswick,data.First Nations reserves Rural areas,13,83.18
2019,data.New Brunswick,data.First Nations reserves Rural areas,13,90.68
2020,data.New Brunswick,data.First Nations reserves Rural areas,13,96.52
2021,data.New Brunswick,data.First Nations reserves Rural areas,13,94.45
2022,data.New Brunswick,data.First Nations reserves Rural areas,13,94.79
2016,data.Prince Edward Island,data.First Nations reserves Rural areas,11,29.72
2017,data.Prince Edward Island,data.First Nations reserves Rural areas,11,29.74
2018,data.Prince Edward Island,data.First Nations reserves Rural areas,11,29.74
2019,data.Prince Edward Island,data.First Nations reserves Rural areas,11,30.43
2020,data.Prince Edward Island,data.First Nations reserves Rural areas,11,50.38
2021,data.Prince Edward Island,data.First Nations reserves Rural areas,11,97.61
2022,data.Prince Edward Island,data.First Nations reserves Rural areas,11,97.99
2016,data.Nova Scotia,data.First Nations reserves Rural areas,12,42.87
2017,data.Nova Scotia,data.First Nations reserves Rural areas,12,41.25
2018,data.Nova Scotia,data.First Nations reserves Rural areas,12,41.25
2019,data.Nova Scotia,data.First Nations reserves Rural areas,12,41.6
2020,data.Nova Scotia,data.First Nations reserves Rural areas,12,62.95
2021,data.Nova Scotia,data.First Nations reserves Rural areas,12,42.77
2022,data.Nova Scotia,data.First Nations reserves Rural areas,12,80.63
2016,data.Newfoundland and Labrador,data.First Nations reserves Rural areas,10,26.74
2017,data.Newfoundland and Labrador,data.First Nations reserves Rural areas,10,24.4
2018,data.Newfoundland and Labrador,data.First Nations reserves Rural areas,10,
2019,data.Newfoundland and Labrador,data.First Nations reserves Rural areas,10,
2020,data.Newfoundland and Labrador,data.First Nations reserves Rural areas,10,0.0
2021,data.Newfoundland and Labrador,data.First Nations reserves Rural areas,10,25.92
2022,data.Newfoundland and Labrador,data.First Nations reserves Rural areas,10,4.11
2016,data.Northwest Territories,data.First Nations reserves Rural areas,61,
2017,data.Northwest Territories,data.First Nations reserves Rural areas,61,
2018,data.Northwest Territories,data.First Nations reserves Rural areas,61,
2019,data.Northwest Territories,data.First Nations reserves Rural areas,61,
2020,data.Northwest Territories,data.First Nations reserves Rural areas,61,74.89
2021,data.Northwest Territories,data.First Nations reserves Rural areas,61,74.89
2022,data.Northwest Territories,data.First Nations reserves Rural areas,61,73.59
2016,data.Yukon,data.First Nations reserves Rural areas,60,
2017,data.Yukon,data.First Nations reserves Rural areas,60,
2018,data.Yukon,data.First Nations reserves Rural areas,60,
2019,data.Yukon,data.First Nations reserves Rural areas,60,
2020,data.Yukon,data.First Nations reserves Rural areas,60,0.0
2021,data.Yukon,data.First Nations reserves Rural areas,60,0.0
2022,data.Yukon,data.First Nations reserves Rural areas,60,
2016,data.Nunavut,data.First Nations reserves Rural areas,62,
2017,data.Nunavut,data.First Nations reserves Rural areas,62,
2018,data.Nunavut,data.First Nations reserves Rural areas,62,
2019,data.Nunavut,data.First Nations reserves Rural areas,62,
2020,data.Nunavut,data.First Nations reserves Rural areas,62,
2021,data.Nunavut,data.First Nations reserves Rural areas,62,
2022,data.Nunavut,data.First Nations reserves Rural areas,62,
2016,data.British Columbia,data.First Nations reserves Urban centres,59,97.46
2017,data.British Columbia,data.First Nations reserves Urban centres,59,97.65
2018,data.British Columbia,data.First Nations reserves Urban centres,59,98.51
2019,data.British Columbia,data.First Nations reserves Urban centres,59,99.17
2020,data.British Columbia,data.First Nations reserves Urban centres,59,99.48
2021,data.British Columbia,data.First Nations reserves Urban centres,59,98.79
2022,data.British Columbia,data.First Nations reserves Urban centres,59,99.18
2016,data.Alberta,data.First Nations reserves Urban centres,48,
2017,data.Alberta,data.First Nations reserves Urban centres,48,
2018,data.Alberta,data.First Nations reserves Urban centres,48,
2019,data.Alberta,data.First Nations reserves Urban centres,48,
2020,data.Alberta,data.First Nations reserves Urban centres,48,
2021,data.Alberta,data.First Nations reserves Urban centres,48,
2022,data.Alberta,data.First Nations reserves Urban centres,48,
2016,data.Saskatchewan,data.First Nations reserves Urban centres,47,
2017,data.Saskatchewan,data.First Nations reserves Urban centres,47,
2018,data.Saskatchewan,data.First Nations reserves Urban centres,47,
2019,data.Saskatchewan,data.First Nations reserves Urban centres,47,
2020,data.Saskatchewan,data.First Nations reserves Urban centres,47,6.56
2021,data.Saskatchewan,data.First Nations reserves Urban centres,47,6.56
2022,data.Saskatchewan,data.First Nations reserves Urban centres,47,30.16
2016,data.Manitoba,data.First Nations reserves Urban centres,46,6.58
2017,data.Manitoba,data.First Nations reserves Urban centres,46,0.43
2018,data.Manitoba,data.First Nations reserves Urban centres,46,
2019,data.Manitoba,data.First Nations reserves Urban centres,46,0.43
2020,data.Manitoba,data.First Nations reserves Urban centres,46,0.41
2021,data.Manitoba,data.First Nations reserves Urban centres,46,0.0
2022,data.Manitoba,data.First Nations reserves Urban centres,46,13.05
2016,data.Ontario,data.First Nations reserves Urban centres,35,5.78
2017,data.Ontario,data.First Nations reserves Urban centres,35,5.78
2018,data.Ontario,data.First Nations reserves Urban centres,35,5.78
2019,data.Ontario,data.First Nations reserves Urban centres,35,5.78
2020,data.Ontario,data.First Nations reserves Urban centres,35,43.66
2021,data.Ontario,data.First Nations reserves Urban centres,35,5.78
2022,data.Ontario,data.First Nations reserves Urban centres,35,3.55
2016,data.Quebec,data.First Nations reserves Urban centres,24,51.04
2017,data.Quebec,data.First Nations reserves Urban centres,24,51.04
2018,data.Quebec,data.First Nations reserves Urban centres,24,60.15
2019,data.Quebec,data.First Nations reserves Urban centres,24,80.53
2020,data.Quebec,data.First Nations reserves Urban centres,24,80.53
2021,data.Quebec,data.First Nations reserves Urban centres,24,84.75
2022,data.Quebec,data.First Nations reserves Urban centres,24,83.48
2016,data.New Brunswick,data.First Nations reserves Urban centres,13,100.0
2017,data.New Brunswick,data.First Nations reserves Urban centres,13,100.0
2018,data.New Brunswick,data.First Nations reserves Urban centres,13,100.0
2019,data.New Brunswick,data.First Nations reserves Urban centres,13,100.0
2020,data.New Brunswick,data.First Nations reserves Urban centres,13,100.0
2021,data.New Brunswick,data.First Nations reserves Urban centres,13,100.0
2022,data.New Brunswick,data.First Nations reserves Urban centres,13,100.0
2016,data.Prince Edward Island,data.First Nations reserves Urban centres,11,
2017,data.Prince Edward Island,data.First Nations reserves Urban centres,11,
2018,data.Prince Edward Island,data.First Nations reserves Urban centres,11,
2019,data.Prince Edward Island,data.First Nations reserves Urban centres,11,
2020,data.Prince Edward Island,data.First Nations reserves Urban centres,11,
2021,data.Prince Edward Island,data.First Nations reserves Urban centres,11,
2022,data.Prince Edward Island,data.First Nations reserves Urban centres,11,
2016,data.Nova Scotia,data.First Nations reserves Urban centres,12,48.59
2017,data.Nova Scotia,data.First Nations reserves Urban centres,12,48.33
2018,data.Nova Scotia,data.First Nations reserves Urban centres,12,48.33
2019,data.Nova Scotia,data.First Nations reserves Urban centres,12,48.33
2020,data.Nova Scotia,data.First Nations reserves Urban centres,12,75.49
2021,data.Nova Scotia,data.First Nations reserves Urban centres,12,48.33
2022,data.Nova Scotia,data.First Nations reserves Urban centres,12,78.18
2016,data.Newfoundland and Labrador,data.First Nations reserves Urban centres,10,
2017,data.Newfoundland and Labrador,data.First Nations reserves Urban centres,10,
2018,data.Newfoundland and Labrador,data.First Nations reserves Urban centres,10,
2019,data.Newfoundland and Labrador,data.First Nations reserves Urban centres,10,
2020,data.Newfoundland and Labrador,data.First Nations reserves Urban centres,10,
2021,data.Newfoundland and Labrador,data.First Nations reserves Urban centres,10,
2022,data.Newfoundland and Labrador,data.First Nations reserves Urban centres,10,100.0
2016,data.Northwest Territories,data.First Nations reserves Urban centres,61,
2017,data.Northwest Territories,data.First Nations reserves Urban centres,61,
2018,data.Northwest Territories,data.First Nations reserves Urban centres,61,
2019,data.Northwest Territories,data.First Nations reserves Urban centres,61,
2020,data.Northwest Territories,data.First Nations reserves Urban centres,61,
2021,data.Northwest Territories,data.First Nations reserves Urban centres,61,
2022,data.Northwest Territories,data.First Nations reserves Urban centres,61,
2016,data.Yukon,data.First Nations reserves Urban centres,60,
2017,data.Yukon,data.First Nations reserves Urban centres,60,
2018,data.Yukon,data.First Nations reserves Urban centres,60,
2019,data.Yukon,data.First Nations reserves Urban centres,60,
2020,data.Yukon,data.First Nations reserves Urban centres,60,
2021,data.Yukon,data.First Nations reserves Urban centres,60,
2022,data.Yukon,data.First Nations reserves Urban centres,60,
2016,data.Nunavut,data.First Nations reserves Urban centres,62,
2017,data.Nunavut,data.First Nations reserves Urban centres,62,
2018,data.Nunavut,data.First Nations reserves Urban centres,62,
2019,data.Nunavut,data.First Nations reserves Urban centres,62,
2020,data.Nunavut,data.First Nations reserves Urban centres,62,
2021,data.Nunavut,data.First Nations reserves Urban centres,62,
2022,data.Nunavut,data.First Nations reserves Urban centres,62,
2016,data.British Columbia,data.Rural areas,59,54.19
2017,data.British Columbia,data.Rural areas,59,52.96
2018,data.British Columbia,data.Rural areas,59,58.36
2019,data.British Columbia,data.Rural areas,59,62.5
2020,data.British Columbia,data.Rural areas,59,63.24
2021,data.British Columbia,data.Rural areas,59,65.79
2022,data.British Columbia,data.Rural areas,59,66.24
2016,data.Alberta,data.Rural areas,48,9.86
2017,data.Alberta,data.Rural areas,48,8.76
2018,data.Alberta,data.Rural areas,48,21.06
2019,data.Alberta,data.Rural areas,48,33.24
2020,data.Alberta,data.Rural areas,48,33.69
2021,data.Alberta,data.Rural areas,48,40.74
2022,data.Alberta,data.Rural areas,48,42.2
2016,data.Saskatchewan,data.Rural areas,47,1.15
2017,data.Saskatchewan,data.Rural areas,47,1.36
2018,data.Saskatchewan,data.Rural areas,47,1.53
2019,data.Saskatchewan,data.Rural areas,47,23.95
2020,data.Saskatchewan,data.Rural areas,47,38.99
2021,data.Saskatchewan,data.Rural areas,47,48.09
2022,data.Saskatchewan,data.Rural areas,47,43.07
2016,data.Manitoba,data.Rural areas,46,6.78
2017,data.Manitoba,data.Rural areas,46,10.27
2018,data.Manitoba,data.Rural areas,46,12.97
2019,data.Manitoba,data.Rural areas,46,14.41
2020,data.Manitoba,data.Rural areas,46,28.09
2021,data.Manitoba,data.Rural areas,46,38.78
2022,data.Manitoba,data.Rural areas,46,45.96
2016,data.Ontario,data.Rural areas,35,31.79
2017,data.Ontario,data.Rural areas,35,27.77
2018,data.Ontario,data.Rural areas,35,29.5
2019,data.Ontario,data.Rural areas,35,30.46
2020,data.Ontario,data.Rural areas,35,41.3
2021,data.Ontario,data.Rural areas,35,57.1
2022,data.Ontario,data.Rural areas,35,62.87
2016,data.Quebec,data.Rural areas,24,52.11
2017,data.Quebec,data.Rural areas,24,53.45
2018,data.Quebec,data.Rural areas,24,58.73
2019,data.Quebec,data.Rural areas,24,62.25
2020,data.Quebec,data.Rural areas,24,73.38
2021,data.Quebec,data.Rural areas,24,76.88
2022,data.Quebec,data.Rural areas,24,84.51
2016,data.New Brunswick,data.Rural areas,13,67.61
2017,data.New Brunswick,data.Rural areas,13,63.45
2018,data.New Brunswick,data.Rural areas,13,63.42
2019,data.New Brunswick,data.Rural areas,13,63.61
2020,data.New Brunswick,data.Rural areas,13,85.79
2021,data.New Brunswick,data.Rural areas,13,78.91
2022,data.New Brunswick,data.Rural areas,13,82.43
2016,data.Prince Edward Island,data.Rural areas,11,42.92
2017,data.Prince Edward Island,data.Rural areas,11,30.72
2018,data.Prince Edward Island,data.Rural areas,11,31.41
2019,data.Prince Edward Island,data.Rural areas,11,33.26
2020,data.Prince Edward Island,data.Rural areas,11,64.17
2021,data.Prince Edward Island,data.Rural areas,11,79.12
2022,data.Prince Edward Island,data.Rural areas,11,84.08
2016,data.Nova Scotia,data.Rural areas,12,57.45
2017,data.Nova Scotia,data.Rural areas,12,51.28
2018,data.Nova Scotia,data.Rural areas,12,51.63
2019,data.Nova Scotia,data.Rural areas,12,52.41
2020,data.Nova Scotia,data.Rural areas,12,58.37
2021,data.Nova Scotia,data.Rural areas,12,65.55
2022,data.Nova Scotia,data.Rural areas,12,79.0
2016,data.Newfoundland and Labrador,data.Rural areas,10,49.03
2017,data.Newfoundland and Labrador,data.Rural areas,10,46.53
2018,data.Newfoundland and Labrador,data.Rural areas,10,46.15
2019,data.Newfoundland and Labrador,data.Rural areas,10,49.62
2020,data.Newfoundland and Labrador,data.Rural areas,10,48.77
2021,data.Newfoundland and Labrador,data.Rural areas,10,53.98
2022,data.Newfoundland and Labrador,data.Rural areas,10,63.52
2016,data.Northwest Territories,data.Rural areas,61,
2017,data.Northwest Territories,data.Rural areas,61,
2018,data.Northwest Territories,data.Rural areas,61,
2019,data.Northwest Territories,data.Rural areas,61,
2020,data.Northwest Territories,data.Rural areas,61,16.89
2021,data.Northwest Territories,data.Rural areas,61,17.66
2022,data.Northwest Territories,data.Rural areas,61,50.38
2016,data.Yukon,data.Rural areas,60,
2017,data.Yukon,data.Rural areas,60,
2018,data.Yukon,data.Rural areas,60,
2019,data.Yukon,data.Rural areas,60,
2020,data.Yukon,data.Rural areas,60,12.49
2021,data.Yukon,data.Rural areas,60,23.98
2022,data.Yukon,data.Rural areas,60,34.19
2016,data.Nunavut,data.Rural areas,62,
2017,data.Nunavut,data.Rural areas,62,
2018,data.Nunavut,data.Rural areas,62,
2019,data.Nunavut,data.Rural areas,62,
2020,data.Nunavut,data.Rural areas,62,
2021,data.Nunavut,data.Rural areas,62,0.0
2022,data.Nunavut,data.Rural areas,62,0.0
2016,data.British Columbia,data.Urban centres,59,97.95
2017,data.British Columbia,data.Urban centres,59,98.06
2018,data.British Columbia,data.Urban centres,59,98.94
2019,data.British Columbia,data.Urban centres,59,99.3
2020,data.British Columbia,data.Urban centres,59,99.45
2021,data.British Columbia,data.Urban centres,59,99.43
2022,data.British Columbia,data.Urban centres,59,99.44
2016,data.Alberta,data.Urban centres,48,97.06
2017,data.Alberta,data.Urban centres,48,94.59
2018,data.Alberta,data.Urban centres,48,97.62
2019,data.Alberta,data.Urban centres,48,98.69
2020,data.Alberta,data.Urban centres,48,98.51
2021,data.Alberta,data.Urban centres,48,98.65
2022,data.Alberta,data.Urban centres,48,99.34
2016,data.Saskatchewan,data.Urban centres,47,65.5
2017,data.Saskatchewan,data.Urban centres,47,69.47
2018,data.Saskatchewan,data.Urban centres,47,75.18
2019,data.Saskatchewan,data.Urban centres,47,96.98
2020,data.Saskatchewan,data.Urban centres,47,98.29
2021,data.Saskatchewan,data.Urban centres,47,99.02
2022,data.Saskatchewan,data.Urban centres,47,98.62
2016,data.Manitoba,data.Urban centres,46,85.63
2017,data.Manitoba,data.Urban centres,46,92.61
2018,data.Manitoba,data.Urban centres,46,94.68
2019,data.Manitoba,data.Urban centres,46,95.51
2020,data.Manitoba,data.Urban centres,46,98.54
2021,data.Manitoba,data.Urban centres,46,97.39
2022,data.Manitoba,data.Urban centres,46,97.78
2016,data.Ontario,data.Urban centres,35,98.71
2017,data.Ontario,data.Urban centres,35,98.27
2018,data.Ontario,data.Urban centres,35,98.31
2019,data.Ontario,data.Urban centres,35,98.78
2020,data.Ontario,data.Urban centres,35,99.2
2021,data.Ontario,data.Urban centres,35,99.22
2022,data.Ontario,data.Urban centres,35,99.55
2016,data.Quebec,data.Urban centres,24,96.94
2017,data.Quebec,data.Urban centres,24,98.12
2018,data.Quebec,data.Urban centres,24,98.59
2019,data.Quebec,data.Urban centres,24,99.09
2020,data.Quebec,data.Urban centres,24,99.67
2021,data.Quebec,data.Urban centres,24,99.74
2022,data.Quebec,data.Urban centres,24,99.72
2016,data.New Brunswick,data.Urban centres,13,100.0
2017,data.New Brunswick,data.Urban centres,13,99.77
2018,data.New Brunswick,data.Urban centres,13,99.7
2019,data.New Brunswick,data.Urban centres,13,99.71
2020,data.New Brunswick,data.Urban centres,13,99.89
2021,data.New Brunswick,data.Urban centres,13,99.85
2022,data.New Brunswick,data.Urban centres,13,99.99
2016,data.Prince Edward Island,data.Urban centres,11,100.0
2017,data.Prince Edward Island,data.Urban centres,11,99.98
2018,data.Prince Edward Island,data.Urban centres,11,99.98
2019,data.Prince Edward Island,data.Urban centres,11,99.98
2020,data.Prince Edward Island,data.Urban centres,11,99.98
2021,data.Prince Edward Island,data.Urban centres,11,100.0
2022,data.Prince Edward Island,data.Urban centres,11,99.99
2016,data.Nova Scotia,data.Urban centres,12,99.49
2017,data.Nova Scotia,data.Urban centres,12,99.28
2018,data.Nova Scotia,data.Urban centres,12,99.29
2019,data.Nova Scotia,data.Urban centres,12,99.4
2020,data.Nova Scotia,data.Urban centres,12,99.42
2021,data.Nova Scotia,data.Urban centres,12,99.28
2022,data.Nova Scotia,data.Urban centres,12,99.64
2016,data.Newfoundland and Labrador,data.Urban centres,10,93.71
2017,data.Newfoundland and Labrador,data.Urban centres,10,93.25
2018,data.Newfoundland and Labrador,data.Urban centres,10,94.1
2019,data.Newfoundland and Labrador,data.Urban centres,10,96.16
2020,data.Newfoundland and Labrador,data.Urban centres,10,97.92
2021,data.Newfoundland and Labrador,data.Urban centres,10,98.24
2022,data.Newfoundland and Labrador,data.Urban centres,10,99.49
2016,data.Northwest Territories,data.Urban centres,61,
2017,data.Northwest Territories,data.Urban centres,61,
2018,data.Northwest Territories,data.Urban centres,61,
2019,data.Northwest Territories,data.Urban centres,61,
2020,data.Northwest Territories,data.Urban centres,61,84.84
2021,data.Northwest Territories,data.Urban centres,61,97.87
2022,data.Northwest Territories,data.Urban centres,61,99.47
2016,data.Yukon,data.Urban centres,60,
2017,data.Yukon,data.Urban centres,60,
2018,data.Yukon,data.Urban centres,60,
2019,data.Yukon,data.Urban centres,60,
2020,data.Yukon,data.Urban centres,60,99.2
2021,data.Yukon,data.Urban centres,60,99.2
2022,data.Yukon,data.Urban centres,60,98.66
2016,data.Nunavut,data.Urban centres,62,
2017,data.Nunavut,data.Urban centres,62,
2018,data.Nunavut,data.Urban centres,62,
2019,data.Nunavut,data.Urban centres,62,
2020,data.Nunavut,data.Urban centres,62,
2021,data.Nunavut,data.Urban centres,62,0.0
2022,data.Nunavut,data.Urban centres,62,0.0
2016,data.British Columbia,data.Total population centre,59,91.07
2017,data.British Columbia,data.Total population centre,59,90.97
2018,data.British Columbia,data.Total population centre,59,92.56
