Year,Geography,Age group,Sex,GeoCode,Value
2023,Canada,65 years and over,Males,,6.3
2023,Canada,65 years and over,Females,,7.4
2018,Canada,,Males,,4.6
2018,Canada,,Females,,5.6
2018,Atlantic provinces,,Both sexes,,6.7
2018,Atlantic provinces,,Males,,5.7
2018,Atlantic provinces,,Females,,7.6
2018,Newfoundland and Labrador,,Both sexes,10,5.9
2018,Newfoundland and Labrador,,Males,10,4.9
2018,Newfoundland and Labrador,,Females,10,6.8
2018,Prince Edward Island,,Both sexes,11,6.5
2018,Prince Edward Island,,Males,11,5.6
2018,Prince Edward Island,,Females,11,7.3
2018,Nova Scotia,,Both sexes,12,8.0
2018,Nova Scotia,,Males,12,6.4
2018,Nova Scotia,,Females,12,9.5
2018,New Brunswick,,Both sexes,13,5.6
2018,New Brunswick,,Males,13,5.3
2018,New Brunswick,,Females,13,5.8
2018,Quebec,,Both sexes,24,5.7
2018,Quebec,,Males,24,5.4
2018,Quebec,,Females,24,6.0
2018,Ontario,,Both sexes,35,4.6
2018,Ontario,,Males,35,4.4
2018,Ontario,,Females,35,4.8
2018,Prairie provinces,,Both sexes,,4.3
2018,Prairie provinces,,Males,,3.5
2018,Prairie provinces,,Females,,5.2
2018,Manitoba,,Both sexes,46,4.0
2018,Manitoba,,Males,46,3.2
2018,Manitoba,,Females,46,4.8
2018,Saskatchewan,,Both sexes,47,4.4
2018,Saskatchewan,,Males,47,3.2
2018,Saskatchewan,,Females,47,5.7
2018,Alberta,,Both sexes,48,4.4
2018,Alberta,,Males,48,3.6
2018,Alberta,,Females,48,5.2
2018,British Columbia,,Both sexes,59,5.8
2018,British Columbia,,Males,59,4.7
2018,British Columbia,,Females,59,6.7
2019,Canada,,Males,,5.3
2019,Canada,,Females,,6.8
2019,Atlantic provinces,,Both sexes,,6.8
2019,Atlantic provinces,,Males,,6.5
2019,Atlantic provinces,,Females,,7.0
2019,Newfoundland and Labrador,,Both sexes,10,5.2
2019,Newfoundland and Labrador,,Males,10,4.2
2019,Newfoundland and Labrador,,Females,10,6.3
2019,Prince Edward Island,,Both sexes,11,7.7
2019,Prince Edward Island,,Males,11,7.2
2019,Prince Edward Island,,Females,11,8.2
2019,Nova Scotia,,Both sexes,12,8.0
2019,Nova Scotia,,Males,12,8.3
2019,Nova Scotia,,Females,12,7.8
2019,New Brunswick,,Both sexes,13,6.0
2019,New Brunswick,,Males,13,5.8
2019,New Brunswick,,Females,13,6.3
2019,Quebec,,Both sexes,24,5.9
2019,Quebec,,Males,24,5.1
2019,Quebec,,Females,24,6.6
2019,Ontario,,Both sexes,35,6.6
2019,Ontario,,Males,35,5.6
2019,Ontario,,Females,35,7.5
2019,Prairie provinces,,Both sexes,,4.4
2019,Prairie provinces,,Males,,3.9
2019,Prairie provinces,,Females,,4.9
2019,Manitoba,,Both sexes,46,4.7
2019,Manitoba,,Males,46,4.4
2019,Manitoba,,Females,46,5.0
2019,Saskatchewan,,Both sexes,47,5.0
2019,Saskatchewan,,Males,47,4.9
2019,Saskatchewan,,Females,47,5.2
2019,Alberta,,Both sexes,48,4.2
2019,Alberta,,Males,48,3.6
2019,Alberta,,Females,48,4.8
2019,British Columbia,,Both sexes,59,6.7
2019,British Columbia,,Males,59,6.0
2019,British Columbia,,Females,59,7.4
2020,Canada,,Males,,6.3
2020,Canada,,Females,,8.1
2020,Atlantic provinces,,Both sexes,,8.5
2020,Atlantic provinces,,Males,,7.0
2020,Atlantic provinces,,Females,,9.9
2020,Newfoundland and Labrador,,Both sexes,10,7.0
2020,Newfoundland and Labrador,,Males,10,5.3
2020,Newfoundland and Labrador,,Females,10,8.7
2020,Prince Edward Island,,Both sexes,11,7.8
2020,Prince Edward Island,,Males,11,8.1
2020,Prince Edward Island,,Females,11,7.5
2020,Nova Scotia,,Both sexes,12,10.1
2020,Nova Scotia,,Males,12,8.3
2020,Nova Scotia,,Females,12,11.8
2020,New Brunswick,,Both sexes,13,7.5
2020,New Brunswick,,Males,13,6.3
2020,New Brunswick,,Females,13,8.7
2020,Quebec,,Both sexes,24,7.5
2020,Quebec,,Males,24,6.3
2020,Quebec,,Females,24,8.7
2020,Ontario,,Both sexes,35,7.0
2020,Ontario,,Males,35,6.2
2020,Ontario,,Females,35,7.7
2020,Prairie provinces,,Both sexes,,6.2
2020,Prairie provinces,,Males,,5.0
2020,Prairie provinces,,Females,,7.5
2020,Manitoba,,Both sexes,46,6.4
2020,Manitoba,,Males,46,5.8
2020,Manitoba,,Females,46,6.9
2020,Saskatchewan,,Both sexes,47,6.4
2020,Saskatchewan,,Males,47,4.9
2020,Saskatchewan,,Females,47,7.9
2020,Alberta,,Both sexes,48,6.2
2020,Alberta,,Males,48,4.8
2020,Alberta,,Females,48,7.5
2020,British Columbia,,Both sexes,59,7.7
2020,British Columbia,,Males,59,7.4
2020,British Columbia,,Females,59,7.9
2021,Canada,,Males,,6.9
2021,Canada,,Females,,8.9
2021,Atlantic provinces,,Both sexes,,10.7
2021,Atlantic provinces,,Males,,9.5
2021,Atlantic provinces,,Females,,11.9
2021,Newfoundland and Labrador,,Both sexes,10,9.7
2021,Newfoundland and Labrador,,Males,10,9.0
2021,Newfoundland and Labrador,,Females,10,10.4
2021,Prince Edward Island,,Both sexes,11,13.2
2021,Prince Edward Island,,Males,11,11.8
2021,Prince Edward Island,,Females,11,14.5
2021,Nova Scotia,,Both sexes,12,11.7
2021,Nova Scotia,,Males,12,10.7
2021,Nova Scotia,,Females,12,12.7
2021,New Brunswick,,Both sexes,13,9.7
2021,New Brunswick,,Males,13,8.0
2021,New Brunswick,,Females,13,11.4
2021,Quebec,,Both sexes,24,8.1
2021,Quebec,,Males,24,7.5
2021,Quebec,,Females,24,8.7
2021,Ontario,,Both sexes,35,7.5
2021,Ontario,,Males,35,6.1
2021,Ontario,,Females,35,8.7
2021,Prairie provinces,,Both sexes,,6.9
2021,Prairie provinces,,Males,,6.4
2021,Prairie provinces,,Females,,7.4
2021,Manitoba,,Both sexes,46,6.7
2021,Manitoba,,Males,46,6.5
2021,Manitoba,,Females,46,7.0
2021,Saskatchewan,,Both sexes,47,6.3
2021,Saskatchewan,,Males,47,4.9
2021,Saskatchewan,,Females,47,7.8
2021,Alberta,,Both sexes,48,7.1
2021,Alberta,,Males,48,6.7
2021,Alberta,,Females,48,7.5
2021,British Columbia,,Both sexes,59,8.7
2021,British Columbia,,Males,59,7.2
2021,British Columbia,,Females,59,10.1
2022,Canada,,Males,,8.0
2022,Canada,,Females,,10.4
2022,Atlantic provinces,,Both sexes,,12.6
2022,Atlantic provinces,,Males,,12.2
2022,Atlantic provinces,,Females,,12.9
2022,Newfoundland and Labrador,,Both sexes,10,10.7
2022,Newfoundland and Labrador,,Males,10,9.3
2022,Newfoundland and Labrador,,Females,10,12.1
2022,Prince Edward Island,,Both sexes,11,14.1
2022,Prince Edward Island,,Males,11,12.5
2022,Prince Edward Island,,Females,11,15.8
2022,Nova Scotia,,Both sexes,12,13.7
2022,Nova Scotia,,Males,12,14.3
2022,Nova Scotia,,Females,12,13.2
2022,New Brunswick,,Both sexes,13,12.1
2022,New Brunswick,,Males,13,11.6
2022,New Brunswick,,Females,13,12.6
2022,Quebec,,Both sexes,24,8.7
2022,Quebec,,Males,24,7.5
2022,Quebec,,Females,24,10.0
2022,Ontario,,Both sexes,35,8.5
2022,Ontario,,Males,35,7.2
2022,Ontario,,Females,35,9.7
2022,Prairie provinces,,Both sexes,,8.8
2022,Prairie provinces,,Males,,7.4
2022,Prairie provinces,,Females,,10.2
2022,Manitoba,,Both sexes,46,7.7
2022,Manitoba,,Males,46,6.9
2022,Manitoba,,Females,46,8.6
2022,Saskatchewan,,Both sexes,47,7.6
2022,Saskatchewan,,Males,47,7.2
2022,Saskatchewan,,Females,47,8.0
2022,Alberta,,Both sexes,48,9.4
2022,Alberta,,Males,48,7.6
2022,Alberta,,Females,48,11.2
2022,British Columbia,,Both sexes,59,10.9
2022,British Columbia,,Males,59,9.6
2022,British Columbia,,Females,59,12.1
2023,Canada,,Males,,8.1
2023,Canada,,Females,,10.0
2023,Atlantic provinces,,Both sexes,,12.8
2023,Atlantic provinces,,Males,,11.3
2023,Atlantic provinces,,Females,,14.3
2023,Newfoundland and Labrador,,Both sexes,10,11.4
2023,Newfoundland and Labrador,,Males,10,10.1
2023,Newfoundland and Labrador,,Females,10,12.7
2023,Prince Edward Island,,Both sexes,11,14.0
2023,Prince Edward Island,,Males,11,11.8
2023,Prince Edward Island,,Females,11,16.1
2023,Nova Scotia,,Both sexes,12,14.8
2023,Nova Scotia,,Males,12,12.9
2023,Nova Scotia,,Females,12,16.6
2023,New Brunswick,,Both sexes,13,11.0
2023,New Brunswick,,Males,13,10.1
2023,New Brunswick,,Females,13,11.9
2023,Quebec,,Both sexes,24,9.0
2023,Quebec,,Males,24,8.6
2023,Quebec,,Females,24,9.4
2023,Ontario,,Both sexes,35,8.2
2023,Ontario,,Males,35,7.0
2023,Ontario,,Females,35,9.3
2023,Prairie provinces,,Both sexes,,8.3
2023,Prairie provinces,,Males,,7.5
2023,Prairie provinces,,Females,,9.1
2023,Manitoba,,Both sexes,46,7.0
2023,Manitoba,,Males,46,7.0
2023,Manitoba,,Females,46,7.1
2023,Saskatchewan,,Both sexes,47,8.5
2023,Saskatchewan,,Males,47,7.2
2023,Saskatchewan,,Females,47,9.7
2023,Alberta,,Both sexes,48,8.6
2023,Alberta,,Males,48,7.8
2023,Alberta,,Females,48,9.5
2023,British Columbia,,Both sexes,59,11.0
2023,British Columbia,,Males,59,9.6
2023,British Columbia,,Females,59,12.3
