Year,data.Geography,data.Violations,GeoCode,Value
2015,data.Nova Scotia,data.Total sexual violations against children [130],12,21.14
2015,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,9.5
2015,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,112.44
2015,data.Nova Scotia,"data.Assault, level 1 [1430]",12,461.17
2015,data.Nova Scotia,data.Total robbery [160],12,34.28
2015,data.Nova Scotia,data.Uttering threats [1627],12,260.11
2015,data.Nova Scotia,data.Total other violent violations [180],12,16.23
2015,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1175.34
2015,data.New Brunswick,data.Homicide [110],13,1.45
2015,data.New Brunswick,data.Total other violations causing death [120],13,0.13
2015,data.New Brunswick,data.Attempted murder [1210],13,2.24
2015,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.13
2015,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,0.66
2015,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,54.29
2015,data.New Brunswick,data.Total sexual violations against children [130],13,18.84
2015,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,6.46
2015,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,102.79
2015,data.New Brunswick,"data.Assault, level 1 [1430]",13,500.37
2015,data.New Brunswick,data.Total robbery [160],13,20.16
2015,data.New Brunswick,data.Uttering threats [1627],13,273.84
2015,data.New Brunswick,data.Total other violent violations [180],13,9.75
2015,data.Quebec,data.Total violent Criminal Code violations [100],24,966.02
2015,data.Quebec,data.Homicide [110],24,0.97
2015,data.Quebec,data.Total other violations causing death [120],24,0.21
2015,data.Quebec,data.Attempted murder [1210],24,2.5
2015,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.4
2015,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.11
2015,data.Quebec,"data.Sexual assault, level 1 [1330]",24,45.98
2015,data.Quebec,data.Total sexual violations against children [130],24,20.88
2015,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,3.19
2015,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,114.69
2015,data.Quebec,"data.Assault, level 1 [1430]",24,371.28
2015,data.Quebec,data.Total robbery [160],24,49.37
2015,data.Quebec,data.Uttering threats [1627],24,189.31
2015,data.Quebec,data.Total other violent violations [180],24,23.06
2015,data.Ontario,data.Total violent Criminal Code violations [100],35,793.0
2015,data.Ontario,data.Homicide [110],35,1.27
2015,data.Ontario,data.Total other violations causing death [120],35,0.22
2015,data.Ontario,data.Attempted murder [1210],35,1.84
2015,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.15
2015,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,0.98
2015,data.Ontario,"data.Sexual assault, level 1 [1330]",35,53.8
2015,data.Ontario,data.Total sexual violations against children [130],35,8.12
2015,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,7.4
2015,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,89.76
2015,data.Ontario,"data.Assault, level 1 [1430]",35,324.98
2015,data.Ontario,data.Total robbery [160],35,55.77
2015,data.Ontario,data.Uttering threats [1627],35,109.27
2015,data.Ontario,data.Total other violent violations [180],35,11.14
2015,data.Manitoba,data.Total violent Criminal Code violations [100],46,1820.96
2015,data.Manitoba,data.Homicide [110],46,3.64
2015,data.Manitoba,data.Total other violations causing death [120],46,0.39
2015,data.Manitoba,data.Attempted murder [1210],46,2.4
2015,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.62
2015,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,2.4
2015,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,102.15
2015,data.Manitoba,data.Total sexual violations against children [130],46,20.43
2015,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,30.57
2015,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,314.42
2015,data.Manitoba,"data.Assault, level 1 [1430]",46,793.98
2015,data.Manitoba,data.Total robbery [160],46,129.08
2015,data.Manitoba,data.Uttering threats [1627],46,248.56
2015,data.Manitoba,data.Total other violent violations [180],46,11.92
2015,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2054.74
2015,data.Saskatchewan,data.Homicide [110],47,3.93
2015,data.Saskatchewan,data.Total other violations causing death [120],47,0.54
2015,data.Saskatchewan,data.Attempted murder [1210],47,2.5
2015,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,0.62
2015,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,1.43
2015,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,97.06
2015,data.Saskatchewan,data.Total sexual violations against children [130],47,29.62
2015,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,32.56
2015,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,344.79
2015,data.Saskatchewan,"data.Assault, level 1 [1430]",47,939.28
2015,data.Saskatchewan,data.Total robbery [160],47,87.6
2015,data.Saskatchewan,data.Uttering threats [1627],47,272.35
2015,data.Saskatchewan,data.Total other violent violations [180],47,16.77
2015,data.Alberta,data.Total violent Criminal Code violations [100],48,1316.33
2015,data.Alberta,data.Homicide [110],48,3.21
2015,data.Alberta,data.Total other violations causing death [120],48,0.12
2015,data.Alberta,data.Attempted murder [1210],48,1.64
2015,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.17
2015,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,1.09
2015,data.Alberta,"data.Sexual assault, level 1 [1330]",48,67.54
2015,data.Alberta,data.Total sexual violations against children [130],48,14.6
2015,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,16.7
2015,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,180.12
2015,data.Alberta,"data.Assault, level 1 [1430]",48,558.26
2015,data.Alberta,data.Total robbery [160],48,82.74
2015,data.Alberta,data.Uttering threats [1627],48,194.14
2015,data.Alberta,data.Total other violent violations [180],48,11.34
2015,data.British Columbia,data.Total violent Criminal Code violations [100],59,1191.76
2015,data.British Columbia,data.Homicide [110],59,2.03
2015,data.British Columbia,data.Total other violations causing death [120],59,0.38
2015,data.British Columbia,data.Attempted murder [1210],59,2.7
2015,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.4
2015,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,0.84
2015,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,46.69
2015,data.British Columbia,data.Total sexual violations against children [130],59,13.71
2015,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,6.93
2015,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,144.54
2015,data.British Columbia,"data.Assault, level 1 [1430]",59,466.75
2015,data.British Columbia,data.Total robbery [160],59,76.31
2015,data.British Columbia,data.Uttering threats [1627],59,215.27
2015,data.British Columbia,data.Total other violent violations [180],59,10.15
2015,data.Yukon,data.Total violent Criminal Code violations [100],60,4083.31
2015,data.Yukon,data.Homicide [110],60,2.65
2015,data.Yukon,data.Total other violations causing death [120],60,0.0
2015,data.Yukon,data.Attempted murder [1210],60,10.61
2015,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,0.0
2015,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,2.65
2015,data.Yukon,"data.Sexual assault, level 1 [1330]",60,204.3
2015,data.Yukon,data.Total sexual violations against children [130],60,68.98
2015,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,58.37
2015,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,419.21
2015,data.Yukon,"data.Assault, level 1 [1430]",60,2098.7
2015,data.Yukon,data.Total robbery [160],60,58.37
2015,data.Yukon,data.Uttering threats [1627],60,697.8
2015,data.Yukon,data.Total other violent violations [180],60,21.23
2015,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,7685.87
2015,data.Northwest Territories,data.Homicide [110],61,11.3
2015,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2015,data.Northwest Territories,data.Attempted murder [1210],61,6.78
2015,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,2.26
2015,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,13.56
2015,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,363.95
2015,data.Northwest Territories,data.Total sexual violations against children [130],61,90.42
2015,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,72.34
2015,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,849.97
2015,data.Northwest Territories,"data.Assault, level 1 [1430]",61,4265.66
2015,data.Northwest Territories,data.Total robbery [160],61,61.03
2015,data.Northwest Territories,data.Uttering threats [1627],61,1118.97
2015,data.Northwest Territories,data.Total other violent violations [180],61,36.17
2015,data.Nunavut,data.Total violent Criminal Code violations [100],62,8054.7
2015,data.Nunavut,data.Homicide [110],62,5.48
2015,data.Nunavut,data.Total other violations causing death [120],62,0.0
2015,data.Nunavut,data.Attempted murder [1210],62,2.74
2015,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,2.74
2015,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,5.48
2015,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,441.24
2015,data.Nunavut,data.Total sexual violations against children [130],62,134.29
2015,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,65.78
2015,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,951.0
2015,data.Nunavut,"data.Assault, level 1 [1430]",62,4138.35
2015,data.Nunavut,data.Total robbery [160],62,52.07
2015,data.Nunavut,data.Uttering threats [1627],62,1189.43
2015,data.Nunavut,data.Total other violent violations [180],62,74.0
2016,data.Canada,data.Homicide [110],,1.69
2016,data.Canada,data.Total other violations causing death [120],,0.3
2016,data.Canada,data.Attempted murder [1210],,2.18
2016,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.31
2016,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.09
2016,data.Canada,"data.Sexual assault, level 1 [1330]",,58.36
2016,data.Canada,data.Total sexual violations against children [130],,20.31
2016,data.Canada,"data.Assault, level 3, aggravated [1410]",,9.6
2016,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,138.32
2016,data.Canada,"data.Assault, level 1 [1430]",,441.97
2016,data.Canada,data.Total robbery [160],,60.81
2016,data.Canada,data.Uttering threats [1627],,168.68
2016,data.Canada,data.Total other violent violations [180],,14.56
2016,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1327.29
2016,data.Newfoundland and Labrador,data.Homicide [110],10,1.32
2016,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.38
2016,data.Newfoundland and Labrador,data.Attempted murder [1210],10,1.51
2016,data.Newfoundland and Labrador,"data.Sexual assault, level 3, aggravated [1310]",10,0.0
2016,data.Newfoundland and Labrador,"data.Sexual assault, level 2, weapon or bodily harm [1320]",10,0.76
2016,data.Newfoundland and Labrador,"data.Sexual assault, level 1 [1330]",10,56.85
2016,data.Newfoundland and Labrador,data.Total sexual violations against children [130],10,24.18
2016,data.Newfoundland and Labrador,"data.Assault, level 3, aggravated [1410]",10,9.26
2016,data.Newfoundland and Labrador,"data.Assault, level 2, weapon or bodily harm [1420]",10,106.15
2016,data.Newfoundland and Labrador,"data.Assault, level 1 [1430]",10,577.8
2016,data.Newfoundland and Labrador,data.Total robbery [160],10,42.12
2016,data.Newfoundland and Labrador,data.Uttering threats [1627],10,329.6
2016,data.Newfoundland and Labrador,data.Total other violent violations [180],10,8.31
2016,data.Prince Edward Island,data.Total violent Criminal Code violations [100],11,800.17
2016,data.Prince Edward Island,data.Homicide [110],11,0.0
2016,data.Prince Edward Island,data.Total other violations causing death [120],11,0.0
2016,data.Prince Edward Island,data.Attempted murder [1210],11,0.0
2016,data.Prince Edward Island,"data.Sexual assault, level 3, aggravated [1310]",11,0.0
2016,data.Prince Edward Island,"data.Sexual assault, level 2, weapon or bodily harm [1320]",11,0.68
2016,data.Prince Edward Island,"data.Sexual assault, level 1 [1330]",11,48.31
2016,data.Prince Edward Island,data.Total sexual violations against children [130],11,23.13
2016,data.Prince Edward Island,"data.Assault, level 3, aggravated [1410]",11,4.08
2016,data.Prince Edward Island,"data.Assault, level 2, weapon or bodily harm [1420]",11,66.0
2016,data.Prince Edward Island,"data.Assault, level 1 [1430]",11,335.44
2016,data.Prince Edward Island,data.Total robbery [160],11,12.25
2016,data.Prince Edward Island,data.Uttering threats [1627],11,153.77
2016,data.Prince Edward Island,data.Total other violent violations [180],11,4.08
2016,data.Nova Scotia,data.Total violent Criminal Code violations [100],12,1164.31
2016,data.Nova Scotia,data.Homicide [110],12,1.38
2016,data.Nova Scotia,data.Total other violations causing death [120],12,0.32
2016,data.Nova Scotia,data.Attempted murder [1210],12,2.97
2016,data.Nova Scotia,"data.Sexual assault, level 3, aggravated [1310]",12,0.42
2016,data.Nova Scotia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",12,0.74
2016,data.Nova Scotia,"data.Sexual assault, level 1 [1330]",12,66.08
2016,data.Nova Scotia,data.Total sexual violations against children [130],12,23.23
2016,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,9.12
2016,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,111.37
2016,data.Nova Scotia,"data.Assault, level 1 [1430]",12,446.23
2016,data.Nova Scotia,data.Total robbery [160],12,28.74
2016,data.Nova Scotia,data.Uttering threats [1627],12,244.27
2016,data.Nova Scotia,data.Total other violent violations [180],12,15.8
2016,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1188.18
2016,data.New Brunswick,data.Homicide [110],13,1.44
2016,data.New Brunswick,data.Total other violations causing death [120],13,0.39
2016,data.New Brunswick,data.Attempted murder [1210],13,0.92
2016,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.13
2016,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,0.92
2016,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,56.07
2016,data.New Brunswick,data.Total sexual violations against children [130],13,23.97
2016,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,6.94
2016,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,121.44
2016,data.New Brunswick,"data.Assault, level 1 [1430]",13,496.89
2016,data.New Brunswick,data.Total robbery [160],13,30.26
2016,data.New Brunswick,data.Uttering threats [1627],13,256.5
2016,data.New Brunswick,data.Total other violent violations [180],13,12.18
2016,data.Quebec,data.Total violent Criminal Code violations [100],24,1013.59
2016,data.Quebec,data.Homicide [110],24,0.81
2016,data.Quebec,data.Total other violations causing death [120],24,0.3
2016,data.Quebec,data.Attempted murder [1210],24,2.3
2016,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.22
2016,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.11
2016,data.Quebec,"data.Sexual assault, level 1 [1330]",24,52.7
2016,data.Quebec,data.Total sexual violations against children [130],24,24.97
2016,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,3.57
2016,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,122.77
2016,data.Quebec,"data.Assault, level 1 [1430]",24,399.1
2016,data.Quebec,data.Total robbery [160],24,45.45
2016,data.Quebec,data.Uttering threats [1627],24,185.49
2016,data.Quebec,data.Total other violent violations [180],24,24.61
2016,data.Ontario,data.Total violent Criminal Code violations [100],35,805.89
2016,data.Ontario,data.Homicide [110],35,1.48
2016,data.Ontario,data.Total other violations causing death [120],35,0.26
2016,data.Ontario,data.Attempted murder [1210],35,1.88
2016,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.25
2016,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,1.05
2016,data.Ontario,"data.Sexual assault, level 1 [1330]",35,53.58
2016,data.Ontario,data.Total sexual violations against children [130],35,14.62
2016,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,7.71
2016,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,96.16
2016,data.Ontario,"data.Assault, level 1 [1430]",35,327.93
2016,data.Ontario,data.Total robbery [160],35,59.64
2016,data.Ontario,data.Uttering threats [1627],35,105.82
2016,data.Ontario,data.Total other violent violations [180],35,11.27
2016,data.Manitoba,data.Total violent Criminal Code violations [100],46,1949.18
2016,data.Manitoba,data.Homicide [110],46,3.2
2016,data.Manitoba,data.Total other violations causing death [120],46,0.38
2016,data.Manitoba,data.Attempted murder [1210],46,3.27
2016,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.53
2016,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,2.28
2016,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,105.62
2016,data.Manitoba,data.Total sexual violations against children [130],46,37.9
2016,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,35.16
2016,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,347.3
2016,data.Manitoba,"data.Assault, level 1 [1430]",46,834.08
2016,data.Manitoba,data.Total robbery [160],46,156.91
2016,data.Manitoba,data.Uttering threats [1627],46,248.15
2016,data.Manitoba,data.Total other violent violations [180],46,11.87
2016,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2060.41
2016,data.Saskatchewan,data.Homicide [110],47,4.75
2016,data.Saskatchewan,data.Total other violations causing death [120],47,0.62
2016,data.Saskatchewan,data.Attempted murder [1210],47,5.72
2016,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,1.5
2016,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,1.5
2016,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,101.59
2016,data.Saskatchewan,data.Total sexual violations against children [130],47,33.8
2016,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,36.44
2016,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,340.58
2016,data.Saskatchewan,"data.Assault, level 1 [1430]",47,932.76
2016,data.Saskatchewan,data.Total robbery [160],47,88.82
2016,data.Saskatchewan,data.Uttering threats [1627],47,270.07
2016,data.Saskatchewan,data.Total other violent violations [180],47,16.02
2016,data.Alberta,data.Total violent Criminal Code violations [100],48,1281.87
2016,data.Alberta,data.Homicide [110],48,2.76
2016,data.Alberta,data.Total other violations causing death [120],48,0.19
2016,data.Alberta,data.Attempted murder [1210],48,1.31
2016,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.24
2016,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,1.22
2016,data.Alberta,"data.Sexual assault, level 1 [1330]",48,64.47
2016,data.Alberta,data.Total sexual violations against children [130],48,19.54
2016,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,15.18
2016,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,182.91
2016,data.Alberta,"data.Assault, level 1 [1430]",48,545.68
2016,data.Alberta,data.Total robbery [160],48,73.81
2016,data.Alberta,data.Uttering threats [1627],48,183.7
2016,data.Alberta,data.Total other violent violations [180],48,12.3
2016,data.British Columbia,data.Total violent Criminal Code violations [100],59,1116.35
2016,data.British Columbia,data.Homicide [110],59,1.81
2016,data.British Columbia,data.Total other violations causing death [120],59,0.39
2016,data.British Columbia,data.Attempted murder [1210],59,2.45
2016,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.39
2016,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,0.72
2016,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,46.47
2016,data.British Columbia,data.Total sexual violations against children [130],59,16.96
2016,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,6.67
2016,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,139.9
2016,data.British Columbia,"data.Assault, level 1 [1430]",59,431.24
2016,data.British Columbia,data.Total robbery [160],59,61.08
2016,data.British Columbia,data.Uttering threats [1627],59,195.44
2016,data.British Columbia,data.Total other violent violations [180],59,9.88
2016,data.Yukon,data.Total violent Criminal Code violations [100],60,4013.28
2016,data.Yukon,data.Homicide [110],60,10.38
2016,data.Yukon,data.Total other violations causing death [120],60,0.0
2016,data.Yukon,data.Attempted murder [1210],60,5.19
2016,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,2.59
2016,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,0.0
2016,data.Yukon,"data.Sexual assault, level 1 [1330]",60,210.13
2016,data.Yukon,data.Total sexual violations against children [130],60,54.48
2016,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,38.91
2016,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,456.59
2016,data.Yukon,"data.Assault, level 1 [1430]",60,2049.45
2016,data.Yukon,data.Total robbery [160],60,62.26
2016,data.Yukon,data.Uttering threats [1627],60,658.94
2016,data.Yukon,data.Total other violent violations [180],60,28.54
2016,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,7805.33
2016,data.Northwest Territories,data.Homicide [110],61,6.72
2016,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2016,data.Northwest Territories,data.Attempted murder [1210],61,0.0
2016,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,2.24
2016,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,15.68
2016,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,293.4
2016,data.Northwest Territories,data.Total sexual violations against children [130],61,85.11
2016,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,49.27
2016,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,891.4
2016,data.Northwest Territories,"data.Assault, level 1 [1430]",61,4353.96
2016,data.Northwest Territories,data.Total robbery [160],61,69.43
2016,data.Northwest Territories,data.Uttering threats [1627],61,1218.39
2016,data.Northwest Territories,data.Total other violent violations [180],61,44.79
2016,data.Nunavut,data.Total violent Criminal Code violations [100],62,8192.02
2016,data.Nunavut,data.Homicide [110],62,2.7
2016,data.Nunavut,data.Total other violations causing death [120],62,0.0
2016,data.Nunavut,data.Attempted murder [1210],62,24.34
2016,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,0.0
2016,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,0.0
2016,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,440.84
2016,data.Nunavut,data.Total sexual violations against children [130],62,278.57
2016,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,91.95
2016,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,1046.65
2016,data.Nunavut,"data.Assault, level 1 [1430]",62,4235.29
2016,data.Nunavut,data.Total robbery [160],62,27.05
2016,data.Nunavut,data.Uttering threats [1627],62,1092.63
2016,data.Nunavut,data.Total other violent violations [180],62,37.86
2017,data.Canada,data.Homicide [110],,1.82
2017,data.Canada,data.Total other violations causing death [120],,0.27
2017,data.Canada,data.Attempted murder [1210],,2.25
2017,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.44
2017,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.16
2017,data.Canada,"data.Sexual assault, level 1 [1330]",,66.1
2017,data.Canada,data.Total sexual violations against children [130],,22.65
2017,data.Canada,"data.Assault, level 3, aggravated [1410]",,9.81
2017,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,142.67
2017,data.Canada,"data.Assault, level 1 [1430]",,446.79
2017,data.Canada,data.Total robbery [160],,62.47
2017,data.Canada,data.Uttering threats [1627],,173.19
2017,data.Canada,data.Total other violent violations [180],,17.31
2017,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1319.26
2017,data.Newfoundland and Labrador,data.Homicide [110],10,0.76
2017,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.19
