Year,Geography,Source,GeoCode,Value
2001,data.Canada,data.Waste,,23.54508822
2002,data.Canada,data.Waste,,24.02769947
2003,data.Canada,data.Waste,,24.18691335
2004,data.Canada,data.Waste,,24.14745659
2005,data.Canada,data.Waste,,24.24063384
2006,data.Canada,data.Waste,,24.38780118
2007,data.Canada,data.Waste,,23.7776069
2008,data.Canada,data.Waste,,23.86730623
2009,data.Canada,data.Waste,,22.79264478
2010,data.Canada,data.Waste,,22.34889668
2011,data.Canada,data.Waste,,22.38005823
2012,data.Canada,data.Waste,,22.35062773
2013,data.Canada,data.Waste,,22.70938706
2014,data.Canada,data.Waste,,22.83192372
2015,data.Canada,data.Waste,,22.88893189
2016,data.Canada,data.Waste,,23.6793338
2017,data.Canada,data.Waste,,23.51296623
2018,data.Canada,data.Waste,,23.45053253
2019,data.Canada,data.Waste,,23.53230088
2020,data.Canada,data.Waste,,22.98192983
2021,data.Canada,data.Waste,,23.12638251
2022,data.Canada,data.Waste,,23.36595603
1990,data.Newfoundland and Labrador,data.Agriculture,10,0.078056766
1991,data.Newfoundland and Labrador,data.Agriculture,10,0.09057574
1992,data.Newfoundland and Labrador,data.Agriculture,10,0.112378186
1993,data.Newfoundland and Labrador,data.Agriculture,10,0.105988625
1994,data.Newfoundland and Labrador,data.Agriculture,10,0.107362465
1995,data.Newfoundland and Labrador,data.Agriculture,10,0.11053342
1996,data.Newfoundland and Labrador,data.Agriculture,10,0.110055807
1997,data.Newfoundland and Labrador,data.Agriculture,10,0.12663263
1998,data.Newfoundland and Labrador,data.Agriculture,10,0.135049629
1999,data.Newfoundland and Labrador,data.Agriculture,10,0.12263451
2000,data.Newfoundland and Labrador,data.Agriculture,10,0.111899028
2001,data.Newfoundland and Labrador,data.Agriculture,10,0.066281962
2002,data.Newfoundland and Labrador,data.Agriculture,10,0.068824607
2003,data.Newfoundland and Labrador,data.Agriculture,10,0.093067473
2004,data.Newfoundland and Labrador,data.Agriculture,10,0.080340321
2005,data.Newfoundland and Labrador,data.Agriculture,10,0.076333193
2006,data.Newfoundland and Labrador,data.Agriculture,10,0.079431204
2007,data.Newfoundland and Labrador,data.Agriculture,10,0.081728364
2008,data.Newfoundland and Labrador,data.Agriculture,10,0.084944037
2009,data.Newfoundland and Labrador,data.Agriculture,10,0.085784845
2010,data.Newfoundland and Labrador,data.Agriculture,10,0.104329245
2011,data.Newfoundland and Labrador,data.Agriculture,10,0.125949747
2012,data.Newfoundland and Labrador,data.Agriculture,10,0.149866746
2013,data.Newfoundland and Labrador,data.Agriculture,10,0.10750707
2014,data.Newfoundland and Labrador,data.Agriculture,10,0.108041219
2015,data.Newfoundland and Labrador,data.Agriculture,10,0.100346297
2016,data.Newfoundland and Labrador,data.Agriculture,10,0.102948906
2017,data.Newfoundland and Labrador,data.Agriculture,10,0.095504427
2018,data.Newfoundland and Labrador,data.Agriculture,10,0.095148327
2019,data.Newfoundland and Labrador,data.Agriculture,10,0.098135839
2020,data.Newfoundland and Labrador,data.Agriculture,10,0.09486619
2021,data.Newfoundland and Labrador,data.Agriculture,10,0.090927428
2022,data.Newfoundland and Labrador,data.Agriculture,10,0.094704316
1990,data.Newfoundland and Labrador,data.Buildings,10,1.064177079
1991,data.Newfoundland and Labrador,data.Buildings,10,1.018859522
1992,data.Newfoundland and Labrador,data.Buildings,10,1.030103089
1993,data.Newfoundland and Labrador,data.Buildings,10,1.051286762
1994,data.Newfoundland and Labrador,data.Buildings,10,1.003706691
1995,data.Newfoundland and Labrador,data.Buildings,10,0.964302498
1996,data.Newfoundland and Labrador,data.Buildings,10,0.921892584
1997,data.Newfoundland and Labrador,data.Buildings,10,1.005477815
1998,data.Newfoundland and Labrador,data.Buildings,10,0.853814769
1999,data.Newfoundland and Labrador,data.Buildings,10,0.827731339
2000,data.Newfoundland and Labrador,data.Buildings,10,0.86270813
2001,data.Newfoundland and Labrador,data.Buildings,10,0.933593054
2002,data.Newfoundland and Labrador,data.Buildings,10,1.015105493
2003,data.Newfoundland and Labrador,data.Buildings,10,1.086434564
2004,data.Newfoundland and Labrador,data.Buildings,10,1.116797652
2005,data.Newfoundland and Labrador,data.Buildings,10,0.800429278
2006,data.Newfoundland and Labrador,data.Buildings,10,0.697066489
2007,data.Newfoundland and Labrador,data.Buildings,10,0.908538972
2008,data.Newfoundland and Labrador,data.Buildings,10,0.909387969
2009,data.Newfoundland and Labrador,data.Buildings,10,0.75496576
2010,data.Newfoundland and Labrador,data.Buildings,10,0.805671604
2011,data.Newfoundland and Labrador,data.Buildings,10,0.913737004
2012,data.Newfoundland and Labrador,data.Buildings,10,0.712060268
2013,data.Newfoundland and Labrador,data.Buildings,10,0.97608473
2014,data.Newfoundland and Labrador,data.Buildings,10,1.109803171
2015,data.Newfoundland and Labrador,data.Buildings,10,1.009235693
2016,data.Newfoundland and Labrador,data.Buildings,10,1.035296255
2017,data.Newfoundland and Labrador,data.Buildings,10,1.052146688
2018,data.Newfoundland and Labrador,data.Buildings,10,0.890523064
2019,data.Newfoundland and Labrador,data.Buildings,10,0.908952577
2020,data.Newfoundland and Labrador,data.Buildings,10,0.832976634
2021,data.Newfoundland and Labrador,data.Buildings,10,0.718251922
2022,data.Newfoundland and Labrador,data.Buildings,10,0.7459116
1990,data.Newfoundland and Labrador,data.Heavy Industry,10,1.934637626
1991,data.Newfoundland and Labrador,data.Heavy Industry,10,1.396430965
1992,data.Newfoundland and Labrador,data.Heavy Industry,10,1.281472258
1993,data.Newfoundland and Labrador,data.Heavy Industry,10,1.278873791
1994,data.Newfoundland and Labrador,data.Heavy Industry,10,1.595771829
1995,data.Newfoundland and Labrador,data.Heavy Industry,10,1.61858881
1996,data.Newfoundland and Labrador,data.Heavy Industry,10,1.63845665
1997,data.Newfoundland and Labrador,data.Heavy Industry,10,1.845130296
1998,data.Newfoundland and Labrador,data.Heavy Industry,10,1.624233473
1999,data.Newfoundland and Labrador,data.Heavy Industry,10,1.404744651
2000,data.Newfoundland and Labrador,data.Heavy Industry,10,1.658962775
2001,data.Newfoundland and Labrador,data.Heavy Industry,10,1.450076993
2002,data.Newfoundland and Labrador,data.Heavy Industry,10,1.49341748
2003,data.Newfoundland and Labrador,data.Heavy Industry,10,1.675028886
2004,data.Newfoundland and Labrador,data.Heavy Industry,10,1.589041016
2005,data.Newfoundland and Labrador,data.Heavy Industry,10,1.790308094
2006,data.Newfoundland and Labrador,data.Heavy Industry,10,1.481368798
2007,data.Newfoundland and Labrador,data.Heavy Industry,10,1.412815776
2008,data.Newfoundland and Labrador,data.Heavy Industry,10,1.424618534
2009,data.Newfoundland and Labrador,data.Heavy Industry,10,1.375338149
2010,data.Newfoundland and Labrador,data.Heavy Industry,10,1.281075289
2011,data.Newfoundland and Labrador,data.Heavy Industry,10,1.152200033
2012,data.Newfoundland and Labrador,data.Heavy Industry,10,1.076265443
2013,data.Newfoundland and Labrador,data.Heavy Industry,10,1.045468715
2014,data.Newfoundland and Labrador,data.Heavy Industry,10,1.12052945
2015,data.Newfoundland and Labrador,data.Heavy Industry,10,1.121062121
2016,data.Newfoundland and Labrador,data.Heavy Industry,10,0.639383458
2017,data.Newfoundland and Labrador,data.Heavy Industry,10,0.711156095
2018,data.Newfoundland and Labrador,data.Heavy Industry,10,0.914675417
2019,data.Newfoundland and Labrador,data.Heavy Industry,10,1.12967393
2020,data.Newfoundland and Labrador,data.Heavy Industry,10,0.962511598
2021,data.Newfoundland and Labrador,data.Heavy Industry,10,1.160300785
2022,data.Newfoundland and Labrador,data.Heavy Industry,10,1.156253831
1990,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.383045356
1991,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.301607633
1992,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.236166721
1993,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.229378496
1994,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.25214384
1995,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.237577806
1996,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.238904409
1997,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.27495007
1998,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.246848907
1999,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.228536987
2000,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.235435701
2001,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.28324415
2002,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.258178557
2003,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.225130227
2004,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.266828219
2005,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.283220662
2006,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.269946938
2007,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.291325435
2008,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.218335681
2009,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.251194566
2010,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.326229295
2011,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.384616355
2012,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.424237534
2013,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.332732098
2014,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.397886569
2015,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.625823265
2016,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.665841869
2017,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.548737511
2018,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.653401037
2019,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.568266594
2020,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.340905445
2021,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.336583285
2022,data.Newfoundland and Labrador,"data.Light Manufacturing, Construction and Forest Resources",10,0.331032739
1990,data.Newfoundland and Labrador,data.Oil and Gas,10,1.073998288
1991,data.Newfoundland and Labrador,data.Oil and Gas,10,1.041456322
1992,data.Newfoundland and Labrador,data.Oil and Gas,10,0.874930119
1993,data.Newfoundland and Labrador,data.Oil and Gas,10,1.058110997
1994,data.Newfoundland and Labrador,data.Oil and Gas,10,0.473177099
1995,data.Newfoundland and Labrador,data.Oil and Gas,10,0.968409423
1996,data.Newfoundland and Labrador,data.Oil and Gas,10,1.135769059
1997,data.Newfoundland and Labrador,data.Oil and Gas,10,1.30219485
1998,data.Newfoundland and Labrador,data.Oil and Gas,10,3.409068417
1999,data.Newfoundland and Labrador,data.Oil and Gas,10,2.693396178
2000,data.Newfoundland and Labrador,data.Oil and Gas,10,1.83748903
2001,data.Newfoundland and Labrador,data.Oil and Gas,10,1.724111378
2002,data.Newfoundland and Labrador,data.Oil and Gas,10,3.402544248
2003,data.Newfoundland and Labrador,data.Oil and Gas,10,2.862737001
2004,data.Newfoundland and Labrador,data.Oil and Gas,10,2.631914653
2005,data.Newfoundland and Labrador,data.Oil and Gas,10,2.532414736
2006,data.Newfoundland and Labrador,data.Oil and Gas,10,2.859365623
2007,data.Newfoundland and Labrador,data.Oil and Gas,10,2.993830681
2008,data.Newfoundland and Labrador,data.Oil and Gas,10,2.548515384
2009,data.Newfoundland and Labrador,data.Oil and Gas,10,2.616587729
2010,data.Newfoundland and Labrador,data.Oil and Gas,10,2.496356212
2011,data.Newfoundland and Labrador,data.Oil and Gas,10,2.181523472
2012,data.Newfoundland and Labrador,data.Oil and Gas,10,2.151316902
2013,data.Newfoundland and Labrador,data.Oil and Gas,10,2.314200396
2014,data.Newfoundland and Labrador,data.Oil and Gas,10,2.419014786
2015,data.Newfoundland and Labrador,data.Oil and Gas,10,2.322826143
2016,data.Newfoundland and Labrador,data.Oil and Gas,10,2.62323926
2017,data.Newfoundland and Labrador,data.Oil and Gas,10,2.54088726
2018,data.Newfoundland and Labrador,data.Oil and Gas,10,2.716664246
2019,data.Newfoundland and Labrador,data.Oil and Gas,10,2.778971385
2020,data.Newfoundland and Labrador,data.Oil and Gas,10,1.737922514
2021,data.Newfoundland and Labrador,data.Oil and Gas,10,1.394056443
2022,data.Newfoundland and Labrador,data.Oil and Gas,10,1.292920603
1990,data.Newfoundland and Labrador,data.Transport,10,2.693766395
1991,data.Newfoundland and Labrador,data.Transport,10,2.65137073
1992,data.Newfoundland and Labrador,data.Transport,10,2.668624514
1993,data.Newfoundland and Labrador,data.Transport,10,2.752387887
1994,data.Newfoundland and Labrador,data.Transport,10,2.738562698
1995,data.Newfoundland and Labrador,data.Transport,10,2.677129876
1996,data.Newfoundland and Labrador,data.Transport,10,2.727597485
1997,data.Newfoundland and Labrador,data.Transport,10,2.72940426
1998,data.Newfoundland and Labrador,data.Transport,10,2.76871536
1999,data.Newfoundland and Labrador,data.Transport,10,2.871409535
2000,data.Newfoundland and Labrador,data.Transport,10,2.965121325
2001,data.Newfoundland and Labrador,data.Transport,10,3.00254109
2002,data.Newfoundland and Labrador,data.Transport,10,3.095406463
2003,data.Newfoundland and Labrador,data.Transport,10,3.452753699
2004,data.Newfoundland and Labrador,data.Transport,10,3.280088714
2005,data.Newfoundland and Labrador,data.Transport,10,3.338967936
2006,data.Newfoundland and Labrador,data.Transport,10,3.226520993
2007,data.Newfoundland and Labrador,data.Transport,10,3.506740144
2008,data.Newfoundland and Labrador,data.Transport,10,3.721300656
2009,data.Newfoundland and Labrador,data.Transport,10,3.418528661
2010,data.Newfoundland and Labrador,data.Transport,10,3.489508375
2011,data.Newfoundland and Labrador,data.Transport,10,3.911417845
2012,data.Newfoundland and Labrador,data.Transport,10,3.75742613
2013,data.Newfoundland and Labrador,data.Transport,10,3.485763547
2014,data.Newfoundland and Labrador,data.Transport,10,3.7486348
2015,data.Newfoundland and Labrador,data.Transport,10,3.695528116
2016,data.Newfoundland and Labrador,data.Transport,10,3.747130798
2017,data.Newfoundland and Labrador,data.Transport,10,3.779053168
2018,data.Newfoundland and Labrador,data.Transport,10,3.602464038
2019,data.Newfoundland and Labrador,data.Transport,10,3.862073837
2020,data.Newfoundland and Labrador,data.Transport,10,3.332123877
2021,data.Newfoundland and Labrador,data.Transport,10,3.477993539
2022,data.Newfoundland and Labrador,data.Transport,10,3.679718571
1990,data.Newfoundland and Labrador,data.Waste,10,0.600977095
1991,data.Newfoundland and Labrador,data.Waste,10,0.613976459
1992,data.Newfoundland and Labrador,data.Waste,10,0.627581986
1993,data.Newfoundland and Labrador,data.Waste,10,0.64064523
1994,data.Newfoundland and Labrador,data.Waste,10,0.653719649
1995,data.Newfoundland and Labrador,data.Waste,10,0.664486244
1996,data.Newfoundland and Labrador,data.Waste,10,0.667299846
1997,data.Newfoundland and Labrador,data.Waste,10,0.659681571
1998,data.Newfoundland and Labrador,data.Waste,10,0.652715308
1999,data.Newfoundland and Labrador,data.Waste,10,0.646927614
2000,data.Newfoundland and Labrador,data.Waste,10,0.644006443
2001,data.Newfoundland and Labrador,data.Waste,10,0.643535145
2002,data.Newfoundland and Labrador,data.Waste,10,0.64231143
2003,data.Newfoundland and Labrador,data.Waste,10,0.639655883
2004,data.Newfoundland and Labrador,data.Waste,10,0.635259663
2005,data.Newfoundland and Labrador,data.Waste,10,0.63138927
