Year,data.Geography,data.Age group,data.Sex,GeoCode,Value
2015,data.Ontario,data.65 years and over,data.Females,35,76.7
2015,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,46,71.7
2015,data.Manitoba,"data.Total, 12 years and over",data.Males,46,72.5
2015,data.Manitoba,"data.Total, 12 years and over",data.Females,46,71.0
2015,data.Manitoba,data.12 to 17 years,data.Both sexes,46,85.6
2015,data.Manitoba,data.12 to 17 years,data.Males,46,86.8
2015,data.Manitoba,data.12 to 17 years,data.Females,46,84.3
2015,data.Manitoba,data.18 to 34 years,data.Both sexes,46,65.6
2015,data.Manitoba,data.18 to 34 years,data.Males,46,66.0
2015,data.Manitoba,data.18 to 34 years,data.Females,46,65.1
2015,data.Manitoba,data.35 to 49 years,data.Both sexes,46,72.2
2015,data.Manitoba,data.35 to 49 years,data.Males,46,72.7
2015,data.Manitoba,data.35 to 49 years,data.Females,46,71.6
2015,data.Manitoba,data.50 to 64 years,data.Both sexes,46,71.0
2015,data.Manitoba,data.50 to 64 years,data.Males,46,70.0
2015,data.Manitoba,data.50 to 64 years,data.Females,46,72.0
2015,data.Manitoba,data.65 years and over,data.Both sexes,46,75.6
2015,data.Manitoba,data.65 years and over,data.Males,46,79.8
2015,data.Manitoba,data.65 years and over,data.Females,46,72.2
2015,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,47,73.4
2015,data.Saskatchewan,"data.Total, 12 years and over",data.Males,47,72.1
2015,data.Saskatchewan,"data.Total, 12 years and over",data.Females,47,74.7
2015,data.Saskatchewan,data.12 to 17 years,data.Both sexes,47,91.0
2015,data.Saskatchewan,data.12 to 17 years,data.Males,47,90.6
2015,data.Saskatchewan,data.12 to 17 years,data.Females,47,91.4
2015,data.Saskatchewan,data.18 to 34 years,data.Both sexes,47,65.0
2015,data.Saskatchewan,data.18 to 34 years,data.Males,47,62.5
2015,data.Saskatchewan,data.18 to 34 years,data.Females,47,67.5
2015,data.Saskatchewan,data.35 to 49 years,data.Both sexes,47,72.6
2015,data.Saskatchewan,data.35 to 49 years,data.Males,47,69.4
2015,data.Saskatchewan,data.35 to 49 years,data.Females,47,76.0
2015,data.Saskatchewan,data.50 to 64 years,data.Both sexes,47,72.1
2015,data.Saskatchewan,data.50 to 64 years,data.Males,47,73.3
2015,data.Saskatchewan,data.50 to 64 years,data.Females,47,70.9
2015,data.Saskatchewan,data.65 years and over,data.Both sexes,47,83.8
2015,data.Saskatchewan,data.65 years and over,data.Males,47,85.0
2015,data.Saskatchewan,data.65 years and over,data.Females,47,82.8
2015,data.Alberta,"data.Total, 12 years and over",data.Both sexes,48,69.3
2015,data.Alberta,"data.Total, 12 years and over",data.Males,48,67.8
2015,data.Alberta,"data.Total, 12 years and over",data.Females,48,70.8
2015,data.Alberta,data.12 to 17 years,data.Both sexes,48,86.1
2015,data.Alberta,data.12 to 17 years,data.Males,48,84.9
2015,data.Alberta,data.12 to 17 years,data.Females,48,87.3
2015,data.Alberta,data.18 to 34 years,data.Both sexes,48,62.0
2015,data.Alberta,data.18 to 34 years,data.Males,48,60.8
2015,data.Alberta,data.18 to 34 years,data.Females,48,63.4
2015,data.Alberta,data.35 to 49 years,data.Both sexes,48,70.0
2015,data.Alberta,data.35 to 49 years,data.Males,48,66.6
2015,data.Alberta,data.35 to 49 years,data.Females,48,73.5
2015,data.Alberta,data.50 to 64 years,data.Both sexes,48,70.6
2015,data.Alberta,data.50 to 64 years,data.Males,48,69.2
2015,data.Alberta,data.50 to 64 years,data.Females,48,72.1
2015,data.Alberta,data.65 years and over,data.Both sexes,48,73.5
2015,data.Alberta,data.65 years and over,data.Males,48,76.1
2015,data.Alberta,data.65 years and over,data.Females,48,71.3
2015,data.British Columbia,"data.Total, 12 years and over",data.Both sexes,59,71.2
2015,data.British Columbia,"data.Total, 12 years and over",data.Males,59,71.2
2015,data.British Columbia,"data.Total, 12 years and over",data.Females,59,71.2
2015,data.British Columbia,data.12 to 17 years,data.Both sexes,59,84.8
2015,data.British Columbia,data.12 to 17 years,data.Males,59,83.2
2015,data.British Columbia,data.12 to 17 years,data.Females,59,86.3
2015,data.British Columbia,data.18 to 34 years,data.Both sexes,59,63.8
2015,data.British Columbia,data.18 to 34 years,data.Males,59,61.4
2015,data.British Columbia,data.18 to 34 years,data.Females,59,66.3
2015,data.British Columbia,data.35 to 49 years,data.Both sexes,59,73.6
2015,data.British Columbia,data.35 to 49 years,data.Males,59,74.6
2015,data.British Columbia,data.35 to 49 years,data.Females,59,72.8
2015,data.British Columbia,data.50 to 64 years,data.Both sexes,59,68.6
2015,data.British Columbia,data.50 to 64 years,data.Males,59,72.3
2015,data.British Columbia,data.50 to 64 years,data.Females,59,65.0
2015,data.British Columbia,data.65 years and over,data.Both sexes,59,77.8
2015,data.British Columbia,data.65 years and over,data.Males,59,76.3
2015,data.British Columbia,data.65 years and over,data.Females,59,79.1
2016,data.Canada,"data.Total, 12 years and over",data.Males,,67.9
2016,data.Canada,"data.Total, 12 years and over",data.Females,,69.6
2016,data.Canada,data.12 to 17 years,data.Both sexes,,85.4
2016,data.Canada,data.12 to 17 years,data.Males,,86.3
2016,data.Canada,data.12 to 17 years,data.Females,,84.4
2016,data.Canada,data.18 to 34 years,data.Both sexes,,61.5
2016,data.Canada,data.18 to 34 years,data.Males,,58.5
2016,data.Canada,data.18 to 34 years,data.Females,,64.6
2016,data.Canada,data.35 to 49 years,data.Both sexes,,67.6
2016,data.Canada,data.35 to 49 years,data.Males,,67.1
2016,data.Canada,data.35 to 49 years,data.Females,,68.0
2016,data.Canada,data.50 to 64 years,data.Both sexes,,69.0
2016,data.Canada,data.50 to 64 years,data.Males,,69.3
2016,data.Canada,data.50 to 64 years,data.Females,,68.7
2016,data.Canada,data.65 years and over,data.Both sexes,,74.5
2016,data.Canada,data.65 years and over,data.Males,,74.5
2016,data.Canada,data.65 years and over,data.Females,,74.5
2016,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,10,79.2
2016,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,10,79.6
2016,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,10,78.7
2016,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,10,95.1
2016,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,10,93.5
2016,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,10,96.7
2016,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,10,71.6
2016,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,10,78.3
2016,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,10,64.9
2016,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,10,76.8
2016,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,10,72.4
2016,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,10,80.9
2016,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,10,77.4
2016,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,10,77.6
2016,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,10,77.2
2016,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,10,87.8
2016,data.Newfoundland and Labrador,data.65 years and over,data.Males,10,88.2
2016,data.Newfoundland and Labrador,data.65 years and over,data.Females,10,87.5
2016,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,11,73.6
2016,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,11,72.1
2016,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,11,75.0
2016,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,11,87.4
2016,data.Prince Edward Island,data.12 to 17 years,data.Males,11,83.7
2016,data.Prince Edward Island,data.12 to 17 years,data.Females,11,91.0
2016,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,11,58.1
2016,data.Prince Edward Island,data.18 to 34 years,data.Males,11,54.4
2016,data.Prince Edward Island,data.18 to 34 years,data.Females,11,61.7
2016,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,11,73.3
2016,data.Prince Edward Island,data.35 to 49 years,data.Males,11,70.7
2016,data.Prince Edward Island,data.35 to 49 years,data.Females,11,75.7
2016,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,11,73.5
2016,data.Prince Edward Island,data.50 to 64 years,data.Males,11,75.2
2016,data.Prince Edward Island,data.50 to 64 years,data.Females,11,71.8
2016,data.Prince Edward Island,data.65 years and over,data.Both sexes,11,87.1
2016,data.Prince Edward Island,data.65 years and over,data.Males,11,87.0
2016,data.Prince Edward Island,data.65 years and over,data.Females,11,87.2
2016,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,12,73.4
2016,data.Nova Scotia,"data.Total, 12 years and over",data.Males,12,71.9
2016,data.Nova Scotia,"data.Total, 12 years and over",data.Females,12,74.7
2016,data.Nova Scotia,data.12 to 17 years,data.Both sexes,12,82.9
2016,data.Nova Scotia,data.12 to 17 years,data.Males,12,82.3
2016,data.Nova Scotia,data.12 to 17 years,data.Females,12,83.5
2016,data.Nova Scotia,data.18 to 34 years,data.Both sexes,12,67.5
2016,data.Nova Scotia,data.18 to 34 years,data.Males,12,63.3
2016,data.Nova Scotia,data.18 to 34 years,data.Females,12,71.8
2016,data.Nova Scotia,data.35 to 49 years,data.Both sexes,12,69.1
2016,data.Nova Scotia,data.35 to 49 years,data.Males,12,65.7
2016,data.Nova Scotia,data.35 to 49 years,data.Females,12,72.1
2016,data.Nova Scotia,data.50 to 64 years,data.Both sexes,12,76.0
2016,data.Nova Scotia,data.50 to 64 years,data.Males,12,76.0
2016,data.Nova Scotia,data.50 to 64 years,data.Females,12,76.0
2016,data.Nova Scotia,data.65 years and over,data.Both sexes,12,78.4
2016,data.Nova Scotia,data.65 years and over,data.Males,12,80.9
2016,data.Nova Scotia,data.65 years and over,data.Females,12,76.4
2016,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,13,71.4
2016,data.New Brunswick,"data.Total, 12 years and over",data.Males,13,72.4
2016,data.New Brunswick,"data.Total, 12 years and over",data.Females,13,70.6
2016,data.New Brunswick,data.12 to 17 years,data.Both sexes,13,87.4
2016,data.New Brunswick,data.12 to 17 years,data.Males,13,89.4
2016,data.New Brunswick,data.12 to 17 years,data.Females,13,85.4
2016,data.New Brunswick,data.18 to 34 years,data.Both sexes,13,64.0
2016,data.New Brunswick,data.18 to 34 years,data.Males,13,65.8
2016,data.New Brunswick,data.18 to 34 years,data.Females,13,62.3
2016,data.New Brunswick,data.35 to 49 years,data.Both sexes,13,72.7
2016,data.New Brunswick,data.35 to 49 years,data.Males,13,68.7
2016,data.New Brunswick,data.35 to 49 years,data.Females,13,76.4
2016,data.New Brunswick,data.50 to 64 years,data.Both sexes,13,68.0
2016,data.New Brunswick,data.50 to 64 years,data.Males,13,69.9
2016,data.New Brunswick,data.50 to 64 years,data.Females,13,66.3
2016,data.New Brunswick,data.65 years and over,data.Both sexes,13,77.2
2016,data.New Brunswick,data.65 years and over,data.Males,13,82.1
2016,data.New Brunswick,data.65 years and over,data.Females,13,73.6
2016,data.Quebec,"data.Total, 12 years and over",data.Both sexes,24,59.9
2016,data.Quebec,"data.Total, 12 years and over",data.Males,24,59.6
2016,data.Quebec,"data.Total, 12 years and over",data.Females,24,60.1
2016,data.Quebec,data.12 to 17 years,data.Both sexes,24,81.6
2016,data.Quebec,data.12 to 17 years,data.Males,24,85.9
2016,data.Quebec,data.12 to 17 years,data.Females,24,77.1
2016,data.Quebec,data.18 to 34 years,data.Both sexes,24,52.7
2016,data.Quebec,data.18 to 34 years,data.Males,24,51.3
2016,data.Quebec,data.18 to 34 years,data.Females,24,54.0
2016,data.Quebec,data.35 to 49 years,data.Both sexes,24,57.9
2016,data.Quebec,data.35 to 49 years,data.Males,24,56.2
2016,data.Quebec,data.35 to 49 years,data.Females,24,59.6
2016,data.Quebec,data.50 to 64 years,data.Both sexes,24,59.0
2016,data.Quebec,data.50 to 64 years,data.Males,24,59.7
2016,data.Quebec,data.50 to 64 years,data.Females,24,58.2
2016,data.Quebec,data.65 years and over,data.Both sexes,24,65.6
2016,data.Quebec,data.65 years and over,data.Males,24,66.1
2016,data.Quebec,data.65 years and over,data.Females,24,65.1
2016,data.Ontario,"data.Total, 12 years and over",data.Both sexes,35,71.4
2016,data.Ontario,"data.Total, 12 years and over",data.Males,35,70.4
2016,data.Ontario,"data.Total, 12 years and over",data.Females,35,72.3
2016,data.Ontario,data.12 to 17 years,data.Both sexes,35,86.5
2016,data.Ontario,data.12 to 17 years,data.Males,35,86.6
2016,data.Ontario,data.12 to 17 years,data.Females,35,86.3
2016,data.Ontario,data.18 to 34 years,data.Both sexes,35,63.6
2016,data.Ontario,data.18 to 34 years,data.Males,35,58.5
2016,data.Ontario,data.18 to 34 years,data.Females,35,68.7
2016,data.Ontario,data.35 to 49 years,data.Both sexes,35,69.1
2016,data.Ontario,data.35 to 49 years,data.Males,35,70.0
2016,data.Ontario,data.35 to 49 years,data.Females,35,68.4
2016,data.Ontario,data.50 to 64 years,data.Both sexes,35,73.2
2016,data.Ontario,data.50 to 64 years,data.Males,35,74.1
2016,data.Ontario,data.50 to 64 years,data.Females,35,72.3
2016,data.Ontario,data.65 years and over,data.Both sexes,35,77.6
2016,data.Ontario,data.65 years and over,data.Males,35,77.7
2016,data.Ontario,data.65 years and over,data.Females,35,77.5
2016,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,46,69.6
2016,data.Manitoba,"data.Total, 12 years and over",data.Males,46,69.7
2016,data.Manitoba,"data.Total, 12 years and over",data.Females,46,69.5
2016,data.Manitoba,data.12 to 17 years,data.Both sexes,46,85.1
2016,data.Manitoba,data.12 to 17 years,data.Males,46,88.1
2016,data.Manitoba,data.12 to 17 years,data.Females,46,81.7
2016,data.Manitoba,data.18 to 34 years,data.Both sexes,46,62.5
2016,data.Manitoba,data.18 to 34 years,data.Males,46,64.1
2016,data.Manitoba,data.18 to 34 years,data.Females,46,60.8
2016,data.Manitoba,data.35 to 49 years,data.Both sexes,46,67.9
2016,data.Manitoba,data.35 to 49 years,data.Males,46,65.3
2016,data.Manitoba,data.35 to 49 years,data.Females,46,70.4
2016,data.Manitoba,data.50 to 64 years,data.Both sexes,46,69.8
2016,data.Manitoba,data.50 to 64 years,data.Males,46,68.8
2016,data.Manitoba,data.50 to 64 years,data.Females,46,70.7
2016,data.Manitoba,data.65 years and over,data.Both sexes,46,76.3
2016,data.Manitoba,data.65 years and over,data.Males,46,78.1
2016,data.Manitoba,data.65 years and over,data.Females,46,74.9
2016,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,47,74.0
2016,data.Saskatchewan,"data.Total, 12 years and over",data.Males,47,75.3
2016,data.Saskatchewan,"data.Total, 12 years and over",data.Females,47,72.7
2016,data.Saskatchewan,data.12 to 17 years,data.Both sexes,47,86.8
2016,data.Saskatchewan,data.12 to 17 years,data.Males,47,84.9
2016,data.Saskatchewan,data.12 to 17 years,data.Females,47,88.8
2016,data.Saskatchewan,data.18 to 34 years,data.Both sexes,47,66.6
2016,data.Saskatchewan,data.18 to 34 years,data.Males,47,66.4
2016,data.Saskatchewan,data.18 to 34 years,data.Females,47,66.8
2016,data.Saskatchewan,data.35 to 49 years,data.Both sexes,47,70.5
2016,data.Saskatchewan,data.35 to 49 years,data.Males,47,73.5
2016,data.Saskatchewan,data.35 to 49 years,data.Females,47,67.4
2016,data.Saskatchewan,data.50 to 64 years,data.Both sexes,47,77.5
2016,data.Saskatchewan,data.50 to 64 years,data.Males,47,77.7
2016,data.Saskatchewan,data.50 to 64 years,data.Females,47,77.3
2016,data.Saskatchewan,data.65 years and over,data.Both sexes,47,80.6
2016,data.Saskatchewan,data.65 years and over,data.Males,47,86.4
2016,data.Saskatchewan,data.65 years and over,data.Females,47,75.6
2016,data.Alberta,"data.Total, 12 years and over",data.Both sexes,48,69.8
2016,data.Alberta,"data.Total, 12 years and over",data.Males,48,69.6
2016,data.Alberta,"data.Total, 12 years and over",data.Females,48,70.0
2016,data.Alberta,data.12 to 17 years,data.Both sexes,48,86.8
2016,data.Alberta,data.12 to 17 years,data.Males,48,85.4
2016,data.Alberta,data.12 to 17 years,data.Females,48,88.1
2016,data.Alberta,data.18 to 34 years,data.Both sexes,48,63.2
2016,data.Alberta,data.18 to 34 years,data.Males,48,59.8
2016,data.Alberta,data.18 to 34 years,data.Females,48,66.7
2016,data.Alberta,data.35 to 49 years,data.Both sexes,48,70.9
2016,data.Alberta,data.35 to 49 years,data.Males,48,73.3
2016,data.Alberta,data.35 to 49 years,data.Females,48,68.4
2016,data.Alberta,data.50 to 64 years,data.Both sexes,48,67.9
2016,data.Alberta,data.50 to 64 years,data.Males,48,70.3
2016,data.Alberta,data.50 to 64 years,data.Females,48,65.4
2016,data.Alberta,data.65 years and over,data.Both sexes,48,77.1
2016,data.Alberta,data.65 years and over,data.Males,48,76.1
2016,data.Alberta,data.65 years and over,data.Females,48,77.9
2016,data.British Columbia,"data.Total, 12 years and over",data.Both sexes,59,72.1
2016,data.British Columbia,"data.Total, 12 years and over",data.Males,59,69.3
2016,data.British Columbia,"data.Total, 12 years and over",data.Females,59,74.8
2016,data.British Columbia,data.12 to 17 years,data.Both sexes,59,85.7
2016,data.British Columbia,data.12 to 17 years,data.Males,59,86.2
2016,data.British Columbia,data.12 to 17 years,data.Females,59,85.3
2016,data.British Columbia,data.18 to 34 years,data.Both sexes,59,64.7
2016,data.British Columbia,data.18 to 34 years,data.Males,59,62.2
2016,data.British Columbia,data.18 to 34 years,data.Females,59,67.3
2016,data.British Columbia,data.35 to 49 years,data.Both sexes,59,73.9
2016,data.British Columbia,data.35 to 49 years,data.Males,59,71.1
2016,data.British Columbia,data.35 to 49 years,data.Females,59,76.7
2016,data.British Columbia,data.50 to 64 years,data.Both sexes,59,71.3
2016,data.British Columbia,data.50 to 64 years,data.Males,59,68.0
2016,data.British Columbia,data.50 to 64 years,data.Females,59,74.4
2016,data.British Columbia,data.65 years and over,data.Both sexes,59,76.2
2016,data.British Columbia,data.65 years and over,data.Males,59,72.9
2016,data.British Columbia,data.65 years and over,data.Females,59,79.1
2017,data.Canada,"data.Total, 12 years and over",data.Males,,68.8
2017,data.Canada,"data.Total, 12 years and over",data.Females,,69.9
2017,data.Canada,data.12 to 17 years,data.Both sexes,,85.1
2017,data.Canada,data.12 to 17 years,data.Males,,84.2
2017,data.Canada,data.12 to 17 years,data.Females,,86.0
2017,data.Canada,data.18 to 34 years,data.Both sexes,,62.8
2017,data.Canada,data.18 to 34 years,data.Males,,61.4
2017,data.Canada,data.18 to 34 years,data.Females,,64.3
2017,data.Canada,data.35 to 49 years,data.Both sexes,,68.3
2017,data.Canada,data.35 to 49 years,data.Males,,67.5
2017,data.Canada,data.35 to 49 years,data.Females,,69.0
2017,data.Canada,data.50 to 64 years,data.Both sexes,,67.9
2017,data.Canada,data.50 to 64 years,data.Males,,68.6
2017,data.Canada,data.50 to 64 years,data.Females,,67.3
2017,data.Canada,data.65 years and over,data.Both sexes,,76.3
2017,data.Canada,data.65 years and over,data.Males,,76.6
