Year,data.Geography,data.Gender,data.Type of commute,GeoCode,Value
2016,"data.Saint John (CMA), N.B.",data.Total,data.Sustainable transportation,,9.5
2016,"data.Saint John (CMA), N.B.",data.Total,data.Public transit,,4.1
2016,"data.Saint John (CMA), N.B.",data.Total,data.Active transportation,,5.4
2016,data.Quebec,data.Total,data.Sustainable transportation,24,20.8
2016,data.Quebec,data.Total,data.Public transit,24,13.7
2016,data.Quebec,data.Total,data.Active transportation,24,7.1
2016,"data.Montréal (CMA), Que.",data.Total,data.Sustainable transportation,,29.5
2016,"data.Montréal (CMA), Que.",data.Total,data.Public transit,,22.3
2016,"data.Montréal (CMA), Que.",data.Total,data.Active transportation,,7.2
2016,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Total,data.Sustainable transportation,,20.5
2016,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Total,data.Public transit,,14.5
2016,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Total,data.Active transportation,,6.0
2016,"data.Québec (CMA), Que.",data.Total,data.Sustainable transportation,,18.7
2016,"data.Québec (CMA), Que.",data.Total,data.Public transit,,11.1
2016,"data.Québec (CMA), Que.",data.Total,data.Active transportation,,7.6
2016,"data.Saguenay (CMA), Que.",data.Total,data.Sustainable transportation,,6.5
2016,"data.Saguenay (CMA), Que.",data.Total,data.Public transit,,2.2
2016,"data.Saguenay (CMA), Que.",data.Total,data.Active transportation,,4.3
2016,"data.Sherbrooke (CMA), Que.",data.Total,data.Sustainable transportation,,10.5
2016,"data.Sherbrooke (CMA), Que.",data.Total,data.Public transit,,4.2
2016,"data.Sherbrooke (CMA), Que.",data.Total,data.Active transportation,,6.3
2016,"data.Trois-Rivières (CMA), Que.",data.Total,data.Sustainable transportation,,7.6
2016,"data.Trois-Rivières (CMA), Que.",data.Total,data.Public transit,,2.3
2016,"data.Trois-Rivières (CMA), Que.",data.Total,data.Active transportation,,5.3
2016,data.Ontario,data.Total,data.Sustainable transportation,35,21.1
2016,data.Ontario,data.Total,data.Public transit,35,14.6
2016,data.Ontario,data.Total,data.Active transportation,35,6.5
2016,"data.Barrie (CMA), Ont.",data.Total,data.Sustainable transportation,,8.4
2016,"data.Barrie (CMA), Ont.",data.Total,data.Public transit,,4.3
2016,"data.Barrie (CMA), Ont.",data.Total,data.Active transportation,,4.1
2016,"data.Belleville - Quinte West (CMA), Ont.",data.Total,data.Sustainable transportation,,8.5
2016,"data.Belleville - Quinte West (CMA), Ont.",data.Total,data.Public transit,,2.3
2016,"data.Belleville - Quinte West (CMA), Ont.",data.Total,data.Active transportation,,6.2
2016,"data.Brantford (CMA), Ont.",data.Total,data.Sustainable transportation,,7.7
2016,"data.Brantford (CMA), Ont.",data.Total,data.Public transit,,3.1
2016,"data.Brantford (CMA), Ont.",data.Total,data.Active transportation,,4.6
2016,"data.Greater Sudbury (CMA), Ont.",data.Total,data.Sustainable transportation,,9.8
2016,"data.Greater Sudbury (CMA), Ont.",data.Total,data.Public transit,,4.9
2016,"data.Greater Sudbury (CMA), Ont.",data.Total,data.Active transportation,,4.9
2016,"data.Guelph (CMA), Ont.",data.Total,data.Sustainable transportation,,13.3
2016,"data.Guelph (CMA), Ont.",data.Total,data.Public transit,,6.4
2016,"data.Guelph (CMA), Ont.",data.Total,data.Active transportation,,6.9
2016,"data.Hamilton (CMA), Ont.",data.Total,data.Sustainable transportation,,14.9
2016,"data.Hamilton (CMA), Ont.",data.Total,data.Public transit,,9.8
2016,"data.Hamilton (CMA), Ont.",data.Total,data.Active transportation,,5.1
2016,"data.Kingston (CMA), Ont.",data.Total,data.Sustainable transportation,,16.3
2016,"data.Kingston (CMA), Ont.",data.Total,data.Public transit,,6.8
2016,"data.Kingston (CMA), Ont.",data.Total,data.Active transportation,,9.5
2016,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Total,data.Sustainable transportation,,11.5
2016,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Total,data.Public transit,,6.0
2016,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Total,data.Active transportation,,5.5
2016,"data.London (CMA), Ont.",data.Total,data.Sustainable transportation,,13.9
2016,"data.London (CMA), Ont.",data.Total,data.Public transit,,7.2
2016,"data.London (CMA), Ont.",data.Total,data.Active transportation,,6.7
2016,"data.Oshawa (CMA), Ont.",data.Total,data.Sustainable transportation,,13.0
2016,"data.Oshawa (CMA), Ont.",data.Total,data.Public transit,,9.6
2016,"data.Oshawa (CMA), Ont.",data.Total,data.Active transportation,,3.4
2016,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Total,data.Sustainable transportation,,29.2
2016,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Total,data.Public transit,,19.6
2016,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Total,data.Active transportation,,9.6
2016,"data.Peterborough (CMA), Ont.",data.Total,data.Sustainable transportation,,12.2
2016,"data.Peterborough (CMA), Ont.",data.Total,data.Public transit,,3.9
2016,"data.Peterborough (CMA), Ont.",data.Total,data.Active transportation,,8.3
2016,"data.St. Catharines - Niagara (CMA), Ont.",data.Total,data.Sustainable transportation,,8.1
2016,"data.St. Catharines - Niagara (CMA), Ont.",data.Total,data.Public transit,,2.7
2016,"data.St. Catharines - Niagara (CMA), Ont.",data.Total,data.Active transportation,,5.4
2016,"data.Thunder Bay (CMA), Ont.",data.Total,data.Sustainable transportation,,9.3
2016,"data.Thunder Bay (CMA), Ont.",data.Total,data.Public transit,,3.9
2016,"data.Thunder Bay (CMA), Ont.",data.Total,data.Active transportation,,5.4
2016,"data.Toronto (CMA), Ont.",data.Total,data.Sustainable transportation,,31.0
2016,"data.Toronto (CMA), Ont.",data.Total,data.Public transit,,24.3
2016,"data.Toronto (CMA), Ont.",data.Total,data.Active transportation,,6.7
2016,"data.Windsor (CMA), Ont.",data.Total,data.Sustainable transportation,,7.7
2016,"data.Windsor (CMA), Ont.",data.Total,data.Public transit,,3.4
2016,"data.Windsor (CMA), Ont.",data.Total,data.Active transportation,,4.3
2016,data.Manitoba,data.Total,data.Sustainable transportation,46,16.5
2016,data.Manitoba,data.Total,data.Public transit,46,9.4
2016,data.Manitoba,data.Total,data.Active transportation,46,7.1
2016,"data.Winnipeg (CMA), Man.",data.Total,data.Sustainable transportation,,19.9
2016,"data.Winnipeg (CMA), Man.",data.Total,data.Public transit,,13.6
2016,"data.Winnipeg (CMA), Man.",data.Total,data.Active transportation,,6.3
2016,data.Saskatchewan,data.Total,data.Sustainable transportation,47,9.7
2016,data.Saskatchewan,data.Total,data.Public transit,47,2.9
2016,data.Saskatchewan,data.Total,data.Active transportation,47,6.8
2016,"data.Regina (CMA), Sask.",data.Total,data.Sustainable transportation,,10.2
2016,"data.Regina (CMA), Sask.",data.Total,data.Public transit,,5.1
2016,"data.Regina (CMA), Sask.",data.Total,data.Active transportation,,5.1
2016,"data.Saskatoon (CMA), Sask.",data.Total,data.Sustainable transportation,,10.4
2016,"data.Saskatoon (CMA), Sask.",data.Total,data.Public transit,,4.3
2016,"data.Saskatoon (CMA), Sask.",data.Total,data.Active transportation,,6.1
2016,data.Alberta,data.Total,data.Sustainable transportation,48,15.7
2016,data.Alberta,data.Total,data.Public transit,48,10.1
2016,data.Alberta,data.Total,data.Active transportation,48,5.6
2016,"data.Calgary (CMA), Alta.",data.Total,data.Sustainable transportation,,20.6
2016,"data.Calgary (CMA), Alta.",data.Total,data.Public transit,,14.4
2016,"data.Calgary (CMA), Alta.",data.Total,data.Active transportation,,6.2
2016,"data.Edmonton (CMA), Alta.",data.Total,data.Sustainable transportation,,16.0
2016,"data.Edmonton (CMA), Alta.",data.Total,data.Public transit,,11.3
2016,"data.Edmonton (CMA), Alta.",data.Total,data.Active transportation,,4.7
2016,"data.Lethbridge (CMA), Alta.",data.Total,data.Sustainable transportation,,8.3
2016,"data.Lethbridge (CMA), Alta.",data.Total,data.Public transit,,2.9
2016,"data.Lethbridge (CMA), Alta.",data.Total,data.Active transportation,,5.4
2016,data.British Columbia,data.Total,data.Sustainable transportation,59,22.4
2016,data.British Columbia,data.Total,data.Public transit,59,13.1
2016,data.British Columbia,data.Total,data.Active transportation,59,9.3
2016,"data.Abbotsford - Mission (CMA), B.C.",data.Total,data.Sustainable transportation,,6.2
2016,"data.Abbotsford - Mission (CMA), B.C.",data.Total,data.Public transit,,2.5
2016,"data.Abbotsford - Mission (CMA), B.C.",data.Total,data.Active transportation,,3.7
2016,"data.Kelowna (CMA), B.C.",data.Total,data.Sustainable transportation,,11.1
2016,"data.Kelowna (CMA), B.C.",data.Total,data.Public transit,,3.9
2016,"data.Kelowna (CMA), B.C.",data.Total,data.Active transportation,,7.2
2016,"data.Vancouver (CMA), B.C.",data.Total,data.Sustainable transportation,,29.5
2016,"data.Vancouver (CMA), B.C.",data.Total,data.Public transit,,20.4
2016,"data.Vancouver (CMA), B.C.",data.Total,data.Active transportation,,9.1
2016,"data.Victoria (CMA), B.C.",data.Total,data.Sustainable transportation,,27.8
2016,"data.Victoria (CMA), B.C.",data.Total,data.Public transit,,10.9
2016,"data.Victoria (CMA), B.C.",data.Total,data.Active transportation,,16.9
2016,data.Yukon,data.Total,data.Sustainable transportation,60,15.8
2016,data.Yukon,data.Total,data.Public transit,60,3.9
2016,data.Yukon,data.Total,data.Active transportation,60,11.9
2016,data.Northwest Territories,data.Total,data.Sustainable transportation,61,26.7
2016,data.Northwest Territories,data.Total,data.Public transit,61,1.3
2016,data.Northwest Territories,data.Total,data.Active transportation,61,25.4
2016,data.Nunavut,data.Total,data.Sustainable transportation,62,45.1
2016,data.Nunavut,data.Total,data.Public transit,62,0.8
2016,data.Nunavut,data.Total,data.Active transportation,62,44.3
2021,data.Newfoundland and Labrador,data.Total,data.Sustainable transportation,10,7.0
2021,data.Newfoundland and Labrador,data.Total,data.Public transit,10,2.0
2021,data.Newfoundland and Labrador,data.Total,data.Active transportation,10,5.0
2021,data.Newfoundland and Labrador,data.Men+,data.Sustainable transportation,10,6.7
2021,data.Newfoundland and Labrador,data.Men+,data.Public transit,10,2.4
2021,data.Newfoundland and Labrador,data.Men+,data.Active transportation,10,4.3
2021,data.Newfoundland and Labrador,data.Women+,data.Sustainable transportation,10,7.2
2021,data.Newfoundland and Labrador,data.Women+,data.Public transit,10,1.6
2021,data.Newfoundland and Labrador,data.Women+,data.Active transportation,10,5.6
2021,"data.St. John's (CMA), N.L.",data.Total,data.Sustainable transportation,,7.9
2021,"data.St. John's (CMA), N.L.",data.Total,data.Public transit,,3.2
2021,"data.St. John's (CMA), N.L.",data.Total,data.Active transportation,,4.7
2021,"data.St. John's (CMA), N.L.",data.Men+,data.Sustainable transportation,,7.9
2021,"data.St. John's (CMA), N.L.",data.Men+,data.Public transit,,3.3
2021,"data.St. John's (CMA), N.L.",data.Men+,data.Active transportation,,4.6
2021,"data.St. John's (CMA), N.L.",data.Women+,data.Sustainable transportation,,7.8
2021,"data.St. John's (CMA), N.L.",data.Women+,data.Public transit,,3.1
2021,"data.St. John's (CMA), N.L.",data.Women+,data.Active transportation,,4.8
2021,data.Prince Edward Island,data.Total,data.Sustainable transportation,11,5.9
2021,data.Prince Edward Island,data.Total,data.Public transit,11,1.4
2021,data.Prince Edward Island,data.Total,data.Active transportation,11,4.5
2021,data.Prince Edward Island,data.Men+,data.Sustainable transportation,11,5.4
2021,data.Prince Edward Island,data.Men+,data.Public transit,11,1.3
2021,data.Prince Edward Island,data.Men+,data.Active transportation,11,4.1
2021,data.Prince Edward Island,data.Women+,data.Sustainable transportation,11,6.4
2021,data.Prince Edward Island,data.Women+,data.Public transit,11,1.5
2021,data.Prince Edward Island,data.Women+,data.Active transportation,11,4.8
2021,data.Nova Scotia,data.Total,data.Sustainable transportation,12,10.3
2021,data.Nova Scotia,data.Total,data.Public transit,12,4.1
2021,data.Nova Scotia,data.Total,data.Active transportation,12,6.1
2021,data.Nova Scotia,data.Men+,data.Sustainable transportation,12,9.1
2021,data.Nova Scotia,data.Men+,data.Public transit,12,3.5
2021,data.Nova Scotia,data.Men+,data.Active transportation,12,5.7
2021,data.Nova Scotia,data.Women+,data.Sustainable transportation,12,11.5
2021,data.Nova Scotia,data.Women+,data.Public transit,12,4.9
2021,data.Nova Scotia,data.Women+,data.Active transportation,12,6.6
2021,"data.Halifax (CMA), N.S.",data.Total,data.Sustainable transportation,,15.3
2021,"data.Halifax (CMA), N.S.",data.Total,data.Public transit,,7.7
2021,"data.Halifax (CMA), N.S.",data.Total,data.Active transportation,,7.6
2021,"data.Halifax (CMA), N.S.",data.Men+,data.Sustainable transportation,,13.0
2021,"data.Halifax (CMA), N.S.",data.Men+,data.Public transit,,6.1
2021,"data.Halifax (CMA), N.S.",data.Men+,data.Active transportation,,6.9
2021,"data.Halifax (CMA), N.S.",data.Women+,data.Sustainable transportation,,18.0
2021,"data.Halifax (CMA), N.S.",data.Women+,data.Public transit,,9.4
2021,"data.Halifax (CMA), N.S.",data.Women+,data.Active transportation,,8.5
2021,data.New Brunswick,data.Total,data.Sustainable transportation,13,6.1
2021,data.New Brunswick,data.Total,data.Public transit,13,1.5
2021,data.New Brunswick,data.Total,data.Active transportation,13,4.6
2021,data.New Brunswick,data.Men+,data.Sustainable transportation,13,5.7
2021,data.New Brunswick,data.Men+,data.Public transit,13,1.3
2021,data.New Brunswick,data.Men+,data.Active transportation,13,4.4
2021,data.New Brunswick,data.Women+,data.Sustainable transportation,13,6.5
2021,data.New Brunswick,data.Women+,data.Public transit,13,1.7
2021,data.New Brunswick,data.Women+,data.Active transportation,13,4.8
2021,"data.Moncton (CMA), N.B.",data.Total,data.Sustainable transportation,,7.8
2021,"data.Moncton (CMA), N.B.",data.Total,data.Public transit,,2.2
2021,"data.Moncton (CMA), N.B.",data.Total,data.Active transportation,,5.6
2021,"data.Moncton (CMA), N.B.",data.Men+,data.Sustainable transportation,,6.8
2021,"data.Moncton (CMA), N.B.",data.Men+,data.Public transit,,1.7
2021,"data.Moncton (CMA), N.B.",data.Men+,data.Active transportation,,5.1
2021,"data.Moncton (CMA), N.B.",data.Women+,data.Sustainable transportation,,8.9
2021,"data.Moncton (CMA), N.B.",data.Women+,data.Public transit,,2.7
2021,"data.Moncton (CMA), N.B.",data.Women+,data.Active transportation,,6.2
2021,"data.Saint John (CMA), N.B.",data.Total,data.Sustainable transportation,,7.5
2021,"data.Saint John (CMA), N.B.",data.Total,data.Public transit,,2.7
2021,"data.Saint John (CMA), N.B.",data.Total,data.Active transportation,,4.7
2021,"data.Saint John (CMA), N.B.",data.Men+,data.Sustainable transportation,,6.9
2021,"data.Saint John (CMA), N.B.",data.Men+,data.Public transit,,2.5
2021,"data.Saint John (CMA), N.B.",data.Men+,data.Active transportation,,4.5
2021,"data.Saint John (CMA), N.B.",data.Women+,data.Sustainable transportation,,8.0
2021,"data.Saint John (CMA), N.B.",data.Women+,data.Public transit,,3.0
2021,"data.Saint John (CMA), N.B.",data.Women+,data.Active transportation,,5.0
2021,data.Quebec,data.Total,data.Sustainable transportation,24,15.9
2021,data.Quebec,data.Total,data.Public transit,24,9.0
2021,data.Quebec,data.Total,data.Active transportation,24,6.9
2021,data.Quebec,data.Men+,data.Sustainable transportation,24,13.4
2021,data.Quebec,data.Men+,data.Public transit,24,7.1
2021,data.Quebec,data.Men+,data.Active transportation,24,6.2
2021,data.Quebec,data.Women+,data.Sustainable transportation,24,18.6
2021,data.Quebec,data.Women+,data.Public transit,24,11.1
2021,data.Quebec,data.Women+,data.Active transportation,24,7.5
2021,"data.Montréal (CMA), Que.",data.Total,data.Sustainable transportation,,22.8
2021,"data.Montréal (CMA), Que.",data.Total,data.Public transit,,15.3
2021,"data.Montréal (CMA), Que.",data.Total,data.Active transportation,,7.5
2021,"data.Montréal (CMA), Que.",data.Men+,data.Sustainable transportation,,18.9
2021,"data.Montréal (CMA), Que.",data.Men+,data.Public transit,,12.1
2021,"data.Montréal (CMA), Que.",data.Men+,data.Active transportation,,6.7
2021,"data.Montréal (CMA), Que.",data.Women+,data.Sustainable transportation,,27.1
2021,"data.Montréal (CMA), Que.",data.Women+,data.Public transit,,18.7
2021,"data.Montréal (CMA), Que.",data.Women+,data.Active transportation,,8.4
2021,"data.Québec (CMA), Que.",data.Total,data.Sustainable transportation,,14.9
2021,"data.Québec (CMA), Que.",data.Total,data.Public transit,,7.8
2021,"data.Québec (CMA), Que.",data.Total,data.Active transportation,,7.2
2021,"data.Québec (CMA), Que.",data.Men+,data.Sustainable transportation,,12.9
2021,"data.Québec (CMA), Que.",data.Men+,data.Public transit,,6.2
2021,"data.Québec (CMA), Que.",data.Men+,data.Active transportation,,6.7
2021,"data.Québec (CMA), Que.",data.Women+,data.Sustainable transportation,,17.2
2021,"data.Québec (CMA), Que.",data.Women+,data.Public transit,,9.5
2021,"data.Québec (CMA), Que.",data.Women+,data.Active transportation,,7.7
2021,"data.Saguenay (CMA), Que.",data.Total,data.Sustainable transportation,,5.8
2021,"data.Saguenay (CMA), Que.",data.Total,data.Public transit,,1.8
2021,"data.Saguenay (CMA), Que.",data.Total,data.Active transportation,,4.0
2021,"data.Saguenay (CMA), Que.",data.Men+,data.Sustainable transportation,,5.3
2021,"data.Saguenay (CMA), Que.",data.Men+,data.Public transit,,1.7
2021,"data.Saguenay (CMA), Que.",data.Men+,data.Active transportation,,3.6
2021,"data.Saguenay (CMA), Que.",data.Women+,data.Sustainable transportation,,6.4
2021,"data.Saguenay (CMA), Que.",data.Women+,data.Public transit,,2.0
2021,"data.Saguenay (CMA), Que.",data.Women+,data.Active transportation,,4.5
2021,"data.Sherbrooke (CMA), Que.",data.Total,data.Sustainable transportation,,10.0
2021,"data.Sherbrooke (CMA), Que.",data.Total,data.Public transit,,3.9
2021,"data.Sherbrooke (CMA), Que.",data.Total,data.Active transportation,,6.2
2021,"data.Sherbrooke (CMA), Que.",data.Men+,data.Sustainable transportation,,9.6
2021,"data.Sherbrooke (CMA), Que.",data.Men+,data.Public transit,,3.3
2021,"data.Sherbrooke (CMA), Que.",data.Men+,data.Active transportation,,6.3
2021,"data.Sherbrooke (CMA), Que.",data.Women+,data.Sustainable transportation,,10.5
2021,"data.Sherbrooke (CMA), Que.",data.Women+,data.Public transit,,4.5
2021,"data.Sherbrooke (CMA), Que.",data.Women+,data.Active transportation,,6.0
2021,"data.Trois-Rivières (CMA), Que.",data.Total,data.Sustainable transportation,,7.4
2021,"data.Trois-Rivières (CMA), Que.",data.Total,data.Public transit,,2.1
2021,"data.Trois-Rivières (CMA), Que.",data.Total,data.Active transportation,,5.4
2021,"data.Trois-Rivières (CMA), Que.",data.Men+,data.Sustainable transportation,,6.9
2021,"data.Trois-Rivières (CMA), Que.",data.Men+,data.Public transit,,1.5
2021,"data.Trois-Rivières (CMA), Que.",data.Men+,data.Active transportation,,5.4
2021,"data.Trois-Rivières (CMA), Que.",data.Women+,data.Sustainable transportation,,8.0
2021,"data.Trois-Rivières (CMA), Que.",data.Women+,data.Public transit,,2.7
2021,"data.Trois-Rivières (CMA), Que.",data.Women+,data.Active transportation,,5.3
2021,data.Ontario,data.Total,data.Sustainable transportation,35,14.0
2021,data.Ontario,data.Total,data.Public transit,35,8.6
2021,data.Ontario,data.Total,data.Active transportation,35,5.4
2021,data.Ontario,data.Men+,data.Sustainable transportation,35,11.4
2021,data.Ontario,data.Men+,data.Public transit,35,6.6
2021,data.Ontario,data.Men+,data.Active transportation,35,4.8
2021,data.Ontario,data.Women+,data.Sustainable transportation,35,17.3
2021,data.Ontario,data.Women+,data.Public transit,35,11.1
2021,data.Ontario,data.Women+,data.Active transportation,35,6.2
2021,"data.Barrie (CMA), Ont.",data.Total,data.Sustainable transportation,,6.2
2021,"data.Barrie (CMA), Ont.",data.Total,data.Public transit,,2.8
2021,"data.Barrie (CMA), Ont.",data.Total,data.Active transportation,,3.4
2021,"data.Barrie (CMA), Ont.",data.Men+,data.Sustainable transportation,,5.3
2021,"data.Barrie (CMA), Ont.",data.Men+,data.Public transit,,2.3
2021,"data.Barrie (CMA), Ont.",data.Men+,data.Active transportation,,3.0
2021,"data.Barrie (CMA), Ont.",data.Women+,data.Sustainable transportation,,7.4
2021,"data.Barrie (CMA), Ont.",data.Women+,data.Public transit,,3.5
2021,"data.Barrie (CMA), Ont.",data.Women+,data.Active transportation,,3.9
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Total,data.Sustainable transportation,,6.7
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Total,data.Public transit,,1.8
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Total,data.Active transportation,,4.9
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Men+,data.Sustainable transportation,,6.0
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Men+,data.Public transit,,1.2
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Men+,data.Active transportation,,4.8
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Women+,data.Sustainable transportation,,7.6
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Women+,data.Public transit,,2.5
2021,"data.Belleville - Quinte West (CMA), Ont.",data.Women+,data.Active transportation,,5.0
2021,"data.Brantford (CMA), Ont.",data.Total,data.Sustainable transportation,,6.1
2021,"data.Brantford (CMA), Ont.",data.Total,data.Public transit,,2.3
2021,"data.Brantford (CMA), Ont.",data.Total,data.Active transportation,,3.8
2021,"data.Brantford (CMA), Ont.",data.Men+,data.Sustainable transportation,,5.1
2021,"data.Brantford (CMA), Ont.",data.Men+,data.Public transit,,1.8
2021,"data.Brantford (CMA), Ont.",data.Men+,data.Active transportation,,3.4
2021,"data.Brantford (CMA), Ont.",data.Women+,data.Sustainable transportation,,7.3
2021,"data.Brantford (CMA), Ont.",data.Women+,data.Public transit,,3.0
2021,"data.Brantford (CMA), Ont.",data.Women+,data.Active transportation,,4.3
2021,"data.Greater Sudbury (CMA), Ont.",data.Total,data.Sustainable transportation,,7.9
2021,"data.Greater Sudbury (CMA), Ont.",data.Total,data.Public transit,,4.0
2021,"data.Greater Sudbury (CMA), Ont.",data.Total,data.Active transportation,,3.9
2021,"data.Greater Sudbury (CMA), Ont.",data.Men+,data.Sustainable transportation,,6.7
2021,"data.Greater Sudbury (CMA), Ont.",data.Men+,data.Public transit,,3.2
2021,"data.Greater Sudbury (CMA), Ont.",data.Men+,data.Active transportation,,3.5
2021,"data.Greater Sudbury (CMA), Ont.",data.Women+,data.Sustainable transportation,,9.5
2021,"data.Greater Sudbury (CMA), Ont.",data.Women+,data.Public transit,,5.1
2021,"data.Greater Sudbury (CMA), Ont.",data.Women+,data.Active transportation,,4.3
2021,"data.Guelph (CMA), Ont.",data.Total,data.Sustainable transportation,,9.8
2021,"data.Guelph (CMA), Ont.",data.Total,data.Public transit,,4.0
2021,"data.Guelph (CMA), Ont.",data.Total,data.Active transportation,,5.8
2021,"data.Guelph (CMA), Ont.",data.Men+,data.Sustainable transportation,,9.2
2021,"data.Guelph (CMA), Ont.",data.Men+,data.Public transit,,3.6
2021,"data.Guelph (CMA), Ont.",data.Men+,data.Active transportation,,5.5
2021,"data.Guelph (CMA), Ont.",data.Women+,data.Sustainable transportation,,10.7
2021,"data.Guelph (CMA), Ont.",data.Women+,data.Public transit,,4.5
2021,"data.Guelph (CMA), Ont.",data.Women+,data.Active transportation,,6.2
2021,"data.Hamilton (CMA), Ont.",data.Total,data.Sustainable transportation,,11.4
2021,"data.Hamilton (CMA), Ont.",data.Total,data.Public transit,,6.5
2021,"data.Hamilton (CMA), Ont.",data.Total,data.Active transportation,,5.0
2021,"data.Hamilton (CMA), Ont.",data.Men+,data.Sustainable transportation,,9.2
2021,"data.Hamilton (CMA), Ont.",data.Men+,data.Public transit,,5.0
2021,"data.Hamilton (CMA), Ont.",data.Men+,data.Active transportation,,4.3
2021,"data.Hamilton (CMA), Ont.",data.Women+,data.Sustainable transportation,,14.1
2021,"data.Hamilton (CMA), Ont.",data.Women+,data.Public transit,,8.2
2021,"data.Hamilton (CMA), Ont.",data.Women+,data.Active transportation,,5.8
2021,"data.Kingston (CMA), Ont.",data.Total,data.Sustainable transportation,,13.2
2021,"data.Kingston (CMA), Ont.",data.Total,data.Public transit,,4.9
2021,"data.Kingston (CMA), Ont.",data.Total,data.Active transportation,,8.3
2021,"data.Kingston (CMA), Ont.",data.Men+,data.Sustainable transportation,,11.5
2021,"data.Kingston (CMA), Ont.",data.Men+,data.Public transit,,3.8
2021,"data.Kingston (CMA), Ont.",data.Men+,data.Active transportation,,7.7
2021,"data.Kingston (CMA), Ont.",data.Women+,data.Sustainable transportation,,15.1
2021,"data.Kingston (CMA), Ont.",data.Women+,data.Public transit,,6.1
2021,"data.Kingston (CMA), Ont.",data.Women+,data.Active transportation,,8.9
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Total,data.Sustainable transportation,,8.9
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Total,data.Public transit,,4.6
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Total,data.Active transportation,,4.2
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Men+,data.Sustainable transportation,,7.6
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Men+,data.Public transit,,3.7
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Men+,data.Active transportation,,3.8
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Women+,data.Sustainable transportation,,10.6
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Women+,data.Public transit,,5.8
