Year,Geography,Age group,Sex,Household income,Highest level of education,Visible minority,Immigration status,GeoCode,Value
2015,Prince Edward Island,50 to 64 years,Males,,,,,11,42.7
2015,Prince Edward Island,50 to 64 years,Females,,,,,11,60.8
2015,Prince Edward Island,65 years and over,Both sexes,,,,,11,51.8
2015,Prince Edward Island,65 years and over,Males,,,,,11,46.0
2015,Prince Edward Island,65 years and over,Females,,,,,11,56.9
2015,Nova Scotia,"Total, 18 years and over",Both sexes,,,,,12,57.9
2015,Nova Scotia,"Total, 18 years and over",Males,,,,,12,54.9
2015,Nova Scotia,"Total, 18 years and over",Females,,,,,12,60.7
2015,Nova Scotia,18 to 34 years,Both sexes,,,,,12,66.4
2015,Nova Scotia,18 to 34 years,Males,,,,,12,63.3
2015,Nova Scotia,18 to 34 years,Females,,,,,12,69.4
2015,Nova Scotia,35 to 49 years,Both sexes,,,,,12,64.3
2015,Nova Scotia,35 to 49 years,Males,,,,,12,66.1
2015,Nova Scotia,35 to 49 years,Females,,,,,12,62.5
2015,Nova Scotia,50 to 64 years,Both sexes,,,,,12,53.9
2015,Nova Scotia,50 to 64 years,Males,,,,,12,45.2
2015,Nova Scotia,50 to 64 years,Females,,,,,12,62.1
2015,Nova Scotia,65 years and over,Both sexes,,,,,12,46.9
2015,Nova Scotia,65 years and over,Males,,,,,12,45.4
2015,Nova Scotia,65 years and over,Females,,,,,12,48.2
2015,New Brunswick,"Total, 18 years and over",Both sexes,,,,,13,53.5
2015,New Brunswick,"Total, 18 years and over",Males,,,,,13,55.1
2015,New Brunswick,"Total, 18 years and over",Females,,,,,13,52.0
2015,New Brunswick,18 to 34 years,Both sexes,,,,,13,65.9
2015,New Brunswick,18 to 34 years,Males,,,,,13,74.1
2015,New Brunswick,18 to 34 years,Females,,,,,13,57.4
2015,New Brunswick,35 to 49 years,Both sexes,,,,,13,61.9
2015,New Brunswick,35 to 49 years,Males,,,,,13,61.3
2015,New Brunswick,35 to 49 years,Females,,,,,13,62.5
2015,New Brunswick,50 to 64 years,Both sexes,,,,,13,45.7
2015,New Brunswick,50 to 64 years,Males,,,,,13,41.1
2015,New Brunswick,50 to 64 years,Females,,,,,13,50.0
2015,New Brunswick,65 years and over,Both sexes,,,,,13,41.5
2015,New Brunswick,65 years and over,Males,,,,,13,45.1
2015,New Brunswick,65 years and over,Females,,,,,13,38.4
2015,Quebec,"Total, 18 years and over",Both sexes,,,,,24,62.3
2015,Quebec,"Total, 18 years and over",Males,,,,,24,64.8
2015,Quebec,"Total, 18 years and over",Females,,,,,24,59.9
2015,Quebec,18 to 34 years,Both sexes,,,,,24,70.9
2015,Quebec,18 to 34 years,Males,,,,,24,70.8
2015,Quebec,18 to 34 years,Females,,,,,24,71.0
2015,Quebec,35 to 49 years,Both sexes,,,,,24,67.6
2015,Quebec,35 to 49 years,Males,,,,,24,70.3
2015,Quebec,35 to 49 years,Females,,,,,24,64.7
2015,Quebec,50 to 64 years,Both sexes,,,,,24,61.1
2015,Quebec,50 to 64 years,Males,,,,,24,62.9
2015,Quebec,50 to 64 years,Females,,,,,24,59.3
2015,Quebec,65 years and over,Both sexes,,,,,24,46.7
2015,Quebec,65 years and over,Males,,,,,24,51.8
2015,Quebec,65 years and over,Females,,,,,24,42.5
2015,Ontario,"Total, 18 years and over",Both sexes,,,,,35,60.5
2015,Ontario,"Total, 18 years and over",Males,,,,,35,62.3
2015,Ontario,"Total, 18 years and over",Females,,,,,35,58.8
2015,Ontario,18 to 34 years,Both sexes,,,,,35,71.8
2015,Ontario,18 to 34 years,Males,,,,,35,73.2
2015,Ontario,18 to 34 years,Females,,,,,35,70.4
2015,Ontario,35 to 49 years,Both sexes,,,,,35,62.9
2015,Ontario,35 to 49 years,Males,,,,,35,66.3
2015,Ontario,35 to 49 years,Females,,,,,35,59.7
2015,Ontario,50 to 64 years,Both sexes,,,,,35,55.5
2015,Ontario,50 to 64 years,Males,,,,,35,56.4
2015,Ontario,50 to 64 years,Females,,,,,35,54.5
2015,Ontario,65 years and over,Both sexes,,,,,35,47.3
2015,Ontario,65 years and over,Males,,,,,35,47.5
2015,Ontario,65 years and over,Females,,,,,35,47.2
2015,Manitoba,"Total, 18 years and over",Both sexes,,,,,46,59.1
2015,Manitoba,"Total, 18 years and over",Males,,,,,46,55.3
2015,Manitoba,"Total, 18 years and over",Females,,,,,46,62.8
2015,Manitoba,18 to 34 years,Both sexes,,,,,46,70.2
2015,Manitoba,18 to 34 years,Males,,,,,46,60.8
2015,Manitoba,18 to 34 years,Females,,,,,46,79.8
2015,Manitoba,35 to 49 years,Both sexes,,,,,46,63.6
2015,Manitoba,35 to 49 years,Males,,,,,46,61.4
2015,Manitoba,35 to 49 years,Females,,,,,46,65.6
2015,Manitoba,50 to 64 years,Both sexes,,,,,46,55.8
2015,Manitoba,50 to 64 years,Males,,,,,46,57.1
2015,Manitoba,50 to 64 years,Females,,,,,46,54.5
2015,Manitoba,65 years and over,Both sexes,,,,,46,39.9
2015,Manitoba,65 years and over,Males,,,,,46,33.8
2015,Manitoba,65 years and over,Females,,,,,46,45.0
2015,Saskatchewan,"Total, 18 years and over",Both sexes,,,,,47,58.1
2015,Saskatchewan,"Total, 18 years and over",Males,,,,,47,58.0
2015,Saskatchewan,"Total, 18 years and over",Females,,,,,47,58.1
2015,Saskatchewan,18 to 34 years,Both sexes,,,,,47,73.8
2015,Saskatchewan,18 to 34 years,Males,,,,,47,73.9
2015,Saskatchewan,18 to 34 years,Females,,,,,47,73.7
2015,Saskatchewan,35 to 49 years,Both sexes,,,,,47,56.7
2015,Saskatchewan,35 to 49 years,Males,,,,,47,56.2
2015,Saskatchewan,35 to 49 years,Females,,,,,47,57.3
2015,Saskatchewan,50 to 64 years,Both sexes,,,,,47,56.4
2015,Saskatchewan,50 to 64 years,Males,,,,,47,56.2
2015,Saskatchewan,50 to 64 years,Females,,,,,47,56.5
2015,Saskatchewan,65 years and over,Both sexes,,,,,47,35.3
2015,Saskatchewan,65 years and over,Males,,,,,47,33.2
2015,Saskatchewan,65 years and over,Females,,,,,47,37.1
2015,Alberta,"Total, 18 years and over",Both sexes,,,,,48,65.9
2015,Alberta,"Total, 18 years and over",Males,,,,,48,65.9
2015,Alberta,"Total, 18 years and over",Females,,,,,48,65.9
2015,Alberta,18 to 34 years,Both sexes,,,,,48,71.6
2015,Alberta,18 to 34 years,Males,,,,,48,72.9
2015,Alberta,18 to 34 years,Females,,,,,48,70.3
2015,Alberta,35 to 49 years,Both sexes,,,,,48,68.6
2015,Alberta,35 to 49 years,Males,,,,,48,64.8
2015,Alberta,35 to 49 years,Females,,,,,48,72.7
2015,Alberta,50 to 64 years,Both sexes,,,,,48,63.4
2015,Alberta,50 to 64 years,Males,,,,,48,62.5
2015,Alberta,50 to 64 years,Females,,,,,48,64.4
2015,Alberta,65 years and over,Both sexes,,,,,48,51.7
2015,Alberta,65 years and over,Males,,,,,48,56.6
2015,Alberta,65 years and over,Females,,,,,48,47.4
2015,British Columbia,"Total, 18 years and over",Both sexes,,,,,59,59.7
2015,British Columbia,"Total, 18 years and over",Males,,,,,59,59.4
2015,British Columbia,"Total, 18 years and over",Females,,,,,59,60.0
2015,British Columbia,18 to 34 years,Both sexes,,,,,59,69.1
2015,British Columbia,18 to 34 years,Males,,,,,59,69.3
2015,British Columbia,18 to 34 years,Females,,,,,59,68.9
2015,British Columbia,35 to 49 years,Both sexes,,,,,59,61.1
2015,British Columbia,35 to 49 years,Males,,,,,59,60.3
2015,British Columbia,35 to 49 years,Females,,,,,59,61.8
2015,British Columbia,50 to 64 years,Both sexes,,,,,59,57.3
2015,British Columbia,50 to 64 years,Males,,,,,59,56.1
2015,British Columbia,50 to 64 years,Females,,,,,59,58.4
2015,British Columbia,65 years and over,Both sexes,,,,,59,48.3
2015,British Columbia,65 years and over,Males,,,,,59,48.1
2015,British Columbia,65 years and over,Females,,,,,59,48.5
2016,Canada,"Total, 18 years and over",Males,,,,,,60.7
2016,Canada,"Total, 18 years and over",Females,,,,,,59.2
2016,Canada,18 to 34 years,Both sexes,,,,,,69.2
2016,Canada,18 to 34 years,Males,,,,,,69.8
2016,Canada,18 to 34 years,Females,,,,,,68.5
2016,Canada,35 to 49 years,Both sexes,,,,,,65.1
2016,Canada,35 to 49 years,Males,,,,,,66.5
2016,Canada,35 to 49 years,Females,,,,,,63.7
2016,Canada,50 to 64 years,Both sexes,,,,,,56.0
2016,Canada,50 to 64 years,Males,,,,,,55.9
2016,Canada,50 to 64 years,Females,,,,,,56.0
2016,Canada,65 years and over,Both sexes,,,,,,45.8
2016,Canada,65 years and over,Males,,,,,,45.8
2016,Canada,65 years and over,Females,,,,,,45.8
2016,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,,,,,10,63.9
2016,Newfoundland and Labrador,"Total, 18 years and over",Males,,,,,10,60.8
2016,Newfoundland and Labrador,"Total, 18 years and over",Females,,,,,10,66.9
2016,Newfoundland and Labrador,18 to 34 years,Both sexes,,,,,10,72.5
2016,Newfoundland and Labrador,18 to 34 years,Males,,,,,10,76.2
2016,Newfoundland and Labrador,18 to 34 years,Females,,,,,10,68.8
2016,Newfoundland and Labrador,35 to 49 years,Both sexes,,,,,10,71.8
2016,Newfoundland and Labrador,35 to 49 years,Males,,,,,10,62.3
2016,Newfoundland and Labrador,35 to 49 years,Females,,,,,10,80.7
2016,Newfoundland and Labrador,50 to 64 years,Both sexes,,,,,10,61.8
2016,Newfoundland and Labrador,50 to 64 years,Males,,,,,10,54.7
2016,Newfoundland and Labrador,50 to 64 years,Females,,,,,10,68.9
2016,Newfoundland and Labrador,65 years and over,Both sexes,,,,,10,49.1
2016,Newfoundland and Labrador,65 years and over,Males,,,,,10,50.0
2016,Newfoundland and Labrador,65 years and over,Females,,,,,10,48.3
2016,Prince Edward Island,"Total, 18 years and over",Both sexes,,,,,11,59.4
2016,Prince Edward Island,"Total, 18 years and over",Males,,,,,11,55.0
2016,Prince Edward Island,"Total, 18 years and over",Females,,,,,11,63.5
2016,Prince Edward Island,18 to 34 years,Both sexes,,,,,11,60.4
2016,Prince Edward Island,18 to 34 years,Males,,,,,11,61.2
2016,Prince Edward Island,18 to 34 years,Females,,,,,11,59.6
2016,Prince Edward Island,35 to 49 years,Both sexes,,,,,11,64.6
2016,Prince Edward Island,35 to 49 years,Males,,,,,11,58.2
2016,Prince Edward Island,35 to 49 years,Females,,,,,11,70.6
2016,Prince Edward Island,50 to 64 years,Both sexes,,,,,11,54.0
2016,Prince Edward Island,50 to 64 years,Males,,,,,11,50.5
2016,Prince Edward Island,50 to 64 years,Females,,,,,11,57.3
2016,Prince Edward Island,65 years and over,Both sexes,,,,,11,59.6
2016,Prince Edward Island,65 years and over,Males,,,,,11,50.0
2016,Prince Edward Island,65 years and over,Females,,,,,11,68.0
2016,Nova Scotia,"Total, 18 years and over",Both sexes,,,,,12,58.1
2016,Nova Scotia,"Total, 18 years and over",Males,,,,,12,55.6
2016,Nova Scotia,"Total, 18 years and over",Females,,,,,12,60.4
2016,Nova Scotia,18 to 34 years,Both sexes,,,,,12,65.2
2016,Nova Scotia,18 to 34 years,Males,,,,,12,64.9
2016,Nova Scotia,18 to 34 years,Females,,,,,12,65.6
2016,Nova Scotia,35 to 49 years,Both sexes,,,,,12,67.1
2016,Nova Scotia,35 to 49 years,Males,,,,,12,63.7
2016,Nova Scotia,35 to 49 years,Females,,,,,12,70.2
2016,Nova Scotia,50 to 64 years,Both sexes,,,,,12,54.5
2016,Nova Scotia,50 to 64 years,Males,,,,,12,52.3
2016,Nova Scotia,50 to 64 years,Females,,,,,12,56.6
2016,Nova Scotia,65 years and over,Both sexes,,,,,12,45.8
2016,Nova Scotia,65 years and over,Males,,,,,12,40.5
2016,Nova Scotia,65 years and over,Females,,,,,12,50.3
2016,New Brunswick,"Total, 18 years and over",Both sexes,,,,,13,56.7
2016,New Brunswick,"Total, 18 years and over",Males,,,,,13,54.7
2016,New Brunswick,"Total, 18 years and over",Females,,,,,13,58.6
2016,New Brunswick,18 to 34 years,Both sexes,,,,,13,61.8
2016,New Brunswick,18 to 34 years,Males,,,,,13,57.5
2016,New Brunswick,18 to 34 years,Females,,,,,13,66.1
2016,New Brunswick,35 to 49 years,Both sexes,,,,,13,65.5
2016,New Brunswick,35 to 49 years,Males,,,,,13,58.7
2016,New Brunswick,35 to 49 years,Females,,,,,13,71.9
2016,New Brunswick,50 to 64 years,Both sexes,,,,,13,58.0
2016,New Brunswick,50 to 64 years,Males,,,,,13,60.6
2016,New Brunswick,50 to 64 years,Females,,,,,13,55.4
2016,New Brunswick,65 years and over,Both sexes,,,,,13,41.2
2016,New Brunswick,65 years and over,Males,,,,,13,39.8
2016,New Brunswick,65 years and over,Females,,,,,13,42.5
2016,Quebec,"Total, 18 years and over",Both sexes,,,,,24,61.3
2016,Quebec,"Total, 18 years and over",Males,,,,,24,63.1
2016,Quebec,"Total, 18 years and over",Females,,,,,24,59.5
2016,Quebec,18 to 34 years,Both sexes,,,,,24,70.5
2016,Quebec,18 to 34 years,Males,,,,,24,70.7
2016,Quebec,18 to 34 years,Females,,,,,24,70.3
2016,Quebec,35 to 49 years,Both sexes,,,,,24,65.1
2016,Quebec,35 to 49 years,Males,,,,,24,67.9
2016,Quebec,35 to 49 years,Females,,,,,24,62.2
2016,Quebec,50 to 64 years,Both sexes,,,,,24,59.6
2016,Quebec,50 to 64 years,Males,,,,,24,61.5
2016,Quebec,50 to 64 years,Females,,,,,24,57.6
2016,Quebec,65 years and over,Both sexes,,,,,24,47.7
2016,Quebec,65 years and over,Males,,,,,24,49.0
2016,Quebec,65 years and over,Females,,,,,24,46.7
2016,Ontario,"Total, 18 years and over",Both sexes,,,,,35,59.5
2016,Ontario,"Total, 18 years and over",Males,,,,,35,60.2
2016,Ontario,"Total, 18 years and over",Females,,,,,35,58.9
2016,Ontario,18 to 34 years,Both sexes,,,,,35,68.7
2016,Ontario,18 to 34 years,Males,,,,,35,69.1
2016,Ontario,18 to 34 years,Females,,,,,35,68.3
2016,Ontario,35 to 49 years,Both sexes,,,,,35,64.8
2016,Ontario,35 to 49 years,Males,,,,,35,67.3
2016,Ontario,35 to 49 years,Females,,,,,35,62.5
2016,Ontario,50 to 64 years,Both sexes,,,,,35,54.7
2016,Ontario,50 to 64 years,Males,,,,,35,53.4
2016,Ontario,50 to 64 years,Females,,,,,35,56.0
2016,Ontario,65 years and over,Both sexes,,,,,35,45.9
2016,Ontario,65 years and over,Males,,,,,35,46.2
2016,Ontario,65 years and over,Females,,,,,35,45.6
2016,Manitoba,"Total, 18 years and over",Both sexes,,,,,46,58.3
2016,Manitoba,"Total, 18 years and over",Males,,,,,46,58.1
2016,Manitoba,"Total, 18 years and over",Females,,,,,46,58.5
2016,Manitoba,18 to 34 years,Both sexes,,,,,46,69.2
2016,Manitoba,18 to 34 years,Males,,,,,46,69.4
2016,Manitoba,18 to 34 years,Females,,,,,46,69.0
2016,Manitoba,35 to 49 years,Both sexes,,,,,46,66.5
2016,Manitoba,35 to 49 years,Males,,,,,46,65.6
2016,Manitoba,35 to 49 years,Females,,,,,46,67.3
2016,Manitoba,50 to 64 years,Both sexes,,,,,46,49.1
2016,Manitoba,50 to 64 years,Males,,,,,46,48.2
2016,Manitoba,50 to 64 years,Females,,,,,46,50.1
2016,Manitoba,65 years and over,Both sexes,,,,,46,42.7
2016,Manitoba,65 years and over,Males,,,,,46,42.4
2016,Manitoba,65 years and over,Females,,,,,46,43.0
2016,Saskatchewan,"Total, 18 years and over",Both sexes,,,,,47,59.4
2016,Saskatchewan,"Total, 18 years and over",Males,,,,,47,60.0
2016,Saskatchewan,"Total, 18 years and over",Females,,,,,47,58.7
2016,Saskatchewan,18 to 34 years,Both sexes,,,,,47,68.7
2016,Saskatchewan,18 to 34 years,Males,,,,,47,70.7
2016,Saskatchewan,18 to 34 years,Females,,,,,47,66.5
2016,Saskatchewan,35 to 49 years,Both sexes,,,,,47,62.7
2016,Saskatchewan,35 to 49 years,Males,,,,,47,60.8
2016,Saskatchewan,35 to 49 years,Females,,,,,47,64.6
2016,Saskatchewan,50 to 64 years,Both sexes,,,,,47,56.3
2016,Saskatchewan,50 to 64 years,Males,,,,,47,55.2
2016,Saskatchewan,50 to 64 years,Females,,,,,47,57.3
2016,Saskatchewan,65 years and over,Both sexes,,,,,47,43.8
2016,Saskatchewan,65 years and over,Males,,,,,47,46.2
2016,Saskatchewan,65 years and over,Females,,,,,47,41.8
2016,Alberta,"Total, 18 years and over",Both sexes,,,,,48,62.7
2016,Alberta,"Total, 18 years and over",Males,,,,,48,63.5
2016,Alberta,"Total, 18 years and over",Females,,,,,48,61.8
2016,Alberta,18 to 34 years,Both sexes,,,,,48,69.6
2016,Alberta,18 to 34 years,Males,,,,,48,72.4
2016,Alberta,18 to 34 years,Females,,,,,48,66.7
2016,Alberta,35 to 49 years,Both sexes,,,,,48,66.8
2016,Alberta,35 to 49 years,Males,,,,,48,67.0
2016,Alberta,35 to 49 years,Females,,,,,48,66.5
2016,Alberta,50 to 64 years,Both sexes,,,,,48,58.4
2016,Alberta,50 to 64 years,Males,,,,,48,58.4
2016,Alberta,50 to 64 years,Females,,,,,48,58.3
2016,Alberta,65 years and over,Both sexes,,,,,48,46.4
2016,Alberta,65 years and over,Males,,,,,48,43.6
2016,Alberta,65 years and over,Females,,,,,48,48.9
2016,British Columbia,"Total, 18 years and over",Both sexes,,,,,59,57.8
2016,British Columbia,"Total, 18 years and over",Males,,,,,59,58.8
2016,British Columbia,"Total, 18 years and over",Females,,,,,59,56.8
2016,British Columbia,18 to 34 years,Both sexes,,,,,59,69.7
2016,British Columbia,18 to 34 years,Males,,,,,59,70.0
2016,British Columbia,18 to 34 years,Females,,,,,59,69.4
2016,British Columbia,35 to 49 years,Both sexes,,,,,59,63.2
2016,British Columbia,35 to 49 years,Males,,,,,59,64.8
2016,British Columbia,35 to 49 years,Females,,,,,59,61.6
2016,British Columbia,50 to 64 years,Both sexes,,,,,59,52.3
2016,British Columbia,50 to 64 years,Males,,,,,59,53.5
2016,British Columbia,50 to 64 years,Females,,,,,59,51.1
2016,British Columbia,65 years and over,Both sexes,,,,,59,42.8
2016,British Columbia,65 years and over,Males,,,,,59,42.7
2016,British Columbia,65 years and over,Females,,,,,59,42.8
2017,Canada,"Total, 18 years and over",Males,,,,,,59.8
2017,Canada,"Total, 18 years and over",Females,,,,,,60.0
2017,Canada,18 to 34 years,Both sexes,,,,,,70.9
2017,Canada,18 to 34 years,Males,,,,,,72.2
2017,Canada,18 to 34 years,Females,,,,,,69.6
2017,Canada,35 to 49 years,Both sexes,,,,,,64.1
2017,Canada,35 to 49 years,Males,,,,,,63.1
2017,Canada,35 to 49 years,Females,,,,,,65.2
2017,Canada,50 to 64 years,Both sexes,,,,,,54.2
2017,Canada,50 to 64 years,Males,,,,,,53.2
2017,Canada,50 to 64 years,Females,,,,,,55.2
2017,Canada,65 years and over,Both sexes,,,,,,46.8
2017,Canada,65 years and over,Males,,,,,,45.8
2017,Canada,65 years and over,Females,,,,,,47.6
2017,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,,,,,10,61.6
2017,Newfoundland and Labrador,"Total, 18 years and over",Males,,,,,10,58.6
2017,Newfoundland and Labrador,"Total, 18 years and over",Females,,,,,10,64.5
2017,Newfoundland and Labrador,18 to 34 years,Both sexes,,,,,10,67.2
2017,Newfoundland and Labrador,18 to 34 years,Males,,,,,10,63.3
2017,Newfoundland and Labrador,18 to 34 years,Females,,,,,10,71.4
2017,Newfoundland and Labrador,35 to 49 years,Both sexes,,,,,10,69.2
2017,Newfoundland and Labrador,35 to 49 years,Males,,,,,10,69.8
2017,Newfoundland and Labrador,35 to 49 years,Females,,,,,10,68.6
2017,Newfoundland and Labrador,50 to 64 years,Both sexes,,,,,10,56.2
2017,Newfoundland and Labrador,50 to 64 years,Males,,,,,10,54.1
2017,Newfoundland and Labrador,50 to 64 years,Females,,,,,10,58.2
2017,Newfoundland and Labrador,65 years and over,Both sexes,,,,,10,55.0
2017,Newfoundland and Labrador,65 years and over,Males,,,,,10,47.8
2017,Newfoundland and Labrador,65 years and over,Females,,,,,10,61.5
2017,Prince Edward Island,"Total, 18 years and over",Both sexes,,,,,11,61.3
2017,Prince Edward Island,"Total, 18 years and over",Males,,,,,11,60.2
2017,Prince Edward Island,"Total, 18 years and over",Females,,,,,11,62.4
2017,Prince Edward Island,18 to 34 years,Both sexes,,,,,11,64.7
2017,Prince Edward Island,18 to 34 years,Males,,,,,11,65.7
2017,Prince Edward Island,18 to 34 years,Females,,,,,11,63.8
2017,Prince Edward Island,35 to 49 years,Both sexes,,,,,11,74.0
2017,Prince Edward Island,35 to 49 years,Males,,,,,11,69.0
2017,Prince Edward Island,35 to 49 years,Females,,,,,11,78.8
2017,Prince Edward Island,50 to 64 years,Both sexes,,,,,11,56.5
2017,Prince Edward Island,50 to 64 years,Males,,,,,11,55.7
2017,Prince Edward Island,50 to 64 years,Females,,,,,11,57.3
2017,Prince Edward Island,65 years and over,Both sexes,,,,,11,50.3
2017,Prince Edward Island,65 years and over,Males,,,,,11,49.9
2017,Prince Edward Island,65 years and over,Females,,,,,11,50.7
2017,Nova Scotia,"Total, 18 years and over",Both sexes,,,,,12,59.3
2017,Nova Scotia,"Total, 18 years and over",Males,,,,,12,56.8
2017,Nova Scotia,"Total, 18 years and over",Females,,,,,12,61.7
2017,Nova Scotia,18 to 34 years,Both sexes,,,,,12,72.6
2017,Nova Scotia,18 to 34 years,Males,,,,,12,72.5
2017,Nova Scotia,18 to 34 years,Females,,,,,12,72.7
2017,Nova Scotia,35 to 49 years,Both sexes,,,,,12,64.1
2017,Nova Scotia,35 to 49 years,Males,,,,,12,63.5
2017,Nova Scotia,35 to 49 years,Females,,,,,12,64.7
2017,Nova Scotia,50 to 64 years,Both sexes,,,,,12,54.2
2017,Nova Scotia,50 to 64 years,Males,,,,,12,48.0
2017,Nova Scotia,50 to 64 years,Females,,,,,12,60.1
2017,Nova Scotia,65 years and over,Both sexes,,,,,12,46.8
2017,Nova Scotia,65 years and over,Males,,,,,12,43.2
2017,Nova Scotia,65 years and over,Females,,,,,12,49.9
2017,New Brunswick,"Total, 18 years and over",Both sexes,,,,,13,55.1
2017,New Brunswick,"Total, 18 years and over",Males,,,,,13,53.6
2017,New Brunswick,"Total, 18 years and over",Females,,,,,13,56.6
2017,New Brunswick,18 to 34 years,Both sexes,,,,,13,69.9
2017,New Brunswick,18 to 34 years,Males,,,,,13,68.8
2017,New Brunswick,18 to 34 years,Females,,,,,13,71.1
2017,New Brunswick,35 to 49 years,Both sexes,,,,,13,60.1
2017,New Brunswick,35 to 49 years,Males,,,,,13,62.2
2017,New Brunswick,35 to 49 years,Females,,,,,13,58.1
2017,New Brunswick,50 to 64 years,Both sexes,,,,,13,45.6
2017,New Brunswick,50 to 64 years,Males,,,,,13,41.6
2017,New Brunswick,50 to 64 years,Females,,,,,13,49.4
2017,New Brunswick,65 years and over,Both sexes,,,,,13,47.5
2017,New Brunswick,65 years and over,Males,,,,,13,44.2
2017,New Brunswick,65 years and over,Females,,,,,13,50.4
2017,Quebec,"Total, 18 years and over",Both sexes,,,,,24,60.9
2017,Quebec,"Total, 18 years and over",Males,,,,,24,60.8
2017,Quebec,"Total, 18 years and over",Females,,,,,24,61.0
2017,Quebec,18 to 34 years,Both sexes,,,,,24,70.9
2017,Quebec,18 to 34 years,Males,,,,,24,71.2
2017,Quebec,18 to 34 years,Females,,,,,24,70.7
2017,Quebec,35 to 49 years,Both sexes,,,,,24,66.0
2017,Quebec,35 to 49 years,Males,,,,,24,65.0
2017,Quebec,35 to 49 years,Females,,,,,24,67.0
2017,Quebec,50 to 64 years,Both sexes,,,,,24,57.5
2017,Quebec,50 to 64 years,Males,,,,,24,56.6
2017,Quebec,50 to 64 years,Females,,,,,24,58.4
2017,Quebec,65 years and over,Both sexes,,,,,24,47.5
2017,Quebec,65 years and over,Males,,,,,24,48.0
2017,Quebec,65 years and over,Females,,,,,24,47.1
2017,Ontario,"Total, 18 years and over",Both sexes,,,,,35,59.4
2017,Ontario,"Total, 18 years and over",Males,,,,,35,59.7
2017,Ontario,"Total, 18 years and over",Females,,,,,35,59.2
2017,Ontario,18 to 34 years,Both sexes,,,,,35,71.9
2017,Ontario,18 to 34 years,Males,,,,,35,75.0
2017,Ontario,18 to 34 years,Females,,,,,35,68.9
2017,Ontario,35 to 49 years,Both sexes,,,,,35,63.0
2017,Ontario,35 to 49 years,Males,,,,,35,62.1
2017,Ontario,35 to 49 years,Females,,,,,35,64.0
2017,Ontario,50 to 64 years,Both sexes,,,,,35,52.7
2017,Ontario,50 to 64 years,Males,,,,,35,51.7
2017,Ontario,50 to 64 years,Females,,,,,35,53.7
