Year,data.Geography,data.Age group,data.Sex,GeoCode,Value
2015,data.Nova Scotia,"data.Total, 15 to 29 years",data.Females,12,13.0
2015,data.Nova Scotia,data.15 to 19 years,data.Both sexes,12,9.0
2015,data.Nova Scotia,data.15 to 19 years,data.Males,12,12.0
2015,data.Nova Scotia,data.15 to 19 years,data.Females,12,6.0
2015,data.Nova Scotia,data.15 to 24 years,data.Both sexes,12,11.0
2015,data.Nova Scotia,data.15 to 24 years,data.Males,12,13.0
2015,data.Nova Scotia,data.15 to 24 years,data.Females,12,10.0
2015,data.Nova Scotia,data.18 to 24 years,data.Both sexes,12,14.0
2015,data.Nova Scotia,data.18 to 24 years,data.Males,12,15.0
2015,data.Nova Scotia,data.18 to 24 years,data.Females,12,13.0
2015,data.Nova Scotia,data.20 to 24 years,data.Both sexes,12,13.0
2015,data.Nova Scotia,data.20 to 24 years,data.Males,12,13.0
2015,data.Nova Scotia,data.20 to 24 years,data.Females,12,14.0
2015,data.Nova Scotia,data.25 to 29 years,data.Both sexes,12,18.0
2015,data.Nova Scotia,data.25 to 29 years,data.Males,12,18.0
2015,data.Nova Scotia,data.25 to 29 years,data.Females,12,18.0
2015,data.New Brunswick,"data.Total, 15 to 29 years",data.Both sexes,13,16.0
2015,data.New Brunswick,"data.Total, 15 to 29 years",data.Males,13,19.0
2015,data.New Brunswick,"data.Total, 15 to 29 years",data.Females,13,14.0
2015,data.New Brunswick,data.15 to 19 years,data.Both sexes,13,8.0
2015,data.New Brunswick,data.15 to 19 years,data.Males,13,10.0
2015,data.New Brunswick,data.15 to 19 years,data.Females,13,5.0
2015,data.New Brunswick,data.15 to 24 years,data.Both sexes,13,14.0
2015,data.New Brunswick,data.15 to 24 years,data.Males,13,17.0
2015,data.New Brunswick,data.15 to 24 years,data.Females,13,11.0
2015,data.New Brunswick,data.18 to 24 years,data.Both sexes,13,19.0
2015,data.New Brunswick,data.18 to 24 years,data.Males,13,22.0
2015,data.New Brunswick,data.18 to 24 years,data.Females,13,15.0
2015,data.New Brunswick,data.20 to 24 years,data.Both sexes,13,20.0
2015,data.New Brunswick,data.20 to 24 years,data.Males,13,24.0
2015,data.New Brunswick,data.20 to 24 years,data.Females,13,16.0
2015,data.New Brunswick,data.25 to 29 years,data.Both sexes,13,21.0
2015,data.New Brunswick,data.25 to 29 years,data.Males,13,22.0
2015,data.New Brunswick,data.25 to 29 years,data.Females,13,20.0
2015,data.Quebec,"data.Total, 15 to 29 years",data.Both sexes,24,13.0
2015,data.Quebec,"data.Total, 15 to 29 years",data.Males,24,15.0
2015,data.Quebec,"data.Total, 15 to 29 years",data.Females,24,11.0
2015,data.Quebec,data.15 to 19 years,data.Both sexes,24,7.0
2015,data.Quebec,data.15 to 19 years,data.Males,24,9.0
2015,data.Quebec,data.15 to 19 years,data.Females,24,5.0
2015,data.Quebec,data.15 to 24 years,data.Both sexes,24,11.0
2015,data.Quebec,data.15 to 24 years,data.Males,24,13.0
2015,data.Quebec,data.15 to 24 years,data.Females,24,9.0
2015,data.Quebec,data.18 to 24 years,data.Both sexes,24,13.0
2015,data.Quebec,data.18 to 24 years,data.Males,24,16.0
2015,data.Quebec,data.18 to 24 years,data.Females,24,10.0
2015,data.Quebec,data.20 to 24 years,data.Both sexes,24,14.0
2015,data.Quebec,data.20 to 24 years,data.Males,24,17.0
2015,data.Quebec,data.20 to 24 years,data.Females,24,11.0
2015,data.Quebec,data.25 to 29 years,data.Both sexes,24,18.0
2015,data.Quebec,data.25 to 29 years,data.Males,24,19.0
2015,data.Quebec,data.25 to 29 years,data.Females,24,17.0
2015,data.Ontario,"data.Total, 15 to 29 years",data.Both sexes,35,13.0
2015,data.Ontario,"data.Total, 15 to 29 years",data.Males,35,13.0
2015,data.Ontario,"data.Total, 15 to 29 years",data.Females,35,12.0
2015,data.Ontario,data.15 to 19 years,data.Both sexes,35,6.0
2015,data.Ontario,data.15 to 19 years,data.Males,35,7.0
2015,data.Ontario,data.15 to 19 years,data.Females,35,5.0
2015,data.Ontario,data.15 to 24 years,data.Both sexes,35,10.0
2015,data.Ontario,data.15 to 24 years,data.Males,35,11.0
2015,data.Ontario,data.15 to 24 years,data.Females,35,9.0
2015,data.Ontario,data.18 to 24 years,data.Both sexes,35,12.0
2015,data.Ontario,data.18 to 24 years,data.Males,35,14.0
2015,data.Ontario,data.18 to 24 years,data.Females,35,10.0
2015,data.Ontario,data.20 to 24 years,data.Both sexes,35,14.0
2015,data.Ontario,data.20 to 24 years,data.Males,35,16.0
2015,data.Ontario,data.20 to 24 years,data.Females,35,12.0
2015,data.Ontario,data.25 to 29 years,data.Both sexes,35,18.0
2015,data.Ontario,data.25 to 29 years,data.Males,35,17.0
2015,data.Ontario,data.25 to 29 years,data.Females,35,19.0
2015,data.Manitoba,"data.Total, 15 to 29 years",data.Both sexes,46,12.0
2015,data.Manitoba,"data.Total, 15 to 29 years",data.Males,46,10.0
2015,data.Manitoba,"data.Total, 15 to 29 years",data.Females,46,14.0
2015,data.Manitoba,data.15 to 19 years,data.Both sexes,46,6.0
2015,data.Manitoba,data.15 to 19 years,data.Males,46,6.0
2015,data.Manitoba,data.15 to 19 years,data.Females,46,6.0
2015,data.Manitoba,data.15 to 24 years,data.Both sexes,46,10.0
2015,data.Manitoba,data.15 to 24 years,data.Males,46,9.0
2015,data.Manitoba,data.15 to 24 years,data.Females,46,11.0
2015,data.Manitoba,data.18 to 24 years,data.Both sexes,46,13.0
2015,data.Manitoba,data.18 to 24 years,data.Males,46,12.0
2015,data.Manitoba,data.18 to 24 years,data.Females,46,15.0
2015,data.Manitoba,data.20 to 24 years,data.Both sexes,46,14.0
2015,data.Manitoba,data.20 to 24 years,data.Males,46,12.0
2015,data.Manitoba,data.20 to 24 years,data.Females,46,16.0
2015,data.Manitoba,data.25 to 29 years,data.Both sexes,46,14.0
2015,data.Manitoba,data.25 to 29 years,data.Males,46,11.0
2015,data.Manitoba,data.25 to 29 years,data.Females,46,18.0
2015,data.Saskatchewan,"data.Total, 15 to 29 years",data.Both sexes,47,13.0
2015,data.Saskatchewan,"data.Total, 15 to 29 years",data.Males,47,11.0
2015,data.Saskatchewan,"data.Total, 15 to 29 years",data.Females,47,15.0
2015,data.Saskatchewan,data.15 to 19 years,data.Both sexes,47,6.0
2015,data.Saskatchewan,data.15 to 19 years,data.Males,47,5.0
2015,data.Saskatchewan,data.15 to 19 years,data.Females,47,8.0
2015,data.Saskatchewan,data.15 to 24 years,data.Both sexes,47,11.0
2015,data.Saskatchewan,data.15 to 24 years,data.Males,47,10.0
2015,data.Saskatchewan,data.15 to 24 years,data.Females,47,12.0
2015,data.Saskatchewan,data.18 to 24 years,data.Both sexes,47,14.0
2015,data.Saskatchewan,data.18 to 24 years,data.Males,47,13.0
2015,data.Saskatchewan,data.18 to 24 years,data.Females,47,14.0
2015,data.Saskatchewan,data.20 to 24 years,data.Both sexes,47,15.0
2015,data.Saskatchewan,data.20 to 24 years,data.Males,47,15.0
2015,data.Saskatchewan,data.20 to 24 years,data.Females,47,16.0
2015,data.Saskatchewan,data.25 to 29 years,data.Both sexes,47,16.0
2015,data.Saskatchewan,data.25 to 29 years,data.Males,47,12.0
2015,data.Saskatchewan,data.25 to 29 years,data.Females,47,19.0
2015,data.Alberta,"data.Total, 15 to 29 years",data.Both sexes,48,12.0
2015,data.Alberta,"data.Total, 15 to 29 years",data.Males,48,9.0
2015,data.Alberta,"data.Total, 15 to 29 years",data.Females,48,14.0
2015,data.Alberta,data.15 to 19 years,data.Both sexes,48,5.0
2015,data.Alberta,data.15 to 19 years,data.Males,48,5.0
2015,data.Alberta,data.15 to 19 years,data.Females,48,6.0
2015,data.Alberta,data.15 to 24 years,data.Both sexes,48,9.0
2015,data.Alberta,data.15 to 24 years,data.Males,48,8.0
2015,data.Alberta,data.15 to 24 years,data.Females,48,11.0
2015,data.Alberta,data.18 to 24 years,data.Both sexes,48,12.0
2015,data.Alberta,data.18 to 24 years,data.Males,48,10.0
2015,data.Alberta,data.18 to 24 years,data.Females,48,14.0
2015,data.Alberta,data.20 to 24 years,data.Both sexes,48,13.0
2015,data.Alberta,data.20 to 24 years,data.Males,48,10.0
2015,data.Alberta,data.20 to 24 years,data.Females,48,16.0
2015,data.Alberta,data.25 to 29 years,data.Both sexes,48,15.0
2015,data.Alberta,data.25 to 29 years,data.Males,48,12.0
2015,data.Alberta,data.25 to 29 years,data.Females,48,19.0
2015,data.British Columbia,"data.Total, 15 to 29 years",data.Both sexes,59,14.0
2015,data.British Columbia,"data.Total, 15 to 29 years",data.Males,59,13.0
2015,data.British Columbia,"data.Total, 15 to 29 years",data.Females,59,15.0
2015,data.British Columbia,data.15 to 19 years,data.Both sexes,59,9.0
2015,data.British Columbia,data.15 to 19 years,data.Males,59,8.0
2015,data.British Columbia,data.15 to 19 years,data.Females,59,10.0
2015,data.British Columbia,data.15 to 24 years,data.Both sexes,59,12.0
2015,data.British Columbia,data.15 to 24 years,data.Males,59,11.0
2015,data.British Columbia,data.15 to 24 years,data.Females,59,12.0
2015,data.British Columbia,data.18 to 24 years,data.Both sexes,59,14.0
2015,data.British Columbia,data.18 to 24 years,data.Males,59,13.0
2015,data.British Columbia,data.18 to 24 years,data.Females,59,14.0
2015,data.British Columbia,data.20 to 24 years,data.Both sexes,59,14.0
2015,data.British Columbia,data.20 to 24 years,data.Males,59,13.0
2015,data.British Columbia,data.20 to 24 years,data.Females,59,14.0
2015,data.British Columbia,data.25 to 29 years,data.Both sexes,59,19.0
2015,data.British Columbia,data.25 to 29 years,data.Males,59,16.0
2015,data.British Columbia,data.25 to 29 years,data.Females,59,21.0
2015,data.Yukon,"data.Total, 15 to 29 years",data.Both sexes,60,11.0
2015,data.Yukon,"data.Total, 15 to 29 years",data.Males,60,11.0
2015,data.Yukon,"data.Total, 15 to 29 years",data.Females,60,12.0
2015,data.Yukon,data.15 to 19 years,data.Both sexes,60,
2015,data.Yukon,data.15 to 19 years,data.Males,60,
2015,data.Yukon,data.15 to 19 years,data.Females,60,
2015,data.Yukon,data.15 to 24 years,data.Both sexes,60,12.0
2015,data.Yukon,data.15 to 24 years,data.Males,60,14.0
2015,data.Yukon,data.15 to 24 years,data.Females,60,
2015,data.Yukon,data.18 to 24 years,data.Both sexes,60,14.0
2015,data.Yukon,data.18 to 24 years,data.Males,60,15.0
2015,data.Yukon,data.18 to 24 years,data.Females,60,
2015,data.Yukon,data.20 to 24 years,data.Both sexes,60,15.0
2015,data.Yukon,data.20 to 24 years,data.Males,60,
2015,data.Yukon,data.20 to 24 years,data.Females,60,
2015,data.Yukon,data.25 to 29 years,data.Both sexes,60,10.0
2015,data.Yukon,data.25 to 29 years,data.Males,60,
2015,data.Yukon,data.25 to 29 years,data.Females,60,
2015,data.Northwest Territories,"data.Total, 15 to 29 years",data.Both sexes,61,17.0
2015,data.Northwest Territories,"data.Total, 15 to 29 years",data.Males,61,18.0
2015,data.Northwest Territories,"data.Total, 15 to 29 years",data.Females,61,15.0
2015,data.Northwest Territories,data.15 to 19 years,data.Both sexes,61,13.0
2015,data.Northwest Territories,data.15 to 19 years,data.Males,61,16.0
2015,data.Northwest Territories,data.15 to 19 years,data.Females,61,
2015,data.Northwest Territories,data.15 to 24 years,data.Both sexes,61,17.0
2015,data.Northwest Territories,data.15 to 24 years,data.Males,61,19.0
2015,data.Northwest Territories,data.15 to 24 years,data.Females,61,14.0
2015,data.Northwest Territories,data.18 to 24 years,data.Both sexes,61,21.0
2015,data.Northwest Territories,data.18 to 24 years,data.Males,61,24.0
2015,data.Northwest Territories,data.18 to 24 years,data.Females,61,18.0
2015,data.Northwest Territories,data.20 to 24 years,data.Both sexes,61,20.0
2015,data.Northwest Territories,data.20 to 24 years,data.Males,61,23.0
2015,data.Northwest Territories,data.20 to 24 years,data.Females,61,18.0
2015,data.Northwest Territories,data.25 to 29 years,data.Both sexes,61,17.0
2015,data.Northwest Territories,data.25 to 29 years,data.Males,61,16.0
2015,data.Northwest Territories,data.25 to 29 years,data.Females,61,17.0
2015,data.Nunavut,"data.Total, 15 to 29 years",data.Both sexes,62,39.0
2015,data.Nunavut,"data.Total, 15 to 29 years",data.Males,62,41.0
2015,data.Nunavut,"data.Total, 15 to 29 years",data.Females,62,37.0
2015,data.Nunavut,data.15 to 19 years,data.Both sexes,62,27.0
2015,data.Nunavut,data.15 to 19 years,data.Males,62,
2015,data.Nunavut,data.15 to 19 years,data.Females,62,26.0
2015,data.Nunavut,data.15 to 24 years,data.Both sexes,62,37.0
2015,data.Nunavut,data.15 to 24 years,data.Males,62,41.0
2015,data.Nunavut,data.15 to 24 years,data.Females,62,34.0
2015,data.Nunavut,data.18 to 24 years,data.Both sexes,62,49.0
2015,data.Nunavut,data.18 to 24 years,data.Males,62,51.0
2015,data.Nunavut,data.18 to 24 years,data.Females,62,45.0
2015,data.Nunavut,data.20 to 24 years,data.Both sexes,62,51.0
2015,data.Nunavut,data.20 to 24 years,data.Males,62,55.0
2015,data.Nunavut,data.20 to 24 years,data.Females,62,47.0
2015,data.Nunavut,data.25 to 29 years,data.Both sexes,62,42.0
2015,data.Nunavut,data.25 to 29 years,data.Males,62,40.0
2015,data.Nunavut,data.25 to 29 years,data.Females,62,44.0
2016,data.Canada,"data.Total, 15 to 29 years",data.Males,,14.0
2016,data.Canada,"data.Total, 15 to 29 years",data.Females,,12.0
2016,data.Canada,data.15 to 19 years,data.Both sexes,,6.0
2016,data.Canada,data.15 to 19 years,data.Males,,7.0
2016,data.Canada,data.15 to 19 years,data.Females,,5.0
2016,data.Canada,data.15 to 24 years,data.Both sexes,,11.0
2016,data.Canada,data.15 to 24 years,data.Males,,12.0
2016,data.Canada,data.15 to 24 years,data.Females,,9.0
2016,data.Canada,data.18 to 24 years,data.Both sexes,,13.0
2016,data.Canada,data.18 to 24 years,data.Males,,15.0
2016,data.Canada,data.18 to 24 years,data.Females,,11.0
2016,data.Canada,data.20 to 24 years,data.Both sexes,,14.0
2016,data.Canada,data.20 to 24 years,data.Males,,16.0
2016,data.Canada,data.20 to 24 years,data.Females,,13.0
2016,data.Canada,data.25 to 29 years,data.Both sexes,,17.0
2016,data.Canada,data.25 to 29 years,data.Males,,16.0
2016,data.Canada,data.25 to 29 years,data.Females,,18.0
2016,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Both sexes,10,18.0
2016,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Males,10,23.0
2016,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Females,10,14.0
2016,data.Newfoundland and Labrador,data.15 to 19 years,data.Both sexes,10,5.0
2016,data.Newfoundland and Labrador,data.15 to 19 years,data.Males,10,7.0
2016,data.Newfoundland and Labrador,data.15 to 19 years,data.Females,10,
2016,data.Newfoundland and Labrador,data.15 to 24 years,data.Both sexes,10,15.0
2016,data.Newfoundland and Labrador,data.15 to 24 years,data.Males,10,19.0
2016,data.Newfoundland and Labrador,data.15 to 24 years,data.Females,10,11.0
2016,data.Newfoundland and Labrador,data.18 to 24 years,data.Both sexes,10,21.0
2016,data.Newfoundland and Labrador,data.18 to 24 years,data.Males,10,27.0
2016,data.Newfoundland and Labrador,data.18 to 24 years,data.Females,10,14.0
2016,data.Newfoundland and Labrador,data.20 to 24 years,data.Both sexes,10,25.0
2016,data.Newfoundland and Labrador,data.20 to 24 years,data.Males,10,31.0
2016,data.Newfoundland and Labrador,data.20 to 24 years,data.Females,10,17.0
2016,data.Newfoundland and Labrador,data.25 to 29 years,data.Both sexes,10,24.0
2016,data.Newfoundland and Labrador,data.25 to 29 years,data.Males,10,30.0
2016,data.Newfoundland and Labrador,data.25 to 29 years,data.Females,10,19.0
2016,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Both sexes,11,15.0
2016,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Males,11,18.0
2016,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Females,11,12.0
2016,data.Prince Edward Island,data.15 to 19 years,data.Both sexes,11,6.0
2016,data.Prince Edward Island,data.15 to 19 years,data.Males,11,9.0
2016,data.Prince Edward Island,data.15 to 19 years,data.Females,11,
2016,data.Prince Edward Island,data.15 to 24 years,data.Both sexes,11,13.0
2016,data.Prince Edward Island,data.15 to 24 years,data.Males,11,16.0
2016,data.Prince Edward Island,data.15 to 24 years,data.Females,11,10.0
2016,data.Prince Edward Island,data.18 to 24 years,data.Both sexes,11,18.0
2016,data.Prince Edward Island,data.18 to 24 years,data.Males,11,22.0
2016,data.Prince Edward Island,data.18 to 24 years,data.Females,11,14.0
2016,data.Prince Edward Island,data.20 to 24 years,data.Both sexes,11,20.0
2016,data.Prince Edward Island,data.20 to 24 years,data.Males,11,24.0
2016,data.Prince Edward Island,data.20 to 24 years,data.Females,11,17.0
2016,data.Prince Edward Island,data.25 to 29 years,data.Both sexes,11,20.0
2016,data.Prince Edward Island,data.25 to 29 years,data.Males,11,23.0
2016,data.Prince Edward Island,data.25 to 29 years,data.Females,11,16.0
2016,data.Nova Scotia,"data.Total, 15 to 29 years",data.Both sexes,12,14.0
2016,data.Nova Scotia,"data.Total, 15 to 29 years",data.Males,12,16.0
2016,data.Nova Scotia,"data.Total, 15 to 29 years",data.Females,12,12.0
2016,data.Nova Scotia,data.15 to 19 years,data.Both sexes,12,8.0
2016,data.Nova Scotia,data.15 to 19 years,data.Males,12,9.0
2016,data.Nova Scotia,data.15 to 19 years,data.Females,12,7.0
2016,data.Nova Scotia,data.15 to 24 years,data.Both sexes,12,12.0
2016,data.Nova Scotia,data.15 to 24 years,data.Males,12,13.0
2016,data.Nova Scotia,data.15 to 24 years,data.Females,12,10.0
2016,data.Nova Scotia,data.18 to 24 years,data.Both sexes,12,14.0
2016,data.Nova Scotia,data.18 to 24 years,data.Males,12,16.0
2016,data.Nova Scotia,data.18 to 24 years,data.Females,12,13.0
2016,data.Nova Scotia,data.20 to 24 years,data.Both sexes,12,15.0
2016,data.Nova Scotia,data.20 to 24 years,data.Males,12,17.0
2016,data.Nova Scotia,data.20 to 24 years,data.Females,12,13.0
2016,data.Nova Scotia,data.25 to 29 years,data.Both sexes,12,19.0
2016,data.Nova Scotia,data.25 to 29 years,data.Males,12,23.0
2016,data.Nova Scotia,data.25 to 29 years,data.Females,12,15.0
2016,data.New Brunswick,"data.Total, 15 to 29 years",data.Both sexes,13,17.0
2016,data.New Brunswick,"data.Total, 15 to 29 years",data.Males,13,18.0
2016,data.New Brunswick,"data.Total, 15 to 29 years",data.Females,13,16.0
2016,data.New Brunswick,data.15 to 19 years,data.Both sexes,13,7.0
2016,data.New Brunswick,data.15 to 19 years,data.Males,13,8.0
2016,data.New Brunswick,data.15 to 19 years,data.Females,13,6.0
2016,data.New Brunswick,data.15 to 24 years,data.Both sexes,13,16.0
2016,data.New Brunswick,data.15 to 24 years,data.Males,13,17.0
2016,data.New Brunswick,data.15 to 24 years,data.Females,13,15.0
2016,data.New Brunswick,data.18 to 24 years,data.Both sexes,13,21.0
2016,data.New Brunswick,data.18 to 24 years,data.Males,13,23.0
2016,data.New Brunswick,data.18 to 24 years,data.Females,13,19.0
2016,data.New Brunswick,data.20 to 24 years,data.Both sexes,13,24.0
2016,data.New Brunswick,data.20 to 24 years,data.Males,13,26.0
2016,data.New Brunswick,data.20 to 24 years,data.Females,13,23.0
2016,data.New Brunswick,data.25 to 29 years,data.Both sexes,13,20.0
2016,data.New Brunswick,data.25 to 29 years,data.Males,13,20.0
2016,data.New Brunswick,data.25 to 29 years,data.Females,13,19.0
2016,data.Quebec,"data.Total, 15 to 29 years",data.Both sexes,24,13.0
2016,data.Quebec,"data.Total, 15 to 29 years",data.Males,24,15.0
2016,data.Quebec,"data.Total, 15 to 29 years",data.Females,24,11.0
2016,data.Quebec,data.15 to 19 years,data.Both sexes,24,7.0
2016,data.Quebec,data.15 to 19 years,data.Males,24,8.0
2016,data.Quebec,data.15 to 19 years,data.Females,24,6.0
2016,data.Quebec,data.15 to 24 years,data.Both sexes,24,11.0
2016,data.Quebec,data.15 to 24 years,data.Males,24,14.0
2016,data.Quebec,data.15 to 24 years,data.Females,24,8.0
2016,data.Quebec,data.18 to 24 years,data.Both sexes,24,13.0
2016,data.Quebec,data.18 to 24 years,data.Males,24,17.0
2016,data.Quebec,data.18 to 24 years,data.Females,24,9.0
2016,data.Quebec,data.20 to 24 years,data.Both sexes,24,14.0
2016,data.Quebec,data.20 to 24 years,data.Males,24,18.0
2016,data.Quebec,data.20 to 24 years,data.Females,24,9.0
2016,data.Quebec,data.25 to 29 years,data.Both sexes,24,17.0
2016,data.Quebec,data.25 to 29 years,data.Males,24,17.0
2016,data.Quebec,data.25 to 29 years,data.Females,24,17.0
2016,data.Ontario,"data.Total, 15 to 29 years",data.Both sexes,35,12.0
2016,data.Ontario,"data.Total, 15 to 29 years",data.Males,35,13.0
2016,data.Ontario,"data.Total, 15 to 29 years",data.Females,35,12.0
2016,data.Ontario,data.15 to 19 years,data.Both sexes,35,5.0
2016,data.Ontario,data.15 to 19 years,data.Males,35,6.0
2016,data.Ontario,data.15 to 19 years,data.Females,35,4.0
2016,data.Ontario,data.15 to 24 years,data.Both sexes,35,10.0
2016,data.Ontario,data.15 to 24 years,data.Males,35,11.0
2016,data.Ontario,data.15 to 24 years,data.Females,35,9.0
2016,data.Ontario,data.18 to 24 years,data.Both sexes,35,13.0
2016,data.Ontario,data.18 to 24 years,data.Males,35,14.0
2016,data.Ontario,data.18 to 24 years,data.Females,35,11.0
2016,data.Ontario,data.20 to 24 years,data.Both sexes,35,14.0
2016,data.Ontario,data.20 to 24 years,data.Males,35,15.0
2016,data.Ontario,data.20 to 24 years,data.Females,35,13.0
2016,data.Ontario,data.25 to 29 years,data.Both sexes,35,17.0
2016,data.Ontario,data.25 to 29 years,data.Males,35,17.0
2016,data.Ontario,data.25 to 29 years,data.Females,35,17.0
2016,data.Manitoba,"data.Total, 15 to 29 years",data.Both sexes,46,13.0
2016,data.Manitoba,"data.Total, 15 to 29 years",data.Males,46,13.0
2016,data.Manitoba,"data.Total, 15 to 29 years",data.Females,46,14.0
2016,data.Manitoba,data.15 to 19 years,data.Both sexes,46,6.0
2016,data.Manitoba,data.15 to 19 years,data.Males,46,7.0
2016,data.Manitoba,data.15 to 19 years,data.Females,46,6.0
2016,data.Manitoba,data.15 to 24 years,data.Both sexes,46,11.0
2016,data.Manitoba,data.15 to 24 years,data.Males,46,11.0
2016,data.Manitoba,data.15 to 24 years,data.Females,46,12.0
2016,data.Manitoba,data.18 to 24 years,data.Both sexes,46,15.0
2016,data.Manitoba,data.18 to 24 years,data.Males,46,14.0
2016,data.Manitoba,data.18 to 24 years,data.Females,46,15.0
2016,data.Manitoba,data.20 to 24 years,data.Both sexes,46,16.0
2016,data.Manitoba,data.20 to 24 years,data.Males,46,15.0
2016,data.Manitoba,data.20 to 24 years,data.Females,46,16.0
2016,data.Manitoba,data.25 to 29 years,data.Both sexes,46,17.0
2016,data.Manitoba,data.25 to 29 years,data.Males,46,16.0
2016,data.Manitoba,data.25 to 29 years,data.Females,46,18.0
2016,data.Saskatchewan,"data.Total, 15 to 29 years",data.Both sexes,47,13.0
2016,data.Saskatchewan,"data.Total, 15 to 29 years",data.Males,47,12.0
2016,data.Saskatchewan,"data.Total, 15 to 29 years",data.Females,47,14.0
2016,data.Saskatchewan,data.15 to 19 years,data.Both sexes,47,8.0
2016,data.Saskatchewan,data.15 to 19 years,data.Males,47,9.0
2016,data.Saskatchewan,data.15 to 19 years,data.Females,47,8.0
2016,data.Saskatchewan,data.15 to 24 years,data.Both sexes,47,12.0
