Year,Géographie,Type de famille économique,GeoCode,Value
2015,Ontario,Familles économiques,35,96200.0
2015,Ontario,Familles de personnes âgées,35,76300.0
2015,Ontario,Couples de personnes âgées,35,74600.0
2015,Ontario,Autres familles de personnes âgées,35,84200.0
2015,Ontario,Familles de personnes non âgées,35,101500.0
2015,Ontario,Couples,35,89600.0
2015,Ontario,Couples avec des enfants,35,114500.0
2015,Ontario,Couples avec d'autres personnes apparentées,35,146500.0
2015,Ontario,Familles monoparentales,35,52000.0
2015,Ontario,Familles monoparentales ayant un homme à leur tête,35,60000.0
2015,Ontario,Familles monoparentales ayant une femme à leur tête,35,49400.0
2015,Ontario,Autres familles de personnes non âgées,35,80800.0
2015,Ontario,Personnes hors famille économique,35,34400.0
2015,Ontario,Personnes âgées hors famille économique,35,34800.0
2015,Ontario,Hommes âgés hors famille économique,35,38000.0
2015,Ontario,Femmes âgées hors famille économique,35,32800.0
2015,Ontario,Personnes non âgées hors famille économique,35,34400.0
2015,Ontario,Hommes non âgés hors famille économique,35,41100.0
2015,Ontario,Femmes non âgées hors famille économique,35,30000.0
2015,Provinces des Prairies,Familles économiques et personnes hors famille économique,,80000.0
2015,Provinces des Prairies,Familles économiques,,107100.0
2015,Provinces des Prairies,Familles de personnes âgées,,75700.0
2015,Provinces des Prairies,Couples de personnes âgées,,74000.0
2015,Provinces des Prairies,Autres familles de personnes âgées,,85700.0
2015,Provinces des Prairies,Familles de personnes non âgées,,113600.0
2015,Provinces des Prairies,Couples,,106900.0
2015,Provinces des Prairies,Couples avec des enfants,,120500.0
2015,Provinces des Prairies,Couples avec d'autres personnes apparentées,,158700.0
2015,Provinces des Prairies,Familles monoparentales,,55800.0
2015,Provinces des Prairies,Familles monoparentales ayant un homme à leur tête,,85700.0
2015,Provinces des Prairies,Familles monoparentales ayant une femme à leur tête,,50300.0
2015,Provinces des Prairies,Autres familles de personnes non âgées,,97500.0
2015,Provinces des Prairies,Personnes hors famille économique,,42800.0
2015,Provinces des Prairies,Personnes âgées hors famille économique,,35800.0
2015,Provinces des Prairies,Hommes âgés hors famille économique,,40700.0
2015,Provinces des Prairies,Femmes âgées hors famille économique,,34300.0
2015,Provinces des Prairies,Personnes non âgées hors famille économique,,45800.0
2015,Provinces des Prairies,Hommes non âgés hors famille économique,,49400.0
2015,Provinces des Prairies,Femmes non âgées hors famille économique,,41400.0
2015,Manitoba,Familles économiques et personnes hors famille économique,46,66400.0
2015,Manitoba,Familles économiques,46,87500.0
2015,Manitoba,Familles de personnes âgées,46,72100.0
2015,Manitoba,Couples de personnes âgées,46,70600.0
2015,Manitoba,Autres familles de personnes âgées,46,91500.0
2015,Manitoba,Familles de personnes non âgées,46,91600.0
2015,Manitoba,Couples,46,87800.0
2015,Manitoba,Couples avec des enfants,46,100200.0
2015,Manitoba,Couples avec d'autres personnes apparentées,46,134600.0
2015,Manitoba,Familles monoparentales,46,45400.0
2015,Manitoba,Familles monoparentales ayant un homme à leur tête,46,
2015,Manitoba,Familles monoparentales ayant une femme à leur tête,46,44400.0
2015,Manitoba,Autres familles de personnes non âgées,46,74700.0
2015,Manitoba,Personnes hors famille économique,46,37800.0
2015,Manitoba,Personnes âgées hors famille économique,46,33500.0
2015,Manitoba,Hommes âgés hors famille économique,46,39100.0
2015,Manitoba,Femmes âgées hors famille économique,46,31300.0
2015,Manitoba,Personnes non âgées hors famille économique,46,39600.0
2015,Manitoba,Hommes non âgés hors famille économique,46,41700.0
2015,Manitoba,Femmes non âgées hors famille économique,46,36700.0
2015,Saskatchewan,Familles économiques et personnes hors famille économique,47,72900.0
2015,Saskatchewan,Familles économiques,47,100400.0
2015,Saskatchewan,Familles de personnes âgées,47,71700.0
2015,Saskatchewan,Couples de personnes âgées,47,70200.0
2015,Saskatchewan,Autres familles de personnes âgées,47,90200.0
2015,Saskatchewan,Familles de personnes non âgées,47,106500.0
2015,Saskatchewan,Couples,47,94600.0
2015,Saskatchewan,Couples avec des enfants,47,115600.0
2015,Saskatchewan,Couples avec d'autres personnes apparentées,47,146700.0
2015,Saskatchewan,Familles monoparentales,47,53800.0
2015,Saskatchewan,Familles monoparentales ayant un homme à leur tête,47,
2015,Saskatchewan,Familles monoparentales ayant une femme à leur tête,47,51300.0
2015,Saskatchewan,Autres familles de personnes non âgées,47,97400.0
2015,Saskatchewan,Personnes hors famille économique,47,40500.0
2015,Saskatchewan,Personnes âgées hors famille économique,47,35200.0
2015,Saskatchewan,Hommes âgés hors famille économique,47,39700.0
2015,Saskatchewan,Femmes âgées hors famille économique,47,34300.0
2015,Saskatchewan,Personnes non âgées hors famille économique,47,43200.0
2015,Saskatchewan,Hommes non âgés hors famille économique,47,46000.0
2015,Saskatchewan,Femmes non âgées hors famille économique,47,38400.0
2015,Alberta,Familles économiques et personnes hors famille économique,48,87500.0
2015,Alberta,Familles économiques,48,115400.0
2015,Alberta,Familles de personnes âgées,48,78800.0
2015,Alberta,Couples de personnes âgées,48,76200.0
2015,Alberta,Autres familles de personnes âgées,48,85700.0
2015,Alberta,Familles de personnes non âgées,48,120800.0
2015,Alberta,Couples,48,119000.0
2015,Alberta,Couples avec des enfants,48,127000.0
2015,Alberta,Couples avec d'autres personnes apparentées,48,163900.0
2015,Alberta,Familles monoparentales,48,65200.0
2015,Alberta,Familles monoparentales ayant un homme à leur tête,48,90000.0
2015,Alberta,Familles monoparentales ayant une femme à leur tête,48,54600.0
2015,Alberta,Autres familles de personnes non âgées,48,101200.0
2015,Alberta,Personnes hors famille économique,48,45800.0
2015,Alberta,Personnes âgées hors famille économique,48,38200.0
2015,Alberta,Hommes âgés hors famille économique,48,41800.0
2015,Alberta,Femmes âgées hors famille économique,48,35300.0
2015,Alberta,Personnes non âgées hors famille économique,48,49400.0
2015,Alberta,Hommes non âgés hors famille économique,48,53600.0
2015,Alberta,Femmes non âgées hors famille économique,48,43300.0
2015,Colombie-Britannique,Familles économiques et personnes hors famille économique,59,63600.0
2015,Colombie-Britannique,Familles économiques,59,95100.0
2015,Colombie-Britannique,Familles de personnes âgées,59,70000.0
2015,Colombie-Britannique,Couples de personnes âgées,59,69900.0
2015,Colombie-Britannique,Autres familles de personnes âgées,59,70000.0
2015,Colombie-Britannique,Familles de personnes non âgées,59,106500.0
2015,Colombie-Britannique,Couples,59,98400.0
2015,Colombie-Britannique,Couples avec des enfants,59,115200.0
2015,Colombie-Britannique,Couples avec d'autres personnes apparentées,59,143700.0
2015,Colombie-Britannique,Familles monoparentales,59,61600.0
2015,Colombie-Britannique,Familles monoparentales ayant un homme à leur tête,59,72500.0
2015,Colombie-Britannique,Familles monoparentales ayant une femme à leur tête,59,57100.0
2015,Colombie-Britannique,Autres familles de personnes non âgées,59,71400.0
2015,Colombie-Britannique,Personnes hors famille économique,59,28600.0
2015,Colombie-Britannique,Personnes âgées hors famille économique,59,29300.0
2015,Colombie-Britannique,Hommes âgés hors famille économique,59,27000.0
2015,Colombie-Britannique,Femmes âgées hors famille économique,59,29600.0
2015,Colombie-Britannique,Personnes non âgées hors famille économique,59,28200.0
2015,Colombie-Britannique,Hommes non âgés hors famille économique,59,28600.0
2015,Colombie-Britannique,Femmes non âgées hors famille économique,59,28100.0
2015,"Québec, Québec",Familles économiques et personnes hors famille économique,,56700.0
2015,"Québec, Québec",Familles économiques,,86300.0
2015,"Québec, Québec",Familles de personnes âgées,,69300.0
2015,"Québec, Québec",Couples de personnes âgées,,68500.0
2015,"Québec, Québec",Autres familles de personnes âgées,,
2015,"Québec, Québec",Familles de personnes non âgées,,96600.0
2015,"Québec, Québec",Couples,,88700.0
2015,"Québec, Québec",Couples avec des enfants,,118300.0
2015,"Québec, Québec",Couples avec d'autres personnes apparentées,,
2015,"Québec, Québec",Familles monoparentales,,71500.0
2015,"Québec, Québec",Familles monoparentales ayant un homme à leur tête,,
2015,"Québec, Québec",Familles monoparentales ayant une femme à leur tête,,
2015,"Québec, Québec",Autres familles de personnes non âgées,,
2015,"Québec, Québec",Personnes hors famille économique,,33700.0
2015,"Québec, Québec",Personnes âgées hors famille économique,,29700.0
2015,"Québec, Québec",Hommes âgés hors famille économique,,
2015,"Québec, Québec",Femmes âgées hors famille économique,,30900.0
2015,"Québec, Québec",Personnes non âgées hors famille économique,,37700.0
2015,"Québec, Québec",Hommes non âgés hors famille économique,,33700.0
2015,"Québec, Québec",Femmes non âgées hors famille économique,,41400.0
2015,"Montréal, Québec",Familles économiques et personnes hors famille économique,,59700.0
2015,"Montréal, Québec",Familles économiques,,84100.0
2015,"Montréal, Québec",Familles de personnes âgées,,62400.0
2015,"Montréal, Québec",Couples de personnes âgées,,61100.0
2015,"Montréal, Québec",Autres familles de personnes âgées,,
2015,"Montréal, Québec",Familles de personnes non âgées,,88600.0
2015,"Montréal, Québec",Couples,,83700.0
2015,"Montréal, Québec",Couples avec des enfants,,98500.0
2015,"Montréal, Québec",Couples avec d'autres personnes apparentées,,108100.0
2015,"Montréal, Québec",Familles monoparentales,,66300.0
2015,"Montréal, Québec",Familles monoparentales ayant un homme à leur tête,,
2015,"Montréal, Québec",Familles monoparentales ayant une femme à leur tête,,59400.0
2015,"Montréal, Québec",Autres familles de personnes non âgées,,80900.0
2015,"Montréal, Québec",Personnes hors famille économique,,33600.0
2015,"Montréal, Québec",Personnes âgées hors famille économique,,32300.0
2015,"Montréal, Québec",Hommes âgés hors famille économique,,31000.0
2015,"Montréal, Québec",Femmes âgées hors famille économique,,33800.0
2015,"Montréal, Québec",Personnes non âgées hors famille économique,,34100.0
2015,"Montréal, Québec",Hommes non âgés hors famille économique,,38600.0
2015,"Montréal, Québec",Femmes non âgées hors famille économique,,30100.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles économiques et personnes hors famille économique,,71000.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles économiques,,108400.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes âgées,,92900.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples de personnes âgées,,87500.0
2015,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes âgées,,
2015,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes non âgées,,114700.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples,,104600.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples avec des enfants,,134900.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples avec d'autres personnes apparentées,,168000.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales,,58000.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant un homme à leur tête,,
2015,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant une femme à leur tête,,43200.0
2015,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes non âgées,,63500.0
2015,"Ottawa-Gatineau, Ontario/Québec",Personnes hors famille économique,,37100.0
2015,"Ottawa-Gatineau, Ontario/Québec",Personnes âgées hors famille économique,,37200.0
2015,"Ottawa-Gatineau, Ontario/Québec",Hommes âgés hors famille économique,,
2015,"Ottawa-Gatineau, Ontario/Québec",Femmes âgées hors famille économique,,41300.0
2015,"Ottawa-Gatineau, Ontario/Québec",Personnes non âgées hors famille économique,,36400.0
2015,"Ottawa-Gatineau, Ontario/Québec",Hommes non âgés hors famille économique,,40600.0
2015,"Ottawa-Gatineau, Ontario/Québec",Femmes non âgées hors famille économique,,30400.0
2015,"Toronto, Ontario",Familles économiques et personnes hors famille économique,,69600.0
2015,"Toronto, Ontario",Familles économiques,,98800.0
2015,"Toronto, Ontario",Familles de personnes âgées,,76200.0
2015,"Toronto, Ontario",Couples de personnes âgées,,73200.0
2015,"Toronto, Ontario",Autres familles de personnes âgées,,96900.0
2015,"Toronto, Ontario",Familles de personnes non âgées,,102400.0
2015,"Toronto, Ontario",Couples,,85400.0
2015,"Toronto, Ontario",Couples avec des enfants,,111500.0
2015,"Toronto, Ontario",Couples avec d'autres personnes apparentées,,150800.0
2015,"Toronto, Ontario",Familles monoparentales,,51300.0
2015,"Toronto, Ontario",Familles monoparentales ayant un homme à leur tête,,
2015,"Toronto, Ontario",Familles monoparentales ayant une femme à leur tête,,50000.0
2015,"Toronto, Ontario",Autres familles de personnes non âgées,,84100.0
2015,"Toronto, Ontario",Personnes hors famille économique,,32400.0
2015,"Toronto, Ontario",Personnes âgées hors famille économique,,32600.0
2015,"Toronto, Ontario",Hommes âgés hors famille économique,,37200.0
2015,"Toronto, Ontario",Femmes âgées hors famille économique,,32400.0
2015,"Toronto, Ontario",Personnes non âgées hors famille économique,,31200.0
2015,"Toronto, Ontario",Hommes non âgés hors famille économique,,40600.0
2015,"Toronto, Ontario",Femmes non âgées hors famille économique,,29800.0
2015,"Winnipeg, Manitoba",Familles économiques et personnes hors famille économique,,66500.0
2015,"Winnipeg, Manitoba",Familles économiques,,91300.0
2015,"Winnipeg, Manitoba",Familles de personnes âgées,,78600.0
2015,"Winnipeg, Manitoba",Couples de personnes âgées,,74400.0
2015,"Winnipeg, Manitoba",Autres familles de personnes âgées,,91500.0
2015,"Winnipeg, Manitoba",Familles de personnes non âgées,,96000.0
2015,"Winnipeg, Manitoba",Couples,,87900.0
2015,"Winnipeg, Manitoba",Couples avec des enfants,,103500.0
2015,"Winnipeg, Manitoba",Couples avec d'autres personnes apparentées,,141000.0
2015,"Winnipeg, Manitoba",Familles monoparentales,,47500.0
2015,"Winnipeg, Manitoba",Familles monoparentales ayant un homme à leur tête,,
2015,"Winnipeg, Manitoba",Familles monoparentales ayant une femme à leur tête,,44800.0
2015,"Winnipeg, Manitoba",Autres familles de personnes non âgées,,77300.0
2015,"Winnipeg, Manitoba",Personnes hors famille économique,,36700.0
2015,"Winnipeg, Manitoba",Personnes âgées hors famille économique,,34900.0
2015,"Winnipeg, Manitoba",Hommes âgés hors famille économique,,41400.0
2015,"Winnipeg, Manitoba",Femmes âgées hors famille économique,,31300.0
2015,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,,37400.0
2015,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,,39200.0
2015,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,,36100.0
2015,"Calgary, Alberta",Familles économiques et personnes hors famille économique,,85400.0
2015,"Calgary, Alberta",Familles économiques,,116900.0
2015,"Calgary, Alberta",Familles de personnes âgées,,88200.0
2015,"Calgary, Alberta",Couples de personnes âgées,,87900.0
2015,"Calgary, Alberta",Autres familles de personnes âgées,,
2015,"Calgary, Alberta",Familles de personnes non âgées,,119400.0
2015,"Calgary, Alberta",Couples,,129000.0
2015,"Calgary, Alberta",Couples avec des enfants,,130000.0
2015,"Calgary, Alberta",Couples avec d'autres personnes apparentées,,156700.0
2015,"Calgary, Alberta",Familles monoparentales,,77800.0
2015,"Calgary, Alberta",Familles monoparentales ayant un homme à leur tête,,
2015,"Calgary, Alberta",Familles monoparentales ayant une femme à leur tête,,77800.0
2015,"Calgary, Alberta",Autres familles de personnes non âgées,,80100.0
2015,"Calgary, Alberta",Personnes hors famille économique,,46100.0
2015,"Calgary, Alberta",Personnes âgées hors famille économique,,39300.0
2015,"Calgary, Alberta",Hommes âgés hors famille économique,,
2015,"Calgary, Alberta",Femmes âgées hors famille économique,,34300.0
2015,"Calgary, Alberta",Personnes non âgées hors famille économique,,47100.0
2015,"Calgary, Alberta",Hommes non âgés hors famille économique,,51800.0
2015,"Calgary, Alberta",Femmes non âgées hors famille économique,,41500.0
2015,"Edmonton, Alberta",Familles économiques et personnes hors famille économique,,91100.0
2015,"Edmonton, Alberta",Familles économiques,,120200.0
2015,"Edmonton, Alberta",Familles de personnes âgées,,85600.0
2015,"Edmonton, Alberta",Couples de personnes âgées,,82800.0
2015,"Edmonton, Alberta",Autres familles de personnes âgées,,
2015,"Edmonton, Alberta",Familles de personnes non âgées,,124300.0
2015,"Edmonton, Alberta",Couples,,119200.0
2015,"Edmonton, Alberta",Couples avec des enfants,,121400.0
2015,"Edmonton, Alberta",Couples avec d'autres personnes apparentées,,188100.0
2015,"Edmonton, Alberta",Familles monoparentales,,54600.0
2015,"Edmonton, Alberta",Familles monoparentales ayant un homme à leur tête,,
2015,"Edmonton, Alberta",Familles monoparentales ayant une femme à leur tête,,
2015,"Edmonton, Alberta",Autres familles de personnes non âgées,,115700.0
2015,"Edmonton, Alberta",Personnes hors famille économique,,47500.0
2015,"Edmonton, Alberta",Personnes âgées hors famille économique,,41800.0
2015,"Edmonton, Alberta",Hommes âgés hors famille économique,,
2015,"Edmonton, Alberta",Femmes âgées hors famille économique,,41000.0
2015,"Edmonton, Alberta",Personnes non âgées hors famille économique,,50500.0
2015,"Edmonton, Alberta",Hommes non âgés hors famille économique,,52100.0
2015,"Edmonton, Alberta",Femmes non âgées hors famille économique,,45800.0
2015,"Vancouver, Colombie-Britannique",Familles économiques et personnes hors famille économique,,70800.0
2015,"Vancouver, Colombie-Britannique",Familles économiques,,106500.0
2015,"Vancouver, Colombie-Britannique",Familles de personnes âgées,,75500.0
2015,"Vancouver, Colombie-Britannique",Couples de personnes âgées,,76700.0
2015,"Vancouver, Colombie-Britannique",Autres familles de personnes âgées,,
2015,"Vancouver, Colombie-Britannique",Familles de personnes non âgées,,111400.0
2015,"Vancouver, Colombie-Britannique",Couples,,107500.0
2015,"Vancouver, Colombie-Britannique",Couples avec des enfants,,122300.0
2015,"Vancouver, Colombie-Britannique",Couples avec d'autres personnes apparentées,,144700.0
2015,"Vancouver, Colombie-Britannique",Familles monoparentales,,76100.0
2015,"Vancouver, Colombie-Britannique",Familles monoparentales ayant un homme à leur tête,,
2015,"Vancouver, Colombie-Britannique",Familles monoparentales ayant une femme à leur tête,,62800.0
2015,"Vancouver, Colombie-Britannique",Autres familles de personnes non âgées,,73200.0
2015,"Vancouver, Colombie-Britannique",Personnes hors famille économique,,29600.0
2015,"Vancouver, Colombie-Britannique",Personnes âgées hors famille économique,,28800.0
2015,"Vancouver, Colombie-Britannique",Hommes âgés hors famille économique,,24700.0
2015,"Vancouver, Colombie-Britannique",Femmes âgées hors famille économique,,29700.0
2015,"Vancouver, Colombie-Britannique",Personnes non âgées hors famille économique,,30100.0
2015,"Vancouver, Colombie-Britannique",Hommes non âgés hors famille économique,,30900.0
2015,"Vancouver, Colombie-Britannique",Femmes non âgées hors famille économique,,30100.0
