Year,data.Geography,data.Sex,data.Age group,GeoCode,Value
2015,data.British Columbia,data.Both sexes,data.25 to 54 years,59,32.2
2015,data.British Columbia,data.Both sexes,data.25 years and over,59,27.06
2015,data.British Columbia,data.Both sexes,data.45 years and over,59,24.48
2015,data.British Columbia,data.Both sexes,data.55 to 64 years,59,22.53
2015,data.British Columbia,data.Both sexes,data.55 years and over,59,16.47
2015,data.British Columbia,data.Both sexes,data.65 years and over,59,0.0
2015,data.British Columbia,data.Females,data.15 to 24 years,59,21.37
2015,data.British Columbia,data.Females,data.15 years and over,59,23.27
2015,data.British Columbia,data.Females,data.25 to 44 years,59,24.84
2015,data.British Columbia,data.Females,data.25 to 54 years,59,26.91
2015,data.British Columbia,data.Females,data.25 years and over,59,23.92
2015,data.British Columbia,data.Females,data.45 years and over,59,23.14
2015,data.British Columbia,data.Females,data.55 to 64 years,59,13.69
2015,data.British Columbia,data.Females,data.55 years and over,59,13.14
2015,data.British Columbia,data.Females,data.65 years and over,59,0.0
2015,data.British Columbia,data.Males,data.15 to 24 years,59,21.4
2015,data.British Columbia,data.Males,data.15 years and over,59,29.32
2015,data.British Columbia,data.Males,data.25 to 44 years,59,44.03
2015,data.British Columbia,data.Males,data.25 to 54 years,59,49.44
2015,data.British Columbia,data.Males,data.25 years and over,59,35.01
2015,data.British Columbia,data.Males,data.45 years and over,59,25.37
2015,data.British Columbia,data.Males,data.55 to 64 years,59,17.3
2015,data.British Columbia,data.Males,data.55 years and over,59,11.4
2015,data.British Columbia,data.Males,data.65 years and over,59,0.0
2015,data.Canada,data.Both sexes,data.15 to 24 years,,19.3
2015,data.Canada,data.Both sexes,data.25 to 44 years,,37.03
2015,data.Canada,data.Both sexes,data.25 to 54 years,,37.06
2015,data.Canada,data.Both sexes,data.25 years and over,,30.43
2015,data.Canada,data.Both sexes,data.45 years and over,,25.61
2015,data.Canada,data.Both sexes,data.55 to 64 years,,24.89
2015,data.Canada,data.Both sexes,data.55 years and over,,18.61
2015,data.Canada,data.Both sexes,data.65 years and over,,8.48
2015,data.Canada,data.Females,data.15 to 24 years,,18.61
2015,data.Canada,data.Females,data.15 years and over,,25.71
2015,data.Canada,data.Females,data.25 to 44 years,,33.49
2015,data.Canada,data.Females,data.25 to 54 years,,33.58
2015,data.Canada,data.Females,data.25 years and over,,28.91
2015,data.Canada,data.Females,data.45 years and over,,25.19
2015,data.Canada,data.Females,data.55 to 64 years,,23.12
2015,data.Canada,data.Females,data.55 years and over,,18.54
2015,data.Canada,data.Females,data.65 years and over,,6.81
2015,data.Canada,data.Males,data.15 to 24 years,,20.24
2015,data.Canada,data.Males,data.15 years and over,,28.0
2015,data.Canada,data.Males,data.25 to 44 years,,47.11
2015,data.Canada,data.Males,data.25 to 54 years,,47.65
2015,data.Canada,data.Males,data.25 years and over,,34.01
2015,data.Canada,data.Males,data.45 years and over,,26.46
2015,data.Canada,data.Males,data.55 to 64 years,,28.75
2015,data.Canada,data.Males,data.55 years and over,,18.73
2015,data.Canada,data.Males,data.65 years and over,,8.26
2015,data.Manitoba,data.Both sexes,data.15 to 24 years,46,21.45
2015,data.Manitoba,data.Both sexes,data.15 years and over,46,24.45
2015,data.Manitoba,data.Both sexes,data.25 to 44 years,46,31.98
2015,data.Manitoba,data.Both sexes,data.25 to 54 years,46,32.66
2015,data.Manitoba,data.Both sexes,data.25 years and over,46,26.08
2015,data.Manitoba,data.Both sexes,data.45 years and over,46,21.52
2015,data.Manitoba,data.Both sexes,data.55 to 64 years,46,16.76
2015,data.Manitoba,data.Both sexes,data.55 years and over,46,13.95
2015,data.Manitoba,data.Both sexes,data.65 years and over,46,0.0
2015,data.Manitoba,data.Females,data.15 to 24 years,46,19.6
2015,data.Manitoba,data.Females,data.15 years and over,46,22.63
2015,data.Manitoba,data.Females,data.25 to 44 years,46,28.09
2015,data.Manitoba,data.Females,data.25 to 54 years,46,28.76
2015,data.Manitoba,data.Females,data.25 years and over,46,24.16
2015,data.Manitoba,data.Females,data.45 years and over,46,20.61
2015,data.Manitoba,data.Females,data.55 to 64 years,46,13.01
2015,data.Manitoba,data.Females,data.55 years and over,46,10.17
2015,data.Manitoba,data.Females,data.65 years and over,46,0.0
2015,data.Manitoba,data.Males,data.15 to 24 years,46,24.02
2015,data.Manitoba,data.Males,data.15 years and over,46,27.59
2015,data.Manitoba,data.Males,data.25 to 44 years,46,37.66
2015,data.Manitoba,data.Males,data.25 to 54 years,46,46.36
2015,data.Manitoba,data.Males,data.25 years and over,46,30.84
2015,data.Manitoba,data.Males,data.45 years and over,46,18.0
2015,data.Manitoba,data.Males,data.55 to 64 years,46,17.74
2015,data.Manitoba,data.Males,data.55 years and over,46,11.11
2015,data.Manitoba,data.Males,data.65 years and over,46,0.0
2015,data.New Brunswick,data.Both sexes,data.15 to 24 years,13,21.74
2015,data.New Brunswick,data.Both sexes,data.15 years and over,13,31.02
2015,data.New Brunswick,data.Both sexes,data.25 to 44 years,13,50.0
2015,data.New Brunswick,data.Both sexes,data.25 to 54 years,13,46.6
2015,data.New Brunswick,data.Both sexes,data.25 years and over,13,35.81
2015,data.New Brunswick,data.Both sexes,data.45 years and over,13,27.51
2015,data.New Brunswick,data.Both sexes,data.55 to 64 years,13,21.51
2015,data.New Brunswick,data.Both sexes,data.55 years and over,13,18.47
2015,data.New Brunswick,data.Both sexes,data.65 years and over,13,0.0
2015,data.New Brunswick,data.Females,data.15 to 24 years,13,9.17
2015,data.New Brunswick,data.Females,data.15 years and over,13,30.92
2015,data.New Brunswick,data.Females,data.25 to 44 years,13,47.47
2015,data.New Brunswick,data.Females,data.25 to 54 years,13,43.59
2015,data.New Brunswick,data.Females,data.25 years and over,13,36.0
2015,data.New Brunswick,data.Females,data.45 years and over,13,28.29
2015,data.New Brunswick,data.Females,data.55 to 64 years,13,16.92
2015,data.New Brunswick,data.Females,data.55 years and over,13,14.74
2015,data.New Brunswick,data.Females,data.65 years and over,13,0.0
2015,data.New Brunswick,data.Males,data.15 to 24 years,13,11.84
2015,data.New Brunswick,data.Males,data.15 years and over,13,30.69
2015,data.New Brunswick,data.Males,data.25 to 44 years,13,42.86
2015,data.New Brunswick,data.Males,data.25 to 54 years,13,39.22
2015,data.New Brunswick,data.Males,data.25 years and over,13,35.4
2015,data.New Brunswick,data.Males,data.45 years and over,13,18.18
2015,data.New Brunswick,data.Males,data.55 to 64 years,13,0.0
2015,data.New Brunswick,data.Males,data.55 years and over,13,9.68
2015,data.New Brunswick,data.Males,data.65 years and over,13,0.0
2015,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,10,16.42
2015,data.Newfoundland and Labrador,data.Both sexes,data.15 years and over,10,33.62
2015,data.Newfoundland and Labrador,data.Both sexes,data.25 to 44 years,10,46.24
2015,data.Newfoundland and Labrador,data.Both sexes,data.25 to 54 years,10,51.15
2015,data.Newfoundland and Labrador,data.Both sexes,data.25 years and over,10,42.4
2015,data.Newfoundland and Labrador,data.Both sexes,data.45 years and over,10,30.4
2015,data.Newfoundland and Labrador,data.Both sexes,data.55 to 64 years,10,22.81
2015,data.Newfoundland and Labrador,data.Both sexes,data.55 years and over,10,24.42
2015,data.Newfoundland and Labrador,data.Both sexes,data.65 years and over,10,0.0
2015,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,10,18.52
2015,data.Newfoundland and Labrador,data.Females,data.15 years and over,10,35.68
2015,data.Newfoundland and Labrador,data.Females,data.25 to 44 years,10,38.81
2015,data.Newfoundland and Labrador,data.Females,data.25 to 54 years,10,51.0
2015,data.Newfoundland and Labrador,data.Females,data.25 years and over,10,44.38
2015,data.Newfoundland and Labrador,data.Females,data.45 years and over,10,33.7
2015,data.Newfoundland and Labrador,data.Females,data.55 to 64 years,10,22.73
2015,data.Newfoundland and Labrador,data.Females,data.55 years and over,10,20.0
2015,data.Newfoundland and Labrador,data.Females,data.65 years and over,10,0.0
2015,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,10,0.0
2015,data.Newfoundland and Labrador,data.Males,data.15 years and over,10,23.64
2015,data.Newfoundland and Labrador,data.Males,data.25 to 44 years,10,28.0
2015,data.Newfoundland and Labrador,data.Males,data.25 to 54 years,10,45.16
2015,data.Newfoundland and Labrador,data.Males,data.25 years and over,10,33.33
2015,data.Newfoundland and Labrador,data.Males,data.45 years and over,10,15.62
2015,data.Newfoundland and Labrador,data.Males,data.55 to 64 years,10,0.0
2015,data.Newfoundland and Labrador,data.Males,data.55 years and over,10,0.0
2015,data.Newfoundland and Labrador,data.Males,data.65 years and over,10,0.0
2015,data.Nova Scotia,data.Both sexes,data.15 to 24 years,12,24.73
2015,data.Nova Scotia,data.Both sexes,data.15 years and over,12,30.7
2015,data.Nova Scotia,data.Both sexes,data.25 to 44 years,12,40.21
2015,data.Nova Scotia,data.Both sexes,data.25 to 54 years,12,41.21
2015,data.Nova Scotia,data.Both sexes,data.25 years and over,12,34.21
2015,data.Nova Scotia,data.Both sexes,data.45 years and over,12,30.77
2015,data.Nova Scotia,data.Both sexes,data.55 to 64 years,12,29.5
2015,data.Nova Scotia,data.Both sexes,data.55 years and over,12,22.37
2015,data.Nova Scotia,data.Both sexes,data.65 years and over,12,7.5
2015,data.Nova Scotia,data.Females,data.15 to 24 years,12,17.37
2015,data.Nova Scotia,data.Females,data.15 years and over,12,30.22
2015,data.Nova Scotia,data.Females,data.25 to 44 years,12,34.9
2015,data.Nova Scotia,data.Females,data.25 to 54 years,12,38.72
2015,data.Nova Scotia,data.Females,data.25 years and over,12,34.42
2015,data.Nova Scotia,data.Females,data.45 years and over,12,31.82
2015,data.Nova Scotia,data.Females,data.55 to 64 years,12,25.53
2015,data.Nova Scotia,data.Females,data.55 years and over,12,21.64
2015,data.Nova Scotia,data.Females,data.65 years and over,12,0.0
2015,data.Nova Scotia,data.Males,data.15 to 24 years,12,25.0
2015,data.Nova Scotia,data.Males,data.15 years and over,12,31.27
2015,data.Nova Scotia,data.Males,data.25 to 44 years,12,42.22
2015,data.Nova Scotia,data.Males,data.25 to 54 years,12,42.86
2015,data.Nova Scotia,data.Males,data.25 years and over,12,32.52
2015,data.Nova Scotia,data.Males,data.45 years and over,12,24.58
2015,data.Nova Scotia,data.Males,data.55 to 64 years,12,20.0
2015,data.Nova Scotia,data.Males,data.55 years and over,12,12.94
2015,data.Nova Scotia,data.Males,data.65 years and over,12,0.0
2015,data.Ontario,data.Both sexes,data.15 to 24 years,35,21.8
2015,data.Ontario,data.Both sexes,data.15 years and over,35,30.07
2015,data.Ontario,data.Both sexes,data.25 to 44 years,35,43.15
2015,data.Ontario,data.Both sexes,data.25 to 54 years,35,42.62
2015,data.Ontario,data.Both sexes,data.25 years and over,35,34.86
2015,data.Ontario,data.Both sexes,data.45 years and over,35,29.03
2015,data.Ontario,data.Both sexes,data.55 to 64 years,35,28.05
2015,data.Ontario,data.Both sexes,data.55 years and over,35,21.08
2015,data.Ontario,data.Both sexes,data.65 years and over,35,9.45
2015,data.Ontario,data.Females,data.15 to 24 years,35,21.6
2015,data.Ontario,data.Females,data.15 years and over,35,30.17
2015,data.Ontario,data.Females,data.25 to 44 years,35,40.95
2015,data.Ontario,data.Females,data.25 to 54 years,35,40.27
2015,data.Ontario,data.Females,data.25 years and over,35,34.22
2015,data.Ontario,data.Females,data.45 years and over,35,29.01
2015,data.Ontario,data.Females,data.55 to 64 years,35,26.77
2015,data.Ontario,data.Females,data.55 years and over,35,21.02
2015,data.Ontario,data.Females,data.65 years and over,35,6.74
2015,data.Ontario,data.Males,data.15 to 24 years,35,22.02
2015,data.Ontario,data.Males,data.15 years and over,35,29.91
2015,data.Ontario,data.Males,data.25 to 44 years,35,49.38
2015,data.Ontario,data.Males,data.25 to 54 years,35,49.66
2015,data.Ontario,data.Males,data.25 years and over,35,36.29
2015,data.Ontario,data.Males,data.45 years and over,35,29.08
2015,data.Ontario,data.Males,data.55 to 64 years,35,25.56
2015,data.Ontario,data.Males,data.55 years and over,35,21.19
2015,data.Ontario,data.Males,data.65 years and over,35,8.95
2015,data.Prince Edward Island,data.Both sexes,data.15 to 24 years,11,24.44
2015,data.Prince Edward Island,data.Both sexes,data.15 years and over,11,33.06
2015,data.Prince Edward Island,data.Both sexes,data.25 to 44 years,11,50.0
2015,data.Prince Edward Island,data.Both sexes,data.25 to 54 years,11,48.89
2015,data.Prince Edward Island,data.Both sexes,data.25 years and over,11,39.24
2015,data.Prince Edward Island,data.Both sexes,data.45 years and over,11,29.41
2015,data.Prince Edward Island,data.Both sexes,data.55 to 64 years,11,20.0
2015,data.Prince Edward Island,data.Both sexes,data.55 years and over,11,17.65
2015,data.Prince Edward Island,data.Both sexes,data.65 years and over,11,13.33
2015,data.Prince Edward Island,data.Females,data.15 to 24 years,11,19.23
2015,data.Prince Edward Island,data.Females,data.15 years and over,11,34.18
2015,data.Prince Edward Island,data.Females,data.25 to 44 years,11,35.0
2015,data.Prince Edward Island,data.Females,data.25 to 54 years,11,43.75
2015,data.Prince Edward Island,data.Females,data.25 years and over,11,35.85
2015,data.Prince Edward Island,data.Females,data.45 years and over,11,26.47
2015,data.Prince Edward Island,data.Females,data.55 to 64 years,11,20.0
2015,data.Prince Edward Island,data.Females,data.55 years and over,11,19.05
2015,data.Prince Edward Island,data.Females,data.65 years and over,11,0.0
2015,data.Prince Edward Island,data.Males,data.15 to 24 years,11,10.0
2015,data.Prince Edward Island,data.Males,data.15 years and over,11,28.89
2015,data.Prince Edward Island,data.Males,data.25 to 44 years,11,50.0
2015,data.Prince Edward Island,data.Males,data.25 to 54 years,11,46.15
2015,data.Prince Edward Island,data.Males,data.25 years and over,11,30.77
2015,data.Prince Edward Island,data.Males,data.45 years and over,11,17.65
2015,data.Prince Edward Island,data.Males,data.55 to 64 years,11,0.0
2015,data.Prince Edward Island,data.Males,data.55 years and over,11,15.38
2015,data.Prince Edward Island,data.Males,data.65 years and over,11,0.0
2015,data.Quebec,data.Both sexes,data.15 to 24 years,24,14.51
2015,data.Quebec,data.Both sexes,data.15 years and over,24,24.31
2015,data.Quebec,data.Both sexes,data.25 to 44 years,24,38.56
2015,data.Quebec,data.Both sexes,data.25 to 54 years,24,37.44
2015,data.Quebec,data.Both sexes,data.25 years and over,24,30.47
2015,data.Quebec,data.Both sexes,data.45 years and over,24,24.47
2015,data.Quebec,data.Both sexes,data.55 to 64 years,24,24.77
2015,data.Quebec,data.Both sexes,data.55 years and over,24,18.23
2015,data.Quebec,data.Both sexes,data.65 years and over,24,2.82
2015,data.Quebec,data.Females,data.15 to 24 years,24,13.01
2015,data.Quebec,data.Females,data.15 years and over,24,23.67
2015,data.Quebec,data.Females,data.25 to 44 years,24,35.83
2015,data.Quebec,data.Females,data.25 to 54 years,24,34.63
2015,data.Quebec,data.Females,data.25 years and over,24,29.39
2015,data.Quebec,data.Females,data.45 years and over,24,24.36
2015,data.Quebec,data.Females,data.55 to 64 years,24,22.21
2015,data.Quebec,data.Females,data.55 years and over,24,18.37
2015,data.Quebec,data.Females,data.65 years and over,24,0.0
2015,data.Quebec,data.Males,data.15 to 24 years,24,16.51
2015,data.Quebec,data.Males,data.15 years and over,24,25.49
2015,data.Quebec,data.Males,data.25 to 44 years,24,44.6
2015,data.Quebec,data.Males,data.25 to 54 years,24,44.62
2015,data.Quebec,data.Males,data.25 years and over,24,32.7
2015,data.Quebec,data.Males,data.45 years and over,24,24.59
2015,data.Quebec,data.Males,data.55 to 64 years,24,25.13
2015,data.Quebec,data.Males,data.55 years and over,24,15.18
2015,data.Quebec,data.Males,data.65 years and over,24,0.0
2015,data.Saskatchewan,data.Both sexes,data.15 to 24 years,47,14.83
2015,data.Saskatchewan,data.Both sexes,data.15 years and over,47,19.88
2015,data.Saskatchewan,data.Both sexes,data.25 to 44 years,47,29.93
2015,data.Saskatchewan,data.Both sexes,data.25 to 54 years,47,28.47
2015,data.Saskatchewan,data.Both sexes,data.25 years and over,47,22.17
2015,data.Saskatchewan,data.Both sexes,data.45 years and over,47,17.04
2015,data.Saskatchewan,data.Both sexes,data.55 to 64 years,47,14.37
2015,data.Saskatchewan,data.Both sexes,data.55 years and over,47,11.23
2015,data.Saskatchewan,data.Both sexes,data.65 years and over,47,5.41
2015,data.Saskatchewan,data.Females,data.15 to 24 years,47,12.5
2015,data.Saskatchewan,data.Females,data.15 years and over,47,18.58
2015,data.Saskatchewan,data.Females,data.25 to 44 years,47,23.66
2015,data.Saskatchewan,data.Females,data.25 to 54 years,47,23.44
2015,data.Saskatchewan,data.Females,data.25 years and over,47,19.41
2015,data.Saskatchewan,data.Females,data.45 years and over,47,15.3
2015,data.Saskatchewan,data.Females,data.55 to 64 years,47,10.32
2015,data.Saskatchewan,data.Females,data.55 years and over,47,8.7
2015,data.Saskatchewan,data.Females,data.65 years and over,47,0.0
2015,data.Saskatchewan,data.Males,data.15 to 24 years,47,7.58
2015,data.Saskatchewan,data.Males,data.15 years and over,47,22.4
2015,data.Saskatchewan,data.Males,data.25 to 44 years,47,44.26
2015,data.Saskatchewan,data.Males,data.25 to 54 years,47,41.67
2015,data.Saskatchewan,data.Males,data.25 years and over,47,25.95
2015,data.Saskatchewan,data.Males,data.45 years and over,47,16.94
2015,data.Saskatchewan,data.Males,data.55 to 64 years,47,14.58
2015,data.Saskatchewan,data.Males,data.55 years and over,47,9.9
2015,data.Saskatchewan,data.Males,data.65 years and over,47,0.0
2016,data.Alberta,data.Both sexes,data.15 to 24 years,48,20.58
2016,data.Alberta,data.Both sexes,data.15 years and over,48,27.02
2016,data.Alberta,data.Both sexes,data.25 to 44 years,48,32.93
2016,data.Alberta,data.Both sexes,data.25 to 54 years,48,34.51
2016,data.Alberta,data.Both sexes,data.25 years and over,48,29.88
2016,data.Alberta,data.Both sexes,data.45 years and over,48,27.28
2016,data.Alberta,data.Both sexes,data.55 to 64 years,48,25.5
2016,data.Alberta,data.Both sexes,data.55 years and over,48,19.56
2016,data.Alberta,data.Both sexes,data.65 years and over,48,6.94
2016,data.Alberta,data.Females,data.15 to 24 years,48,18.79
2016,data.Alberta,data.Females,data.15 years and over,48,23.45
2016,data.Alberta,data.Females,data.25 to 44 years,48,27.34
2016,data.Alberta,data.Females,data.25 to 54 years,48,28.1
2016,data.Alberta,data.Females,data.25 years and over,48,25.15
2016,data.Alberta,data.Females,data.45 years and over,48,22.9
2016,data.Alberta,data.Females,data.55 to 64 years,48,14.29
2016,data.Alberta,data.Females,data.55 years and over,48,12.48
2016,data.Alberta,data.Females,data.65 years and over,48,0.0
2016,data.Alberta,data.Males,data.15 to 24 years,48,20.35
2016,data.Alberta,data.Males,data.15 years and over,48,34.0
2016,data.Alberta,data.Males,data.25 to 44 years,48,48.46
2016,data.Alberta,data.Males,data.25 to 54 years,48,56.09
2016,data.Alberta,data.Males,data.25 years and over,48,41.76
2016,data.Alberta,data.Males,data.45 years and over,48,33.4
2016,data.Alberta,data.Males,data.55 to 64 years,48,32.59
2016,data.Alberta,data.Males,data.55 years and over,48,21.97
2016,data.Alberta,data.Males,data.65 years and over,48,0.0
2016,data.British Columbia,data.Both sexes,data.15 to 24 years,59,17.34
2016,data.British Columbia,data.Both sexes,data.15 years and over,59,22.07
2016,data.British Columbia,data.Both sexes,data.25 to 44 years,59,26.26
2016,data.British Columbia,data.Both sexes,data.25 to 54 years,59,28.48
2016,data.British Columbia,data.Both sexes,data.25 years and over,59,24.13
2016,data.British Columbia,data.Both sexes,data.45 years and over,59,22.66
2016,data.British Columbia,data.Both sexes,data.55 to 64 years,59,22.13
2016,data.British Columbia,data.Both sexes,data.55 years and over,59,16.36
2016,data.British Columbia,data.Both sexes,data.65 years and over,59,4.96
2016,data.British Columbia,data.Females,data.15 to 24 years,59,17.06
2016,data.British Columbia,data.Females,data.15 years and over,59,19.94
2016,data.British Columbia,data.Females,data.25 to 44 years,59,22.07
2016,data.British Columbia,data.Females,data.25 to 54 years,59,24.15
2016,data.British Columbia,data.Females,data.25 years and over,59,21.01
2016,data.British Columbia,data.Females,data.45 years and over,59,20.14
2016,data.British Columbia,data.Females,data.55 to 64 years,59,14.26
2016,data.British Columbia,data.Females,data.55 years and over,59,11.57
2016,data.British Columbia,data.Females,data.65 years and over,59,0.0
2016,data.British Columbia,data.Males,data.15 to 24 years,59,16.21
2016,data.British Columbia,data.Males,data.15 years and over,59,26.5
2016,data.British Columbia,data.Males,data.25 to 44 years,59,38.07
2016,data.British Columbia,data.Males,data.25 to 54 years,59,41.02
2016,data.British Columbia,data.Males,data.25 years and over,59,31.78
2016,data.British Columbia,data.Males,data.45 years and over,59,27.98
2016,data.British Columbia,data.Males,data.55 to 64 years,59,24.48
2016,data.British Columbia,data.Males,data.55 years and over,59,15.42
2016,data.British Columbia,data.Males,data.65 years and over,59,0.0
2016,data.Canada,data.Both sexes,data.15 to 24 years,,18.49
2016,data.Canada,data.Both sexes,data.25 to 44 years,,34.45
2016,data.Canada,data.Both sexes,data.25 to 54 years,,35.21
2016,data.Canada,data.Both sexes,data.25 years and over,,28.79
2016,data.Canada,data.Both sexes,data.45 years and over,,24.72
2016,data.Canada,data.Both sexes,data.55 to 64 years,,24.14
2016,data.Canada,data.Both sexes,data.55 years and over,,18.09
2016,data.Canada,data.Both sexes,data.65 years and over,,7.42
2016,data.Canada,data.Females,data.15 to 24 years,,17.66
2016,data.Canada,data.Females,data.15 years and over,,23.96
2016,data.Canada,data.Females,data.25 to 44 years,,30.48
2016,data.Canada,data.Females,data.25 to 54 years,,31.3
2016,data.Canada,data.Females,data.25 years and over,,26.71
2016,data.Canada,data.Females,data.45 years and over,,23.66
2016,data.Canada,data.Females,data.55 to 64 years,,22.0
2016,data.Canada,data.Females,data.55 years and over,,17.43
2016,data.Canada,data.Females,data.65 years and over,,5.34
2016,data.Canada,data.Males,data.15 to 24 years,,19.61
2016,data.Canada,data.Males,data.15 years and over,,27.63
2016,data.Canada,data.Males,data.25 to 44 years,,45.59
2016,data.Canada,data.Males,data.25 to 54 years,,46.32
2016,data.Canada,data.Males,data.25 years and over,,33.45
2016,data.Canada,data.Males,data.45 years and over,,26.76
2016,data.Canada,data.Males,data.55 to 64 years,,28.62
2016,data.Canada,data.Males,data.55 years and over,,19.15
2016,data.Canada,data.Males,data.65 years and over,,7.71
2016,data.Manitoba,data.Both sexes,data.15 to 24 years,46,22.3
2016,data.Manitoba,data.Both sexes,data.15 years and over,46,23.6
2016,data.Manitoba,data.Both sexes,data.25 to 44 years,46,31.62
2016,data.Manitoba,data.Both sexes,data.25 to 54 years,46,31.24
2016,data.Manitoba,data.Both sexes,data.25 years and over,46,24.42
2016,data.Manitoba,data.Both sexes,data.45 years and over,46,18.97
2016,data.Manitoba,data.Both sexes,data.55 to 64 years,46,11.48
2016,data.Manitoba,data.Both sexes,data.55 years and over,46,11.44
2016,data.Manitoba,data.Both sexes,data.65 years and over,46,0.0
2016,data.Manitoba,data.Females,data.15 to 24 years,46,20.46
2016,data.Manitoba,data.Females,data.15 years and over,46,22.37
2016,data.Manitoba,data.Females,data.25 to 44 years,46,28.57
2016,data.Manitoba,data.Females,data.25 to 54 years,46,28.08
2016,data.Manitoba,data.Females,data.25 years and over,46,23.26
2016,data.Manitoba,data.Females,data.45 years and over,46,18.67
2016,data.Manitoba,data.Females,data.55 to 64 years,46,10.57
2016,data.Manitoba,data.Females,data.55 years and over,46,7.87
2016,data.Manitoba,data.Females,data.65 years and over,46,0.0
2016,data.Manitoba,data.Males,data.15 to 24 years,46,22.73
2016,data.Manitoba,data.Males,data.15 years and over,46,26.39
2016,data.Manitoba,data.Males,data.25 to 44 years,46,34.78
2016,data.Manitoba,data.Males,data.25 to 54 years,46,40.94
2016,data.Manitoba,data.Males,data.25 years and over,46,27.34
2016,data.Manitoba,data.Males,data.45 years and over,46,16.46
2016,data.Manitoba,data.Males,data.55 to 64 years,46,13.33
2016,data.Manitoba,data.Males,data.55 years and over,46,8.53
2016,data.Manitoba,data.Males,data.65 years and over,46,0.0
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,13,20.51
2016,data.New Brunswick,data.Both sexes,data.15 years and over,13,27.23
2016,data.New Brunswick,data.Both sexes,data.25 to 44 years,13,40.15
2016,data.New Brunswick,data.Both sexes,data.25 to 54 years,13,37.96
2016,data.New Brunswick,data.Both sexes,data.25 years and over,13,30.61
2016,data.New Brunswick,data.Both sexes,data.45 years and over,13,25.1
2016,data.New Brunswick,data.Both sexes,data.55 to 64 years,13,20.0
2016,data.New Brunswick,data.Both sexes,data.55 years and over,13,16.67
2016,data.New Brunswick,data.Both sexes,data.65 years and over,13,9.68
2016,data.New Brunswick,data.Females,data.15 to 24 years,13,10.53
2016,data.New Brunswick,data.Females,data.15 years and over,13,25.97
2016,data.New Brunswick,data.Females,data.25 to 44 years,13,36.73
2016,data.New Brunswick,data.Females,data.25 to 54 years,13,33.73
2016,data.New Brunswick,data.Females,data.25 years and over,13,28.89
2016,data.New Brunswick,data.Females,data.45 years and over,13,24.42
2016,data.New Brunswick,data.Females,data.55 to 64 years,13,14.49
2016,data.New Brunswick,data.Females,data.55 years and over,13,11.76
2016,data.New Brunswick,data.Females,data.65 years and over,13,0.0
2016,data.New Brunswick,data.Males,data.15 to 24 years,13,11.25
2016,data.New Brunswick,data.Males,data.15 years and over,13,29.26
2016,data.New Brunswick,data.Males,data.25 to 44 years,13,24.24
2016,data.New Brunswick,data.Males,data.25 to 54 years,13,37.5
2016,data.New Brunswick,data.Males,data.25 years and over,13,30.56
2016,data.New Brunswick,data.Males,data.45 years and over,13,17.33
2016,data.New Brunswick,data.Males,data.55 to 64 years,13,16.67
2016,data.New Brunswick,data.Males,data.55 years and over,13,13.11
2016,data.New Brunswick,data.Males,data.65 years and over,13,0.0
