Year,Géographie,Type de matières récupérées,Sources des matières préparées en vue du recyclage,GeoCode,Value
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières résidentielles récupérées,11,3.980037817
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières non résidentielles récupérées,11,5.269520474
2020,Île-du-Prince-Édouard,Métaux mélangés,Toutes les sources des matières récupérées,11,11.40076253
2020,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières résidentielles récupérées,11,4.33340566
2020,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières non résidentielles récupérées,11,7.067356871
2020,Île-du-Prince-Édouard,Électroménagers,Toutes les sources des matières récupérées,11,38.63488423
2020,Île-du-Prince-Édouard,Électroménagers,Sources des matières résidentielles récupérées,11,14.6802641
2020,Île-du-Prince-Édouard,Électroménagers,Sources des matières non résidentielles récupérées,11,23.95462013
2020,Île-du-Prince-Édouard,Matériel électronique,Toutes les sources des matières récupérées,11,2.58516475
2020,Île-du-Prince-Édouard,Matériel électronique,Sources des matières résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Matériel électronique,Sources des matières non résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Matières plastiques,Toutes les sources des matières récupérées,11,6.559003131
2020,Île-du-Prince-Édouard,Matières plastiques,Sources des matières résidentielles récupérées,11,2.492173212
2020,Île-du-Prince-Édouard,Matières plastiques,Sources des matières non résidentielles récupérées,11,4.066829918
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Textiles,Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,Textiles,Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Textiles,Sources des matières non résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Pneus,Toutes les sources des matières récupérées,11,15.2692105
2020,Île-du-Prince-Édouard,Pneus,Sources des matières résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Pneus,Sources des matières non résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Matières organiques,Toutes les sources des matières récupérées,11,133.8334212
2020,Île-du-Prince-Édouard,Matières organiques,Sources des matières résidentielles récupérées,11,108.8248969
2020,Île-du-Prince-Édouard,Matières organiques,Sources des matières non résidentielles récupérées,11,25.00852422
2020,Île-du-Prince-Édouard,Autres matières,Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,Autres matières,Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Autres matières,Sources des matières non résidentielles récupérées,11,0.0
2020,Nouvelle-Écosse,Toutes les matières,Toutes les sources des matières récupérées,12,309.9865436
2020,Nouvelle-Écosse,Toutes les matières,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Toutes les matières,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,12,72.53606277
2020,Nouvelle-Écosse,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,12,44.39075025
2020,Nouvelle-Écosse,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,12,28.14531253
2020,Nouvelle-Écosse,Verre,Toutes les sources des matières récupérées,12,4.354730766
2020,Nouvelle-Écosse,Verre,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Verre,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Métaux ferreux,Toutes les sources des matières récupérées,12,4.83858974
2020,Nouvelle-Écosse,Métaux ferreux,Sources des matières résidentielles récupérées,12,4.668475111
2020,Nouvelle-Écosse,Métaux ferreux,Sources des matières non résidentielles récupérées,12,0.170114629
2020,Nouvelle-Écosse,Cuivre et aluminium,Toutes les sources des matières récupérées,12,1.394532495
2020,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières résidentielles récupérées,12,1.342581321
2020,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières non résidentielles récupérées,12,0.051951174
2020,Nouvelle-Écosse,Métaux mélangés,Toutes les sources des matières récupérées,12,1.933398595
2020,Nouvelle-Écosse,Métaux mélangés,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Métaux mélangés,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Électroménagers,Toutes les sources des matières récupérées,12,1.107273063
2020,Nouvelle-Écosse,Électroménagers,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Électroménagers,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Matériel électronique,Toutes les sources des matières récupérées,12,2.628118216
2020,Nouvelle-Écosse,Matériel électronique,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Matériel électronique,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Matières plastiques,Toutes les sources des matières récupérées,12,13.85160911
2020,Nouvelle-Écosse,Matières plastiques,Sources des matières résidentielles récupérées,12,10.24354914
2020,Nouvelle-Écosse,Matières plastiques,Sources des matières non résidentielles récupérées,12,3.60907862
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,12,3.256625557
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,12,3.194487879
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,12,0.062137679
2020,Nouvelle-Écosse,Textiles,Toutes les sources des matières récupérées,12,
2020,Nouvelle-Écosse,Textiles,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Textiles,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Pneus,Toutes les sources des matières récupérées,12,15.05259802
2020,Nouvelle-Écosse,Pneus,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Pneus,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,12,47.07081964
2020,Nouvelle-Écosse,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Matières organiques,Toutes les sources des matières récupérées,12,141.8440222
2020,Nouvelle-Écosse,Matières organiques,Sources des matières résidentielles récupérées,12,89.08403968
2020,Nouvelle-Écosse,Matières organiques,Sources des matières non résidentielles récupérées,12,52.76100117
2020,Nouvelle-Écosse,Autres matières,Toutes les sources des matières récupérées,12,
2020,Nouvelle-Écosse,Autres matières,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Autres matières,Sources des matières non résidentielles récupérées,12,
2020,Nouveau-Brunswick,Toutes les matières,Toutes les sources des matières récupérées,13,212.2348007
2020,Nouveau-Brunswick,Toutes les matières,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Toutes les matières,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,13,45.31696203
2020,Nouveau-Brunswick,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,13,23.14060353
2020,Nouveau-Brunswick,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,13,22.1763585
2020,Nouveau-Brunswick,Verre,Toutes les sources des matières récupérées,13,
2020,Nouveau-Brunswick,Verre,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Verre,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux ferreux,Toutes les sources des matières récupérées,13,2.154544851
2020,Nouveau-Brunswick,Métaux ferreux,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux ferreux,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Cuivre et aluminium,Toutes les sources des matières récupérées,13,
2020,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux mélangés,Toutes les sources des matières récupérées,13,1.191576968
2020,Nouveau-Brunswick,Métaux mélangés,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux mélangés,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Électroménagers,Toutes les sources des matières récupérées,13,
2020,Nouveau-Brunswick,Électroménagers,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Électroménagers,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matériel électronique,Toutes les sources des matières récupérées,13,1.201794134
2020,Nouveau-Brunswick,Matériel électronique,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matériel électronique,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matières plastiques,Toutes les sources des matières récupérées,13,7.153293248
2020,Nouveau-Brunswick,Matières plastiques,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matières plastiques,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,13,0.598981349
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Textiles,Toutes les sources des matières récupérées,13,0.0
2020,Nouveau-Brunswick,Textiles,Sources des matières résidentielles récupérées,13,0.0
2020,Nouveau-Brunswick,Textiles,Sources des matières non résidentielles récupérées,13,0.0
2020,Nouveau-Brunswick,Pneus,Toutes les sources des matières récupérées,13,15.14183981
2020,Nouveau-Brunswick,Pneus,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Pneus,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,13,13.77273958
2020,Nouveau-Brunswick,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,13,3.876137298
2020,Nouveau-Brunswick,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,13,9.896602281
2020,Nouveau-Brunswick,Matières organiques,Toutes les sources des matières récupérées,13,108.5088557
2020,Nouveau-Brunswick,Matières organiques,Sources des matières résidentielles récupérées,13,34.22495134
2020,Nouveau-Brunswick,Matières organiques,Sources des matières non résidentielles récupérées,13,74.28390439
2020,Nouveau-Brunswick,Autres matières,Toutes les sources des matières récupérées,13,8.541550659
2020,Nouveau-Brunswick,Autres matières,Sources des matières résidentielles récupérées,13,8.541550659
2020,Nouveau-Brunswick,Autres matières,Sources des matières non résidentielles récupérées,13,0.0
2020,Québec,Toutes les matières,Toutes les sources des matières récupérées,24,305.0081064
2020,Québec,Toutes les matières,Sources des matières résidentielles récupérées,24,
2020,Québec,Toutes les matières,Sources des matières non résidentielles récupérées,24,
2020,Québec,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,24,122.4817075
2020,Québec,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,24,59.55766828
2020,Québec,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,24,62.9240392
2020,Québec,Verre,Toutes les sources des matières récupérées,24,9.781504198
2020,Québec,Verre,Sources des matières résidentielles récupérées,24,6.284895113
2020,Québec,Verre,Sources des matières non résidentielles récupérées,24,3.496609086
2020,Québec,Métaux ferreux,Toutes les sources des matières récupérées,24,45.02008081
2020,Québec,Métaux ferreux,Sources des matières résidentielles récupérées,24,4.248655789
2020,Québec,Métaux ferreux,Sources des matières non résidentielles récupérées,24,40.77142502
2020,Québec,Cuivre et aluminium,Toutes les sources des matières récupérées,24,0.260243138
2020,Québec,Cuivre et aluminium,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Cuivre et aluminium,Sources des matières non résidentielles récupérées,24,0.260243138
2020,Québec,Métaux mélangés,Toutes les sources des matières récupérées,24,0.232143409
2020,Québec,Métaux mélangés,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Métaux mélangés,Sources des matières non résidentielles récupérées,24,0.232143409
2020,Québec,Électroménagers,Toutes les sources des matières récupérées,24,0.0
2020,Québec,Électroménagers,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Électroménagers,Sources des matières non résidentielles récupérées,24,0.0
2020,Québec,Matériel électronique,Toutes les sources des matières récupérées,24,2.03763848
2020,Québec,Matériel électronique,Sources des matières résidentielles récupérées,24,
2020,Québec,Matériel électronique,Sources des matières non résidentielles récupérées,24,
2020,Québec,Matières plastiques,Toutes les sources des matières récupérées,24,13.16443181
2020,Québec,Matières plastiques,Sources des matières résidentielles récupérées,24,6.762590515
2020,Québec,Matières plastiques,Sources des matières non résidentielles récupérées,24,6.40184129
2020,Québec,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,24,0.0
2020,Québec,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,24,0.0
2020,Québec,Textiles,Toutes les sources des matières récupérées,24,6.777631449
2020,Québec,Textiles,Sources des matières résidentielles récupérées,24,6.777631449
2020,Québec,Textiles,Sources des matières non résidentielles récupérées,24,0.0
2020,Québec,Pneus,Toutes les sources des matières récupérées,24,10.95726218
2020,Québec,Pneus,Sources des matières résidentielles récupérées,24,
2020,Québec,Pneus,Sources des matières non résidentielles récupérées,24,
2020,Québec,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,24,31.24783204
2020,Québec,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,24,0.0
2020,Québec,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,24,31.24783204
2020,Québec,Matières organiques,Toutes les sources des matières récupérées,24,63.04763137
2020,Québec,Matières organiques,Sources des matières résidentielles récupérées,24,58.00285545
2020,Québec,Matières organiques,Sources des matières non résidentielles récupérées,24,5.044775928
2020,Québec,Autres matières,Toutes les sources des matières récupérées,24,0.0
2020,Québec,Autres matières,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Autres matières,Sources des matières non résidentielles récupérées,24,0.0
2020,Ontario,Toutes les matières,Toutes les sources des matières récupérées,35,235.3255346
2020,Ontario,Toutes les matières,Sources des matières résidentielles récupérées,35,
2020,Ontario,Toutes les matières,Sources des matières non résidentielles récupérées,35,
2020,Ontario,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,35,90.90975146
2020,Ontario,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,35,43.24521585
2020,Ontario,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,35,47.66453561
2020,Ontario,Verre,Toutes les sources des matières récupérées,35,8.717425521
2020,Ontario,Verre,Sources des matières résidentielles récupérées,35,5.956055206
2020,Ontario,Verre,Sources des matières non résidentielles récupérées,35,2.761370314
2020,Ontario,Métaux ferreux,Toutes les sources des matières récupérées,35,8.183472767
2020,Ontario,Métaux ferreux,Sources des matières résidentielles récupérées,35,3.833553963
2020,Ontario,Métaux ferreux,Sources des matières non résidentielles récupérées,35,4.349918804
2020,Ontario,Cuivre et aluminium,Toutes les sources des matières récupérées,35,1.473446121
2020,Ontario,Cuivre et aluminium,Sources des matières résidentielles récupérées,35,1.066615275
2020,Ontario,Cuivre et aluminium,Sources des matières non résidentielles récupérées,35,0.406830847
2020,Ontario,Métaux mélangés,Toutes les sources des matières récupérées,35,2.623790729
2020,Ontario,Métaux mélangés,Sources des matières résidentielles récupérées,35,1.4839038
2020,Ontario,Métaux mélangés,Sources des matières non résidentielles récupérées,35,1.139954836
2020,Ontario,Électroménagers,Toutes les sources des matières récupérées,35,0.84204682
2020,Ontario,Électroménagers,Sources des matières résidentielles récupérées,35,0.616663482
2020,Ontario,Électroménagers,Sources des matières non résidentielles récupérées,35,0.225383338
2020,Ontario,Matériel électronique,Toutes les sources des matières récupérées,35,3.116659747
2020,Ontario,Matériel électronique,Sources des matières résidentielles récupérées,35,
2020,Ontario,Matériel électronique,Sources des matières non résidentielles récupérées,35,
2020,Ontario,Matières plastiques,Toutes les sources des matières récupérées,35,8.143475543
2020,Ontario,Matières plastiques,Sources des matières résidentielles récupérées,35,6.127384571
2020,Ontario,Matières plastiques,Sources des matières non résidentielles récupérées,35,2.016090971
2020,Ontario,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,35,0.498573206
2020,Ontario,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,35,0.395354564
2020,Ontario,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,35,0.103218642
2020,Ontario,Textiles,Toutes les sources des matières récupérées,35,0.179410298
2020,Ontario,Textiles,Sources des matières résidentielles récupérées,35,0.177508902
2020,Ontario,Textiles,Sources des matières non résidentielles récupérées,35,0.001901396
2020,Ontario,Pneus,Toutes les sources des matières récupérées,35,8.283024431
2020,Ontario,Pneus,Sources des matières résidentielles récupérées,35,
2020,Ontario,Pneus,Sources des matières non résidentielles récupérées,35,
2020,Ontario,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,35,11.19684596
2020,Ontario,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,35,6.019751974
2020,Ontario,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,35,5.17709399
2020,Ontario,Matières organiques,Toutes les sources des matières récupérées,35,88.94316469
2020,Ontario,Matières organiques,Sources des matières résidentielles récupérées,35,77.5093912
2020,Ontario,Matières organiques,Sources des matières non résidentielles récupérées,35,11.43377349
2020,Ontario,Autres matières,Toutes les sources des matières récupérées,35,2.214379416
2020,Ontario,Autres matières,Sources des matières résidentielles récupérées,35,1.511406135
2020,Ontario,Autres matières,Sources des matières non résidentielles récupérées,35,0.702973281
2020,Manitoba,Toutes les matières,Toutes les sources des matières récupérées,46,160.1615493
2020,Manitoba,Toutes les matières,Sources des matières résidentielles récupérées,46,
2020,Manitoba,Toutes les matières,Sources des matières non résidentielles récupérées,46,
2020,Manitoba,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,46,59.68455411
2020,Manitoba,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,46,28.5298517
2020,Manitoba,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,46,31.15470241
2020,Manitoba,Verre,Toutes les sources des matières récupérées,46,7.279576313
2020,Manitoba,Verre,Sources des matières résidentielles récupérées,46,5.398988903
2020,Manitoba,Verre,Sources des matières non résidentielles récupérées,46,1.88058741
2020,Manitoba,Métaux ferreux,Toutes les sources des matières récupérées,46,15.49111232
2020,Manitoba,Métaux ferreux,Sources des matières résidentielles récupérées,46,2.135680577
2020,Manitoba,Métaux ferreux,Sources des matières non résidentielles récupérées,46,13.35543175
2020,Manitoba,Cuivre et aluminium,Toutes les sources des matières récupérées,46,2.955312315
2020,Manitoba,Cuivre et aluminium,Sources des matières résidentielles récupérées,46,1.418231045
2020,Manitoba,Cuivre et aluminium,Sources des matières non résidentielles récupérées,46,1.53708127
2020,Manitoba,Métaux mélangés,Toutes les sources des matières récupérées,46,3.379259766
2020,Manitoba,Métaux mélangés,Sources des matières résidentielles récupérées,46,
2020,Manitoba,Métaux mélangés,Sources des matières non résidentielles récupérées,46,
2020,Manitoba,Électroménagers,Toutes les sources des matières récupérées,46,2.264676553
2020,Manitoba,Électroménagers,Sources des matières résidentielles récupérées,46,
2020,Manitoba,Électroménagers,Sources des matières non résidentielles récupérées,46,
2020,Manitoba,Matériel électronique,Toutes les sources des matières récupérées,46,2.017555048
2020,Manitoba,Matériel électronique,Sources des matières résidentielles récupérées,46,
2020,Manitoba,Matériel électronique,Sources des matières non résidentielles récupérées,46,
2020,Manitoba,Matières plastiques,Toutes les sources des matières récupérées,46,5.786701529
2020,Manitoba,Matières plastiques,Sources des matières résidentielles récupérées,46,4.191644539
2020,Manitoba,Matières plastiques,Sources des matières non résidentielles récupérées,46,1.59505699
2020,Manitoba,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,46,0.998631773
2020,Manitoba,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,46,
2020,Manitoba,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,46,
2020,Manitoba,Textiles,Toutes les sources des matières récupérées,46,0.0
2020,Manitoba,Textiles,Sources des matières résidentielles récupérées,46,0.0
2020,Manitoba,Textiles,Sources des matières non résidentielles récupérées,46,0.0
2020,Manitoba,Pneus,Toutes les sources des matières récupérées,46,12.89814826
2020,Manitoba,Pneus,Sources des matières résidentielles récupérées,46,
2020,Manitoba,Pneus,Sources des matières non résidentielles récupérées,46,
2020,Manitoba,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,46,1.514615679
2020,Manitoba,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,46,
2020,Manitoba,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,46,
2020,Manitoba,Matières organiques,Toutes les sources des matières récupérées,46,41.17290679
2020,Manitoba,Matières organiques,Sources des matières résidentielles récupérées,46,26.06515891
2020,Manitoba,Matières organiques,Sources des matières non résidentielles récupérées,46,15.10774788
2020,Manitoba,Autres matières,Toutes les sources des matières récupérées,46,4.719223589
2020,Manitoba,Autres matières,Sources des matières résidentielles récupérées,46,3.051696949
2020,Manitoba,Autres matières,Sources des matières non résidentielles récupérées,46,1.66752664
2020,Saskatchewan,Toutes les matières,Toutes les sources des matières récupérées,47,171.7986163
2020,Saskatchewan,Toutes les matières,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Toutes les matières,Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,47,40.57559524
2020,Saskatchewan,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,47,29.88119311
2020,Saskatchewan,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,47,10.69440213
2020,Saskatchewan,Verre,Toutes les sources des matières récupérées,47,
2020,Saskatchewan,Verre,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Verre,Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,Métaux ferreux,Toutes les sources des matières récupérées,47,31.12942492
2020,Saskatchewan,Métaux ferreux,Sources des matières résidentielles récupérées,47,3.730269918
2020,Saskatchewan,Métaux ferreux,Sources des matières non résidentielles récupérées,47,27.399155
2020,Saskatchewan,Cuivre et aluminium,Toutes les sources des matières récupérées,47,6.018836336
2020,Saskatchewan,Cuivre et aluminium,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Cuivre et aluminium,Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,Métaux mélangés,Toutes les sources des matières récupérées,47,1.227866372
2020,Saskatchewan,Métaux mélangés,Sources des matières résidentielles récupérées,47,0.905413558
2020,Saskatchewan,Métaux mélangés,Sources des matières non résidentielles récupérées,47,0.322452814
2020,Saskatchewan,Électroménagers,Toutes les sources des matières récupérées,47,1.232957732
2020,Saskatchewan,Électroménagers,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Électroménagers,Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,Matériel électronique,Toutes les sources des matières récupérées,47,1.449340542
2020,Saskatchewan,Matériel électronique,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Matériel électronique,Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,Matières plastiques,Toutes les sources des matières récupérées,47,5.663289681
2020,Saskatchewan,Matières plastiques,Sources des matières résidentielles récupérées,47,5.320471426
2020,Saskatchewan,Matières plastiques,Sources des matières non résidentielles récupérées,47,0.343666815
2020,Saskatchewan,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,47,
2020,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,Textiles,Toutes les sources des matières récupérées,47,0.0
2020,Saskatchewan,Textiles,Sources des matières résidentielles récupérées,47,0.0
2020,Saskatchewan,Textiles,Sources des matières non résidentielles récupérées,47,0.0
2020,Saskatchewan,Pneus,Toutes les sources des matières récupérées,47,36.73416396
2020,Saskatchewan,Pneus,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Pneus,Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,47,
2020,Saskatchewan,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,47,
2020,Saskatchewan,Matières organiques,Toutes les sources des matières récupérées,47,34.40995802
2020,Saskatchewan,Matières organiques,Sources des matières résidentielles récupérées,47,29.50528101
2020,Saskatchewan,Matières organiques,Sources des matières non résidentielles récupérées,47,4.904677008
2020,Saskatchewan,Autres matières,Toutes les sources des matières récupérées,47,
2020,Saskatchewan,Autres matières,Sources des matières résidentielles récupérées,47,
2020,Saskatchewan,Autres matières,Sources des matières non résidentielles récupérées,47,
2020,Alberta,Toutes les matières,Toutes les sources des matières récupérées,48,214.7299715
2020,Alberta,Toutes les matières,Sources des matières résidentielles récupérées,48,
2020,Alberta,Toutes les matières,Sources des matières non résidentielles récupérées,48,
2020,Alberta,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,48,60.97903358
2020,Alberta,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,48,11.17037631
2020,Alberta,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,48,49.80865727
2020,Alberta,Verre,Toutes les sources des matières récupérées,48,14.37119539
2020,Alberta,Verre,Sources des matières résidentielles récupérées,48,11.21339503
2020,Alberta,Verre,Sources des matières non résidentielles récupérées,48,3.157800358
2020,Alberta,Métaux ferreux,Toutes les sources des matières récupérées,48,12.39844752
2020,Alberta,Métaux ferreux,Sources des matières résidentielles récupérées,48,0.617431819
2020,Alberta,Métaux ferreux,Sources des matières non résidentielles récupérées,48,11.78124212
2020,Alberta,Cuivre et aluminium,Toutes les sources des matières récupérées,48,4.497946649
2020,Alberta,Cuivre et aluminium,Sources des matières résidentielles récupérées,48,3.530025481
2020,Alberta,Cuivre et aluminium,Sources des matières non résidentielles récupérées,48,0.967921168
2020,Alberta,Métaux mélangés,Toutes les sources des matières récupérées,48,4.310022773
2020,Alberta,Métaux mélangés,Sources des matières résidentielles récupérées,48,1.424145999
2020,Alberta,Métaux mélangés,Sources des matières non résidentielles récupérées,48,2.885650359
2020,Alberta,Électroménagers,Toutes les sources des matières récupérées,48,3.295913086
2020,Alberta,Électroménagers,Sources des matières résidentielles récupérées,48,2.46791596
2020,Alberta,Électroménagers,Sources des matières non résidentielles récupérées,48,0.827770711
2020,Alberta,Matériel électronique,Toutes les sources des matières récupérées,48,1.947163051
2020,Alberta,Matériel électronique,Sources des matières résidentielles récupérées,48,
2020,Alberta,Matériel électronique,Sources des matières non résidentielles récupérées,48,
2020,Alberta,Matières plastiques,Toutes les sources des matières récupérées,48,8.93453502
2020,Alberta,Matières plastiques,Sources des matières résidentielles récupérées,48,5.879753172
2020,Alberta,Matières plastiques,Sources des matières non résidentielles récupérées,48,3.054781848
