Year,Géographie,Groupe d'âge,Genre,GeoCode,Value
2015,Nouvelle-Écosse,"Total, 15 à 29 ans",Hommes+,12,14.0
2015,Nouvelle-Écosse,"Total, 15 à 29 ans",Femmes+,12,12.0
2015,Nouvelle-Écosse,15 à 19 ans,Total - Genre,12,9.0
2015,Nouvelle-Écosse,15 à 19 ans,Hommes+,12,11.0
2015,Nouvelle-Écosse,15 à 19 ans,Femmes+,12,6.0
2015,Nouvelle-Écosse,15 à 24 ans,Total - Genre,12,11.0
2015,Nouvelle-Écosse,15 à 24 ans,Hommes+,12,13.0
2015,Nouvelle-Écosse,15 à 24 ans,Femmes+,12,10.0
2015,Nouvelle-Écosse,18 à 24 ans,Total - Genre,12,15.0
2015,Nouvelle-Écosse,18 à 24 ans,Hommes+,12,16.0
2015,Nouvelle-Écosse,18 à 24 ans,Femmes+,12,13.0
2015,Nouvelle-Écosse,20 à 24 ans,Total - Genre,12,14.0
2015,Nouvelle-Écosse,20 à 24 ans,Hommes+,12,14.0
2015,Nouvelle-Écosse,20 à 24 ans,Femmes+,12,13.0
2015,Nouvelle-Écosse,25 à 29 ans,Total - Genre,12,17.0
2015,Nouvelle-Écosse,25 à 29 ans,Hommes+,12,17.0
2015,Nouvelle-Écosse,25 à 29 ans,Femmes+,12,17.0
2015,Nouveau-Brunswick,"Total, 15 à 29 ans",Total - Genre,13,16.0
2015,Nouveau-Brunswick,"Total, 15 à 29 ans",Hommes+,13,18.0
2015,Nouveau-Brunswick,"Total, 15 à 29 ans",Femmes+,13,13.0
2015,Nouveau-Brunswick,15 à 19 ans,Total - Genre,13,8.0
2015,Nouveau-Brunswick,15 à 19 ans,Hommes+,13,10.0
2015,Nouveau-Brunswick,15 à 19 ans,Femmes+,13,6.0
2015,Nouveau-Brunswick,15 à 24 ans,Total - Genre,13,14.0
2015,Nouveau-Brunswick,15 à 24 ans,Hommes+,13,17.0
2015,Nouveau-Brunswick,15 à 24 ans,Femmes+,13,10.0
2015,Nouveau-Brunswick,18 à 24 ans,Total - Genre,13,18.0
2015,Nouveau-Brunswick,18 à 24 ans,Hommes+,13,23.0
2015,Nouveau-Brunswick,18 à 24 ans,Femmes+,13,13.0
2015,Nouveau-Brunswick,20 à 24 ans,Total - Genre,13,19.0
2015,Nouveau-Brunswick,20 à 24 ans,Hommes+,13,24.0
2015,Nouveau-Brunswick,20 à 24 ans,Femmes+,13,14.0
2015,Nouveau-Brunswick,25 à 29 ans,Total - Genre,13,19.0
2015,Nouveau-Brunswick,25 à 29 ans,Hommes+,13,20.0
2015,Nouveau-Brunswick,25 à 29 ans,Femmes+,13,19.0
2015,Québec,"Total, 15 à 29 ans",Total - Genre,24,13.0
2015,Québec,"Total, 15 à 29 ans",Hommes+,24,15.0
2015,Québec,"Total, 15 à 29 ans",Femmes+,24,11.0
2015,Québec,15 à 19 ans,Total - Genre,24,7.0
2015,Québec,15 à 19 ans,Hommes+,24,9.0
2015,Québec,15 à 19 ans,Femmes+,24,5.0
2015,Québec,15 à 24 ans,Total - Genre,24,11.0
2015,Québec,15 à 24 ans,Hommes+,24,13.0
2015,Québec,15 à 24 ans,Femmes+,24,9.0
2015,Québec,18 à 24 ans,Total - Genre,24,13.0
2015,Québec,18 à 24 ans,Hommes+,24,16.0
2015,Québec,18 à 24 ans,Femmes+,24,11.0
2015,Québec,20 à 24 ans,Total - Genre,24,14.0
2015,Québec,20 à 24 ans,Hommes+,24,17.0
2015,Québec,20 à 24 ans,Femmes+,24,11.0
2015,Québec,25 à 29 ans,Total - Genre,24,17.0
2015,Québec,25 à 29 ans,Hommes+,24,18.0
2015,Québec,25 à 29 ans,Femmes+,24,16.0
2015,Ontario,"Total, 15 à 29 ans",Total - Genre,35,13.0
2015,Ontario,"Total, 15 à 29 ans",Hommes+,35,13.0
2015,Ontario,"Total, 15 à 29 ans",Femmes+,35,12.0
2015,Ontario,15 à 19 ans,Total - Genre,35,6.0
2015,Ontario,15 à 19 ans,Hommes+,35,6.0
2015,Ontario,15 à 19 ans,Femmes+,35,5.0
2015,Ontario,15 à 24 ans,Total - Genre,35,10.0
2015,Ontario,15 à 24 ans,Hommes+,35,11.0
2015,Ontario,15 à 24 ans,Femmes+,35,9.0
2015,Ontario,18 à 24 ans,Total - Genre,35,12.0
2015,Ontario,18 à 24 ans,Hommes+,35,14.0
2015,Ontario,18 à 24 ans,Femmes+,35,10.0
2015,Ontario,20 à 24 ans,Total - Genre,35,14.0
2015,Ontario,20 à 24 ans,Hommes+,35,16.0
2015,Ontario,20 à 24 ans,Femmes+,35,11.0
2015,Ontario,25 à 29 ans,Total - Genre,35,17.0
2015,Ontario,25 à 29 ans,Hommes+,35,17.0
2015,Ontario,25 à 29 ans,Femmes+,35,18.0
2015,Manitoba,"Total, 15 à 29 ans",Total - Genre,46,12.0
2015,Manitoba,"Total, 15 à 29 ans",Hommes+,46,10.0
2015,Manitoba,"Total, 15 à 29 ans",Femmes+,46,14.0
2015,Manitoba,15 à 19 ans,Total - Genre,46,6.0
2015,Manitoba,15 à 19 ans,Hommes+,46,6.0
2015,Manitoba,15 à 19 ans,Femmes+,46,6.0
2015,Manitoba,15 à 24 ans,Total - Genre,46,10.0
2015,Manitoba,15 à 24 ans,Hommes+,46,9.0
2015,Manitoba,15 à 24 ans,Femmes+,46,12.0
2015,Manitoba,18 à 24 ans,Total - Genre,46,14.0
2015,Manitoba,18 à 24 ans,Hommes+,46,12.0
2015,Manitoba,18 à 24 ans,Femmes+,46,15.0
2015,Manitoba,20 à 24 ans,Total - Genre,46,14.0
2015,Manitoba,20 à 24 ans,Hommes+,46,12.0
2015,Manitoba,20 à 24 ans,Femmes+,46,17.0
2015,Manitoba,25 à 29 ans,Total - Genre,46,14.0
2015,Manitoba,25 à 29 ans,Hommes+,46,10.0
2015,Manitoba,25 à 29 ans,Femmes+,46,18.0
2015,Saskatchewan,"Total, 15 à 29 ans",Total - Genre,47,13.0
2015,Saskatchewan,"Total, 15 à 29 ans",Hommes+,47,11.0
2015,Saskatchewan,"Total, 15 à 29 ans",Femmes+,47,15.0
2015,Saskatchewan,15 à 19 ans,Total - Genre,47,6.0
2015,Saskatchewan,15 à 19 ans,Hommes+,47,5.0
2015,Saskatchewan,15 à 19 ans,Femmes+,47,7.0
2015,Saskatchewan,15 à 24 ans,Total - Genre,47,11.0
2015,Saskatchewan,15 à 24 ans,Hommes+,47,10.0
2015,Saskatchewan,15 à 24 ans,Femmes+,47,13.0
2015,Saskatchewan,18 à 24 ans,Total - Genre,47,14.0
2015,Saskatchewan,18 à 24 ans,Hommes+,47,13.0
2015,Saskatchewan,18 à 24 ans,Femmes+,47,15.0
2015,Saskatchewan,20 à 24 ans,Total - Genre,47,16.0
2015,Saskatchewan,20 à 24 ans,Hommes+,47,14.0
2015,Saskatchewan,20 à 24 ans,Femmes+,47,17.0
2015,Saskatchewan,25 à 29 ans,Total - Genre,47,16.0
2015,Saskatchewan,25 à 29 ans,Hommes+,47,12.0
2015,Saskatchewan,25 à 29 ans,Femmes+,47,20.0
2015,Alberta,"Total, 15 à 29 ans",Total - Genre,48,11.0
2015,Alberta,"Total, 15 à 29 ans",Hommes+,48,9.0
2015,Alberta,"Total, 15 à 29 ans",Femmes+,48,14.0
2015,Alberta,15 à 19 ans,Total - Genre,48,6.0
2015,Alberta,15 à 19 ans,Hommes+,48,5.0
2015,Alberta,15 à 19 ans,Femmes+,48,6.0
2015,Alberta,15 à 24 ans,Total - Genre,48,9.0
2015,Alberta,15 à 24 ans,Hommes+,48,8.0
2015,Alberta,15 à 24 ans,Femmes+,48,11.0
2015,Alberta,18 à 24 ans,Total - Genre,48,12.0
2015,Alberta,18 à 24 ans,Hommes+,48,10.0
2015,Alberta,18 à 24 ans,Femmes+,48,13.0
2015,Alberta,20 à 24 ans,Total - Genre,48,13.0
2015,Alberta,20 à 24 ans,Hommes+,48,11.0
2015,Alberta,20 à 24 ans,Femmes+,48,15.0
2015,Alberta,25 à 29 ans,Total - Genre,48,15.0
2015,Alberta,25 à 29 ans,Hommes+,48,11.0
2015,Alberta,25 à 29 ans,Femmes+,48,19.0
2015,Colombie-Britannique,"Total, 15 à 29 ans",Total - Genre,59,13.0
2015,Colombie-Britannique,"Total, 15 à 29 ans",Hommes+,59,12.0
2015,Colombie-Britannique,"Total, 15 à 29 ans",Femmes+,59,14.0
2015,Colombie-Britannique,15 à 19 ans,Total - Genre,59,9.0
2015,Colombie-Britannique,15 à 19 ans,Hommes+,59,8.0
2015,Colombie-Britannique,15 à 19 ans,Femmes+,59,9.0
2015,Colombie-Britannique,15 à 24 ans,Total - Genre,59,11.0
2015,Colombie-Britannique,15 à 24 ans,Hommes+,59,11.0
2015,Colombie-Britannique,15 à 24 ans,Femmes+,59,11.0
2015,Colombie-Britannique,18 à 24 ans,Total - Genre,59,13.0
2015,Colombie-Britannique,18 à 24 ans,Hommes+,59,13.0
2015,Colombie-Britannique,18 à 24 ans,Femmes+,59,13.0
2015,Colombie-Britannique,20 à 24 ans,Total - Genre,59,13.0
2015,Colombie-Britannique,20 à 24 ans,Hommes+,59,14.0
2015,Colombie-Britannique,20 à 24 ans,Femmes+,59,13.0
2015,Colombie-Britannique,25 à 29 ans,Total - Genre,59,17.0
2015,Colombie-Britannique,25 à 29 ans,Hommes+,59,15.0
2015,Colombie-Britannique,25 à 29 ans,Femmes+,59,20.0
2015,Yukon,"Total, 15 à 29 ans",Total - Genre,60,11.0
2015,Yukon,"Total, 15 à 29 ans",Hommes+,60,10.0
2015,Yukon,"Total, 15 à 29 ans",Femmes+,60,12.0
2015,Yukon,15 à 19 ans,Total - Genre,60,
2015,Yukon,15 à 19 ans,Hommes+,60,
2015,Yukon,15 à 19 ans,Femmes+,60,
2015,Yukon,15 à 24 ans,Total - Genre,60,11.0
2015,Yukon,15 à 24 ans,Hommes+,60,12.0
2015,Yukon,15 à 24 ans,Femmes+,60,
2015,Yukon,18 à 24 ans,Total - Genre,60,14.0
2015,Yukon,18 à 24 ans,Hommes+,60,14.0
2015,Yukon,18 à 24 ans,Femmes+,60,
2015,Yukon,20 à 24 ans,Total - Genre,60,14.0
2015,Yukon,20 à 24 ans,Hommes+,60,
2015,Yukon,20 à 24 ans,Femmes+,60,
2015,Yukon,25 à 29 ans,Total - Genre,60,11.0
2015,Yukon,25 à 29 ans,Hommes+,60,
2015,Yukon,25 à 29 ans,Femmes+,60,
2015,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Total - Genre,61,19.0
2015,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Hommes+,61,22.0
2015,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Femmes+,61,16.0
2015,Territoires du Nord-Ouest,15 à 19 ans,Total - Genre,61,13.0
2015,Territoires du Nord-Ouest,15 à 19 ans,Hommes+,61,18.0
2015,Territoires du Nord-Ouest,15 à 19 ans,Femmes+,61,
2015,Territoires du Nord-Ouest,15 à 24 ans,Total - Genre,61,17.0
2015,Territoires du Nord-Ouest,15 à 24 ans,Hommes+,61,22.0
2015,Territoires du Nord-Ouest,15 à 24 ans,Femmes+,61,12.0
2015,Territoires du Nord-Ouest,18 à 24 ans,Total - Genre,61,22.0
2015,Territoires du Nord-Ouest,18 à 24 ans,Hommes+,61,28.0
2015,Territoires du Nord-Ouest,18 à 24 ans,Femmes+,61,15.0
2015,Territoires du Nord-Ouest,20 à 24 ans,Total - Genre,61,21.0
2015,Territoires du Nord-Ouest,20 à 24 ans,Hommes+,61,26.0
2015,Territoires du Nord-Ouest,20 à 24 ans,Femmes+,61,16.0
2015,Territoires du Nord-Ouest,25 à 29 ans,Total - Genre,61,22.0
2015,Territoires du Nord-Ouest,25 à 29 ans,Hommes+,61,21.0
2015,Territoires du Nord-Ouest,25 à 29 ans,Femmes+,61,22.0
2015,Nunavut,"Total, 15 à 29 ans",Total - Genre,62,41.0
2015,Nunavut,"Total, 15 à 29 ans",Hommes+,62,45.0
2015,Nunavut,"Total, 15 à 29 ans",Femmes+,62,36.0
2015,Nunavut,15 à 19 ans,Total - Genre,62,29.0
2015,Nunavut,15 à 19 ans,Hommes+,62,
2015,Nunavut,15 à 19 ans,Femmes+,62,25.0
2015,Nunavut,15 à 24 ans,Total - Genre,62,38.0
2015,Nunavut,15 à 24 ans,Hommes+,62,43.0
2015,Nunavut,15 à 24 ans,Femmes+,62,33.0
2015,Nunavut,18 à 24 ans,Total - Genre,62,48.0
2015,Nunavut,18 à 24 ans,Hommes+,62,53.0
2015,Nunavut,18 à 24 ans,Femmes+,62,43.0
2015,Nunavut,20 à 24 ans,Total - Genre,62,50.0
2015,Nunavut,20 à 24 ans,Hommes+,62,54.0
2015,Nunavut,20 à 24 ans,Femmes+,62,45.0
2015,Nunavut,25 à 29 ans,Total - Genre,62,46.0
2015,Nunavut,25 à 29 ans,Hommes+,62,47.0
2015,Nunavut,25 à 29 ans,Femmes+,62,45.0
2016,Canada,"Total, 15 à 29 ans",Hommes+,,13.0
2016,Canada,"Total, 15 à 29 ans",Femmes+,,12.0
2016,Canada,15 à 19 ans,Total - Genre,,6.0
2016,Canada,15 à 19 ans,Hommes+,,7.0
2016,Canada,15 à 19 ans,Femmes+,,5.0
2016,Canada,15 à 24 ans,Total - Genre,,11.0
2016,Canada,15 à 24 ans,Hommes+,,12.0
2016,Canada,15 à 24 ans,Femmes+,,9.0
2016,Canada,18 à 24 ans,Total - Genre,,13.0
2016,Canada,18 à 24 ans,Hommes+,,15.0
2016,Canada,18 à 24 ans,Femmes+,,11.0
2016,Canada,20 à 24 ans,Total - Genre,,14.0
2016,Canada,20 à 24 ans,Hommes+,,16.0
2016,Canada,20 à 24 ans,Femmes+,,12.0
2016,Canada,25 à 29 ans,Total - Genre,,17.0
2016,Canada,25 à 29 ans,Hommes+,,16.0
2016,Canada,25 à 29 ans,Femmes+,,17.0
2016,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Total - Genre,10,18.0
2016,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Hommes+,10,21.0
2016,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Femmes+,10,14.0
2016,Terre-Neuve-et-Labrador,15 à 19 ans,Total - Genre,10,6.0
2016,Terre-Neuve-et-Labrador,15 à 19 ans,Hommes+,10,7.0
2016,Terre-Neuve-et-Labrador,15 à 19 ans,Femmes+,10,
2016,Terre-Neuve-et-Labrador,15 à 24 ans,Total - Genre,10,14.0
2016,Terre-Neuve-et-Labrador,15 à 24 ans,Hommes+,10,18.0
2016,Terre-Neuve-et-Labrador,15 à 24 ans,Femmes+,10,10.0
2016,Terre-Neuve-et-Labrador,18 à 24 ans,Total - Genre,10,20.0
2016,Terre-Neuve-et-Labrador,18 à 24 ans,Hommes+,10,26.0
2016,Terre-Neuve-et-Labrador,18 à 24 ans,Femmes+,10,14.0
2016,Terre-Neuve-et-Labrador,20 à 24 ans,Total - Genre,10,23.0
2016,Terre-Neuve-et-Labrador,20 à 24 ans,Hommes+,10,29.0
2016,Terre-Neuve-et-Labrador,20 à 24 ans,Femmes+,10,16.0
2016,Terre-Neuve-et-Labrador,25 à 29 ans,Total - Genre,10,24.0
2016,Terre-Neuve-et-Labrador,25 à 29 ans,Hommes+,10,28.0
2016,Terre-Neuve-et-Labrador,25 à 29 ans,Femmes+,10,21.0
2016,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Total - Genre,11,14.0
2016,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Hommes+,11,18.0
2016,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Femmes+,11,11.0
2016,Île-du-Prince-Édouard,15 à 19 ans,Total - Genre,11,6.0
2016,Île-du-Prince-Édouard,15 à 19 ans,Hommes+,11,9.0
2016,Île-du-Prince-Édouard,15 à 19 ans,Femmes+,11,
2016,Île-du-Prince-Édouard,15 à 24 ans,Total - Genre,11,13.0
2016,Île-du-Prince-Édouard,15 à 24 ans,Hommes+,11,16.0
2016,Île-du-Prince-Édouard,15 à 24 ans,Femmes+,11,9.0
2016,Île-du-Prince-Édouard,18 à 24 ans,Total - Genre,11,17.0
2016,Île-du-Prince-Édouard,18 à 24 ans,Hommes+,11,21.0
2016,Île-du-Prince-Édouard,18 à 24 ans,Femmes+,11,13.0
2016,Île-du-Prince-Édouard,20 à 24 ans,Total - Genre,11,19.0
2016,Île-du-Prince-Édouard,20 à 24 ans,Hommes+,11,23.0
2016,Île-du-Prince-Édouard,20 à 24 ans,Femmes+,11,16.0
2016,Île-du-Prince-Édouard,25 à 29 ans,Total - Genre,11,18.0
2016,Île-du-Prince-Édouard,25 à 29 ans,Hommes+,11,21.0
2016,Île-du-Prince-Édouard,25 à 29 ans,Femmes+,11,15.0
2016,Nouvelle-Écosse,"Total, 15 à 29 ans",Total - Genre,12,14.0
2016,Nouvelle-Écosse,"Total, 15 à 29 ans",Hommes+,12,16.0
2016,Nouvelle-Écosse,"Total, 15 à 29 ans",Femmes+,12,11.0
2016,Nouvelle-Écosse,15 à 19 ans,Total - Genre,12,8.0
2016,Nouvelle-Écosse,15 à 19 ans,Hommes+,12,9.0
2016,Nouvelle-Écosse,15 à 19 ans,Femmes+,12,7.0
2016,Nouvelle-Écosse,15 à 24 ans,Total - Genre,12,11.0
2016,Nouvelle-Écosse,15 à 24 ans,Hommes+,12,13.0
2016,Nouvelle-Écosse,15 à 24 ans,Femmes+,12,10.0
2016,Nouvelle-Écosse,18 à 24 ans,Total - Genre,12,13.0
2016,Nouvelle-Écosse,18 à 24 ans,Hommes+,12,15.0
2016,Nouvelle-Écosse,18 à 24 ans,Femmes+,12,12.0
2016,Nouvelle-Écosse,20 à 24 ans,Total - Genre,12,14.0
2016,Nouvelle-Écosse,20 à 24 ans,Hommes+,12,16.0
2016,Nouvelle-Écosse,20 à 24 ans,Femmes+,12,12.0
2016,Nouvelle-Écosse,25 à 29 ans,Total - Genre,12,18.0
2016,Nouvelle-Écosse,25 à 29 ans,Hommes+,12,22.0
2016,Nouvelle-Écosse,25 à 29 ans,Femmes+,12,14.0
2016,Nouveau-Brunswick,"Total, 15 à 29 ans",Total - Genre,13,16.0
2016,Nouveau-Brunswick,"Total, 15 à 29 ans",Hommes+,13,17.0
2016,Nouveau-Brunswick,"Total, 15 à 29 ans",Femmes+,13,16.0
2016,Nouveau-Brunswick,15 à 19 ans,Total - Genre,13,7.0
2016,Nouveau-Brunswick,15 à 19 ans,Hommes+,13,8.0
2016,Nouveau-Brunswick,15 à 19 ans,Femmes+,13,6.0
2016,Nouveau-Brunswick,15 à 24 ans,Total - Genre,13,15.0
2016,Nouveau-Brunswick,15 à 24 ans,Hommes+,13,16.0
2016,Nouveau-Brunswick,15 à 24 ans,Femmes+,13,14.0
2016,Nouveau-Brunswick,18 à 24 ans,Total - Genre,13,20.0
2016,Nouveau-Brunswick,18 à 24 ans,Hommes+,13,22.0
2016,Nouveau-Brunswick,18 à 24 ans,Femmes+,13,19.0
2016,Nouveau-Brunswick,20 à 24 ans,Total - Genre,13,23.0
2016,Nouveau-Brunswick,20 à 24 ans,Hommes+,13,24.0
2016,Nouveau-Brunswick,20 à 24 ans,Femmes+,13,22.0
2016,Nouveau-Brunswick,25 à 29 ans,Total - Genre,13,19.0
2016,Nouveau-Brunswick,25 à 29 ans,Hommes+,13,19.0
2016,Nouveau-Brunswick,25 à 29 ans,Femmes+,13,18.0
2016,Québec,"Total, 15 à 29 ans",Total - Genre,24,13.0
2016,Québec,"Total, 15 à 29 ans",Hommes+,24,15.0
2016,Québec,"Total, 15 à 29 ans",Femmes+,24,11.0
2016,Québec,15 à 19 ans,Total - Genre,24,7.0
2016,Québec,15 à 19 ans,Hommes+,24,8.0
2016,Québec,15 à 19 ans,Femmes+,24,6.0
2016,Québec,15 à 24 ans,Total - Genre,24,11.0
2016,Québec,15 à 24 ans,Hommes+,24,14.0
2016,Québec,15 à 24 ans,Femmes+,24,8.0
2016,Québec,18 à 24 ans,Total - Genre,24,13.0
2016,Québec,18 à 24 ans,Hommes+,24,17.0
2016,Québec,18 à 24 ans,Femmes+,24,9.0
2016,Québec,20 à 24 ans,Total - Genre,24,14.0
2016,Québec,20 à 24 ans,Hommes+,24,19.0
2016,Québec,20 à 24 ans,Femmes+,24,9.0
2016,Québec,25 à 29 ans,Total - Genre,24,17.0
2016,Québec,25 à 29 ans,Hommes+,24,17.0
2016,Québec,25 à 29 ans,Femmes+,24,17.0
2016,Ontario,"Total, 15 à 29 ans",Total - Genre,35,12.0
2016,Ontario,"Total, 15 à 29 ans",Hommes+,35,13.0
2016,Ontario,"Total, 15 à 29 ans",Femmes+,35,11.0
2016,Ontario,15 à 19 ans,Total - Genre,35,5.0
2016,Ontario,15 à 19 ans,Hommes+,35,6.0
2016,Ontario,15 à 19 ans,Femmes+,35,4.0
2016,Ontario,15 à 24 ans,Total - Genre,35,10.0
2016,Ontario,15 à 24 ans,Hommes+,35,11.0
2016,Ontario,15 à 24 ans,Femmes+,35,9.0
2016,Ontario,18 à 24 ans,Total - Genre,35,13.0
2016,Ontario,18 à 24 ans,Hommes+,35,14.0
2016,Ontario,18 à 24 ans,Femmes+,35,11.0
2016,Ontario,20 à 24 ans,Total - Genre,35,14.0
2016,Ontario,20 à 24 ans,Hommes+,35,15.0
2016,Ontario,20 à 24 ans,Femmes+,35,13.0
2016,Ontario,25 à 29 ans,Total - Genre,35,16.0
2016,Ontario,25 à 29 ans,Hommes+,35,16.0
2016,Ontario,25 à 29 ans,Femmes+,35,16.0
2016,Manitoba,"Total, 15 à 29 ans",Total - Genre,46,13.0
2016,Manitoba,"Total, 15 à 29 ans",Hommes+,46,13.0
2016,Manitoba,"Total, 15 à 29 ans",Femmes+,46,14.0
2016,Manitoba,15 à 19 ans,Total - Genre,46,7.0
2016,Manitoba,15 à 19 ans,Hommes+,46,7.0
2016,Manitoba,15 à 19 ans,Femmes+,46,6.0
2016,Manitoba,15 à 24 ans,Total - Genre,46,11.0
2016,Manitoba,15 à 24 ans,Hommes+,46,11.0
2016,Manitoba,15 à 24 ans,Femmes+,46,11.0
2016,Manitoba,18 à 24 ans,Total - Genre,46,15.0
2016,Manitoba,18 à 24 ans,Hommes+,46,15.0
2016,Manitoba,18 à 24 ans,Femmes+,46,14.0
2016,Manitoba,20 à 24 ans,Total - Genre,46,16.0
2016,Manitoba,20 à 24 ans,Hommes+,46,15.0
2016,Manitoba,20 à 24 ans,Femmes+,46,16.0
2016,Manitoba,25 à 29 ans,Total - Genre,46,16.0
2016,Manitoba,25 à 29 ans,Hommes+,46,15.0
2016,Manitoba,25 à 29 ans,Femmes+,46,17.0
2016,Saskatchewan,"Total, 15 à 29 ans",Total - Genre,47,13.0
2016,Saskatchewan,"Total, 15 à 29 ans",Hommes+,47,13.0
2016,Saskatchewan,"Total, 15 à 29 ans",Femmes+,47,13.0
2016,Saskatchewan,15 à 19 ans,Total - Genre,47,9.0
2016,Saskatchewan,15 à 19 ans,Hommes+,47,10.0
2016,Saskatchewan,15 à 19 ans,Femmes+,47,7.0
2016,Saskatchewan,15 à 24 ans,Total - Genre,47,12.0
2016,Saskatchewan,15 à 24 ans,Hommes+,47,13.0
2016,Saskatchewan,15 à 24 ans,Femmes+,47,10.0
2016,Saskatchewan,18 à 24 ans,Total - Genre,47,15.0
2016,Saskatchewan,18 à 24 ans,Hommes+,47,16.0
2016,Saskatchewan,18 à 24 ans,Femmes+,47,13.0
2016,Saskatchewan,20 à 24 ans,Total - Genre,47,14.0
2016,Saskatchewan,20 à 24 ans,Hommes+,47,16.0
2016,Saskatchewan,20 à 24 ans,Femmes+,47,12.0
