Year,Géographie,Groupe d'âge,Sexe,Value
2016,Canada,18 à 34 ans,Femmes,95.9
2017,Canada,18 à 34 ans,Femmes,95.3
2018,Canada,18 à 34 ans,Femmes,95.0
2019,Canada,18 à 34 ans,Femmes,94.7
2015,Canada,35 à 49 ans,Les deux sexes,93.4
2016,Canada,35 à 49 ans,Les deux sexes,92.6
2017,Canada,35 à 49 ans,Les deux sexes,93.4
2018,Canada,35 à 49 ans,Les deux sexes,93.1
2019,Canada,35 à 49 ans,Les deux sexes,93.9
2015,Canada,35 à 49 ans,Hommes,93.9
2016,Canada,35 à 49 ans,Hommes,92.9
2017,Canada,35 à 49 ans,Hommes,93.5
2018,Canada,35 à 49 ans,Hommes,93.7
2019,Canada,35 à 49 ans,Hommes,94.0
2015,Canada,35 à 49 ans,Femmes,93.0
2016,Canada,35 à 49 ans,Femmes,92.4
2017,Canada,35 à 49 ans,Femmes,93.2
2018,Canada,35 à 49 ans,Femmes,92.5
2019,Canada,35 à 49 ans,Femmes,93.8
2015,Canada,50 à 64 ans,Les deux sexes,91.1
2016,Canada,50 à 64 ans,Les deux sexes,90.3
2017,Canada,50 à 64 ans,Les deux sexes,90.6
2018,Canada,50 à 64 ans,Les deux sexes,91.8
2019,Canada,50 à 64 ans,Les deux sexes,91.6
2015,Canada,50 à 64 ans,Hommes,90.9
2016,Canada,50 à 64 ans,Hommes,90.8
2017,Canada,50 à 64 ans,Hommes,90.4
2018,Canada,50 à 64 ans,Hommes,92.4
2019,Canada,50 à 64 ans,Hommes,91.2
2015,Canada,50 à 64 ans,Femmes,91.2
2016,Canada,50 à 64 ans,Femmes,89.7
2017,Canada,50 à 64 ans,Femmes,90.9
2018,Canada,50 à 64 ans,Femmes,91.3
2019,Canada,50 à 64 ans,Femmes,91.9
2015,Canada,65 ans et plus,Les deux sexes,89.7
2016,Canada,65 ans et plus,Les deux sexes,89.9
2017,Canada,65 ans et plus,Les deux sexes,90.2
2018,Canada,65 ans et plus,Les deux sexes,91.3
2019,Canada,65 ans et plus,Les deux sexes,91.1
2015,Canada,65 ans et plus,Hommes,89.7
2016,Canada,65 ans et plus,Hommes,90.2
2017,Canada,65 ans et plus,Hommes,89.8
2018,Canada,65 ans et plus,Hommes,92.0
2019,Canada,65 ans et plus,Hommes,91.6
2015,Canada,65 ans et plus,Femmes,89.7
2016,Canada,65 ans et plus,Femmes,89.7
2017,Canada,65 ans et plus,Femmes,90.6
2018,Canada,65 ans et plus,Femmes,90.7
2019,Canada,65 ans et plus,Femmes,90.7
2015,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,90.8
2016,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,93.2
2017,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,92.3
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,92.8
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,92.2
2015,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,90.6
2016,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,94.1
2017,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,93.1
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,91.8
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,91.5
2015,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,90.9
2016,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,92.3
2017,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,91.4
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,93.8
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,92.8
2015,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,99.6
2016,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,97.8
2017,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,95.8
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,99.8
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,100.0
2015,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,100.0
2016,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,100.0
2017,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,94.2
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,100.0
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,100.0
2015,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,99.1
2016,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,95.7
2017,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,97.3
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,99.5
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,100.0
2015,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,89.7
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,94.2
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,91.7
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,95.0
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,94.9
2015,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,87.7
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,96.5
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,94.3
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,91.6
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,91.9
2015,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,91.7
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,91.8
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,89.0
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,98.3
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,98.0
2015,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,91.0
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,93.5
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,95.5
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,91.4
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,92.9
2015,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,93.1
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,94.5
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,97.2
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,92.3
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,95.4
2015,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,89.1
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,92.5
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,93.7
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,90.6
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,90.5
2015,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,92.0
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,91.6
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,90.1
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,95.1
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,91.1
2015,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,91.3
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,90.9
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,91.3
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,94.4
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,90.1
2015,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,92.6
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,92.2
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,88.8
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,95.8
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,92.1
2015,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,86.8
2016,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,92.3
2017,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,91.2
2018,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,87.1
2019,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,88.0
2015,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,86.2
2016,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,93.0
2017,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,89.0
2018,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,85.1
2019,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,86.1
2015,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,87.3
2016,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,91.7
2017,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,93.0
2018,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,88.7
2019,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,89.6
2015,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,94.2
2016,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,94.1
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,92.4
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,93.2
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,94.1
2015,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,94.8
2016,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,94.5
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,93.7
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,94.0
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,92.2
2015,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,93.6
2016,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,93.7
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,91.1
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,92.4
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,96.0
2015,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,99.2
2016,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,98.0
2017,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,98.7
2018,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,94.9
2019,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,99.5
2015,Île-du-Prince-Édouard,12 à 17 ans,Hommes,98.4
2016,Île-du-Prince-Édouard,12 à 17 ans,Hommes,96.0
2017,Île-du-Prince-Édouard,12 à 17 ans,Hommes,100.0
2018,Île-du-Prince-Édouard,12 à 17 ans,Hommes,96.5
2019,Île-du-Prince-Édouard,12 à 17 ans,Hommes,100.0
2015,Île-du-Prince-Édouard,12 à 17 ans,Femmes,100.0
2016,Île-du-Prince-Édouard,12 à 17 ans,Femmes,100.0
2017,Île-du-Prince-Édouard,12 à 17 ans,Femmes,97.3
2018,Île-du-Prince-Édouard,12 à 17 ans,Femmes,93.2
2019,Île-du-Prince-Édouard,12 à 17 ans,Femmes,98.9
2015,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,95.6
2016,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,98.2
2017,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,92.2
2018,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,95.1
2019,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,87.7
2015,Île-du-Prince-Édouard,18 à 34 ans,Hommes,99.3
2016,Île-du-Prince-Édouard,18 à 34 ans,Hommes,97.0
2017,Île-du-Prince-Édouard,18 à 34 ans,Hommes,96.5
2018,Île-du-Prince-Édouard,18 à 34 ans,Hommes,94.9
2019,Île-du-Prince-Édouard,18 à 34 ans,Hommes,81.3
2015,Île-du-Prince-Édouard,18 à 34 ans,Femmes,92.0
2016,Île-du-Prince-Édouard,18 à 34 ans,Femmes,99.3
2017,Île-du-Prince-Édouard,18 à 34 ans,Femmes,88.0
2018,Île-du-Prince-Édouard,18 à 34 ans,Femmes,95.3
2019,Île-du-Prince-Édouard,18 à 34 ans,Femmes,94.5
2015,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,94.7
2016,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,90.9
2017,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,95.1
2018,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,92.8
2019,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,98.7
2015,Île-du-Prince-Édouard,35 à 49 ans,Hommes,93.0
2016,Île-du-Prince-Édouard,35 à 49 ans,Hommes,92.3
2017,Île-du-Prince-Édouard,35 à 49 ans,Hommes,92.6
2018,Île-du-Prince-Édouard,35 à 49 ans,Hommes,95.4
2019,Île-du-Prince-Édouard,35 à 49 ans,Hommes,99.3
2015,Île-du-Prince-Édouard,35 à 49 ans,Femmes,96.4
2016,Île-du-Prince-Édouard,35 à 49 ans,Femmes,89.5
2017,Île-du-Prince-Édouard,35 à 49 ans,Femmes,97.5
2018,Île-du-Prince-Édouard,35 à 49 ans,Femmes,90.3
2019,Île-du-Prince-Édouard,35 à 49 ans,Femmes,98.1
2015,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,92.6
2016,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,92.7
2017,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,88.9
2018,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,90.7
2019,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,95.7
2015,Île-du-Prince-Édouard,50 à 64 ans,Hommes,92.5
2016,Île-du-Prince-Édouard,50 à 64 ans,Hommes,94.6
2017,Île-du-Prince-Édouard,50 à 64 ans,Hommes,91.2
2018,Île-du-Prince-Édouard,50 à 64 ans,Hommes,90.1
2019,Île-du-Prince-Édouard,50 à 64 ans,Hommes,94.9
2015,Île-du-Prince-Édouard,50 à 64 ans,Femmes,92.8
2016,Île-du-Prince-Édouard,50 à 64 ans,Femmes,91.0
2017,Île-du-Prince-Édouard,50 à 64 ans,Femmes,86.8
2018,Île-du-Prince-Édouard,50 à 64 ans,Femmes,91.2
2019,Île-du-Prince-Édouard,50 à 64 ans,Femmes,96.4
2015,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,92.0
2016,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,93.3
2017,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,91.8
2018,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,94.0
2019,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,93.0
2015,Île-du-Prince-Édouard,65 ans et plus,Hommes,93.0
2016,Île-du-Prince-Édouard,65 ans et plus,Hommes,93.0
2017,Île-du-Prince-Édouard,65 ans et plus,Hommes,92.6
2018,Île-du-Prince-Édouard,65 ans et plus,Hommes,95.5
2019,Île-du-Prince-Édouard,65 ans et plus,Hommes,91.9
2015,Île-du-Prince-Édouard,65 ans et plus,Femmes,91.2
2016,Île-du-Prince-Édouard,65 ans et plus,Femmes,93.5
2017,Île-du-Prince-Édouard,65 ans et plus,Femmes,91.2
2018,Île-du-Prince-Édouard,65 ans et plus,Femmes,92.7
2019,Île-du-Prince-Édouard,65 ans et plus,Femmes,94.0
2015,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,92.3
2016,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,90.8
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,91.1
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,90.9
2019,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,92.1
2015,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,91.8
2016,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,91.2
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,89.2
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,90.9
2019,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,92.0
2015,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,92.8
2016,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,90.4
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,92.9
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,91.0
2019,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,92.3
2015,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,98.8
2016,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,98.3
2017,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,99.7
2018,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,96.5
2019,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,98.7
2015,Nouvelle-Écosse,12 à 17 ans,Hommes,100.0
2016,Nouvelle-Écosse,12 à 17 ans,Hommes,100.0
2017,Nouvelle-Écosse,12 à 17 ans,Hommes,100.0
2018,Nouvelle-Écosse,12 à 17 ans,Hommes,99.5
2019,Nouvelle-Écosse,12 à 17 ans,Hommes,100.0
2015,Nouvelle-Écosse,12 à 17 ans,Femmes,97.6
2016,Nouvelle-Écosse,12 à 17 ans,Femmes,96.4
2017,Nouvelle-Écosse,12 à 17 ans,Femmes,99.3
2018,Nouvelle-Écosse,12 à 17 ans,Femmes,93.4
2019,Nouvelle-Écosse,12 à 17 ans,Femmes,97.4
2015,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,92.9
2016,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,93.2
2017,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,94.7
2018,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,92.1
2019,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,95.5
2015,Nouvelle-Écosse,18 à 34 ans,Hommes,90.4
2016,Nouvelle-Écosse,18 à 34 ans,Hommes,93.6
2017,Nouvelle-Écosse,18 à 34 ans,Hommes,94.9
2018,Nouvelle-Écosse,18 à 34 ans,Hommes,89.1
2019,Nouvelle-Écosse,18 à 34 ans,Hommes,95.5
2015,Nouvelle-Écosse,18 à 34 ans,Femmes,95.5
2016,Nouvelle-Écosse,18 à 34 ans,Femmes,92.8
2017,Nouvelle-Écosse,18 à 34 ans,Femmes,94.4
2018,Nouvelle-Écosse,18 à 34 ans,Femmes,95.0
2019,Nouvelle-Écosse,18 à 34 ans,Femmes,95.4
2015,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,95.3
2016,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,92.3
2017,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,89.9
2018,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,92.6
2019,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,89.5
2015,Nouvelle-Écosse,35 à 49 ans,Hommes,94.8
2016,Nouvelle-Écosse,35 à 49 ans,Hommes,90.9
2017,Nouvelle-Écosse,35 à 49 ans,Hommes,89.6
2018,Nouvelle-Écosse,35 à 49 ans,Hommes,93.6
2019,Nouvelle-Écosse,35 à 49 ans,Hommes,89.3
2015,Nouvelle-Écosse,35 à 49 ans,Femmes,95.7
2016,Nouvelle-Écosse,35 à 49 ans,Femmes,93.6
2017,Nouvelle-Écosse,35 à 49 ans,Femmes,90.2
2018,Nouvelle-Écosse,35 à 49 ans,Femmes,91.7
2019,Nouvelle-Écosse,35 à 49 ans,Femmes,89.7
2015,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,90.4
2016,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,86.6
2017,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,87.7
2018,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,89.3
2019,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,91.7
2015,Nouvelle-Écosse,50 à 64 ans,Hommes,91.0
2016,Nouvelle-Écosse,50 à 64 ans,Hommes,88.4
2017,Nouvelle-Écosse,50 à 64 ans,Hommes,83.7
2018,Nouvelle-Écosse,50 à 64 ans,Hommes,88.1
2019,Nouvelle-Écosse,50 à 64 ans,Hommes,90.7
2015,Nouvelle-Écosse,50 à 64 ans,Femmes,90.0
2016,Nouvelle-Écosse,50 à 64 ans,Femmes,85.0
2017,Nouvelle-Écosse,50 à 64 ans,Femmes,91.5
2018,Nouvelle-Écosse,50 à 64 ans,Femmes,90.5
2019,Nouvelle-Écosse,50 à 64 ans,Femmes,92.6
2015,Nouvelle-Écosse,65 ans et plus,Les deux sexes,88.4
2016,Nouvelle-Écosse,65 ans et plus,Les deux sexes,89.5
2017,Nouvelle-Écosse,65 ans et plus,Les deux sexes,90.0
2018,Nouvelle-Écosse,65 ans et plus,Les deux sexes,88.4
2019,Nouvelle-Écosse,65 ans et plus,Les deux sexes,89.7
2015,Nouvelle-Écosse,65 ans et plus,Hommes,87.9
2016,Nouvelle-Écosse,65 ans et plus,Hommes,89.0
2017,Nouvelle-Écosse,65 ans et plus,Hommes,85.4
2018,Nouvelle-Écosse,65 ans et plus,Hommes,91.0
2019,Nouvelle-Écosse,65 ans et plus,Hommes,89.6
2015,Nouvelle-Écosse,65 ans et plus,Femmes,88.7
2016,Nouvelle-Écosse,65 ans et plus,Femmes,89.9
2017,Nouvelle-Écosse,65 ans et plus,Femmes,93.9
2018,Nouvelle-Écosse,65 ans et plus,Femmes,86.2
2019,Nouvelle-Écosse,65 ans et plus,Femmes,89.8
2015,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,90.0
2016,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,93.2
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,92.4
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,92.5
2019,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,91.8
2015,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,91.7
2016,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,93.3
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,92.4
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,90.6
2019,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,91.8
2015,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,88.4
2016,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,93.0
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,92.3
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,94.2
2019,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,91.8
2015,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,96.3
2016,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,96.1
2017,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,99.2
2018,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,97.7
2019,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,100.0
2015,Nouveau-Brunswick,12 à 17 ans,Hommes,95.9
2016,Nouveau-Brunswick,12 à 17 ans,Hommes,98.2
2017,Nouveau-Brunswick,12 à 17 ans,Hommes,98.5
2018,Nouveau-Brunswick,12 à 17 ans,Hommes,100.0
2019,Nouveau-Brunswick,12 à 17 ans,Hommes,100.0
2015,Nouveau-Brunswick,12 à 17 ans,Femmes,96.8
2016,Nouveau-Brunswick,12 à 17 ans,Femmes,93.9
2017,Nouveau-Brunswick,12 à 17 ans,Femmes,100.0
2018,Nouveau-Brunswick,12 à 17 ans,Femmes,95.5
2019,Nouveau-Brunswick,12 à 17 ans,Femmes,100.0
2015,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,90.5
2016,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,96.1
2017,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,94.9
2018,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,95.7
2019,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,94.6
2015,Nouveau-Brunswick,18 à 34 ans,Hommes,95.8
2016,Nouveau-Brunswick,18 à 34 ans,Hommes,96.0
2017,Nouveau-Brunswick,18 à 34 ans,Hommes,94.6
2018,Nouveau-Brunswick,18 à 34 ans,Hommes,93.6
2019,Nouveau-Brunswick,18 à 34 ans,Hommes,95.4
2015,Nouveau-Brunswick,18 à 34 ans,Femmes,85.1
2016,Nouveau-Brunswick,18 à 34 ans,Femmes,96.1
2017,Nouveau-Brunswick,18 à 34 ans,Femmes,95.1
2018,Nouveau-Brunswick,18 à 34 ans,Femmes,97.8
2019,Nouveau-Brunswick,18 à 34 ans,Femmes,93.9
2015,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,91.6
2016,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,95.0
2017,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,91.5
2018,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,93.9
2019,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,91.0
2015,Nouveau-Brunswick,35 à 49 ans,Hommes,93.5
