Year,Géographie,Type de famille économique,GeoCode,Value
2015,Île-du-Prince-Édouard,Familles monoparentales ayant un homme à leur tête,11,
2015,Île-du-Prince-Édouard,Familles monoparentales ayant une femme à leur tête,11,41800.0
2015,Île-du-Prince-Édouard,Autres familles de personnes non âgées,11,
2015,Île-du-Prince-Édouard,Personnes hors famille économique,11,28000.0
2015,Île-du-Prince-Édouard,Personnes âgées hors famille économique,11,26800.0
2015,Île-du-Prince-Édouard,Hommes âgés hors famille économique,11,28400.0
2015,Île-du-Prince-Édouard,Femmes âgées hors famille économique,11,25800.0
2015,Île-du-Prince-Édouard,Personnes non âgées hors famille économique,11,28600.0
2015,Île-du-Prince-Édouard,Hommes non âgés hors famille économique,11,29600.0
2015,Île-du-Prince-Édouard,Femmes non âgées hors famille économique,11,25800.0
2015,Nouvelle-Écosse,Familles économiques et personnes hors famille économique,12,53400.0
2015,Nouvelle-Écosse,Familles économiques,12,76800.0
2015,Nouvelle-Écosse,Familles de personnes âgées,12,57500.0
2015,Nouvelle-Écosse,Couples de personnes âgées,12,55500.0
2015,Nouvelle-Écosse,Autres familles de personnes âgées,12,64000.0
2015,Nouvelle-Écosse,Familles de personnes non âgées,12,82500.0
2015,Nouvelle-Écosse,Couples,12,74200.0
2015,Nouvelle-Écosse,Couples avec des enfants,12,99300.0
2015,Nouvelle-Écosse,Couples avec d'autres personnes apparentées,12,114800.0
2015,Nouvelle-Écosse,Familles monoparentales,12,42800.0
2015,Nouvelle-Écosse,Familles monoparentales ayant un homme à leur tête,12,
2015,Nouvelle-Écosse,Familles monoparentales ayant une femme à leur tête,12,42800.0
2015,Nouvelle-Écosse,Autres familles de personnes non âgées,12,67400.0
2015,Nouvelle-Écosse,Personnes hors famille économique,12,27900.0
2015,Nouvelle-Écosse,Personnes âgées hors famille économique,12,26700.0
2015,Nouvelle-Écosse,Hommes âgés hors famille économique,12,28700.0
2015,Nouvelle-Écosse,Femmes âgées hors famille économique,12,26200.0
2015,Nouvelle-Écosse,Personnes non âgées hors famille économique,12,28900.0
2015,Nouvelle-Écosse,Hommes non âgés hors famille économique,12,30400.0
2015,Nouvelle-Écosse,Femmes non âgées hors famille économique,12,26400.0
2015,Nouveau-Brunswick,Familles économiques et personnes hors famille économique,13,56200.0
2015,Nouveau-Brunswick,Familles économiques,13,74400.0
2015,Nouveau-Brunswick,Familles de personnes âgées,13,56400.0
2015,Nouveau-Brunswick,Couples de personnes âgées,13,57300.0
2015,Nouveau-Brunswick,Autres familles de personnes âgées,13,48100.0
2015,Nouveau-Brunswick,Familles de personnes non âgées,13,81600.0
2015,Nouveau-Brunswick,Couples,13,75300.0
2015,Nouveau-Brunswick,Couples avec des enfants,13,94300.0
2015,Nouveau-Brunswick,Couples avec d'autres personnes apparentées,13,97800.0
2015,Nouveau-Brunswick,Familles monoparentales,13,49200.0
2015,Nouveau-Brunswick,Familles monoparentales ayant un homme à leur tête,13,
2015,Nouveau-Brunswick,Familles monoparentales ayant une femme à leur tête,13,43800.0
2015,Nouveau-Brunswick,Autres familles de personnes non âgées,13,54900.0
2015,Nouveau-Brunswick,Personnes hors famille économique,13,27100.0
2015,Nouveau-Brunswick,Personnes âgées hors famille économique,13,26800.0
2015,Nouveau-Brunswick,Hommes âgés hors famille économique,13,30000.0
2015,Nouveau-Brunswick,Femmes âgées hors famille économique,13,24800.0
2015,Nouveau-Brunswick,Personnes non âgées hors famille économique,13,27100.0
2015,Nouveau-Brunswick,Hommes non âgés hors famille économique,13,28000.0
2015,Nouveau-Brunswick,Femmes non âgées hors famille économique,13,26800.0
2015,Québec,Familles économiques et personnes hors famille économique,24,54000.0
2015,Québec,Familles économiques,24,77200.0
2015,Québec,Familles de personnes âgées,24,56400.0
2015,Québec,Couples de personnes âgées,24,55300.0
2015,Québec,Autres familles de personnes âgées,24,63100.0
2015,Québec,Familles de personnes non âgées,24,82800.0
2015,Québec,Couples,24,74100.0
2015,Québec,Couples avec des enfants,24,96500.0
2015,Québec,Couples avec d'autres personnes apparentées,24,106700.0
2015,Québec,Familles monoparentales,24,53300.0
2015,Québec,Familles monoparentales ayant un homme à leur tête,24,68500.0
2015,Québec,Familles monoparentales ayant une femme à leur tête,24,51500.0
2015,Québec,Autres familles de personnes non âgées,24,72600.0
2015,Québec,Personnes hors famille économique,24,30100.0
2015,Québec,Personnes âgées hors famille économique,24,27500.0
2015,Québec,Hommes âgés hors famille économique,24,27500.0
2015,Québec,Femmes âgées hors famille économique,24,27600.0
2015,Québec,Personnes non âgées hors famille économique,24,32200.0
2015,Québec,Hommes non âgés hors famille économique,24,34000.0
2015,Québec,Femmes non âgées hors famille économique,24,29600.0
2015,Ontario,Familles économiques et personnes hors famille économique,35,65300.0
2015,Ontario,Familles économiques,35,90100.0
2015,Ontario,Familles de personnes âgées,35,71500.0
2015,Ontario,Couples de personnes âgées,35,69800.0
2015,Ontario,Autres familles de personnes âgées,35,78900.0
2015,Ontario,Familles de personnes non âgées,35,95000.0
2015,Ontario,Couples,35,83900.0
2015,Ontario,Couples avec des enfants,35,107300.0
2015,Ontario,Couples avec d'autres personnes apparentées,35,137200.0
2015,Ontario,Familles monoparentales,35,48700.0
2015,Ontario,Familles monoparentales ayant un homme à leur tête,35,56200.0
2015,Ontario,Familles monoparentales ayant une femme à leur tête,35,46300.0
2015,Ontario,Autres familles de personnes non âgées,35,75700.0
2015,Ontario,Personnes hors famille économique,35,32200.0
2015,Ontario,Personnes âgées hors famille économique,35,32600.0
2015,Ontario,Hommes âgés hors famille économique,35,35500.0
2015,Ontario,Femmes âgées hors famille économique,35,30700.0
2015,Ontario,Personnes non âgées hors famille économique,35,32200.0
2015,Ontario,Hommes non âgés hors famille économique,35,38500.0
2015,Ontario,Femmes non âgées hors famille économique,35,28100.0
2015,Provinces des Prairies,Familles économiques et personnes hors famille économique,,74900.0
2015,Provinces des Prairies,Familles économiques,,100300.0
2015,Provinces des Prairies,Familles de personnes âgées,,70900.0
2015,Provinces des Prairies,Couples de personnes âgées,,69300.0
2015,Provinces des Prairies,Autres familles de personnes âgées,,80300.0
2015,Provinces des Prairies,Familles de personnes non âgées,,106400.0
2015,Provinces des Prairies,Couples,,100100.0
2015,Provinces des Prairies,Couples avec des enfants,,112900.0
2015,Provinces des Prairies,Couples avec d'autres personnes apparentées,,148600.0
2015,Provinces des Prairies,Familles monoparentales,,52300.0
2015,Provinces des Prairies,Familles monoparentales ayant un homme à leur tête,,80200.0
2015,Provinces des Prairies,Familles monoparentales ayant une femme à leur tête,,47100.0
2015,Provinces des Prairies,Autres familles de personnes non âgées,,91300.0
2015,Provinces des Prairies,Personnes hors famille économique,,40000.0
2015,Provinces des Prairies,Personnes âgées hors famille économique,,33500.0
2015,Provinces des Prairies,Hommes âgés hors famille économique,,38200.0
2015,Provinces des Prairies,Femmes âgées hors famille économique,,32100.0
2015,Provinces des Prairies,Personnes non âgées hors famille économique,,42900.0
2015,Provinces des Prairies,Hommes non âgés hors famille économique,,46200.0
2015,Provinces des Prairies,Femmes non âgées hors famille économique,,38800.0
2015,Manitoba,Familles économiques et personnes hors famille économique,46,62200.0
2015,Manitoba,Familles économiques,46,82000.0
2015,Manitoba,Familles de personnes âgées,46,67500.0
2015,Manitoba,Couples de personnes âgées,46,66100.0
2015,Manitoba,Autres familles de personnes âgées,46,85700.0
2015,Manitoba,Familles de personnes non âgées,46,85800.0
2015,Manitoba,Couples,46,82200.0
2015,Manitoba,Couples avec des enfants,46,93800.0
2015,Manitoba,Couples avec d'autres personnes apparentées,46,126100.0
2015,Manitoba,Familles monoparentales,46,42500.0
2015,Manitoba,Familles monoparentales ayant un homme à leur tête,46,
2015,Manitoba,Familles monoparentales ayant une femme à leur tête,46,41500.0
2015,Manitoba,Autres familles de personnes non âgées,46,70000.0
2015,Manitoba,Personnes hors famille économique,46,35400.0
2015,Manitoba,Personnes âgées hors famille économique,46,31400.0
2015,Manitoba,Hommes âgés hors famille économique,46,36600.0
2015,Manitoba,Femmes âgées hors famille économique,46,29300.0
2015,Manitoba,Personnes non âgées hors famille économique,46,37100.0
2015,Manitoba,Hommes non âgés hors famille économique,46,39000.0
2015,Manitoba,Femmes non âgées hors famille économique,46,34400.0
2015,Saskatchewan,Familles économiques et personnes hors famille économique,47,68300.0
2015,Saskatchewan,Familles économiques,47,94000.0
2015,Saskatchewan,Familles de personnes âgées,47,67200.0
2015,Saskatchewan,Couples de personnes âgées,47,65800.0
2015,Saskatchewan,Autres familles de personnes âgées,47,84500.0
2015,Saskatchewan,Familles de personnes non âgées,47,99700.0
2015,Saskatchewan,Couples,47,88600.0
2015,Saskatchewan,Couples avec des enfants,47,108200.0
2015,Saskatchewan,Couples avec d'autres personnes apparentées,47,137400.0
2015,Saskatchewan,Familles monoparentales,47,50400.0
2015,Saskatchewan,Familles monoparentales ayant un homme à leur tête,47,
2015,Saskatchewan,Familles monoparentales ayant une femme à leur tête,47,48100.0
2015,Saskatchewan,Autres familles de personnes non âgées,47,91200.0
2015,Saskatchewan,Personnes hors famille économique,47,37900.0
2015,Saskatchewan,Personnes âgées hors famille économique,47,33000.0
2015,Saskatchewan,Hommes âgés hors famille économique,47,37200.0
2015,Saskatchewan,Femmes âgées hors famille économique,47,32100.0
2015,Saskatchewan,Personnes non âgées hors famille économique,47,40400.0
2015,Saskatchewan,Hommes non âgés hors famille économique,47,43100.0
2015,Saskatchewan,Femmes non âgées hors famille économique,47,35900.0
2015,Alberta,Familles économiques et personnes hors famille économique,48,82000.0
2015,Alberta,Familles économiques,48,108100.0
2015,Alberta,Familles de personnes âgées,48,73800.0
2015,Alberta,Couples de personnes âgées,48,71400.0
2015,Alberta,Autres familles de personnes âgées,48,80300.0
2015,Alberta,Familles de personnes non âgées,48,113100.0
2015,Alberta,Couples,48,111400.0
2015,Alberta,Couples avec des enfants,48,119000.0
2015,Alberta,Couples avec d'autres personnes apparentées,48,153500.0
2015,Alberta,Familles monoparentales,48,61000.0
2015,Alberta,Familles monoparentales ayant un homme à leur tête,48,84300.0
2015,Alberta,Familles monoparentales ayant une femme à leur tête,48,51200.0
2015,Alberta,Autres familles de personnes non âgées,48,94800.0
2015,Alberta,Personnes hors famille économique,48,42900.0
2015,Alberta,Personnes âgées hors famille économique,48,35800.0
2015,Alberta,Hommes âgés hors famille économique,48,39100.0
2015,Alberta,Femmes âgées hors famille économique,48,33100.0
2015,Alberta,Personnes non âgées hors famille économique,48,46200.0
2015,Alberta,Hommes non âgés hors famille économique,48,50200.0
2015,Alberta,Femmes non âgées hors famille économique,48,40600.0
2015,Colombie-Britannique,Familles économiques et personnes hors famille économique,59,59500.0
2015,Colombie-Britannique,Familles économiques,59,89000.0
2015,Colombie-Britannique,Familles de personnes âgées,59,65500.0
2015,Colombie-Britannique,Couples de personnes âgées,59,65500.0
2015,Colombie-Britannique,Autres familles de personnes âgées,59,65500.0
2015,Colombie-Britannique,Familles de personnes non âgées,59,99700.0
2015,Colombie-Britannique,Couples,59,92100.0
2015,Colombie-Britannique,Couples avec des enfants,59,107900.0
2015,Colombie-Britannique,Couples avec d'autres personnes apparentées,59,134600.0
2015,Colombie-Britannique,Familles monoparentales,59,57700.0
2015,Colombie-Britannique,Familles monoparentales ayant un homme à leur tête,59,67900.0
2015,Colombie-Britannique,Familles monoparentales ayant une femme à leur tête,59,53500.0
2015,Colombie-Britannique,Autres familles de personnes non âgées,59,66900.0
2015,Colombie-Britannique,Personnes hors famille économique,59,26800.0
2015,Colombie-Britannique,Personnes âgées hors famille économique,59,27400.0
2015,Colombie-Britannique,Hommes âgés hors famille économique,59,25300.0
2015,Colombie-Britannique,Femmes âgées hors famille économique,59,27700.0
2015,Colombie-Britannique,Personnes non âgées hors famille économique,59,26400.0
2015,Colombie-Britannique,Hommes non âgés hors famille économique,59,26800.0
2015,Colombie-Britannique,Femmes non âgées hors famille économique,59,26300.0
2015,"Québec, Québec",Familles économiques et personnes hors famille économique,,53100.0
2015,"Québec, Québec",Familles économiques,,80900.0
2015,"Québec, Québec",Familles de personnes âgées,,64900.0
2015,"Québec, Québec",Couples de personnes âgées,,64200.0
2015,"Québec, Québec",Autres familles de personnes âgées,,
2015,"Québec, Québec",Familles de personnes non âgées,,90400.0
2015,"Québec, Québec",Couples,,83100.0
2015,"Québec, Québec",Couples avec des enfants,,110800.0
2015,"Québec, Québec",Couples avec d'autres personnes apparentées,,
2015,"Québec, Québec",Familles monoparentales,,67000.0
2015,"Québec, Québec",Familles monoparentales ayant un homme à leur tête,,
2015,"Québec, Québec",Familles monoparentales ayant une femme à leur tête,,
2015,"Québec, Québec",Autres familles de personnes non âgées,,
2015,"Québec, Québec",Personnes hors famille économique,,31600.0
2015,"Québec, Québec",Personnes âgées hors famille économique,,27800.0
2015,"Québec, Québec",Hommes âgés hors famille économique,,
2015,"Québec, Québec",Femmes âgées hors famille économique,,28900.0
2015,"Québec, Québec",Personnes non âgées hors famille économique,,35300.0
2015,"Québec, Québec",Hommes non âgés hors famille économique,,31600.0
2015,"Québec, Québec",Femmes non âgées hors famille économique,,38800.0
2015,"Montréal, Québec",Familles économiques et personnes hors famille économique,,55900.0
2015,"Montréal, Québec",Familles économiques,,78700.0
2015,"Montréal, Québec",Familles de personnes âgées,,58500.0
2015,"Montréal, Québec",Couples de personnes âgées,,57200.0
2015,"Montréal, Québec",Autres familles de personnes âgées,,
2015,"Montréal, Québec",Familles de personnes non âgées,,83000.0
2015,"Montréal, Québec",Couples,,78400.0
2015,"Montréal, Québec",Couples avec des enfants,,92200.0
2015,"Montréal, Québec",Couples avec d'autres personnes apparentées,,101200.0
2015,"Montréal, Québec",Familles monoparentales,,62100.0
2015,"Montréal, Québec",Familles monoparentales ayant un homme à leur tête,,
2015,"Montréal, Québec",Familles monoparentales ayant une femme à leur tête,,55600.0
2015,"Montréal, Québec",Autres familles de personnes non âgées,,75800.0
2015,"Montréal, Québec",Personnes hors famille économique,,31500.0
2015,"Montréal, Québec",Personnes âgées hors famille économique,,30300.0
2015,"Montréal, Québec",Hommes âgés hors famille économique,,29000.0
2015,"Montréal, Québec",Femmes âgées hors famille économique,,31600.0
2015,"Montréal, Québec",Personnes non âgées hors famille économique,,32000.0
2015,"Montréal, Québec",Hommes non âgés hors famille économique,,36100.0
2015,"Montréal, Québec",Femmes non âgées hors famille économique,,28200.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles économiques et personnes hors famille économique,,66500.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles économiques,,101500.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes âgées,,87000.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples de personnes âgées,,81900.0
2015,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes âgées,,
2015,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes non âgées,,107400.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples,,97900.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples avec des enfants,,126400.0
2015,"Ottawa-Gatineau, Ontario/Québec",Couples avec d'autres personnes apparentées,,157300.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales,,54300.0
2015,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant un homme à leur tête,,
2015,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant une femme à leur tête,,40500.0
2015,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes non âgées,,59500.0
2015,"Ottawa-Gatineau, Ontario/Québec",Personnes hors famille économique,,34700.0
2015,"Ottawa-Gatineau, Ontario/Québec",Personnes âgées hors famille économique,,34800.0
2015,"Ottawa-Gatineau, Ontario/Québec",Hommes âgés hors famille économique,,
2015,"Ottawa-Gatineau, Ontario/Québec",Femmes âgées hors famille économique,,38700.0
2015,"Ottawa-Gatineau, Ontario/Québec",Personnes non âgées hors famille économique,,34100.0
2015,"Ottawa-Gatineau, Ontario/Québec",Hommes non âgés hors famille économique,,38000.0
2015,"Ottawa-Gatineau, Ontario/Québec",Femmes non âgées hors famille économique,,28500.0
2015,"Toronto, Ontario",Familles économiques et personnes hors famille économique,,65200.0
2015,"Toronto, Ontario",Familles économiques,,92600.0
2015,"Toronto, Ontario",Familles de personnes âgées,,71300.0
2015,"Toronto, Ontario",Couples de personnes âgées,,68600.0
2015,"Toronto, Ontario",Autres familles de personnes âgées,,90700.0
2015,"Toronto, Ontario",Familles de personnes non âgées,,95900.0
2015,"Toronto, Ontario",Couples,,79900.0
2015,"Toronto, Ontario",Couples avec des enfants,,104400.0
2015,"Toronto, Ontario",Couples avec d'autres personnes apparentées,,141200.0
2015,"Toronto, Ontario",Familles monoparentales,,48100.0
2015,"Toronto, Ontario",Familles monoparentales ayant un homme à leur tête,,
2015,"Toronto, Ontario",Familles monoparentales ayant une femme à leur tête,,46900.0
2015,"Toronto, Ontario",Autres familles de personnes non âgées,,78800.0
2015,"Toronto, Ontario",Personnes hors famille économique,,30300.0
2015,"Toronto, Ontario",Personnes âgées hors famille économique,,30600.0
2015,"Toronto, Ontario",Hommes âgés hors famille économique,,34900.0
2015,"Toronto, Ontario",Femmes âgées hors famille économique,,30400.0
2015,"Toronto, Ontario",Personnes non âgées hors famille économique,,29200.0
2015,"Toronto, Ontario",Hommes non âgés hors famille économique,,38000.0
2015,"Toronto, Ontario",Femmes non âgées hors famille économique,,27900.0
2015,"Winnipeg, Manitoba",Familles économiques et personnes hors famille économique,,62200.0
2015,"Winnipeg, Manitoba",Familles économiques,,85500.0
2015,"Winnipeg, Manitoba",Familles de personnes âgées,,73600.0
2015,"Winnipeg, Manitoba",Couples de personnes âgées,,69700.0
2015,"Winnipeg, Manitoba",Autres familles de personnes âgées,,85700.0
2015,"Winnipeg, Manitoba",Familles de personnes non âgées,,89900.0
2015,"Winnipeg, Manitoba",Couples,,82300.0
2015,"Winnipeg, Manitoba",Couples avec des enfants,,96900.0
2015,"Winnipeg, Manitoba",Couples avec d'autres personnes apparentées,,132000.0
2015,"Winnipeg, Manitoba",Familles monoparentales,,44500.0
2015,"Winnipeg, Manitoba",Familles monoparentales ayant un homme à leur tête,,
2015,"Winnipeg, Manitoba",Familles monoparentales ayant une femme à leur tête,,41900.0
2015,"Winnipeg, Manitoba",Autres familles de personnes non âgées,,72400.0
2015,"Winnipeg, Manitoba",Personnes hors famille économique,,34400.0
2015,"Winnipeg, Manitoba",Personnes âgées hors famille économique,,32700.0
2015,"Winnipeg, Manitoba",Hommes âgés hors famille économique,,38800.0
2015,"Winnipeg, Manitoba",Femmes âgées hors famille économique,,29300.0
2015,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,,35000.0
2015,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,,36700.0
2015,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,,33800.0
2015,"Calgary, Alberta",Familles économiques et personnes hors famille économique,,80000.0
2015,"Calgary, Alberta",Familles économiques,,109500.0
2015,"Calgary, Alberta",Familles de personnes âgées,,82600.0
2015,"Calgary, Alberta",Couples de personnes âgées,,82300.0
2015,"Calgary, Alberta",Autres familles de personnes âgées,,
2015,"Calgary, Alberta",Familles de personnes non âgées,,111900.0
2015,"Calgary, Alberta",Couples,,120800.0
2015,"Calgary, Alberta",Couples avec des enfants,,121700.0
2015,"Calgary, Alberta",Couples avec d'autres personnes apparentées,,146800.0
2015,"Calgary, Alberta",Familles monoparentales,,72800.0
2015,"Calgary, Alberta",Familles monoparentales ayant un homme à leur tête,,
2015,"Calgary, Alberta",Familles monoparentales ayant une femme à leur tête,,72800.0
2015,"Calgary, Alberta",Autres familles de personnes non âgées,,75000.0
2015,"Calgary, Alberta",Personnes hors famille économique,,43100.0
2015,"Calgary, Alberta",Personnes âgées hors famille économique,,36800.0
2015,"Calgary, Alberta",Hommes âgés hors famille économique,,
2015,"Calgary, Alberta",Femmes âgées hors famille économique,,32100.0
2015,"Calgary, Alberta",Personnes non âgées hors famille économique,,44100.0
2015,"Calgary, Alberta",Hommes non âgés hors famille économique,,48500.0
2015,"Calgary, Alberta",Femmes non âgées hors famille économique,,38800.0
2015,"Edmonton, Alberta",Familles économiques et personnes hors famille économique,,85300.0
2015,"Edmonton, Alberta",Familles économiques,,112600.0
2015,"Edmonton, Alberta",Familles de personnes âgées,,80100.0
2015,"Edmonton, Alberta",Couples de personnes âgées,,77600.0
2015,"Edmonton, Alberta",Autres familles de personnes âgées,,
2015,"Edmonton, Alberta",Familles de personnes non âgées,,116400.0
2015,"Edmonton, Alberta",Couples,,111600.0
2015,"Edmonton, Alberta",Couples avec des enfants,,113700.0
2015,"Edmonton, Alberta",Couples avec d'autres personnes apparentées,,176200.0
2015,"Edmonton, Alberta",Familles monoparentales,,51200.0
2015,"Edmonton, Alberta",Familles monoparentales ayant un homme à leur tête,,
2015,"Edmonton, Alberta",Familles monoparentales ayant une femme à leur tête,,
2015,"Edmonton, Alberta",Autres familles de personnes non âgées,,108300.0
2015,"Edmonton, Alberta",Personnes hors famille économique,,44500.0
2015,"Edmonton, Alberta",Personnes âgées hors famille économique,,39100.0
2015,"Edmonton, Alberta",Hommes âgés hors famille économique,,
2015,"Edmonton, Alberta",Femmes âgées hors famille économique,,38400.0
2015,"Edmonton, Alberta",Personnes non âgées hors famille économique,,47300.0
2015,"Edmonton, Alberta",Hommes non âgés hors famille économique,,48800.0
2015,"Edmonton, Alberta",Femmes non âgées hors famille économique,,42900.0
2015,"Vancouver, Colombie-Britannique",Familles économiques et personnes hors famille économique,,66300.0
2015,"Vancouver, Colombie-Britannique",Familles économiques,,99800.0
2015,"Vancouver, Colombie-Britannique",Familles de personnes âgées,,70700.0
2015,"Vancouver, Colombie-Britannique",Couples de personnes âgées,,71800.0
2015,"Vancouver, Colombie-Britannique",Autres familles de personnes âgées,,
2015,"Vancouver, Colombie-Britannique",Familles de personnes non âgées,,104300.0
2015,"Vancouver, Colombie-Britannique",Couples,,100700.0
2015,"Vancouver, Colombie-Britannique",Couples avec des enfants,,114500.0
2015,"Vancouver, Colombie-Britannique",Couples avec d'autres personnes apparentées,,135600.0
2015,"Vancouver, Colombie-Britannique",Familles monoparentales,,71300.0
2015,"Vancouver, Colombie-Britannique",Familles monoparentales ayant un homme à leur tête,,
2015,"Vancouver, Colombie-Britannique",Familles monoparentales ayant une femme à leur tête,,58800.0
2015,"Vancouver, Colombie-Britannique",Autres familles de personnes non âgées,,68600.0
2015,"Vancouver, Colombie-Britannique",Personnes hors famille économique,,27700.0
2015,"Vancouver, Colombie-Britannique",Personnes âgées hors famille économique,,26900.0
2015,"Vancouver, Colombie-Britannique",Hommes âgés hors famille économique,,23100.0
2015,"Vancouver, Colombie-Britannique",Femmes âgées hors famille économique,,27800.0
2015,"Vancouver, Colombie-Britannique",Personnes non âgées hors famille économique,,28200.0
2015,"Vancouver, Colombie-Britannique",Hommes non âgés hors famille économique,,28900.0
2015,"Vancouver, Colombie-Britannique",Femmes non âgées hors famille économique,,28200.0
