Year,Géographie,Indice,GeoCode,Value
2015,Colombie-Britannique,Indice des crimes avec violence,59,81.55
2015,Colombie-Britannique,Indice de gravité de la criminalité chez les jeunes,59,38.85
2015,Colombie-Britannique,Indice des crimes avec violence chez les jeunes,59,40.16
2015,Yukon,Indice de gravité de la criminalité,60,182.97
2015,Yukon,Indice des crimes avec violence,60,209.02
2015,Yukon,Indice de gravité de la criminalité chez les jeunes,60,266.12
2015,Yukon,Indice des crimes avec violence chez les jeunes,60,161.22
2015,Territoires du Nord-Ouest,Indice de gravité de la criminalité,61,321.91
2015,Territoires du Nord-Ouest,Indice des crimes avec violence,61,365.33
2015,Territoires du Nord-Ouest,Indice de gravité de la criminalité chez les jeunes,61,274.17
2015,Territoires du Nord-Ouest,Indice des crimes avec violence chez les jeunes,61,190.28
2015,Nunavut,Indice de gravité de la criminalité,62,275.19
2015,Nunavut,Indice des crimes avec violence,62,388.59
2015,Nunavut,Indice de gravité de la criminalité chez les jeunes,62,323.62
2015,Nunavut,Indice des crimes avec violence chez les jeunes,62,225.69
2016,Canada,Indice des crimes avec violence,,76.88
2016,Canada,Indice de gravité de la criminalité chez les jeunes,,59.89
2016,Canada,Indice des crimes avec violence chez les jeunes,,70.93
2016,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité,10,69.55
2016,Terre-Neuve-et-Labrador,Indice des crimes avec violence,10,73.58
2016,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité chez les jeunes,10,60.66
2016,Terre-Neuve-et-Labrador,Indice des crimes avec violence chez les jeunes,10,52.31
2016,Île-du-Prince-Édouard,Indice de gravité de la criminalité,11,49.33
2016,Île-du-Prince-Édouard,Indice des crimes avec violence,11,36.85
2016,Île-du-Prince-Édouard,Indice de gravité de la criminalité chez les jeunes,11,31.4
2016,Île-du-Prince-Édouard,Indice des crimes avec violence chez les jeunes,11,27.16
2016,Nouvelle-Écosse,Indice de gravité de la criminalité,12,62.32
2016,Nouvelle-Écosse,Indice des crimes avec violence,12,71.11
2016,Nouvelle-Écosse,Indice de gravité de la criminalité chez les jeunes,12,80.77
2016,Nouvelle-Écosse,Indice des crimes avec violence chez les jeunes,12,89.0
2016,Nouveau-Brunswick,Indice de gravité de la criminalité,13,61.56
2016,Nouveau-Brunswick,Indice des crimes avec violence,13,65.89
2016,Nouveau-Brunswick,Indice de gravité de la criminalité chez les jeunes,13,58.1
2016,Nouveau-Brunswick,Indice des crimes avec violence chez les jeunes,13,54.72
2016,Québec,Indice de gravité de la criminalité,24,56.62
2016,Québec,Indice des crimes avec violence,24,67.85
2016,Québec,Indice de gravité de la criminalité chez les jeunes,24,57.75
2016,Québec,Indice des crimes avec violence chez les jeunes,24,77.76
2016,Ontario,Indice de gravité de la criminalité,35,53.29
2016,Ontario,Indice des crimes avec violence,35,64.6
2016,Ontario,Indice de gravité de la criminalité chez les jeunes,35,51.06
2016,Ontario,Indice des crimes avec violence chez les jeunes,35,66.85
2016,Manitoba,Indice de gravité de la criminalité,46,115.38
2016,Manitoba,Indice des crimes avec violence,46,153.38
2016,Manitoba,Indice de gravité de la criminalité chez les jeunes,46,113.24
2016,Manitoba,Indice des crimes avec violence chez les jeunes,46,126.73
2016,Saskatchewan,Indice de gravité de la criminalité,47,151.37
2016,Saskatchewan,Indice des crimes avec violence,47,150.52
2016,Saskatchewan,Indice de gravité de la criminalité chez les jeunes,47,172.77
2016,Saskatchewan,Indice des crimes avec violence chez les jeunes,47,164.2
2016,Alberta,Indice de gravité de la criminalité,48,105.99
2016,Alberta,Indice des crimes avec violence,48,92.89
2016,Alberta,Indice de gravité de la criminalité chez les jeunes,48,56.77
2016,Alberta,Indice des crimes avec violence chez les jeunes,48,60.89
2016,Colombie-Britannique,Indice de gravité de la criminalité,59,91.73
2016,Colombie-Britannique,Indice des crimes avec violence,59,73.54
2016,Colombie-Britannique,Indice de gravité de la criminalité chez les jeunes,59,35.97
2016,Colombie-Britannique,Indice des crimes avec violence chez les jeunes,59,37.02
2016,Yukon,Indice de gravité de la criminalité,60,185.89
2016,Yukon,Indice des crimes avec violence,60,236.25
2016,Yukon,Indice de gravité de la criminalité chez les jeunes,60,193.18
2016,Yukon,Indice des crimes avec violence chez les jeunes,60,196.48
2016,Territoires du Nord-Ouest,Indice de gravité de la criminalité,61,297.36
2016,Territoires du Nord-Ouest,Indice des crimes avec violence,61,336.14
2016,Territoires du Nord-Ouest,Indice de gravité de la criminalité chez les jeunes,61,246.93
2016,Territoires du Nord-Ouest,Indice des crimes avec violence chez les jeunes,61,139.48
2016,Nunavut,Indice de gravité de la criminalité,62,294.87
2016,Nunavut,Indice des crimes avec violence,62,433.18
2016,Nunavut,Indice de gravité de la criminalité chez les jeunes,62,292.3
2016,Nunavut,Indice des crimes avec violence chez les jeunes,62,198.21
2017,Canada,Indice des crimes avec violence,,81.27
2017,Canada,Indice de gravité de la criminalité chez les jeunes,,62.68
2017,Canada,Indice des crimes avec violence chez les jeunes,,80.51
2017,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité,10,63.52
2017,Terre-Neuve-et-Labrador,Indice des crimes avec violence,10,70.54
2017,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité chez les jeunes,10,65.67
2017,Terre-Neuve-et-Labrador,Indice des crimes avec violence chez les jeunes,10,58.36
2017,Île-du-Prince-Édouard,Indice de gravité de la criminalité,11,45.89
2017,Île-du-Prince-Édouard,Indice des crimes avec violence,11,40.22
2017,Île-du-Prince-Édouard,Indice de gravité de la criminalité chez les jeunes,11,29.24
2017,Île-du-Prince-Édouard,Indice des crimes avec violence chez les jeunes,11,30.75
2017,Nouvelle-Écosse,Indice de gravité de la criminalité,12,66.28
2017,Nouvelle-Écosse,Indice des crimes avec violence,12,78.83
2017,Nouvelle-Écosse,Indice de gravité de la criminalité chez les jeunes,12,69.18
2017,Nouvelle-Écosse,Indice des crimes avec violence chez les jeunes,12,82.4
2017,Nouveau-Brunswick,Indice de gravité de la criminalité,13,68.76
2017,Nouveau-Brunswick,Indice des crimes avec violence,13,69.75
2017,Nouveau-Brunswick,Indice de gravité de la criminalité chez les jeunes,13,51.85
2017,Nouveau-Brunswick,Indice des crimes avec violence chez les jeunes,13,51.71
2017,Québec,Indice de gravité de la criminalité,24,57.8
2017,Québec,Indice des crimes avec violence,24,72.75
2017,Québec,Indice de gravité de la criminalité chez les jeunes,24,58.5
2017,Québec,Indice des crimes avec violence chez les jeunes,24,77.92
2017,Ontario,Indice de gravité de la criminalité,35,56.35
2017,Ontario,Indice des crimes avec violence,35,69.83
2017,Ontario,Indice de gravité de la criminalité chez les jeunes,35,57.34
2017,Ontario,Indice des crimes avec violence chez les jeunes,35,83.21
2017,Manitoba,Indice de gravité de la criminalité,46,119.03
2017,Manitoba,Indice des crimes avec violence,46,160.79
2017,Manitoba,Indice de gravité de la criminalité chez les jeunes,46,131.23
2017,Manitoba,Indice des crimes avec violence chez les jeunes,46,178.98
2017,Saskatchewan,Indice de gravité de la criminalité,47,143.17
2017,Saskatchewan,Indice des crimes avec violence,47,145.6
2017,Saskatchewan,Indice de gravité de la criminalité chez les jeunes,47,161.49
2017,Saskatchewan,Indice des crimes avec violence chez les jeunes,47,158.71
2017,Alberta,Indice de gravité de la criminalité,48,112.06
2017,Alberta,Indice des crimes avec violence,48,98.56
2017,Alberta,Indice de gravité de la criminalité chez les jeunes,48,56.2
2017,Alberta,Indice des crimes avec violence chez les jeunes,48,63.64
2017,Colombie-Britannique,Indice de gravité de la criminalité,59,87.14
2017,Colombie-Britannique,Indice des crimes avec violence,59,74.5
2017,Colombie-Britannique,Indice de gravité de la criminalité chez les jeunes,59,37.35
2017,Colombie-Britannique,Indice des crimes avec violence chez les jeunes,59,41.79
2017,Yukon,Indice de gravité de la criminalité,60,183.93
2017,Yukon,Indice des crimes avec violence,60,251.9
2017,Yukon,Indice de gravité de la criminalité chez les jeunes,60,172.79
2017,Yukon,Indice des crimes avec violence chez les jeunes,60,139.4
2017,Territoires du Nord-Ouest,Indice de gravité de la criminalité,61,309.48
2017,Territoires du Nord-Ouest,Indice des crimes avec violence,61,373.23
2017,Territoires du Nord-Ouest,Indice de gravité de la criminalité chez les jeunes,61,258.35
2017,Territoires du Nord-Ouest,Indice des crimes avec violence chez les jeunes,61,217.84
2017,Nunavut,Indice de gravité de la criminalité,62,300.53
2017,Nunavut,Indice des crimes avec violence,62,474.61
2017,Nunavut,Indice de gravité de la criminalité chez les jeunes,62,298.55
2017,Nunavut,Indice des crimes avec violence chez les jeunes,62,279.83
2018,Canada,Indice des crimes avec violence,,83.55
2018,Canada,Indice de gravité de la criminalité chez les jeunes,,56.58
2018,Canada,Indice des crimes avec violence chez les jeunes,,77.04
2018,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité,10,64.85
2018,Terre-Neuve-et-Labrador,Indice des crimes avec violence,10,71.74
2018,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité chez les jeunes,10,55.64
2018,Terre-Neuve-et-Labrador,Indice des crimes avec violence chez les jeunes,10,57.78
2018,Île-du-Prince-Édouard,Indice de gravité de la criminalité,11,54.24
2018,Île-du-Prince-Édouard,Indice des crimes avec violence,11,49.05
2018,Île-du-Prince-Édouard,Indice de gravité de la criminalité chez les jeunes,11,30.2
2018,Île-du-Prince-Édouard,Indice des crimes avec violence chez les jeunes,11,34.87
2018,Nouvelle-Écosse,Indice de gravité de la criminalité,12,65.58
2018,Nouvelle-Écosse,Indice des crimes avec violence,12,79.05
2018,Nouvelle-Écosse,Indice de gravité de la criminalité chez les jeunes,12,58.63
2018,Nouvelle-Écosse,Indice des crimes avec violence chez les jeunes,12,73.68
2018,Nouveau-Brunswick,Indice de gravité de la criminalité,13,73.0
2018,Nouveau-Brunswick,Indice des crimes avec violence,13,76.87
2018,Nouveau-Brunswick,Indice de gravité de la criminalité chez les jeunes,13,48.39
2018,Nouveau-Brunswick,Indice des crimes avec violence chez les jeunes,13,53.56
2018,Québec,Indice de gravité de la criminalité,24,56.53
2018,Québec,Indice des crimes avec violence,24,71.67
2018,Québec,Indice de gravité de la criminalité chez les jeunes,24,58.29
2018,Québec,Indice des crimes avec violence chez les jeunes,24,81.41
2018,Ontario,Indice de gravité de la criminalité,35,60.4
2018,Ontario,Indice des crimes avec violence,35,74.51
2018,Ontario,Indice de gravité de la criminalité chez les jeunes,35,51.03
2018,Ontario,Indice des crimes avec violence chez les jeunes,35,77.42
2018,Manitoba,Indice de gravité de la criminalité,46,126.15
2018,Manitoba,Indice des crimes avec violence,46,170.49
2018,Manitoba,Indice de gravité de la criminalité chez les jeunes,46,108.88
2018,Manitoba,Indice des crimes avec violence chez les jeunes,46,144.24
2018,Saskatchewan,Indice de gravité de la criminalité,47,140.74
2018,Saskatchewan,Indice des crimes avec violence,47,141.3
2018,Saskatchewan,Indice de gravité de la criminalité chez les jeunes,47,117.1
2018,Saskatchewan,Indice des crimes avec violence chez les jeunes,47,125.6
2018,Alberta,Indice de gravité de la criminalité,48,113.65
2018,Alberta,Indice des crimes avec violence,48,99.5
2018,Alberta,Indice de gravité de la criminalité chez les jeunes,48,56.98
2018,Alberta,Indice des crimes avec violence chez les jeunes,48,76.17
2018,Colombie-Britannique,Indice de gravité de la criminalité,59,88.84
2018,Colombie-Britannique,Indice des crimes avec violence,59,75.17
2018,Colombie-Britannique,Indice de gravité de la criminalité chez les jeunes,59,33.89
2018,Colombie-Britannique,Indice des crimes avec violence chez les jeunes,59,38.61
2018,Yukon,Indice de gravité de la criminalité,60,172.12
2018,Yukon,Indice des crimes avec violence,60,214.42
2018,Yukon,Indice de gravité de la criminalité chez les jeunes,60,150.88
2018,Yukon,Indice des crimes avec violence chez les jeunes,60,123.43
2018,Territoires du Nord-Ouest,Indice de gravité de la criminalité,61,325.31
2018,Territoires du Nord-Ouest,Indice des crimes avec violence,61,426.29
2018,Territoires du Nord-Ouest,Indice de gravité de la criminalité chez les jeunes,61,214.2
2018,Territoires du Nord-Ouest,Indice des crimes avec violence chez les jeunes,61,170.84
2018,Nunavut,Indice de gravité de la criminalité,62,325.47
2018,Nunavut,Indice des crimes avec violence,62,562.55
2018,Nunavut,Indice de gravité de la criminalité chez les jeunes,62,210.13
2018,Nunavut,Indice des crimes avec violence chez les jeunes,62,179.26
2019,Canada,Indice des crimes avec violence,,90.28
2019,Canada,Indice de gravité de la criminalité chez les jeunes,,55.1
2019,Canada,Indice des crimes avec violence chez les jeunes,,79.82
2019,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité,10,71.91
2019,Terre-Neuve-et-Labrador,Indice des crimes avec violence,10,79.79
2019,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité chez les jeunes,10,46.49
2019,Terre-Neuve-et-Labrador,Indice des crimes avec violence chez les jeunes,10,49.01
2019,Île-du-Prince-Édouard,Indice de gravité de la criminalité,11,64.27
2019,Île-du-Prince-Édouard,Indice des crimes avec violence,11,64.62
2019,Île-du-Prince-Édouard,Indice de gravité de la criminalité chez les jeunes,11,31.27
2019,Île-du-Prince-Édouard,Indice des crimes avec violence chez les jeunes,11,32.33
2019,Nouvelle-Écosse,Indice de gravité de la criminalité,12,66.41
2019,Nouvelle-Écosse,Indice des crimes avec violence,12,82.72
2019,Nouvelle-Écosse,Indice de gravité de la criminalité chez les jeunes,12,51.47
2019,Nouvelle-Écosse,Indice des crimes avec violence chez les jeunes,12,59.76
2019,Nouveau-Brunswick,Indice de gravité de la criminalité,13,80.24
2019,Nouveau-Brunswick,Indice des crimes avec violence,13,87.36
2019,Nouveau-Brunswick,Indice de gravité de la criminalité chez les jeunes,13,48.15
2019,Nouveau-Brunswick,Indice des crimes avec violence chez les jeunes,13,65.17
2019,Québec,Indice de gravité de la criminalité,24,55.78
2019,Québec,Indice des crimes avec violence,24,75.11
2019,Québec,Indice de gravité de la criminalité chez les jeunes,24,58.74
2019,Québec,Indice des crimes avec violence chez les jeunes,24,89.21
2019,Ontario,Indice de gravité de la criminalité,35,60.99
2019,Ontario,Indice des crimes avec violence,35,75.41
2019,Ontario,Indice de gravité de la criminalité chez les jeunes,35,48.3
2019,Ontario,Indice des crimes avec violence chez les jeunes,35,75.78
2019,Manitoba,Indice de gravité de la criminalité,46,139.65
2019,Manitoba,Indice des crimes avec violence,46,189.75
2019,Manitoba,Indice de gravité de la criminalité chez les jeunes,46,105.49
2019,Manitoba,Indice des crimes avec violence chez les jeunes,46,157.75
2019,Saskatchewan,Indice de gravité de la criminalité,47,149.62
2019,Saskatchewan,Indice des crimes avec violence,47,173.63
2019,Saskatchewan,Indice de gravité de la criminalité chez les jeunes,47,111.81
2019,Saskatchewan,Indice des crimes avec violence chez les jeunes,47,135.32
2019,Alberta,Indice de gravité de la criminalité,48,120.14
2019,Alberta,Indice des crimes avec violence,48,108.18
2019,Alberta,Indice de gravité de la criminalité chez les jeunes,48,53.14
2019,Alberta,Indice des crimes avec violence chez les jeunes,48,72.18
2019,Colombie-Britannique,Indice de gravité de la criminalité,59,104.28
2019,Colombie-Britannique,Indice des crimes avec violence,59,91.74
2019,Colombie-Britannique,Indice de gravité de la criminalité chez les jeunes,59,38.82
2019,Colombie-Britannique,Indice des crimes avec violence chez les jeunes,59,50.47
2019,Yukon,Indice de gravité de la criminalité,60,212.69
2019,Yukon,Indice des crimes avec violence,60,231.93
2019,Yukon,Indice de gravité de la criminalité chez les jeunes,60,103.79
2019,Yukon,Indice des crimes avec violence chez les jeunes,60,88.92
2019,Territoires du Nord-Ouest,Indice de gravité de la criminalité,61,389.0
2019,Territoires du Nord-Ouest,Indice des crimes avec violence,61,484.64
2019,Territoires du Nord-Ouest,Indice de gravité de la criminalité chez les jeunes,61,203.47
2019,Territoires du Nord-Ouest,Indice des crimes avec violence chez les jeunes,61,198.64
2019,Nunavut,Indice de gravité de la criminalité,62,371.82
2019,Nunavut,Indice des crimes avec violence,62,640.76
2019,Nunavut,Indice de gravité de la criminalité chez les jeunes,62,227.9
2019,Nunavut,Indice des crimes avec violence chez les jeunes,62,244.82
2020,Canada,Indice des crimes avec violence,,87.97
2020,Canada,Indice de gravité de la criminalité chez les jeunes,,42.99
2020,Canada,Indice des crimes avec violence chez les jeunes,,66.88
2020,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité,10,69.56
2020,Terre-Neuve-et-Labrador,Indice des crimes avec violence,10,81.78
2020,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité chez les jeunes,10,36.93
2020,Terre-Neuve-et-Labrador,Indice des crimes avec violence chez les jeunes,10,50.66
2020,Île-du-Prince-Édouard,Indice de gravité de la criminalité,11,57.24
2020,Île-du-Prince-Édouard,Indice des crimes avec violence,11,56.39
2020,Île-du-Prince-Édouard,Indice de gravité de la criminalité chez les jeunes,11,19.1
2020,Île-du-Prince-Édouard,Indice des crimes avec violence chez les jeunes,11,22.65
2020,Nouvelle-Écosse,Indice de gravité de la criminalité,12,72.15
2020,Nouvelle-Écosse,Indice des crimes avec violence,12,100.2
2020,Nouvelle-Écosse,Indice de gravité de la criminalité chez les jeunes,12,34.93
2020,Nouvelle-Écosse,Indice des crimes avec violence chez les jeunes,12,48.46
2020,Nouveau-Brunswick,Indice de gravité de la criminalité,13,83.35
2020,Nouveau-Brunswick,Indice des crimes avec violence,13,84.37
2020,Nouveau-Brunswick,Indice de gravité de la criminalité chez les jeunes,13,38.22
2020,Nouveau-Brunswick,Indice des crimes avec violence chez les jeunes,13,47.05
2020,Québec,Indice de gravité de la criminalité,24,51.59
2020,Québec,Indice des crimes avec violence,24,74.34
2020,Québec,Indice de gravité de la criminalité chez les jeunes,24,48.52
2020,Québec,Indice des crimes avec violence chez les jeunes,24,76.55
2020,Ontario,Indice de gravité de la criminalité,35,55.47
2020,Ontario,Indice des crimes avec violence,35,69.58
2020,Ontario,Indice de gravité de la criminalité chez les jeunes,35,37.33
2020,Ontario,Indice des crimes avec violence chez les jeunes,35,62.53
2020,Manitoba,Indice de gravité de la criminalité,46,125.84
2020,Manitoba,Indice des crimes avec violence,46,171.0
2020,Manitoba,Indice de gravité de la criminalité chez les jeunes,46,83.34
2020,Manitoba,Indice des crimes avec violence chez les jeunes,46,128.72
2020,Saskatchewan,Indice de gravité de la criminalité,47,142.6
2020,Saskatchewan,Indice des crimes avec violence,47,179.28
2020,Saskatchewan,Indice de gravité de la criminalité chez les jeunes,47,93.36
2020,Saskatchewan,Indice des crimes avec violence chez les jeunes,47,129.34
2020,Alberta,Indice de gravité de la criminalité,48,108.7
2020,Alberta,Indice des crimes avec violence,48,109.72
2020,Alberta,Indice de gravité de la criminalité chez les jeunes,48,38.01
2020,Alberta,Indice des crimes avec violence chez les jeunes,48,59.26
2020,Colombie-Britannique,Indice de gravité de la criminalité,59,97.35
2020,Colombie-Britannique,Indice des crimes avec violence,59,91.22
2020,Colombie-Britannique,Indice de gravité de la criminalité chez les jeunes,59,29.39
2020,Colombie-Britannique,Indice des crimes avec violence chez les jeunes,59,40.3
2020,Yukon,Indice de gravité de la criminalité,60,214.71
2020,Yukon,Indice des crimes avec violence,60,255.26
2020,Yukon,Indice de gravité de la criminalité chez les jeunes,60,115.4
2020,Yukon,Indice des crimes avec violence chez les jeunes,60,129.95
2020,Territoires du Nord-Ouest,Indice de gravité de la criminalité,61,414.06
2020,Territoires du Nord-Ouest,Indice des crimes avec violence,61,517.3
2020,Territoires du Nord-Ouest,Indice de gravité de la criminalité chez les jeunes,61,141.95
2020,Territoires du Nord-Ouest,Indice des crimes avec violence chez les jeunes,61,152.09
2020,Nunavut,Indice de gravité de la criminalité,62,378.01
2020,Nunavut,Indice des crimes avec violence,62,655.97
2020,Nunavut,Indice de gravité de la criminalité chez les jeunes,62,136.06
2020,Nunavut,Indice des crimes avec violence chez les jeunes,62,176.87
2021,Canada,Indice des crimes avec violence,,92.5
2021,Canada,Indice de gravité de la criminalité chez les jeunes,,40.96
2021,Canada,Indice des crimes avec violence chez les jeunes,,64.2
2021,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité,10,75.5
2021,Terre-Neuve-et-Labrador,Indice des crimes avec violence,10,97.31
2021,Terre-Neuve-et-Labrador,Indice de gravité de la criminalité chez les jeunes,10,31.77
2021,Terre-Neuve-et-Labrador,Indice des crimes avec violence chez les jeunes,10,40.92
2021,Île-du-Prince-Édouard,Indice de gravité de la criminalité,11,56.95
2021,Île-du-Prince-Édouard,Indice des crimes avec violence,11,60.03
2021,Île-du-Prince-Édouard,Indice de gravité de la criminalité chez les jeunes,11,22.61
2021,Île-du-Prince-Édouard,Indice des crimes avec violence chez les jeunes,11,29.67
2021,Nouvelle-Écosse,Indice de gravité de la criminalité,12,71.6
2021,Nouvelle-Écosse,Indice des crimes avec violence,12,94.66
2021,Nouvelle-Écosse,Indice de gravité de la criminalité chez les jeunes,12,39.43
2021,Nouvelle-Écosse,Indice des crimes avec violence chez les jeunes,12,52.58
2021,Nouveau-Brunswick,Indice de gravité de la criminalité,13,88.48
2021,Nouveau-Brunswick,Indice des crimes avec violence,13,90.35
2021,Nouveau-Brunswick,Indice de gravité de la criminalité chez les jeunes,13,31.99
2021,Nouveau-Brunswick,Indice des crimes avec violence chez les jeunes,13,43.29
2021,Québec,Indice de gravité de la criminalité,24,54.3
2021,Québec,Indice des crimes avec violence,24,82.95
2021,Québec,Indice de gravité de la criminalité chez les jeunes,24,54.3
2021,Québec,Indice des crimes avec violence chez les jeunes,24,89.29
2021,Ontario,Indice de gravité de la criminalité,35,56.21
2021,Ontario,Indice des crimes avec violence,35,72.15
2021,Ontario,Indice de gravité de la criminalité chez les jeunes,35,31.87
2021,Ontario,Indice des crimes avec violence chez les jeunes,35,51.98
2021,Manitoba,Indice de gravité de la criminalité,46,126.92
2021,Manitoba,Indice des crimes avec violence,46,182.46
2021,Manitoba,Indice de gravité de la criminalité chez les jeunes,46,72.42
2021,Manitoba,Indice des crimes avec violence chez les jeunes,46,114.9
2021,Saskatchewan,Indice de gravité de la criminalité,47,146.76
2021,Saskatchewan,Indice des crimes avec violence,47,185.93
2021,Saskatchewan,Indice de gravité de la criminalité chez les jeunes,47,88.96
2021,Saskatchewan,Indice des crimes avec violence chez les jeunes,47,126.37
2021,Alberta,Indice de gravité de la criminalité,48,101.36
2021,Alberta,Indice des crimes avec violence,48,112.41
2021,Alberta,Indice de gravité de la criminalité chez les jeunes,48,36.59
2021,Alberta,Indice des crimes avec violence chez les jeunes,48,56.73
2021,Colombie-Britannique,Indice de gravité de la criminalité,59,92.86
2021,Colombie-Britannique,Indice des crimes avec violence,59,95.16
2021,Colombie-Britannique,Indice de gravité de la criminalité chez les jeunes,59,26.92
2021,Colombie-Britannique,Indice des crimes avec violence chez les jeunes,59,38.24
2021,Yukon,Indice de gravité de la criminalité,60,213.26
2021,Yukon,Indice des crimes avec violence,60,268.71
2021,Yukon,Indice de gravité de la criminalité chez les jeunes,60,114.61
2021,Yukon,Indice des crimes avec violence chez les jeunes,60,145.8
2021,Territoires du Nord-Ouest,Indice de gravité de la criminalité,61,391.27
2021,Territoires du Nord-Ouest,Indice des crimes avec violence,61,472.73
2021,Territoires du Nord-Ouest,Indice de gravité de la criminalité chez les jeunes,61,109.73
2021,Territoires du Nord-Ouest,Indice des crimes avec violence chez les jeunes,61,143.49
2021,Nunavut,Indice de gravité de la criminalité,62,384.09
2021,Nunavut,Indice des crimes avec violence,62,596.08
2021,Nunavut,Indice de gravité de la criminalité chez les jeunes,62,131.34
2021,Nunavut,Indice des crimes avec violence chez les jeunes,62,134.46
