Year,Géographie,Catégorie de produits,GeoCode,Value
2020,Nunavut,Équipements électriques et électroniques,62,0.88
2020,Nunavut,Emballages,62,0.88
2020,Nunavut,Textiles,62,0.93
2020,Nunavut,Véhicules,62,20.0
2020,Nunavut,Autres produits,62,0.46
2020,Canadian territorial enclaves abroad,"Total, toutes les catégories de produits",,1.01
2020,Canadian territorial enclaves abroad,Matériaux de construction,,0.0
2020,Canadian territorial enclaves abroad,Équipements électriques et électroniques,,1.31
2020,Canadian territorial enclaves abroad,Emballages,,0.99
2020,Canadian territorial enclaves abroad,Textiles,,0.9
2020,Canadian territorial enclaves abroad,Véhicules,,1.59
2020,Canadian territorial enclaves abroad,Autres produits,,0.96
2021,Canada,Matériaux de construction,,0.88
2021,Canada,Équipements électriques et électroniques,,0.91
2021,Canada,Matériel électronique,,0.88
2021,Canada,Gros appareils électroménagers,,0.88
2021,Canada,Autres équipements électriques et électroniques,,0.92
2021,Canada,Emballages,,0.88
2021,Canada,Bouteilles,,0.88
2021,Canada,Films,,0.88
2021,Canada,Rigides non-bouteilles,,0.88
2021,Canada,Autres produits d'emballage,,0.88
2021,Canada,Films agricoles,,0.88
2021,Canada,Textiles,,0.88
2021,Canada,Véhicules,,0.62
2021,Canada,Autres produits,,0.75
2021,Terre-Neuve-et-Labrador,"Total, toutes les catégories de produits",10,4.42
2021,Terre-Neuve-et-Labrador,Matériaux de construction,10,0.9
2021,Terre-Neuve-et-Labrador,Équipements électriques et électroniques,10,0.9
2021,Terre-Neuve-et-Labrador,Emballages,10,0.88
2021,Terre-Neuve-et-Labrador,Films agricoles,10,0.68
2021,Terre-Neuve-et-Labrador,Textiles,10,0.88
2021,Terre-Neuve-et-Labrador,Véhicules,10,20.0
2021,Terre-Neuve-et-Labrador,Autres produits,10,0.59
2021,Île-du-Prince-Édouard,"Total, toutes les catégories de produits",11,0.66
2021,Île-du-Prince-Édouard,Matériaux de construction,11,0.88
2021,Île-du-Prince-Édouard,Équipements électriques et électroniques,11,0.93
2021,Île-du-Prince-Édouard,Emballages,11,0.87
2021,Île-du-Prince-Édouard,Films agricoles,11,0.85
2021,Île-du-Prince-Édouard,Textiles,11,0.85
2021,Île-du-Prince-Édouard,Véhicules,11,0.24
2021,Île-du-Prince-Édouard,Autres produits,11,0.51
2021,Nouvelle-Écosse,"Total, toutes les catégories de produits",12,0.67
2021,Nouvelle-Écosse,Matériaux de construction,12,0.88
2021,Nouvelle-Écosse,Équipements électriques et électroniques,12,0.91
2021,Nouvelle-Écosse,Emballages,12,0.88
2021,Nouvelle-Écosse,Films agricoles,12,0.85
2021,Nouvelle-Écosse,Textiles,12,0.88
2021,Nouvelle-Écosse,Véhicules,12,0.23
2021,Nouvelle-Écosse,Autres produits,12,0.55
2021,Nouveau-Brunswick,"Total, toutes les catégories de produits",13,0.73
2021,Nouveau-Brunswick,Matériaux de construction,13,0.88
2021,Nouveau-Brunswick,Équipements électriques et électroniques,13,0.91
2021,Nouveau-Brunswick,Emballages,13,0.88
2021,Nouveau-Brunswick,Films agricoles,13,0.85
2021,Nouveau-Brunswick,Textiles,13,0.89
2021,Nouveau-Brunswick,Véhicules,13,0.23
2021,Nouveau-Brunswick,Autres produits,13,0.72
2021,Québec,"Total, toutes les catégories de produits",24,0.74
2021,Québec,Matériaux de construction,24,0.88
2021,Québec,Équipements électriques et électroniques,24,0.91
2021,Québec,Emballages,24,0.88
2021,Québec,Films agricoles,24,0.87
2021,Québec,Textiles,24,0.88
2021,Québec,Véhicules,24,0.23
2021,Québec,Autres produits,24,0.82
2021,Ontario,"Total, toutes les catégories de produits",35,0.76
2021,Ontario,Matériaux de construction,35,0.88
2021,Ontario,Équipements électriques et électroniques,35,0.91
2021,Ontario,Emballages,35,0.88
2021,Ontario,Films agricoles,35,0.88
2021,Ontario,Textiles,35,0.88
2021,Ontario,Véhicules,35,0.23
2021,Ontario,Autres produits,35,0.78
2021,Manitoba,"Total, toutes les catégories de produits",46,0.74
2021,Manitoba,Matériaux de construction,46,0.89
2021,Manitoba,Équipements électriques et électroniques,46,0.9
2021,Manitoba,Emballages,46,0.88
2021,Manitoba,Films agricoles,46,0.88
2021,Manitoba,Textiles,46,0.88
2021,Manitoba,Véhicules,46,0.23
2021,Manitoba,Autres produits,46,0.74
2021,Saskatchewan,"Total, toutes les catégories de produits",47,0.74
2021,Saskatchewan,Matériaux de construction,47,0.88
2021,Saskatchewan,Équipements électriques et électroniques,47,0.91
2021,Saskatchewan,Emballages,47,0.88
2021,Saskatchewan,Films agricoles,47,0.88
2021,Saskatchewan,Textiles,47,0.88
2021,Saskatchewan,Véhicules,47,0.23
2021,Saskatchewan,Autres produits,47,0.72
2021,Alberta,"Total, toutes les catégories de produits",48,0.75
2021,Alberta,Matériaux de construction,48,0.88
2021,Alberta,Équipements électriques et électroniques,48,0.9
2021,Alberta,Emballages,48,0.88
2021,Alberta,Films agricoles,48,0.88
2021,Alberta,Textiles,48,0.88
2021,Alberta,Véhicules,48,0.23
2021,Alberta,Autres produits,48,0.68
2021,Colombie-Britannique,"Total, toutes les catégories de produits",59,0.7
2021,Colombie-Britannique,Matériaux de construction,59,0.88
2021,Colombie-Britannique,Équipements électriques et électroniques,59,0.88
2021,Colombie-Britannique,Emballages,59,0.88
2021,Colombie-Britannique,Films agricoles,59,0.89
2021,Colombie-Britannique,Textiles,59,0.88
2021,Colombie-Britannique,Véhicules,59,0.23
2021,Colombie-Britannique,Autres produits,59,0.64
2021,Yukon,"Total, toutes les catégories de produits",60,3.97
2021,Yukon,Matériaux de construction,60,0.83
2021,Yukon,Équipements électriques et électroniques,60,0.97
2021,Yukon,Emballages,60,0.88
2021,Yukon,Films agricoles,60,0.0
2021,Yukon,Textiles,60,0.95
2021,Yukon,Véhicules,60,20.0
2021,Yukon,Autres produits,60,0.67
2021,Territoires du Nord-Ouest,"Total, toutes les catégories de produits",61,4.26
2021,Territoires du Nord-Ouest,Matériaux de construction,61,0.87
2021,Territoires du Nord-Ouest,Équipements électriques et électroniques,61,0.97
2021,Territoires du Nord-Ouest,Emballages,61,0.88
2021,Territoires du Nord-Ouest,Films agricoles,61,0.0
2021,Territoires du Nord-Ouest,Textiles,61,1.0
2021,Territoires du Nord-Ouest,Véhicules,61,20.03
2021,Territoires du Nord-Ouest,Autres produits,61,0.67
2021,Nunavut,"Total, toutes les catégories de produits",62,3.95
2021,Nunavut,Matériaux de construction,62,0.92
2021,Nunavut,Équipements électriques et électroniques,62,0.88
2021,Nunavut,Emballages,62,0.92
2021,Nunavut,Textiles,62,0.89
2021,Nunavut,Véhicules,62,20.04
2021,Nunavut,Autres produits,62,0.47
2021,Canadian territorial enclaves abroad,"Total, toutes les catégories de produits",,0.98
2021,Canadian territorial enclaves abroad,Matériaux de construction,,0.0
2021,Canadian territorial enclaves abroad,Équipements électriques et électroniques,,0.93
2021,Canadian territorial enclaves abroad,Emballages,,0.98
2021,Canadian territorial enclaves abroad,Textiles,,1.03
2021,Canadian territorial enclaves abroad,Véhicules,,1.79
2021,Canadian territorial enclaves abroad,Autres produits,,1.08
