Year,Géographie,Groupe d'âge,Sexe,Revenu du ménage,Plus haut niveau de scolarité,Series,GeoCode,Value
2015,Nouveau-Brunswick,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,13,67.7
2015,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,71.5
2015,Nouveau-Brunswick,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,13,72.7
2015,Nouveau-Brunswick,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,13,70.3
2015,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,13,76.3
2015,Nouveau-Brunswick,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,13,77.7
2015,Nouveau-Brunswick,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,13,75.2
2015,Québec,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,24,56.4
2015,Québec,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,24,57.0
2015,Québec,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,24,55.8
2015,Québec,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,54.7
2015,Québec,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,24,53.4
2015,Québec,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,24,56.1
2015,Québec,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,53.3
2015,Québec,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,24,55.1
2015,Québec,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,24,51.3
2015,Québec,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,54.7
2015,Québec,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,24,56.9
2015,Québec,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,24,52.3
2015,Québec,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,24,65.1
2015,Québec,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,24,65.2
2015,Québec,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,24,64.9
2015,Ontario,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,35,69.4
2015,Ontario,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,35,68.5
2015,Ontario,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,35,70.2
2015,Ontario,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,64.6
2015,Ontario,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,35,62.6
2015,Ontario,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,35,66.6
2015,Ontario,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,69.5
2015,Ontario,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,35,67.7
2015,Ontario,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,35,71.2
2015,Ontario,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,69.5
2015,Ontario,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,35,70.6
2015,Ontario,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,35,68.5
2015,Ontario,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,35,76.9
2015,Ontario,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,35,77.1
2015,Ontario,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,35,76.7
2015,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,46,70.5
2015,Manitoba,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,46,71.1
2015,Manitoba,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,46,69.9
2015,Manitoba,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,65.6
2015,Manitoba,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,46,66.0
2015,Manitoba,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,46,65.1
2015,Manitoba,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,72.2
2015,Manitoba,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,46,72.7
2015,Manitoba,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,46,71.6
2015,Manitoba,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,71.0
2015,Manitoba,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,46,70.0
2015,Manitoba,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,46,72.0
2015,Manitoba,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,46,75.6
2015,Manitoba,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,46,79.8
2015,Manitoba,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,46,72.2
2015,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,47,71.9
2015,Saskatchewan,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,47,70.6
2015,Saskatchewan,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,47,73.3
2015,Saskatchewan,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,65.0
2015,Saskatchewan,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,47,62.5
2015,Saskatchewan,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,47,67.5
2015,Saskatchewan,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,72.6
2015,Saskatchewan,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,47,69.4
2015,Saskatchewan,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,47,76.0
2015,Saskatchewan,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,72.1
2015,Saskatchewan,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,47,73.3
2015,Saskatchewan,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,47,70.9
2015,Saskatchewan,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,47,83.8
2015,Saskatchewan,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,47,85.0
2015,Saskatchewan,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,47,82.8
2015,Alberta,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,48,67.9
2015,Alberta,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,48,66.4
2015,Alberta,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,48,69.4
2015,Alberta,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,48,62.0
2015,Alberta,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,48,60.8
2015,Alberta,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,48,63.4
2015,Alberta,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,48,70.0
2015,Alberta,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,48,66.6
2015,Alberta,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,48,73.5
2015,Alberta,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,48,70.6
2015,Alberta,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,48,69.2
2015,Alberta,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,48,72.1
2015,Alberta,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,48,73.5
2015,Alberta,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,48,76.1
2015,Alberta,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,48,71.3
2015,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,59,70.2
2015,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,59,70.3
2015,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,59,70.1
2015,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,59,63.8
2015,Colombie-Britannique,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,59,61.4
2015,Colombie-Britannique,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,59,66.3
2015,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,59,73.6
2015,Colombie-Britannique,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,59,74.6
2015,Colombie-Britannique,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,59,72.8
2015,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,59,68.6
2015,Colombie-Britannique,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,59,72.3
2015,Colombie-Britannique,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,59,65.0
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,59,77.8
2015,Colombie-Britannique,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,59,76.3
2015,Colombie-Britannique,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,59,79.1
2016,Canada,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,,66.4
2016,Canada,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,,68.5
2016,Canada,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,,61.5
2016,Canada,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,,58.5
2016,Canada,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,,64.6
2016,Canada,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,,67.6
2016,Canada,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,,67.1
2016,Canada,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,,68.0
2016,Canada,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,,69.0
2016,Canada,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,,69.3
2016,Canada,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,,68.7
2016,Canada,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,,74.5
2016,Canada,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,,74.5
2016,Canada,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,,74.5
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,10,78.0
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,10,78.6
2016,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,10,77.5
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,71.6
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,10,78.3
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,10,64.9
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,76.8
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,10,72.4
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,10,80.9
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,77.4
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,10,77.6
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,10,77.2
2016,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,10,87.8
2016,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,10,88.2
2016,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,10,87.5
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,11,72.6
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,11,71.2
2016,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,11,73.8
2016,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,58.1
2016,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,11,54.4
2016,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,11,61.7
2016,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,73.3
2016,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,11,70.7
2016,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,11,75.7
2016,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,73.5
2016,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,11,75.2
2016,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,11,71.8
2016,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,11,87.1
2016,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,11,87.0
2016,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,11,87.2
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,12,72.7
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,12,71.1
2016,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,12,74.1
2016,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,67.5
2016,Nouvelle-Écosse,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,12,63.3
2016,Nouvelle-Écosse,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,12,71.8
2016,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,69.1
2016,Nouvelle-Écosse,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,12,65.7
2016,Nouvelle-Écosse,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,12,72.1
2016,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,76.0
2016,Nouvelle-Écosse,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,12,76.0
2016,Nouvelle-Écosse,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,12,76.0
2016,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,12,78.4
2016,Nouvelle-Écosse,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,12,80.9
2016,Nouvelle-Écosse,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,12,76.4
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,13,70.2
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,13,71.0
2016,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,13,69.5
2016,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,64.0
2016,Nouveau-Brunswick,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,13,65.8
2016,Nouveau-Brunswick,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,13,62.3
2016,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,72.7
2016,Nouveau-Brunswick,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,13,68.7
2016,Nouveau-Brunswick,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,13,76.4
2016,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,68.0
2016,Nouveau-Brunswick,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,13,69.9
2016,Nouveau-Brunswick,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,13,66.3
2016,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,13,77.2
2016,Nouveau-Brunswick,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,13,82.1
2016,Nouveau-Brunswick,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,13,73.6
2016,Québec,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,24,58.3
2016,Québec,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,24,57.7
2016,Québec,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,24,58.9
2016,Québec,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,52.7
2016,Québec,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,24,51.3
2016,Québec,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,24,54.0
2016,Québec,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,57.9
2016,Québec,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,24,56.2
2016,Québec,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,24,59.6
2016,Québec,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,59.0
2016,Québec,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,24,59.7
2016,Québec,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,24,58.2
2016,Québec,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,24,65.6
2016,Québec,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,24,66.1
2016,Québec,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,24,65.1
2016,Ontario,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,35,70.1
2016,Ontario,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,35,68.9
2016,Ontario,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,35,71.3
2016,Ontario,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,63.6
2016,Ontario,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,35,58.5
2016,Ontario,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,35,68.7
2016,Ontario,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,69.1
2016,Ontario,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,35,70.0
2016,Ontario,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,35,68.4
2016,Ontario,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,73.2
2016,Ontario,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,35,74.1
2016,Ontario,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,35,72.3
2016,Ontario,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,35,77.6
2016,Ontario,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,35,77.7
2016,Ontario,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,35,77.5
2016,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,46,68.2
2016,Manitoba,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,46,67.9
2016,Manitoba,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,46,68.5
2016,Manitoba,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,62.5
2016,Manitoba,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,46,64.1
2016,Manitoba,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,46,60.8
2016,Manitoba,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,67.9
