Year,data.Geography,data.Economic family type,GeoCode,Value
2015,data.Prince Edward Island,data.Elderly females not in an economic family,11,25800.0
2015,data.Prince Edward Island,data.Non-elderly persons not in an economic family,11,28600.0
2015,data.Prince Edward Island,data.Non-elderly males not in an economic family,11,29600.0
2015,data.Prince Edward Island,data.Non-elderly females not in an economic family,11,25800.0
2015,data.Nova Scotia,data.Economic families and persons not in an economic family,12,53400.0
2015,data.Nova Scotia,data.Economic families,12,76800.0
2015,data.Nova Scotia,data.Elderly families,12,57500.0
2015,data.Nova Scotia,data.Elderly couples,12,55500.0
2015,data.Nova Scotia,data.Other elderly families,12,64000.0
2015,data.Nova Scotia,data.Non-elderly families,12,82500.0
2015,data.Nova Scotia,data.Couples,12,74200.0
2015,data.Nova Scotia,data.Couples with children,12,99300.0
2015,data.Nova Scotia,data.Couples with other relatives,12,114800.0
2015,data.Nova Scotia,data.Lone-parent families,12,42800.0
2015,data.Nova Scotia,data.Male lone-parent families,12,
2015,data.Nova Scotia,data.Female lone-parent families,12,42800.0
2015,data.Nova Scotia,data.Other non-elderly families,12,67400.0
2015,data.Nova Scotia,data.Persons not in an economic family,12,27900.0
2015,data.Nova Scotia,data.Elderly persons not in an economic family,12,26700.0
2015,data.Nova Scotia,data.Elderly males not in an economic family,12,28700.0
2015,data.Nova Scotia,data.Elderly females not in an economic family,12,26200.0
2015,data.Nova Scotia,data.Non-elderly persons not in an economic family,12,28900.0
2015,data.Nova Scotia,data.Non-elderly males not in an economic family,12,30400.0
2015,data.Nova Scotia,data.Non-elderly females not in an economic family,12,26400.0
2015,data.New Brunswick,data.Economic families and persons not in an economic family,13,56200.0
2015,data.New Brunswick,data.Economic families,13,74400.0
2015,data.New Brunswick,data.Elderly families,13,56400.0
2015,data.New Brunswick,data.Elderly couples,13,57300.0
2015,data.New Brunswick,data.Other elderly families,13,48100.0
2015,data.New Brunswick,data.Non-elderly families,13,81600.0
2015,data.New Brunswick,data.Couples,13,75300.0
2015,data.New Brunswick,data.Couples with children,13,94300.0
2015,data.New Brunswick,data.Couples with other relatives,13,97800.0
2015,data.New Brunswick,data.Lone-parent families,13,49200.0
2015,data.New Brunswick,data.Male lone-parent families,13,
2015,data.New Brunswick,data.Female lone-parent families,13,43800.0
2015,data.New Brunswick,data.Other non-elderly families,13,54900.0
2015,data.New Brunswick,data.Persons not in an economic family,13,27100.0
2015,data.New Brunswick,data.Elderly persons not in an economic family,13,26800.0
2015,data.New Brunswick,data.Elderly males not in an economic family,13,30000.0
2015,data.New Brunswick,data.Elderly females not in an economic family,13,24800.0
2015,data.New Brunswick,data.Non-elderly persons not in an economic family,13,27100.0
2015,data.New Brunswick,data.Non-elderly males not in an economic family,13,28000.0
2015,data.New Brunswick,data.Non-elderly females not in an economic family,13,26800.0
2015,data.Quebec,data.Economic families and persons not in an economic family,24,54000.0
2015,data.Quebec,data.Economic families,24,77200.0
2015,data.Quebec,data.Elderly families,24,56400.0
2015,data.Quebec,data.Elderly couples,24,55300.0
2015,data.Quebec,data.Other elderly families,24,63100.0
2015,data.Quebec,data.Non-elderly families,24,82800.0
2015,data.Quebec,data.Couples,24,74100.0
2015,data.Quebec,data.Couples with children,24,96500.0
2015,data.Quebec,data.Couples with other relatives,24,106700.0
2015,data.Quebec,data.Lone-parent families,24,53300.0
2015,data.Quebec,data.Male lone-parent families,24,68500.0
2015,data.Quebec,data.Female lone-parent families,24,51500.0
2015,data.Quebec,data.Other non-elderly families,24,72600.0
2015,data.Quebec,data.Persons not in an economic family,24,30100.0
2015,data.Quebec,data.Elderly persons not in an economic family,24,27500.0
2015,data.Quebec,data.Elderly males not in an economic family,24,27500.0
2015,data.Quebec,data.Elderly females not in an economic family,24,27600.0
2015,data.Quebec,data.Non-elderly persons not in an economic family,24,32200.0
2015,data.Quebec,data.Non-elderly males not in an economic family,24,34000.0
2015,data.Quebec,data.Non-elderly females not in an economic family,24,29600.0
2015,data.Ontario,data.Economic families and persons not in an economic family,35,65300.0
2015,data.Ontario,data.Economic families,35,90100.0
2015,data.Ontario,data.Elderly families,35,71500.0
2015,data.Ontario,data.Elderly couples,35,69800.0
2015,data.Ontario,data.Other elderly families,35,78900.0
2015,data.Ontario,data.Non-elderly families,35,95000.0
2015,data.Ontario,data.Couples,35,83900.0
2015,data.Ontario,data.Couples with children,35,107300.0
2015,data.Ontario,data.Couples with other relatives,35,137200.0
2015,data.Ontario,data.Lone-parent families,35,48700.0
2015,data.Ontario,data.Male lone-parent families,35,56200.0
2015,data.Ontario,data.Female lone-parent families,35,46300.0
2015,data.Ontario,data.Other non-elderly families,35,75700.0
2015,data.Ontario,data.Persons not in an economic family,35,32200.0
2015,data.Ontario,data.Elderly persons not in an economic family,35,32600.0
2015,data.Ontario,data.Elderly males not in an economic family,35,35500.0
2015,data.Ontario,data.Elderly females not in an economic family,35,30700.0
2015,data.Ontario,data.Non-elderly persons not in an economic family,35,32200.0
2015,data.Ontario,data.Non-elderly males not in an economic family,35,38500.0
2015,data.Ontario,data.Non-elderly females not in an economic family,35,28100.0
2015,data.Prairie provinces,data.Economic families and persons not in an economic family,,74900.0
2015,data.Prairie provinces,data.Economic families,,100300.0
2015,data.Prairie provinces,data.Elderly families,,70900.0
2015,data.Prairie provinces,data.Elderly couples,,69300.0
2015,data.Prairie provinces,data.Other elderly families,,80300.0
2015,data.Prairie provinces,data.Non-elderly families,,106400.0
2015,data.Prairie provinces,data.Couples,,100100.0
2015,data.Prairie provinces,data.Couples with children,,112900.0
2015,data.Prairie provinces,data.Couples with other relatives,,148600.0
2015,data.Prairie provinces,data.Lone-parent families,,52300.0
2015,data.Prairie provinces,data.Male lone-parent families,,80200.0
2015,data.Prairie provinces,data.Female lone-parent families,,47100.0
2015,data.Prairie provinces,data.Other non-elderly families,,91300.0
2015,data.Prairie provinces,data.Persons not in an economic family,,40000.0
2015,data.Prairie provinces,data.Elderly persons not in an economic family,,33500.0
2015,data.Prairie provinces,data.Elderly males not in an economic family,,38200.0
2015,data.Prairie provinces,data.Elderly females not in an economic family,,32100.0
2015,data.Prairie provinces,data.Non-elderly persons not in an economic family,,42900.0
2015,data.Prairie provinces,data.Non-elderly males not in an economic family,,46200.0
2015,data.Prairie provinces,data.Non-elderly females not in an economic family,,38800.0
2015,data.Manitoba,data.Economic families and persons not in an economic family,46,62200.0
2015,data.Manitoba,data.Economic families,46,82000.0
2015,data.Manitoba,data.Elderly families,46,67500.0
2015,data.Manitoba,data.Elderly couples,46,66100.0
2015,data.Manitoba,data.Other elderly families,46,85700.0
2015,data.Manitoba,data.Non-elderly families,46,85800.0
2015,data.Manitoba,data.Couples,46,82200.0
2015,data.Manitoba,data.Couples with children,46,93800.0
2015,data.Manitoba,data.Couples with other relatives,46,126100.0
2015,data.Manitoba,data.Lone-parent families,46,42500.0
2015,data.Manitoba,data.Male lone-parent families,46,
2015,data.Manitoba,data.Female lone-parent families,46,41500.0
2015,data.Manitoba,data.Other non-elderly families,46,70000.0
2015,data.Manitoba,data.Persons not in an economic family,46,35400.0
2015,data.Manitoba,data.Elderly persons not in an economic family,46,31400.0
2015,data.Manitoba,data.Elderly males not in an economic family,46,36600.0
2015,data.Manitoba,data.Elderly females not in an economic family,46,29300.0
2015,data.Manitoba,data.Non-elderly persons not in an economic family,46,37100.0
2015,data.Manitoba,data.Non-elderly males not in an economic family,46,39000.0
2015,data.Manitoba,data.Non-elderly females not in an economic family,46,34400.0
2015,data.Saskatchewan,data.Economic families and persons not in an economic family,47,68300.0
2015,data.Saskatchewan,data.Economic families,47,94000.0
2015,data.Saskatchewan,data.Elderly families,47,67200.0
2015,data.Saskatchewan,data.Elderly couples,47,65800.0
2015,data.Saskatchewan,data.Other elderly families,47,84500.0
2015,data.Saskatchewan,data.Non-elderly families,47,99700.0
2015,data.Saskatchewan,data.Couples,47,88600.0
2015,data.Saskatchewan,data.Couples with children,47,108200.0
2015,data.Saskatchewan,data.Couples with other relatives,47,137400.0
2015,data.Saskatchewan,data.Lone-parent families,47,50400.0
2015,data.Saskatchewan,data.Male lone-parent families,47,
2015,data.Saskatchewan,data.Female lone-parent families,47,48100.0
2015,data.Saskatchewan,data.Other non-elderly families,47,91200.0
2015,data.Saskatchewan,data.Persons not in an economic family,47,37900.0
2015,data.Saskatchewan,data.Elderly persons not in an economic family,47,33000.0
2015,data.Saskatchewan,data.Elderly males not in an economic family,47,37200.0
2015,data.Saskatchewan,data.Elderly females not in an economic family,47,32100.0
2015,data.Saskatchewan,data.Non-elderly persons not in an economic family,47,40400.0
2015,data.Saskatchewan,data.Non-elderly males not in an economic family,47,43100.0
2015,data.Saskatchewan,data.Non-elderly females not in an economic family,47,35900.0
2015,data.Alberta,data.Economic families and persons not in an economic family,48,82000.0
2015,data.Alberta,data.Economic families,48,108100.0
2015,data.Alberta,data.Elderly families,48,73800.0
2015,data.Alberta,data.Elderly couples,48,71400.0
2015,data.Alberta,data.Other elderly families,48,80300.0
2015,data.Alberta,data.Non-elderly families,48,113100.0
2015,data.Alberta,data.Couples,48,111400.0
2015,data.Alberta,data.Couples with children,48,119000.0
2015,data.Alberta,data.Couples with other relatives,48,153500.0
2015,data.Alberta,data.Lone-parent families,48,61000.0
2015,data.Alberta,data.Male lone-parent families,48,84300.0
2015,data.Alberta,data.Female lone-parent families,48,51200.0
2015,data.Alberta,data.Other non-elderly families,48,94800.0
2015,data.Alberta,data.Persons not in an economic family,48,42900.0
2015,data.Alberta,data.Elderly persons not in an economic family,48,35800.0
2015,data.Alberta,data.Elderly males not in an economic family,48,39100.0
2015,data.Alberta,data.Elderly females not in an economic family,48,33100.0
2015,data.Alberta,data.Non-elderly persons not in an economic family,48,46200.0
2015,data.Alberta,data.Non-elderly males not in an economic family,48,50200.0
2015,data.Alberta,data.Non-elderly females not in an economic family,48,40600.0
2015,data.British Columbia,data.Economic families and persons not in an economic family,59,59500.0
2015,data.British Columbia,data.Economic families,59,89000.0
2015,data.British Columbia,data.Elderly families,59,65500.0
2015,data.British Columbia,data.Elderly couples,59,65500.0
2015,data.British Columbia,data.Other elderly families,59,65500.0
2015,data.British Columbia,data.Non-elderly families,59,99700.0
2015,data.British Columbia,data.Couples,59,92100.0
2015,data.British Columbia,data.Couples with children,59,107900.0
2015,data.British Columbia,data.Couples with other relatives,59,134600.0
2015,data.British Columbia,data.Lone-parent families,59,57700.0
2015,data.British Columbia,data.Male lone-parent families,59,67900.0
2015,data.British Columbia,data.Female lone-parent families,59,53500.0
2015,data.British Columbia,data.Other non-elderly families,59,66900.0
2015,data.British Columbia,data.Persons not in an economic family,59,26800.0
2015,data.British Columbia,data.Elderly persons not in an economic family,59,27400.0
2015,data.British Columbia,data.Elderly males not in an economic family,59,25300.0
2015,data.British Columbia,data.Elderly females not in an economic family,59,27700.0
2015,data.British Columbia,data.Non-elderly persons not in an economic family,59,26400.0
2015,data.British Columbia,data.Non-elderly males not in an economic family,59,26800.0
2015,data.British Columbia,data.Non-elderly females not in an economic family,59,26300.0
2015,"data.Québec, Quebec",data.Economic families and persons not in an economic family,,53100.0
2015,"data.Québec, Quebec",data.Economic families,,80900.0
2015,"data.Québec, Quebec",data.Elderly families,,64900.0
2015,"data.Québec, Quebec",data.Elderly couples,,64200.0
2015,"data.Québec, Quebec",data.Other elderly families,,
2015,"data.Québec, Quebec",data.Non-elderly families,,90400.0
2015,"data.Québec, Quebec",data.Couples,,83100.0
2015,"data.Québec, Quebec",data.Couples with children,,110800.0
2015,"data.Québec, Quebec",data.Couples with other relatives,,
2015,"data.Québec, Quebec",data.Lone-parent families,,67000.0
2015,"data.Québec, Quebec",data.Male lone-parent families,,
2015,"data.Québec, Quebec",data.Female lone-parent families,,
2015,"data.Québec, Quebec",data.Other non-elderly families,,
2015,"data.Québec, Quebec",data.Persons not in an economic family,,31600.0
2015,"data.Québec, Quebec",data.Elderly persons not in an economic family,,27800.0
2015,"data.Québec, Quebec",data.Elderly males not in an economic family,,
2015,"data.Québec, Quebec",data.Elderly females not in an economic family,,28900.0
2015,"data.Québec, Quebec",data.Non-elderly persons not in an economic family,,35300.0
2015,"data.Québec, Quebec",data.Non-elderly males not in an economic family,,31600.0
2015,"data.Québec, Quebec",data.Non-elderly females not in an economic family,,38800.0
2015,"data.Montréal, Quebec",data.Economic families and persons not in an economic family,,55900.0
2015,"data.Montréal, Quebec",data.Economic families,,78700.0
2015,"data.Montréal, Quebec",data.Elderly families,,58500.0
2015,"data.Montréal, Quebec",data.Elderly couples,,57200.0
2015,"data.Montréal, Quebec",data.Other elderly families,,
2015,"data.Montréal, Quebec",data.Non-elderly families,,83000.0
2015,"data.Montréal, Quebec",data.Couples,,78400.0
2015,"data.Montréal, Quebec",data.Couples with children,,92200.0
2015,"data.Montréal, Quebec",data.Couples with other relatives,,101200.0
2015,"data.Montréal, Quebec",data.Lone-parent families,,62100.0
2015,"data.Montréal, Quebec",data.Male lone-parent families,,
2015,"data.Montréal, Quebec",data.Female lone-parent families,,55600.0
2015,"data.Montréal, Quebec",data.Other non-elderly families,,75800.0
2015,"data.Montréal, Quebec",data.Persons not in an economic family,,31500.0
2015,"data.Montréal, Quebec",data.Elderly persons not in an economic family,,30300.0
2015,"data.Montréal, Quebec",data.Elderly males not in an economic family,,29000.0
2015,"data.Montréal, Quebec",data.Elderly females not in an economic family,,31600.0
2015,"data.Montréal, Quebec",data.Non-elderly persons not in an economic family,,32000.0
2015,"data.Montréal, Quebec",data.Non-elderly males not in an economic family,,36100.0
2015,"data.Montréal, Quebec",data.Non-elderly females not in an economic family,,28200.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Economic families and persons not in an economic family,,66500.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Economic families,,101500.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly families,,87000.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly couples,,81900.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Other elderly families,,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly families,,107400.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Couples,,97900.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Couples with children,,126400.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Couples with other relatives,,157300.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Lone-parent families,,54300.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Male lone-parent families,,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Female lone-parent families,,40500.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Other non-elderly families,,59500.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons not in an economic family,,34700.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons not in an economic family,,34800.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly males not in an economic family,,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly females not in an economic family,,38700.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly persons not in an economic family,,34100.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly males not in an economic family,,38000.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly females not in an economic family,,28500.0
2015,"data.Toronto, Ontario",data.Economic families and persons not in an economic family,,65200.0
2015,"data.Toronto, Ontario",data.Economic families,,92600.0
2015,"data.Toronto, Ontario",data.Elderly families,,71300.0
2015,"data.Toronto, Ontario",data.Elderly couples,,68600.0
2015,"data.Toronto, Ontario",data.Other elderly families,,90700.0
2015,"data.Toronto, Ontario",data.Non-elderly families,,95900.0
2015,"data.Toronto, Ontario",data.Couples,,79900.0
2015,"data.Toronto, Ontario",data.Couples with children,,104400.0
2015,"data.Toronto, Ontario",data.Couples with other relatives,,141200.0
2015,"data.Toronto, Ontario",data.Lone-parent families,,48100.0
2015,"data.Toronto, Ontario",data.Male lone-parent families,,
2015,"data.Toronto, Ontario",data.Female lone-parent families,,46900.0
2015,"data.Toronto, Ontario",data.Other non-elderly families,,78800.0
2015,"data.Toronto, Ontario",data.Persons not in an economic family,,30300.0
2015,"data.Toronto, Ontario",data.Elderly persons not in an economic family,,30600.0
2015,"data.Toronto, Ontario",data.Elderly males not in an economic family,,34900.0
2015,"data.Toronto, Ontario",data.Elderly females not in an economic family,,30400.0
2015,"data.Toronto, Ontario",data.Non-elderly persons not in an economic family,,29200.0
2015,"data.Toronto, Ontario",data.Non-elderly males not in an economic family,,38000.0
2015,"data.Toronto, Ontario",data.Non-elderly females not in an economic family,,27900.0
2015,"data.Winnipeg, Manitoba",data.Economic families and persons not in an economic family,,62200.0
2015,"data.Winnipeg, Manitoba",data.Economic families,,85500.0
2015,"data.Winnipeg, Manitoba",data.Elderly families,,73600.0
2015,"data.Winnipeg, Manitoba",data.Elderly couples,,69700.0
2015,"data.Winnipeg, Manitoba",data.Other elderly families,,85700.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly families,,89900.0
2015,"data.Winnipeg, Manitoba",data.Couples,,82300.0
2015,"data.Winnipeg, Manitoba",data.Couples with children,,96900.0
2015,"data.Winnipeg, Manitoba",data.Couples with other relatives,,132000.0
2015,"data.Winnipeg, Manitoba",data.Lone-parent families,,44500.0
2015,"data.Winnipeg, Manitoba",data.Male lone-parent families,,
2015,"data.Winnipeg, Manitoba",data.Female lone-parent families,,41900.0
2015,"data.Winnipeg, Manitoba",data.Other non-elderly families,,72400.0
2015,"data.Winnipeg, Manitoba",data.Persons not in an economic family,,34400.0
2015,"data.Winnipeg, Manitoba",data.Elderly persons not in an economic family,,32700.0
2015,"data.Winnipeg, Manitoba",data.Elderly males not in an economic family,,38800.0
2015,"data.Winnipeg, Manitoba",data.Elderly females not in an economic family,,29300.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly persons not in an economic family,,35000.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly males not in an economic family,,36700.0
2015,"data.Winnipeg, Manitoba",data.Non-elderly females not in an economic family,,33800.0
2015,"data.Calgary, Alberta",data.Economic families and persons not in an economic family,,80000.0
2015,"data.Calgary, Alberta",data.Economic families,,109500.0
2015,"data.Calgary, Alberta",data.Elderly families,,82600.0
2015,"data.Calgary, Alberta",data.Elderly couples,,82300.0
2015,"data.Calgary, Alberta",data.Other elderly families,,
2015,"data.Calgary, Alberta",data.Non-elderly families,,111900.0
2015,"data.Calgary, Alberta",data.Couples,,120800.0
2015,"data.Calgary, Alberta",data.Couples with children,,121700.0
2015,"data.Calgary, Alberta",data.Couples with other relatives,,146800.0
2015,"data.Calgary, Alberta",data.Lone-parent families,,72800.0
2015,"data.Calgary, Alberta",data.Male lone-parent families,,
2015,"data.Calgary, Alberta",data.Female lone-parent families,,72800.0
2015,"data.Calgary, Alberta",data.Other non-elderly families,,75000.0
2015,"data.Calgary, Alberta",data.Persons not in an economic family,,43100.0
2015,"data.Calgary, Alberta",data.Elderly persons not in an economic family,,36800.0
2015,"data.Calgary, Alberta",data.Elderly males not in an economic family,,
2015,"data.Calgary, Alberta",data.Elderly females not in an economic family,,32100.0
2015,"data.Calgary, Alberta",data.Non-elderly persons not in an economic family,,44100.0
2015,"data.Calgary, Alberta",data.Non-elderly males not in an economic family,,48500.0
2015,"data.Calgary, Alberta",data.Non-elderly females not in an economic family,,38800.0
2015,"data.Edmonton, Alberta",data.Economic families and persons not in an economic family,,85300.0
2015,"data.Edmonton, Alberta",data.Economic families,,112600.0
2015,"data.Edmonton, Alberta",data.Elderly families,,80100.0
2015,"data.Edmonton, Alberta",data.Elderly couples,,77600.0
2015,"data.Edmonton, Alberta",data.Other elderly families,,
2015,"data.Edmonton, Alberta",data.Non-elderly families,,116400.0
2015,"data.Edmonton, Alberta",data.Couples,,111600.0
2015,"data.Edmonton, Alberta",data.Couples with children,,113700.0
2015,"data.Edmonton, Alberta",data.Couples with other relatives,,176200.0
2015,"data.Edmonton, Alberta",data.Lone-parent families,,51200.0
2015,"data.Edmonton, Alberta",data.Male lone-parent families,,
2015,"data.Edmonton, Alberta",data.Female lone-parent families,,
2015,"data.Edmonton, Alberta",data.Other non-elderly families,,108300.0
2015,"data.Edmonton, Alberta",data.Persons not in an economic family,,44500.0
2015,"data.Edmonton, Alberta",data.Elderly persons not in an economic family,,39100.0
2015,"data.Edmonton, Alberta",data.Elderly males not in an economic family,,
2015,"data.Edmonton, Alberta",data.Elderly females not in an economic family,,38400.0
2015,"data.Edmonton, Alberta",data.Non-elderly persons not in an economic family,,47300.0
2015,"data.Edmonton, Alberta",data.Non-elderly males not in an economic family,,48800.0
2015,"data.Edmonton, Alberta",data.Non-elderly females not in an economic family,,42900.0
2015,"data.Vancouver, British Columbia",data.Economic families and persons not in an economic family,,66300.0
2015,"data.Vancouver, British Columbia",data.Economic families,,99800.0
2015,"data.Vancouver, British Columbia",data.Elderly families,,70700.0
2015,"data.Vancouver, British Columbia",data.Elderly couples,,71800.0
2015,"data.Vancouver, British Columbia",data.Other elderly families,,
2015,"data.Vancouver, British Columbia",data.Non-elderly families,,104300.0
2015,"data.Vancouver, British Columbia",data.Couples,,100700.0
2015,"data.Vancouver, British Columbia",data.Couples with children,,114500.0
2015,"data.Vancouver, British Columbia",data.Couples with other relatives,,135600.0
2015,"data.Vancouver, British Columbia",data.Lone-parent families,,71300.0
2015,"data.Vancouver, British Columbia",data.Male lone-parent families,,
2015,"data.Vancouver, British Columbia",data.Female lone-parent families,,58800.0
2015,"data.Vancouver, British Columbia",data.Other non-elderly families,,68600.0
2015,"data.Vancouver, British Columbia",data.Persons not in an economic family,,27700.0
2015,"data.Vancouver, British Columbia",data.Elderly persons not in an economic family,,26900.0
2015,"data.Vancouver, British Columbia",data.Elderly males not in an economic family,,23100.0
2015,"data.Vancouver, British Columbia",data.Elderly females not in an economic family,,27800.0
2015,"data.Vancouver, British Columbia",data.Non-elderly persons not in an economic family,,28200.0
2015,"data.Vancouver, British Columbia",data.Non-elderly males not in an economic family,,28900.0
2015,"data.Vancouver, British Columbia",data.Non-elderly females not in an economic family,,28200.0
2016,data.Canada,data.Economic families,,87000.0
2016,data.Canada,data.Elderly families,,64000.0
2016,data.Canada,data.Elderly couples,,62800.0
2016,data.Canada,data.Other elderly families,,70200.0
2016,data.Canada,data.Non-elderly families,,94000.0
2016,data.Canada,data.Couples,,84100.0
2016,data.Canada,data.Couples with children,,104400.0
2016,data.Canada,data.Couples with other relatives,,128800.0
2016,data.Canada,data.Lone-parent families,,49800.0
2016,data.Canada,data.Male lone-parent families,,60300.0
2016,data.Canada,data.Female lone-parent families,,45700.0
2016,data.Canada,data.Other non-elderly families,,77500.0
2016,data.Canada,data.Persons not in an economic family,,31900.0
2016,data.Canada,data.Elderly persons not in an economic family,,29000.0
2016,data.Canada,data.Elderly males not in an economic family,,30300.0
2016,data.Canada,data.Elderly females not in an economic family,,28600.0
