Year,Géographie,Type de production d'électricité,GeoCode,Value
2016,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,16.347
2016,Saskatchewan,Turbine éolienne,47,2.989
2016,Yukon,Turbine à hydraulique,60,93.877
2016,Yukon,Solaire,60,0.0
2016,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,94.009
2016,Yukon,Turbine éolienne,60,0.132
2017,Alberta,Turbine à hydraulique,48,2.581
2017,Alberta,Solaire,48,0.002
2017,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,8.166
2017,Alberta,Turbine éolienne,48,5.583
2017,Colombie-Britannique,Turbine à hydraulique,59,89.214
2017,Colombie-Britannique,Solaire,59,0.0
2017,Colombie-Britannique,Turbine marémotrice,59,0.0
2017,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,91.365
2017,Colombie-Britannique,Turbine éolienne,59,2.152
2017,Canada,Turbine à hydraulique,,60.035
2017,Canada,Turbine à vapeur-nucléaire,,14.858
2017,Canada,Solaire,,0.33
2017,Canada,Turbine marémotrice,,0.001
2017,Canada,Turbine éolienne,,4.752
2017,Manitoba,Turbine à hydraulique,46,97.04
2017,Manitoba,Solaire,46,0.0
2017,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.567
2017,Manitoba,Turbine éolienne,46,2.527
2017,Nouveau-Brunswick,Turbine à hydraulique,13,19.385
2017,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,39.06
2017,Nouveau-Brunswick,Solaire,13,0.0
2017,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2017,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,64.571
2017,Nouveau-Brunswick,Turbine éolienne,13,6.126
2017,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,94.018
2017,Terre-Neuve-et-Labrador,Solaire,10,0.0
2017,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2017,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,94.524
2017,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.506
2017,Territoires du Nord-Ouest,Turbine à hydraulique,61,33.096
2017,Territoires du Nord-Ouest,Solaire,61,0.042
2017,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,35.423
2017,Territoires du Nord-Ouest,Turbine éolienne,61,2.286
2017,Nouvelle-Écosse,Turbine à hydraulique,12,8.331
2017,Nouvelle-Écosse,Solaire,12,0.0
2017,Nouvelle-Écosse,Turbine marémotrice,12,0.056
2017,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,21.627
2017,Nouvelle-Écosse,Turbine éolienne,12,13.241
2017,Nunavut,Turbine à hydraulique,62,0.0
2017,Nunavut,Solaire,62,0.0
2017,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.0
2017,Nunavut,Turbine éolienne,62,0.0
2017,Ontario,Turbine à hydraulique,35,25.868
2017,Ontario,Turbine à vapeur-nucléaire,35,59.314
2017,Ontario,Solaire,35,1.355
2017,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,93.282
2017,Ontario,Turbine éolienne,35,6.745
2017,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2017,Île-du-Prince-Édouard,Solaire,11,0.0
2017,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2017,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,98.331
2017,Île-du-Prince-Édouard,Turbine éolienne,11,98.331
2017,Québec,Turbine à hydraulique,24,94.149
2017,Québec,Turbine à vapeur-nucléaire,24,
2017,Québec,Solaire,24,0.001
2017,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,98.815
2017,Québec,Turbine éolienne,24,4.666
2017,Saskatchewan,Turbine à hydraulique,47,15.866
2017,Saskatchewan,Solaire,47,0.0
2017,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,18.862
2017,Saskatchewan,Turbine éolienne,47,2.996
2017,Yukon,Turbine à hydraulique,60,92.83
2017,Yukon,Solaire,60,0.0
2017,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,92.837
2017,Yukon,Turbine éolienne,60,0.007
2018,Alberta,Turbine à hydraulique,48,2.557
2018,Alberta,Solaire,48,0.033
2018,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,7.773
2018,Alberta,Turbine éolienne,48,5.182
2018,Colombie-Britannique,Turbine à hydraulique,59,89.536
2018,Colombie-Britannique,Solaire,59,0.002
2018,Colombie-Britannique,Turbine marémotrice,59,0.0
2018,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,91.666
2018,Colombie-Britannique,Turbine éolienne,59,2.128
2018,Canada,Turbine à hydraulique,,59.387
2018,Canada,Turbine à vapeur-nucléaire,,14.913
2018,Canada,Solaire,,0.359
2018,Canada,Turbine marémotrice,,0.003
2018,Canada,Turbine éolienne,,4.934
2018,Manitoba,Turbine à hydraulique,46,97.069
2018,Manitoba,Solaire,46,0.0
2018,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.716
2018,Manitoba,Turbine éolienne,46,2.647
2018,Nouveau-Brunswick,Turbine à hydraulique,13,19.215
2018,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,35.58
2018,Nouveau-Brunswick,Solaire,13,0.0
2018,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2018,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,60.902
2018,Nouveau-Brunswick,Turbine éolienne,13,6.107
2018,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,95.672
2018,Terre-Neuve-et-Labrador,Solaire,10,0.0
2018,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2018,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,96.159
2018,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.486
2018,Territoires du Nord-Ouest,Turbine à hydraulique,61,33.651
2018,Territoires du Nord-Ouest,Solaire,61,0.045
2018,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,36.148
2018,Territoires du Nord-Ouest,Turbine éolienne,61,2.452
2018,Nouvelle-Écosse,Turbine à hydraulique,12,8.786
2018,Nouvelle-Écosse,Solaire,12,0.0
2018,Nouvelle-Écosse,Turbine marémotrice,12,0.2
2018,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,20.69
2018,Nouvelle-Écosse,Turbine éolienne,12,11.705
2018,Nunavut,Turbine à hydraulique,62,0.0
2018,Nunavut,Solaire,62,0.0
2018,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.0
2018,Nunavut,Turbine éolienne,62,0.0
2018,Ontario,Turbine à hydraulique,35,24.428
2018,Ontario,Turbine à vapeur-nucléaire,35,58.347
2018,Ontario,Solaire,35,1.422
2018,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,91.461
2018,Ontario,Turbine éolienne,35,7.264
2018,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2018,Île-du-Prince-Édouard,Solaire,11,0.05
2018,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2018,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,96.799
2018,Île-du-Prince-Édouard,Turbine éolienne,11,96.749
2018,Québec,Turbine à hydraulique,24,93.956
2018,Québec,Turbine à vapeur-nucléaire,24,
2018,Québec,Solaire,24,0.001
2018,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,98.962
2018,Québec,Turbine éolienne,24,5.006
2018,Saskatchewan,Turbine à hydraulique,47,14.532
2018,Saskatchewan,Solaire,47,0.0
2018,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,17.304
2018,Saskatchewan,Turbine éolienne,47,2.772
2018,Yukon,Turbine à hydraulique,60,88.302
2018,Yukon,Solaire,60,0.0
2018,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,88.302
2018,Yukon,Turbine éolienne,60,0.0
2019,Alberta,Turbine à hydraulique,48,3.181
2019,Alberta,Solaire,48,0.029
2019,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,8.135
2019,Alberta,Turbine éolienne,48,4.924
2019,Colombie-Britannique,Turbine à hydraulique,59,87.02
2019,Colombie-Britannique,Solaire,59,0.003
2019,Colombie-Britannique,Turbine marémotrice,59,0.0
2019,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,89.415
2019,Colombie-Britannique,Turbine éolienne,59,2.393
2019,Canada,Turbine à hydraulique,,58.775
2019,Canada,Turbine à vapeur-nucléaire,,15.114
2019,Canada,Solaire,,0.402
2019,Canada,Turbine marémotrice,,0.0
2019,Canada,Turbine éolienne,,5.068
2019,Manitoba,Turbine à hydraulique,46,97.064
2019,Manitoba,Solaire,46,0.0
2019,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.687
2019,Manitoba,Turbine éolienne,46,2.622
2019,Nouveau-Brunswick,Turbine à hydraulique,13,22.635
2019,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,37.291
2019,Nouveau-Brunswick,Solaire,13,0.0
2019,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2019,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,66.353
2019,Nouveau-Brunswick,Turbine éolienne,13,6.427
2019,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,95.748
2019,Terre-Neuve-et-Labrador,Solaire,10,0.0
2019,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2019,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,96.18
2019,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.433
2019,Territoires du Nord-Ouest,Turbine à hydraulique,61,32.899
2019,Territoires du Nord-Ouest,Solaire,61,0.038
2019,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,35.25
2019,Territoires du Nord-Ouest,Turbine éolienne,61,2.312
2019,Nouvelle-Écosse,Turbine à hydraulique,12,10.639
2019,Nouvelle-Écosse,Solaire,12,0.0
2019,Nouvelle-Écosse,Turbine marémotrice,12,0.007
2019,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,21.949
2019,Nouvelle-Écosse,Turbine éolienne,12,11.303
2019,Nunavut,Turbine à hydraulique,62,0.0
2019,Nunavut,Solaire,62,0.0
2019,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.0
2019,Nunavut,Turbine éolienne,62,0.0
2019,Ontario,Turbine à hydraulique,35,24.589
2019,Ontario,Turbine à vapeur-nucléaire,35,57.932
2019,Ontario,Solaire,35,1.562
2019,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,91.423
2019,Ontario,Turbine éolienne,35,7.34
2019,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2019,Île-du-Prince-Édouard,Solaire,11,0.108
2019,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2019,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,99.04
2019,Île-du-Prince-Édouard,Turbine éolienne,11,98.932
2019,Québec,Turbine à hydraulique,24,93.731
2019,Québec,Turbine à vapeur-nucléaire,24,
2019,Québec,Solaire,24,0.001
2019,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,99.046
2019,Québec,Turbine éolienne,24,5.314
2019,Saskatchewan,Turbine à hydraulique,47,14.989
2019,Saskatchewan,Solaire,47,0.0
2019,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,18.123
2019,Saskatchewan,Turbine éolienne,47,3.134
2019,Yukon,Turbine à hydraulique,60,81.293
2019,Yukon,Solaire,60,0.0
2019,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,81.293
2019,Yukon,Turbine éolienne,60,0.0
2020,Alberta,Turbine à hydraulique,48,3.34
2020,Alberta,Solaire,48,0.036
2020,Alberta,Production totale d’électricité provenant de la biomasse,48,2.218
2020,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,12.511
2020,Alberta,Turbine éolienne,48,6.917
2020,Colombie-Britannique,Turbine à hydraulique,59,87.871
2020,Colombie-Britannique,Solaire,59,0.003
2020,Colombie-Britannique,Turbine marémotrice,59,0.0
2020,Colombie-Britannique,Production totale d’électricité provenant de la biomasse,59,5.753
2020,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,97.771
2020,Colombie-Britannique,Turbine éolienne,59,4.144
2020,Canada,Turbine à hydraulique,,60.071
2020,Canada,Turbine à vapeur-nucléaire,,14.682
2020,Canada,Solaire,,0.422
2020,Canada,Turbine marémotrice,,0.0
2020,Canada,Production totale d’électricité provenant de la biomasse,,1.45
2020,Canada,Turbine éolienne,,5.711
2020,Manitoba,Turbine à hydraulique,46,97.103
2020,Manitoba,Solaire,46,0.001
2020,Manitoba,Production totale d’électricité provenant de la biomasse,46,0.226
2020,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.933
2020,Manitoba,Turbine éolienne,46,2.603
2020,Nouveau-Brunswick,Turbine à hydraulique,13,21.14
2020,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,38.634
2020,Nouveau-Brunswick,Solaire,13,0.0
2020,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2020,Nouveau-Brunswick,Production totale d’électricité provenant de la biomasse,13,4.887
2020,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,72.304
2020,Nouveau-Brunswick,Turbine éolienne,13,7.644
2020,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,96.06
2020,Terre-Neuve-et-Labrador,Solaire,10,0.0
2020,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2020,Terre-Neuve-et-Labrador,Production totale d’électricité provenant de la biomasse,10,0.094
2020,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,96.625
2020,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.471
2020,Territoires du Nord-Ouest,Turbine à hydraulique,61,36.985
2020,Territoires du Nord-Ouest,Solaire,61,0.151
2020,Territoires du Nord-Ouest,Production totale d’électricité provenant de la biomasse,61,0.0
2020,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,40.036
2020,Territoires du Nord-Ouest,Turbine éolienne,61,2.9
2020,Nouvelle-Écosse,Turbine à hydraulique,12,8.154
2020,Nouvelle-Écosse,Solaire,12,0.0
2020,Nouvelle-Écosse,Turbine marémotrice,12,0.0
2020,Nouvelle-Écosse,Production totale d’électricité provenant de la biomasse,12,2.907
2020,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,21.306
2020,Nouvelle-Écosse,Turbine éolienne,12,10.246
2020,Nunavut,Turbine à hydraulique,62,0.0
2020,Nunavut,Solaire,62,0.0
2020,Nunavut,Production totale d’électricité provenant de la biomasse,62,0.0
2020,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.0
2020,Nunavut,Turbine éolienne,62,0.0
2020,Ontario,Turbine à hydraulique,35,25.19
2020,Ontario,Turbine à vapeur-nucléaire,35,56.597
2020,Ontario,Solaire,35,1.645
2020,Ontario,Production totale d’électricité provenant de la biomasse,35,0.786
2020,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,92.465
2020,Ontario,Turbine éolienne,35,8.247
2020,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2020,Île-du-Prince-Édouard,Solaire,11,0.104
2020,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2020,Île-du-Prince-Édouard,Production totale d’électricité provenant de la biomasse,11,0.673
2020,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,99.797
2020,Île-du-Prince-Édouard,Turbine éolienne,11,99.019
2020,Québec,Turbine à hydraulique,24,93.676
2020,Québec,Turbine à vapeur-nucléaire,24,
2020,Québec,Solaire,24,0.001
2020,Québec,Production totale d’électricité provenant de la biomasse,24,0.58
2020,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,99.588
2020,Québec,Turbine éolienne,24,5.331
2020,Saskatchewan,Turbine à hydraulique,47,18.274
2020,Saskatchewan,Solaire,47,0.0
2020,Saskatchewan,Production totale d’électricité provenant de la biomasse,47,0.051
2020,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,21.651
2020,Saskatchewan,Turbine éolienne,47,3.326
2020,Yukon,Turbine à hydraulique,60,84.088
2020,Yukon,Solaire,60,0.0
2020,Yukon,Production totale d’électricité provenant de la biomasse,60,0.0
2020,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,84.088
2020,Yukon,Turbine éolienne,60,0.0
2021,Alberta,Turbine à hydraulique,48,2.874
2021,Alberta,Solaire,48,0.343
2021,Alberta,Production totale d’électricité provenant de la biomasse,48,2.518
2021,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,14.756
2021,Alberta,Turbine éolienne,48,9.021
2021,Colombie-Britannique,Turbine à hydraulique,59,88.488
2021,Colombie-Britannique,Solaire,59,0.006
2021,Colombie-Britannique,Turbine marémotrice,59,0.0
2021,Colombie-Britannique,Production totale d’électricité provenant de la biomasse,59,5.747
2021,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,96.98
2021,Colombie-Britannique,Turbine éolienne,59,2.74
2021,Canada,Turbine à hydraulique,,59.842
2021,Canada,Turbine à vapeur-nucléaire,,14.082
2021,Canada,Solaire,,0.453
2021,Canada,Turbine marémotrice,,0.0
2021,Canada,Production totale d’électricité provenant de la biomasse,,1.519
2021,Canada,Turbine éolienne,,5.754
2021,Manitoba,Turbine à hydraulique,46,96.128
2021,Manitoba,Solaire,46,0.007
2021,Manitoba,Production totale d’électricité provenant de la biomasse,46,0.283
2021,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.904
2021,Manitoba,Turbine éolienne,46,3.485
2021,Nouveau-Brunswick,Turbine à hydraulique,13,20.872
2021,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,36.255
2021,Nouveau-Brunswick,Solaire,13,0.0
2021,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2021,Nouveau-Brunswick,Production totale d’électricité provenant de la biomasse,13,4.881
2021,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,67.719
2021,Nouveau-Brunswick,Turbine éolienne,13,5.711
2021,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,96.542
2021,Terre-Neuve-et-Labrador,Solaire,10,0.0
2021,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2021,Terre-Neuve-et-Labrador,Production totale d’électricité provenant de la biomasse,10,0.084
2021,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,97.011
2021,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.385
2021,Territoires du Nord-Ouest,Turbine à hydraulique,61,37.954
2021,Territoires du Nord-Ouest,Solaire,61,0.033
2021,Territoires du Nord-Ouest,Production totale d’électricité provenant de la biomasse,61,0.0
2021,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,40.5
2021,Territoires du Nord-Ouest,Turbine éolienne,61,2.514
2021,Nouvelle-Écosse,Turbine à hydraulique,12,8.508
2021,Nouvelle-Écosse,Solaire,12,0.0
2021,Nouvelle-Écosse,Turbine marémotrice,12,0.0
2021,Nouvelle-Écosse,Production totale d’électricité provenant de la biomasse,12,3.788
2021,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,24.691
2021,Nouvelle-Écosse,Turbine éolienne,12,12.395
2021,Nunavut,Turbine à hydraulique,62,0.0
2021,Nunavut,Solaire,62,0.0
2021,Nunavut,Production totale d’électricité provenant de la biomasse,62,0.0
2021,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.0
2021,Nunavut,Turbine éolienne,62,0.0
2021,Ontario,Turbine à hydraulique,35,23.832
2021,Ontario,Turbine à vapeur-nucléaire,35,55.684
2021,Ontario,Solaire,35,1.677
2021,Ontario,Production totale d’électricité provenant de la biomasse,35,0.849
2021,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,90.56
2021,Ontario,Turbine éolienne,35,8.519
2021,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2021,Île-du-Prince-Édouard,Solaire,11,0.106
